,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
23005,1622,1012.0,,1004.7,,1057.0,478.0,,,,478.3,,991.0,,1222.7,,3047.1,1485.0,,1514.0,1602.2,,,,,,494.6,2453.0,,,,2838.0,-610.0,,-617.3,,-565.0,-1144.0,,,,-1143.7,,-631.0,,-399.3,,1425.1,-137.0,,-108.0,-19.8,,,,,,-1127.4,831.0,,,,1216.0,,False,,True,False,,,,False,,False,,True,,False,True,,True,True,,,,,,False,False,,,,False
23007,187,84.0,,96.4,,135.0,122.0,,,,36.2,,172.0,,74.0,,130.7,148.0,,549.0,157.6,,,,,,,,,,,422.7,-103.0,,-90.6,,-52.0,-65.0,,,,-150.8,,-15.0,,-113.0,,-56.3,-39.0,,362.0,-29.4,,,,,,,,,,,235.7,,True,,True,True,,,,False,,True,,False,,True,True,,False,True,,,,,,,,,,,False
23009,218,284.0,,272.7,,305.0,656.0,,,,77.0,,160.0,,5744.6,,332.9,465.0,,2001.5,295.5,,,,,,,,,,,327.0,66.0,,54.7,,87.0,438.0,,,,-141.0,,-58.0,,5526.6,,114.9,247.0,,1783.5,77.5,,,,,,,,,,,109.0,,True,,False,False,,,,False,,True,,False,,False,False,,False,False,,,,,,,,,,,False
23011,645,444.0,,451.0,,693.0,786.0,,,,140.6,,862.0,,930.3,,770.1,697.0,,1220.0,591.4,,,,,,,,,,,577.9,-201.0,,-194.0,,48.0,141.0,,,,-504.4,,217.0,,285.3,,125.1,52.0,,575.0,-53.6,,,,,,,,,,,-67.1,,True,,True,True,,,,False,,False,,False,,True,True,,False,True,,,,,,,,,,,True
23013,80,104.0,,121.6,,131.0,151.0,,,,34.7,,115.0,,148.0,,98.6,295.0,,159.0,138.4,,,,,,,,,,,113.8,24.0,,41.6,,51.0,71.0,,,,-45.3,,35.0,,68.0,,18.6,215.0,,79.0,58.4,,,,,,,,,,,33.8,,False,,False,False,,,,False,,False,,False,,True,False,,False,False,,,,,,,,,,,False
23015,86,104.0,,106.6,,111.0,259.0,,,,32.3,,71.0,,157.0,,65.1,127.5,,102.0,129.3,,,,,,,,,,,112.4,18.0,,20.6,,25.0,173.0,,,,-53.7,,-15.0,,71.0,,-20.9,41.5,,16.0,43.3,,,,,,,,,,,26.4,,False,,False,False,,,,False,,True,,False,,False,False,,True,False,,,,,,,,,,,False
23017,378,148.0,,145.7,,178.0,217.0,,,,51.2,,286.0,,505.9,,117.3,132.0,,271.0,153.7,,,,,,,,,,,195.8,-230.0,,-232.3,,-200.0,-161.0,,,,-326.8,,-92.0,,127.9,,-260.7,-246.0,,-107.0,-224.3,,,,,,,,,,,-182.2,,False,,True,True,,,,False,,True,,True,,False,False,,True,True,,,,,,,,,,,True
23019,776,452.0,,472.5,,582.0,1507.0,,,,148.0,,440.0,,3193.4,,1239.3,500.0,,1308.5,551.6,,,,,,,2640.0,,,,2324.0,-324.0,,-303.5,,-194.0,731.0,,,,-628.0,,-336.0,,2417.4,,463.3,-276.0,,532.5,-224.4,,,,,,,1864.0,,,,1548.0,,True,,True,False,,,,False,,False,,False,,False,True,,False,True,,,,,,,False,,,,False
23021,46,24.0,,26.9,,24.0,0.0,,,,9.6,,24.0,,324.0,,72.7,,,9.0,28.8,,,,,,,,,,,34.2,-22.0,,-19.1,,-22.0,-46.0,,,,-36.4,,-22.0,,278.0,,26.7,,,-37.0,-17.2,,,,,,,,,,,-11.8,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,True
23023,88,76.0,,71.6,,77.0,254.0,,,,29.5,,80.0,,276.2,,45.9,67.0,,28.0,87.1,,,,,,,,,,,110.3,-12.0,,-16.4,,-11.0,166.0,,,,-58.5,,-8.0,,188.2,,-42.1,-21.0,,-60.0,-0.9,,,,,,,,,,,22.3,,False,,True,False,,,,False,,True,,False,,False,False,,False,True,,,,,,,,,,,False
23025,220,224.0,,226.6,,242.0,442.0,,,,64.8,,234.0,,185.3,,191.3,475.0,,318.0,281.4,,,,,,,,,,,176.2,4.0,,6.6,,22.0,222.0,,,,-155.2,,14.0,,-34.7,,-28.7,255.0,,98.0,61.4,,,,,,,,,,,-43.8,,False,,False,False,,,,False,,False,,False,,False,False,,False,False,,,,,,,,,,,False
23027,88,76.0,,77.2,,85.0,83.0,,,,34.1,,226.0,,134.0,,51.5,119.0,,48.0,103.2,,,,,,,,,,,59.6,-12.0,,-10.8,,-3.0,-5.0,,,,-53.9,,138.0,,46.0,,-36.5,31.0,,-40.0,15.2,,,,,,,,,,,-28.4,,True,,True,True,,,,False,,False,,False,,False,False,,False,False,,,,,,,,,,,False
23029,71,148.0,,145.3,,175.0,175.0,,,,61.7,,236.0,,155.6,,301.5,424.5,,182.0,194.5,,,,,,,,,,,169.7,77.0,,74.3,,104.0,104.0,,,,-9.3,,165.0,,84.6,,230.5,353.5,,111.0,123.5,,,,,,,,,,,98.7,,True,,False,False,,,,True,,False,,False,,False,False,,False,False,,,,,,,,,,,False
23031,1404,688.0,,683.1,,941.0,1290.0,,,,249.0,,561.0,,1836.1,,1440.3,826.0,,1411.0,1100.4,,,,,,422.0,2063.0,,,,2238.1,-716.0,,-720.9,,-463.0,-114.0,,,,-1155.0,,-843.0,,432.1,,36.3,-578.0,,7.0,-303.6,,,,,,-982.0,659.0,,,,834.1,,False,,True,True,,,,False,,False,,True,,True,True,,True,True,,,,,,False,True,,,,False
24001,3070,1988.0,,2100.1,,2561.0,3095.0,,,,704.1,,822.0,,3882.1,,1844.5,4677.0,,11374.5,2709.1,,,,,,1303.8,,,,,2867.6,-1082.0,,-969.9,,-509.0,25.0,,,,-2365.9,,-2248.0,,812.1,,-1225.5,1607.0,,8304.5,-360.9,,,,,,-1766.2,,,,,-202.4,,True,,True,True,,,,False,,False,,True,,False,False,,False,True,,,,,,False,,,,,True
24003,5918,3912.0,,3890.5,6146.2,4194.0,4310.0,,,,3829.4,,3306.0,,5962.9,,5330.9,4081.0,,5663.5,6402.2,,,,,,2513.6,7598.0,,,,3967.4,-2006.0,,-2027.5,228.2,-1724.0,-1608.0,,,,-2088.6,,-2612.0,,44.9,,-587.1,-1837.0,,-254.5,484.2,,,,,,-3404.4,1680.0,,,,-1950.6,,False,True,True,True,,,,False,,False,,True,,True,True,,True,True,,,,,,False,True,,,,True
24005,9526,6984.0,,6865.7,11849.1,9394.0,9991.0,,,,10331.4,,6018.0,,9880.3,,7007.0,8054.0,,10365.0,11211.1,,,,,,4042.9,11746.0,,,,10993.2,-2542.0,,-2660.3,2323.1,-132.0,465.0,,,,805.4,,-3508.0,,354.3,,-2519.0,-1472.0,,839.0,1685.1,,,,,,-5483.1,2220.0,,,,1467.2,,False,True,True,True,,,,True,,False,,True,,True,True,,True,True,,,,,,False,True,,,,True
24009,499,320.0,,310.9,,329.0,562.0,,,,144.5,,332.0,,319.6,,390.9,345.5,,352.0,536.3,,,,,,306.5,,,,,340.2,-179.0,,-188.1,,-170.0,63.0,,,,-354.5,,-167.0,,-179.4,,-108.1,-153.5,,-147.0,37.3,,,,,,-192.5,,,,,-158.8,,False,,True,True,,,,False,,True,,False,,True,True,,True,True,,,,,,False,,,,,True
24011,344,108.0,,100.7,,105.0,96.0,,,,69.4,,185.0,,26.9,,106.1,130.0,,104.0,152.5,,,,,,,,,,,104.6,-236.0,,-243.3,,-239.0,-248.0,,,,-274.6,,-159.0,,-317.1,,-237.9,-214.0,,-240.0,-191.5,,,,,,,,,,,-239.4,,False,,False,False,,,,False,,True,,False,,False,True,,False,True,,,,,,,,,,,False
24013,1374,1044.0,,1049.2,,1272.0,2369.0,,,,470.3,,1199.0,,3640.1,,1458.3,1049.5,,1509.5,1344.7,,,,,,606.6,2925.0,,,,1454.4,-330.0,,-324.8,,-102.0,995.0,,,,-903.7,,-175.0,,2266.1,,84.3,-324.5,,135.5,-29.3,,,,,,-767.4,1551.0,,,,80.4,,True,,True,False,,,,False,,True,,False,,True,True,,True,True,,,,,,False,False,,,,True
24015,1215,444.0,,485.0,,508.0,810.0,,,,245.1,,862.0,,631.8,,858.0,490.0,,684.0,756.2,,,,,,412.7,,,,,451.9,-771.0,,-730.0,,-707.0,-405.0,,,,-969.9,,-353.0,,-583.2,,-357.0,-725.0,,-531.0,-458.8,,,,,,-802.3,,,,,-763.1,,True,,True,True,,,,False,,True,,True,,True,True,,True,True,,,,,,False,,,,,True
24017,1400,1004.0,,1010.0,,1285.0,1652.0,,,,587.9,,536.0,,2711.4,,1362.1,1006.0,,1758.0,1541.4,,,,,,599.9,2549.0,,,,1807.1,-396.0,,-390.0,,-115.0,252.0,,,,-812.1,,-864.0,,1311.4,,-37.9,-394.0,,358.0,141.4,,,,,,-800.1,1149.0,,,,407.1,,True,,True,True,,,,False,,False,,False,,True,True,,True,True,,,,,,False,False,,,,False
24019,247,188.0,,173.1,,187.0,225.0,,,,100.3,,188.0,,98.6,,176.3,248.0,,159.0,201.5,,,,,,,,,,,263.3,-59.0,,-73.9,,-60.0,-22.0,,,,-146.7,,-59.0,,-148.4,,-70.7,1.0,,-88.0,-45.5,,,,,,,,,,,16.3,,False,,False,True,,,,False,,False,,False,,False,True,,False,True,,,,,,,,,,,True
24021,3055,1516.0,,1468.6,,1629.0,2167.0,,,,1311.5,,1648.0,,2083.9,,2082.9,1593.0,,1874.5,2319.1,,,,,,993.9,3485.0,,,,1215.2,-1539.0,,-1586.4,,-1426.0,-888.0,,,,-1743.5,,-1407.0,,-971.1,,-972.1,-1462.0,,-1180.5,-735.9,,,,,,-2061.1,430.0,,,,-1839.8,,False,,True,True,,,,False,,True,,True,,True,True,,True,True,,,,,,False,True,,,,False
24023,872,400.0,,416.5,,450.0,751.0,,,,146.3,,202.0,,436.3,,226.6,625.0,,591.0,539.4,,,,,,,,,,,554.5,-472.0,,-455.5,,-422.0,-121.0,,,,-725.7,,-670.0,,-435.7,,-645.4,-247.0,,-281.0,-332.6,,,,,,,,,,,-317.5,,True,,True,True,,,,False,,False,,True,,False,True,,True,True,,,,,,,,,,,True
24025,2564,2132.0,,2096.3,,2502.0,3259.0,,,,1052.6,,1864.0,,6025.5,,2115.6,2292.0,,3680.0,3161.2,,,,,,1151.5,6774.0,,,,3976.9,-432.0,,-467.7,,-62.0,695.0,,,,-1511.4,,-700.0,,3461.5,,-448.4,-272.0,,1116.0,597.2,,,,,,-1412.5,4210.0,,,,1412.9,,False,,True,False,,,,False,,False,,False,,False,True,,False,False,,,,,,False,False,,,,False
24027,2805,1880.0,,1875.2,,2139.0,2602.0,,,,1818.1,,1513.0,,5576.0,,1970.9,1897.5,,2602.5,2667.5,,,,,,1211.3,4271.0,,,,2811.8,-925.0,,-929.8,,-666.0,-203.0,,,,-986.9,,-1292.0,,2771.0,,-834.1,-907.5,,-202.5,-137.5,,,,,,-1593.7,1466.0,,,,6.8,,False,,True,True,,,,False,,False,,False,,True,True,,True,True,,,,,,False,False,,,,True
24029,180,60.0,,61.4,,61.0,34.0,,,,22.2,,94.0,,95.9,,72.3,,,57.0,84.5,,,,,,,,,,,69.0,-120.0,,-118.6,,-119.0,-146.0,,,,-157.8,,-86.0,,-84.1,,-107.7,,,-123.0,-95.5,,,,,,,,,,,-111.0,,True,,True,False,,,,False,,True,,True,,True,,,False,True,,,,,,,,,,,True
24031,10085,6232.0,,6084.3,9647.4,6298.0,8572.0,,,,9422.4,,4535.0,,5692.5,,11113.8,6346.0,,8402.5,10310.2,,,,,,3867.9,11227.0,,,,5523.9,-3853.0,,-4000.7,-437.6,-3787.0,-1513.0,,,,-662.6,,-5550.0,,-4392.5,,1028.8,-3739.0,,-1682.5,225.2,,,,,,-6217.1,1142.0,,,,-4561.1,,False,True,True,True,,,,True,,False,,False,,True,True,,True,True,,,,,,False,True,,,,False
24033,10825,7224.0,,7241.9,11339.9,8015.0,10028.0,,,,9019.7,,3499.0,,7855.0,,6921.2,5907.5,,9886.0,10957.5,,,,,,4225.9,20551.0,,,,8811.8,-3601.0,,-3583.1,514.9,-2810.0,-797.0,,,,-1805.3,,-7326.0,,-2970.0,,-3903.8,-4917.5,,-939.0,132.5,,,,,,-6599.1,9726.0,,,,-2013.2,,True,True,True,True,,,,True,,False,,True,,False,False,,True,True,,,,,,False,False,,,,True
24035,435,268.0,,259.9,,271.0,366.0,,,,127.4,,237.0,,249.5,,241.9,256.0,,340.0,350.6,,,,,,,,,,,227.4,-167.0,,-175.1,,-164.0,-69.0,,,,-307.6,,-198.0,,-185.5,,-193.1,-179.0,,-95.0,-84.4,,,,,,,,,,,-207.6,,False,,True,True,,,,False,,False,,False,,False,False,,True,True,,,,,,,,,,,False
24037,963,524.0,,521.7,,539.0,965.0,,,,238.3,,400.0,,2341.1,,808.4,514.5,,832.0,798.9,,,,,,332.9,,,,,658.4,-439.0,,-441.3,,-424.0,2.0,,,,-724.7,,-563.0,,1378.1,,-154.6,-448.5,,-131.0,-164.1,,,,,,-630.1,,,,,-304.6,,False,,True,True,,,,False,,False,,False,,True,False,,True,True,,,,,,False,,,,,True
24039,879,172.0,,173.1,,162.0,199.0,,,,76.0,,126.0,,121.4,,137.2,,,145.0,240.1,,,,,,,,,,,280.8,-707.0,,-705.9,,-717.0,-680.0,,,,-803.0,,-753.0,,-757.6,,-741.8,,,-734.0,-638.9,,,,,,,,,,,-598.2,,True,,False,True,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,True
24041,250,108.0,,106.6,,105.0,89.0,,,,57.4,,158.0,,63.8,,158.1,116.5,,75.0,214.7,,,,,,,,,,,137.0,-142.0,,-143.4,,-145.0,-161.0,,,,-192.6,,-92.0,,-186.2,,-91.9,-133.5,,-175.0,-35.3,,,,,,,,,,,-113.0,,False,,False,False,,,,False,,True,,False,,True,True,,False,True,,,,,,,,,,,True
24043,2724,1592.0,,1642.1,,1994.0,3167.0,,,,686.7,,1381.0,,3638.8,,1278.0,1553.5,,3087.0,2470.1,,,,,,975.1,6294.0,,,,2225.1,-1132.0,,-1081.9,,-730.0,443.0,,,,-2037.3,,-1343.0,,914.8,,-1446.0,-1170.5,,363.0,-253.9,,,,,,-1748.9,3570.0,,,,-498.9,,True,,True,True,,,,False,,False,,True,,False,False,,True,True,,,,,,False,False,,,,True
24045,1019,712.0,,698.2,,697.0,1354.0,,,,420.4,,567.0,,589.2,,756.2,676.5,,859.0,1070.9,,,,,,532.8,,,,,791.4,-307.0,,-320.8,,-322.0,335.0,,,,-598.6,,-452.0,,-429.8,,-262.8,-342.5,,-160.0,51.9,,,,,,-486.2,,,,,-227.6,,False,,False,False,,,,False,,False,,False,,True,False,,True,True,,,,,,False,,,,,True
24047,353,268.0,,273.0,,268.0,396.0,,,,136.6,,225.0,,249.0,,179.6,256.5,,320.0,472.2,,,,,,154.8,,,,,216.6,-85.0,,-80.0,,-85.0,43.0,,,,-216.4,,-128.0,,-104.0,,-173.4,-96.5,,-33.0,119.2,,,,,,-198.2,,,,,-136.4,,True,,False,True,,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,False
24510,7326,5620.0,,5781.7,9302.8,7510.0,8112.0,,,,5806.8,,4551.0,,13611.4,,6373.6,6927.5,,8571.0,9378.8,,,,,,3296.5,15086.0,,,,9412.7,-1706.0,,-1544.3,1976.8,184.0,786.0,,,,-1519.2,,-2775.0,,6285.4,,-952.4,-398.5,,1245.0,2052.8,,,,,,-4029.5,7760.0,,,,2086.7,,True,False,True,True,,,,True,,False,,False,,True,True,,True,False,,,,,,False,False,,,,False
25001,1619,572.0,,563.6,,625.0,871.0,,,,183.0,,361.0,,678.8,,1774.7,677.0,,926.0,795.9,,,,,,483.0,966.0,,,,511.9,-1047.0,,-1055.4,,-994.0,-748.0,,,,-1436.0,,-1258.0,,-940.2,,155.7,-942.0,,-693.0,-823.1,,,,,,-1136.0,-653.0,,,,-1107.1,,False,,True,True,,,,False,,False,,True,,True,True,,True,True,,,,,,False,True,,,,False
25003,1207,732.0,,772.4,,749.0,2817.0,,,,165.0,,682.0,,24668.7,,1380.4,774.5,,1490.5,724.8,,,,,,,,,,,729.9,-475.0,,-434.6,,-458.0,1610.0,,,,-1042.0,,-525.0,,23461.7,,173.4,-432.5,,283.5,-482.2,,,,,,,,,,,-477.1,,True,,True,False,,,,False,,False,,False,,True,True,,True,False,,,,,,,,,,,False
25005,10045,7388.0,,7240.5,12555.5,9194.0,9084.0,,,,10066.3,,9790.0,,10390.1,,13084.0,10570.0,,8565.5,9925.1,,,,,,5706.1,13928.0,,,,6748.1,-2657.0,,-2804.5,2510.5,-851.0,-961.0,,,,21.3,,-255.0,,345.1,,3039.0,525.0,,-1479.5,-119.9,,,,,,-4338.9,3883.0,,,,-3296.9,,False,True,True,True,,,,True,,True,,True,,False,True,,True,True,,,,,,False,False,,,,False
25007,0,0.0,,0.0,,0.0,0.0,,,,14.3,,42.0,,0.0,,69.0,,,,0.3,,,,,,,,,,,8.1,0.0,,0.0,,0.0,0.0,,,,14.3,,42.0,,0.0,,69.0,,,,0.3,,,,,,,,,,,8.1,,True,,True,True,,,,False,,False,,True,,False,,,,False,,,,,,,,,,,False
25009,16467,9784.0,,9682.7,15891.0,13128.0,11927.0,,,,13386.0,,6477.0,,14537.4,,13414.8,12866.5,,14394.5,14459.3,,,,,,8136.5,20814.0,,,,16397.7,-6683.0,,-6784.3,-576.0,-3339.0,-4540.0,,,,-3081.0,,-9990.0,,-1929.6,,-3052.2,-3600.5,,-2072.5,-2007.7,,,,,,-8330.5,4347.0,,,,-69.3,,False,True,True,True,,,,True,,False,,True,,True,True,,True,True,,,,,,False,True,,,,True
25011,389,164.0,,174.4,,228.0,295.0,,,,61.2,,546.0,,303.7,,261.8,208.5,,340.0,223.5,,,,,,,,,,,146.2,-225.0,,-214.6,,-161.0,-94.0,,,,-327.8,,157.0,,-85.3,,-127.2,-180.5,,-49.0,-165.5,,,,,,,,,,,-242.8,,True,,True,True,,,,False,,True,,True,,True,True,,True,True,,,,,,,,,,,False
25013,7508,6176.0,,6127.8,10691.3,8784.0,11287.0,,,,7583.9,,5379.0,,10172.8,,8355.5,9010.5,,10881.5,8812.5,,,,,,4859.3,12169.0,,,,12620.4,-1332.0,,-1380.2,3183.3,1276.0,3779.0,,,,75.9,,-2129.0,,2664.8,,847.5,1502.5,,3373.5,1304.5,,,,,,-2648.7,4661.0,,,,5112.4,,False,False,True,False,,,,True,,False,,False,,True,False,,False,True,,,,,,False,False,,,,False
25015,1042,848.0,,869.8,,1144.0,1708.0,,,,285.7,,1182.0,,2754.1,,1844.5,1037.5,,1680.0,1184.7,,,,,,551.1,2348.0,,,,1413.4,-194.0,,-172.2,,102.0,666.0,,,,-756.3,,140.0,,1712.1,,802.5,-4.5,,638.0,142.7,,,,,,-490.9,1306.0,,,,371.4,,True,,True,False,,,,False,,True,,False,,False,True,,False,True,,,,,,False,False,,,,False
25017,20295,12264.0,,12171.0,23875.5,17443.0,18653.0,,,,21852.0,,15138.0,,22051.2,,19475.5,15383.0,,23669.0,21062.9,,,,,,10173.8,29944.0,,,,15308.0,-8031.0,,-8124.0,3580.5,-2852.0,-1642.0,,,,1557.0,,-5157.0,,1756.2,,-819.5,-4912.0,,3374.0,767.9,,,,,,-10121.2,9649.0,,,,-4987.0,,False,True,True,True,,,,True,,True,,True,,True,True,,True,True,,,,,,False,False,,,,True
25019,0,0.0,,0.0,,0.0,0.0,,,,20.9,,11.0,,0.0,,40.5,,,,0.3,,,,,,,,,,,4.9,0.0,,0.0,,0.0,0.0,,,,20.9,,11.0,,0.0,,40.5,,,,0.3,,,,,,,,,,,4.9,,True,,True,True,,,,False,,False,,True,,False,,,,False,,,,,,,,,,,False
25021,6538,3884.0,,3927.6,7090.0,5569.0,5330.0,,,,4420.0,,7826.0,,7478.9,,5526.8,5243.5,,6048.0,5670.0,,,,,,2959.2,8329.0,,,,6290.9,-2654.0,,-2610.4,552.0,-969.0,-1208.0,,,,-2118.0,,1288.0,,940.9,,-1011.2,-1294.5,,-490.0,-868.0,,,,,,-3578.8,1791.0,,,,-247.1,,True,True,True,True,,,,True,,True,,True,,True,True,,True,True,,,,,,False,True,,,,True
25023,5337,2784.0,,2776.8,4685.6,3086.0,3984.0,,,,4282.9,,6044.0,,3090.1,,4869.4,3421.5,,2905.5,3734.2,,,,,,2441.0,3085.0,,,,2754.8,-2553.0,,-2560.2,-651.4,-2251.0,-1353.0,,,,-1054.1,,707.0,,-2246.9,,-467.6,-1915.5,,-2431.5,-1602.8,,,,,,-2896.0,-2252.0,,,,-2582.2,,False,True,True,True,,,,True,,True,,True,,True,True,,True,True,,,,,,False,True,,,,False
25025,11425,8808.0,,8965.5,14770.0,10170.0,8934.0,,,,10348.9,,9639.0,,15720.4,,6148.8,10400.5,,11067.5,11726.7,,,,,,4877.8,13074.0,,,,13916.9,-2617.0,,-2459.5,3345.0,-1255.0,-2491.0,,,,-1076.1,,-1786.0,,4295.4,,-5276.2,-1024.5,,-357.5,301.7,,,,,,-6547.2,1649.0,,,,2491.9,,True,False,True,True,,,,True,,True,,False,,False,True,,True,True,,,,,,False,True,,,,True
25027,11730,7980.0,,7916.6,14937.4,11376.0,11290.0,,,,10972.3,,10813.0,,20014.4,,13095.1,11548.0,,11977.5,11375.2,,,,,,5992.7,17775.0,,,,21554.2,-3750.0,,-3813.4,3207.4,-354.0,-440.0,,,,-757.7,,-917.0,,8284.4,,1365.1,-182.0,,247.5,-354.8,,,,,,-5737.3,6045.0,,,,9824.2,,False,True,True,True,,,,True,,True,,False,,True,True,,True,True,,,,,,False,False,,,,False
26001,203,124.0,,124.0,,118.0,156.0,,,,41.5,,41.0,,985.0,,41.4,,,29.0,102.7,,,,,,,,,,,356.9,-79.0,,-79.0,,-85.0,-47.0,,,,-161.5,,-162.0,,782.0,,-161.6,,,-174.0,-100.3,,,,,,,,,,,153.9,,False,,False,True,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
26003,99,124.0,,129.1,,121.0,56.0,,,,48.8,,120.0,,241.7,,113.2,,,86.0,132.0,,,,,,,,,,,187.8,25.0,,30.1,,22.0,-43.0,,,,-50.2,,21.0,,142.7,,14.2,,,-13.0,33.0,,,,,,,,,,,88.8,,False,,True,False,,,,False,,True,,False,,True,,,True,False,,,,,,,,,,,False
26005,2359,2620.0,,2618.0,,2844.0,3410.0,,,,945.5,,2640.0,,4426.8,,3300.3,5112.0,,4620.0,2823.4,,,,,,2146.7,,,,,4180.9,261.0,,259.0,,485.0,1051.0,,,,-1413.5,,281.0,,2067.8,,941.3,2753.0,,2261.0,464.4,,,,,,-212.3,,,,,1821.9,,True,,False,False,,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,False
26007,667,344.0,,361.2,,435.0,795.0,,,,115.0,,526.0,,913.8,,218.4,,,714.0,328.9,,,,,,,,,,,538.6,-323.0,,-305.8,,-232.0,128.0,,,,-552.0,,-141.0,,246.8,,-448.6,,,47.0,-338.1,,,,,,,,,,,-128.4,,True,,True,True,,,,False,,True,,True,,False,,,True,False,,,,,,,,,,,True
26009,273,280.0,,286.5,,313.0,463.0,,,,89.5,,313.0,,1111.5,,142.3,,,353.0,256.0,,,,,,,,,,,853.2,7.0,,13.5,,40.0,190.0,,,,-183.5,,40.0,,838.5,,-130.7,,,80.0,-17.0,,,,,,,,,,,580.2,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
26011,327,296.0,,297.8,,302.0,505.0,,,,84.4,,177.0,,1506.2,,129.3,,,868.5,285.0,,,,,,,,,,,634.2,-31.0,,-29.2,,-25.0,178.0,,,,-242.6,,-150.0,,1179.2,,-197.7,,,541.5,-42.0,,,,,,,,,,,307.2,,True,,True,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
26013,262,444.0,,445.2,,446.0,573.0,,,,128.3,,146.0,,1462.6,,343.6,,,983.0,357.8,,,,,,,,,,,661.6,182.0,,183.2,,184.0,311.0,,,,-133.7,,-116.0,,1200.6,,81.6,,,721.0,95.8,,,,,,,,,,,399.6,,False,,False,False,,,,True,,True,,False,,True,,,False,True,,,,,,,,,,,False
26015,1293,1232.0,,1232.1,,1361.0,1426.0,,,,424.9,,1298.0,,1526.1,,1155.4,2711.5,,1557.5,1295.1,,,,,,1423.7,,,,,1624.9,-61.0,,-60.9,,68.0,133.0,,,,-868.1,,5.0,,233.1,,-137.6,1418.5,,264.5,2.1,,,,,,130.7,,,,,331.9,,True,,False,False,,,,False,,True,,False,,False,False,,False,True,,,,,,False,,,,,False
26017,2563,3048.0,,3227.6,,3283.0,3731.0,,,,1126.4,,2239.0,,8367.8,,3216.6,6230.5,,6560.5,3314.0,,,,,,2420.8,,,,,7002.1,485.0,,664.6,,720.0,1168.0,,,,-1436.6,,-324.0,,5804.8,,653.6,3667.5,,3997.5,751.0,,,,,,-142.2,,,,,4439.1,,False,,False,False,,,,False,,True,,False,,False,False,,False,False,,,,,,True,,,,,False
26019,349,192.0,,186.4,,215.0,269.0,,,,58.4,,205.0,,308.9,,231.6,,,237.0,208.1,,,,,,,,,,,282.4,-157.0,,-162.6,,-134.0,-80.0,,,,-290.6,,-144.0,,-40.1,,-117.4,,,-112.0,-140.9,,,,,,,,,,,-66.6,,False,,True,True,,,,False,,True,,True,,True,,,True,True,,,,,,,,,,,True
