,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
31021,396,40.0,,,,,111.0,,122.5,65.8,,19.0,-356.0,,,,,-285.0,,-273.5,-330.2,,-377.0,,,,,True,,True,True,,False
31023,466,320.0,,,,,154.0,,458.9,116.9,,136.0,-146.0,,,,,-312.0,,-7.1,-349.1,,-330.0,,,,,False,,True,False,,False
31025,953,368.0,,,,,267.0,,822.8,303.6,,300.0,-585.0,,,,,-686.0,,-130.2,-649.4,,-653.0,,,,,False,,True,False,,False
31027,376,88.0,,,,,282.0,,318.0,61.9,,91.0,-288.0,,,,,-94.0,,-58.0,-314.1,,-285.0,,,,,True,,True,False,,True
31029,178,224.0,,,,,69.0,,2093.3,0.1,,66.0,46.0,,,,,-109.0,,1915.3,-177.9,,-112.0,,,,,False,,False,False,,False
31031,165,64.0,,,,,88.0,,67.8,,,26.0,-101.0,,,,,-77.0,,-97.2,,,-139.0,,,,,True,,True,,,False
31033,568,144.0,,,,,100.0,,265.7,,,177.0,-424.0,,,,,-468.0,,-302.3,,,-391.0,,,,,False,,True,,,True
31035,356,152.0,,,,,64.0,,566.4,44.7,,74.0,-204.0,,,,,-292.0,,210.4,-311.3,,-282.0,,,,,False,,False,False,,False
31037,524,296.0,,,,,252.0,,155.3,59.1,,0.0,-228.0,,,,,-272.0,,-368.7,-464.9,,-524.0,,,,,False,,False,False,,False
31039,443,208.0,,,,,205.0,,565.4,169.0,,63.0,-235.0,,,,,-238.0,,122.4,-274.0,,-380.0,,,,,False,,True,False,,False
31041,405,224.0,,,,,145.0,,1994.7,148.7,,132.0,-181.0,,,,,-260.0,,1589.7,-256.3,,-273.0,,,,,False,,False,False,,False
31043,895,544.0,,,,,436.0,,450.1,140.7,157.5,400.0,-351.0,,,,,-459.0,,-444.9,-754.3,-737.5,-495.0,,,,,False,,False,False,False,False
31045,313,232.0,,,,,181.0,,566.3,46.7,,154.0,-81.0,,,,,-132.0,,253.3,-266.3,,-159.0,,,,,False,,False,False,,False
31047,1045,440.0,,,,,292.0,,399.1,87.3,203.7,146.0,-605.0,,,,,-753.0,,-645.9,-957.7,-841.3,-899.0,,,,,False,,False,False,False,False
31049,51,24.0,,,,,33.0,,3.2,,,65.0,-27.0,,,,,-18.0,,-47.8,,,14.0,,,,,True,,False,,,True
31051,300,104.0,,,,,118.0,,343.3,0.0,,26.0,-196.0,,,,,-182.0,,43.3,-300.0,,-274.0,,,,,True,,True,False,,False
31053,1850,592.0,,,,,823.0,,996.7,721.7,193.4,269.0,-1258.0,,,,,-1027.0,,-853.3,-1128.3,-1656.6,-1581.0,,,,,True,,True,True,False,False
31055,26835,12872.0,,,,,7984.0,,9887.8,9404.0,6717.9,5449.0,-13963.0,,,,,-18851.0,,-16947.2,-17431.0,-20117.1,-21386.0,,,,,False,,False,False,False,False
31057,70,8.0,,,,,32.0,,32.0,,,1.0,-62.0,,,,,-38.0,,-38.0,,,-69.0,,,,,True,,True,,,False
31059,304,80.0,,,,,70.0,,100.7,,,107.0,-224.0,,,,,-234.0,,-203.3,,,-197.0,,,,,False,,True,,,True
31061,113,104.0,,,,,56.0,,689.1,,,42.0,-9.0,,,,,-57.0,,576.1,,,-71.0,,,,,False,,False,,,False
31063,107,56.0,,,,,37.0,,660.0,,,63.0,-51.0,,,,,-70.0,,553.0,,,-44.0,,,,,False,,False,,,True
31065,260,152.0,,,,,79.0,,959.3,,,53.0,-108.0,,,,,-181.0,,699.3,,,-207.0,,,,,False,,False,,,False
31067,1207,672.0,,,,,325.0,,997.5,260.8,,291.0,-535.0,,,,,-882.0,,-209.5,-946.2,,-916.0,,,,,False,,True,False,,False
31069,72,32.0,,,,,35.0,,2.3,,,52.0,-40.0,,,,,-37.0,,-69.7,,,-20.0,,,,,True,,False,,,True
31071,98,48.0,,,,,49.0,,30.7,,,67.0,-50.0,,,,,-49.0,,-67.3,,,-31.0,,,,,True,,False,,,True
31073,83,32.0,,,,,66.0,,47.2,,,13.0,-51.0,,,,,-17.0,,-35.8,,,-70.0,,,,,True,,True,,,False
31075,20,0.0,,,,,24.0,,2.5,,,0.0,-20.0,,,,,4.0,,-17.5,,,-20.0,,,,,True,,True,,,False
31077,122,24.0,,,,,41.0,,75.1,,,23.0,-98.0,,,,,-81.0,,-46.9,,,-99.0,,,,,True,,True,,,False
31079,2874,1504.0,,,,,1225.0,,1518.1,250.3,680.6,667.0,-1370.0,,,,,-1649.0,,-1355.9,-2623.7,-2193.4,-2207.0,,,,,False,,True,False,False,False
31081,417,224.0,,,,,158.0,,929.3,81.3,,120.0,-193.0,,,,,-259.0,,512.3,-335.7,,-297.0,,,,,False,,False,False,,False
31083,116,80.0,,,,,59.0,,759.0,,,56.0,-36.0,,,,,-57.0,,643.0,,,-60.0,,,,,False,,False,,,False
31085,36,88.0,,,,,30.0,,110.7,,,27.0,52.0,,,,,-6.0,,74.7,,,-9.0,,,,,True,,False,,,True
31087,113,112.0,,,,,45.0,,1376.4,,,57.0,-1.0,,,,,-68.0,,1263.4,,,-56.0,,,,,False,,False,,,False
31089,369,424.0,,,,,244.0,,2525.9,55.8,,157.0,55.0,,,,,-125.0,,2156.9,-313.2,,-212.0,,,,,False,,False,False,,False
31091,29,32.0,,,,,35.0,,23.0,,,14.0,3.0,,,,,6.0,,-6.0,,,-15.0,,,,,False,,False,,,False
31093,282,80.0,,,,,142.0,,130.8,44.0,,25.0,-202.0,,,,,-140.0,,-151.2,-238.0,,-257.0,,,,,True,,True,False,,False
31095,424,200.0,,,,,127.0,,110.4,,,210.0,-224.0,,,,,-297.0,,-313.6,,,-214.0,,,,,False,,False,,,True
31097,293,96.0,,,,,60.0,,191.4,,,78.0,-197.0,,,,,-233.0,,-101.6,,,-215.0,,,,,False,,True,,,False
31099,316,288.0,,,,,95.0,,924.6,218.5,,95.0,-28.0,,,,,-221.0,,608.6,-97.5,,-221.0,,,,,False,,False,False,,False
31101,407,72.0,,,,,119.0,,74.0,,,93.0,-335.0,,,,,-288.0,,-333.0,,,-314.0,,,,,True,,True,,,True
31103,24,8.0,,,,,27.0,,28.1,,,24.0,-16.0,,,,,3.0,,4.1,,,0.0,,,,,True,,True,,,True
31105,233,48.0,,,,,61.0,,410.8,,,27.0,-185.0,,,,,-172.0,,177.8,,,-206.0,,,,,True,,True,,,False
31107,351,136.0,,,,,194.0,,408.5,0.0,,66.0,-215.0,,,,,-157.0,,57.5,-351.0,,-285.0,,,,,True,,True,False,,False
31109,11620,5064.0,,,,,4288.0,,6061.1,5673.2,3684.2,3408.0,-6556.0,,,,,-7332.0,,-5558.9,-5946.8,-7935.8,-8212.0,,,,,False,,True,True,False,False
31111,2025,800.0,,,,,794.0,,1901.6,410.2,,508.0,-1225.0,,,,,-1231.0,,-123.4,-1614.8,,-1517.0,,,,,False,,True,False,,False
31113,49,8.0,,,,,33.0,,14.3,,,9.0,-41.0,,,,,-16.0,,-34.7,,,-40.0,,,,,True,,True,,,True
31115,29,8.0,,,,,31.0,,19.6,,,20.0,-21.0,,,,,2.0,,-9.4,,,-9.0,,,,,True,,True,,,True
31117,10,16.0,,,,,24.0,,11.2,,,0.0,6.0,,,,,14.0,,1.2,,,-10.0,,,,,False,,True,,,False
31119,2473,688.0,,,,,1192.0,,889.7,658.1,,488.0,-1785.0,,,,,-1281.0,,-1583.3,-1814.9,,-1985.0,,,,,True,,True,False,,False
31121,395,120.0,,,,,206.0,,349.7,82.0,,37.0,-275.0,,,,,-189.0,,-45.3,-313.0,,-358.0,,,,,True,,True,False,,False
31123,291,96.0,,,,,68.0,,37.1,,,115.0,-195.0,,,,,-223.0,,-253.9,,,-176.0,,,,,False,,False,,,True
31125,265,64.0,,,,,86.0,,88.7,,,18.0,-201.0,,,,,-179.0,,-176.3,,,-247.0,,,,,True,,True,,,False
31127,255,104.0,,,,,84.0,,95.5,39.7,,50.0,-151.0,,,,,-171.0,,-159.5,-215.3,,-205.0,,,,,False,,False,False,,False
31129,206,288.0,,,,,75.0,,966.9,,,120.0,82.0,,,,,-131.0,,760.9,,,-86.0,,,,,False,,False,,,False
31131,623,296.0,,,,,237.0,,1102.8,163.7,,196.0,-327.0,,,,,-386.0,,479.8,-459.3,,-427.0,,,,,False,,False,False,,False
31133,115,32.0,,,,,47.0,,48.8,,,46.0,-83.0,,,,,-68.0,,-66.2,,,-69.0,,,,,True,,True,,,True
31135,154,24.0,,,,,43.0,,31.8,,,41.0,-130.0,,,,,-111.0,,-122.2,,,-113.0,,,,,True,,True,,,True
31137,408,552.0,,,,,154.0,,1679.6,152.3,,120.0,144.0,,,,,-254.0,,1271.6,-255.7,,-288.0,,,,,False,,False,False,,False
31139,332,264.0,,,,,130.0,,272.2,86.8,,158.0,-68.0,,,,,-202.0,,-59.8,-245.2,,-174.0,,,,,False,,True,False,,False
31141,1985,1096.0,,,,,793.0,,864.4,100.8,394.2,343.0,-889.0,,,,,-1192.0,,-1120.6,-1884.2,-1590.8,-1642.0,,,,,False,,False,False,False,False
31143,169,328.0,,,,,96.0,,2025.4,124.7,,75.0,159.0,,,,,-73.0,,1856.4,-44.3,,-94.0,,,,,True,,False,True,,True
31145,648,464.0,,,,,194.0,,4817.7,7.7,,108.0,-184.0,,,,,-454.0,,4169.7,-640.3,,-540.0,,,,,False,,False,False,,False
31147,351,64.0,,,,,97.0,,218.4,,,55.0,-287.0,,,,,-254.0,,-132.6,,,-296.0,,,,,True,,True,,,False
31149,42,16.0,,,,,86.0,,31.8,,,0.0,-26.0,,,,,44.0,,-10.2,,,-42.0,,,,,False,,True,,,False
31151,800,384.0,,,,,260.0,,199.7,41.7,,6.0,-416.0,,,,,-540.0,,-600.3,-758.3,,-794.0,,,,,False,,False,False,,False
31153,8574,5312.0,,,,,2093.0,,6298.1,2846.4,2526.4,2722.0,-3262.0,,,,,-6481.0,,-2275.9,-5727.6,-6047.6,-5852.0,,,,,False,,True,False,False,False
31155,931,368.0,,,,,298.0,,566.9,0.0,,230.0,-563.0,,,,,-633.0,,-364.1,-931.0,,-701.0,,,,,False,,True,False,,False
31157,2382,368.0,,,,,713.0,,452.0,169.2,,498.0,-2014.0,,,,,-1669.0,,-1930.0,-2212.8,,-1884.0,,,,,True,,True,False,,True
31159,676,256.0,,,,,321.0,,375.3,212.9,,193.0,-420.0,,,,,-355.0,,-300.7,-463.1,,-483.0,,,,,True,,True,False,,False
31161,234,264.0,,,,,71.0,,327.9,0.0,,104.0,30.0,,,,,-163.0,,93.9,-234.0,,-130.0,,,,,False,,False,False,,False
31163,111,24.0,,,,,41.0,,100.6,,,15.0,-87.0,,,,,-70.0,,-10.4,,,-96.0,,,,,True,,True,,,False
31165,12,32.0,,,,,47.0,,26.5,,,33.0,20.0,,,,,35.0,,14.5,,,21.0,,,,,False,,True,,,False
31167,214,56.0,,,,,128.0,,122.0,,,69.0,-158.0,,,,,-86.0,,-92.0,,,-145.0,,,,,True,,True,,,True
31169,265,56.0,,,,,60.0,,114.0,,,75.0,-209.0,,,,,-205.0,,-151.0,,,-190.0,,,,,True,,True,,,True
31171,35,8.0,,,,,31.0,,14.7,,,1.0,-27.0,,,,,-4.0,,-20.3,,,-34.0,,,,,True,,True,,,False
31173,314,48.0,,,,,117.0,,91.0,0.0,,15.0,-266.0,,,,,-197.0,,-223.0,-314.0,,-299.0,,,,,True,,True,False,,False
31175,160,80.0,,,,,80.0,,98.7,,,79.0,-80.0,,,,,-80.0,,-61.3,,,-81.0,,,,,False,,True,,,False
31177,1033,424.0,,,,,275.0,,1235.1,201.5,,81.0,-609.0,,,,,-758.0,,202.1,-831.5,,-952.0,,,,,False,,True,False,,False
31179,530,256.0,,,,,240.0,,918.7,0.0,,147.0,-274.0,,,,,-290.0,,388.7,-530.0,,-383.0,,,,,False,,False,False,,False
31181,181,456.0,,,,,93.0,,1167.5,,,87.0,275.0,,,,,-88.0,,986.5,,,-94.0,,,,,True,,False,,,True
31183,18,8.0,,,,,37.0,,304.5,,,4.0,-10.0,,,,,19.0,,286.5,,,-14.0,,,,,False,,False,,,False
31185,789,752.0,,,,,223.0,,3499.3,267.0,,1291.0,-37.0,,,,,-566.0,,2710.3,-522.0,,502.0,,,,,False,,False,False,,False
32001,936,120.0,,,,,84.0,,410.5,71.3,,180.0,-816.0,,,,,-852.0,,-525.5,-864.7,,-756.0,,,,,False,,True,False,,True
32003,64509,25752.0,,,,,11596.0,,17103.5,1094.9,10670.5,26486.0,-38757.0,,,,,-52913.0,,-47405.5,-63414.1,-53838.5,-38023.0,,,,,False,,False,False,False,True
32005,1154,224.0,,,,,129.0,,456.9,178.2,,293.0,-930.0,,,,,-1025.0,,-697.1,-975.8,,-861.0,,,,,False,,True,False,,True
32007,2210,896.0,,,,,146.0,,809.4,217.2,316.8,1323.0,-1314.0,,,,,-2064.0,,-1400.6,-1992.8,-1893.2,-887.0,,,,,False,,False,False,False,True
32009,27,0.0,,,,,13.0,,2.9,,,,-27.0,,,,,-14.0,,-24.1,,,,,,,,True,,True,,,
32011,18,0.0,,,,,16.0,,5.5,,,0.0,-18.0,,,,,-2.0,,-12.5,,,-18.0,,,,,True,,True,,,False
32013,370,72.0,,,,,50.0,,179.3,33.4,,340.0,-298.0,,,,,-320.0,,-190.7,-336.6,,-30.0,,,,,False,,True,False,,True
32015,219,0.0,,,,,32.0,,41.6,,,5.0,-219.0,,,,,-187.0,,-177.4,,,-214.0,,,,,True,,True,,,True
32017,217,160.0,,,,,23.0,,1796.6,,,171.0,-57.0,,,,,-194.0,,1579.6,,,-46.0,,,,,False,,False,,,True
32019,1155,264.0,,,,,214.0,,760.0,254.4,,1153.0,-891.0,,,,,-941.0,,-395.0,-900.6,,-2.0,,,,,False,,True,False,,True
32021,146,0.0,,,,,28.0,,5.3,,,0.0,-146.0,,,,,-118.0,,-140.7,,,-146.0,,,,,True,,True,,,False
32023,1048,304.0,,,,,64.0,,439.7,76.6,,160.0,-744.0,,,,,-984.0,,-608.3,-971.4,,-888.0,,,,,False,,True,False,,False
32027,286,8.0,,,,,26.0,,26.5,,,123.0,-278.0,,,,,-260.0,,-259.5,,,-163.0,,,,,True,,True,,,True
32029,44,40.0,,,,,21.0,,178.2,,,3.0,-4.0,,,,,-23.0,,134.2,,,-41.0,,,,,False,,False,,,False
32031,18759,5632.0,,,,,1908.0,,5424.1,4119.8,2518.1,7910.0,-13127.0,,,,,-16851.0,,-13334.9,-14639.2,-16240.9,-10849.0,,,,,False,,False,False,False,True
32033,294,96.0,,,,,34.0,,261.2,,,171.0,-198.0,,,,,-260.0,,-32.8,,,-123.0,,,,,False,,True,,,True
32510,3015,456.0,,,,,219.0,,502.2,357.7,,729.0,-2559.0,,,,,-2796.0,,-2512.8,-2657.3,,-2286.0,,,,,False,,True,False,,True
33001,986,128.0,,,,,244.0,,484.9,240.2,,163.0,-858.0,,,,,-742.0,,-501.1,-745.8,,-823.0,,,,,True,,True,True,,True
33003,456,16.0,,,,,400.0,,171.3,104.1,,27.0,-440.0,,,,,-56.0,,-284.7,-351.9,,-429.0,,,,,True,,True,True,,True
33005,719,96.0,,,,,322.0,,219.1,206.0,,89.0,-623.0,,,,,-397.0,,-499.9,-513.0,,-630.0,,,,,True,,True,True,,False
33007,375,72.0,,,,,33.0,,107.3,,,74.0,-303.0,,,,,-342.0,,-267.7,,,-301.0,,,,,False,,True,,,True
33009,633,128.0,,,,,114.0,,299.6,305.3,,116.0,-505.0,,,,,-519.0,,-333.4,-327.7,,-517.0,,,,,False,,True,True,,False
33011,7737,1752.0,,,,,746.0,,1777.5,2461.6,797.3,805.0,-5985.0,,,,,-6991.0,,-5959.5,-5275.4,-6939.7,-6932.0,,,,,False,,True,True,False,False
33013,2294,568.0,,,,,306.0,,1043.3,672.0,,610.0,-1726.0,,,,,-1988.0,,-1250.7,-1622.0,,-1684.0,,,,,False,,True,True,,True
33015,5099,1168.0,,,,,498.0,,1187.6,1440.7,888.1,610.0,-3931.0,,,,,-4601.0,,-3911.4,-3658.3,-4210.9,-4489.0,,,,,False,,True,True,False,False
33017,1521,288.0,,,,,370.0,,427.9,1365.2,,185.0,-1233.0,,,,,-1151.0,,-1093.1,-155.8,,-1336.0,,,,,True,,True,True,,False
33019,248,24.0,,,,,108.0,,198.4,,,27.0,-224.0,,,,,-140.0,,-49.6,,,-221.0,,,,,True,,True,,,True
34001,4904,1816.0,,,,,1526.0,,1088.3,1295.5,810.5,1400.0,-3088.0,,,,,-3378.0,,-3815.7,-3608.5,-4093.5,-3504.0,,,,,False,,False,False,False,False
34003,16476,4256.0,,,,,2303.0,,1907.0,4632.1,2146.2,5663.0,-12220.0,,,,,-14173.0,,-14569.0,-11843.9,-14329.8,-10813.0,,,,,False,,False,True,False,True
34005,8960,2144.0,,,,,2017.0,,1182.7,690.4,1855.7,2344.0,-6816.0,,,,,-6943.0,,-7777.3,-8269.6,-7104.3,-6616.0,,,,,False,,False,False,False,True
34007,12747,2568.0,,,,,2638.0,,1475.3,658.9,1036.4,3309.0,-10179.0,,,,,-10109.0,,-11271.7,-12088.1,-11710.6,-9438.0,,,,,True,,False,False,False,True
34009,876,96.0,,,,,714.0,,79.0,749.6,26.6,3.0,-780.0,,,,,-162.0,,-797.0,-126.4,-849.4,-873.0,,,,,True,,False,True,False,False
34011,2237,312.0,,,,,907.0,,258.8,13.4,290.5,514.0,-1925.0,,,,,-1330.0,,-1978.2,-2223.6,-1946.5,-1723.0,,,,,True,,False,False,False,True
34013,18305,5248.0,,,,,2622.0,,2101.0,3195.8,2397.8,6512.0,-13057.0,,,,,-15683.0,,-16204.0,-15109.2,-15907.2,-11793.0,,,,,False,,False,False,False,True
34015,6242,1696.0,,,,,1493.0,,909.2,1792.7,2391.5,1108.0,-4546.0,,,,,-4749.0,,-5332.8,-4449.3,-3850.5,-5134.0,,,,,False,,False,True,True,False
34017,15246,3704.0,,,,,1981.0,,1328.3,3313.1,1401.9,4808.0,-11542.0,,,,,-13265.0,,-13917.7,-11932.9,-13844.1,-10438.0,,,,,False,,False,False,False,True
34019,1541,224.0,,,,,230.0,,238.3,580.1,43.9,98.0,-1317.0,,,,,-1311.0,,-1302.7,-960.9,-1497.1,-1443.0,,,,,True,,True,True,False,False
34021,7060,896.0,,,,,1650.0,,432.7,1069.2,534.7,1402.0,-6164.0,,,,,-5410.0,,-6627.3,-5990.8,-6525.3,-5658.0,,,,,True,,False,True,False,True
34023,15424,4144.0,,,,,2856.0,,1792.0,3110.5,2154.9,4150.0,-11280.0,,,,,-12568.0,,-13632.0,-12313.5,-13269.1,-11274.0,,,,,False,,False,False,False,True
34025,11735,4056.0,,,,,2543.0,,2126.6,2375.8,2199.8,2834.0,-7679.0,,,,,-9192.0,,-9608.4,-9359.2,-9535.2,-8901.0,,,,,False,,False,False,False,False
34027,8149,1696.0,,,,,1168.0,,848.0,1489.6,1211.5,3298.0,-6453.0,,,,,-6981.0,,-7301.0,-6659.4,-6937.5,-4851.0,,,,,False,,False,False,False,True
34029,10095,6232.0,,,,,4008.0,,3632.9,2487.2,3882.5,2881.0,-3863.0,,,,,-6087.0,,-6462.1,-7607.8,-6212.5,-7214.0,,,,,False,,False,False,False,False
34031,15016,2824.0,,,,,1521.0,,1276.1,3103.7,1023.6,2564.0,-12192.0,,,,,-13495.0,,-13739.9,-11912.3,-13992.4,-12452.0,,,,,False,,False,True,False,False
34033,995,184.0,,,,,325.0,,110.8,399.2,146.4,65.0,-811.0,,,,,-670.0,,-884.2,-595.8,-848.6,-930.0,,,,,True,,False,True,False,False
34035,4461,824.0,,,,,896.0,,489.0,952.7,298.6,786.0,-3637.0,,,,,-3565.0,,-3972.0,-3508.3,-4162.4,-3675.0,,,,,True,,False,True,False,False
34037,1693,208.0,,,,,189.0,,168.8,273.6,132.3,165.0,-1485.0,,,,,-1504.0,,-1524.2,-1419.4,-1560.7,-1528.0,,,,,False,,False,True,False,False
34039,13502,3488.0,,,,,2110.0,,1303.3,3103.1,1285.6,3137.0,-10014.0,,,,,-11392.0,,-12198.7,-10398.9,-12216.4,-10365.0,,,,,False,,False,False,False,False
34041,1536,224.0,,,,,257.0,,141.1,137.7,103.3,413.0,-1312.0,,,,,-1279.0,,-1394.9,-1398.3,-1432.7,-1123.0,,,,,True,,False,False,False,True
35001,24908,9680.0,,,,,5685.0,,11588.6,2813.6,3478.6,9699.0,-15228.0,,,,,-19223.0,,-13319.4,-22094.4,-21429.4,-15209.0,,,,,False,,True,False,False,True
35003,42,0.0,,,,,0.0,,10.1,,,0.0,-42.0,,,,,-42.0,,-31.9,,,-42.0,,,,,False,,True,,,False
35005,4021,1624.0,,,,,616.0,,2988.2,561.0,862.1,2555.0,-2397.0,,,,,-3405.0,,-1032.8,-3460.0,-3158.9,-1466.0,,,,,False,,True,False,False,True
35006,1401,248.0,,,,,292.0,,213.5,6.1,,399.0,-1153.0,,,,,-1109.0,,-1187.5,-1394.9,,-1002.0,,,,,True,,False,False,,True
35007,338,8.0,,,,,53.0,,18.1,,,1.0,-330.0,,,,,-285.0,,-319.9,,,-337.0,,,,,True,,True,,,False
35009,2332,1576.0,,,,,1624.0,,3062.8,488.8,552.6,1787.0,-756.0,,,,,-708.0,,730.8,-1843.2,-1779.4,-545.0,,,,,True,,True,False,False,True
35011,70,0.0,,,,,0.0,,38.0,,,0.0,-70.0,,,,,-70.0,,-32.0,,,-70.0,,,,,False,,True,,,False
35013,10705,4848.0,,,,,4566.0,,5602.4,1464.8,2056.6,1272.0,-5857.0,,,,,-6139.0,,-5102.6,-9240.2,-8648.4,-9433.0,,,,,False,,True,False,False,False
35015,2407,1144.0,,,,,766.0,,1367.7,101.9,623.9,1396.0,-1263.0,,,,,-1641.0,,-1039.3,-2305.1,-1783.1,-1011.0,,,,,False,,True,False,False,True
35017,469,144.0,,,,,60.0,,174.2,238.7,,497.0,-325.0,,,,,-409.0,,-294.8,-230.3,,28.0,,,,,False,,True,True,,True
35019,169,8.0,,,,,11.0,,25.2,,,3.0,-161.0,,,,,-158.0,,-143.8,,,-166.0,,,,,True,,True,,,False
35021,6,0.0,,,,,0.0,,1.7,,,0.0,-6.0,,,,,-6.0,,-4.3,,,-6.0,,,,,False,,True,,,False
35023,98,40.0,,,,,6.0,,31.7,0.0,,47.0,-58.0,,,,,-92.0,,-66.3,-98.0,,-51.0,,,,,False,,False,False,,True
35025,3613,1208.0,,,,,1372.0,,1036.7,376.7,465.9,985.0,-2405.0,,,,,-2241.0,,-2576.3,-3236.3,-3147.1,-2628.0,,,,,True,,False,False,False,False
35027,633,344.0,,,,,48.0,,553.6,101.9,,1.0,-289.0,,,,,-585.0,,-79.4,-531.1,,-632.0,,,,,False,,True,False,,False
35028,169,0.0,,,,,33.0,,22.8,,,2.0,-169.0,,,,,-136.0,,-146.2,,,-167.0,,,,,True,,True,,,True
35029,1572,712.0,,,,,121.0,,558.5,72.4,,404.0,-860.0,,,,,-1451.0,,-1013.5,-1499.6,,-1168.0,,,,,False,,False,False,,False
35031,3852,448.0,,,,,1197.0,,199.9,1.3,206.1,0.0,-3404.0,,,,,-2655.0,,-3652.1,-3850.7,-3645.9,-3852.0,,,,,True,,False,False,False,False
35033,52,40.0,,,,,5.0,,73.7,,,152.0,-12.0,,,,,-47.0,,21.7,,,100.0,,,,,False,,False,,,False
35035,1489,408.0,,,,,1174.0,,670.0,415.1,,2384.0,-1081.0,,,,,-315.0,,-819.0,-1073.9,,895.0,,,,,True,,True,True,,True
35037,219,56.0,,,,,72.0,,38.5,,,295.0,-163.0,,,,,-147.0,,-180.5,,,76.0,,,,,True,,False,,,True
35039,1294,176.0,,,,,161.0,,250.5,24.1,,633.0,-1118.0,,,,,-1133.0,,-1043.5,-1269.9,,-661.0,,,,,False,,True,False,,True
35041,800,272.0,,,,,444.0,,711.0,54.3,,155.0,-528.0,,,,,-356.0,,-89.0,-745.7,,-645.0,,,,,True,,True,False,,False
35043,4893,1416.0,,,,,1023.0,,1482.8,691.9,513.2,2522.0,-3477.0,,,,,-3870.0,,-3410.2,-4201.1,-4379.8,-2371.0,,,,,False,,True,False,False,True
35045,4199,920.0,,,,,1450.0,,428.3,4.1,371.5,1598.0,-3279.0,,,,,-2749.0,,-3770.7,-4194.9,-3827.5,-2601.0,,,,,True,,False,False,False,True
35047,441,192.0,,,,,446.0,,264.5,40.3,,260.0,-249.0,,,,,5.0,,-176.5,-400.7,,-181.0,,,,,True,,True,False,,True
35049,4944,1336.0,,,,,961.0,,1790.4,976.9,533.4,1301.0,-3608.0,,,,,-3983.0,,-3153.6,-3967.1,-4410.6,-3643.0,,,,,False,,True,False,False,False
35051,373,80.0,,,,,34.0,,579.9,,,218.0,-293.0,,,,,-339.0,,206.9,,,-155.0,,,,,False,,True,,,True
35053,596,208.0,,,,,81.0,,579.7,0.7,,182.0,-388.0,,,,,-515.0,,-16.3,-595.3,,-414.0,,,,,False,,True,False,,False
35055,819,104.0,,,,,131.0,,215.1,52.5,,419.0,-715.0,,,,,-688.0,,-603.9,-766.5,,-400.0,,,,,True,,True,False,,True
35057,309,32.0,,,,,47.0,,146.4,,,19.0,-277.0,,,,,-262.0,,-162.6,,,-290.0,,,,,True,,True,,,False
35059,134,8.0,,,,,20.0,,63.7,,,23.0,-126.0,,,,,-114.0,,-70.3,,,-111.0,,,,,True,,True,,,True
35061,3234,744.0,,,,,552.0,,700.7,266.3,,3020.0,-2490.0,,,,,-2682.0,,-2533.3,-2967.7,,-214.0,,,,,False,,False,False,,True
36001,4320,944.0,,,,,575.0,,592.6,905.5,497.4,845.0,-3376.0,,,,,-3745.0,,-3727.4,-3414.5,-3822.6,-3475.0,,,,,False,,False,False,False,False
36003,1177,448.0,,,,,215.0,,566.2,419.9,,1129.0,-729.0,,,,,-962.0,,-610.8,-757.1,,-48.0,,,,,False,,True,False,,True
36005,17861,4360.0,,,,,,,1709.6,,2298.7,3778.0,-13501.0,,,,,,,-16151.4,,-15562.3,-14083.0,,,,,,,False,,False,False
36007,3546,3552.0,,,,,1023.0,,8203.0,919.9,2002.5,1728.0,6.0,,,,,-2523.0,,4657.0,-2626.1,-1543.5,-1818.0,,,,,False,,False,False,False,False
36009,1323,352.0,,,,,230.0,,750.4,405.9,,620.0,-971.0,,,,,-1093.0,,-572.6,-917.1,,-703.0,,,,,False,,True,True,,True
36011,1204,344.0,,,,,159.0,,240.7,479.3,,959.0,-860.0,,,,,-1045.0,,-963.3,-724.7,,-245.0,,,,,False,,False,True,,True
36013,1482,856.0,,,,,469.0,,1050.4,741.8,,1428.0,-626.0,,,,,-1013.0,,-431.6,-740.2,,-54.0,,,,,False,,True,False,,True
36015,2502,2160.0,,,,,464.0,,6321.9,545.1,,818.0,-342.0,,,,,-2038.0,,3819.9,-1956.9,,-1684.0,,,,,False,,False,False,,False
36017,531,264.0,,,,,71.0,,231.3,92.4,,442.0,-267.0,,,,,-460.0,,-299.7,-438.6,,-89.0,,,,,False,,False,False,,True
