,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
47015,569,180.0,,160.0,,,,,254.0,,514.0,40.5,116.0,,54.0,-389.0,,-409.0,,,,,-315.0,,-55.0,-528.5,-453.0,,-515.0,,False,,,,,True,,True,False,False,,False
47017,992,354.0,,277.0,,,,,458.0,,443.4,54.1,248.0,184.8,245.0,-638.0,,-715.0,,,,,-534.0,,-548.6,-937.9,-744.0,-807.2,-747.0,,False,,,,,True,,True,False,False,False,False
47019,1656,1296.0,,2275.0,,,,,897.0,,1742.7,178.3,1779.0,622.2,662.0,-360.0,,619.0,,,,,-759.0,,86.7,-1477.7,123.0,-1033.8,-994.0,,False,,,,,False,,True,False,True,False,False
47021,882,486.0,,795.0,,,,,509.0,,983.9,205.0,508.0,327.5,241.0,-396.0,,-87.0,,,,,-373.0,,101.9,-677.0,-374.0,-554.5,-641.0,,True,,,,,True,,True,False,True,False,False
47023,437,150.0,,102.0,,,,,254.0,,263.9,28.9,131.0,,85.0,-287.0,,-335.0,,,,,-183.0,,-173.1,-408.1,-306.0,,-352.0,,False,,,,,True,,True,False,False,,False
47025,630,222.0,,261.0,,,,,667.0,,380.8,84.0,143.0,,148.0,-408.0,,-369.0,,,,,37.0,,-249.2,-546.0,-487.0,,-482.0,,True,,,,,True,,True,False,False,,False
47027,230,144.0,,102.0,,,,,85.0,,233.1,35.0,49.0,,46.0,-86.0,,-128.0,,,,,-145.0,,3.1,-195.0,-181.0,,-184.0,,False,,,,,False,,True,False,False,,False
47029,828,828.0,,1484.0,,,,,735.0,,2111.3,191.3,642.0,218.6,438.0,0.0,,656.0,,,,,-93.0,,1283.3,-636.7,-186.0,-609.4,-390.0,,False,,,,,False,,False,False,False,False,False
47031,1552,1056.0,,1082.0,,,,,1071.0,,1389.1,331.9,675.0,1621.3,515.0,-496.0,,-470.0,,,,,-481.0,,-162.9,-1220.1,-877.0,69.3,-1037.0,,True,,,,,True,,True,False,False,True,False
47033,391,558.0,,361.0,,,,,197.0,,936.4,81.7,402.0,,3.0,167.0,,-30.0,,,,,-194.0,,545.4,-309.3,11.0,,-388.0,,True,,,,,False,,False,False,True,,False
47035,1453,660.0,,755.0,,,,,892.0,,809.2,246.5,690.0,231.9,353.0,-793.0,,-698.0,,,,,-561.0,,-643.8,-1206.5,-763.0,-1221.1,-1100.0,,True,,,,,True,,True,False,True,False,False
47037,16039,10986.0,,4538.0,,,,,9482.0,,12703.0,4436.9,7505.0,3644.3,3057.0,-5053.0,,-11501.0,,,,,-6557.0,,-3336.0,-11602.1,-8534.0,-12394.7,-12982.0,,False,,,,,False,,True,False,False,False,False
47039,357,186.0,,48.0,,,,,212.0,,176.7,50.9,185.0,,91.0,-171.0,,-309.0,,,,,-145.0,,-180.3,-306.1,-172.0,,-266.0,,False,,,,,True,,False,False,False,,False
47041,801,402.0,,477.0,,,,,390.0,,907.5,95.4,335.0,,1.0,-399.0,,-324.0,,,,,-411.0,,106.5,-705.6,-466.0,,-800.0,,True,,,,,False,,True,False,False,,False
47043,1705,894.0,,1177.0,,,,,928.0,,1247.8,321.9,689.0,492.9,381.0,-811.0,,-528.0,,,,,-777.0,,-457.2,-1383.1,-1016.0,-1212.1,-1324.0,,True,,,,,True,,True,False,False,False,False
47045,1213,1218.0,,1055.0,,,,,825.0,,1900.7,209.2,805.0,674.8,617.0,5.0,,-158.0,,,,,-388.0,,687.7,-1003.8,-408.0,-538.2,-596.0,,False,,,,,False,,False,False,False,False,False
47047,835,708.0,,690.0,,,,,510.0,,1191.5,239.2,606.5,565.4,165.0,-127.0,,-145.0,,,,,-325.0,,356.5,-595.8,-228.5,-269.6,-670.0,,False,,,,,False,,False,False,False,False,False
47049,483,294.0,,140.0,,,,,259.0,,533.9,77.3,144.0,,66.0,-189.0,,-343.0,,,,,-224.0,,50.9,-405.7,-339.0,,-417.0,,False,,,,,False,,True,False,False,,False
47051,1269,474.0,,602.0,,,,,732.0,,604.0,185.4,304.0,266.7,188.0,-795.0,,-667.0,,,,,-537.0,,-665.0,-1083.6,-965.0,-1002.3,-1081.0,,True,,,,,True,,True,False,False,False,False
47053,1653,666.0,,1182.0,,,,,817.0,,821.2,209.7,318.0,422.4,397.0,-987.0,,-471.0,,,,,-836.0,,-831.8,-1443.3,-1335.0,-1230.6,-1256.0,,True,,,,,True,,True,False,False,False,False
47055,787,450.0,,558.0,,,,,480.0,,749.1,134.8,182.0,,1.0,-337.0,,-229.0,,,,,-307.0,,-37.9,-652.2,-605.0,,-786.0,,True,,,,,True,,True,False,False,,False
47057,646,276.0,,425.0,,,,,430.0,,1126.8,90.2,175.0,,136.0,-370.0,,-221.0,,,,,-216.0,,480.8,-555.8,-471.0,,-510.0,,True,,,,,True,,False,False,False,,False
47059,1992,1698.0,,1950.0,,,,,1182.0,,2841.6,186.7,1885.5,709.3,1088.0,-294.0,,-42.0,,,,,-810.0,,849.6,-1805.3,-106.5,-1282.7,-904.0,,True,,,,,False,,False,False,True,False,False
47061,308,312.0,,178.0,,,,,234.0,,410.0,34.5,133.0,,147.0,4.0,,-130.0,,,,,-74.0,,102.0,-273.5,-175.0,,-161.0,,False,,,,,False,,False,False,False,,False
47063,1711,822.0,,745.0,,,,,1089.0,,999.6,294.1,574.0,662.2,482.0,-889.0,,-966.0,,,,,-622.0,,-711.4,-1416.9,-1137.0,-1048.8,-1229.0,,False,,,,,True,,True,False,False,False,False
47065,8364,4092.0,,3071.0,,,,,4994.0,,4352.8,2328.9,3475.0,2195.6,3259.0,-4272.0,,-5293.0,,,,,-3370.0,,-4011.2,-6035.1,-4889.0,-6168.4,-5105.0,,False,,,,,True,,True,False,False,False,False
47067,118,66.0,,0.0,,,,,106.0,,85.9,71.6,24.0,,86.0,-52.0,,-118.0,,,,,-12.0,,-32.1,-46.4,-94.0,,-32.0,,False,,,,,True,,True,True,False,,True
47069,523,534.0,,532.0,,,,,490.0,,739.9,154.2,405.0,199.0,309.0,11.0,,9.0,,,,,-33.0,,216.9,-368.8,-118.0,-324.0,-214.0,,True,,,,,False,,False,False,False,False,False
47071,619,432.0,,317.0,,,,,455.0,,613.3,122.7,258.0,299.1,158.0,-187.0,,-302.0,,,,,-164.0,,-5.7,-496.3,-361.0,-319.9,-461.0,,False,,,,,True,,True,False,False,False,False
47073,1246,666.0,,660.0,,,,,968.0,,1189.6,204.0,496.0,228.1,131.0,-580.0,,-586.0,,,,,-278.0,,-56.4,-1042.0,-750.0,-1017.9,-1115.0,,False,,,,,True,,True,False,False,False,False
47075,513,396.0,,373.0,,,,,222.0,,772.3,66.6,209.0,256.2,186.0,-117.0,,-140.0,,,,,-291.0,,259.3,-446.4,-304.0,-256.8,-327.0,,False,,,,,False,,False,False,False,False,False
47077,799,312.0,,305.0,,,,,398.0,,421.9,112.2,151.0,160.1,70.0,-487.0,,-494.0,,,,,-401.0,,-377.1,-686.9,-648.0,-638.9,-729.0,,False,,,,,True,,True,False,False,False,False
47079,1007,462.0,,785.0,,,,,444.0,,640.9,146.6,326.0,,275.0,-545.0,,-222.0,,,,,-563.0,,-366.1,-860.4,-681.0,,-732.0,,True,,,,,False,,True,False,False,,False
47081,574,402.0,,270.0,,,,,384.0,,713.9,71.1,240.0,,179.0,-172.0,,-304.0,,,,,-190.0,,139.9,-502.9,-334.0,,-395.0,,False,,,,,False,,True,False,False,,False
47083,232,168.0,,56.0,,,,,158.0,,212.3,19.7,44.0,,2.0,-64.0,,-176.0,,,,,-74.0,,-19.7,-212.3,-188.0,,-230.0,,False,,,,,False,,True,False,False,,False
47085,413,186.0,,186.0,,,,,240.0,,521.0,74.1,83.5,,1.0,-227.0,,-227.0,,,,,-173.0,,108.0,-338.9,-329.5,,-412.0,,False,,,,,True,,True,False,False,,False
47087,323,186.0,,88.0,,,,,162.0,,265.5,38.2,137.0,,60.0,-137.0,,-235.0,,,,,-161.0,,-57.5,-284.8,-186.0,,-263.0,,False,,,,,False,,True,False,False,,False
47089,1207,588.0,,523.0,,,,,921.0,,742.3,154.1,362.5,425.3,238.0,-619.0,,-684.0,,,,,-286.0,,-464.7,-1052.9,-844.5,-781.7,-969.0,,False,,,,,True,,True,False,False,False,False
47091,360,528.0,,362.0,,,,,230.0,,453.1,62.9,340.0,467.2,2.0,168.0,,2.0,,,,,-130.0,,93.1,-297.1,-20.0,107.2,-358.0,,True,,,,,True,,True,False,True,True,False
47093,10413,5304.0,,3823.0,,,,,5382.0,,6019.5,2596.7,4055.0,4732.6,2428.0,-5109.0,,-6590.0,,,,,-5031.0,,-4393.5,-7816.3,-6358.0,-5680.4,-7985.0,,False,,,,,True,,True,False,False,False,False
47095,285,84.0,,0.0,,,,,108.0,,46.3,11.3,104.0,,48.0,-201.0,,-285.0,,,,,-177.0,,-238.7,-273.7,-181.0,,-237.0,,False,,,,,True,,False,False,True,,False
47097,760,540.0,,328.0,,,,,583.0,,958.9,146.4,389.0,526.3,261.0,-220.0,,-432.0,,,,,-177.0,,198.9,-613.6,-371.0,-233.7,-499.0,,False,,,,,True,,True,False,False,False,False
47099,1629,918.0,,985.0,,,,,779.0,,1770.3,229.8,945.0,754.7,301.0,-711.0,,-644.0,,,,,-850.0,,141.3,-1399.2,-684.0,-874.3,-1328.0,,True,,,,,False,,True,False,True,False,False
47101,448,522.0,,462.0,,,,,173.0,,944.6,67.8,552.0,,26.0,74.0,,14.0,,,,,-275.0,,496.6,-380.2,104.0,,-422.0,,True,,,,,False,,False,False,False,,False
47103,1311,546.0,,926.0,,,,,597.0,,1159.7,122.2,490.0,,187.0,-765.0,,-385.0,,,,,-714.0,,-151.3,-1188.8,-821.0,,-1124.0,,True,,,,,True,,True,False,False,,False
47105,1138,594.0,,568.0,,,,,731.0,,831.8,233.9,392.0,582.0,270.0,-544.0,,-570.0,,,,,-407.0,,-306.2,-904.1,-746.0,-556.0,-868.0,,False,,,,,True,,True,False,False,False,False
47107,1517,774.0,,682.0,,,,,976.0,,1092.1,471.6,581.0,479.3,417.0,-743.0,,-835.0,,,,,-541.0,,-424.9,-1045.4,-936.0,-1037.7,-1100.0,,False,,,,,True,,True,False,False,False,False
47109,406,348.0,,177.0,,,,,533.0,,415.6,73.5,146.0,296.7,97.0,-58.0,,-229.0,,,,,127.0,,9.6,-332.5,-260.0,-109.3,-309.0,,False,,,,,False,,True,False,False,False,False
47111,708,396.0,,430.0,,,,,378.0,,708.7,240.0,248.0,387.6,77.0,-312.0,,-278.0,,,,,-330.0,,0.7,-468.0,-460.0,-320.4,-631.0,,True,,,,,False,,True,False,False,False,False
47113,2349,1236.0,,620.0,,,,,1683.0,,1350.3,412.3,779.5,651.1,572.0,-1113.0,,-1729.0,,,,,-666.0,,-998.7,-1936.7,-1569.5,-1697.9,-1777.0,,False,,,,,True,,True,False,False,False,False
47115,592,522.0,,678.0,,,,,546.0,,989.6,79.8,409.0,,192.0,-70.0,,86.0,,,,,-46.0,,397.6,-512.2,-183.0,,-400.0,,False,,,,,True,,False,False,False,,False
47117,891,522.0,,713.0,,,,,500.0,,909.3,189.3,448.0,229.4,218.0,-369.0,,-178.0,,,,,-391.0,,18.3,-701.7,-443.0,-661.6,-673.0,,True,,,,,False,,True,False,False,False,False
47119,3513,2592.0,,3677.0,,,,,1398.0,,2533.3,570.7,1667.0,2155.6,1310.0,-921.0,,164.0,,,,,-2115.0,,-979.7,-2942.3,-1846.0,-1357.4,-2203.0,,True,,,,,False,,False,False,False,False,False
47121,323,192.0,,159.0,,,,,218.0,,532.7,41.0,50.0,,81.0,-131.0,,-164.0,,,,,-105.0,,209.7,-282.0,-273.0,,-242.0,,False,,,,,True,,False,False,False,,False
47123,1185,618.0,,1244.0,,,,,785.0,,968.7,264.9,535.0,306.8,270.0,-567.0,,59.0,,,,,-400.0,,-216.3,-920.1,-650.0,-878.2,-915.0,,True,,,,,True,,True,False,False,False,False
47125,3816,2016.0,,1420.0,,,,,2590.0,,2938.8,970.7,1865.5,1565.3,404.0,-1800.0,,-2396.0,,,,,-1226.0,,-877.2,-2845.3,-1950.5,-2250.7,-3412.0,,False,,,,,True,,True,False,False,False,False
47127,195,126.0,,78.0,,,,,105.0,,203.7,33.3,101.0,,32.0,-69.0,,-117.0,,,,,-90.0,,8.7,-161.7,-94.0,,-163.0,,False,,,,,False,,True,False,False,,False
47129,532,162.0,,233.0,,,,,402.0,,423.3,55.7,82.0,,73.0,-370.0,,-299.0,,,,,-130.0,,-108.7,-476.3,-450.0,,-459.0,,True,,,,,True,,True,False,False,,False
47131,1165,852.0,,805.0,,,,,510.0,,1313.7,260.9,316.0,920.1,0.0,-313.0,,-360.0,,,,,-655.0,,148.7,-904.1,-849.0,-244.9,-1165.0,,False,,,,,False,,True,False,False,True,False
47133,426,408.0,,441.0,,,,,307.0,,745.4,145.1,221.5,709.2,1.0,-18.0,,15.0,,,,,-119.0,,319.4,-280.9,-204.5,283.2,-425.0,,True,,,,,False,,False,False,False,False,False
47135,248,378.0,,498.0,,,,,131.0,,2380.6,32.0,710.0,,54.0,130.0,,250.0,,,,,-117.0,,2132.6,-216.0,462.0,,-194.0,,False,,,,,True,,False,False,False,,False
47137,160,102.0,,69.0,,,,,42.0,,223.7,29.6,14.0,,12.0,-58.0,,-91.0,,,,,-118.0,,63.7,-130.4,-146.0,,-148.0,,False,,,,,False,,False,False,False,,False
47139,304,234.0,,5.0,,,,,255.0,,631.3,87.8,281.0,,35.0,-70.0,,-299.0,,,,,-49.0,,327.3,-216.2,-23.0,,-269.0,,False,,,,,True,,False,False,True,,False
47141,2214,1440.0,,1052.0,,,,,1482.0,,1925.6,596.6,1250.5,1185.9,797.0,-774.0,,-1162.0,,,,,-732.0,,-288.4,-1617.4,-963.5,-1028.1,-1417.0,,False,,,,,True,,True,False,False,False,False
47143,1018,432.0,,,,,,,602.0,,606.7,214.0,490.0,230.7,3.0,-586.0,,,,,,,-416.0,,-411.3,-804.0,-528.0,-787.3,-1015.0,,,,,,,True,,True,False,True,False,False
47145,1576,1050.0,,1521.0,,,,,827.0,,1660.0,236.1,934.0,689.9,1.0,-526.0,,-55.0,,,,,-749.0,,84.0,-1339.9,-642.0,-886.1,-1575.0,,True,,,,,False,,True,False,False,False,False
47147,2018,696.0,,1104.0,,,,,987.0,,940.2,311.6,571.0,314.9,304.0,-1322.0,,-914.0,,,,,-1031.0,,-1077.8,-1706.4,-1447.0,-1703.1,-1714.0,,True,,,,,True,,True,False,False,False,False
47149,9281,5502.0,,4769.0,,,,,4839.0,,7273.5,2550.1,4380.0,3582.6,4051.0,-3779.0,,-4512.0,,,,,-4442.0,,-2007.5,-6730.9,-4901.0,-5698.4,-5230.0,,False,,,,,False,,True,False,False,False,False
47151,1007,288.0,,397.0,,,,,264.0,,994.2,51.8,296.0,,132.0,-719.0,,-610.0,,,,,-743.0,,-12.8,-955.2,-711.0,,-875.0,,True,,,,,False,,True,False,True,,False
47153,357,168.0,,170.0,,,,,199.0,,376.6,62.4,105.5,,53.0,-189.0,,-187.0,,,,,-158.0,,19.6,-294.6,-251.5,,-304.0,,True,,,,,True,,True,False,False,,False
47155,2659,1314.0,,1127.0,,,,,1205.0,,1592.9,461.6,1241.0,906.4,480.0,-1345.0,,-1532.0,,,,,-1454.0,,-1066.1,-2197.4,-1418.0,-1752.6,-2179.0,,False,,,,,False,,True,False,False,False,False
47157,16750,11772.0,,6520.0,,,,,17846.0,,12482.0,5273.1,10950.0,6128.9,4669.0,-4978.0,,-10230.0,,,,,1096.0,,-4268.0,-11477.0,-5800.0,-10621.1,-12081.0,,False,,,,,True,,True,False,False,False,False
47159,585,360.0,,155.0,,,,,299.0,,526.1,107.7,290.0,,97.0,-225.0,,-430.0,,,,,-286.0,,-58.9,-477.3,-295.0,,-488.0,,False,,,,,False,,True,False,False,,False
47161,337,234.0,,133.0,,,,,150.0,,254.2,59.0,184.0,,3.0,-103.0,,-204.0,,,,,-187.0,,-82.8,-278.0,-153.0,,-334.0,,False,,,,,False,,True,False,False,,False
47163,3977,2934.0,,1605.0,,,,,2250.0,,7241.6,669.1,2611.5,1682.1,1114.0,-1043.0,,-2372.0,,,,,-1727.0,,3264.6,-3307.9,-1365.5,-2294.9,-2863.0,,False,,,,,False,,False,False,False,False,False
47165,5697,3066.0,,2343.0,,,,,2634.0,,4197.3,809.5,3494.0,1917.7,1417.0,-2631.0,,-3354.0,,,,,-3063.0,,-1499.7,-4887.5,-2203.0,-3779.3,-4280.0,,False,,,,,False,,True,False,True,False,False
47167,1800,1086.0,,1434.0,,,,,1166.0,,1505.6,395.5,962.0,646.1,351.0,-714.0,,-366.0,,,,,-634.0,,-294.4,-1404.5,-838.0,-1153.9,-1449.0,,True,,,,,True,,True,False,False,False,False
47169,191,150.0,,,,,,,191.0,,94.4,60.9,163.0,35.7,109.0,-41.0,,,,,,,0.0,,-96.6,-130.1,-28.0,-155.3,-82.0,,,,,,,True,,False,False,True,False,False
47171,588,594.0,,307.0,,,,,400.0,,1485.2,34.5,1185.5,,215.0,6.0,,-281.0,,,,,-188.0,,897.2,-553.5,597.5,,-373.0,,False,,,,,False,,False,False,False,,False
47173,332,150.0,,144.0,,,,,376.0,,500.6,61.2,107.0,,2.0,-182.0,,-188.0,,,,,44.0,,168.6,-270.8,-225.0,,-330.0,,False,,,,,True,,True,False,False,,False
47175,220,72.0,,0.0,,,,,104.0,,113.9,20.7,53.0,,30.0,-148.0,,-220.0,,,,,-116.0,,-106.1,-199.3,-167.0,,-190.0,,False,,,,,True,,True,False,False,,False
47177,1522,678.0,,874.0,,,,,976.0,,920.0,291.4,641.5,378.5,463.0,-844.0,,-648.0,,,,,-546.0,,-602.0,-1230.6,-880.5,-1143.5,-1059.0,,True,,,,,True,,True,False,False,False,False
47179,3737,3312.0,,3348.0,,,,,1766.0,,5023.5,662.0,4150.5,1600.7,8.0,-425.0,,-389.0,,,,,-1971.0,,1286.5,-3075.0,413.5,-2136.3,-3729.0,,True,,,,,False,,False,False,True,False,False
47181,478,198.0,,0.0,,,,,269.0,,149.8,18.1,341.0,72.8,0.0,-280.0,,-478.0,,,,,-209.0,,-328.2,-459.9,-137.0,-405.2,-478.0,,False,,,,,True,,False,False,True,False,False
47183,827,660.0,,326.0,,,,,488.0,,1096.4,110.6,443.0,240.8,150.0,-167.0,,-501.0,,,,,-339.0,,269.4,-716.4,-384.0,-586.2,-677.0,,False,,,,,False,,False,False,False,False,False
47185,906,576.0,,472.0,,,,,452.0,,903.1,176.9,505.0,582.2,118.0,-330.0,,-434.0,,,,,-454.0,,-2.9,-729.1,-401.0,-323.8,-788.0,,False,,,,,False,,True,False,False,True,False
47187,6002,3234.0,,2367.0,,,,,2176.0,,4017.1,1030.7,3067.0,2561.2,1201.0,-2768.0,,-3635.0,,,,,-3826.0,,-1984.9,-4971.3,-2935.0,-3440.8,-4801.0,,False,,,,,False,,True,False,False,False,False
47189,4329,1980.0,,1705.0,,,,,1978.0,,2501.5,1012.5,2062.0,1705.8,1010.0,-2349.0,,-2624.0,,,,,-2351.0,,-1827.5,-3316.5,-2267.0,-2623.2,-3319.0,,False,,,,,False,,True,False,True,False,False
48001,1014,228.0,,0.0,,,,,1259.0,,314.6,327.6,308.0,90.4,134.0,-786.0,,-1014.0,,,,,245.0,,-699.4,-686.4,-706.0,-923.6,-880.0,,False,,,,,True,,True,True,True,False,False
48003,522,498.0,,584.0,,,,,488.0,,760.6,93.7,266.0,,195.0,-24.0,,62.0,,,,,-34.0,,238.6,-428.3,-256.0,,-327.0,,False,,,,,False,,False,False,False,,False
48005,1900,240.0,,294.0,,,,,972.0,,313.1,467.7,186.0,195.9,159.0,-1660.0,,-1606.0,,,,,-928.0,,-1586.9,-1432.3,-1714.0,-1704.1,-1741.0,,True,,,,,True,,True,True,False,False,False
48007,244,30.0,,57.0,,,,,37.0,,219.7,83.6,20.0,,26.0,-214.0,,-187.0,,,,,-207.0,,-24.3,-160.4,-224.0,,-218.0,,True,,,,,True,,True,True,False,,False
48009,231,168.0,,122.0,,,,,61.0,,458.8,56.2,202.0,,100.0,-63.0,,-109.0,,,,,-170.0,,227.8,-174.8,-29.0,,-131.0,,False,,,,,False,,False,False,True,,False
48011,63,18.0,,0.0,,,,,18.0,,319.0,2.3,16.0,,9.0,-45.0,,-63.0,,,,,-45.0,,256.0,-60.7,-47.0,,-54.0,,False,,,,,False,,False,False,False,,False
48013,1054,102.0,,132.0,,,,,176.0,,301.8,167.2,113.5,105.5,66.0,-952.0,,-922.0,,,,,-878.0,,-752.2,-886.8,-940.5,-948.5,-988.0,,True,,,,,True,,True,True,True,True,False
48015,262,24.0,,0.0,,,,,124.0,,181.5,91.9,33.0,,98.0,-238.0,,-262.0,,,,,-138.0,,-80.5,-170.1,-229.0,,-164.0,,False,,,,,True,,True,True,True,,True
48017,379,186.0,,45.0,,,,,182.0,,235.6,54.5,115.0,,72.0,-193.0,,-334.0,,,,,-197.0,,-143.4,-324.5,-264.0,,-307.0,,False,,,,,False,,True,False,False,,False
48019,224,30.0,,12.0,,,,,89.0,,178.6,34.7,24.0,,26.0,-194.0,,-212.0,,,,,-135.0,,-45.4,-189.3,-200.0,,-198.0,,False,,,,,True,,True,True,False,,False
48021,1156,192.0,,258.0,,,,,532.0,,410.1,339.6,256.0,79.6,101.0,-964.0,,-898.0,,,,,-624.0,,-745.9,-816.4,-900.0,-1076.4,-1055.0,,True,,,,,True,,True,True,True,False,False
48023,101,18.0,,0.0,,,,,42.0,,26.8,12.0,29.0,,10.0,-83.0,,-101.0,,,,,-59.0,,-74.2,-89.0,-72.0,,-91.0,,False,,,,,True,,True,False,True,,False
48025,447,114.0,,,,,,,140.0,,296.1,94.7,203.0,,54.0,-333.0,,,,,,,-307.0,,-150.9,-352.3,-244.0,,-393.0,,,,,,,True,,True,False,True,,False
48027,3657,1398.0,,1176.0,,,,,3723.0,,1649.6,1605.7,2427.5,465.5,957.0,-2259.0,,-2481.0,,,,,66.0,,-2007.4,-2051.3,-1229.5,-3191.5,-2700.0,,False,,,,,True,,True,True,True,False,False
48029,27603,8382.0,,2205.0,,,,,8681.0,,6458.0,14616.3,8313.0,3237.8,3289.0,-19221.0,,-25398.0,,,,,-18922.0,,-21145.0,-12986.7,-19290.0,-24365.2,-24314.0,,False,,,,,True,,False,True,False,False,False
48031,78,24.0,,10.0,,,,,58.0,,67.7,14.9,18.0,,14.0,-54.0,,-68.0,,,,,-20.0,,-10.3,-63.1,-60.0,,-64.0,,False,,,,,True,,True,False,False,,False
48033,14,0.0,,0.0,,,,,0.0,,10.4,6.6,,,0.0,-14.0,,-14.0,,,,,-14.0,,-3.6,-7.4,,,-14.0,,False,,,,,False,,True,True,,,False
48035,233,78.0,,64.0,,,,,145.0,,329.9,35.1,71.0,,4.0,-155.0,,-169.0,,,,,-88.0,,96.9,-197.9,-162.0,,-229.0,,False,,,,,True,,True,False,False,,False
48037,1442,1602.0,,3889.0,,,,,1040.0,,1971.0,744.8,2986.5,834.8,1669.0,160.0,,2447.0,,,,,-402.0,,529.0,-697.2,1544.5,-607.2,227.0,,False,,,,,False,,False,False,False,False,False
48039,4449,1860.0,,3022.0,,,,,1210.0,,1500.5,2063.6,1314.5,933.6,1967.0,-2589.0,,-1427.0,,,,,-3239.0,,-2948.5,-2385.4,-3134.5,-3515.4,-2482.0,,True,,,,,False,,False,True,False,False,True
48041,3500,1752.0,,3643.0,,,,,2312.0,,1192.1,779.6,1176.0,2071.7,1416.0,-1748.0,,143.0,,,,,-1188.0,,-2307.9,-2720.4,-2324.0,-1428.3,-2084.0,,True,,,,,True,,False,False,False,True,False
48043,514,60.0,,,,,,,320.0,,20.5,28.1,37.0,,69.0,-454.0,,,,,,,-194.0,,-493.5,-485.9,-477.0,,-445.0,,,,,,,True,,False,False,False,,True
48045,51,18.0,,0.0,,,,,12.0,,23.1,0.8,12.0,,12.0,-33.0,,-51.0,,,,,-39.0,,-27.9,-50.2,-39.0,,-39.0,,False,,,,,False,,True,False,False,,False
48047,133,108.0,,23.0,,,,,48.0,,127.4,24.6,55.0,,59.0,-25.0,,-110.0,,,,,-85.0,,-5.6,-108.4,-78.0,,-74.0,,False,,,,,False,,True,False,False,,False
48049,1458,240.0,,371.0,,,,,470.0,,380.3,165.2,354.0,,235.0,-1218.0,,-1087.0,,,,,-988.0,,-1077.7,-1292.8,-1104.0,,-1223.0,,True,,,,,True,,True,False,True,,False
48051,347,150.0,,238.0,,,,,137.0,,566.4,101.8,230.0,,82.0,-197.0,,-109.0,,,,,-210.0,,219.4,-245.2,-117.0,,-265.0,,True,,,,,False,,False,False,True,,False
48053,634,1248.0,,3237.0,,,,,368.0,,2010.0,312.0,1401.0,,21.0,614.0,,2603.0,,,,,-266.0,,1376.0,-322.0,767.0,,-613.0,,False,,,,,True,,False,True,False,,True
48055,420,222.0,,103.0,,,,,241.0,,257.3,202.7,236.0,251.4,146.0,-198.0,,-317.0,,,,,-179.0,,-162.7,-217.3,-184.0,-168.6,-274.0,,False,,,,,True,,True,False,True,True,False
48057,168,42.0,,0.0,,,,,44.0,,449.8,43.8,7.0,,37.0,-126.0,,-168.0,,,,,-124.0,,281.8,-124.2,-161.0,,-131.0,,False,,,,,True,,False,True,False,,False
48059,423,84.0,,41.0,,,,,80.0,,256.3,59.5,53.0,,80.0,-339.0,,-382.0,,,,,-343.0,,-166.7,-363.5,-370.0,,-343.0,,False,,,,,False,,True,False,False,,False
48061,3011,1824.0,,1509.0,,,,,4970.0,,1251.8,1962.1,2370.5,1146.8,612.0,-1187.0,,-1502.0,,,,,1959.0,,-1759.2,-1048.9,-640.5,-1864.2,-2399.0,,False,,,,,False,,False,True,True,False,False
48063,248,90.0,,14.0,,,,,126.0,,61.1,33.5,116.0,,94.0,-158.0,,-234.0,,,,,-122.0,,-186.9,-214.5,-132.0,,-154.0,,False,,,,,True,,False,False,True,,True
48065,191,12.0,,0.0,,,,,93.0,,121.4,5.8,41.0,,2.0,-179.0,,-191.0,,,,,-98.0,,-69.6,-185.2,-150.0,,-189.0,,False,,,,,True,,True,False,True,,False
48067,611,390.0,,389.0,,,,,279.0,,687.0,146.8,583.0,,345.0,-221.0,,-222.0,,,,,-332.0,,76.0,-464.2,-28.0,,-266.0,,False,,,,,False,,True,False,True,,False
48069,392,114.0,,0.0,,,,,183.0,,160.7,18.7,68.0,,64.0,-278.0,,-392.0,,,,,-209.0,,-231.3,-373.3,-324.0,,-328.0,,False,,,,,True,,True,False,False,,False
48071,747,240.0,,141.0,,,,,221.0,,419.3,198.5,359.0,96.1,118.0,-507.0,,-606.0,,,,,-526.0,,-327.7,-548.5,-388.0,-650.9,-629.0,,False,,,,,False,,True,False,True,False,False
