,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FDANIHASU-Sweight,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FDANIHASU-Sweight,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FDANIHASU-Sweight,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
27109,1120,2292.0,3024.0,,,,,,1970.0,515.5,1835.4,1782.0,,2793.3,986.0,,1172.0,1904.0,,,,,,850.0,-604.5,715.4,662.0,,1673.3,-134.0,,False,,,,,,True,True,True,True,,False,True,
27111,231,582.0,757.0,,,,,,387.0,101.6,467.7,449.0,,589.4,,,351.0,526.0,,,,,,156.0,-129.4,236.7,218.0,,358.4,,,False,,,,,,True,True,True,True,,False,,
27113,378,198.0,4.0,,,,,,162.0,479.6,197.9,172.0,,,,,-180.0,-374.0,,,,,,-216.0,101.6,-180.1,-206.0,,,,,False,,,,,,False,True,False,False,,,,
27115,136,270.0,30.0,,,,,,284.0,30.0,333.2,124.0,,756.4,,,134.0,-106.0,,,,,,148.0,-106.0,197.2,-12.0,,620.4,,,True,,,,,,False,True,False,True,,False,,
27117,54,156.0,5.0,,,,,,66.0,48.7,119.2,158.0,,,,,102.0,-49.0,,,,,,12.0,-5.3,65.2,104.0,,,,,True,,,,,,True,True,True,False,,,,
27119,145,174.0,0.0,,,,,,335.0,33.9,183.7,96.0,,360.3,,,29.0,-145.0,,,,,,190.0,-111.1,38.7,-49.0,,215.3,,,False,,,,,,False,False,False,False,,False,,
27121,70,66.0,4.0,,,,,,77.0,2.3,85.3,25.0,,,,,-4.0,-66.0,,,,,,7.0,-67.7,15.3,-45.0,,,,,False,,,,,,False,False,False,False,,,,
27123,2818,4836.0,9820.0,,,,,,5290.0,784.4,4898.3,3170.0,,3696.5,2448.0,,2018.0,7002.0,,,,,,2472.0,-2033.6,2080.3,352.0,,878.5,-370.0,,False,,,,,,False,False,False,True,,True,True,
27125,43,24.0,0.0,,,,,,36.0,4.3,16.6,34.0,,,,,-19.0,-43.0,,,,,,-7.0,-38.7,-26.4,-9.0,,,,,False,,,,,,True,False,False,True,,,,
27127,62,108.0,1.0,,,,,,112.0,33.0,121.3,73.0,,,,,46.0,-61.0,,,,,,50.0,-29.0,59.3,11.0,,,,,False,,,,,,False,True,False,True,,,,
27129,146,90.0,0.0,,,,,,109.0,13.5,103.4,38.0,,,,,-56.0,-146.0,,,,,,-37.0,-132.5,-42.6,-108.0,,,,,False,,,,,,True,False,True,False,,,,
27131,565,1260.0,1595.0,,,,,,685.0,192.4,866.6,861.0,,560.7,,,695.0,1030.0,,,,,,120.0,-372.6,301.6,296.0,,-4.3,,,False,,,,,,True,True,True,True,,True,,
27133,45,144.0,0.0,,,,,,60.0,25.2,131.4,113.0,,,,,99.0,-45.0,,,,,,15.0,-19.8,86.4,68.0,,,,,True,,,,,,True,True,True,True,,,,
27135,148,60.0,0.0,,,,,,172.0,9.1,82.7,19.0,,,,,-88.0,-148.0,,,,,,24.0,-138.9,-65.3,-129.0,,,,,False,,,,,,True,False,True,False,,,,
27137,971,2220.0,1684.0,,,,,,1694.0,336.7,1731.3,1424.5,,3449.8,1449.0,,1249.0,713.0,,,,,,723.0,-634.3,760.3,453.5,,2478.8,478.0,,True,,,,,,True,True,True,True,,False,True,
27139,1273,1386.0,542.0,,,,,,1522.0,230.9,1862.6,1145.0,,1128.2,765.0,,113.0,-731.0,,,,,,249.0,-1042.1,589.6,-128.0,,-144.8,-508.0,,False,,,,,,False,False,False,False,,False,False,
27141,507,726.0,350.0,,,,,,885.0,85.6,960.5,359.0,,1060.5,,,219.0,-157.0,,,,,,378.0,-421.4,453.5,-148.0,,553.5,,,True,,,,,,False,False,False,True,,False,,
27143,89,90.0,16.0,,,,,,142.0,12.5,110.3,64.0,,,,,1.0,-73.0,,,,,,53.0,-76.5,21.3,-25.0,,,,,False,,,,,,False,False,False,False,,,,
27145,779,1656.0,997.0,,,,,,1342.0,210.4,1936.7,1176.5,,2675.0,919.0,,877.0,218.0,,,,,,563.0,-568.6,1157.7,397.5,,1896.0,140.0,,True,,,,,,True,True,False,True,,False,True,
27147,252,444.0,319.0,,,,,,435.0,193.2,439.1,206.0,,449.8,,,192.0,67.0,,,,,,183.0,-58.8,187.1,-46.0,,197.8,,,True,,,,,,True,True,True,True,,False,,
27149,43,60.0,0.0,,,,,,76.0,8.6,45.9,5.0,,,,,17.0,-43.0,,,,,,33.0,-34.4,2.9,-38.0,,,,,False,,,,,,False,False,True,False,,,,
27151,36,84.0,0.0,,,,,,69.0,10.0,66.1,52.0,,,,,48.0,-36.0,,,,,,33.0,-26.0,30.1,16.0,,,,,True,,,,,,True,True,True,True,,,,
27153,167,132.0,20.0,,,,,,200.0,21.8,253.4,124.0,,90.2,,,-35.0,-147.0,,,,,,33.0,-145.2,86.4,-43.0,,-76.8,,,False,,,,,,True,False,False,False,,False,,
27155,50,84.0,15.0,,,,,,24.0,12.2,33.6,31.0,,,,,34.0,-35.0,,,,,,-26.0,-37.8,-16.4,-19.0,,,,,False,,,,,,True,False,True,True,,,,
27157,132,318.0,147.0,,,,,,258.0,64.7,272.9,273.0,,,,,186.0,15.0,,,,,,126.0,-67.3,140.9,141.0,,,,,True,,,,,,True,True,True,True,,,,
27159,114,48.0,10.0,,,,,,95.0,21.2,103.3,41.0,,,,,-66.0,-104.0,,,,,,-19.0,-92.8,-10.7,-73.0,,,,,False,,,,,,True,False,True,False,,,,
27161,179,240.0,78.0,,,,,,198.0,14.8,236.1,138.0,,,,,61.0,-101.0,,,,,,19.0,-164.2,57.1,-41.0,,,,,False,,,,,,True,False,True,True,,,,
27163,1737,2802.0,4385.0,,,,,,2699.0,460.7,3058.2,2235.0,,1987.2,1660.0,,1065.0,2648.0,,,,,,962.0,-1276.3,1321.2,498.0,,250.2,-77.0,,False,,,,,,True,False,False,True,,True,True,
27165,116,42.0,0.0,,,,,,123.0,25.2,82.5,5.0,,,,,-74.0,-116.0,,,,,,7.0,-90.8,-33.5,-111.0,,,,,False,,,,,,True,False,True,False,,,,
27167,44,72.0,0.0,,,,,,73.0,15.4,45.8,27.0,,,,,28.0,-44.0,,,,,,29.0,-28.6,1.8,-17.0,,,,,False,,,,,,False,False,True,True,,,,
27169,258,480.0,138.0,,,,,,639.0,119.6,471.4,347.0,,430.1,,,222.0,-120.0,,,,,,381.0,-138.4,213.4,89.0,,172.1,,,True,,,,,,False,True,True,True,,True,,
27171,853,1248.0,758.0,,,,,,1228.0,198.9,1565.6,892.0,,1161.4,679.0,,395.0,-95.0,,,,,,375.0,-654.1,712.6,39.0,,308.4,-174.0,,True,,,,,,True,False,False,True,,True,True,
27173,31,96.0,7.0,,,,,,79.0,9.8,79.5,35.0,,,,,65.0,-24.0,,,,,,48.0,-21.2,48.5,4.0,,,,,True,,,,,,True,True,True,True,,,,
28001,221,624.0,621.0,,,,,,623.0,229.6,420.7,726.0,,669.4,,,403.0,400.0,,,,,,402.0,8.6,199.7,505.0,,448.4,,,True,,,,,,True,True,True,False,,False,,
28003,205,582.0,90.0,,,,,,923.0,190.7,536.5,399.0,,,,,377.0,-115.0,,,,,,718.0,-14.3,331.5,194.0,,,,,True,,,,,,False,True,True,True,,,,
28005,110,276.0,212.0,,,,,,285.0,67.8,115.1,161.0,,,,,166.0,102.0,,,,,,175.0,-42.2,5.1,51.0,,,,,True,,,,,,False,True,True,True,,,,
28007,101,228.0,46.0,,,,,,415.0,49.0,214.9,111.0,,,,,127.0,-55.0,,,,,,314.0,-52.0,113.9,10.0,,,,,True,,,,,,False,True,True,True,,,,
28009,84,276.0,95.0,,,,,,181.0,35.8,150.4,157.5,,,,,192.0,11.0,,,,,,97.0,-48.2,66.4,73.5,,,,,True,,,,,,True,True,True,True,,,,
28011,526,894.0,493.0,,,,,,570.0,120.0,642.0,648.0,,567.9,,,368.0,-33.0,,,,,,44.0,-406.0,116.0,122.0,,41.9,,,True,,,,,,True,False,True,True,,True,,
28013,178,342.0,142.0,,,,,,418.0,123.1,197.8,236.0,,,,,164.0,-36.0,,,,,,240.0,-54.9,19.8,58.0,,,,,True,,,,,,False,True,True,True,,,,
28015,128,150.0,31.0,,,,,,212.0,42.3,122.9,94.0,,,,,22.0,-97.0,,,,,,84.0,-85.7,-5.1,-34.0,,,,,False,,,,,,False,False,True,False,,,,
28017,129,366.0,117.0,,,,,,478.0,89.1,267.1,172.0,,,,,237.0,-12.0,,,,,,349.0,-39.9,138.1,43.0,,,,,True,,,,,,False,True,True,True,,,,
28019,69,192.0,43.0,,,,,,224.0,44.5,89.6,133.0,,,,,123.0,-26.0,,,,,,155.0,-24.5,20.6,64.0,,,,,True,,,,,,False,True,True,True,,,,
28021,108,168.0,46.0,,,,,,133.0,44.3,184.7,97.0,,,,,60.0,-62.0,,,,,,25.0,-63.7,76.7,-11.0,,,,,False,,,,,,True,False,False,True,,,,
28023,235,588.0,515.0,,,,,,357.0,148.2,312.4,590.0,,,,,353.0,280.0,,,,,,122.0,-86.8,77.4,355.0,,,,,True,,,,,,True,True,True,False,,,,
28025,136,456.0,130.0,,,,,,441.0,124.0,296.2,420.0,,,,,320.0,-6.0,,,,,,305.0,-12.0,160.2,284.0,,,,,True,,,,,,True,True,True,True,,,,
28027,350,1170.0,1321.0,,,,,,431.0,1302.8,450.7,934.5,,595.1,,,820.0,971.0,,,,,,81.0,952.8,100.7,584.5,,245.1,,,False,,,,,,True,False,True,True,,True,,
28029,311,594.0,652.0,,,,,,638.0,238.0,422.4,512.0,,429.1,,,283.0,341.0,,,,,,327.0,-73.0,111.4,201.0,,118.1,,,False,,,,,,False,True,True,True,,True,,
28031,303,570.0,293.0,,,,,,457.0,162.0,340.4,382.5,,415.4,,,267.0,-10.0,,,,,,154.0,-141.0,37.4,79.5,,112.4,,,True,,,,,,True,True,True,True,,True,,
28033,2139,3990.0,2408.0,,,,,,4400.0,1259.3,3104.0,2605.0,,3198.1,1591.0,,1851.0,269.0,,,,,,2261.0,-879.7,965.0,466.0,,1059.1,-548.0,,True,,,,,,False,True,True,True,,True,True,
28035,1112,1560.0,1396.0,,,,,,1689.0,507.9,1083.9,1345.0,,1546.3,,,448.0,284.0,,,,,,577.0,-604.1,-28.1,233.0,,434.3,,,True,,,,,,False,False,True,True,,True,,
28037,66,246.0,54.0,,,,,,165.0,68.1,103.0,208.0,,,,,180.0,-12.0,,,,,,99.0,2.1,37.0,142.0,,,,,True,,,,,,True,True,True,True,,,,
28039,284,384.0,80.0,,,,,,654.0,189.3,307.5,264.0,,,,,100.0,-204.0,,,,,,370.0,-94.7,23.5,-20.0,,,,,False,,,,,,False,True,True,True,,,,
28041,146,264.0,122.0,,,,,,328.0,71.9,165.1,216.0,,,,,118.0,-24.0,,,,,,182.0,-74.1,19.1,70.0,,,,,True,,,,,,False,True,True,True,,,,
28043,256,372.0,238.0,,,,,,471.0,162.0,260.4,307.0,,343.0,,,116.0,-18.0,,,,,,215.0,-94.0,4.4,51.0,,87.0,,,True,,,,,,False,True,True,True,,True,,
28045,611,1884.0,1894.0,,,,,,1246.0,2525.9,1178.7,1675.0,,1945.5,,,1273.0,1283.0,,,,,,635.0,1914.9,567.7,1064.0,,1334.5,,,False,,,,,,True,False,True,True,,False,,
28047,2662,5844.0,2294.0,,,,,,4974.0,3547.1,3726.9,5039.5,,4499.7,2782.0,,3182.0,-368.0,,,,,,2312.0,885.1,1064.9,2377.5,,1837.7,120.0,,True,,,,,,True,True,True,True,,True,True,
28049,2136,4332.0,3660.0,,,,,,4573.0,2240.5,3624.6,3583.5,,4367.4,1953.0,,2196.0,1524.0,,,,,,2437.0,104.5,1488.6,1447.5,,2231.4,-183.0,,True,,,,,,False,True,True,True,,False,True,
28051,111,216.0,133.0,,,,,,267.0,34.7,145.5,165.0,,,,,105.0,22.0,,,,,,156.0,-76.3,34.5,54.0,,,,,True,,,,,,False,True,True,True,,,,
28053,85,120.0,39.0,,,,,,153.0,91.6,125.3,52.0,,,,,35.0,-46.0,,,,,,68.0,6.6,40.3,-33.0,,,,,False,,,,,,False,True,False,True,,,,
28055,7,6.0,0.0,,,,,,18.0,25.6,8.7,23.0,,,,,-1.0,-7.0,,,,,,11.0,18.6,1.7,16.0,,,,,False,,,,,,False,False,False,False,,,,
28057,226,414.0,140.0,,,,,,647.0,200.2,377.0,351.5,,725.6,,,188.0,-86.0,,,,,,421.0,-25.8,151.0,125.5,,499.6,,,True,,,,,,False,True,True,True,,False,,
28059,1911,3738.0,5449.0,,,,,,3372.0,2081.9,3057.5,3462.0,,3280.6,2488.0,,1827.0,3538.0,,,,,,1461.0,170.9,1146.5,1551.0,,1369.6,577.0,,False,,,,,,True,True,True,True,,True,True,
28061,346,708.0,260.0,,,,,,395.0,289.3,402.6,552.0,,,,,362.0,-86.0,,,,,,49.0,-56.7,56.6,206.0,,,,,True,,,,,,True,True,True,True,,,,
28063,60,204.0,131.0,,,,,,126.0,131.8,94.1,220.0,,,,,144.0,71.0,,,,,,66.0,71.8,34.1,160.0,,,,,True,,,,,,True,True,True,False,,,,
28065,144,258.0,64.0,,,,,,243.0,65.8,143.1,160.0,,,,,114.0,-80.0,,,,,,99.0,-78.2,-0.9,16.0,,,,,True,,,,,,True,True,True,True,,,,
28067,1367,2676.0,2606.0,,,,,,2029.0,890.8,1731.3,2420.5,,1532.9,,,1309.0,1239.0,,,,,,662.0,-476.2,364.3,1053.5,,165.9,,,True,,,,,,True,True,True,True,,True,,
28069,109,234.0,169.0,,,,,,224.0,35.9,120.4,230.0,,,,,125.0,60.0,,,,,,115.0,-73.1,11.4,121.0,,,,,True,,,,,,True,True,True,True,,,,
28071,609,1506.0,1003.0,,,,,,1204.0,491.9,1135.0,1396.0,,624.3,,,897.0,394.0,,,,,,595.0,-117.1,526.0,787.0,,15.3,,,True,,,,,,True,True,True,True,,True,,
28073,894,1410.0,915.0,,,,,,1498.0,485.4,1105.2,923.0,,607.7,,,516.0,21.0,,,,,,604.0,-408.6,211.2,29.0,,-286.3,,,True,,,,,,False,True,True,True,,True,,
28075,775,1734.0,1198.0,,,,,,2017.0,930.7,1292.8,1121.5,,1950.5,,,959.0,423.0,,,,,,1242.0,155.7,517.8,346.5,,1175.5,,,True,,,,,,False,True,True,True,,False,,
28077,151,264.0,126.0,,,,,,269.0,183.0,143.9,187.0,,,,,113.0,-25.0,,,,,,118.0,32.0,-7.1,36.0,,,,,True,,,,,,False,True,True,True,,,,
28079,168,468.0,140.0,,,,,,618.0,114.9,412.2,444.0,,684.2,,,300.0,-28.0,,,,,,450.0,-53.1,244.2,276.0,,516.2,,,True,,,,,,False,True,True,True,,False,,
28081,670,1746.0,858.0,,,,,,2480.0,420.8,1257.9,1146.0,,1034.7,,,1076.0,188.0,,,,,,1810.0,-249.2,587.9,476.0,,364.7,,,True,,,,,,False,True,True,True,,True,,
28083,289,714.0,378.0,,,,,,595.0,120.7,487.8,616.0,,693.0,,,425.0,89.0,,,,,,306.0,-168.3,198.8,327.0,,404.0,,,True,,,,,,True,True,True,True,,True,,
28085,568,600.0,123.0,,,,,,872.0,185.9,486.4,435.0,,748.9,,,32.0,-445.0,,,,,,304.0,-382.1,-81.6,-133.0,,180.9,,,False,,,,,,False,False,False,False,,False,,
28087,545,1254.0,322.0,,,,,,1587.0,462.1,846.5,569.0,,794.4,,,709.0,-223.0,,,,,,1042.0,-82.9,301.5,24.0,,249.4,,,True,,,,,,False,True,True,True,,True,,
28089,948,2292.0,2028.0,,,,,,2131.0,961.9,1462.6,1858.0,,1491.2,,,1344.0,1080.0,,,,,,1183.0,13.9,514.6,910.0,,543.2,,,True,,,,,,True,True,True,True,,True,,
28091,368,822.0,734.0,,,,,,589.0,305.2,431.3,750.0,,567.4,,,454.0,366.0,,,,,,221.0,-62.8,63.3,382.0,,199.4,,,True,,,,,,True,True,True,True,,True,,
28093,508,966.0,681.0,,,,,,674.0,236.3,587.4,880.0,,651.3,,,458.0,173.0,,,,,,166.0,-271.7,79.4,372.0,,143.3,,,True,,,,,,True,True,True,True,,True,,
28095,325,900.0,878.0,,,,,,995.0,183.4,621.6,702.5,,735.1,,,575.0,553.0,,,,,,670.0,-141.6,296.6,377.5,,410.1,,,True,,,,,,False,True,True,True,,True,,
28097,119,150.0,32.0,,,,,,257.0,48.5,123.0,97.0,,,,,31.0,-87.0,,,,,,138.0,-70.5,4.0,-22.0,,,,,False,,,,,,False,False,True,True,,,,
28099,363,768.0,585.0,,,,,,827.0,298.6,497.3,574.0,,586.3,,,405.0,222.0,,,,,,464.0,-64.4,134.3,211.0,,223.3,,,True,,,,,,False,True,True,True,,True,,
28101,337,594.0,450.0,,,,,,591.0,412.3,423.6,463.0,,,,,257.0,113.0,,,,,,254.0,75.3,86.6,126.0,,,,,True,,,,,,True,True,True,True,,,,
28103,105,162.0,40.0,,,,,,218.0,32.2,170.7,72.0,,,,,57.0,-65.0,,,,,,113.0,-72.8,65.7,-33.0,,,,,False,,,,,,False,False,False,True,,,,
28105,371,936.0,578.0,,,,,,1125.0,214.0,695.5,713.0,,799.1,,,565.0,207.0,,,,,,754.0,-157.0,324.5,342.0,,428.1,,,True,,,,,,False,True,True,True,,True,,
28107,488,1188.0,1083.0,,,,,,710.0,603.5,714.0,988.5,,475.0,,,700.0,595.0,,,,,,222.0,115.5,226.0,500.5,,-13.0,,,True,,,,,,True,True,True,True,,True,,
28109,744,1416.0,868.0,,,,,,1252.0,517.7,834.8,979.0,,1412.8,,,672.0,124.0,,,,,,508.0,-226.3,90.8,235.0,,668.8,,,True,,,,,,True,True,True,True,,True,,
28111,187,240.0,94.0,,,,,,321.0,136.0,168.2,194.0,,,,,53.0,-93.0,,,,,,134.0,-51.0,-18.8,7.0,,,,,False,,,,,,False,True,True,True,,,,
28113,337,540.0,86.0,,,,,,937.0,307.0,569.8,366.0,,478.4,,,203.0,-251.0,,,,,,600.0,-30.0,232.8,29.0,,141.4,,,False,,,,,,False,True,False,True,,True,,
28115,348,906.0,532.0,,,,,,1011.0,236.2,557.0,591.0,,330.0,,,558.0,184.0,,,,,,663.0,-111.8,209.0,243.0,,-18.0,,,True,,,,,,False,True,True,True,,True,,
28117,187,510.0,134.0,,,,,,690.0,136.9,382.2,306.0,,334.3,,,323.0,-53.0,,,,,,503.0,-50.1,195.2,119.0,,147.3,,,True,,,,,,False,True,True,True,,True,,
28119,67,150.0,79.0,,,,,,129.0,242.3,109.7,86.0,,,,,83.0,12.0,,,,,,62.0,175.3,42.7,19.0,,,,,True,,,,,,True,False,True,True,,,,
28121,1675,3228.0,2002.0,,,,,,4156.0,1323.2,2483.7,2420.0,,2682.4,1263.0,,1553.0,327.0,,,,,,2481.0,-351.8,808.7,745.0,,1007.4,-412.0,,True,,,,,,False,True,True,True,,True,True,
28123,365,894.0,902.0,,,,,,764.0,380.7,558.6,751.0,,799.7,,,529.0,537.0,,,,,,399.0,15.7,193.6,386.0,,434.7,,,False,,,,,,True,True,True,True,,True,,
28125,41,162.0,0.0,,,,,,90.0,70.3,60.4,109.0,,,,,121.0,-41.0,,,,,,49.0,29.3,19.4,68.0,,,,,True,,,,,,True,True,True,True,,,,
28127,354,492.0,115.0,,,,,,695.0,151.1,406.6,359.0,,407.3,,,138.0,-239.0,,,,,,341.0,-202.9,52.6,5.0,,53.3,,,False,,,,,,False,False,True,True,,True,,
28129,246,588.0,552.0,,,,,,415.0,151.0,285.6,512.0,,,,,342.0,306.0,,,,,,169.0,-95.0,39.6,266.0,,,,,True,,,,,,True,True,True,True,,,,
28131,220,594.0,431.0,,,,,,447.0,137.7,365.3,488.0,,,,,374.0,211.0,,,,,,227.0,-82.3,145.3,268.0,,,,,True,,,,,,True,True,True,True,,,,
28133,295,660.0,132.0,,,,,,470.0,177.7,512.5,301.0,,334.2,,,365.0,-163.0,,,,,,175.0,-117.3,217.5,6.0,,39.2,,,True,,,,,,True,True,True,True,,True,,
28135,156,1020.0,196.0,,,,,,311.0,444.3,454.6,468.0,,,,,864.0,40.0,,,,,,155.0,288.3,298.6,312.0,,,,,True,,,,,,True,True,True,True,,,,
28137,243,606.0,539.0,,,,,,605.0,400.5,358.3,543.0,,522.5,,,363.0,296.0,,,,,,362.0,157.5,115.3,300.0,,279.5,,,True,,,,,,True,True,True,True,,True,,
28139,308,570.0,363.0,,,,,,547.0,284.0,414.6,417.0,,827.1,,,262.0,55.0,,,,,,239.0,-24.0,106.6,109.0,,519.1,,,True,,,,,,True,True,True,True,,False,,
28141,191,720.0,683.0,,,,,,530.0,324.3,359.9,579.0,,,,,529.0,492.0,,,,,,339.0,133.3,168.9,388.0,,,,,True,,,,,,True,True,True,True,,,,
28143,110,168.0,49.0,,,,,,126.0,107.4,149.7,152.0,,,,,58.0,-61.0,,,,,,16.0,-2.6,39.7,42.0,,,,,False,,,,,,True,True,True,True,,,,
28145,415,852.0,528.0,,,,,,829.0,186.5,558.0,431.0,,990.1,,,437.0,113.0,,,,,,414.0,-228.5,143.0,16.0,,575.1,,,True,,,,,,True,True,True,True,,False,,
28147,111,156.0,36.0,,,,,,338.0,49.9,165.8,102.0,,,,,45.0,-75.0,,,,,,227.0,-61.1,54.8,-9.0,,,,,False,,,,,,False,False,False,True,,,,
28149,470,1374.0,984.0,,,,,,996.0,531.7,921.5,802.0,,733.3,,,904.0,514.0,,,,,,526.0,61.7,451.5,332.0,,263.3,,,True,,,,,,True,True,True,True,,True,,
28151,309,918.0,534.0,,,,,,825.0,226.5,608.2,569.0,,561.8,,,609.0,225.0,,,,,,516.0,-82.5,299.2,260.0,,252.8,,,True,,,,,,True,True,True,True,,True,,
28153,430,834.0,786.0,,,,,,522.0,256.0,460.6,638.0,,,,,404.0,356.0,,,,,,92.0,-174.0,30.6,208.0,,,,,True,,,,,,True,True,True,True,,,,
28155,150,252.0,79.0,,,,,,288.0,63.5,155.5,220.0,,,,,102.0,-71.0,,,,,,138.0,-86.5,5.5,70.0,,,,,True,,,,,,False,True,True,True,,,,
28157,29,90.0,22.0,,,,,,177.0,53.3,82.2,45.0,,,,,61.0,-7.0,,,,,,148.0,24.3,53.2,16.0,,,,,True,,,,,,False,True,True,True,,,,
28159,148,474.0,456.0,,,,,,438.0,156.5,260.0,257.0,,,,,326.0,308.0,,,,,,290.0,8.5,112.0,109.0,,,,,True,,,,,,True,True,True,True,,,,
28161,238,354.0,220.0,,,,,,269.0,179.8,218.4,321.0,,,,,116.0,-18.0,,,,,,31.0,-58.2,-19.6,83.0,,,,,True,,,,,,True,True,True,True,,,,
28163,370,756.0,739.0,,,,,,506.0,458.5,477.9,683.0,,459.0,,,386.0,369.0,,,,,,136.0,88.5,107.9,313.0,,89.0,,,True,,,,,,True,True,True,True,,True,,
29001,151,396.0,122.0,,,,,,485.0,95.1,326.2,312.0,,,,,245.0,-29.0,,,,,,334.0,-55.9,175.2,161.0,,,,,True,,,,,,False,True,True,True,,,,
29003,55,156.0,24.0,,,,,,312.0,16.0,155.5,121.0,,,,,101.0,-31.0,,,,,,257.0,-39.0,100.5,66.0,,,,,True,,,,,,False,True,True,True,,,,
29005,3,6.0,0.0,,,,,,72.0,0.4,17.9,20.0,,,,,3.0,-3.0,,,,,,69.0,-2.6,14.9,17.0,,,,,False,,,,,,False,True,False,False,,,,
29007,110,174.0,14.0,,,,,,343.0,25.4,260.9,37.0,,,,,64.0,-96.0,,,,,,233.0,-84.6,150.9,-73.0,,,,,False,,,,,,False,False,False,False,,,,
29009,138,258.0,65.0,,,,,,787.0,200.8,290.7,266.0,,,,,120.0,-73.0,,,,,,649.0,62.8,152.7,128.0,,,,,True,,,,,,False,True,False,False,,,,
29011,79,102.0,38.0,,,,,,261.0,28.4,109.9,127.0,,,,,23.0,-41.0,,,,,,182.0,-50.6,30.9,48.0,,,,,False,,,,,,False,False,False,False,,,,
29013,95,180.0,31.0,,,,,,378.0,24.9,150.3,147.0,,,,,85.0,-64.0,,,,,,283.0,-70.1,55.3,52.0,,,,,True,,,,,,False,True,True,True,,,,
29015,91,174.0,155.0,,,,,,285.0,19.2,158.5,124.0,,,,,83.0,64.0,,,,,,194.0,-71.8,67.5,33.0,,,,,True,,,,,,False,True,True,True,,,,
29017,37,36.0,9.0,,,,,,185.0,6.5,64.3,1.0,,,,,-1.0,-28.0,,,,,,148.0,-30.5,27.3,-36.0,,,,,False,,,,,,False,False,False,False,,,,
29019,969,2172.0,1877.0,,,,,,2265.0,343.4,1941.2,1396.0,,2360.6,1017.0,,1203.0,908.0,,,,,,1296.0,-625.6,972.2,427.0,,1391.6,48.0,,True,,,,,,False,True,True,True,,False,True,
29021,330,732.0,144.0,,,,,,1735.0,169.4,715.7,470.0,,690.5,,,402.0,-186.0,,,,,,1405.0,-160.6,385.7,140.0,,360.5,,,True,,,,,,False,True,True,True,,True,,
29023,385,534.0,318.0,,,,,,916.0,116.1,376.9,319.0,,456.7,,,149.0,-67.0,,,,,,531.0,-268.9,-8.1,-66.0,,71.7,,,True,,,,,,False,False,True,True,,True,,
29025,35,72.0,11.0,,,,,,164.0,12.6,65.6,41.0,,,,,37.0,-24.0,,,,,,129.0,-22.4,30.6,6.0,,,,,True,,,,,,False,True,True,True,,,,
29027,317,366.0,53.0,,,,,,557.0,55.7,499.8,262.0,,467.7,,,49.0,-264.0,,,,,,240.0,-261.3,182.8,-55.0,,150.7,,,False,,,,,,False,False,False,False,,False,,
29029,185,372.0,51.0,,,,,,564.0,55.7,412.3,293.0,,272.9,,,187.0,-134.0,,,,,,379.0,-129.3,227.3,108.0,,87.9,,,True,,,,,,False,True,False,True,,True,,
29031,432,588.0,97.0,,,,,,1330.0,130.0,714.5,332.0,,412.0,,,156.0,-335.0,,,,,,898.0,-302.0,282.5,-100.0,,-20.0,,,False,,,,,,False,False,False,True,,True,,
29033,85,138.0,19.0,,,,,,170.0,17.3,98.0,138.0,,,,,53.0,-66.0,,,,,,85.0,-67.7,13.0,53.0,,,,,False,,,,,,False,False,True,False,,,,
29035,21,30.0,3.0,,,,,,111.0,2.9,27.8,3.0,,,,,9.0,-18.0,,,,,,90.0,-18.1,6.8,-18.0,,,,,False,,,,,,False,False,True,False,,,,
29037,695,1182.0,197.0,,,,,,2060.0,407.6,1142.8,1171.5,,2036.6,,,487.0,-498.0,,,,,,1365.0,-287.4,447.8,476.5,,1341.6,,,False,,,,,,False,True,True,True,,False,,
29039,84,96.0,46.0,,,,,,288.0,31.1,100.5,105.0,,,,,12.0,-38.0,,,,,,204.0,-52.9,16.5,21.0,,,,,False,,,,,,False,False,False,False,,,,
29041,27,108.0,18.0,,,,,,136.0,28.5,59.4,92.0,,,,,81.0,-9.0,,,,,,109.0,1.5,32.4,65.0,,,,,True,,,,,,False,True,True,True,,,,
