,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
25015,1447,2264.0,,2301.4,,2000.0,1944.0,7943.0,,,,,594.3,,2179.7,,3454.0,1331.0,517.6,,1021.4,874.0,,4054.5,2024.0,,,,1161.0,1912.8,,,,,,2041.2,3839.0,,,1902.5,817.0,,854.4,,553.0,497.0,6496.0,,,,,-852.7,,732.7,,2007.0,-116.0,-929.4,,-425.6,-573.0,,2607.5,577.0,,,,-286.0,465.8,,,,,,594.2,2392.0,,,455.5,,False,,True,True,False,,,,,False,,True,,False,True,False,,True,True,,False,True,,,,True,True,,,,,,True,False,,,True
25017,8548,12968.0,,12738.8,15565.3,10915.0,10018.0,10627.0,,,,,7332.6,,13214.4,,7691.7,15885.0,7123.4,,8831.5,10330.5,,9269.0,9866.3,,,,7248.0,22953.6,,,,,,15769.0,9227.0,,,11999.0,4420.0,,4190.8,7017.3,2367.0,1470.0,2079.0,,,,,-1215.4,,4666.4,,-856.3,7337.0,-1424.6,,283.5,1782.5,,721.0,1318.3,,,,-1300.0,14405.6,,,,,,7221.0,679.0,,,3451.0,,True,False,True,True,True,,,,,True,,False,,True,False,True,,True,True,,True,True,,,,True,False,,,,,,False,True,,,True
25019,0,0.0,,0.0,,0.0,21.0,0.0,,,,,93.4,,102.2,,,45.0,0.2,,0.0,,,,0.3,,,,11.0,91.6,,,,,,,,,,,0.0,,0.0,,0.0,21.0,0.0,,,,,93.4,,102.2,,,45.0,0.2,,0.0,,,,0.3,,,,11.0,91.6,,,,,,,,,,,,True,,True,False,True,,,,,False,,False,,,False,False,,True,,,,False,,,,False,False,,,,,,,,,,
25021,4328,7092.0,,7236.6,8445.1,6231.0,5557.0,5898.0,,,,,3956.6,,5882.6,,4635.1,8080.0,6449.2,,4270.9,5832.0,,4822.0,5166.9,,,,4069.0,11756.9,,,,,,7457.3,4504.0,,,7987.4,2764.0,,2908.6,4117.1,1903.0,1229.0,1570.0,,,,,-371.4,,1554.6,,307.1,3752.0,2121.2,,-57.1,1504.0,,494.0,838.9,,,,-259.0,7428.9,,,,,,3129.3,176.0,,,3659.4,,False,False,True,True,True,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,True,False,,,,,,False,True,,,False
25023,3478,6416.0,,6396.0,7314.0,5367.0,5148.0,7319.0,,,,,4070.9,,4872.6,,4385.3,7486.0,3226.7,,3801.0,3777.0,,4643.5,4651.4,,,,4110.0,9561.1,,,,,,10820.4,4624.0,,,6693.0,2938.0,,2918.0,3836.0,1889.0,1670.0,3841.0,,,,,592.9,,1394.6,,907.3,4008.0,-251.3,,323.0,299.0,,1165.5,1173.4,,,,632.0,6083.1,,,,,,7342.4,1146.0,,,3215.0,,True,False,True,True,False,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,True,False,,,,,,False,True,,,False
25025,6044,8536.0,,8740.9,10150.9,7455.0,5647.0,7676.0,,,,,5818.3,,6235.4,,5894.3,8584.0,6140.6,,3153.4,6975.5,,5990.0,6540.4,,,,4137.0,12245.7,,,,,,7720.7,5794.0,,,6485.6,2492.0,,2696.9,4106.9,1411.0,-397.0,1632.0,,,,,-225.7,,191.4,,-149.7,2540.0,96.6,,-2890.6,931.5,,-54.0,496.4,,,,-1907.0,6201.7,,,,,,1676.7,-250.0,,,441.6,,False,False,True,True,True,,,,,True,,True,,True,False,True,,False,True,,True,True,,,,True,False,,,,,,True,True,,,True
25027,5147,8220.0,,8319.8,10348.0,7074.0,6325.0,8611.0,,,,,4808.5,,8256.6,,5316.7,9162.0,3659.9,,4250.2,4909.0,,4708.5,6623.0,,,,5785.0,15570.1,,,,,,12626.7,7166.0,,,6688.5,3073.0,,3172.8,5201.0,1927.0,1178.0,3464.0,,,,,-338.5,,3109.6,,169.7,4015.0,-1487.1,,-896.8,-238.0,,-438.5,1476.0,,,,638.0,10423.1,,,,,,7479.7,2019.0,,,1541.5,,False,False,True,True,False,,,,,True,,False,,True,False,True,,True,True,,True,True,,,,True,False,,,,,,False,True,,,True
26001,17,32.0,,27.8,,25.0,32.0,10.0,,,,,19.9,,47.4,,,14.0,97.2,,36.7,,,8.0,22.9,,,,55.0,59.0,,,,,,,,,,38.7,15.0,,10.8,,8.0,15.0,-7.0,,,,,2.9,,30.4,,,-3.0,80.2,,19.7,,,-9.0,5.9,,,,38.0,42.0,,,,,,,,,,21.7,,True,,True,False,True,,,,,True,,False,,,True,False,,False,,,True,True,,,,False,False,,,,,,,,,,False
26003,6,24.0,,26.3,,30.0,35.0,38.0,,,,,36.7,,49.0,,,65.0,30.2,,44.2,,,4.0,18.4,,,,64.0,48.9,,,,,,,,,,,18.0,,20.3,,24.0,29.0,32.0,,,,,30.7,,43.0,,,59.0,24.2,,38.2,,,-2.0,12.4,,,,58.0,42.9,,,,,,,,,,,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,True,True,,,,False,False,,,,,,,,,,
26005,352,548.0,,551.3,,431.0,512.0,245.0,,,,,389.4,,588.6,,,511.0,262.5,,742.0,336.5,,356.0,354.8,,,,795.0,829.2,,,,,,1252.0,,,,437.3,196.0,,199.3,,79.0,160.0,-107.0,,,,,37.4,,236.6,,,159.0,-89.5,,390.0,-15.5,,4.0,2.8,,,,443.0,477.2,,,,,,900.0,,,,85.3,,False,,True,True,True,,,,,True,,False,,,True,True,,False,True,,True,True,,,,False,False,,,,,,False,,,,True
26007,67,76.0,,100.4,,76.0,80.0,16.0,,,,,79.3,,139.7,,,99.0,16.5,,100.2,,,20.0,56.2,,,,173.0,138.6,,,,,,,,,,111.2,9.0,,33.4,,9.0,13.0,-51.0,,,,,12.3,,72.7,,,32.0,-50.5,,33.2,,,-47.0,-10.8,,,,106.0,71.6,,,,,,,,,,44.2,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False
26009,106,88.0,,113.4,,78.0,87.0,40.0,,,,,66.4,,182.1,,,136.0,73.2,,110.0,,,66.0,69.1,,,,138.0,139.1,,,,,,,,,,86.3,-18.0,,7.4,,-28.0,-19.0,-66.0,,,,,-39.6,,76.1,,,30.0,-32.8,,4.0,,,-40.0,-36.9,,,,32.0,33.1,,,,,,,,,,-19.7,,True,,False,False,False,,,,,False,,False,,,False,False,,True,,,False,False,,,,False,False,,,,,,,,,,False
26011,43,96.0,,97.2,,66.0,67.0,71.0,,,,,34.1,,97.6,,,70.0,6.0,,84.0,,,36.0,53.2,,,,119.0,88.3,,,,,,,,,,100.3,53.0,,54.2,,23.0,24.0,28.0,,,,,-8.9,,54.6,,,27.0,-37.0,,41.0,,,-7.0,10.2,,,,76.0,45.3,,,,,,,,,,57.3,,False,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,False,True,,,,,,,,,,False
26013,16,40.0,,41.1,,29.0,41.0,0.0,,,,,26.4,,33.7,,,50.0,7.3,,25.8,,,26.0,24.2,,,,49.0,75.2,,,,,,,,,,118.1,24.0,,25.1,,13.0,25.0,-16.0,,,,,10.4,,17.7,,,34.0,-8.7,,9.8,,,10.0,8.2,,,,33.0,59.2,,,,,,,,,,102.1,,False,,True,False,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,False,,,,,,,,,,False
26015,218,260.0,,256.9,,237.0,272.0,211.0,,,,,195.5,,334.0,,,280.0,185.4,,279.7,175.0,,167.0,184.2,,,,470.0,507.2,,,,,,309.5,,,,344.1,42.0,,38.9,,19.0,54.0,-7.0,,,,,-22.5,,116.0,,,62.0,-32.6,,61.7,-43.0,,-51.0,-33.8,,,,252.0,289.2,,,,,,91.5,,,,126.1,,True,,True,False,True,,,,,True,,False,,,False,True,,False,False,,False,True,,,,False,False,,,,,,False,,,,False
26017,360,380.0,,414.1,,384.0,504.0,697.0,,,,,341.9,,493.4,,,574.0,102.0,,569.3,239.5,,175.0,249.8,,,,619.0,684.9,,,,,,1629.0,,,,392.9,20.0,,54.1,,24.0,144.0,337.0,,,,,-18.1,,133.4,,,214.0,-258.0,,209.3,-120.5,,-185.0,-110.2,,,,259.0,324.9,,,,,,1269.0,,,,32.9,,False,,False,False,False,,,,,True,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,False,,,,False
26019,55,60.0,,74.8,,59.0,64.0,58.0,,,,,49.8,,103.3,,,96.0,60.9,,69.7,,,32.0,49.2,,,,105.0,103.6,,,,,,,,,,86.5,5.0,,19.8,,4.0,9.0,3.0,,,,,-5.2,,48.3,,,41.0,5.9,,14.7,,,-23.0,-5.8,,,,50.0,48.6,,,,,,,,,,31.5,,False,,True,False,True,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False
26021,608,924.0,,953.1,,688.0,882.0,680.0,,,,,567.4,,885.6,,,632.0,481.2,,1030.9,686.5,,657.0,641.5,,,,1375.0,1242.0,,,,,,1820.8,381.0,,,913.9,316.0,,345.1,,80.0,274.0,72.0,,,,,-40.6,,277.6,,,24.0,-126.8,,422.9,78.5,,49.0,33.5,,,,767.0,634.0,,,,,,1212.8,-227.0,,,305.9,,False,,True,True,True,,,,,True,,True,,,True,True,,False,True,,True,True,,,,False,False,,,,,,False,True,,,True
26023,94,232.0,,234.2,,222.0,233.0,122.0,,,,,227.4,,249.5,,,226.0,98.0,,267.5,1604.0,,144.0,152.4,,,,347.0,238.9,,,,,,514.5,,,,329.4,138.0,,140.2,,128.0,139.0,28.0,,,,,133.4,,155.5,,,132.0,4.0,,173.5,1510.0,,50.0,58.4,,,,253.0,144.9,,,,,,420.5,,,,235.4,,False,,True,False,True,,,,,True,,False,,,True,True,,False,False,,True,True,,,,False,False,,,,,,False,,,,False
26025,708,804.0,,767.2,,689.0,702.0,996.0,,,,,540.2,,749.5,,,661.0,545.3,,772.9,478.5,,542.0,539.5,,,,946.0,1176.1,,,,,,851.0,527.0,,,766.3,96.0,,59.2,,-19.0,-6.0,288.0,,,,,-167.8,,41.5,,,-47.0,-162.7,,64.9,-229.5,,-166.0,-168.5,,,,238.0,468.1,,,,,,143.0,-181.0,,,58.3,,True,,True,True,False,,,,,False,,True,,,True,False,,True,False,,False,False,,,,False,False,,,,,,False,False,,,True
26027,270,328.0,,315.1,,248.0,287.0,206.0,,,,,207.4,,251.3,,,240.0,176.8,,247.9,182.0,,236.5,236.2,,,,482.0,459.7,,,,,,367.8,,,,293.2,58.0,,45.1,,-22.0,17.0,-64.0,,,,,-62.6,,-18.7,,,-30.0,-93.2,,-22.1,-88.0,,-33.5,-33.8,,,,212.0,189.7,,,,,,97.8,,,,23.2,,True,,True,True,False,,,,,False,,True,,,True,False,,True,False,,True,True,,,,False,False,,,,,,False,,,,True
26029,49,108.0,,102.8,,93.0,98.0,225.0,,,,,76.6,,114.4,,,183.0,69.5,,103.3,,,64.0,74.2,,,,169.0,145.4,,,,,,,,,,84.2,59.0,,53.8,,44.0,49.0,176.0,,,,,27.6,,65.4,,,134.0,20.5,,54.3,,,15.0,25.2,,,,120.0,96.4,,,,,,,,,,35.2,,True,,True,True,False,,,,,True,,False,,,False,True,,True,,,True,True,,,,False,False,,,,,,,,,,True
26031,163,64.0,,57.8,,47.0,71.0,29.0,,,,,43.8,,99.8,,,192.0,5.1,,67.3,,,16.0,37.7,,,,130.0,149.4,,,,,,,,,,56.6,-99.0,,-105.2,,-116.0,-92.0,-134.0,,,,,-119.2,,-63.2,,,29.0,-157.9,,-95.7,,,-147.0,-125.3,,,,-33.0,-13.6,,,,,,,,,,-106.4,,False,,False,True,False,,,,,False,,True,,,True,False,,True,,,False,False,,,,True,True,,,,,,,,,,False
26033,62,36.0,,63.8,,62.0,837.0,5.0,,,,,327.1,,183.6,,,275.0,22.5,,118.6,60979.4,,16.0,40.5,,,,177.0,239.7,,,,,,,,,,92.3,-26.0,,1.8,,0.0,775.0,-57.0,,,,,265.1,,121.6,,,213.0,-39.5,,56.6,60917.4,,-46.0,-21.5,,,,115.0,177.7,,,,,,,,,,30.3,,True,,True,False,False,,,,,False,,False,,,False,False,,False,False,,False,True,,,,False,False,,,,,,,,,,False
26035,69,260.0,,260.8,,151.0,162.0,217.0,,,,,101.8,,185.7,,,145.0,134.3,,170.1,114.0,,107.0,127.8,,,,261.0,218.6,,,,,,,,,,150.1,191.0,,191.8,,82.0,93.0,148.0,,,,,32.8,,116.7,,,76.0,65.3,,101.1,45.0,,38.0,58.8,,,,192.0,149.6,,,,,,,,,,81.1,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,,,,,,,,,,True
26037,267,416.0,,397.9,,369.0,332.0,497.0,,,,,295.5,,430.7,,,418.0,192.5,,361.7,231.0,,216.0,268.5,,,,392.0,539.4,,,,,,421.6,,,,406.7,149.0,,130.9,,102.0,65.0,230.0,,,,,28.5,,163.7,,,151.0,-74.5,,94.7,-36.0,,-51.0,1.5,,,,125.0,272.4,,,,,,154.6,,,,139.7,,True,,True,True,False,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,False,,,,,,False,,,,True
26039,43,36.0,,46.1,,36.0,51.0,30.0,,,,,28.5,,55.5,,,94.0,73.8,,69.1,,,26.0,30.8,,,,96.0,81.7,,,,,,,,,,39.1,-7.0,,3.1,,-7.0,8.0,-13.0,,,,,-14.5,,12.5,,,51.0,30.8,,26.1,,,-17.0,-12.2,,,,53.0,38.7,,,,,,,,,,-3.9,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,True
26041,76,28.0,,32.7,,44.0,132.0,39.0,,,,,125.2,,61.3,,,294.0,17.4,,113.5,20.0,,14.0,45.9,,,,202.0,576.6,,,,,,215.5,,,,123.9,-48.0,,-43.3,,-32.0,56.0,-37.0,,,,,49.2,,-14.7,,,218.0,-58.6,,37.5,-56.0,,-62.0,-30.1,,,,126.0,500.6,,,,,,139.5,,,,47.9,,True,,True,False,True,,,,,False,,True,,,False,False,,True,False,,False,True,,,,False,False,,,,,,False,,,,True
26043,24,72.0,,74.9,,72.0,112.0,32.0,,,,,80.6,,103.2,,,247.0,34.7,,88.9,,,42.0,66.6,,,,187.0,215.5,,,,,,,,,,127.0,48.0,,50.9,,48.0,88.0,8.0,,,,,56.6,,79.2,,,223.0,10.7,,64.9,,,18.0,42.6,,,,163.0,191.5,,,,,,,,,,103.0,,False,,False,False,True,,,,,False,,False,,,False,True,,False,,,True,True,,,,False,False,,,,,,,,,,False
26045,456,424.0,,458.8,,431.0,471.0,270.0,,,,,368.4,,532.9,,,554.0,628.4,,544.7,348.0,,238.0,307.7,,,,610.0,770.8,,,,,,1414.0,,,,492.1,-32.0,,2.8,,-25.0,15.0,-186.0,,,,,-87.6,,76.9,,,98.0,172.4,,88.7,-108.0,,-218.0,-148.3,,,,154.0,314.8,,,,,,958.0,,,,36.1,,True,,True,True,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,False,,,,False
26047,128,120.0,,117.4,,118.0,131.0,111.0,,,,,96.6,,188.3,,,230.0,113.7,,103.1,373.5,,82.0,98.7,,,,196.0,259.3,,,,,,,,,,125.4,-8.0,,-10.6,,-10.0,3.0,-17.0,,,,,-31.4,,60.3,,,102.0,-14.3,,-24.9,245.5,,-46.0,-29.3,,,,68.0,131.3,,,,,,,,,,-2.6,,False,,False,True,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,,,,,True
26049,1460,1296.0,,1278.4,,1237.0,1374.0,1119.0,,,,,1265.1,,1598.8,,580.2,2009.0,311.4,,1477.9,1300.5,,687.0,900.5,,,,2027.0,2436.6,,,,,,1479.8,262.0,,,1460.0,-164.0,,-181.6,,-223.0,-86.0,-341.0,,,,,-194.9,,138.8,,-879.8,549.0,-1148.6,,17.9,-159.5,,-773.0,-559.5,,,,567.0,976.6,,,,,,19.8,-1198.0,,,0.0,,False,,False,True,False,,,,,False,,True,,False,False,False,,True,True,,False,False,,,,False,False,,,,,,True,False,,,True
26051,53,124.0,,125.9,,102.0,113.0,92.0,,,,,78.6,,139.1,,,132.0,70.9,,127.0,,,67.0,72.9,,,,212.0,156.6,,,,,,,,,,131.2,71.0,,72.9,,49.0,60.0,39.0,,,,,25.6,,86.1,,,79.0,17.9,,74.0,,,14.0,19.9,,,,159.0,103.6,,,,,,,,,,78.2,,False,,True,True,True,,,,,True,,False,,,False,True,,False,,,True,True,,,,False,False,,,,,,,,,,False
26053,87,128.0,,137.5,,97.0,99.0,92.0,,,,,61.9,,72.8,,,84.0,129.5,,122.6,,,73.0,82.0,,,,152.0,109.4,,,,,,,,,,136.0,41.0,,50.5,,10.0,12.0,5.0,,,,,-25.1,,-14.2,,,-3.0,42.5,,35.6,,,-14.0,-5.0,,,,65.0,22.4,,,,,,,,,,49.0,,False,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,True,,,,,,,,,,False
26055,335,376.0,,391.8,,300.0,341.0,261.0,,,,,271.2,,398.2,,,497.0,132.2,,358.3,294.5,,216.0,235.6,,,,599.0,553.0,,,,,,271.9,,,,383.6,41.0,,56.8,,-35.0,6.0,-74.0,,,,,-63.8,,63.2,,,162.0,-202.8,,23.3,-40.5,,-119.0,-99.4,,,,264.0,218.0,,,,,,-63.1,,,,48.6,,False,,True,True,False,,,,,False,,False,,,False,False,,True,True,,False,False,,,,False,False,,,,,,False,,,,False
26057,71,152.0,,145.0,,187.0,944.0,263.0,,,,,311.9,,153.4,,,208.0,75.9,,154.7,58281.7,,60.0,98.3,,,,265.0,233.3,,,,,,207.2,,,,395.4,81.0,,74.0,,116.0,873.0,192.0,,,,,240.9,,82.4,,,137.0,4.9,,83.7,58210.7,,-11.0,27.3,,,,194.0,162.3,,,,,,136.2,,,,324.4,,True,,False,False,False,,,,,False,,False,,,False,True,,False,False,,True,True,,,,False,False,,,,,,False,,,,False
26059,194,268.0,,283.4,,206.0,227.0,141.0,,,,,177.5,,274.6,,,253.0,112.3,,313.7,145.0,,151.0,174.5,,,,373.0,318.7,,,,,,223.5,,,,312.8,74.0,,89.4,,12.0,33.0,-53.0,,,,,-16.5,,80.6,,,59.0,-81.7,,119.7,-49.0,,-43.0,-19.5,,,,179.0,124.7,,,,,,29.5,,,,118.8,,False,,True,True,True,,,,,True,,False,,,True,False,,False,True,,True,True,,,,False,False,,,,,,True,,,,False
26061,185,108.0,,105.4,,102.0,125.0,132.0,,,,,154.7,,165.9,,,202.0,82.7,,151.9,112.0,,46.5,90.0,,,,134.0,255.8,,,,,,,,,,111.0,-77.0,,-79.6,,-83.0,-60.0,-53.0,,,,,-30.3,,-19.1,,,17.0,-102.3,,-33.1,-73.0,,-138.5,-95.0,,,,-51.0,70.8,,,,,,,,,,-74.0,,False,,False,True,True,,,,,True,,True,,,True,False,,True,True,,False,False,,,,True,True,,,,,,,,,,True
26063,167,188.0,,156.8,,134.0,161.0,170.0,,,,,132.3,,205.1,,,48.0,65.1,,197.1,119.5,,110.0,130.6,,,,285.0,225.8,,,,,,,,,,212.6,21.0,,-10.2,,-33.0,-6.0,3.0,,,,,-34.7,,38.1,,,-119.0,-101.9,,30.1,-47.5,,-57.0,-36.4,,,,118.0,58.8,,,,,,,,,,45.6,,True,,False,True,True,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,,,,,False
26065,1213,1880.0,,1906.6,,1457.0,1458.0,2361.0,,,,,1051.9,,1480.7,,1755.7,1452.0,928.2,,1199.5,1061.0,,1440.0,1393.0,,,,1351.0,2573.7,,,,,,1616.3,549.0,,,1340.8,667.0,,693.6,,244.0,245.0,1148.0,,,,,-161.1,,267.7,,542.7,239.0,-284.8,,-13.5,-152.0,,227.0,180.0,,,,138.0,1360.7,,,,,,403.3,-664.0,,,127.8,,False,,True,True,False,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,False,,,,,,True,True,,,True
26067,231,244.0,,216.9,,269.0,345.0,362.0,,,,,376.5,,317.4,,,292.0,59.5,,290.3,8566.0,,179.0,191.0,,,,482.0,417.2,,,,,,741.0,,,,303.0,13.0,,-14.1,,38.0,114.0,131.0,,,,,145.5,,86.4,,,61.0,-171.5,,59.3,8335.0,,-52.0,-40.0,,,,251.0,186.2,,,,,,510.0,,,,72.0,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,False,,,,False
26069,27,28.0,,26.4,,39.0,69.0,39.0,,,,,48.1,,73.9,,,38.0,50.8,,92.8,,,7.0,34.1,,,,142.0,192.7,,,,,,,,,,72.7,1.0,,-0.6,,12.0,42.0,12.0,,,,,21.1,,46.9,,,11.0,23.8,,65.8,,,-20.0,7.1,,,,115.0,165.7,,,,,,,,,,45.7,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False
26071,9,32.0,,32.1,,30.0,141.0,17.0,,,,,39.3,,37.5,,,90.0,4.4,,46.0,,,4.0,20.3,,,,62.0,1023.9,,,,,,,,,,,23.0,,23.1,,21.0,132.0,8.0,,,,,30.3,,28.5,,,81.0,-4.6,,37.0,,,-5.0,11.3,,,,53.0,1014.9,,,,,,,,,,,,False,,True,False,True,,,,,False,,False,,,False,True,,False,,,True,True,,,,False,False,,,,,,,,,,
26073,178,168.0,,184.8,,157.0,255.0,68.0,,,,,182.5,,293.2,,,336.0,47.3,,219.2,92.5,,99.0,118.2,,,,421.0,510.7,,,,,,372.5,,,,263.8,-10.0,,6.8,,-21.0,77.0,-110.0,,,,,4.5,,115.2,,,158.0,-130.7,,41.2,-85.5,,-79.0,-59.8,,,,243.0,332.7,,,,,,194.5,,,,85.8,,True,,False,False,False,,,,,True,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,False,,,,False
26075,566,804.0,,783.5,,743.0,935.0,811.0,,,,,812.7,,868.0,,,833.0,512.6,,856.2,46173.5,,680.0,586.7,,,,976.0,1215.7,,,,,,511.1,313.0,,,804.1,238.0,,217.5,,177.0,369.0,245.0,,,,,246.7,,302.0,,,267.0,-53.4,,290.2,45607.5,,114.0,20.7,,,,410.0,649.7,,,,,,-54.9,-253.0,,,238.1,,True,,True,False,False,,,,,False,,False,,,False,True,,False,False,,True,True,,,,False,False,,,,,,True,False,,,False
26077,839,864.0,,877.1,,796.0,931.0,783.0,,,,,814.2,,1149.7,,,1084.0,767.3,,1114.1,546.5,,624.0,594.0,,,,1465.0,2021.3,,,,,,965.1,222.0,,,937.5,25.0,,38.1,,-43.0,92.0,-56.0,,,,,-24.8,,310.7,,,245.0,-71.7,,275.1,-292.5,,-215.0,-245.0,,,,626.0,1182.3,,,,,,126.1,-617.0,,,98.5,,False,,False,False,False,,,,,True,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,False
26079,68,48.0,,48.5,,48.0,58.0,39.0,,,,,27.6,,60.3,,,105.0,67.0,,48.4,,,34.0,36.6,,,,120.0,117.3,,,,,,,,,,50.3,-20.0,,-19.5,,-20.0,-10.0,-29.0,,,,,-40.4,,-7.7,,,37.0,-1.0,,-19.6,,,-34.0,-31.4,,,,52.0,49.3,,,,,,,,,,-17.7,,True,,False,True,False,,,,,False,,True,,,False,True,,True,,,False,False,,,,False,False,,,,,,,,,,True
26081,2328,2936.0,,2987.1,4358.6,2569.0,2753.0,3966.0,,,,,2321.3,,2954.9,,1959.7,2631.0,1269.2,,4048.6,1886.5,,1858.0,1987.8,,,,4323.0,4522.1,,,,,,3827.1,1298.0,,,2774.2,608.0,,659.1,2030.6,241.0,425.0,1638.0,,,,,-6.7,,626.9,,-368.3,303.0,-1058.8,,1720.6,-441.5,,-470.0,-340.2,,,,1995.0,2194.1,,,,,,1499.1,-1030.0,,,446.2,,False,False,True,True,False,,,,,True,,False,,True,True,False,,False,True,,True,True,,,,False,False,,,,,,False,False,,,True
26083,21,0.0,,0.9,,3.0,5.0,0.0,,,,,8.0,,10.6,,,8.0,3.2,,9.9,,,0.0,1.9,,,,4.0,12.2,,,,,,,,,,,-21.0,,-20.1,,-18.0,-16.0,-21.0,,,,,-13.0,,-10.4,,,-13.0,-17.8,,-11.1,,,-21.0,-19.1,,,,-17.0,-8.8,,,,,,,,,,,,True,,True,True,False,,,,,True,,True,,,True,True,,True,,,False,True,,,,True,True,,,,,,,,,,
