,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
01089,2048,5172.0,,5104.7,3962.1,3694.0,3731.0,13826.0,,,,,2488.7,,3189.0,,3778.1,3917.0,4371.3,,2793.6,1523.5,,2517.0,3200.7,,,,3594.0,3230.3,,,,,,4211.4,1767.0,,,3785.4,3124.0,,3056.7,1914.1,1646.0,1683.0,11778.0,,,,,440.7,,1141.0,,1730.1,1869.0,2323.3,,745.6,-524.5,,469.0,1152.7,,,,1546.0,1182.3,,,,,,2163.4,-281.0,,,1737.4,,True,True,True,True,False,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,True,,,True
01091,334,172.0,,113.8,,160.0,158.0,170.0,,,,,174.9,,52.0,,,246.0,712.7,,167.4,,,23.0,123.7,,,,169.0,64.1,,,,,,241.6,,,,309.2,-162.0,,-220.2,,-174.0,-176.0,-164.0,,,,,-159.1,,-282.0,,,-88.0,378.7,,-166.6,,,-311.0,-210.3,,,,-165.0,-269.9,,,,,,-92.4,,,,-24.8,,False,,False,False,False,,,,,True,,False,,,True,False,,False,,,False,False,,,,False,False,,,,,,True,,,,True
01093,237,228.0,,226.3,,172.0,175.0,106.0,,,,,209.5,,118.8,,,347.0,105.6,,168.5,73.5,,96.0,141.9,,,,258.0,173.1,,,,,,179.2,,,,285.2,-9.0,,-10.7,,-65.0,-62.0,-131.0,,,,,-27.5,,-118.2,,,110.0,-131.4,,-68.5,-163.5,,-141.0,-95.1,,,,21.0,-63.9,,,,,,-57.8,,,,48.2,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,False,,,,False
01095,499,980.0,,1022.3,,788.0,733.0,685.0,,,,,744.1,,456.2,,708.9,1221.0,984.4,,766.5,212.0,,507.0,677.9,,,,848.0,837.1,,,,,,840.6,,,,877.7,481.0,,523.3,,289.0,234.0,186.0,,,,,245.1,,-42.8,,209.9,722.0,485.4,,267.5,-287.0,,8.0,178.9,,,,349.0,338.1,,,,,,341.6,,,,378.7,,False,,True,True,True,,,,,True,,True,,True,False,False,,True,True,,True,True,,,,True,True,,,,,,True,,,,True
01097,2400,4996.0,,4892.3,4982.5,3760.0,3655.0,7088.0,,,,,3085.5,,3579.4,,3014.1,4680.0,4841.7,,3657.5,1623.0,,3183.0,3037.3,,,,3421.0,2822.3,,,,,,2598.9,2845.0,,,7313.3,2596.0,,2492.3,2582.5,1360.0,1255.0,4688.0,,,,,685.5,,1179.4,,614.1,2280.0,2441.7,,1257.5,-777.0,,783.0,637.3,,,,1021.0,422.3,,,,,,198.9,445.0,,,4913.3,,True,True,True,True,False,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,True,,,False
01099,45,256.0,,286.4,,164.0,164.0,116.0,,,,,133.1,,145.5,,,229.0,61.9,,138.6,,,100.0,136.8,,,,194.0,330.7,,,,,,,,,,182.1,211.0,,241.4,,119.0,119.0,71.0,,,,,88.1,,100.5,,,184.0,16.9,,93.6,,,55.0,91.8,,,,149.0,285.7,,,,,,,,,,137.1,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,True
01101,1372,2880.0,,2974.9,,1903.0,1803.0,2104.0,,,,,1904.3,,1706.9,,1678.3,2266.0,3718.3,,1941.3,1147.0,,788.0,1727.7,,,,2219.0,1115.2,,,,,,2168.9,1484.0,,,2678.9,1508.0,,1602.9,,531.0,431.0,732.0,,,,,532.3,,334.9,,306.3,894.0,2346.3,,569.3,-225.0,,-584.0,355.7,,,,847.0,-256.8,,,,,,796.9,112.0,,,1306.9,,False,,True,True,True,,,,,True,,True,,True,True,False,,True,True,,True,True,,,,True,True,,,,,,True,True,,,True
01103,568,1124.0,,1031.7,,846.0,838.0,640.0,,,,,888.7,,656.7,,,1497.0,790.8,,832.1,376.5,,663.5,861.6,,,,1162.0,964.4,,,,,,420.2,,,,1112.4,556.0,,463.7,,278.0,270.0,72.0,,,,,320.7,,88.7,,,929.0,222.8,,264.1,-191.5,,95.5,293.6,,,,594.0,396.4,,,,,,-147.8,,,,544.4,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,True,,,,,,True,,,,True
01105,29,164.0,,166.5,,91.0,87.0,167.0,,,,,87.4,,191.6,,,110.0,21.8,,75.6,,,26.0,85.1,,,,92.0,66.9,,,,,,,,,,196.9,135.0,,137.5,,62.0,58.0,138.0,,,,,58.4,,162.6,,,81.0,-7.2,,46.6,,,-3.0,56.1,,,,63.0,37.9,,,,,,,,,,167.9,,False,,True,True,False,,,,,True,,False,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,,,False
01107,120,336.0,,294.5,,240.0,196.0,161.0,,,,,143.5,,93.4,,,241.0,356.0,,147.7,,,154.0,165.8,,,,204.0,270.8,,,,,,279.2,,,,263.6,216.0,,174.5,,120.0,76.0,41.0,,,,,23.5,,-26.6,,,121.0,236.0,,27.7,,,34.0,45.8,,,,84.0,150.8,,,,,,159.2,,,,143.6,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,,,,,,True,,,,True
01109,120,336.0,,327.2,,248.0,237.0,120.0,,,,,268.7,,316.8,,,386.0,266.2,,276.1,142.5,,158.0,249.7,,,,263.0,120.9,,,,,,304.0,,,,387.4,216.0,,207.2,,128.0,117.0,0.0,,,,,148.7,,196.8,,,266.0,146.2,,156.1,22.5,,38.0,129.7,,,,143.0,0.9,,,,,,184.0,,,,267.4,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,False
01111,98,164.0,,163.7,,162.0,142.0,185.0,,,,,125.6,,149.5,,,254.0,346.1,,127.0,,,112.0,135.3,,,,178.0,166.9,,,,,,,,,,133.9,66.0,,65.7,,64.0,44.0,87.0,,,,,27.6,,51.5,,,156.0,248.1,,29.0,,,14.0,37.3,,,,80.0,68.9,,,,,,,,,,35.9,,True,,True,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,False,,,,,,,,,,True
01113,223,624.0,,613.0,,359.0,377.0,284.0,,,,,363.7,,420.2,,,627.0,556.0,,476.1,188.0,,261.0,317.2,,,,386.0,203.2,,,,,,373.3,,,,386.4,401.0,,390.0,,136.0,154.0,61.0,,,,,140.7,,197.2,,,404.0,333.0,,253.1,-35.0,,38.0,94.2,,,,163.0,-19.8,,,,,,150.3,,,,163.4,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,True
01115,631,1312.0,,1295.2,,920.0,860.0,1793.0,,,,,653.2,,690.9,,,956.0,1090.1,,620.7,340.0,,825.0,840.3,,,,888.0,1161.6,,,,,,622.6,,,,987.7,681.0,,664.2,,289.0,229.0,1162.0,,,,,22.2,,59.9,,,325.0,459.1,,-10.3,-291.0,,194.0,209.3,,,,257.0,530.6,,,,,,-8.4,,,,356.7,,True,,True,True,False,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,True
01117,1456,3124.0,,3415.0,,2178.0,2283.0,2870.0,,,,,1783.4,,1498.4,,1822.1,2325.0,3088.1,,1679.2,1064.5,,1906.5,1841.7,,,,2138.0,2953.5,,,,,,2341.0,1549.0,,,2452.6,1668.0,,1959.0,,722.0,827.0,1414.0,,,,,327.4,,42.4,,366.1,869.0,1632.1,,223.2,-391.5,,450.5,385.7,,,,682.0,1497.5,,,,,,885.0,93.0,,,996.6,,False,,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,True,,,True
01119,57,96.0,,106.0,,82.0,110.0,26.0,,,,,67.7,,68.5,,,131.0,1331.4,,49.4,,,79.0,69.1,,,,84.0,62.5,,,,,,,,,,124.6,39.0,,49.0,,25.0,53.0,-31.0,,,,,10.7,,11.5,,,74.0,1274.4,,-7.6,,,22.0,12.1,,,,27.0,5.5,,,,,,,,,,67.6,,False,,True,False,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,True,True,,,,,,,,,,False
01121,504,1508.0,,1464.3,,907.0,874.0,366.0,,,,,619.2,,519.6,,,917.0,1309.8,,774.7,384.5,,557.0,786.0,,,,1072.0,1064.4,,,,,,870.6,,,,1219.5,1004.0,,960.3,,403.0,370.0,-138.0,,,,,115.2,,15.6,,,413.0,805.8,,270.7,-119.5,,53.0,282.0,,,,568.0,560.4,,,,,,366.6,,,,715.5,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,True
01123,297,440.0,,749.5,,368.0,618.0,97.0,,,,,318.7,,257.3,,,413.0,10498.9,,454.1,213.0,,236.0,330.6,,,,416.0,164.8,,,,,,460.2,,,,929.1,143.0,,452.5,,71.0,321.0,-200.0,,,,,21.7,,-39.7,,,116.0,10201.9,,157.1,-84.0,,-61.0,33.6,,,,119.0,-132.2,,,,,,163.2,,,,632.1,,False,,True,False,False,,,,,True,,True,,,True,False,,False,True,,True,True,,,,True,True,,,,,,False,,,,False
01125,1385,3060.0,,3219.4,,2247.0,2231.0,6023.0,,,,,1833.5,,1056.9,,2170.0,2258.0,6873.4,,1597.1,881.5,,1759.5,1770.7,,,,2075.0,2002.9,,,,,,3688.7,2427.0,,,2460.8,1675.0,,1834.4,,862.0,846.0,4638.0,,,,,448.5,,-328.1,,785.0,873.0,5488.4,,212.1,-503.5,,374.5,385.7,,,,690.0,617.9,,,,,,2303.7,1042.0,,,1075.8,,False,,True,True,False,,,,,True,,True,,True,True,False,,True,True,,True,True,,,,True,True,,,,,,False,True,,,True
01127,349,480.0,,512.5,,378.0,431.0,331.0,,,,,418.6,,360.4,,,789.0,184.6,,368.2,105.0,,188.0,283.9,,,,553.0,475.3,,,,,,804.5,,,,502.7,131.0,,163.5,,29.0,82.0,-18.0,,,,,69.6,,11.4,,,440.0,-164.4,,19.2,-244.0,,-161.0,-65.1,,,,204.0,126.3,,,,,,455.5,,,,153.7,,False,,True,True,True,,,,,True,,True,,,False,False,,True,False,,False,True,,,,False,True,,,,,,False,,,,False
01129,83,108.0,,108.2,,106.0,112.0,90.0,,,,,114.2,,109.3,,,215.0,219.0,,118.1,,,64.0,95.3,,,,119.0,95.1,,,,,,,,,,257.2,25.0,,25.2,,23.0,29.0,7.0,,,,,31.2,,26.3,,,132.0,136.0,,35.1,,,-19.0,12.3,,,,36.0,12.1,,,,,,,,,,174.2,,False,,True,False,True,,,,,False,,False,,,False,False,,False,,,True,True,,,,False,True,,,,,,,,,,False
01131,68,160.0,,161.2,,109.0,111.0,177.0,,,,,102.3,,62.4,,,99.0,157.1,,96.8,,,83.0,95.7,,,,116.0,101.8,,,,,,,,,,247.3,92.0,,93.2,,41.0,43.0,109.0,,,,,34.3,,-5.6,,,31.0,89.1,,28.8,,,15.0,27.7,,,,48.0,33.8,,,,,,,,,,179.3,,False,,True,True,False,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,,,False
01133,194,76.0,,94.5,,79.0,123.0,58.0,,,,,149.4,,78.1,,,316.0,59.0,,124.2,,,36.0,81.3,,,,148.0,83.7,,,,,,32.9,,,,180.7,-118.0,,-99.5,,-115.0,-71.0,-136.0,,,,,-44.6,,-115.9,,,122.0,-135.0,,-69.8,,,-158.0,-112.7,,,,-46.0,-110.3,,,,,,-161.1,,,,-13.3,,True,,True,True,False,,,,,True,,True,,,False,False,,True,,,False,True,,,,True,True,,,,,,False,,,,True
02013,103,696.0,,739.1,,209.0,235.0,,,,,,50.5,,85.6,,,,772.3,,271.3,,,124.0,248.5,,,,90.0,30.6,,,,,,,,,,,593.0,,636.1,,106.0,132.0,,,,,,-52.5,,-17.4,,,,669.3,,168.3,,,21.0,145.5,,,,-13.0,-72.4,,,,,,,,,,,,False,,True,True,,,,,,True,,True,,,,False,,True,,,True,True,,,,True,True,,,,,,,,,,
02016,268,152.0,,143.4,,82.0,89.0,,,,,,58.7,,57.0,,,,67.4,,111.4,,,132.0,77.3,,,,96.0,47.5,,,,,,,,,,,-116.0,,-124.6,,-186.0,-179.0,,,,,,-209.3,,-211.0,,,,-200.6,,-156.6,,,-136.0,-190.7,,,,-172.0,-220.5,,,,,,,,,,,,False,,False,False,,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,,,,,,,,,,
02020,1209,1136.0,,1101.6,1879.3,1000.0,1427.0,987.0,,,,,1016.4,,857.3,,955.5,,793.7,,895.0,850.5,,520.0,755.9,,,,1751.0,2192.8,,,,,,1742.2,329.0,,,,-73.0,,-107.4,670.3,-209.0,218.0,-222.0,,,,,-192.6,,-351.7,,-253.5,,-415.3,,-314.0,-358.5,,-689.0,-453.1,,,,542.0,983.8,,,,,,533.2,-880.0,,,,,False,False,False,False,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,
02050,177,384.0,,390.0,,247.0,212.0,0.0,,,,,217.0,,45.2,,,,364.8,,275.8,,,66.0,200.7,,,,298.0,358.7,,,,,,,,,,,207.0,,213.0,,70.0,35.0,-177.0,,,,,40.0,,-131.8,,,,187.8,,98.8,,,-111.0,23.7,,,,121.0,181.7,,,,,,,,,,,,False,,True,True,True,,,,,True,,True,,,,True,,True,,,True,True,,,,True,True,,,,,,,,,,
02060,0,0.0,,0.0,,0.0,2.0,0.0,,,,,5.5,,10.0,,,,0.0,,0.0,,,,0.0,,,,7.0,5.3,,,,,,,,,,,0.0,,0.0,,0.0,2.0,0.0,,,,,5.5,,10.0,,,,0.0,,0.0,,,,0.0,,,,7.0,5.3,,,,,,,,,,,,True,,True,False,True,,,,,False,,False,,,,False,,True,,,,False,,,,False,False,,,,,,,,,,
02068,7,0.0,,0.3,,1.0,13.0,0.0,,,,,3.0,,7.1,,,,149.3,,4.8,,,4.0,0.4,,,,14.0,,,,,,,,,,,,-7.0,,-6.7,,-6.0,6.0,-7.0,,,,,-4.0,,0.1,,,,142.3,,-2.2,,,-3.0,-6.6,,,,7.0,,,,,,,,,,,,,True,,True,True,False,,,,,True,,True,,,,False,,True,,,True,True,,,,False,,,,,,,,,,,
02070,30,36.0,,37.1,,23.0,26.0,,,,,,11.8,,29.0,,,,20.9,,20.3,,,13.0,21.6,,,,50.0,42.1,,,,,,,,,,,6.0,,7.1,,-7.0,-4.0,,,,,,-18.2,,-1.0,,,,-9.1,,-9.7,,,-17.0,-8.4,,,,20.0,12.1,,,,,,,,,,,,False,,False,True,,,,,,False,,True,,,,False,,False,,,False,False,,,,False,False,,,,,,,,,,
02090,381,316.0,,351.1,,261.0,357.0,,,,,,294.2,,358.3,,,,92.0,,303.3,201.0,,58.0,215.5,,,,745.0,847.5,,,,,,377.7,,,,,-65.0,,-29.9,,-120.0,-24.0,,,,,,-86.8,,-22.7,,,,-289.0,,-77.7,-180.0,,-323.0,-165.5,,,,364.0,466.5,,,,,,-3.3,,,,,,True,,False,True,,,,,,False,,True,,,,False,,False,False,,False,False,,,,False,False,,,,,,True,,,,
02100,2,0.0,,0.0,,0.0,10.0,0.0,,,,,0.3,,4.0,,,,77.5,,4.5,,,4.0,0.7,,,,19.0,10.6,,,,,,,,,,,-2.0,,-2.0,,-2.0,8.0,-2.0,,,,,-1.7,,2.0,,,,75.5,,2.5,,,2.0,-1.3,,,,17.0,8.6,,,,,,,,,,,,False,,False,False,False,,,,,True,,True,,,,False,,False,,,False,True,,,,False,False,,,,,,,,,,
02105,0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,1.2,,,,0.2,,0.0,,,,0.1,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,1.2,,,,0.2,,0.0,,,,0.1,,,,,,,,,,,,,,,,,True,,True,True,True,,,,,,,False,,,,False,,True,,,,False,,,,,,,,,,,,,,,
02110,68,160.0,,173.4,,116.0,113.0,162.0,,,,,68.2,,118.5,,,,93.4,,65.9,84.0,,106.0,85.0,,,,172.0,196.6,,,,,,,,,,,92.0,,105.4,,48.0,45.0,94.0,,,,,0.2,,50.5,,,,25.4,,-2.1,16.0,,38.0,17.0,,,,104.0,128.6,,,,,,,,,,,,False,,True,True,False,,,,,True,,True,,,,True,,True,True,,True,True,,,,False,False,,,,,,,,,,
02122,110,80.0,,71.9,,73.0,172.0,70.0,,,,,122.0,,188.7,,,,19.6,,108.0,,,11.0,67.3,,,,398.0,391.8,,,,,,164.0,,,,,-30.0,,-38.1,,-37.0,62.0,-40.0,,,,,12.0,,78.7,,,,-90.4,,-2.0,,,-99.0,-42.7,,,,288.0,281.8,,,,,,54.0,,,,,,False,,False,False,False,,,,,True,,False,,,,False,,True,,,False,False,,,,False,False,,,,,,False,,,,
02130,84,36.0,,37.1,,25.0,31.0,0.0,,,,,13.0,,44.7,,,,64.0,,15.3,,,17.0,24.4,,,,77.0,,,,,,,,,,,,-48.0,,-46.9,,-59.0,-53.0,-84.0,,,,,-71.0,,-39.3,,,,-20.0,,-68.7,,,-67.0,-59.6,,,,-7.0,,,,,,,,,,,,,True,,False,False,False,,,,,False,,True,,,,True,,False,,,False,False,,,,True,,,,,,,,,,,
02150,20,44.0,,44.6,,40.0,40.0,,,,,,58.4,,64.2,,,,3.2,,29.4,,,0.0,26.5,,,,87.0,111.0,,,,,,,,,,,24.0,,24.6,,20.0,20.0,,,,,,38.4,,44.2,,,,-16.8,,9.4,,,-20.0,6.5,,,,67.0,91.0,,,,,,,,,,,,False,,True,True,,,,,,False,,False,,,,True,,True,,,True,True,,,,False,False,,,,,,,,,,
02158,64,132.0,,174.9,,45.0,57.0,0.0,,,,,,,19.0,,,,35.9,,82.1,,,10.0,64.5,,,,,,,,,,,,,,,,68.0,,110.9,,-19.0,-7.0,-64.0,,,,,,,-45.0,,,,-28.1,,18.1,,,-54.0,0.5,,,,,,,,,,,,,,,,,False,,True,True,True,,,,,,,True,,,,True,,True,,,True,True,,,,,,,,,,,,,,,
02164,12,0.0,,0.0,,0.0,10.0,0.0,,,,,0.0,,0.9,,,,0.4,,4.1,,,8.0,,,,,15.0,49.8,,,,,,,,,,,-12.0,,-12.0,,-12.0,-2.0,-12.0,,,,,-12.0,,-11.1,,,,-11.6,,-7.9,,,-4.0,,,,,3.0,37.8,,,,,,,,,,,,False,,False,True,False,,,,,True,,True,,,,True,,True,,,True,,,,,True,False,,,,,,,,,,
02170,1181,804.0,,778.8,,457.0,597.0,484.0,,,,,388.4,,531.5,,,,212.3,,405.5,338.5,,327.0,503.1,,,,835.0,1012.0,,,,,,1248.0,,,,,-377.0,,-402.2,,-724.0,-584.0,-697.0,,,,,-792.6,,-649.5,,,,-968.7,,-775.5,-842.5,,-854.0,-677.9,,,,-346.0,-169.0,,,,,,67.0,,,,,,False,,False,False,False,,,,,False,,False,,,,False,,False,False,,False,False,,,,True,True,,,,,,True,,,,
02180,16,16.0,,11.7,,13.0,25.0,0.0,,,,,18.5,,31.1,,,,6.1,,18.9,,,10.0,6.9,,,,65.0,88.1,,,,,,,,,,,0.0,,-4.3,,-3.0,9.0,-16.0,,,,,2.5,,15.1,,,,-9.9,,2.9,,,-6.0,-9.1,,,,49.0,72.1,,,,,,,,,,,,False,,False,False,False,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,,,,,,,,,,
02185,31,12.0,,20.9,,11.0,24.0,0.0,,,,,63.1,,33.8,,,,0.7,,38.5,,,2.0,7.7,,,,33.0,109.9,,,,,,,,,,,-19.0,,-10.1,,-20.0,-7.0,-31.0,,,,,32.1,,2.8,,,,-30.3,,7.5,,,-29.0,-23.3,,,,2.0,78.9,,,,,,,,,,,,True,,False,True,False,,,,,False,,True,,,,False,,True,,,False,False,,,,True,False,,,,,,,,,,
02188,15,12.0,,15.0,,16.0,82.0,0.0,,,,,45.5,,40.0,,,,12.6,,48.9,,,0.0,8.9,,,,71.0,78.1,,,,,,,,,,,-3.0,,0.0,,1.0,67.0,-15.0,,,,,30.5,,25.0,,,,-2.4,,33.9,,,-15.0,-6.1,,,,56.0,63.1,,,,,,,,,,,,True,,True,False,False,,,,,False,,False,,,,True,,False,,,False,False,,,,False,False,,,,,,,,,,
02195,90,8.0,,6.5,,2.0,7.0,0.0,,,,,1.7,,9.8,,,,0.1,,5.2,,,10.0,1.1,,,,19.0,,,,,,,,,,,,-82.0,,-83.5,,-88.0,-83.0,-90.0,,,,,-88.3,,-80.2,,,,-89.9,,-84.8,,,-80.0,-88.9,,,,-71.0,,,,,,,,,,,,,False,,False,False,False,,,,,False,,True,,,,False,,False,,,True,False,,,,True,,,,,,,,,,,
02198,6,0.0,,0.1,,0.0,0.0,0.0,,,,,3.9,,5.8,,,,1.4,,2.8,,,0.0,0.5,,,,,,,,,,,,,,,,-6.0,,-5.9,,-6.0,-6.0,-6.0,,,,,-2.1,,-0.2,,,,-4.6,,-3.2,,,-6.0,-5.5,,,,,,,,,,,,,,,,,True,,False,False,False,,,,,True,,True,,,,True,,True,,,False,True,,,,,,,,,,,,,,,
02220,15,16.0,,14.2,,12.0,19.0,0.0,,,,,13.7,,34.7,,,,2.5,,12.5,,,0.0,9.7,,,,63.0,68.2,,,,,,,,,,,1.0,,-0.8,,-3.0,4.0,-15.0,,,,,-1.3,,19.7,,,,-12.5,,-2.5,,,-15.0,-5.3,,,,48.0,53.2,,,,,,,,,,,,True,,False,False,False,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,,,,,,,,,,
02230,4,0.0,,0.0,,0.0,0.0,0.0,,,,,0.7,,1.7,,,,0.0,,0.9,,,0.0,0.0,,,,,,,,,,,,,,,,-4.0,,-4.0,,-4.0,-4.0,-4.0,,,,,-3.3,,-2.3,,,,-4.0,,-3.1,,,-4.0,-4.0,,,,,,,,,,,,,,,,,False,,False,False,False,,,,,True,,True,,,,True,,True,,,False,True,,,,,,,,,,,,,,,
02240,52,44.0,,39.2,,34.0,44.0,,,,,,15.2,,29.7,,,,304.4,,13.2,,,28.0,28.8,,,,61.0,43.6,,,,,,,,,,,-8.0,,-12.8,,-18.0,-8.0,,,,,,-36.8,,-22.3,,,,252.4,,-38.8,,,-24.0,-23.2,,,,9.0,-8.4,,,,,,,,,,,,False,,False,False,,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,,,,,,,,,,
02261,4,48.0,,53.2,,47.0,62.0,,,,,,25.2,,51.0,,,,480.4,,47.1,,,7.0,27.9,,,,89.0,88.6,,,,,,,,,,,44.0,,49.2,,43.0,58.0,,,,,,21.2,,47.0,,,,476.4,,43.1,,,3.0,23.9,,,,85.0,84.6,,,,,,,,,,,,False,,True,False,,,,,,True,,False,,,,False,,True,,,True,True,,,,False,False,,,,,,,,,,
02275,4,4.0,,4.3,,0.0,0.0,0.0,,,,,0.9,,3.0,,,,0.1,,4.6,,,0.0,0.6,,,,,,,,,,,,,,,,0.0,,0.3,,-4.0,-4.0,-4.0,,,,,-3.1,,-1.0,,,,-3.9,,0.6,,,-4.0,-3.4,,,,,,,,,,,,,,,,,False,,False,False,False,,,,,False,,False,,,,False,,False,,,False,False,,,,,,,,,,,,,,,
02282,3,0.0,,3.2,,2.0,4.0,0.0,,,,,,,1.8,,,,4.7,,2.6,,,8.0,0.2,,,,5.0,4.3,,,,,,,,,,,-3.0,,0.2,,-1.0,1.0,-3.0,,,,,,,-1.2,,,,1.7,,-0.4,,,5.0,-2.8,,,,2.0,1.3,,,,,,,,,,,,True,,True,True,False,,,,,,,True,,,,True,,True,,,False,True,,,,True,True,,,,,,,,,,
02290,64,16.0,,18.4,,10.0,18.0,0.0,,,,,18.4,,21.2,,,,5.6,,22.3,,,0.0,7.7,,,,57.0,,,,,,,,,,,,-48.0,,-45.6,,-54.0,-46.0,-64.0,,,,,-45.6,,-42.8,,,,-58.4,,-41.7,,,-64.0,-56.3,,,,-7.0,,,,,,,,,,,,,True,,False,True,False,,,,,True,,True,,,,False,,True,,,False,False,,,,True,,,,,,,,,,,
04001,820,1312.0,,1390.8,,896.0,753.0,1123.0,,,,,650.8,,291.7,,,1008.0,3080.3,,984.2,522.5,,543.5,721.8,,,,323.0,1454.7,,,,,,629.1,,,,1209.0,492.0,,570.8,,76.0,-67.0,303.0,,,,,-169.2,,-528.3,,,188.0,2260.3,,164.2,-297.5,,-276.5,-98.2,,,,-497.0,634.7,,,,,,-190.9,,,,389.0,,False,,True,True,True,,,,,True,,False,,,True,False,,True,True,,True,True,,,,False,False,,,,,,True,,,,True
