,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IUPUI-HkPrMobiDyR,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IUPUI-HkPrMobiDyR,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IUPUI-HkPrMobiDyR,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
37079,29,56.0,,58.3,,55.0,48.0,55.0,,,,,57.1,,35.1,,,52.5,99.0,33.1,,85.9,,,36.0,41.6,,,,33.0,55.0,,,,,,57.6,22.2,,,,82.4,71.9,27.0,,29.3,,26.0,19.0,26.0,,,,,28.1,,6.1,,,23.5,70.0,4.1,,56.9,,,7.0,12.6,,,,4.0,26.0,,,,,,28.6,-6.8,,,,53.4,42.9,,False,,True,True,True,,,,,False,,True,,,True,False,True,,False,,,True,True,,,,True,True,,,,,,False,True,,,,False,False
37081,1516,1858.0,,1802.5,1766.8,1445.0,1331.0,1173.0,,,,,1100.8,,1205.8,,1115.3,1201.1,2060.0,1271.7,,1978.2,2382.0,,944.0,1158.8,,,,1116.0,1567.0,,,,,,1353.7,5223.1,916.0,,,1819.0,1858.7,342.0,,286.5,250.8,-71.0,-185.0,-343.0,,,,,-415.2,,-310.2,,-400.7,-314.9,544.0,-244.3,,462.2,866.0,,-572.0,-357.2,,,,-400.0,51.0,,,,,,-162.3,3707.1,-600.0,,,303.0,342.7,,True,True,True,True,False,,,,,False,,True,,False,True,False,True,,False,False,,False,False,,,,False,True,,,,,,True,False,False,,,True,False
37083,110,140.0,,160.6,,153.0,115.0,122.0,,,,,144.8,,90.5,,,106.5,179.0,67.5,,252.5,261.5,,23.0,108.4,,,,74.0,117.0,,,,,,134.9,75.4,,,,162.1,247.1,30.0,,50.6,,43.0,5.0,12.0,,,,,34.8,,-19.5,,,-3.5,69.0,-42.5,,142.5,151.5,,-87.0,-1.6,,,,-36.0,7.0,,,,,,24.9,-34.6,,,,52.1,137.1,,False,,False,True,True,,,,,False,,True,,,True,False,False,,False,False,,False,True,,,,False,True,,,,,,True,False,,,,False,False
37085,507,574.0,,634.3,,447.0,389.0,370.0,,,,,289.6,,498.1,,,430.3,629.0,353.4,,454.2,621.0,,363.0,412.4,,,,404.0,474.0,,,,,,436.7,387.0,475.0,,,656.8,476.0,67.0,,127.3,,-60.0,-118.0,-137.0,,,,,-217.4,,-8.9,,,-76.7,122.0,-153.6,,-52.8,114.0,,-144.0,-94.6,,,,-103.0,-33.0,,,,,,-70.3,-120.0,-32.0,,,149.8,-31.0,,False,,True,False,False,,,,,False,,True,,,False,False,False,,True,False,,False,False,,,,False,True,,,,,,False,False,True,,,False,True
37087,126,228.0,,252.4,,182.0,163.0,141.0,,,,,113.1,,194.1,,,185.1,271.0,119.1,,163.6,210.5,,145.0,186.9,,,,142.0,180.0,,,,,,163.0,150.4,,,,189.9,213.3,102.0,,126.4,,56.0,37.0,15.0,,,,,-12.9,,68.1,,,59.1,145.0,-6.9,,37.6,84.5,,19.0,60.9,,,,16.0,54.0,,,,,,37.0,24.4,,,,63.9,87.3,,False,,True,True,True,,,,,True,,True,,,True,False,True,,True,True,,True,True,,,,True,True,,,,,,True,True,,,,True,True
37089,461,338.0,,459.8,,298.0,255.0,189.0,,,,,246.4,,293.6,,,264.9,537.0,167.6,,334.7,383.0,,154.0,263.1,,,,200.0,309.0,,,,,,477.3,239.8,,,,309.4,464.0,-123.0,,-1.2,,-163.0,-206.0,-272.0,,,,,-214.6,,-167.4,,,-196.1,76.0,-293.4,,-126.3,-78.0,,-307.0,-197.9,,,,-261.0,-152.0,,,,,,16.3,-221.2,,,,-151.6,3.0,,True,,False,False,False,,,,,False,,False,,,False,True,False,,False,True,,False,False,,,,False,False,,,,,,True,False,,,,False,True
37091,44,80.0,,79.8,,60.0,58.0,34.0,,,,,52.3,,51.1,,,67.9,93.0,32.5,,69.8,,,41.0,60.4,,,,47.0,63.0,,,,,,,51.0,,,,57.2,82.2,36.0,,35.8,,16.0,14.0,-10.0,,,,,8.3,,7.1,,,23.9,49.0,-11.5,,25.8,,,-3.0,16.4,,,,3.0,19.0,,,,,,,7.0,,,,13.2,38.2,,True,,True,True,True,,,,,True,,True,,,True,False,True,,True,,,True,True,,,,True,True,,,,,,,True,,,,True,False
37093,140,190.0,,168.9,,161.0,149.0,135.0,,,,,111.2,,223.7,,,163.0,265.0,175.1,,168.6,207.0,,112.0,163.3,,,,138.0,152.0,,,,,,151.9,141.8,,,,180.6,160.1,50.0,,28.9,,21.0,9.0,-5.0,,,,,-28.8,,83.7,,,23.0,125.0,35.1,,28.6,67.0,,-28.0,23.3,,,,-2.0,12.0,,,,,,11.9,1.8,,,,40.6,20.1,,True,,True,True,True,,,,,True,,False,,,True,False,True,,True,False,,True,True,,,,True,True,,,,,,True,True,,,,True,True
37095,10,10.0,,8.6,,8.0,10.0,4.0,,,,,15.2,,5.4,,,9.9,18.0,5.4,,10.0,,,0.0,6.9,,,,9.0,11.0,,,,,,,7.5,,,,5.9,21.1,0.0,,-1.4,,-2.0,0.0,-6.0,,,,,5.2,,-4.6,,,-0.1,8.0,-4.6,,0.0,,,-10.0,-3.1,,,,-1.0,1.0,,,,,,,-2.5,,,,-4.1,11.1,,False,,False,True,False,,,,,False,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
37097,640,894.0,,995.0,,605.0,548.0,388.0,,,,,474.2,,553.9,,,621.6,908.0,282.0,,730.9,940.5,,343.0,576.4,,,,507.0,724.0,,,,,,816.1,539.4,522.0,,,950.4,810.3,254.0,,355.0,,-35.0,-92.0,-252.0,,,,,-165.8,,-86.1,,,-18.4,268.0,-358.0,,90.9,300.5,,-297.0,-63.6,,,,-133.0,84.0,,,,,,176.1,-100.6,-118.0,,,310.4,170.3,,False,,True,True,True,,,,,True,,True,,,True,False,False,,True,False,,False,True,,,,True,True,,,,,,True,True,True,,,False,True
37099,133,202.0,,193.7,,118.0,102.0,48.0,,,,,78.3,,409.3,,,186.8,188.0,56.8,,108.1,154.5,,65.0,114.7,,,,217.0,120.0,,,,,,144.5,129.4,,,,159.9,136.4,69.0,,60.7,,-15.0,-31.0,-85.0,,,,,-54.7,,276.3,,,53.8,55.0,-76.2,,-24.9,21.5,,-68.0,-18.3,,,,84.0,-13.0,,,,,,11.5,-3.6,,,,26.9,3.4,,True,,True,True,False,,,,,True,,False,,,True,True,False,,True,True,,True,True,,,,False,True,,,,,,True,True,,,,True,True
37101,816,916.0,,825.5,,698.0,650.0,740.0,,,,,503.8,,599.0,,709.8,678.9,982.0,660.2,,827.3,945.5,,558.5,705.8,,,,681.0,643.0,,,,,,979.1,569.2,546.0,,,1048.6,727.1,100.0,,9.5,,-118.0,-166.0,-76.0,,,,,-312.2,,-217.0,,-106.2,-137.1,166.0,-155.8,,11.3,129.5,,-257.5,-110.2,,,,-135.0,-173.0,,,,,,163.1,-246.8,-270.0,,,232.6,-88.9,,True,,False,False,True,,,,,False,,False,,False,False,False,False,,True,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,True
37103,47,58.0,,56.5,,51.0,42.0,58.0,,,,,24.0,,52.3,,,50.2,40.0,60.5,,38.9,,,57.0,49.0,,,,63.0,52.0,,,,,,,29.1,,,,65.1,44.8,11.0,,9.5,,4.0,-5.0,11.0,,,,,-23.0,,5.3,,,3.2,-7.0,13.5,,-8.1,,,10.0,2.0,,,,16.0,5.0,,,,,,,-17.9,,,,18.1,-2.2,,True,,True,True,False,,,,,False,,True,,,True,True,False,,True,,,True,True,,,,False,True,,,,,,,False,,,,False,True
37105,182,290.0,,296.4,,208.0,168.0,151.0,,,,,156.4,,178.2,,191.7,183.0,271.0,129.2,,228.2,304.0,,91.0,167.1,,,,188.0,236.0,,,,,,208.2,229.6,,,,239.7,237.2,108.0,,114.4,,26.0,-14.0,-31.0,,,,,-25.6,,-3.8,,9.7,1.0,89.0,-52.8,,46.2,122.0,,-91.0,-14.9,,,,6.0,54.0,,,,,,26.2,47.6,,,,57.7,55.2,,False,,True,True,True,,,,,True,,True,,True,True,True,True,,True,False,,True,True,,,,True,True,,,,,,True,True,,,,True,True
37107,165,334.0,,363.8,,288.0,199.0,374.0,,,,,159.3,,254.7,,,226.4,257.0,273.5,,267.7,337.0,,177.0,199.5,,,,258.0,284.0,,,,,,295.7,199.9,,,,417.4,346.3,169.0,,198.8,,123.0,34.0,209.0,,,,,-5.7,,89.7,,,61.4,92.0,108.5,,102.7,172.0,,12.0,34.5,,,,93.0,119.0,,,,,,130.7,34.9,,,,252.4,181.3,,False,,True,True,False,,,,,True,,True,,,True,True,True,,True,False,,True,True,,,,True,True,,,,,,True,True,,,,False,False
37109,297,388.0,,404.7,,315.0,285.0,317.0,,,,,234.9,,211.3,,,291.1,510.0,197.3,,377.9,438.0,,200.0,298.3,,,,246.0,354.0,,,,,,280.2,284.4,,,,200.6,333.9,91.0,,107.7,,18.0,-12.0,20.0,,,,,-62.1,,-85.7,,,-5.9,213.0,-99.7,,80.9,141.0,,-97.0,1.3,,,,-51.0,57.0,,,,,,-16.8,-12.6,,,,-96.4,36.9,,False,,True,True,True,,,,,True,,True,,,True,False,False,,True,False,,False,True,,,,True,True,,,,,,True,True,,,,False,True
37111,162,228.0,,230.2,,175.0,152.0,202.0,,,,,116.1,,102.3,,,161.9,240.0,170.2,,199.5,214.0,,125.0,162.9,,,,177.0,172.0,,,,,,173.1,127.3,,,,61.4,214.8,66.0,,68.2,,13.0,-10.0,40.0,,,,,-45.9,,-59.7,,,-0.1,78.0,8.2,,37.5,52.0,,-37.0,0.9,,,,15.0,10.0,,,,,,11.1,-34.7,,,,-100.6,52.8,,False,,True,True,True,,,,,True,,True,,,True,False,True,,True,True,,True,True,,,,True,True,,,,,,True,True,,,,False,True
37113,64,80.0,,96.3,,93.0,72.0,68.0,,,,,63.8,,92.4,,,62.8,125.0,217.6,,106.3,132.0,,52.0,76.1,,,,69.0,99.0,,,,,,,43.9,,,,91.1,152.6,16.0,,32.3,,29.0,8.0,4.0,,,,,-0.2,,28.4,,,-1.2,61.0,153.6,,42.3,68.0,,-12.0,12.1,,,,5.0,35.0,,,,,,,-20.1,,,,27.1,88.6,,False,,False,True,True,,,,,True,,False,,,True,False,False,,False,False,,True,True,,,,True,False,,,,,,,False,,,,False,False
37115,57,66.0,,65.5,,43.0,36.0,33.0,,,,,31.6,,71.4,,,50.3,97.0,50.8,,51.4,,,22.0,36.4,,,,43.0,42.0,,,,,,,47.3,,,,63.2,57.6,9.0,,8.5,,-14.0,-21.0,-24.0,,,,,-25.4,,14.4,,,-6.7,40.0,-6.2,,-5.6,,,-35.0,-20.6,,,,-14.0,-15.0,,,,,,,-9.7,,,,6.2,0.6,,True,,False,False,False,,,,,False,,False,,,True,False,True,,True,,,False,False,,,,False,False,,,,,,,False,,,,True,True
37117,56,112.0,,102.8,,77.0,72.0,50.0,,,,,52.0,,81.6,,,83.2,85.0,53.7,,64.2,,,63.0,76.4,,,,104.0,82.0,,,,,,,74.5,,,,103.4,92.7,56.0,,46.8,,21.0,16.0,-6.0,,,,,-4.0,,25.6,,,27.2,29.0,-2.3,,8.2,,,7.0,20.4,,,,48.0,26.0,,,,,,,18.5,,,,47.4,36.7,,True,,True,True,True,,,,,True,,True,,,True,True,True,,True,,,True,True,,,,True,True,,,,,,,True,,,,True,True
37119,3332,4362.0,,4289.4,3433.0,3218.0,2980.0,2927.0,,,,,2497.3,,3024.5,,2988.0,3036.4,5372.0,2566.8,,4607.3,4634.0,,2232.0,3073.4,,,,2808.0,3452.0,,,,,,4989.4,2942.6,2610.0,,,4349.6,3853.9,1030.0,,957.4,101.0,-114.0,-352.0,-405.0,,,,,-834.7,,-307.5,,-344.0,-295.6,2040.0,-765.2,,1275.3,1302.0,,-1100.0,-258.6,,,,-524.0,120.0,,,,,,1657.4,-389.4,-722.0,,,1017.6,521.9,,True,True,True,True,True,,,,,True,,True,,True,True,False,True,,False,False,,False,True,,,,True,True,,,,,,False,True,True,,,True,True
37121,16,26.0,,34.3,,29.0,21.0,52.0,,,,,25.1,,26.9,,,18.8,64.0,11.7,,47.4,,,2.0,18.7,,,,17.0,27.0,,,,,,,24.1,,,,15.1,42.9,10.0,,18.3,,13.0,5.0,36.0,,,,,9.1,,10.9,,,2.8,48.0,-4.3,,31.4,,,-14.0,2.7,,,,1.0,11.0,,,,,,,8.1,,,,-0.9,26.9,,False,,False,True,False,,,,,True,,False,,,True,False,True,,False,,,False,True,,,,True,False,,,,,,,True,,,,True,False
37123,122,136.0,,151.2,,110.0,103.0,102.0,,,,,83.3,,125.8,,,117.4,145.0,96.4,,120.5,,,91.0,109.4,,,,110.0,108.0,,,,,,94.3,70.5,,,,115.8,127.5,14.0,,29.2,,-12.0,-19.0,-20.0,,,,,-38.7,,3.8,,,-4.6,23.0,-25.6,,-1.5,,,-31.0,-12.6,,,,-12.0,-14.0,,,,,,-27.7,-51.5,,,,-6.2,5.5,,False,,True,False,False,,,,,False,,True,,,True,False,False,,True,,,False,True,,,,True,False,,,,,,False,False,,,,True,True
37125,341,338.0,,317.6,,278.0,220.0,208.0,,,,,218.0,,328.3,,195.9,253.3,461.0,159.9,,331.4,355.0,,117.0,214.0,,,,199.0,307.0,,,,,,669.0,218.7,,,,324.0,343.8,-3.0,,-23.4,,-63.0,-121.0,-133.0,,,,,-123.0,,-12.7,,-145.1,-87.7,120.0,-181.1,,-9.6,14.0,,-224.0,-127.0,,,,-142.0,-34.0,,,,,,328.0,-122.3,,,,-17.0,2.8,,False,,False,False,False,,,,,False,,False,,False,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,True
37127,411,598.0,,608.9,,411.0,394.0,262.0,,,,,303.3,,348.5,,,457.7,390.0,152.3,,540.4,549.5,,344.0,434.2,,,,368.0,441.0,,,,,,417.0,368.7,,,,585.7,498.9,187.0,,197.9,,0.0,-17.0,-149.0,,,,,-107.7,,-62.5,,,46.7,-21.0,-258.7,,129.4,138.5,,-67.0,23.2,,,,-43.0,30.0,,,,,,6.0,-42.3,,,,174.7,87.9,,False,,True,True,True,,,,,True,,True,,,True,True,False,,True,True,,True,True,,,,True,True,,,,,,True,True,,,,True,True
37129,748,1172.0,,1139.3,,968.0,747.0,939.0,,,,,520.3,,746.5,,,796.7,1175.0,1030.9,,873.4,1209.0,,576.5,844.0,,,,964.0,910.0,,,,,,1059.0,925.8,630.0,,,1515.9,1064.3,424.0,,391.3,,220.0,-1.0,191.0,,,,,-227.7,,-1.5,,,48.7,427.0,282.9,,125.4,461.0,,-171.5,96.0,,,,216.0,162.0,,,,,,311.0,177.8,-118.0,,,767.9,316.3,,True,,True,True,True,,,,,True,,True,,,True,False,True,,True,False,,True,True,,,,True,True,,,,,,True,True,True,,,False,True
37131,69,36.0,,16.3,,28.0,32.0,52.0,,,,,48.6,,36.5,,,36.4,52.0,9.6,,62.7,,,6.0,27.6,,,,18.0,22.0,,,,,,,28.4,,,,19.2,88.7,-33.0,,-52.7,,-41.0,-37.0,-17.0,,,,,-20.4,,-32.5,,,-32.6,-17.0,-59.4,,-6.3,,,-63.0,-41.4,,,,-51.0,-47.0,,,,,,,-40.6,,,,-49.8,19.7,,False,,False,False,True,,,,,True,,True,,,True,True,False,,True,,,False,False,,,,False,False,,,,,,,False,,,,False,True
37133,487,552.0,,628.7,,462.0,418.0,197.0,,,,,402.1,,456.4,,,433.0,1027.0,190.3,,718.1,624.5,,235.0,423.4,,,,264.0,490.0,,,,,,509.5,335.5,319.0,,,553.2,664.3,65.0,,141.7,,-25.0,-69.0,-290.0,,,,,-84.9,,-30.6,,,-54.0,540.0,-296.7,,231.1,137.5,,-252.0,-63.6,,,,-223.0,3.0,,,,,,22.5,-151.5,-168.0,,,66.2,177.3,,False,,True,False,False,,,,,False,,True,,,True,False,False,,False,False,,False,True,,,,False,True,,,,,,True,False,False,,,False,False
37135,272,390.0,,418.2,,278.0,259.0,233.0,,,,,251.4,,287.7,,273.4,249.3,697.0,312.3,,408.0,537.5,,238.0,249.3,,,,261.0,239.0,,,,,,421.2,263.9,197.0,,,434.6,465.2,118.0,,146.2,,6.0,-13.0,-39.0,,,,,-20.6,,15.7,,1.4,-22.7,425.0,40.3,,136.0,265.5,,-34.0,-22.7,,,,-11.0,-33.0,,,,,,149.2,-8.1,-75.0,,,162.6,193.2,,False,,True,True,True,,,,,True,,True,,True,True,False,True,,False,False,,True,True,,,,True,True,,,,,,False,True,True,,,False,False
37137,56,92.0,,92.1,,79.0,54.0,88.0,,,,,33.1,,86.3,,,65.5,38.0,141.5,,59.0,,,79.0,57.3,,,,87.0,70.0,,,,,,,63.5,,,,95.8,82.4,36.0,,36.1,,23.0,-2.0,32.0,,,,,-22.9,,30.3,,,9.5,-18.0,85.5,,3.0,,,23.0,1.3,,,,31.0,14.0,,,,,,,7.5,,,,39.8,26.4,,False,,True,True,True,,,,,True,,True,,,True,True,False,,True,,,True,True,,,,True,True,,,,,,,True,,,,False,True
37139,84,166.0,,174.0,,137.0,99.0,168.0,,,,,92.5,,142.9,,,121.6,161.0,152.6,,133.4,181.0,,61.0,95.9,,,,121.0,134.0,,,,,,159.8,136.1,,,,117.8,,82.0,,90.0,,53.0,15.0,84.0,,,,,8.5,,58.9,,,37.6,77.0,68.6,,49.4,97.0,,-23.0,11.9,,,,37.0,50.0,,,,,,75.8,52.1,,,,33.8,,,False,,True,True,False,,,,,True,,True,,,True,True,True,,True,False,,True,True,,,,True,True,,,,,,True,True,,,,True,
37141,248,258.0,,283.2,,215.0,158.0,242.0,,,,,124.5,,218.7,,,184.6,301.0,159.6,,207.0,252.0,,119.0,168.6,,,,186.0,209.0,,,,,,251.8,159.4,,,,274.8,265.2,10.0,,35.2,,-33.0,-90.0,-6.0,,,,,-123.5,,-29.3,,,-63.4,53.0,-88.4,,-41.0,4.0,,-129.0,-79.4,,,,-62.0,-39.0,,,,,,3.8,-88.6,,,,26.8,17.2,,False,,False,False,True,,,,,False,,False,,,False,False,False,,False,True,,False,False,,,,False,False,,,,,,True,False,,,,False,False
37143,48,62.0,,65.0,,48.0,40.0,37.0,,,,,30.9,,56.3,,,51.6,48.0,144.6,,43.2,,,47.0,42.4,,,,64.0,53.0,,,,,,,23.5,,,,49.4,57.0,14.0,,17.0,,0.0,-8.0,-11.0,,,,,-17.1,,8.3,,,3.6,0.0,96.6,,-4.8,,,-1.0,-5.6,,,,16.0,5.0,,,,,,,-24.5,,,,1.4,9.0,,False,,True,True,True,,,,,False,,True,,,True,True,False,,True,,,True,True,,,,False,True,,,,,,,False,,,,True,True
37145,158,164.0,,206.0,,123.0,98.0,127.0,,,,,89.6,,133.8,,,113.4,142.0,92.6,,137.3,207.5,,80.0,94.9,,,,100.0,125.0,,,,,,135.3,100.4,,,,165.4,134.2,6.0,,48.0,,-35.0,-60.0,-31.0,,,,,-68.4,,-24.2,,,-44.6,-16.0,-65.4,,-20.7,49.5,,-78.0,-63.1,,,,-58.0,-33.0,,,,,,-22.7,-57.6,,,,7.4,-23.8,,False,,False,False,False,,,,,False,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
37147,611,908.0,,924.3,,709.0,586.0,687.0,,,,,514.1,,710.3,,,673.5,835.0,630.7,,736.8,941.0,,427.0,607.8,,,,693.0,755.0,,,,,,833.2,537.2,698.0,,,911.7,858.5,297.0,,313.3,,98.0,-25.0,76.0,,,,,-96.9,,99.3,,,62.5,224.0,19.7,,125.8,330.0,,-184.0,-3.2,,,,82.0,144.0,,,,,,222.2,-73.8,87.0,,,300.7,247.5,,False,,True,True,True,,,,,True,,True,,,True,True,True,,True,False,,True,True,,,,True,True,,,,,,True,True,True,,,False,True
37149,42,84.0,,91.8,,60.0,55.0,46.0,,,,,36.4,,100.5,,,70.9,109.0,46.0,,74.8,,,58.0,60.0,,,,59.0,56.0,,,,,,,50.5,,,,77.5,77.5,42.0,,49.8,,18.0,13.0,4.0,,,,,-5.6,,58.5,,,28.9,67.0,4.0,,32.8,,,16.0,18.0,,,,17.0,14.0,,,,,,,8.5,,,,35.5,35.5,,False,,True,True,True,,,,,True,,False,,,True,False,True,,True,,,True,True,,,,True,True,,,,,,,True,,,,True,True
37151,679,720.0,,633.4,,517.0,457.0,516.0,,,,,380.9,,519.1,,,491.6,734.0,447.9,,634.4,818.5,,356.0,487.0,,,,487.0,586.0,,,,,,512.5,413.2,351.0,,,877.9,756.7,41.0,,-45.6,,-162.0,-222.0,-163.0,,,,,-298.1,,-159.9,,,-187.4,55.0,-231.1,,-44.6,139.5,,-323.0,-192.0,,,,-192.0,-93.0,,,,,,-166.5,-265.8,-328.0,,,198.9,77.7,,False,,False,False,False,,,,,False,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
37153,154,204.0,,194.4,,151.0,121.0,116.0,,,,,118.7,,126.1,,,129.3,231.0,79.3,,180.3,199.0,,77.0,117.1,,,,114.0,159.0,,,,,,186.8,116.8,,,,188.5,177.8,50.0,,40.4,,-3.0,-33.0,-38.0,,,,,-35.3,,-27.9,,,-24.7,77.0,-74.7,,26.3,45.0,,-77.0,-36.9,,,,-40.0,5.0,,,,,,32.8,-37.2,,,,34.5,23.8,,True,,True,True,True,,,,,True,,True,,,True,False,False,,True,True,,False,True,,,,True,True,,,,,,True,True,,,,True,True
37155,503,1500.0,,1545.8,,727.0,607.0,268.0,,,,,426.5,,3191.7,,,1431.8,779.0,190.2,,659.0,803.0,,267.0,724.3,,,,1268.0,1003.0,,,,,,1135.9,638.9,2249.0,,,1184.7,738.9,997.0,,1042.8,,224.0,104.0,-235.0,,,,,-76.5,,2688.7,,,928.8,276.0,-312.8,,156.0,300.0,,-236.0,221.3,,,,765.0,500.0,,,,,,632.9,135.9,1746.0,,,681.7,235.9,,False,,True,True,True,,,,,True,,False,,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,True,False,,,True,True
37157,214,240.0,,223.3,,209.0,174.0,140.0,,,,,180.7,,196.9,,,182.3,338.0,150.8,,253.5,318.0,,85.0,173.0,,,,150.0,220.0,,,,,,255.8,146.8,,,,220.0,215.8,26.0,,9.3,,-5.0,-40.0,-74.0,,,,,-33.3,,-17.1,,,-31.7,124.0,-63.2,,39.5,104.0,,-129.0,-41.0,,,,-64.0,6.0,,,,,,41.8,-67.2,,,,6.0,1.8,,True,,True,False,False,,,,,False,,True,,,False,False,False,,False,False,,False,False,,,,False,True,,,,,,False,False,,,,True,True
37159,499,754.0,,713.3,,557.0,468.0,497.0,,,,,428.7,,483.1,,,522.4,715.0,314.5,,633.6,821.0,,355.5,472.5,,,,498.0,636.0,,,,,,939.9,448.9,376.0,,,889.4,798.6,255.0,,214.3,,58.0,-31.0,-2.0,,,,,-70.3,,-15.9,,,23.4,216.0,-184.5,,134.6,322.0,,-143.5,-26.5,,,,-1.0,137.0,,,,,,440.9,-50.1,-123.0,,,390.4,299.6,,True,,True,True,True,,,,,True,,True,,,True,True,True,,True,False,,True,True,,,,True,True,,,,,,False,True,True,,,False,False
37161,131,272.0,,314.2,,181.0,157.0,153.0,,,,,164.5,,138.2,,,151.3,426.0,120.6,,230.6,257.0,,88.0,142.9,,,,164.0,211.0,,,,,,347.4,148.6,,,,83.2,236.0,141.0,,183.2,,50.0,26.0,22.0,,,,,33.5,,7.2,,,20.3,295.0,-10.4,,99.6,126.0,,-43.0,11.9,,,,33.0,80.0,,,,,,216.4,17.6,,,,-47.8,105.0,,False,,True,True,True,,,,,True,,True,,,True,False,True,,True,True,,True,True,,,,True,True,,,,,,False,True,,,,True,True
37163,384,292.0,,292.7,,219.0,209.0,215.0,,,,,159.2,,199.3,,,244.9,381.0,124.4,,220.8,282.0,,176.0,219.1,,,,246.0,234.0,,,,,,234.2,233.9,,,,282.9,210.7,-92.0,,-91.3,,-165.0,-175.0,-169.0,,,,,-224.8,,-184.7,,,-139.1,-3.0,-259.6,,-163.2,-102.0,,-208.0,-164.9,,,,-138.0,-150.0,,,,,,-149.8,-150.1,,,,-101.1,-173.3,,True,,False,False,False,,,,,False,,False,,,False,True,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
