,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
12013,15,7.0,,5.3,,9.0,8.0,11.0,,,,,12.5,,,6.2,,,36.0,10.6,,12.8,,,2.0,7.1,,,,7.0,12.0,,,,,,,5.1,,,,0.0,9.1,-8.0,,-9.7,,-6.0,-7.0,-4.0,,,,,-2.5,,,-8.8,,,21.0,-4.4,,-2.2,,,-13.0,-7.9,,,,-8.0,-3.0,,,,,,,-9.9,,,,-15.0,-5.9,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,,,False,True,,,,False,True,,,,,,,False,,,,False,True
12015,161,165.0,,166.9,,149.0,147.0,149.0,,,,,81.8,,,169.1,,147.8,306.0,259.0,,142.4,165.0,,139.0,163.8,,,,141.0,241.0,,,,,,,181.5,129.0,,,140.2,149.2,4.0,,5.9,,-12.0,-14.0,-12.0,,,,,-79.2,,,8.1,,-13.2,145.0,98.0,,-18.6,4.0,,-22.0,2.8,,,,-20.0,80.0,,,,,,,20.5,-32.0,,,-20.8,-11.8,,False,,False,False,False,,,,,False,,,False,,False,False,False,,False,False,,False,True,,,,False,False,,,,,,,False,False,,,False,False
12017,124,188.0,,264.7,,159.0,145.0,157.0,,,,,96.1,,,165.6,,,206.0,218.8,,135.2,168.0,,128.0,158.8,,,,155.0,200.0,,,,,,,158.4,147.0,,,150.0,176.0,64.0,,140.7,,35.0,21.0,33.0,,,,,-27.9,,,41.6,,,82.0,94.8,,11.2,44.0,,4.0,34.8,,,,31.0,76.0,,,,,,,34.4,23.0,,,26.0,52.0,,False,,True,True,True,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,True,False,,,,,,,True,True,,,True,True
12019,150,195.0,,191.9,,185.0,182.0,156.0,,,,,169.7,,,149.6,,,307.0,241.0,,206.3,197.0,,131.0,185.5,,,,146.0,247.0,,,,,,,208.7,120.0,,,141.0,218.0,45.0,,41.9,,35.0,32.0,6.0,,,,,19.7,,,-0.4,,,157.0,91.0,,56.3,47.0,,-19.0,35.5,,,,-4.0,97.0,,,,,,,58.7,-30.0,,,-9.0,68.0,,True,,True,True,True,,,,,True,,,True,,,False,False,,False,False,,True,True,,,,True,False,,,,,,,False,True,,,True,False
12021,501,572.0,,565.5,539.2,537.0,461.0,593.0,,,,,239.3,,,444.8,,544.0,571.0,709.5,,336.9,455.5,,456.0,530.9,,,,543.0,570.0,,,,,,,544.8,468.0,,,540.1,468.2,71.0,,64.5,38.2,36.0,-40.0,92.0,,,,,-261.7,,,-56.2,,43.0,70.0,208.5,,-164.1,-45.5,,-45.0,29.9,,,,42.0,69.0,,,,,,,43.8,-33.0,,,39.1,-32.8,,True,True,True,True,False,,,,,False,,,True,,True,True,False,,False,True,,True,True,,,,True,True,,,,,,,True,True,,,True,True
12023,52,84.0,,88.1,,80.0,74.0,73.0,,,,,75.2,,,76.0,,,85.0,96.4,,58.0,60.5,,57.0,71.0,,,,69.0,90.0,,,,,,,72.4,,,,61.0,89.9,32.0,,36.1,,28.0,22.0,21.0,,,,,23.2,,,24.0,,,33.0,44.4,,6.0,8.5,,5.0,19.0,,,,17.0,38.0,,,,,,,20.4,,,,9.0,37.9,,False,,True,True,True,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,True,False,,,,,,,True,,,,True,False
12027,73,116.0,,115.5,,100.0,94.0,129.0,,,,,30.8,,,75.1,,,74.0,245.6,,43.0,78.0,,122.0,102.7,,,,141.0,98.0,,,,,,,96.5,,,,112.3,90.1,43.0,,42.5,,27.0,21.0,56.0,,,,,-42.2,,,2.1,,,1.0,172.6,,-30.0,5.0,,49.0,29.7,,,,68.0,25.0,,,,,,,23.5,,,,39.3,17.1,,True,,True,True,False,,,,,True,,,True,,,True,False,,True,True,,False,True,,,,False,True,,,,,,,True,,,,True,True
12029,20,34.0,,31.6,,22.0,20.0,17.0,,,,,14.9,,,40.9,,,21.0,38.1,,15.3,,,14.0,22.0,,,,38.0,32.0,,,,,,,20.3,,,,45.0,38.0,14.0,,11.6,,2.0,0.0,-3.0,,,,,-5.1,,,20.9,,,1.0,18.1,,-4.7,,,-6.0,2.0,,,,18.0,12.0,,,,,,,0.3,,,,25.0,18.0,,True,,True,True,True,,,,,True,,,False,,,True,False,,True,,,True,True,,,,False,True,,,,,,,True,,,,False,False
12031,1059,1092.0,,1149.4,898.8,965.0,1017.0,857.0,,,,,791.3,,,843.1,,924.5,1056.0,1206.2,,998.0,993.0,,778.0,1167.8,,,,822.0,1096.0,,,,,,,1150.0,941.0,,,771.0,1112.7,33.0,,90.4,-160.2,-94.0,-42.0,-202.0,,,,,-267.7,,,-215.9,,-134.5,-3.0,147.2,,-61.0,-66.0,,-281.0,108.8,,,,-237.0,37.0,,,,,,,91.0,-118.0,,,-288.0,53.7,,False,False,False,False,False,,,,,False,,,False,,False,True,False,,False,False,,False,False,,,,False,False,,,,,,,False,False,,,False,False
12033,459,471.0,,482.7,372.9,402.0,414.0,397.0,,,,,340.1,,,363.1,,,780.0,263.9,,404.1,325.0,,372.0,406.5,,,,348.0,453.0,,,,,,,457.3,302.0,,,446.7,462.3,12.0,,23.7,-86.1,-57.0,-45.0,-62.0,,,,,-118.9,,,-95.9,,,321.0,-195.1,,-54.9,-134.0,,-87.0,-52.5,,,,-111.0,-6.0,,,,,,,-1.7,-157.0,,,-12.3,3.3,,False,False,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,True,,,,,,,True,False,,,False,True
12035,193,164.0,,158.9,,152.0,156.0,146.0,,,,,65.3,,,190.7,,,113.0,186.2,,100.3,115.5,,188.0,178.1,,,,161.0,172.0,,,,,,,244.7,,,,174.1,125.3,-29.0,,-34.1,,-41.0,-37.0,-47.0,,,,,-127.7,,,-2.3,,,-80.0,-6.8,,-92.7,-77.5,,-5.0,-14.9,,,,-32.0,-21.0,,,,,,,51.7,,,,-18.9,-67.7,,False,,False,False,False,,,,,False,,,True,,,False,True,,False,False,,True,True,,,,False,True,,,,,,,False,,,,True,False
12037,0,6.0,,8.5,,7.0,7.0,0.0,,,,,12.4,,,6.0,,,16.0,3.5,,12.3,,,0.0,4.1,,,,4.0,7.0,,,,,,,4.1,,,,1.5,23.7,6.0,,8.5,,7.0,7.0,0.0,,,,,12.4,,,6.0,,,16.0,3.5,,12.3,,,0.0,4.1,,,,4.0,7.0,,,,,,,4.1,,,,1.5,23.7,,False,,False,False,True,,,,,False,,,False,,,False,True,,False,,,True,True,,,,True,False,,,,,,,True,,,,True,False
12039,53,58.0,,61.1,,47.0,48.0,44.0,,,,,52.7,,,46.8,,,99.0,37.6,,49.5,42.0,,28.0,46.0,,,,43.0,52.0,,,,,,,53.1,,,,47.0,63.0,5.0,,8.1,,-6.0,-5.0,-9.0,,,,,-0.3,,,-6.2,,,46.0,-15.4,,-3.5,-11.0,,-25.0,-7.0,,,,-10.0,-1.0,,,,,,,0.1,,,,-6.0,10.0,,False,,False,False,False,,,,,True,,,False,,,False,False,,True,False,,False,False,,,,False,True,,,,,,,True,,,,False,False
12041,29,16.0,,17.8,,17.0,17.0,11.0,,,,,14.2,,,18.9,,,27.0,213.3,,20.5,,,9.0,19.0,,,,,26.0,,,,,,,15.2,,,,12.4,17.3,-13.0,,-11.2,,-12.0,-12.0,-18.0,,,,,-14.8,,,-10.1,,,-2.0,184.3,,-8.5,,,-20.0,-10.0,,,,,-3.0,,,,,,,-13.8,,,,-16.6,-11.7,,True,,True,True,False,,,,,False,,,True,,,True,False,,True,,,False,True,,,,,True,,,,,,,False,,,,False,True
12043,5,9.0,,8.9,,9.0,9.0,0.0,,,,,6.6,,,0.4,,,21.0,38.5,,7.3,,,9.0,7.3,,,,6.0,14.0,,,,,,,7.8,,,,9.1,11.3,4.0,,3.9,,4.0,4.0,-5.0,,,,,1.6,,,-4.6,,,16.0,33.5,,2.3,,,4.0,2.3,,,,1.0,9.0,,,,,,,2.8,,,,4.1,6.3,,True,,False,False,False,,,,,True,,,False,,,False,False,,True,,,False,True,,,,True,False,,,,,,,True,,,,False,False
12045,14,28.0,,28.3,,22.0,20.0,22.0,,,,,21.9,,,40.2,,,21.0,24.0,,23.3,,,12.0,19.6,,,,18.0,26.0,,,,,,,23.4,,,,16.0,27.1,14.0,,14.3,,8.0,6.0,8.0,,,,,7.9,,,26.2,,,7.0,10.0,,9.3,,,-2.0,5.6,,,,4.0,12.0,,,,,,,9.4,,,,2.0,13.1,,False,,True,True,True,,,,,True,,,False,,,True,True,,True,,,True,True,,,,True,True,,,,,,,True,,,,True,True
12047,5,14.0,,13.9,,11.0,10.0,7.0,,,,,12.0,,,4.3,,,12.0,2.8,,12.4,,,5.0,10.6,,,,6.0,12.0,,,,,,,17.3,,,,7.0,15.7,9.0,,8.9,,6.0,5.0,2.0,,,,,7.0,,,-0.7,,,7.0,-2.2,,7.4,,,0.0,5.6,,,,1.0,7.0,,,,,,,12.3,,,,2.0,10.7,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,False,,,,True,False
12049,29,33.0,,32.2,,32.0,31.0,34.0,,,,,26.1,,,30.8,,,74.0,36.5,,32.1,,,24.0,33.0,,,,27.0,30.0,,,,,,,25.2,,,,26.1,29.4,4.0,,3.2,,3.0,2.0,5.0,,,,,-2.9,,,1.8,,,45.0,7.5,,3.1,,,-5.0,4.0,,,,-2.0,1.0,,,,,,,-3.8,,,,-2.9,0.4,,True,,True,True,False,,,,,True,,,True,,,False,False,,True,,,False,False,,,,True,True,,,,,,,True,,,,True,True
12051,39,53.0,,53.3,,43.0,44.0,41.0,,,,,32.6,,,83.7,,,106.0,43.5,,40.6,33.0,,35.0,48.9,,,,50.0,50.0,,,,,,,45.7,,,,33.8,49.4,14.0,,14.3,,4.0,5.0,2.0,,,,,-6.4,,,44.7,,,67.0,4.5,,1.6,-6.0,,-4.0,9.9,,,,11.0,11.0,,,,,,,6.7,,,,-5.2,10.4,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,True,,True,True,,,,True,True,,,,,,,True,,,,True,True
12053,326,300.0,,294.7,,275.0,237.0,291.0,,,,,112.1,,,313.8,,,330.0,405.8,,171.5,255.0,,248.0,277.5,,,,265.0,269.0,,,,,,,259.8,219.0,,,282.2,217.9,-26.0,,-31.3,,-51.0,-89.0,-35.0,,,,,-213.9,,,-12.2,,,4.0,79.8,,-154.5,-71.0,,-78.0,-48.5,,,,-61.0,-57.0,,,,,,,-66.2,-107.0,,,-43.8,-108.1,,False,,False,False,False,,,,,False,,,True,,,True,False,,False,False,,False,False,,,,False,False,,,,,,,False,False,,,False,False
12055,114,131.0,,138.2,,122.0,103.0,121.0,,,,,65.9,,,92.6,,,190.0,184.8,,101.0,121.0,,89.0,112.9,,,,112.0,144.0,,,,,,,126.0,,,,123.4,121.0,17.0,,24.2,,8.0,-11.0,7.0,,,,,-48.1,,,-21.4,,,76.0,70.8,,-13.0,7.0,,-25.0,-1.1,,,,-2.0,30.0,,,,,,,12.0,,,,9.4,7.0,,False,,True,True,True,,,,,False,,,False,,,False,False,,True,True,,False,True,,,,True,False,,,,,,,True,,,,True,True
12057,2191,2493.0,,2572.6,2108.2,2249.0,2014.0,2373.0,,,,,1202.2,,,1690.4,,2300.7,3034.0,3051.0,,1498.4,1867.0,,1884.5,2370.6,,,,2244.0,2162.0,,,,,,,2324.9,2094.0,,,2450.4,1914.3,302.0,,381.6,-82.8,58.0,-177.0,182.0,,,,,-988.8,,,-500.6,,109.7,843.0,860.0,,-692.6,-324.0,,-306.5,179.6,,,,53.0,-29.0,,,,,,,133.9,-97.0,,,259.4,-276.7,,False,True,True,True,True,,,,,False,,,False,,True,False,False,,False,False,,False,True,,,,True,True,,,,,,,True,True,,,True,True
12059,17,18.0,,18.2,,13.0,12.0,7.0,,,,,15.6,,,13.6,,,61.0,7.4,,14.3,,,3.0,11.8,,,,14.0,22.0,,,,,,,15.4,,,,13.3,18.9,1.0,,1.2,,-4.0,-5.0,-10.0,,,,,-1.4,,,-3.4,,,44.0,-9.6,,-2.7,,,-14.0,-5.2,,,,-3.0,5.0,,,,,,,-1.6,,,,-3.7,1.9,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
12061,166,270.0,,266.2,,248.0,204.0,269.0,,,,,106.5,,,266.6,,,260.0,337.0,,168.7,196.5,,186.0,248.4,,,,226.0,258.0,,,,,,,293.1,193.0,,,261.4,205.2,104.0,,100.2,,82.0,38.0,103.0,,,,,-59.5,,,100.6,,,94.0,171.0,,2.7,30.5,,20.0,82.4,,,,60.0,92.0,,,,,,,127.1,27.0,,,95.4,39.2,,True,,True,True,True,,,,,True,,,True,,,True,False,,True,True,,True,True,,,,True,True,,,,,,,False,True,,,True,True
12063,51,48.0,,45.7,,39.0,38.0,37.0,,,,,52.2,,,31.9,,,110.0,40.2,,44.9,27.0,,15.0,31.9,,,,40.0,53.0,,,,,,,47.5,,,,34.8,57.0,-3.0,,-5.3,,-12.0,-13.0,-14.0,,,,,1.2,,,-19.1,,,59.0,-10.8,,-6.1,-24.0,,-36.0,-19.1,,,,-11.0,2.0,,,,,,,-3.5,,,,-16.2,6.0,,False,,False,False,False,,,,,True,,,False,,,False,False,,False,False,,False,False,,,,False,True,,,,,,,False,,,,False,False
12065,6,13.0,,12.7,,12.0,12.0,10.0,,,,,14.2,,,5.5,,,16.0,9.8,,12.0,,,7.0,11.6,,,,10.0,13.0,,,,,,,12.2,,,,6.1,20.6,7.0,,6.7,,6.0,6.0,4.0,,,,,8.2,,,-0.5,,,10.0,3.8,,6.0,,,1.0,5.6,,,,4.0,7.0,,,,,,,6.2,,,,0.1,14.6,,True,,True,True,True,,,,,False,,,True,,,False,True,,True,,,True,True,,,,True,False,,,,,,,True,,,,True,False
12067,4,12.0,,14.1,,13.0,14.0,20.0,,,,,13.2,,,19.8,,,10.0,44.3,,7.7,,,8.0,11.0,,,,16.0,13.0,,,,,,,7.0,,,,12.8,44.9,8.0,,10.1,,9.0,10.0,16.0,,,,,9.2,,,15.8,,,6.0,40.3,,3.7,,,4.0,7.0,,,,12.0,9.0,,,,,,,3.0,,,,8.8,40.9,,False,,False,False,False,,,,,False,,,False,,,True,False,,True,,,True,True,,,,False,False,,,,,,,True,,,,False,False
12069,545,635.0,,622.9,,511.0,470.0,685.0,,,,,250.1,,,566.5,,555.2,584.0,535.8,,333.1,484.0,,422.0,575.0,,,,545.0,597.0,,,,,,,592.9,454.0,,,467.1,485.5,90.0,,77.9,,-34.0,-75.0,140.0,,,,,-294.9,,,21.5,,10.2,39.0,-9.2,,-211.9,-61.0,,-123.0,30.0,,,,0.0,52.0,,,,,,,47.9,-91.0,,,-77.9,-59.5,,True,,True,True,False,,,,,False,,,True,,True,True,True,,False,True,,False,True,,,,True,True,,,,,,,True,False,,,True,True
12071,1035,1126.0,,1147.6,1006.8,999.0,864.0,1012.0,,,,,457.2,,,859.3,,1001.7,1141.0,999.0,,864.2,867.0,,777.0,1052.0,,,,972.0,1049.0,,,,,,,1080.8,774.0,,,995.5,888.7,91.0,,112.6,-28.2,-36.0,-171.0,-23.0,,,,,-577.8,,,-175.7,,-33.3,106.0,-36.0,,-170.8,-168.0,,-258.0,17.0,,,,-63.0,14.0,,,,,,,45.8,-261.0,,,-39.5,-146.3,,False,True,True,False,True,,,,,False,,,False,,True,False,True,,False,False,,False,True,,,,True,True,,,,,,,True,False,,,True,False
12073,377,503.0,,548.0,409.4,425.0,392.0,590.0,,,,,312.2,,,263.8,,,621.0,559.2,,340.3,389.5,,299.5,426.0,,,,416.0,419.0,,,,,,,444.5,368.0,,,453.8,476.2,126.0,,171.0,32.4,48.0,15.0,213.0,,,,,-64.8,,,-113.2,,,244.0,182.2,,-36.7,12.5,,-77.5,49.0,,,,39.0,42.0,,,,,,,67.5,-9.0,,,76.8,99.2,,False,True,True,True,False,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,True,True,,,,,,,True,True,,,True,True
12075,56,64.0,,64.9,,53.0,47.0,53.0,,,,,29.9,,,35.6,,,61.0,60.1,,38.8,50.5,,45.0,50.7,,,,46.0,57.0,,,,,,,50.3,,,,52.9,52.8,8.0,,8.9,,-3.0,-9.0,-3.0,,,,,-26.1,,,-20.4,,,5.0,4.1,,-17.2,-5.5,,-11.0,-5.3,,,,-10.0,1.0,,,,,,,-5.7,,,,-3.1,-3.2,,False,,True,False,True,,,,,False,,,False,,,True,True,,False,True,,False,True,,,,False,True,,,,,,,True,,,,True,True
12077,6,4.0,,2.6,,6.0,5.0,4.0,,,,,8.5,,,0.0,,,15.0,5.6,,10.8,,,0.0,4.2,,,,4.0,6.0,,,,,,,3.6,,,,6.8,5.5,-2.0,,-3.4,,0.0,-1.0,-2.0,,,,,2.5,,,-6.0,,,9.0,-0.4,,4.8,,,-6.0,-1.8,,,,-2.0,0.0,,,,,,,-2.4,,,,0.8,-0.5,,False,,True,True,False,,,,,False,,,False,,,False,True,,False,,,False,True,,,,False,True,,,,,,,False,,,,True,True
12079,24,32.0,,32.2,,30.0,25.0,31.0,,,,,16.9,,,7.2,,,20.0,52.1,,20.5,,,21.0,29.5,,,,29.0,33.0,,,,,,,23.5,,,,31.3,26.9,8.0,,8.2,,6.0,1.0,7.0,,,,,-7.1,,,-16.8,,,-4.0,28.1,,-3.5,,,-3.0,5.5,,,,5.0,9.0,,,,,,,-0.5,,,,7.3,2.9,,False,,True,True,True,,,,,True,,,False,,,True,False,,True,,,True,True,,,,True,False,,,,,,,True,,,,True,True
12081,749,780.0,,761.6,695.9,696.0,610.0,722.0,,,,,318.6,,,686.2,,711.5,686.0,807.0,,417.6,593.5,,581.0,744.0,,,,695.0,709.0,,,,,,,725.4,615.0,,,764.9,605.7,31.0,,12.6,-53.1,-53.0,-139.0,-27.0,,,,,-430.4,,,-62.8,,-37.5,-63.0,58.0,,-331.4,-155.5,,-168.0,-5.0,,,,-54.0,-40.0,,,,,,,-23.6,-134.0,,,15.9,-143.3,,True,False,False,False,True,,,,,False,,,False,,False,False,False,,False,False,,False,True,,,,False,False,,,,,,,True,False,,,True,False
12083,454,639.0,,639.0,,528.0,473.0,552.0,,,,,306.3,,,520.1,,,493.0,696.6,,439.5,525.0,,422.0,531.0,,,,515.0,612.0,,,,,,,547.9,446.0,,,505.5,536.3,185.0,,185.0,,74.0,19.0,98.0,,,,,-147.7,,,66.1,,,39.0,242.6,,-14.5,71.0,,-32.0,77.0,,,,61.0,158.0,,,,,,,93.9,-8.0,,,51.5,82.3,,False,,True,True,True,,,,,True,,,True,,,True,False,,True,True,,True,True,,,,True,True,,,,,,,True,True,,,True,True
12085,220,263.0,,264.1,,249.0,215.0,286.0,,,,,97.1,,,173.4,,,353.0,319.1,,146.7,192.5,,234.0,238.0,,,,269.0,254.0,,,,,,,272.3,258.0,,,263.8,207.3,43.0,,44.1,,29.0,-5.0,66.0,,,,,-122.9,,,-46.6,,,133.0,99.1,,-73.3,-27.5,,14.0,18.0,,,,49.0,34.0,,,,,,,52.3,38.0,,,43.8,-12.7,,False,,True,True,False,,,,,False,,,False,,,False,False,,False,True,,True,True,,,,False,True,,,,,,,False,True,,,False,True
12086,9195,8079.0,,7880.8,6388.0,7130.0,6801.0,7275.0,,,,,3148.8,,,5153.1,,7969.7,8827.0,7682.9,,4678.0,7247.5,,5937.0,8718.8,,,,6856.0,6719.0,,,,,,,7132.2,7062.0,,,,6241.0,-1116.0,,-1314.2,-2807.0,-2065.0,-2394.0,-1920.0,,,,,-6046.2,,,-4041.9,,-1225.3,-368.0,-1512.1,,-4517.0,-1947.5,,-3258.0,-476.2,,,,-2339.0,-2476.0,,,,,,,-2062.8,-2133.0,,,,-2954.0,,False,False,False,False,False,,,,,False,,,False,,False,True,False,,False,False,,False,True,,,,False,False,,,,,,,False,False,,,,False
12087,153,147.0,,146.5,,144.0,140.0,167.0,,,,,51.7,,,128.1,,,114.0,160.8,,64.8,76.5,,167.0,162.3,,,,160.0,141.0,,,,,,,130.9,,,,150.8,107.0,-6.0,,-6.5,,-9.0,-13.0,14.0,,,,,-101.3,,,-24.9,,,-39.0,7.8,,-88.2,-76.5,,14.0,9.3,,,,7.0,-12.0,,,,,,,-22.1,,,,-2.2,-46.0,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,True,False
12089,83,127.0,,132.0,,111.0,103.0,110.0,,,,,84.5,,,25.4,,,98.0,129.7,,94.9,114.0,,82.0,111.3,,,,96.0,129.0,,,,,,,105.5,,,,107.0,120.1,44.0,,49.0,,28.0,20.0,27.0,,,,,1.5,,,-57.6,,,15.0,46.7,,11.9,31.0,,-1.0,28.3,,,,13.0,46.0,,,,,,,22.5,,,,24.0,37.1,,False,,True,True,True,,,,,True,,,False,,,True,False,,True,True,,True,True,,,,True,False,,,,,,,True,,,,True,True
12091,402,488.0,,491.3,,407.0,370.0,530.0,,,,,207.5,,,473.3,,425.1,611.0,438.3,,232.5,337.0,,389.0,407.9,,,,487.0,414.0,,,,,,,428.6,406.0,,,496.3,334.2,86.0,,89.3,,5.0,-32.0,128.0,,,,,-194.5,,,71.3,,23.1,209.0,36.3,,-169.5,-65.0,,-13.0,5.9,,,,85.0,12.0,,,,,,,26.6,4.0,,,94.3,-67.8,,False,,True,True,False,,,,,False,,,True,,True,False,True,,False,True,,True,True,,,,True,True,,,,,,,True,True,,,False,True
12093,43,55.0,,57.0,,55.0,46.0,61.0,,,,,34.9,,,40.6,,,97.0,80.7,,39.8,45.0,,37.0,48.4,,,,47.0,55.0,,,,,,,44.3,,,,53.1,50.6,12.0,,14.0,,12.0,3.0,18.0,,,,,-8.1,,,-2.4,,,54.0,37.7,,-3.2,2.0,,-6.0,5.4,,,,4.0,12.0,,,,,,,1.3,,,,10.1,7.6,,False,,False,True,False,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,True,False,,,,,,,True,,,,True,True
12095,2119,2432.0,,2440.9,2044.4,2130.0,2045.0,2380.0,,,,,1141.0,,,2037.2,,2130.2,2744.0,2534.5,,1650.9,1885.5,,1927.0,2397.8,,,,2061.0,2325.0,,,,,,,2300.9,1755.0,,,2308.8,2047.7,313.0,,321.9,-74.6,11.0,-74.0,261.0,,,,,-978.0,,,-81.8,,11.2,625.0,415.5,,-468.1,-233.5,,-192.0,278.8,,,,-58.0,206.0,,,,,,,181.9,-364.0,,,189.8,-71.3,,False,True,True,True,True,,,,,False,,,True,,True,False,False,,False,True,,True,True,,,,True,True,,,,,,,True,False,,,True,True
12097,700,716.0,,716.4,621.2,607.0,556.0,677.0,,,,,337.8,,,550.9,,607.2,780.0,777.4,,504.5,536.0,,470.0,665.4,,,,618.0,613.0,,,,,,,721.0,584.0,,,654.9,589.2,16.0,,16.4,-78.8,-93.0,-144.0,-23.0,,,,,-362.2,,,-149.1,,-92.8,80.0,77.4,,-195.5,-164.0,,-230.0,-34.6,,,,-82.0,-87.0,,,,,,,21.0,-116.0,,,-45.1,-110.8,,False,False,False,False,False,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,False,,,False,False
12099,2711,3091.0,,3084.6,2706.7,2815.0,2514.0,3098.0,,,,,1165.8,,,2238.4,,2814.9,3456.0,3495.0,,1705.6,2510.5,,2451.5,3010.2,,,,2780.0,3036.0,,,,,,,2929.8,2372.0,,,2904.7,2439.2,380.0,,373.6,-4.3,104.0,-197.0,387.0,,,,,-1545.2,,,-472.6,,103.9,745.0,784.0,,-1005.4,-200.5,,-259.5,299.2,,,,69.0,325.0,,,,,,,218.8,-339.0,,,193.7,-271.8,,True,True,True,True,False,,,,,False,,,False,,True,False,False,,False,True,,True,True,,,,True,True,,,,,,,True,True,,,True,True
