,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
31037,5,6.0,,5.9,,4.0,6.0,0.0,,,,,6.4,,,11.2,,,22.0,1.7,,9.2,,,2.0,4.1,,,,3.0,9.0,,,,,,,14.3,,,,3.6,20.6,1.0,,0.9,,-1.0,1.0,-5.0,,,,,1.4,,,6.2,,,17.0,-3.3,,4.2,,,-3.0,-0.9,,,,-2.0,4.0,,,,,,,9.3,,,,-1.4,15.6,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,True,,,,False,False,,,,,,,False,,,,False,False
31039,5,2.0,,3.4,,2.0,3.0,1.0,,,,,6.0,,,0.0,,,21.0,0.1,,5.9,,,0.0,1.4,,,,0.0,5.0,,,,,,,8.6,,,,1.2,5.9,-3.0,,-1.6,,-3.0,-2.0,-4.0,,,,,1.0,,,-5.0,,,16.0,-4.9,,0.9,,,-5.0,-3.6,,,,-5.0,0.0,,,,,,,3.6,,,,-3.8,0.9,,True,,False,True,False,,,,,True,,,False,,,False,False,,True,,,False,False,,,,False,True,,,,,,,False,,,,False,True
31041,6,9.0,,7.3,,8.0,6.0,8.0,,,,,6.5,,,4.8,,,17.0,9.1,,6.8,,,3.0,5.6,,,,7.0,11.0,,,,,,,7.9,,,,5.1,11.1,3.0,,1.3,,2.0,0.0,2.0,,,,,0.5,,,-1.2,,,11.0,3.1,,0.8,,,-3.0,-0.4,,,,1.0,5.0,,,,,,,1.9,,,,-0.9,5.1,,True,,True,True,True,,,,,True,,,True,,,False,False,,True,,,False,True,,,,True,False,,,,,,,True,,,,True,False
31043,26,17.0,,14.8,,15.0,18.0,13.0,,,,,20.3,,,15.1,,,50.0,8.9,,15.7,,,11.0,12.2,,,,11.0,16.0,,,,,,,27.9,,,,17.1,50.5,-9.0,,-11.2,,-11.0,-8.0,-13.0,,,,,-5.7,,,-10.9,,,24.0,-17.1,,-10.3,,,-15.0,-13.8,,,,-15.0,-10.0,,,,,,,1.9,,,,-8.9,24.5,,False,,False,True,False,,,,,True,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,True,,,,True,False
31045,14,11.0,,8.9,,9.0,7.0,12.0,,,,,5.4,,,0.4,,,20.0,9.4,,8.6,,,4.0,6.2,,,,8.0,11.0,,,,,,,13.8,,,,9.8,13.4,-3.0,,-5.1,,-5.0,-7.0,-2.0,,,,,-8.6,,,-13.6,,,6.0,-4.6,,-5.4,,,-10.0,-7.8,,,,-6.0,-3.0,,,,,,,-0.2,,,,-4.2,-0.6,,False,,False,False,True,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,True,,,,False,True
31047,10,26.0,,25.3,,23.0,18.0,21.0,,,,,17.9,,,26.8,,,32.0,22.2,,21.4,,,14.0,15.1,,,,25.0,33.0,,,,,,,40.9,,,,26.1,27.6,16.0,,15.3,,13.0,8.0,11.0,,,,,7.9,,,16.8,,,22.0,12.2,,11.4,,,4.0,5.1,,,,15.0,23.0,,,,,,,30.9,,,,16.1,17.6,,True,,True,True,True,,,,,True,,,False,,,False,True,,True,,,True,True,,,,True,False,,,,,,,False,,,,False,False
31049,6,0.0,,0.0,,0.0,1.0,0.0,,,,,0.8,,,6.3,,,5.0,0.0,,0.6,,,1.0,0.4,,,,1.0,2.0,,,,,,,0.8,,,,0.6,,-6.0,,-6.0,,-6.0,-5.0,-6.0,,,,,-5.2,,,0.3,,,-1.0,-6.0,,-5.4,,,-5.0,-5.6,,,,-5.0,-4.0,,,,,,,-5.2,,,,-5.4,,,False,,False,True,False,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,True,,,,True,
31051,3,0.0,,0.1,,3.0,4.0,0.0,,,,,3.0,,,0.0,,,12.0,4.0,,3.4,,,6.0,0.6,,,,3.0,3.0,,,,,,,2.4,,,,0.4,5.2,-3.0,,-2.9,,0.0,1.0,-3.0,,,,,0.0,,,-3.0,,,9.0,1.0,,0.4,,,3.0,-2.4,,,,0.0,0.0,,,,,,,-0.6,,,,-2.6,2.2,,True,,True,True,False,,,,,True,,,False,,,False,True,,True,,,False,True,,,,True,True,,,,,,,True,,,,True,True
31053,36,37.0,,34.6,,26.0,25.0,26.0,,,,,29.8,,,70.1,,,66.0,25.1,,42.6,26.0,,7.0,24.8,,,,26.0,43.0,,,,,,,43.4,,,,25.0,47.5,1.0,,-1.4,,-10.0,-11.0,-10.0,,,,,-6.2,,,34.1,,,30.0,-10.9,,6.6,-10.0,,-29.0,-11.2,,,,-10.0,7.0,,,,,,,7.4,,,,-11.0,11.5,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,False
31055,563,504.0,,502.5,429.4,462.0,434.0,507.0,,,,,396.7,,,183.1,,375.2,1154.0,463.9,,627.2,432.5,,275.0,445.6,,,,370.0,534.0,,,,,,,540.3,334.0,,,409.3,660.1,-59.0,,-60.5,-133.6,-101.0,-129.0,-56.0,,,,,-166.3,,,-379.9,,-187.8,591.0,-99.1,,64.2,-130.5,,-288.0,-117.4,,,,-193.0,-29.0,,,,,,,-22.7,-229.0,,,-153.7,97.1,,False,False,False,False,True,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,True,,,,,,,True,False,,,False,False
31057,0,2.0,,0.7,,2.0,3.0,0.0,,,,,1.5,,,0.0,,,4.0,4.6,,2.7,,,6.0,0.4,,,,3.0,2.0,,,,,,,4.0,,,,3.5,,2.0,,0.7,,2.0,3.0,0.0,,,,,1.5,,,0.0,,,4.0,4.6,,2.7,,,6.0,0.4,,,,3.0,2.0,,,,,,,4.0,,,,3.5,,,True,,False,False,True,,,,,True,,,True,,,False,False,,False,,,False,True,,,,False,False,,,,,,,False,,,,False,
31059,3,3.0,,3.0,,3.0,3.0,0.0,,,,,2.2,,,5.5,,,8.0,2.9,,3.9,,,3.0,1.4,,,,2.0,6.0,,,,,,,3.3,,,,4.0,6.0,0.0,,0.0,,0.0,0.0,-3.0,,,,,-0.8,,,2.5,,,5.0,-0.1,,0.9,,,0.0,-1.6,,,,-1.0,3.0,,,,,,,0.3,,,,1.0,3.0,,False,,True,True,False,,,,,False,,,False,,,False,False,,False,,,True,False,,,,False,False,,,,,,,False,,,,False,False
31061,3,3.0,,2.8,,2.0,1.0,0.0,,,,,0.9,,,0.0,,,3.0,0.0,,1.1,,,2.0,0.4,,,,,3.0,,,,,,,3.5,,,,1.9,5.0,0.0,,-0.2,,-1.0,-2.0,-3.0,,,,,-2.1,,,-3.0,,,0.0,-3.0,,-1.9,,,-1.0,-2.6,,,,,0.0,,,,,,,0.5,,,,-1.1,2.0,,False,,False,False,False,,,,,False,,,False,,,True,False,,False,,,False,False,,,,,True,,,,,,,False,,,,False,False
31063,0,3.0,,2.8,,2.0,2.0,0.0,,,,,0.9,,,0.5,,,4.0,12.6,,0.9,,,2.0,0.7,,,,2.0,3.0,,,,,,,3.9,,,,0.0,4.5,3.0,,2.8,,2.0,2.0,0.0,,,,,0.9,,,0.5,,,4.0,12.6,,0.9,,,2.0,0.7,,,,2.0,3.0,,,,,,,3.9,,,,0.0,4.5,,True,,True,True,True,,,,,True,,,True,,,False,False,,True,,,True,True,,,,True,False,,,,,,,False,,,,True,False
31065,4,5.0,,5.3,,5.0,3.0,3.0,,,,,3.4,,,6.0,,,6.0,4.9,,5.4,,,2.0,1.8,,,,4.0,5.0,,,,,,,6.7,,,,4.3,6.1,1.0,,1.3,,1.0,-1.0,-1.0,,,,,-0.6,,,2.0,,,2.0,0.9,,1.4,,,-2.0,-2.2,,,,0.0,1.0,,,,,,,2.7,,,,0.3,2.1,,False,,False,False,False,,,,,True,,,False,,,False,True,,False,,,False,False,,,,True,False,,,,,,,False,,,,True,False
31067,8,9.0,,7.1,,16.0,13.0,16.0,,,,,11.5,,,22.5,,,33.0,20.7,,11.1,,,12.0,9.8,,,,14.0,21.0,,,,,,,11.7,,,,11.8,19.6,1.0,,-0.9,,8.0,5.0,8.0,,,,,3.5,,,14.5,,,25.0,12.7,,3.1,,,4.0,1.8,,,,6.0,13.0,,,,,,,3.7,,,,3.8,11.6,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
31069,3,0.0,,0.0,,0.0,1.0,0.0,,,,,0.5,,,0.3,,,7.0,0.0,,0.7,,,1.0,0.1,,,,0.0,1.0,,,,,,,8.7,,,,0.5,,-3.0,,-3.0,,-3.0,-2.0,-3.0,,,,,-2.5,,,-2.7,,,4.0,-3.0,,-2.3,,,-2.0,-2.9,,,,-3.0,-2.0,,,,,,,5.7,,,,-2.5,,,False,,False,True,False,,,,,True,,,True,,,False,True,,True,,,True,True,,,,False,True,,,,,,,False,,,,True,
31071,1,0.0,,0.0,,1.0,1.0,0.0,,,,,0.6,,,0.2,,,6.0,0.0,,0.4,,,1.0,0.1,,,,0.0,1.0,,,,,,,,,,,0.7,2.3,-1.0,,-1.0,,0.0,0.0,-1.0,,,,,-0.4,,,-0.8,,,5.0,-1.0,,-0.6,,,0.0,-0.9,,,,-1.0,0.0,,,,,,,,,,,-0.3,1.3,,False,,True,True,False,,,,,True,,,True,,,False,True,,True,,,True,True,,,,False,True,,,,,,,,,,,True,False
31073,2,2.0,,2.2,,1.0,1.0,0.0,,,,,1.1,,,0.0,,,4.0,0.0,,0.7,,,1.0,0.2,,,,0.0,2.0,,,,,,,2.4,,,,1.2,2.4,0.0,,0.2,,-1.0,-1.0,-2.0,,,,,-0.9,,,-2.0,,,2.0,-2.0,,-1.3,,,-1.0,-1.8,,,,-2.0,0.0,,,,,,,0.4,,,,-0.8,0.4,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,True,,,,,,,False,,,,False,False
31075,1,1.0,,0.7,,1.0,1.0,0.0,,,,,0.4,,,0.0,,,2.0,0.6,,1.6,,,2.0,0.1,,,,1.0,1.0,,,,,,,,,,,1.4,,0.0,,-0.3,,0.0,0.0,-1.0,,,,,-0.6,,,-1.0,,,1.0,-0.4,,0.6,,,1.0,-0.9,,,,0.0,0.0,,,,,,,,,,,0.4,,,False,,True,True,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,True,True,,,,,,,,,,,False,
31077,3,0.0,,0.2,,1.0,1.0,0.0,,,,,0.9,,,0.3,,,5.0,0.1,,0.6,,,1.0,0.0,,,,0.0,1.0,,,,,,,0.5,,,,0.5,1.5,-3.0,,-2.8,,-2.0,-2.0,-3.0,,,,,-2.1,,,-2.7,,,2.0,-2.9,,-2.4,,,-2.0,-3.0,,,,-3.0,-2.0,,,,,,,-2.5,,,,-2.5,-1.5,,True,,True,True,False,,,,,True,,,True,,,True,True,,True,,,True,True,,,,False,True,,,,,,,True,,,,True,True
31079,141,127.0,,130.8,,99.0,89.0,122.0,,,,,52.7,,,128.4,,,92.0,91.6,,81.0,81.0,,90.0,94.7,,,,119.0,101.0,,,,,,,122.7,,,,127.8,116.7,-14.0,,-10.2,,-42.0,-52.0,-19.0,,,,,-88.3,,,-12.6,,,-49.0,-49.4,,-60.0,-60.0,,-51.0,-46.3,,,,-22.0,-40.0,,,,,,,-18.3,,,,-13.2,-24.3,,True,,False,False,False,,,,,False,,,True,,,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,True,False
31081,4,6.0,,7.1,,3.0,4.0,0.0,,,,,6.4,,,0.0,,,11.0,1.0,,6.8,,,0.0,2.0,,,,3.0,9.0,,,,,,,9.2,,,,1.3,17.1,2.0,,3.1,,-1.0,0.0,-4.0,,,,,2.4,,,-4.0,,,7.0,-3.0,,2.8,,,-4.0,-2.0,,,,-1.0,5.0,,,,,,,5.2,,,,-2.7,13.1,,False,,True,True,False,,,,,False,,,False,,,False,False,,False,,,False,True,,,,True,False,,,,,,,False,,,,False,False
31083,3,2.0,,1.9,,1.0,1.0,0.0,,,,,0.8,,,6.3,,,4.0,0.8,,1.0,,,2.0,0.4,,,,1.0,3.0,,,,,,,2.0,,,,0.9,3.1,-1.0,,-1.1,,-2.0,-2.0,-3.0,,,,,-2.2,,,3.3,,,1.0,-2.2,,-2.0,,,-1.0,-2.6,,,,-2.0,0.0,,,,,,,-1.0,,,,-2.1,0.1,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,True,,,,,,,True,,,,False,True
31085,0,0.0,,0.0,,0.0,0.0,0.0,,,,,0.2,,,0.1,,,1.0,0.0,,0.1,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,1.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,0.2,,,0.1,,,1.0,0.0,,0.1,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,1.0,,,False,,True,True,True,,,,,False,,,False,,,False,False,,False,,,True,False,,,,True,True,,,,,,,,,,,False,
31087,1,2.0,,3.2,,3.0,3.0,0.0,,,,,1.9,,,6.1,,,6.0,2.3,,3.4,,,6.0,0.6,,,,,3.0,,,,,,,1.4,,,,0.5,3.4,1.0,,2.2,,2.0,2.0,-1.0,,,,,0.9,,,5.1,,,5.0,1.3,,2.4,,,5.0,-0.4,,,,,2.0,,,,,,,0.4,,,,-0.5,2.4,,False,,False,False,False,,,,,True,,,False,,,False,False,,False,,,False,True,,,,,False,,,,,,,True,,,,True,False
31089,3,14.0,,13.5,,7.0,6.0,0.0,,,,,5.1,,,0.8,,,27.0,5.7,,6.9,,,4.0,4.4,,,,8.0,14.0,,,,,,,10.2,,,,14.1,16.1,11.0,,10.5,,4.0,3.0,-3.0,,,,,2.1,,,-2.2,,,24.0,2.7,,3.9,,,1.0,1.4,,,,5.0,11.0,,,,,,,7.2,,,,11.1,13.1,,True,,True,True,True,,,,,True,,,True,,,False,True,,True,,,True,True,,,,True,False,,,,,,,True,,,,False,False
31091,0,0.0,,0.0,,0.0,1.0,0.0,,,,,0.1,,,0.1,,,3.0,48.6,,0.1,,,0.0,0.1,,,,0.0,0.0,,,,,,,,,,,1.0,,0.0,,0.0,,0.0,1.0,0.0,,,,,0.1,,,0.1,,,3.0,48.6,,0.1,,,0.0,0.1,,,,0.0,0.0,,,,,,,,,,,1.0,,,True,,True,False,True,,,,,False,,,False,,,False,False,,False,,,True,False,,,,True,True,,,,,,,,,,,False,
31093,6,2.0,,2.2,,4.0,4.0,0.0,,,,,3.3,,,0.0,,,10.0,11.6,,3.8,,,4.0,2.2,,,,3.0,5.0,,,,,,,2.8,,,,3.1,6.3,-4.0,,-3.8,,-2.0,-2.0,-6.0,,,,,-2.7,,,-6.0,,,4.0,5.6,,-2.2,,,-2.0,-3.8,,,,-3.0,-1.0,,,,,,,-3.2,,,,-2.9,0.3,,True,,True,True,False,,,,,True,,,False,,,False,False,,True,,,True,True,,,,True,True,,,,,,,True,,,,True,True
31095,1,3.0,,3.1,,4.0,4.0,0.0,,,,,3.3,,,6.5,,,9.0,0.6,,4.0,,,5.0,2.4,,,,3.0,5.0,,,,,,,5.3,,,,3.7,10.4,2.0,,2.1,,3.0,3.0,-1.0,,,,,2.3,,,5.5,,,8.0,-0.4,,3.0,,,4.0,1.4,,,,2.0,4.0,,,,,,,4.3,,,,2.7,9.4,,False,,False,False,True,,,,,False,,,False,,,False,True,,False,,,False,True,,,,False,False,,,,,,,False,,,,False,False
31097,2,2.0,,1.2,,1.0,3.0,0.0,,,,,3.3,,,0.0,,,9.0,0.0,,2.8,,,3.0,0.9,,,,,3.0,,,,,,,3.3,,,,0.7,7.0,0.0,,-0.8,,-1.0,1.0,-2.0,,,,,1.3,,,-2.0,,,7.0,-2.0,,0.8,,,1.0,-1.1,,,,,1.0,,,,,,,1.3,,,,-1.3,5.0,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,,False,,,,,,,False,,,,False,False
31099,8,7.0,,7.6,,6.0,3.0,0.0,,,,,3.7,,,17.3,,,7.0,6.3,,3.9,,,0.0,2.6,,,,4.0,8.0,,,,,,,10.0,,,,6.7,16.6,-1.0,,-0.4,,-2.0,-5.0,-8.0,,,,,-4.3,,,9.3,,,-1.0,-1.7,,-4.1,,,-8.0,-5.4,,,,-4.0,0.0,,,,,,,2.0,,,,-1.3,8.6,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,True,,,,,,,False,,,,False,False
31101,6,15.0,,15.1,,11.0,6.0,6.0,,,,,4.0,,,0.4,,,14.0,33.7,,4.1,,,4.0,5.2,,,,7.0,12.0,,,,,,,16.9,,,,15.0,13.8,9.0,,9.1,,5.0,0.0,0.0,,,,,-2.0,,,-5.6,,,8.0,27.7,,-1.9,,,-2.0,-0.8,,,,1.0,6.0,,,,,,,10.9,,,,9.0,7.8,,False,,True,True,True,,,,,True,,,True,,,True,False,,True,,,True,True,,,,True,True,,,,,,,False,,,,False,True
31103,1,0.0,,0.5,,0.0,1.0,0.0,,,,,0.4,,,0.0,,,3.0,0.0,,0.5,,,1.0,0.2,,,,0.0,0.0,,,,,,,,,,,1.1,,-1.0,,-0.5,,-1.0,0.0,-1.0,,,,,-0.6,,,-1.0,,,2.0,-1.0,,-0.5,,,0.0,-0.8,,,,-1.0,-1.0,,,,,,,,,,,0.1,,,True,,False,True,False,,,,,True,,,False,,,False,True,,True,,,True,True,,,,False,False,,,,,,,,,,,True,
31105,7,1.0,,0.0,,1.0,3.0,0.0,,,,,3.1,,,0.2,,,6.0,0.4,,2.8,,,6.0,0.3,,,,1.0,2.0,,,,,,,1.1,,,,1.3,3.4,-6.0,,-7.0,,-6.0,-4.0,-7.0,,,,,-3.9,,,-6.8,,,-1.0,-6.6,,-4.2,,,-1.0,-6.7,,,,-6.0,-5.0,,,,,,,-5.9,,,,-5.7,-3.6,,False,,False,True,False,,,,,True,,,False,,,True,False,,True,,,True,False,,,,False,True,,,,,,,True,,,,True,True
31107,4,6.0,,9.1,,7.0,6.0,0.0,,,,,5.5,,,0.0,,,23.0,0.0,,4.4,,,8.0,2.4,,,,,7.0,,,,,,,5.2,,,,4.1,9.5,2.0,,5.1,,3.0,2.0,-4.0,,,,,1.5,,,-4.0,,,19.0,-4.0,,0.4,,,4.0,-1.6,,,,,3.0,,,,,,,1.2,,,,0.1,5.5,,False,,False,False,False,,,,,True,,,False,,,False,False,,True,,,False,True,,,,,False,,,,,,,True,,,,True,False
31109,337,293.0,,295.1,,269.0,246.0,285.0,,,,,206.5,,,385.0,,,541.0,360.9,,331.6,218.0,,167.0,269.0,,,,261.0,341.0,,,,,,,264.1,253.0,,,220.0,328.0,-44.0,,-41.9,,-68.0,-91.0,-52.0,,,,,-130.5,,,48.0,,,204.0,23.9,,-5.4,-119.0,,-170.0,-68.0,,,,-76.0,4.0,,,,,,,-72.9,-84.0,,,-117.0,-9.0,,True,,False,False,False,,,,,False,,,False,,,False,True,,True,False,,False,False,,,,False,True,,,,,,,False,False,,,False,True
31111,18,44.0,,42.4,,35.0,33.0,22.0,,,,,22.8,,,20.4,,,77.0,49.5,,28.7,28.0,,30.0,33.2,,,,41.0,39.0,,,,,,,37.0,,,,42.5,44.6,26.0,,24.4,,17.0,15.0,4.0,,,,,4.8,,,2.4,,,59.0,31.5,,10.7,10.0,,12.0,15.2,,,,23.0,21.0,,,,,,,19.0,,,,24.5,26.6,,True,,True,True,True,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,True,True,,,,,,,True,,,,True,False
31113,0,0.0,,0.0,,1.0,1.0,0.0,,,,,0.3,,,0.1,,,2.0,57.6,,0.2,,,1.0,0.1,,,,1.0,1.0,,,,,,,1.1,,,,0.9,,0.0,,0.0,,1.0,1.0,0.0,,,,,0.3,,,0.1,,,2.0,57.6,,0.2,,,1.0,0.1,,,,1.0,1.0,,,,,,,1.1,,,,0.9,,,True,,False,False,True,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,
31115,0,0.0,,0.0,,0.0,0.0,0.0,,,,,0.1,,,0.1,,,1.0,0.0,,0.1,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,1.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,0.1,,,0.1,,,1.0,0.0,,0.1,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,1.0,,,False,,True,True,True,,,,,False,,,False,,,False,False,,False,,,True,True,,,,True,True,,,,,,,,,,,False,
31117,2,0.0,,0.1,,0.0,1.0,0.0,,,,,0.0,,,0.1,,,2.0,19.3,,0.2,,,1.0,0.1,,,,0.0,0.0,,,,,,,1.0,,,,1.0,,-2.0,,-1.9,,-2.0,-1.0,-2.0,,,,,-2.0,,,-1.9,,,0.0,17.3,,-1.8,,,-1.0,-1.9,,,,-2.0,-2.0,,,,,,,-1.0,,,,-1.0,,,True,,False,True,False,,,,,True,,,True,,,True,False,,True,,,True,True,,,,False,False,,,,,,,True,,,,True,
31119,26,11.0,,11.1,,9.0,12.0,7.0,,,,,13.8,,,0.0,,,91.0,7.5,,21.9,36.0,,2.0,7.6,,,,8.0,24.0,,,,,,,19.6,,,,4.7,35.1,-15.0,,-14.9,,-17.0,-14.0,-19.0,,,,,-12.2,,,-26.0,,,65.0,-18.5,,-4.1,10.0,,-24.0,-18.4,,,,-18.0,-2.0,,,,,,,-6.4,,,,-21.3,9.1,,True,,False,True,False,,,,,True,,,False,,,False,False,,True,True,,False,False,,,,False,True,,,,,,,True,,,,False,True
31121,3,5.0,,5.2,,8.0,7.0,10.0,,,,,5.6,,,0.8,,,15.0,18.2,,6.7,,,5.0,5.9,,,,6.0,8.0,,,,,,,12.8,,,,7.8,13.1,2.0,,2.2,,5.0,4.0,7.0,,,,,2.6,,,-2.2,,,12.0,15.2,,3.7,,,2.0,2.9,,,,3.0,5.0,,,,,,,9.8,,,,4.8,10.1,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
31123,5,4.0,,4.5,,4.0,2.0,0.0,,,,,2.9,,,0.0,,,10.0,5.2,,4.2,,,0.0,2.2,,,,4.0,5.0,,,,,,,6.5,,,,4.0,7.9,-1.0,,-0.5,,-1.0,-3.0,-5.0,,,,,-2.1,,,-5.0,,,5.0,0.2,,-0.8,,,-5.0,-2.8,,,,-1.0,0.0,,,,,,,1.5,,,,-1.0,2.9,,True,,False,False,False,,,,,False,,,False,,,False,True,,True,,,False,False,,,,False,True,,,,,,,False,,,,False,False
31125,1,3.0,,3.2,,2.0,3.0,0.0,,,,,1.4,,,0.1,,,9.0,2.3,,1.0,,,4.0,1.8,,,,2.0,3.0,,,,,,,3.5,,,,1.7,3.4,2.0,,2.2,,1.0,2.0,-1.0,,,,,0.4,,,-0.9,,,8.0,1.3,,-0.0,,,3.0,0.8,,,,1.0,2.0,,,,,,,2.5,,,,0.7,2.4,,False,,True,False,True,,,,,True,,,True,,,False,True,,True,,,False,True,,,,True,False,,,,,,,False,,,,True,False
31127,6,8.0,,8.1,,8.0,6.0,0.0,,,,,4.1,,,0.0,,,14.0,25.1,,3.3,,,9.0,3.5,,,,6.0,8.0,,,,,,,6.6,,,,3.2,9.7,2.0,,2.1,,2.0,0.0,-6.0,,,,,-1.9,,,-6.0,,,8.0,19.1,,-2.7,,,3.0,-2.5,,,,0.0,2.0,,,,,,,0.6,,,,-2.8,3.7,,False,,False,True,False,,,,,True,,,False,,,False,False,,False,,,False,False,,,,True,False,,,,,,,True,,,,False,False
31129,2,5.0,,5.2,,3.0,2.0,0.0,,,,,2.5,,,0.0,,,5.0,0.6,,3.7,,,0.0,0.9,,,,2.0,4.0,,,,,,,4.9,,,,5.4,4.5,3.0,,3.2,,1.0,0.0,-2.0,,,,,0.5,,,-2.0,,,3.0,-1.4,,1.7,,,-2.0,-1.1,,,,0.0,2.0,,,,,,,2.9,,,,3.4,2.5,,False,,True,True,True,,,,,True,,,True,,,False,True,,True,,,True,True,,,,True,True,,,,,,,True,,,,False,True
