,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28151,1053,616.0,,,,330.0,,370.7,1.7,262.3,,82.0,-437.0,,,,-723.0,,-682.3,-1051.3,-790.7,,-971.0,,,,False,,False,False,False,,False
28153,332,200.0,,,,174.0,,183.2,1.9,,,296.0,-132.0,,,,-158.0,,-148.8,-330.1,,,-36.0,,,,False,,False,False,,,True
28155,146,96.0,,,,82.0,,65.0,1.1,,,100.0,-50.0,,,,-64.0,,-81.0,-144.9,,,-46.0,,,,False,,False,False,,,True
28157,118,56.0,,,,64.0,,36.4,0.0,,,24.0,-62.0,,,,-54.0,,-81.6,-118.0,,,-94.0,,,,True,,False,False,,,False
28159,570,240.0,,,,107.0,,183.5,1.5,,,128.0,-330.0,,,,-463.0,,-386.5,-568.5,,,-442.0,,,,False,,False,False,,,False
28161,298,104.0,,,,121.0,,70.3,0.3,,,27.0,-194.0,,,,-177.0,,-227.7,-297.7,,,-271.0,,,,True,,False,False,,,False
28163,587,184.0,,,,212.0,,171.4,0.1,91.0,,272.0,-403.0,,,,-375.0,,-415.6,-586.9,-496.0,,-315.0,,,,True,,False,False,False,,True
29001,755,272.0,,,,529.0,,253.4,188.1,,,849.0,-483.0,,,,-226.0,,-501.6,-566.9,,,94.0,,,,True,,False,False,,,True
29003,540,440.0,,,,131.0,,477.1,123.0,,,1713.0,-100.0,,,,-409.0,,-62.9,-417.0,,,1173.0,,,,False,,True,False,,,False
29005,158,56.0,,,,46.0,,74.6,,,,102.0,-102.0,,,,-112.0,,-83.4,,,,-56.0,,,,False,,True,,,,True
29007,712,240.0,,,,258.0,,208.6,0.0,,,78.0,-472.0,,,,-454.0,,-503.4,-712.0,,,-634.0,,,,True,,False,False,,,False
29009,943,456.0,,,,740.0,,463.7,155.3,,,179.0,-487.0,,,,-203.0,,-479.3,-787.7,,,-764.0,,,,True,,True,False,,,False
29011,340,648.0,,,,145.0,,1149.9,134.7,,,238.0,308.0,,,,-195.0,,809.9,-205.3,,,-102.0,,,,True,,False,True,,,True
29013,409,272.0,,,,200.0,,476.4,129.5,,,309.0,-137.0,,,,-209.0,,67.4,-279.5,,,-100.0,,,,False,,True,False,,,True
29015,462,376.0,,,,210.0,,418.2,162.9,,,0.0,-86.0,,,,-252.0,,-43.8,-299.1,,,-462.0,,,,False,,True,False,,,False
29017,471,272.0,,,,95.0,,171.5,0.0,,,551.0,-199.0,,,,-376.0,,-299.5,-471.0,,,80.0,,,,False,,False,False,,,True
29019,5700,4016.0,,,,1707.0,,2416.3,22.5,3156.1,,1426.0,-1684.0,,,,-3993.0,,-3283.7,-5677.5,-2543.9,,-4274.0,,,,False,,False,False,False,,False
29021,2602,2152.0,,,,1023.0,,1894.1,561.8,1644.4,,8954.0,-450.0,,,,-1579.0,,-707.9,-2040.2,-957.6,,6352.0,,,,False,,False,False,False,,False
29023,1493,896.0,,,,712.0,,809.7,223.9,,,428.0,-597.0,,,,-781.0,,-683.3,-1269.1,,,-1065.0,,,,False,,False,False,,,False
29025,298,144.0,,,,98.0,,202.6,13.3,,,32.0,-154.0,,,,-200.0,,-95.4,-284.7,,,-266.0,,,,False,,True,False,,,False
29027,2216,1120.0,,,,369.0,,1084.3,385.2,,,878.0,-1096.0,,,,-1847.0,,-1131.7,-1830.8,,,-1338.0,,,,False,,False,False,,,False
29029,1306,1648.0,,,,378.0,,1352.0,543.8,663.0,,324.0,342.0,,,,-928.0,,46.0,-762.2,-643.0,,-982.0,,,,False,,True,False,False,,False
29031,3143,2608.0,,,,669.0,,1712.6,1071.4,1086.4,,1321.0,-535.0,,,,-2474.0,,-1430.4,-2071.6,-2056.6,,-1822.0,,,,False,,False,False,False,,False
29033,314,160.0,,,,179.0,,85.4,39.4,,,257.0,-154.0,,,,-135.0,,-228.6,-274.6,,,-57.0,,,,True,,False,False,,,True
29035,183,240.0,,,,52.0,,47.2,35.9,,,5.0,57.0,,,,-131.0,,-135.8,-147.1,,,-178.0,,,,False,,False,False,,,False
29037,2415,1288.0,,,,796.0,,690.3,634.2,643.3,,1362.0,-1127.0,,,,-1619.0,,-1724.7,-1780.8,-1771.7,,-1053.0,,,,False,,False,False,False,,True
29039,275,296.0,,,,187.0,,408.8,64.5,,,254.0,21.0,,,,-88.0,,133.8,-210.5,,,-21.0,,,,False,,False,False,,,False
29041,207,16.0,,,,81.0,,16.7,,,,93.0,-191.0,,,,-126.0,,-190.3,,,,-114.0,,,,True,,True,,,,True
29043,2262,1832.0,,,,1110.0,,2038.9,697.1,833.0,,8585.0,-430.0,,,,-1152.0,,-223.1,-1564.9,-1429.0,,6323.0,,,,False,,True,False,False,,False
29045,236,96.0,,,,67.0,,112.2,,,,181.0,-140.0,,,,-169.0,,-123.8,,,,-55.0,,,,False,,True,,,,True
29047,3000,1224.0,,,,1672.0,,679.6,1106.6,768.4,,1855.0,-1776.0,,,,-1328.0,,-2320.4,-1893.4,-2231.6,,-1145.0,,,,True,,False,False,False,,True
29049,635,568.0,,,,153.0,,562.8,130.1,,,399.0,-67.0,,,,-482.0,,-72.2,-504.9,,,-236.0,,,,False,,False,False,,,False
29051,4519,2992.0,,,,697.0,,3229.1,1065.7,1694.1,,1063.0,-1527.0,,,,-3822.0,,-1289.9,-3453.3,-2824.9,,-3456.0,,,,False,,True,False,False,,False
29053,733,352.0,,,,227.0,,323.1,177.1,,,354.0,-381.0,,,,-506.0,,-409.9,-555.9,,,-379.0,,,,False,,False,False,,,True
29055,796,480.0,,,,151.0,,298.2,0.0,,,67.0,-316.0,,,,-645.0,,-497.8,-796.0,,,-729.0,,,,False,,False,False,,,False
29057,198,216.0,,,,90.0,,186.2,25.8,,,98.0,18.0,,,,-108.0,,-11.8,-172.2,,,-100.0,,,,False,,True,False,,,False
29059,378,280.0,,,,187.0,,401.9,71.7,,,1148.0,-98.0,,,,-191.0,,23.9,-306.3,,,770.0,,,,False,,True,False,,,False
29061,198,224.0,,,,119.0,,313.4,67.0,,,154.0,26.0,,,,-79.0,,115.4,-131.0,,,-44.0,,,,False,,False,False,,,False
29063,441,240.0,,,,123.0,,303.8,73.2,,,297.0,-201.0,,,,-318.0,,-137.2,-367.8,,,-144.0,,,,False,,True,False,,,True
29065,368,424.0,,,,132.0,,165.5,59.8,,,108.0,56.0,,,,-236.0,,-202.5,-308.2,,,-260.0,,,,False,,False,False,,,False
29067,213,152.0,,,,211.0,,161.8,2.7,,,47.0,-61.0,,,,-2.0,,-51.2,-210.3,,,-166.0,,,,True,,True,False,,,False
29069,835,648.0,,,,670.0,,590.2,225.9,,,607.0,-187.0,,,,-165.0,,-244.8,-609.1,,,-228.0,,,,True,,False,False,,,False
29071,3090,1392.0,,,,732.0,,1313.9,1038.4,811.8,,6018.0,-1698.0,,,,-2358.0,,-1776.1,-2051.6,-2278.2,,2928.0,,,,False,,False,False,False,,False
29073,330,168.0,,,,80.0,,98.4,105.3,,,217.0,-162.0,,,,-250.0,,-231.6,-224.7,,,-113.0,,,,False,,False,False,,,True
29075,319,128.0,,,,81.0,,210.0,30.5,,,136.0,-191.0,,,,-238.0,,-109.0,-288.5,,,-183.0,,,,False,,True,False,,,True
29077,7114,7312.0,,,,5004.0,,5112.7,3388.5,4361.7,,13984.0,198.0,,,,-2110.0,,-2001.3,-3725.5,-2752.3,,6870.0,,,,False,,False,False,False,,False
29079,312,184.0,,,,175.0,,190.0,0.0,,,674.0,-128.0,,,,-137.0,,-122.0,-312.0,,,362.0,,,,False,,True,False,,,False
29081,292,128.0,,,,105.0,,250.4,68.7,,,172.0,-164.0,,,,-187.0,,-41.6,-223.3,,,-120.0,,,,False,,True,False,,,True
29083,892,384.0,,,,348.0,,569.2,122.6,,,71.0,-508.0,,,,-544.0,,-322.8,-769.4,,,-821.0,,,,False,,True,False,,,False
29085,236,264.0,,,,83.0,,309.9,8.5,,,15.0,28.0,,,,-153.0,,73.9,-227.5,,,-221.0,,,,False,,False,False,,,False
29087,192,88.0,,,,35.0,,55.0,,,,81.0,-104.0,,,,-157.0,,-137.0,,,,-111.0,,,,False,,False,,,,False
29089,331,120.0,,,,122.0,,105.9,0.0,,,177.0,-211.0,,,,-209.0,,-225.1,-331.0,,,-154.0,,,,True,,False,False,,,True
29091,773,1040.0,,,,742.0,,1127.9,215.8,,,1160.0,267.0,,,,-31.0,,354.9,-557.2,,,387.0,,,,True,,False,False,,,False
29093,186,112.0,,,,55.0,,134.6,,,,322.0,-74.0,,,,-131.0,,-51.4,,,,136.0,,,,False,,True,,,,False
29095,10335,5744.0,,,,4679.0,,2986.6,1760.6,3111.1,,3049.0,-4591.0,,,,-5656.0,,-7348.4,-8574.4,-7223.9,,-7286.0,,,,False,,False,False,False,,False
29097,4069,3584.0,,,,2164.0,,2799.2,1715.5,1016.2,,5160.0,-485.0,,,,-1905.0,,-1269.8,-2353.5,-3052.8,,1091.0,,,,False,,False,False,False,,False
29099,7155,2840.0,,,,1261.0,,2479.5,2010.2,2341.8,,3155.0,-4315.0,,,,-5894.0,,-4675.5,-5144.8,-4813.2,,-4000.0,,,,False,,False,False,False,,True
29101,1411,2112.0,,,,679.0,,418.3,467.5,723.2,,0.0,701.0,,,,-732.0,,-992.7,-943.5,-687.8,,-1411.0,,,,False,,False,False,True,,False
29103,82,0.0,,,,47.0,,7.2,,,,95.0,-82.0,,,,-35.0,,-74.8,,,,13.0,,,,True,,True,,,,True
29105,1064,1280.0,,,,521.0,,1605.2,246.4,,,0.0,216.0,,,,-543.0,,541.2,-817.6,,,-1064.0,,,,False,,False,False,,,False
29107,961,632.0,,,,334.0,,441.6,162.7,,,391.0,-329.0,,,,-627.0,,-519.4,-798.3,,,-570.0,,,,False,,False,False,,,False
29109,1187,856.0,,,,790.0,,999.5,342.2,,,759.0,-331.0,,,,-397.0,,-187.5,-844.8,,,-428.0,,,,False,,True,False,,,False
29111,293,240.0,,,,84.0,,581.7,0.0,,,248.0,-53.0,,,,-209.0,,288.7,-293.0,,,-45.0,,,,False,,False,False,,,True
29113,1747,720.0,,,,272.0,,956.1,371.8,,,0.0,-1027.0,,,,-1475.0,,-790.9,-1375.2,,,-1747.0,,,,False,,True,False,,,False
29115,198,184.0,,,,200.0,,588.5,39.4,,,333.0,-14.0,,,,2.0,,390.5,-158.6,,,135.0,,,,True,,False,False,,,False
29117,298,704.0,,,,240.0,,580.0,1.3,,,0.0,406.0,,,,-58.0,,282.0,-296.7,,,-298.0,,,,True,,True,True,,,True
29119,310,232.0,,,,516.0,,126.1,0.8,142.5,,0.0,-78.0,,,,206.0,,-183.9,-309.2,-167.5,,-310.0,,,,False,,False,False,False,,False
29121,542,136.0,,,,169.0,,226.1,105.4,,,432.0,-406.0,,,,-373.0,,-315.9,-436.6,,,-110.0,,,,True,,True,False,,,True
29123,587,496.0,,,,102.0,,180.6,105.5,,,46.0,-91.0,,,,-485.0,,-406.4,-481.5,,,-541.0,,,,False,,False,False,,,False
29125,281,160.0,,,,57.0,,182.4,43.6,,,390.0,-121.0,,,,-224.0,,-98.6,-237.4,,,109.0,,,,False,,True,False,,,True
29127,1161,456.0,,,,317.0,,339.6,2.6,,,1968.0,-705.0,,,,-844.0,,-821.4,-1158.4,,,807.0,,,,False,,False,False,,,False
29129,61,8.0,,,,48.0,,3.9,,,,94.0,-53.0,,,,-13.0,,-57.1,,,,33.0,,,,True,,False,,,,True
29131,1000,632.0,,,,228.0,,616.2,215.9,,,2651.0,-368.0,,,,-772.0,,-383.8,-784.1,,,1651.0,,,,False,,False,False,,,False
29133,613,184.0,,,,147.0,,139.8,0.0,,,242.0,-429.0,,,,-466.0,,-473.2,-613.0,,,-371.0,,,,False,,False,False,,,True
29135,909,448.0,,,,166.0,,337.7,154.7,,,213.0,-461.0,,,,-743.0,,-571.3,-754.3,,,-696.0,,,,False,,False,False,,,False
29137,313,72.0,,,,48.0,,58.8,36.5,,,161.0,-241.0,,,,-265.0,,-254.2,-276.5,,,-152.0,,,,False,,False,False,,,True
29139,276,24.0,,,,52.0,,61.8,,,,272.0,-252.0,,,,-224.0,,-214.2,,,,-4.0,,,,True,,True,,,,True
29141,661,672.0,,,,168.0,,764.9,193.5,,,112.0,11.0,,,,-493.0,,103.9,-467.5,,,-549.0,,,,False,,False,False,,,False
29143,756,504.0,,,,242.0,,403.7,128.7,,,243.0,-252.0,,,,-514.0,,-352.3,-627.3,,,-513.0,,,,False,,False,False,,,False
29145,1542,808.0,,,,1340.0,,499.9,74.3,476.1,,0.0,-734.0,,,,-202.0,,-1042.1,-1467.7,-1065.9,,-1542.0,,,,True,,False,False,False,,False
29147,1195,680.0,,,,337.0,,531.1,0.0,,,142.0,-515.0,,,,-858.0,,-663.9,-1195.0,,,-1053.0,,,,False,,False,False,,,False
29149,228,256.0,,,,196.0,,280.8,11.4,,,0.0,28.0,,,,-32.0,,52.8,-216.6,,,-228.0,,,,False,,False,False,,,False
29151,754,528.0,,,,109.0,,1030.3,72.6,,,304.0,-226.0,,,,-645.0,,276.3,-681.4,,,-450.0,,,,False,,False,False,,,False
29153,151,176.0,,,,101.0,,130.0,0.0,,,162.0,25.0,,,,-50.0,,-21.0,-151.0,,,11.0,,,,False,,True,False,,,True
29155,532,400.0,,,,370.0,,340.8,63.6,,,1055.0,-132.0,,,,-162.0,,-191.2,-468.4,,,523.0,,,,False,,False,False,,,False
29157,913,408.0,,,,149.0,,349.9,0.0,,,222.0,-505.0,,,,-764.0,,-563.1,-913.0,,,-691.0,,,,False,,False,False,,,False
29159,1655,792.0,,,,791.0,,518.1,3.9,492.0,,106.0,-863.0,,,,-864.0,,-1136.9,-1651.1,-1163.0,,-1549.0,,,,False,,False,False,False,,False
29161,1358,656.0,,,,440.0,,430.5,132.1,,,253.0,-702.0,,,,-918.0,,-927.5,-1225.9,,,-1105.0,,,,False,,False,False,,,False
29163,743,192.0,,,,143.0,,202.6,0.0,,,409.0,-551.0,,,,-600.0,,-540.4,-743.0,,,-334.0,,,,False,,True,False,,,True
29165,1023,576.0,,,,586.0,,434.0,704.0,,,1180.0,-447.0,,,,-437.0,,-589.0,-319.0,,,157.0,,,,True,,False,True,,,True
29167,710,584.0,,,,507.0,,527.5,0.6,,,0.0,-126.0,,,,-203.0,,-182.5,-709.4,,,-710.0,,,,False,,False,False,,,False
29169,1069,792.0,,,,562.0,,467.6,342.6,,,813.0,-277.0,,,,-507.0,,-601.4,-726.4,,,-256.0,,,,False,,False,False,,,True
29171,133,72.0,,,,68.0,,27.3,,,,158.0,-61.0,,,,-65.0,,-105.7,,,,25.0,,,,False,,False,,,,True
29173,351,112.0,,,,68.0,,116.1,14.6,,,26.0,-239.0,,,,-283.0,,-234.9,-336.4,,,-325.0,,,,False,,True,False,,,False
29175,899,928.0,,,,315.0,,1964.6,170.8,,,1736.0,29.0,,,,-584.0,,1065.6,-728.2,,,837.0,,,,False,,False,False,,,False
29177,567,200.0,,,,254.0,,145.4,158.3,,,558.0,-367.0,,,,-313.0,,-421.6,-408.7,,,-9.0,,,,True,,False,False,,,True
29179,147,32.0,,,,42.0,,35.0,,,,27.0,-115.0,,,,-105.0,,-112.0,,,,-120.0,,,,True,,True,,,,False
29181,408,176.0,,,,131.0,,186.9,34.0,,,1.0,-232.0,,,,-277.0,,-221.1,-374.0,,,-407.0,,,,False,,True,False,,,False
29183,12995,5536.0,,,,1906.0,,3851.0,2616.4,3262.6,,6276.0,-7459.0,,,,-11089.0,,-9144.0,-10378.6,-9732.4,,-6719.0,,,,False,,False,False,False,,True
29185,278,136.0,,,,89.0,,98.3,,,,33.0,-142.0,,,,-189.0,,-179.7,,,,-245.0,,,,False,,False,,,,False
29186,902,256.0,,,,94.0,,261.2,100.4,,,250.0,-646.0,,,,-808.0,,-640.8,-801.6,,,-652.0,,,,False,,True,False,,,False
29187,2893,2120.0,,,,564.0,,1266.4,3.8,1214.2,,631.0,-773.0,,,,-2329.0,,-1626.6,-2889.2,-1678.8,,-2262.0,,,,False,,False,False,False,,False
29189,29144,9120.0,,,,5069.0,,5555.5,2287.5,5015.6,,4464.0,-20024.0,,,,-24075.0,,-23588.5,-26856.5,-24128.4,,-24680.0,,,,False,,False,False,False,,False
29195,802,504.0,,,,340.0,,582.8,215.8,,,315.0,-298.0,,,,-462.0,,-219.2,-586.2,,,-487.0,,,,False,,True,False,,,False
29197,111,32.0,,,,51.0,,39.9,,,,103.0,-79.0,,,,-60.0,,-71.1,,,,-8.0,,,,True,,True,,,,True
29199,153,56.0,,,,60.0,,131.1,,,,144.0,-97.0,,,,-93.0,,-21.9,,,,-9.0,,,,True,,True,,,,True
29201,1757,1280.0,,,,461.0,,738.2,387.0,,,2033.0,-477.0,,,,-1296.0,,-1018.8,-1370.0,,,276.0,,,,False,,False,False,,,True
29203,179,304.0,,,,66.0,,307.9,34.5,,,149.0,125.0,,,,-113.0,,128.9,-144.5,,,-30.0,,,,True,,False,False,,,True
29205,156,112.0,,,,51.0,,86.6,,,,127.0,-44.0,,,,-105.0,,-69.4,,,,-29.0,,,,False,,False,,,,True
29207,1086,792.0,,,,456.0,,807.0,244.6,,,509.0,-294.0,,,,-630.0,,-279.0,-841.4,,,-577.0,,,,False,,True,False,,,False
29209,714,488.0,,,,366.0,,618.5,152.6,,,240.0,-226.0,,,,-348.0,,-95.5,-561.4,,,-474.0,,,,False,,True,False,,,False
29211,331,208.0,,,,79.0,,120.7,0.0,,,39.0,-123.0,,,,-252.0,,-210.3,-331.0,,,-292.0,,,,False,,False,False,,,False
29213,1626,832.0,,,,995.0,,820.0,395.8,232.1,,304.0,-794.0,,,,-631.0,,-806.0,-1230.2,-1393.9,,-1322.0,,,,True,,False,False,False,,False
29215,571,656.0,,,,336.0,,718.0,84.2,,,3.0,85.0,,,,-235.0,,147.0,-486.8,,,-568.0,,,,False,,False,False,,,False
29217,493,288.0,,,,325.0,,369.2,101.4,,,204.0,-205.0,,,,-168.0,,-123.8,-391.6,,,-289.0,,,,True,,True,False,,,False
29219,779,264.0,,,,167.0,,136.3,156.3,,,145.0,-515.0,,,,-612.0,,-642.7,-622.7,,,-634.0,,,,False,,False,False,,,False
29221,984,576.0,,,,200.0,,654.7,217.2,,,375.0,-408.0,,,,-784.0,,-329.3,-766.8,,,-609.0,,,,False,,True,False,,,False
29223,267,232.0,,,,98.0,,132.0,0.0,,,0.0,-35.0,,,,-169.0,,-135.0,-267.0,,,-267.0,,,,False,,False,False,,,False
29225,1016,1328.0,,,,494.0,,2082.1,392.7,,,815.0,312.0,,,,-522.0,,1066.1,-623.3,,,-201.0,,,,False,,False,False,,,True
29227,62,8.0,,,,34.0,,9.5,,,,6.0,-54.0,,,,-28.0,,-52.5,,,,-56.0,,,,True,,True,,,,False
29229,339,552.0,,,,269.0,,709.8,139.1,,,274.0,213.0,,,,-70.0,,370.8,-199.9,,,-65.0,,,,True,,False,True,,,True
29510,6287,2192.0,,,,1425.0,,1540.6,35.4,1242.9,,1256.0,-4095.0,,,,-4862.0,,-4746.4,-6251.6,-5044.1,,-5031.0,,,,False,,False,False,False,,False
30001,420,488.0,,,,165.0,,1460.6,0.0,,,194.0,68.0,,,,-255.0,,1040.6,-420.0,,,-226.0,,,,False,,False,False,,,False
30003,844,528.0,,,,259.0,,397.2,0.0,,,411.0,-316.0,,,,-585.0,,-446.8,-844.0,,,-433.0,,,,False,,False,False,,,False
30005,432,296.0,,,,125.0,,3189.4,0.0,,,203.0,-136.0,,,,-307.0,,2757.4,-432.0,,,-229.0,,,,False,,False,False,,,False
30007,195,32.0,,,,63.0,,36.9,,,,136.0,-163.0,,,,-132.0,,-158.1,,,,-59.0,,,,True,,True,,,,True
30009,458,224.0,,,,185.0,,179.3,90.0,,,323.0,-234.0,,,,-273.0,,-278.7,-368.0,,,-135.0,,,,False,,False,False,,,True
30011,118,0.0,,,,32.0,,54.1,,,,24.0,-118.0,,,,-86.0,,-63.9,,,,-94.0,,,,True,,True,,,,True
30013,4438,1424.0,,,,2748.0,,2211.2,522.0,,,1343.0,-3014.0,,,,-1690.0,,-2226.8,-3916.0,,,-3095.0,,,,True,,True,False,,,False
30015,247,88.0,,,,100.0,,191.0,,,,128.0,-159.0,,,,-147.0,,-56.0,,,,-119.0,,,,True,,True,,,,True
30017,653,152.0,,,,314.0,,72.8,46.0,,,61.0,-501.0,,,,-339.0,,-580.2,-607.0,,,-592.0,,,,True,,False,False,,,False
30019,119,40.0,,,,124.0,,465.1,,,,37.0,-79.0,,,,5.0,,346.1,,,,-82.0,,,,True,,False,,,,False
30021,598,240.0,,,,248.0,,361.4,51.3,,,80.0,-358.0,,,,-350.0,,-236.6,-546.7,,,-518.0,,,,True,,True,False,,,False
30023,525,688.0,,,,277.0,,2234.6,1.4,,,0.0,163.0,,,,-248.0,,1709.6,-523.6,,,-525.0,,,,False,,False,False,,,False
30025,231,56.0,,,,80.0,,880.0,,,,72.0,-175.0,,,,-151.0,,649.0,,,,-159.0,,,,True,,False,,,,True
30027,581,344.0,,,,508.0,,442.0,0.0,,,537.0,-237.0,,,,-73.0,,-139.0,-581.0,,,-44.0,,,,True,,True,False,,,True
30029,5401,4768.0,,,,4361.0,,8963.5,645.4,1673.6,,4283.0,-633.0,,,,-1040.0,,3562.5,-4755.6,-3727.4,,-1118.0,,,,False,,False,False,False,,False
30031,6019,2576.0,,,,1483.0,,3072.2,694.4,863.1,,3124.0,-3443.0,,,,-4536.0,,-2946.8,-5324.6,-5155.9,,-2895.0,,,,False,,True,False,False,,True
30033,59,0.0,,,,31.0,,4.0,,,,0.0,-59.0,,,,-28.0,,-55.0,,,,-59.0,,,,True,,True,,,,False
30035,623,1440.0,,,,1174.0,,2620.0,3.1,,,282.0,817.0,,,,551.0,,1997.0,-619.9,,,-341.0,,,,True,,False,True,,,True
30037,19,0.0,,,,48.0,,12.7,,,,0.0,-19.0,,,,29.0,,-6.3,,,,-19.0,,,,False,,True,,,,False
30039,107,32.0,,,,50.0,,112.4,,,,131.0,-75.0,,,,-57.0,,5.4,,,,24.0,,,,True,,True,,,,True
30041,1079,992.0,,,,1286.0,,2342.2,220.6,,,327.0,-87.0,,,,207.0,,1263.2,-858.4,,,-752.0,,,,False,,False,False,,,False
30043,449,104.0,,,,117.0,,134.9,0.0,,,59.0,-345.0,,,,-332.0,,-314.1,-449.0,,,-390.0,,,,True,,True,False,,,False
30045,59,8.0,,,,8.0,,10.7,,,,2.0,-51.0,,,,-51.0,,-48.3,,,,-57.0,,,,False,,True,,,,False
30047,821,336.0,,,,505.0,,489.5,123.3,,,759.0,-485.0,,,,-316.0,,-331.5,-697.7,,,-62.0,,,,True,,True,False,,,True
30049,2907,664.0,,,,1085.0,,926.7,574.4,,,406.0,-2243.0,,,,-1822.0,,-1980.3,-2332.6,,,-2501.0,,,,True,,True,False,,,False
30051,72,40.0,,,,146.0,,55.5,,,,42.0,-32.0,,,,74.0,,-16.5,,,,-30.0,,,,False,,True,,,,True
30053,641,344.0,,,,115.0,,595.4,83.5,,,312.0,-297.0,,,,-526.0,,-45.6,-557.5,,,-329.0,,,,False,,True,False,,,False
30055,86,32.0,,,,40.0,,37.8,,,,42.0,-54.0,,,,-46.0,,-48.2,,,,-44.0,,,,True,,True,,,,True
30057,311,56.0,,,,98.0,,60.2,10.4,,,13.0,-255.0,,,,-213.0,,-250.8,-300.6,,,-298.0,,,,True,,True,False,,,False
30059,70,48.0,,,,25.0,,152.8,,,,58.0,-22.0,,,,-45.0,,82.8,,,,-12.0,,,,False,,False,,,,True
30061,76,24.0,,,,16.0,,72.5,,,,2.0,-52.0,,,,-60.0,,-3.5,,,,-74.0,,,,False,,True,,,,False
30063,3870,3496.0,,,,2426.0,,8582.8,827.7,,,3942.0,-374.0,,,,-1444.0,,4712.8,-3042.3,,,72.0,,,,False,,False,False,,,True
30065,197,16.0,,,,200.0,,28.1,,,,10.0,-181.0,,,,3.0,,-168.9,,,,-187.0,,,,True,,True,,,,False
30067,561,232.0,,,,373.0,,327.9,183.2,,,274.0,-329.0,,,,-188.0,,-233.1,-377.8,,,-287.0,,,,True,,True,False,,,True
30069,10,16.0,,,,24.0,,12.0,,,,0.0,6.0,,,,14.0,,2.0,,,,-10.0,,,,False,,True,,,,False
30071,196,48.0,,,,310.0,,23.0,0.0,,,9.0,-148.0,,,,114.0,,-173.0,-196.0,,,-187.0,,,,True,,False,False,,,False
30073,219,384.0,,,,254.0,,1071.0,0.0,,,81.0,165.0,,,,35.0,,852.0,-219.0,,,-138.0,,,,True,,False,False,,,True
30075,58,72.0,,,,47.0,,107.4,,,,6.0,14.0,,,,-11.0,,49.4,,,,-52.0,,,,True,,False,,,,False
30077,706,56.0,,,,156.0,,121.0,,,,262.0,-650.0,,,,-550.0,,-585.0,,,,-444.0,,,,True,,True,,,,True
30079,89,96.0,,,,24.0,,560.3,,,,38.0,7.0,,,,-65.0,,471.3,,,,-51.0,,,,False,,False,,,,False
30081,1494,512.0,,,,712.0,,683.6,248.3,,,1610.0,-982.0,,,,-782.0,,-810.4,-1245.7,,,116.0,,,,True,,True,False,,,True
30083,577,56.0,,,,467.0,,227.7,43.0,,,28.0,-521.0,,,,-110.0,,-349.3,-534.0,,,-549.0,,,,True,,True,False,,,False
30085,678,1616.0,,,,599.0,,965.6,12.1,,,38.0,938.0,,,,-79.0,,287.6,-665.9,,,-640.0,,,,True,,True,True,,,True
30087,309,240.0,,,,146.0,,182.9,0.0,,,182.0,-69.0,,,,-163.0,,-126.1,-309.0,,,-127.0,,,,False,,False,False,,,False
30089,194,144.0,,,,31.0,,572.1,,,,458.0,-50.0,,,,-163.0,,378.1,,,,264.0,,,,False,,False,,,,False
30091,278,80.0,,,,197.0,,249.0,,,,64.0,-198.0,,,,-81.0,,-29.0,,,,-214.0,,,,True,,True,,,,False
30093,2054,448.0,,,,652.0,,723.8,348.0,,,672.0,-1606.0,,,,-1402.0,,-1330.2,-1706.0,,,-1382.0,,,,True,,True,False,,,True
30095,345,208.0,,,,192.0,,299.1,0.1,,,97.0,-137.0,,,,-153.0,,-45.9,-344.9,,,-248.0,,,,False,,True,False,,,False
30097,223,24.0,,,,72.0,,13.5,,,,11.0,-199.0,,,,-151.0,,-209.5,,,,-212.0,,,,True,,False,,,,False
30099,189,128.0,,,,81.0,,681.9,,,,97.0,-61.0,,,,-108.0,,492.9,,,,-92.0,,,,False,,False,,,,False
30101,455,424.0,,,,641.0,,699.5,75.0,,,73.0,-31.0,,,,186.0,,244.5,-380.0,,,-382.0,,,,False,,False,False,,,False
30103,27,48.0,,,,23.0,,257.9,,,,21.0,21.0,,,,-4.0,,230.9,,,,-6.0,,,,True,,False,,,,True
30105,443,352.0,,,,466.0,,699.3,0.6,,,0.0,-91.0,,,,23.0,,256.3,-442.4,,,-443.0,,,,True,,False,False,,,False
30107,78,104.0,,,,48.0,,99.4,,,,50.0,26.0,,,,-30.0,,21.4,,,,-28.0,,,,False,,True,,,,False
