,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
19027,830,645.0,,234.0,,,,,466.0,,907.8,141.6,,468.0,,412.7,21.0,-185.0,,-596.0,,,,,-364.0,,77.8,-688.4,,-362.0,,-417.3,-809.0,,False,,,,,False,,True,False,,False,,False,False
19029,398,460.0,,531.0,,,,,186.0,,804.8,83.2,,618.0,,,164.0,62.0,,133.0,,,,,-212.0,,406.8,-314.8,,220.0,,,-234.0,,False,,,,,False,,False,False,,False,,,False
19031,641,450.0,,571.0,,,,,241.0,,1091.1,84.9,,836.0,,,215.0,-191.0,,-70.0,,,,,-400.0,,450.1,-556.1,,195.0,,,-426.0,,True,,,,,False,,False,False,,False,,,False
19033,2195,1175.0,,918.0,,,,,910.0,,1282.8,122.7,,1772.0,,534.1,14.0,-1020.0,,-1277.0,,,,,-1285.0,,-912.2,-2072.3,,-423.0,,-1660.9,-2181.0,,False,,,,,False,,True,False,,True,,False,False
19035,552,250.0,,134.0,,,,,281.0,,226.2,104.6,,199.0,,,100.0,-302.0,,-418.0,,,,,-271.0,,-325.8,-447.4,,-353.0,,,-452.0,,False,,,,,True,,False,False,,False,,,False
19037,540,215.0,,103.0,,,,,208.0,,264.9,48.1,,290.0,,,122.0,-325.0,,-437.0,,,,,-332.0,,-275.1,-491.9,,-250.0,,,-418.0,,False,,,,,False,,True,False,,True,,,False
19039,147,115.0,,86.0,,,,,134.0,,231.4,61.8,,100.0,,,29.0,-32.0,,-61.0,,,,,-13.0,,84.4,-85.2,,-47.0,,,-118.0,,False,,,,,True,,False,False,,False,,,False
19041,702,330.0,,282.0,,,,,565.0,,358.7,109.0,,333.0,,,145.0,-372.0,,-420.0,,,,,-137.0,,-343.3,-593.0,,-369.0,,,-557.0,,False,,,,,True,,True,False,,True,,,False
19043,641,705.0,,813.0,,,,,321.0,,1340.9,79.4,,1085.5,,,280.0,64.0,,172.0,,,,,-320.0,,699.9,-561.6,,444.5,,,-361.0,,False,,,,,False,,False,False,,False,,,False
19045,1921,795.0,,733.0,,,,,918.0,,847.3,195.9,,1225.0,,390.2,930.0,-1126.0,,-1188.0,,,,,-1003.0,,-1073.7,-1725.1,,-696.0,,-1530.8,-991.0,,False,,,,,True,,True,False,,True,,False,True
19047,446,240.0,,224.0,,,,,413.0,,211.8,133.3,,223.0,,107.3,15.0,-206.0,,-222.0,,,,,-33.0,,-234.2,-312.7,,-223.0,,-338.7,-431.0,,False,,,,,True,,False,False,,False,,False,False
19049,3063,1425.0,,2578.0,,,,,1140.0,,929.5,393.4,,1836.0,,778.4,939.0,-1638.0,,-485.0,,,,,-1923.0,,-2133.5,-2669.6,,-1227.0,,-2284.6,-2124.0,,True,,,,,False,,False,False,,True,,False,False
19051,303,140.0,,61.0,,,,,107.0,,204.1,42.2,,259.0,,,157.0,-163.0,,-242.0,,,,,-196.0,,-98.9,-260.8,,-44.0,,,-146.0,,False,,,,,False,,True,False,,True,,,True
19053,175,115.0,,109.0,,,,,91.0,,190.7,42.9,,188.0,,,5.0,-60.0,,-66.0,,,,,-84.0,,15.7,-132.1,,13.0,,,-170.0,,False,,,,,False,,True,False,,True,,,False
19055,624,525.0,,317.0,,,,,374.0,,907.9,150.5,,628.0,,,202.0,-99.0,,-307.0,,,,,-250.0,,283.9,-473.5,,4.0,,,-422.0,,False,,,,,False,,False,False,,True,,,False
19057,1488,1195.0,,1174.0,,,,,1168.0,,1573.6,257.9,,2114.0,,729.2,421.0,-293.0,,-314.0,,,,,-320.0,,85.6,-1230.1,,626.0,,-758.8,-1067.0,,False,,,,,False,,True,False,,False,,False,False
19059,644,540.0,,288.0,,,,,467.0,,500.1,170.3,,745.0,,,138.0,-104.0,,-356.0,,,,,-177.0,,-143.9,-473.7,,101.0,,,-506.0,,False,,,,,False,,False,False,,True,,,False
19061,3859,3250.0,,3642.0,,,,,2095.0,,3463.8,905.5,,3579.0,,1530.6,615.0,-609.0,,-217.0,,,,,-1764.0,,-395.2,-2953.5,,-280.0,,-2328.4,-3244.0,,True,,,,,False,,True,False,,True,,False,False
19063,335,205.0,,199.0,,,,,224.0,,199.6,101.9,,226.0,,,58.0,-130.0,,-136.0,,,,,-111.0,,-135.4,-233.1,,-109.0,,,-277.0,,False,,,,,True,,False,False,,True,,,False
19065,686,355.0,,312.0,,,,,435.0,,389.4,90.5,,383.0,,,302.0,-331.0,,-374.0,,,,,-251.0,,-296.6,-595.5,,-303.0,,,-384.0,,False,,,,,True,,True,False,,True,,,False
19067,669,250.0,,122.0,,,,,276.0,,222.7,93.5,,308.0,,,198.0,-419.0,,-547.0,,,,,-393.0,,-446.3,-575.5,,-361.0,,,-471.0,,False,,,,,True,,False,False,,True,,,False
19069,369,130.0,,45.0,,,,,149.0,,81.6,47.1,,157.0,,,303.0,-239.0,,-324.0,,,,,-220.0,,-287.4,-321.9,,-212.0,,,-66.0,,False,,,,,True,,False,False,,True,,,True
19071,176,110.0,,104.0,,,,,71.0,,220.8,34.9,,105.0,,,5.0,-66.0,,-72.0,,,,,-105.0,,44.8,-141.1,,-71.0,,,-171.0,,False,,,,,False,,True,False,,False,,,False
19073,342,120.0,,78.0,,,,,103.0,,60.6,20.0,,41.0,,,87.0,-222.0,,-264.0,,,,,-239.0,,-281.4,-322.0,,-301.0,,,-255.0,,False,,,,,False,,False,False,,False,,,False
19075,534,325.0,,166.0,,,,,157.0,,371.5,63.6,,445.0,,,182.0,-209.0,,-368.0,,,,,-377.0,,-162.5,-470.4,,-89.0,,,-352.0,,False,,,,,False,,True,False,,True,,,False
19077,380,215.0,,172.0,,,,,134.0,,299.0,69.5,,101.0,,,95.0,-165.0,,-208.0,,,,,-246.0,,-81.0,-310.5,,-279.0,,,-285.0,,False,,,,,False,,True,False,,False,,,False
19079,709,175.0,,226.0,,,,,249.0,,172.0,95.3,,126.0,,,91.0,-534.0,,-483.0,,,,,-460.0,,-537.0,-613.7,,-583.0,,,-618.0,,True,,,,,True,,False,False,,False,,,False
19081,536,465.0,,330.0,,,,,144.0,,457.9,47.1,,577.0,,,134.0,-71.0,,-206.0,,,,,-392.0,,-78.1,-488.9,,41.0,,,-402.0,,False,,,,,False,,False,False,,True,,,False
19083,717,340.0,,363.0,,,,,259.0,,355.2,129.6,,500.0,,,14.0,-377.0,,-354.0,,,,,-458.0,,-361.8,-587.4,,-217.0,,,-703.0,,True,,,,,False,,True,False,,True,,,False
19085,426,425.0,,367.0,,,,,225.0,,648.2,27.2,,308.0,,,220.0,-1.0,,-59.0,,,,,-201.0,,222.2,-398.8,,-118.0,,,-206.0,,False,,,,,False,,False,False,,False,,,False
19087,819,600.0,,312.0,,,,,307.0,,580.6,112.2,,805.0,,491.7,12.0,-219.0,,-507.0,,,,,-512.0,,-238.4,-706.8,,-14.0,,-327.3,-807.0,,False,,,,,False,,False,False,,True,,False,False
19089,303,120.0,,13.0,,,,,151.0,,154.9,28.2,,131.0,,,63.0,-183.0,,-290.0,,,,,-152.0,,-148.1,-274.8,,-172.0,,,-240.0,,False,,,,,True,,True,False,,True,,,False
19091,437,360.0,,485.0,,,,,185.0,,360.6,51.9,,399.0,,,98.0,-77.0,,48.0,,,,,-252.0,,-76.4,-385.1,,-38.0,,,-339.0,,True,,,,,False,,True,False,,True,,,False
19093,325,285.0,,3.0,,,,,143.0,,188.9,26.5,,299.0,,,101.0,-40.0,,-322.0,,,,,-182.0,,-136.1,-298.5,,-26.0,,,-224.0,,False,,,,,False,,False,False,,True,,,False
19095,549,395.0,,268.0,,,,,216.0,,362.1,70.8,,404.0,,,271.0,-154.0,,-281.0,,,,,-333.0,,-186.9,-478.2,,-145.0,,,-278.0,,False,,,,,False,,False,False,,True,,,False
19097,793,760.0,,814.0,,,,,370.0,,1266.0,102.4,,972.0,,,63.0,-33.0,,21.0,,,,,-423.0,,473.0,-690.6,,179.0,,,-730.0,,True,,,,,False,,False,False,,False,,,False
19099,1089,975.0,,1549.0,,,,,548.0,,746.4,335.2,,1529.0,,561.3,544.0,-114.0,,460.0,,,,,-541.0,,-342.6,-753.8,,440.0,,-527.7,-545.0,,False,,,,,False,,False,False,,False,,False,False
19101,506,200.0,,268.0,,,,,240.0,,516.4,88.9,,318.0,,,120.0,-306.0,,-238.0,,,,,-266.0,,10.4,-417.1,,-188.0,,,-386.0,,True,,,,,True,,True,False,,True,,,False
19103,3793,1900.0,,5025.0,,,,,1672.0,,1289.2,624.2,,2904.0,,1479.9,81.0,-1893.0,,1232.0,,,,,-2121.0,,-2503.8,-3168.8,,-889.0,,-2313.1,-3712.0,,True,,,,,False,,False,False,,True,,False,False
19105,1835,640.0,,531.0,,,,,428.0,,443.7,126.2,,912.5,,,398.0,-1195.0,,-1304.0,,,,,-1407.0,,-1391.3,-1708.8,,-922.5,,,-1437.0,,False,,,,,False,,False,False,,True,,,False
19107,469,235.0,,222.0,,,,,163.0,,228.7,21.7,,362.0,,,159.0,-234.0,,-247.0,,,,,-306.0,,-240.3,-447.3,,-107.0,,,-310.0,,False,,,,,False,,False,False,,True,,,False
19109,703,250.0,,181.0,,,,,292.0,,359.7,88.6,,293.5,,,187.0,-453.0,,-522.0,,,,,-411.0,,-343.3,-614.4,,-409.5,,,-516.0,,False,,,,,True,,True,False,,True,,,False
19111,1260,620.0,,713.0,,,,,466.0,,552.2,191.7,,725.0,,,382.0,-640.0,,-547.0,,,,,-794.0,,-707.8,-1068.3,,-535.0,,,-878.0,,True,,,,,False,,False,False,,True,,,False
19113,8500,5375.0,,13918.0,,,,,3113.0,,4558.6,1813.8,,8909.0,,2560.9,3628.0,-3125.0,,5418.0,,,,,-5387.0,,-3941.4,-6686.2,,409.0,,-5939.1,-4872.0,,False,,,,,False,,False,False,,True,,False,False
19115,357,200.0,,30.0,,,,,127.0,,183.0,47.6,,297.0,,,59.0,-157.0,,-327.0,,,,,-230.0,,-174.0,-309.4,,-60.0,,,-298.0,,False,,,,,False,,False,False,,True,,,False
19117,141,90.0,,55.0,,,,,180.0,,118.6,57.9,,163.5,,,67.0,-51.0,,-86.0,,,,,39.0,,-22.4,-83.1,,22.5,,,-74.0,,False,,,,,True,,True,False,,True,,,False
19119,494,250.0,,139.0,,,,,295.0,,233.0,63.3,,234.0,,,8.0,-244.0,,-355.0,,,,,-199.0,,-261.0,-430.7,,-260.0,,,-486.0,,False,,,,,True,,False,False,,False,,,False
19121,379,160.0,,132.0,,,,,184.0,,205.1,87.1,,109.0,,,195.0,-219.0,,-247.0,,,,,-195.0,,-173.9,-291.9,,-270.0,,,-184.0,,False,,,,,True,,True,False,,False,,,True
19123,594,460.0,,459.0,,,,,354.0,,672.9,136.3,,533.0,,,219.0,-134.0,,-135.0,,,,,-240.0,,78.9,-457.7,,-61.0,,,-375.0,,False,,,,,False,,True,False,,True,,,False
19125,1048,680.0,,866.0,,,,,500.0,,748.9,263.6,,998.0,,,443.0,-368.0,,-182.0,,,,,-548.0,,-299.1,-784.4,,-50.0,,,-605.0,,True,,,,,False,,True,False,,True,,,False
19127,1438,1065.0,,1558.0,,,,,755.0,,733.1,225.2,,1660.5,,468.4,115.0,-373.0,,120.0,,,,,-683.0,,-704.9,-1212.8,,222.5,,-969.6,-1323.0,,True,,,,,False,,False,False,,True,,False,False
19129,673,330.0,,361.0,,,,,194.0,,728.5,64.4,,506.0,,,441.0,-343.0,,-312.0,,,,,-479.0,,55.5,-608.6,,-167.0,,,-232.0,,True,,,,,False,,True,False,,True,,,True
19131,549,205.0,,126.0,,,,,133.0,,580.0,46.3,,424.0,,,14.0,-344.0,,-423.0,,,,,-416.0,,31.0,-502.7,,-125.0,,,-535.0,,False,,,,,False,,True,False,,True,,,False
19133,205,120.0,,74.0,,,,,161.0,,81.3,28.4,,79.0,,,98.0,-85.0,,-131.0,,,,,-44.0,,-123.7,-176.6,,-126.0,,,-107.0,,False,,,,,True,,False,False,,False,,,False
19135,195,100.0,,30.0,,,,,115.0,,81.0,19.1,,64.0,,,40.0,-95.0,,-165.0,,,,,-80.0,,-114.0,-175.9,,-131.0,,,-155.0,,False,,,,,True,,False,False,,False,,,False
19137,333,185.0,,227.0,,,,,105.0,,267.1,28.9,,256.0,,,167.0,-148.0,,-106.0,,,,,-228.0,,-65.9,-304.1,,-77.0,,,-166.0,,True,,,,,False,,True,False,,True,,,False
19139,1554,815.0,,896.0,,,,,575.0,,957.5,255.4,,1185.5,,376.6,465.0,-739.0,,-658.0,,,,,-979.0,,-596.5,-1298.6,,-368.5,,-1177.4,-1089.0,,True,,,,,False,,True,False,,True,,False,False
19141,570,870.0,,331.0,,,,,453.0,,1031.4,122.2,,971.5,,,936.0,300.0,,-239.0,,,,,-117.0,,461.4,-447.8,,401.5,,,366.0,,True,,,,,True,,False,False,,False,,,False
19143,240,220.0,,79.0,,,,,142.0,,302.8,38.9,,213.0,,,33.0,-20.0,,-161.0,,,,,-98.0,,62.8,-201.1,,-27.0,,,-207.0,,False,,,,,False,,False,False,,False,,,False
19145,770,215.0,,195.0,,,,,195.0,,493.6,59.0,,261.5,,,120.0,-555.0,,-575.0,,,,,-575.0,,-276.4,-711.0,,-508.5,,,-650.0,,False,,,,,False,,True,False,,True,,,False
19147,348,175.0,,113.0,,,,,196.0,,191.8,65.3,,185.0,,,17.0,-173.0,,-235.0,,,,,-152.0,,-156.2,-282.7,,-163.0,,,-331.0,,False,,,,,True,,True,False,,True,,,False
19149,1135,950.0,,367.0,,,,,720.0,,718.2,254.2,,807.0,,439.9,17.0,-185.0,,-768.0,,,,,-415.0,,-416.8,-880.8,,-328.0,,-695.1,-1118.0,,False,,,,,False,,False,False,,False,,False,False
19151,350,190.0,,0.0,,,,,87.0,,158.9,42.2,,324.0,,,80.0,-160.0,,-350.0,,,,,-263.0,,-191.1,-307.8,,-26.0,,,-270.0,,False,,,,,False,,False,False,,True,,,False
19153,15337,8035.0,,14655.0,,,,,7749.0,,5808.6,3528.9,,12507.0,,3860.5,4611.0,-7302.0,,-682.0,,,,,-7588.0,,-9528.4,-11808.1,,-2830.0,,-11476.5,-10726.0,,True,,,,,False,,False,False,,True,,False,False
19155,3504,1540.0,,1330.0,,,,,1279.0,,1734.7,835.6,,1647.0,,1237.6,768.0,-1964.0,,-2174.0,,,,,-2225.0,,-1769.3,-2668.4,,-1857.0,,-2266.4,-2736.0,,False,,,,,False,,True,False,,True,,False,False
19157,539,280.0,,201.0,,,,,256.0,,244.6,106.1,,393.0,,,280.0,-259.0,,-338.0,,,,,-283.0,,-294.4,-432.9,,-146.0,,,-259.0,,False,,,,,False,,False,False,,True,,,False
19159,153,75.0,,35.0,,,,,50.0,,59.3,20.9,,83.0,,,58.0,-78.0,,-118.0,,,,,-103.0,,-93.7,-132.1,,-70.0,,,-95.0,,False,,,,,False,,False,False,,True,,,False
19161,496,185.0,,102.0,,,,,207.0,,199.4,105.9,,195.0,,,191.0,-311.0,,-394.0,,,,,-289.0,,-296.6,-390.1,,-301.0,,,-305.0,,False,,,,,True,,True,False,,True,,,True
19163,6956,3495.0,,5201.0,,,,,2765.0,,4483.6,1957.8,,5414.0,,1519.7,124.0,-3461.0,,-1755.0,,,,,-4191.0,,-2472.4,-4998.2,,-1542.0,,-5436.3,-6832.0,,True,,,,,False,,True,False,,True,,False,False
19165,398,270.0,,115.0,,,,,177.0,,256.5,74.7,,303.0,,,129.0,-128.0,,-283.0,,,,,-221.0,,-141.5,-323.3,,-95.0,,,-269.0,,False,,,,,False,,False,False,,True,,,False
19167,1252,1155.0,,825.0,,,,,1294.0,,912.7,341.0,,1233.0,,536.0,1339.0,-97.0,,-427.0,,,,,42.0,,-339.3,-911.0,,-19.0,,-716.0,87.0,,False,,,,,True,,False,False,,True,,False,True
19169,2902,1205.0,,2104.0,,,,,1337.0,,886.0,620.4,,1561.0,,1104.3,122.0,-1697.0,,-798.0,,,,,-1565.0,,-2016.0,-2281.6,,-1341.0,,-1797.7,-2780.0,,True,,,,,True,,False,False,,True,,False,False
19171,544,515.0,,239.0,,,,,229.0,,423.0,93.0,,641.0,,,13.0,-29.0,,-305.0,,,,,-315.0,,-121.0,-451.0,,97.0,,,-531.0,,False,,,,,False,,False,False,,False,,,False
19173,215,190.0,,57.0,,,,,62.0,,177.4,23.0,,146.0,,,64.0,-25.0,,-158.0,,,,,-153.0,,-37.6,-192.0,,-69.0,,,-151.0,,False,,,,,False,,False,False,,False,,,False
19175,600,280.0,,253.0,,,,,187.0,,497.3,79.5,,194.0,,,6.0,-320.0,,-347.0,,,,,-413.0,,-102.7,-520.5,,-406.0,,,-594.0,,False,,,,,False,,True,False,,False,,,False
19177,186,135.0,,150.0,,,,,102.0,,161.7,12.9,,273.0,,,80.0,-51.0,,-36.0,,,,,-84.0,,-24.3,-173.1,,87.0,,,-106.0,,True,,,,,False,,True,False,,False,,,False
19179,1085,605.0,,534.0,,,,,695.0,,464.2,263.0,,780.5,,306.7,306.0,-480.0,,-551.0,,,,,-390.0,,-620.8,-822.0,,-304.5,,-778.3,-779.0,,False,,,,,True,,False,False,,True,,False,False
19181,1667,875.0,,1735.0,,,,,657.0,,868.8,312.8,,1288.0,,466.1,785.0,-792.0,,68.0,,,,,-1010.0,,-798.2,-1354.2,,-379.0,,-1200.9,-882.0,,True,,,,,False,,False,False,,True,,False,False
19183,813,340.0,,337.0,,,,,270.0,,398.7,127.2,,330.0,,,212.0,-473.0,,-476.0,,,,,-543.0,,-414.3,-685.8,,-483.0,,,-601.0,,False,,,,,False,,True,False,,False,,,False
19185,149,220.0,,170.0,,,,,83.0,,171.6,23.8,,77.0,,,126.0,71.0,,21.0,,,,,-66.0,,22.6,-125.2,,-72.0,,,-23.0,,True,,,,,True,,True,False,,False,,,True
19187,1783,1090.0,,746.0,,,,,883.0,,1023.4,308.6,,1798.0,,518.7,77.0,-693.0,,-1037.0,,,,,-900.0,,-759.6,-1474.4,,15.0,,-1264.3,-1706.0,,False,,,,,False,,False,False,,True,,False,False
19189,441,305.0,,157.0,,,,,152.0,,398.0,54.2,,397.0,,,61.0,-136.0,,-284.0,,,,,-289.0,,-43.0,-386.8,,-44.0,,,-380.0,,False,,,,,False,,True,False,,True,,,False
19191,572,355.0,,425.0,,,,,328.0,,356.9,65.8,,391.0,,,243.0,-217.0,,-147.0,,,,,-244.0,,-215.1,-506.2,,-181.0,,,-329.0,,True,,,,,False,,True,False,,True,,,False
19193,3296,2640.0,,2392.0,,,,,2731.0,,2099.5,950.3,,2674.5,,1239.3,79.0,-656.0,,-904.0,,,,,-565.0,,-1196.5,-2345.7,,-621.5,,-2056.7,-3217.0,,False,,,,,True,,False,False,,True,,False,False
19195,239,85.0,,69.0,,,,,82.0,,103.6,29.9,,127.0,,,55.0,-154.0,,-170.0,,,,,-157.0,,-135.4,-209.1,,-112.0,,,-184.0,,False,,,,,False,,True,False,,True,,,False
19197,550,365.0,,2.0,,,,,218.0,,294.0,136.0,,478.0,,,568.0,-185.0,,-548.0,,,,,-332.0,,-256.0,-414.0,,-72.0,,,18.0,,False,,,,,False,,False,False,,True,,,True
20001,310,0.0,,0.0,,,,,106.0,,52.0,29.9,,39.0,,,0.0,-310.0,,-310.0,,,,,-204.0,,-258.0,-280.1,,-271.0,,,-310.0,,False,,,,,True,,True,True,,True,,,False
20003,202,180.0,,199.0,,,,,101.0,,155.8,22.8,,121.0,,,53.0,-22.0,,-3.0,,,,,-101.0,,-46.2,-179.2,,-81.0,,,-149.0,,True,,,,,False,,False,False,,False,,,False
20005,396,125.0,,115.0,,,,,178.0,,46.3,69.5,,176.0,,,33.0,-271.0,,-281.0,,,,,-218.0,,-349.7,-326.5,,-220.0,,,-363.0,,False,,,,,True,,False,False,,True,,,False
20007,132,105.0,,0.0,,,,,45.0,,912.2,4.7,,48.0,,,63.0,-27.0,,-132.0,,,,,-87.0,,780.2,-127.3,,-84.0,,,-69.0,,False,,,,,False,,False,False,,False,,,False
20009,979,370.0,,283.0,,,,,432.0,,277.3,152.7,,282.0,,,267.0,-609.0,,-696.0,,,,,-547.0,,-701.7,-826.3,,-697.0,,,-712.0,,False,,,,,True,,False,False,,False,,,False
20011,334,0.0,,21.0,,,,,196.0,,54.0,27.4,,109.5,,,0.0,-334.0,,-313.0,,,,,-138.0,,-280.0,-306.6,,-224.5,,,-334.0,,True,,,,,True,,True,True,,True,,,False
20013,564,225.0,,185.0,,,,,110.0,,252.1,37.9,,116.0,,,115.0,-339.0,,-379.0,,,,,-454.0,,-311.9,-526.1,,-448.0,,,-449.0,,False,,,,,False,,True,False,,False,,,False
20015,2160,745.0,,1226.0,,,,,503.0,,1175.8,268.0,,1128.0,,,603.0,-1415.0,,-934.0,,,,,-1657.0,,-984.2,-1892.0,,-1032.0,,,-1557.0,,True,,,,,False,,True,False,,True,,,False
20017,63,85.0,,6.0,,,,,26.0,,183.3,2.6,,5.0,,,37.0,22.0,,-57.0,,,,,-37.0,,120.3,-60.4,,-58.0,,,-26.0,,False,,,,,False,,False,False,,False,,,False
20019,70,20.0,,0.0,,,,,33.0,,27.3,3.0,,10.0,,,59.0,-50.0,,-70.0,,,,,-37.0,,-42.7,-67.0,,-60.0,,,-11.0,,False,,,,,True,,True,False,,False,,,True
20021,520,300.0,,166.0,,,,,403.0,,378.1,52.3,,212.0,,,136.0,-220.0,,-354.0,,,,,-117.0,,-141.9,-467.7,,-308.0,,,-384.0,,False,,,,,True,,True,False,,False,,,False
20023,86,45.0,,0.0,,,,,64.0,,52.3,12.0,,53.0,,,7.0,-41.0,,-86.0,,,,,-22.0,,-33.7,-74.0,,-33.0,,,-79.0,,False,,,,,True,,True,False,,True,,,False
20025,73,25.0,,0.0,,,,,39.0,,20.9,1.7,,19.0,,,11.0,-48.0,,-73.0,,,,,-34.0,,-52.1,-71.3,,-54.0,,,-62.0,,False,,,,,True,,False,False,,False,,,False
20027,363,90.0,,84.0,,,,,91.0,,604.6,18.1,,58.0,,,33.0,-273.0,,-279.0,,,,,-272.0,,241.6,-344.9,,-305.0,,,-330.0,,False,,,,,True,,True,False,,False,,,False
20029,510,250.0,,246.0,,,,,115.0,,763.1,22.2,,87.0,,,142.0,-260.0,,-264.0,,,,,-395.0,,253.1,-487.8,,-423.0,,,-368.0,,False,,,,,False,,True,False,,False,,,False
20031,152,95.0,,37.0,,,,,73.0,,56.3,13.6,,56.0,,,52.0,-57.0,,-115.0,,,,,-79.0,,-95.7,-138.4,,-96.0,,,-100.0,,False,,,,,False,,False,False,,False,,,False
20033,70,0.0,,0.0,,,,,34.0,,3.0,0.5,,8.0,,,0.0,-70.0,,-70.0,,,,,-36.0,,-67.0,-69.5,,-62.0,,,-70.0,,False,,,,,True,,True,True,,True,,,False
20035,1200,310.0,,325.0,,,,,340.0,,282.3,153.4,,180.0,,,324.0,-890.0,,-875.0,,,,,-860.0,,-917.7,-1046.6,,-1020.0,,,-876.0,,True,,,,,True,,False,False,,False,,,True
20037,1074,325.0,,565.0,,,,,568.0,,817.8,128.2,,325.0,,,54.0,-749.0,,-509.0,,,,,-506.0,,-256.2,-945.8,,-749.0,,,-1020.0,,True,,,,,True,,True,False,,False,,,False
20039,76,225.0,,0.0,,,,,50.0,,356.6,4.0,,73.0,,,31.0,149.0,,-76.0,,,,,-26.0,,280.6,-72.0,,-3.0,,,-45.0,,True,,,,,True,,False,True,,True,,,True
20041,455,275.0,,193.0,,,,,172.0,,425.4,79.4,,150.0,,,192.0,-180.0,,-262.0,,,,,-283.0,,-29.6,-375.6,,-305.0,,,-263.0,,False,,,,,False,,True,False,,False,,,False
20043,332,70.0,,75.0,,,,,70.0,,169.8,23.7,,85.0,,,10.0,-262.0,,-257.0,,,,,-262.0,,-162.2,-308.3,,-247.0,,,-322.0,,True,,,,,False,,True,False,,True,,,False
20045,2149,825.0,,2144.0,,,,,1011.0,,681.4,309.1,,1101.0,,747.4,688.0,-1324.0,,-5.0,,,,,-1138.0,,-1467.6,-1839.9,,-1048.0,,-1401.6,-1461.0,,True,,,,,True,,False,False,,True,,False,False
20047,112,75.0,,33.0,,,,,33.0,,93.4,4.6,,29.0,,,34.0,-37.0,,-79.0,,,,,-79.0,,-18.6,-107.4,,-83.0,,,-78.0,,False,,,,,False,,True,False,,False,,,False
20049,48,0.0,,0.0,,,,,20.0,,3.9,3.7,,0.0,,,0.0,-48.0,,-48.0,,,,,-28.0,,-44.1,-44.3,,-48.0,,,-48.0,,False,,,,,True,,True,True,,False,,,False
20051,1179,495.0,,364.0,,,,,691.0,,524.1,131.3,,458.0,,,325.0,-684.0,,-815.0,,,,,-488.0,,-654.9,-1047.7,,-721.0,,,-854.0,,False,,,,,True,,True,False,,False,,,False
20053,450,605.0,,698.0,,,,,81.0,,1771.6,3.8,,270.0,,,34.0,155.0,,248.0,,,,,-369.0,,1321.6,-446.2,,-180.0,,,-416.0,,False,,,,,False,,False,False,,False,,,False
20055,1819,1050.0,,1425.0,,,,,1380.0,,979.2,50.8,,1801.0,,905.4,0.0,-769.0,,-394.0,,,,,-439.0,,-839.8,-1768.2,,-18.0,,-913.6,-1819.0,,True,,,,,True,,False,False,,True,,False,False
20057,1256,545.0,,463.0,,,,,1482.0,,456.8,406.1,,515.0,,1164.0,0.0,-711.0,,-793.0,,,,,226.0,,-799.2,-849.9,,-741.0,,-92.0,-1256.0,,False,,,,,True,,False,False,,False,,True,False
20059,584,270.0,,303.0,,,,,255.0,,372.3,59.7,,216.0,,,159.0,-314.0,,-281.0,,,,,-329.0,,-211.7,-524.3,,-368.0,,,-425.0,,True,,,,,False,,True,False,,False,,,False
20061,561,45.0,,49.0,,,,,372.0,,126.5,82.2,,83.0,,,7.0,-516.0,,-512.0,,,,,-189.0,,-434.5,-478.8,,-478.0,,,-554.0,,True,,,,,True,,True,True,,True,,,False
20063,110,115.0,,0.0,,,,,48.0,,146.1,10.5,,139.0,,,0.0,5.0,,-110.0,,,,,-62.0,,36.1,-99.5,,29.0,,,-110.0,,False,,,,,False,,False,False,,False,,,False
20065,120,5.0,,0.0,,,,,31.0,,10.6,1.6,,5.0,,,20.0,-115.0,,-120.0,,,,,-89.0,,-109.4,-118.4,,-115.0,,,-100.0,,False,,,,,True,,True,False,,False,,,True
20067,351,230.0,,109.0,,,,,179.0,,109.7,37.6,,217.0,,,0.0,-121.0,,-242.0,,,,,-172.0,,-241.3,-313.4,,-134.0,,,-351.0,,False,,,,,False,,False,False,,False,,,False
