,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
26127,652,350.0,,647.0,,,,,440.0,,304.1,149.4,,597.5,,,225.0,-302.0,,-5.0,,,,,-212.0,,-347.9,-502.6,,-54.5,,,-427.0,,True,,,,,True,,False,False,,True,,,False
26129,522,165.0,,331.0,,,,,268.0,,317.8,65.3,,247.5,,,172.0,-357.0,,-191.0,,,,,-254.0,,-204.2,-456.7,,-274.5,,,-350.0,,True,,,,,True,,True,False,,True,,,True
26131,165,180.0,,35.0,,,,,54.0,,471.9,104.8,,296.5,,,80.0,15.0,,-130.0,,,,,-111.0,,306.9,-60.2,,131.5,,,-85.0,,False,,,,,False,,False,False,,False,,,False
26133,422,285.0,,674.0,,,,,323.0,,1062.6,75.9,,565.5,,,281.0,-137.0,,252.0,,,,,-99.0,,640.6,-346.1,,143.5,,,-141.0,,False,,,,,True,,False,False,,False,,,False
26135,172,25.0,,9.0,,,,,74.0,,27.8,9.4,,24.0,,,27.0,-147.0,,-163.0,,,,,-98.0,,-144.2,-162.6,,-148.0,,,-145.0,,False,,,,,True,,True,False,,False,,,True
26137,542,250.0,,619.0,,,,,334.0,,346.4,113.4,,414.0,,,182.0,-292.0,,77.0,,,,,-208.0,,-195.6,-428.6,,-128.0,,,-360.0,,True,,,,,True,,True,False,,True,,,False
26139,9545,4775.0,,8455.0,,,,,4611.0,,4329.9,1849.6,,8601.0,,2648.8,3344.0,-4770.0,,-1090.0,,,,,-4934.0,,-5215.1,-7695.4,,-944.0,,-6896.2,-6201.0,,True,,,,,False,,False,False,,True,,False,False
26141,256,155.0,,254.0,,,,,49.0,,1121.5,17.2,,261.0,,,137.0,-101.0,,-2.0,,,,,-207.0,,865.5,-238.8,,5.0,,,-119.0,,True,,,,,False,,False,False,,True,,,False
26143,519,275.0,,590.0,,,,,251.0,,727.0,78.1,,494.5,,,221.0,-244.0,,71.0,,,,,-268.0,,208.0,-440.9,,-24.5,,,-298.0,,True,,,,,False,,True,False,,True,,,False
26145,5380,2725.0,,5443.0,,,,,3060.0,,2305.4,1588.9,,5495.0,,1582.6,1850.0,-2655.0,,63.0,,,,,-2320.0,,-3074.6,-3791.1,,115.0,,-3797.4,-3530.0,,True,,,,,True,,False,False,,True,,False,False
26147,3534,1260.0,,1589.0,,,,,1522.0,,1455.4,1396.9,,2684.0,,847.0,847.0,-2274.0,,-1945.0,,,,,-2012.0,,-2078.6,-2137.1,,-850.0,,-2687.0,-2687.0,,True,,,,,True,,True,True,,True,,False,False
26149,1453,1000.0,,1483.0,,,,,948.0,,886.3,393.6,,1760.5,,794.0,567.0,-453.0,,30.0,,,,,-505.0,,-566.7,-1059.4,,307.5,,-659.0,-886.0,,True,,,,,False,,False,False,,True,,False,False
26151,810,220.0,,449.0,,,,,129.0,,319.7,141.8,,418.0,,,255.0,-590.0,,-361.0,,,,,-681.0,,-490.3,-668.2,,-392.0,,,-555.0,,True,,,,,False,,True,False,,True,,,True
26153,88,180.0,,136.0,,,,,54.0,,369.6,39.5,,374.0,,,136.0,92.0,,48.0,,,,,-34.0,,281.6,-48.5,,286.0,,,48.0,,True,,,,,True,,False,True,,False,,,True
26155,1499,525.0,,1041.0,,,,,956.0,,494.2,521.3,,780.5,,,426.0,-974.0,,-458.0,,,,,-543.0,,-1004.8,-977.7,,-718.5,,,-1073.0,,True,,,,,True,,False,False,,True,,,False
26157,1212,465.0,,1058.0,,,,,511.0,,404.0,237.6,,764.0,,,371.0,-747.0,,-154.0,,,,,-701.0,,-808.0,-974.4,,-448.0,,,-841.0,,True,,,,,True,,False,False,,True,,,False
26159,1967,910.0,,1774.0,,,,,1130.0,,890.6,504.3,,1718.0,,494.7,700.0,-1057.0,,-193.0,,,,,-837.0,,-1076.4,-1462.7,,-249.0,,-1472.3,-1267.0,,True,,,,,True,,False,False,,True,,False,False
26161,5093,2810.0,,2083.0,,,,,3096.0,,4824.2,3349.8,,4139.5,,2561.9,1439.0,-2283.0,,-3010.0,,,,,-1997.0,,-268.8,-1743.2,,-953.5,,-2531.1,-3654.0,,False,,,,,True,,True,True,,True,,False,False
26163,28059,12560.0,,21809.0,,,,,13918.0,,7663.2,19001.3,,21833.0,,8479.4,10320.0,-15499.0,,-6250.0,,,,,-14141.0,,-20395.8,-9057.7,,-6226.0,,-19579.6,-17739.0,,True,,,,,True,,False,True,,True,,False,False
26165,556,120.0,,214.0,,,,,505.0,,231.6,94.4,,212.0,,,81.0,-436.0,,-342.0,,,,,-51.0,,-324.4,-461.6,,-344.0,,,-475.0,,True,,,,,True,,True,False,,True,,,False
27001,605,235.0,,278.0,,,,,290.0,,252.0,80.2,,253.0,,,213.0,-370.0,,-327.0,,,,,-315.0,,-353.0,-524.8,,-352.0,,,-392.0,,True,,,,,True,,True,False,,True,,,False
27003,14442,6300.0,,12708.0,,,,,5797.0,,3927.1,2160.9,,8199.0,,3194.3,4434.0,-8142.0,,-1734.0,,,,,-8645.0,,-10514.9,-12281.1,,-6243.0,,-11247.7,-10008.0,,True,,,,,False,,False,False,,True,,False,False
27005,1603,660.0,,800.0,,,,,1497.0,,831.4,210.0,,699.0,,,453.0,-943.0,,-803.0,,,,,-106.0,,-771.6,-1393.0,,-904.0,,,-1150.0,,True,,,,,True,,True,False,,True,,,False
27007,1361,630.0,,578.0,,,,,755.0,,760.4,156.9,,786.0,,,320.0,-731.0,,-783.0,,,,,-606.0,,-600.6,-1204.1,,-575.0,,,-1041.0,,False,,,,,True,,True,False,,True,,,False
27009,2198,990.0,,1225.0,,,,,873.0,,957.0,261.6,,958.0,,,526.0,-1208.0,,-973.0,,,,,-1325.0,,-1241.0,-1936.4,,-1240.0,,,-1672.0,,True,,,,,False,,False,False,,False,,,False
27011,179,180.0,,98.0,,,,,317.0,,138.1,16.5,,243.5,,,77.0,1.0,,-81.0,,,,,138.0,,-40.9,-162.5,,64.5,,,-102.0,,False,,,,,False,,False,False,,False,,,False
27013,2246,665.0,,1151.0,,,,,1387.0,,401.2,188.3,,967.0,,586.5,178.0,-1581.0,,-1095.0,,,,,-859.0,,-1844.8,-2057.7,,-1279.0,,-1659.5,-2068.0,,True,,,,,True,,False,False,,True,,False,False
27015,1246,265.0,,260.0,,,,,567.0,,207.5,67.3,,281.0,,,307.0,-981.0,,-986.0,,,,,-679.0,,-1038.5,-1178.7,,-965.0,,,-939.0,,False,,,,,True,,False,False,,True,,,True
27017,1555,635.0,,1442.0,,,,,733.0,,911.9,221.9,,1309.0,,,664.0,-920.0,,-113.0,,,,,-822.0,,-643.1,-1333.1,,-246.0,,,-891.0,,True,,,,,True,,True,False,,True,,,True
27019,3368,855.0,,1467.0,,,,,1288.0,,803.9,214.7,,1130.5,,486.0,1623.0,-2513.0,,-1901.0,,,,,-2080.0,,-2564.1,-3153.3,,-2237.5,,-2882.0,-1745.0,,True,,,,,True,,False,False,,True,,False,True
27021,1133,460.0,,608.0,,,,,579.0,,829.4,105.7,,714.0,,,334.0,-673.0,,-525.0,,,,,-554.0,,-303.6,-1027.3,,-419.0,,,-799.0,,True,,,,,True,,True,False,,True,,,False
27023,530,310.0,,299.0,,,,,443.0,,431.0,114.5,,344.0,,,92.0,-220.0,,-231.0,,,,,-87.0,,-99.0,-415.5,,-186.0,,,-438.0,,False,,,,,True,,True,False,,True,,,False
27025,2203,1235.0,,1511.0,,,,,963.0,,2352.8,299.2,,1764.5,,,721.0,-968.0,,-692.0,,,,,-1240.0,,149.8,-1903.8,,-438.5,,,-1482.0,,True,,,,,False,,True,False,,True,,,False
27027,2792,1665.0,,2247.0,,,,,2910.0,,2223.8,858.4,,2710.0,,1086.1,620.0,-1127.0,,-545.0,,,,,118.0,,-568.2,-1933.6,,-82.0,,-1705.9,-2172.0,,True,,,,,True,,True,False,,True,,False,False
27029,423,230.0,,177.0,,,,,188.0,,1064.2,33.3,,320.0,,,120.0,-193.0,,-246.0,,,,,-235.0,,641.2,-389.7,,-103.0,,,-303.0,,False,,,,,False,,False,False,,True,,,False
27031,62,45.0,,,,,,,20.0,,471.0,4.6,,47.0,,,87.0,-17.0,,,,,,,-42.0,,409.0,-57.4,,-15.0,,,25.0,,,,,,,False,,False,False,,True,,,False
27033,681,150.0,,66.0,,,,,272.0,,113.3,31.2,,230.0,,,156.0,-531.0,,-615.0,,,,,-409.0,,-567.7,-649.8,,-451.0,,,-525.0,,False,,,,,True,,False,False,,True,,,True
27035,2709,1325.0,,2773.0,,,,,1691.0,,1231.7,376.7,,1383.5,,,915.0,-1384.0,,64.0,,,,,-1018.0,,-1477.3,-2332.3,,-1325.5,,,-1794.0,,True,,,,,True,,False,False,,True,,,False
27037,13836,4515.0,,7612.0,,,,,5502.0,,4285.4,1441.3,,5648.5,,2931.4,4080.0,-9321.0,,-6224.0,,,,,-8334.0,,-9550.6,-12394.7,,-8187.5,,-10904.6,-9756.0,,True,,,,,True,,False,False,,True,,False,False
27039,543,160.0,,120.0,,,,,202.0,,220.8,83.7,,125.0,,,118.0,-383.0,,-423.0,,,,,-341.0,,-322.2,-459.3,,-418.0,,,-425.0,,False,,,,,True,,True,False,,False,,,False
27041,2090,780.0,,1357.0,,,,,1990.0,,934.9,258.8,,837.0,,,31.0,-1310.0,,-733.0,,,,,-100.0,,-1155.1,-1831.2,,-1253.0,,,-2059.0,,True,,,,,True,,True,False,,True,,,False
27043,381,180.0,,203.0,,,,,176.0,,168.8,55.8,,227.0,,,148.0,-201.0,,-178.0,,,,,-205.0,,-212.2,-325.2,,-154.0,,,-233.0,,True,,,,,False,,False,False,,True,,,False
27045,503,195.0,,163.0,,,,,276.0,,192.9,50.4,,174.0,,,261.0,-308.0,,-340.0,,,,,-227.0,,-310.1,-452.6,,-329.0,,,-242.0,,False,,,,,True,,False,False,,False,,,True
27047,933,380.0,,745.0,,,,,539.0,,302.5,127.5,,570.0,,,40.0,-553.0,,-188.0,,,,,-394.0,,-630.5,-805.5,,-363.0,,,-893.0,,True,,,,,True,,False,False,,True,,,False
27049,1623,680.0,,1433.0,,,,,700.0,,969.3,221.1,,1127.0,,,631.0,-943.0,,-190.0,,,,,-923.0,,-653.7,-1401.9,,-496.0,,,-992.0,,True,,,,,True,,True,False,,True,,,False
27051,201,70.0,,0.0,,,,,184.0,,67.7,19.1,,34.0,,,53.0,-131.0,,-201.0,,,,,-17.0,,-133.3,-181.9,,-167.0,,,-148.0,,False,,,,,True,,False,False,,False,,,False
27053,35786,14305.0,,25540.0,,,,,20276.0,,8595.4,4973.9,,16857.0,,7802.8,11324.0,-21481.0,,-10246.0,,,,,-15510.0,,-27190.6,-30812.1,,-18929.0,,-27983.2,-24462.0,,True,,,,,True,,False,False,,True,,False,False
27055,578,290.0,,361.0,,,,,275.0,,366.3,108.5,,385.5,,,296.0,-288.0,,-217.0,,,,,-303.0,,-211.7,-469.5,,-192.5,,,-282.0,,True,,,,,False,,True,False,,True,,,True
27057,725,605.0,,608.0,,,,,539.0,,1036.2,185.5,,782.0,,,282.0,-120.0,,-117.0,,,,,-186.0,,311.2,-539.5,,57.0,,,-443.0,,True,,,,,False,,False,False,,True,,,False
27059,1475,510.0,,727.0,,,,,717.0,,681.8,193.3,,477.0,,,474.0,-965.0,,-748.0,,,,,-758.0,,-793.2,-1281.7,,-998.0,,,-1001.0,,True,,,,,True,,True,False,,False,,,False
27061,1343,580.0,,448.0,,,,,750.0,,504.3,356.8,,372.0,,,555.0,-763.0,,-895.0,,,,,-593.0,,-838.7,-986.2,,-971.0,,,-788.0,,False,,,,,True,,False,False,,False,,,False
27063,337,135.0,,99.0,,,,,204.0,,90.5,41.5,,188.0,,,106.0,-202.0,,-238.0,,,,,-133.0,,-246.5,-295.5,,-149.0,,,-231.0,,False,,,,,True,,False,False,,True,,,False
27065,487,195.0,,242.0,,,,,338.0,,327.6,47.4,,313.0,,,202.0,-292.0,,-245.0,,,,,-149.0,,-159.4,-439.6,,-174.0,,,-285.0,,True,,,,,True,,True,False,,True,,,True
27067,2727,1200.0,,1132.0,,,,,1697.0,,971.4,462.0,,1315.0,,705.4,368.0,-1527.0,,-1595.0,,,,,-1030.0,,-1755.6,-2265.0,,-1412.0,,-2021.6,-2359.0,,False,,,,,True,,False,False,,True,,False,False
27069,202,135.0,,16.0,,,,,112.0,,878.7,9.3,,269.0,,,75.0,-67.0,,-186.0,,,,,-90.0,,676.7,-192.7,,67.0,,,-127.0,,False,,,,,False,,False,False,,False,,,False
27071,261,80.0,,0.0,,,,,118.0,,62.0,36.3,,72.0,,,112.0,-181.0,,-261.0,,,,,-143.0,,-199.0,-224.7,,-189.0,,,-149.0,,False,,,,,True,,False,False,,False,,,True
27073,285,95.0,,66.0,,,,,209.0,,123.9,27.6,,37.0,,,72.0,-190.0,,-219.0,,,,,-76.0,,-161.1,-257.4,,-248.0,,,-213.0,,False,,,,,True,,True,False,,False,,,False
27075,322,110.0,,0.0,,,,,89.0,,191.7,57.3,,172.0,,,74.0,-212.0,,-322.0,,,,,-233.0,,-130.3,-264.7,,-150.0,,,-248.0,,False,,,,,False,,True,False,,True,,,False
27077,66,25.0,,0.0,,,,,40.0,,14.5,9.2,,20.0,,,29.0,-41.0,,-66.0,,,,,-26.0,,-51.5,-56.8,,-46.0,,,-37.0,,False,,,,,True,,False,False,,False,,,True
27079,952,335.0,,515.0,,,,,359.0,,332.6,57.0,,364.0,,,311.0,-617.0,,-437.0,,,,,-593.0,,-619.4,-895.0,,-588.0,,,-641.0,,True,,,,,True,,False,False,,True,,,False
27081,195,105.0,,35.0,,,,,135.0,,112.0,19.5,,133.0,,,53.0,-90.0,,-160.0,,,,,-60.0,,-83.0,-175.5,,-62.0,,,-142.0,,False,,,,,True,,True,False,,True,,,False
27083,1340,495.0,,441.0,,,,,1131.0,,345.0,140.9,,585.5,,,253.0,-845.0,,-899.0,,,,,-209.0,,-995.0,-1199.1,,-754.5,,,-1087.0,,False,,,,,True,,False,False,,True,,,False
27085,1834,305.0,,444.0,,,,,680.0,,240.8,150.8,,347.0,,,410.0,-1529.0,,-1390.0,,,,,-1154.0,,-1593.2,-1683.2,,-1487.0,,,-1424.0,,True,,,,,True,,False,False,,True,,,True
27087,192,140.0,,96.0,,,,,118.0,,295.3,13.4,,161.0,,,63.0,-52.0,,-96.0,,,,,-74.0,,103.3,-178.6,,-31.0,,,-129.0,,False,,,,,False,,False,False,,True,,,False
27089,383,335.0,,0.0,,,,,217.0,,1473.6,21.7,,711.0,,,191.0,-48.0,,-383.0,,,,,-166.0,,1090.6,-361.3,,328.0,,,-192.0,,False,,,,,False,,False,False,,False,,,False
27091,655,175.0,,137.0,,,,,445.0,,135.2,66.8,,159.0,,,116.0,-480.0,,-518.0,,,,,-210.0,,-519.8,-588.2,,-496.0,,,-539.0,,False,,,,,True,,False,False,,False,,,False
27093,1172,255.0,,236.0,,,,,420.0,,260.1,170.9,,239.5,,,278.0,-917.0,,-936.0,,,,,-752.0,,-911.9,-1001.1,,-932.5,,,-894.0,,False,,,,,True,,True,False,,False,,,True
27095,1215,440.0,,408.0,,,,,537.0,,604.6,199.8,,521.0,,,301.0,-775.0,,-807.0,,,,,-678.0,,-610.4,-1015.2,,-694.0,,,-914.0,,False,,,,,True,,True,False,,True,,,False
27097,1687,815.0,,723.0,,,,,880.0,,1655.8,439.3,,1060.0,,,400.0,-872.0,,-964.0,,,,,-807.0,,-31.2,-1247.7,,-627.0,,,-1287.0,,False,,,,,True,,True,False,,True,,,False
27099,1301,260.0,,205.0,,,,,704.0,,281.9,80.1,,232.0,,145.3,250.0,-1041.0,,-1096.0,,,,,-597.0,,-1019.1,-1220.9,,-1069.0,,-1155.7,-1051.0,,False,,,,,True,,True,False,,False,,False,False
27101,327,155.0,,116.0,,,,,179.0,,179.7,49.5,,195.0,,,70.0,-172.0,,-211.0,,,,,-148.0,,-147.3,-277.5,,-132.0,,,-257.0,,False,,,,,True,,True,False,,True,,,False
27103,995,375.0,,540.0,,,,,485.0,,375.0,95.8,,444.5,,,275.0,-620.0,,-455.0,,,,,-510.0,,-620.0,-899.2,,-550.5,,,-720.0,,True,,,,,True,,True,False,,True,,,False
27105,800,765.0,,,,,,,1016.0,,510.6,214.9,,1212.0,,455.3,858.0,-35.0,,,,,,,216.0,,-289.4,-585.1,,412.0,,-344.7,58.0,,,,,,,False,,False,False,,False,,False,False
27107,234,155.0,,95.0,,,,,251.0,,351.6,17.1,,286.0,,,86.0,-79.0,,-139.0,,,,,17.0,,117.6,-216.9,,52.0,,,-148.0,,False,,,,,True,,False,False,,True,,,False
27109,3826,1410.0,,1904.0,,,,,2422.0,,1013.0,664.5,,2185.5,,1194.0,1766.0,-2416.0,,-1922.0,,,,,-1404.0,,-2813.0,-3161.5,,-1640.5,,-2632.0,-2060.0,,True,,,,,True,,False,False,,True,,False,True
27111,2512,815.0,,1160.0,,,,,2829.0,,1132.5,409.4,,1311.5,,,533.0,-1697.0,,-1352.0,,,,,317.0,,-1379.5,-2102.6,,-1200.5,,,-1979.0,,True,,,,,True,,True,False,,True,,,False
27113,538,210.0,,321.0,,,,,517.0,,449.4,63.8,,391.0,,,193.0,-328.0,,-217.0,,,,,-21.0,,-88.6,-474.2,,-147.0,,,-345.0,,True,,,,,True,,True,False,,True,,,False
27115,918,370.0,,359.0,,,,,636.0,,298.2,239.8,,345.0,,,370.0,-548.0,,-559.0,,,,,-282.0,,-619.8,-678.2,,-573.0,,,-548.0,,False,,,,,True,,False,False,,False,,,False
27117,399,185.0,,202.0,,,,,408.0,,159.2,37.6,,183.0,,,86.0,-214.0,,-197.0,,,,,9.0,,-239.8,-361.4,,-216.0,,,-313.0,,True,,,,,True,,False,False,,False,,,False
27119,1881,1470.0,,2200.0,,,,,1415.0,,5548.4,223.0,,2882.5,,,568.0,-411.0,,319.0,,,,,-466.0,,3667.4,-1658.0,,1001.5,,,-1313.0,,True,,,,,False,,False,False,,False,,,False
27121,417,105.0,,94.0,,,,,351.0,,94.0,30.2,,103.0,,,91.0,-312.0,,-323.0,,,,,-66.0,,-323.0,-386.8,,-314.0,,,-326.0,,False,,,,,True,,False,False,,False,,,False
27123,15295,6150.0,,10566.0,,,,,9005.0,,4029.4,2258.5,,7322.5,,3752.0,5102.0,-9145.0,,-4729.0,,,,,-6290.0,,-11265.6,-13036.5,,-7972.5,,-11543.0,-10193.0,,True,,,,,True,,False,False,,True,,False,False
27125,163,50.0,,50.0,,,,,72.0,,312.5,8.3,,103.0,,,25.0,-113.0,,-113.0,,,,,-91.0,,149.5,-154.7,,-60.0,,,-138.0,,False,,,,,True,,False,False,,True,,,False
27127,781,215.0,,163.0,,,,,408.0,,326.2,74.8,,284.5,,,136.0,-566.0,,-618.0,,,,,-373.0,,-454.8,-706.2,,-496.5,,,-645.0,,False,,,,,True,,True,False,,True,,,False
27129,733,250.0,,228.0,,,,,279.0,,245.2,40.8,,246.0,,,186.0,-483.0,,-505.0,,,,,-454.0,,-487.8,-692.2,,-487.0,,,-547.0,,False,,,,,True,,False,False,,False,,,False
27131,2766,665.0,,977.0,,,,,905.0,,438.6,276.4,,681.0,,311.7,684.0,-2101.0,,-1789.0,,,,,-1861.0,,-2327.4,-2489.6,,-2085.0,,-2454.3,-2082.0,,True,,,,,True,,False,False,,True,,False,True
27133,480,290.0,,255.0,,,,,329.0,,360.6,57.4,,322.0,,,107.0,-190.0,,-225.0,,,,,-151.0,,-119.4,-422.6,,-158.0,,,-373.0,,False,,,,,True,,True,False,,True,,,False
27135,975,650.0,,1068.0,,,,,283.0,,2149.1,75.4,,951.0,,,236.0,-325.0,,93.0,,,,,-692.0,,1174.1,-899.6,,-24.0,,,-739.0,,True,,,,,False,,False,False,,True,,,False
27137,6591,2400.0,,2524.0,,,,,3210.0,,2614.6,1467.1,,2810.5,,1552.9,1935.0,-4191.0,,-4067.0,,,,,-3381.0,,-3976.4,-5123.9,,-3780.5,,-5038.1,-4656.0,,True,,,,,True,,True,False,,True,,False,False
27139,5495,2155.0,,4258.0,,,,,1856.0,,1547.5,442.3,,3158.0,,1255.6,3665.0,-3340.0,,-1237.0,,,,,-3639.0,,-3947.5,-5052.7,,-2337.0,,-4239.4,-1830.0,,True,,,,,False,,False,False,,True,,False,True
27141,4437,1385.0,,2907.0,,,,,1568.0,,1026.1,355.2,,2026.0,,697.1,1252.0,-3052.0,,-1530.0,,,,,-2869.0,,-3410.9,-4081.8,,-2411.0,,-3739.9,-3185.0,,True,,,,,True,,False,False,,True,,False,False
27143,584,150.0,,73.0,,,,,189.0,,106.6,60.7,,163.0,,,156.0,-434.0,,-511.0,,,,,-395.0,,-477.4,-523.3,,-421.0,,,-428.0,,False,,,,,True,,False,False,,True,,,True
27145,8324,4245.0,,5607.0,,,,,5691.0,,2806.9,1321.2,,4905.0,,2491.5,1516.0,-4079.0,,-2717.0,,,,,-2633.0,,-5517.1,-7002.8,,-3419.0,,-5832.5,-6808.0,,True,,,,,True,,False,False,,True,,False,False
27147,1352,415.0,,460.0,,,,,549.0,,285.4,93.2,,293.0,,,368.0,-937.0,,-892.0,,,,,-803.0,,-1066.6,-1258.8,,-1059.0,,,-984.0,,True,,,,,True,,False,False,,False,,,False
27149,357,100.0,,104.0,,,,,556.0,,77.6,81.9,,78.0,,,70.0,-257.0,,-253.0,,,,,199.0,,-279.4,-275.1,,-279.0,,,-287.0,,True,,,,,True,,False,False,,False,,,False
27151,438,185.0,,103.0,,,,,411.0,,97.3,36.1,,255.0,,,7.0,-253.0,,-335.0,,,,,-27.0,,-340.7,-401.9,,-183.0,,,-431.0,,False,,,,,True,,False,False,,True,,,False
27153,1008,855.0,,1468.0,,,,,1021.0,,979.9,299.0,,1182.5,,,284.0,-153.0,,460.0,,,,,13.0,,-28.1,-709.0,,174.5,,,-724.0,,False,,,,,True,,True,False,,False,,,False
27155,98,40.0,,0.0,,,,,146.0,,24.5,6.8,,36.0,,,28.0,-58.0,,-98.0,,,,,48.0,,-73.5,-91.2,,-62.0,,,-70.0,,False,,,,,True,,False,False,,False,,,False
27157,732,325.0,,417.0,,,,,353.0,,708.2,60.6,,408.0,,,62.0,-407.0,,-315.0,,,,,-379.0,,-23.8,-671.4,,-324.0,,,-670.0,,True,,,,,True,,True,False,,True,,,False
27159,608,340.0,,330.0,,,,,473.0,,729.9,81.4,,472.0,,,183.0,-268.0,,-278.0,,,,,-135.0,,121.9,-526.6,,-136.0,,,-425.0,,False,,,,,True,,True,False,,True,,,False
27161,507,145.0,,74.0,,,,,236.0,,190.1,76.4,,78.0,,,182.0,-362.0,,-433.0,,,,,-271.0,,-316.9,-430.6,,-429.0,,,-325.0,,False,,,,,True,,True,False,,False,,,True
27163,8446,5155.0,,7598.0,,,,,3365.0,,5651.7,1185.1,,5993.5,,2723.2,3049.0,-3291.0,,-848.0,,,,,-5081.0,,-2794.3,-7260.9,,-2452.5,,-5722.8,-5397.0,,True,,,,,False,,True,False,,True,,False,False
27165,336,55.0,,32.0,,,,,216.0,,45.5,35.9,,59.0,,,47.0,-281.0,,-304.0,,,,,-120.0,,-290.5,-300.1,,-277.0,,,-289.0,,False,,,,,True,,False,False,,True,,,False
27167,301,75.0,,47.0,,,,,333.0,,99.7,9.7,,47.0,,,47.0,-226.0,,-254.0,,,,,32.0,,-201.3,-291.3,,-254.0,,,-254.0,,False,,,,,True,,True,False,,False,,,False
27169,1668,680.0,,878.0,,,,,1074.0,,404.3,249.6,,708.0,,694.7,430.0,-988.0,,-790.0,,,,,-594.0,,-1263.7,-1418.4,,-960.0,,-973.3,-1238.0,,True,,,,,True,,False,False,,True,,True,False
27171,5934,2415.0,,6195.0,,,,,2409.0,,2181.4,597.1,,3156.5,,1706.0,2140.0,-3519.0,,261.0,,,,,-3525.0,,-3752.6,-5336.9,,-2777.5,,-4228.0,-3794.0,,True,,,,,False,,False,False,,True,,False,False
27173,409,195.0,,105.0,,,,,332.0,,114.7,47.4,,222.0,,,144.0,-214.0,,-304.0,,,,,-77.0,,-294.3,-361.6,,-187.0,,,-265.0,,False,,,,,True,,False,False,,True,,,False
28001,396,170.0,,247.0,,,,,248.0,,222.4,71.4,,209.0,,104.8,92.0,-226.0,,-149.0,,,,,-148.0,,-173.6,-324.6,,-187.0,,-291.2,-304.0,,True,,,,,True,,True,False,,True,,False,False
28003,537,510.0,,880.0,,,,,497.0,,480.8,71.1,,869.0,,300.3,618.0,-27.0,,343.0,,,,,-40.0,,-56.2,-465.9,,332.0,,-236.7,81.0,,False,,,,,False,,False,False,,False,,False,False
28005,193,55.0,,35.0,,,,,70.0,,36.7,30.1,,11.0,,,15.0,-138.0,,-158.0,,,,,-123.0,,-156.3,-162.9,,-182.0,,,-178.0,,False,,,,,True,,False,False,,False,,,False
28007,465,125.0,,163.0,,,,,141.0,,98.1,55.5,,118.0,,,37.0,-340.0,,-302.0,,,,,-324.0,,-366.9,-409.5,,-347.0,,,-428.0,,True,,,,,True,,False,False,,False,,,False
28009,137,170.0,,35.0,,,,,106.0,,362.3,21.6,,277.0,,,83.0,33.0,,-102.0,,,,,-31.0,,225.3,-115.4,,140.0,,,-54.0,,False,,,,,True,,False,False,,False,,,False
28011,517,280.0,,144.0,,,,,267.0,,178.2,64.9,,356.0,,210.3,0.0,-237.0,,-373.0,,,,,-250.0,,-338.8,-452.1,,-161.0,,-306.7,-517.0,,False,,,,,False,,False,False,,True,,False,False
28013,204,65.0,,0.0,,,,,156.0,,134.9,38.4,,57.0,,,27.0,-139.0,,-204.0,,,,,-48.0,,-69.1,-165.6,,-147.0,,,-177.0,,False,,,,,True,,True,False,,False,,,False
28015,269,165.0,,0.0,,,,,82.0,,162.4,49.6,,349.0,,,38.0,-104.0,,-269.0,,,,,-187.0,,-106.6,-219.4,,80.0,,,-231.0,,False,,,,,False,,False,False,,True,,,False
28017,270,120.0,,79.0,,,,,169.0,,227.4,58.0,,106.0,,,79.0,-150.0,,-191.0,,,,,-101.0,,-42.6,-211.9,,-164.0,,,-191.0,,False,,,,,True,,True,False,,False,,,False
28019,169,45.0,,22.0,,,,,57.0,,23.7,17.0,,23.0,,,69.0,-124.0,,-147.0,,,,,-112.0,,-145.3,-152.0,,-146.0,,,-100.0,,False,,,,,True,,False,False,,False,,,True
28021,53,40.0,,0.0,,,,,41.0,,23.8,26.9,,6.0,,,2.0,-13.0,,-53.0,,,,,-12.0,,-29.2,-26.1,,-47.0,,,-51.0,,False,,,,,True,,False,False,,False,,,False
