,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
30081,206,256.0,,239.8,,270.0,411.0,,,,,119.1,,210.2,,,286.0,,2042.7,,144.5,,302.5,209.1,,505.0,278.0,,,,,,222.4,,,,,270.2,50.0,,33.8,,64.0,205.0,,,,,-86.9,,4.2,,,80.0,,1836.7,,-61.5,,96.5,3.1,,299.0,72.0,,,,,,16.4,,,,,64.2,,True,,False,False,,,,,False,,True,,,False,,False,,False,,False,True,,False,False,,,,,,True,,,,,False
30083,210,15.0,,25.7,,19.0,19.0,,,,,19.1,,16.0,,,95.0,,2.5,,17.8,,8.0,26.7,,8.0,24.0,,,,,,50.3,,,,,35.7,-195.0,,-184.3,,-191.0,-191.0,,,,,-190.9,,-194.0,,,-115.0,,-207.5,,-192.2,,-202.0,-183.3,,-202.0,-186.0,,,,,,-159.7,,,,,-174.3,,True,,True,True,,,,,True,,True,,,True,,False,,True,,False,True,,False,True,,,,,,True,,,,,True
30085,34,59.0,,56.0,,47.0,47.0,,,,,47.0,,68.9,,,113.0,,45.2,,11.2,,21.0,41.9,,54.0,58.0,,,,,,77.0,,,,,55.9,25.0,,22.0,,13.0,13.0,,,,,13.0,,34.9,,,79.0,,11.2,,-22.8,,-13.0,7.9,,20.0,24.0,,,,,,43.0,,,,,21.9,,True,,True,True,,,,,True,,False,,,False,,True,,True,,True,True,,True,True,,,,,,False,,,,,True
30087,44,20.0,,17.3,,15.0,9.0,,,,,14.9,,30.5,,,42.0,,15.3,,11.6,,6.0,15.2,,9.0,25.0,,,,,,18.2,,,,,6.5,-24.0,,-26.7,,-29.0,-35.0,,,,,-29.1,,-13.5,,,-2.0,,-28.7,,-32.4,,-38.0,-28.8,,-35.0,-19.0,,,,,,-25.8,,,,,-37.5,,False,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,False,True,,,,,,False,,,,,False
30089,36,34.0,,33.5,,36.0,7.0,,,,,16.4,,23.5,,,46.0,,36.2,,42.3,,75.0,42.8,,47.0,38.0,,,,,,34.2,,,,,36.8,-2.0,,-2.5,,0.0,-29.0,,,,,-19.6,,-12.5,,,10.0,,0.2,,6.3,,39.0,6.8,,11.0,2.0,,,,,,-1.8,,,,,0.8,,False,,True,False,,,,,False,,False,,,False,,True,,False,,False,False,,False,False,,,,,,True,,,,,True
30091,35,38.0,,38.7,,22.0,0.0,,,,,19.1,,27.8,,,11.0,,8.6,,17.0,,22.0,33.7,,35.0,33.0,,,,,,39.3,,,,,33.7,3.0,,3.7,,-13.0,-35.0,,,,,-15.9,,-7.2,,,-24.0,,-26.4,,-18.0,,-13.0,-1.3,,0.0,-2.0,,,,,,4.3,,,,,-1.3,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,True,,True,True,,,,,,False,,,,,True
30093,316,406.0,,395.5,,396.0,539.0,,,,,155.9,,282.2,,,282.0,,925.3,,80.7,,344.5,319.2,,548.0,394.0,,,,,,563.0,,,,,494.3,90.0,,79.5,,80.0,223.0,,,,,-160.1,,-33.8,,,-34.0,,609.3,,-235.3,,28.5,3.2,,232.0,78.0,,,,,,247.0,,,,,178.3,,True,,True,False,,,,,False,,True,,,True,,False,,False,,True,True,,False,True,,,,,,False,,,,,False
30095,33,29.0,,30.8,,26.0,37.0,,,,,16.4,,40.0,,,21.0,,20.5,,22.4,,26.0,23.2,,35.0,37.0,,,,,,28.8,,,,,43.8,-4.0,,-2.2,,-7.0,4.0,,,,,-16.6,,7.0,,,-12.0,,-12.5,,-10.6,,-7.0,-9.8,,2.0,4.0,,,,,,-4.2,,,,,10.8,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,False
30097,27,36.0,,35.7,,15.0,0.0,,,,,12.0,,16.3,,,7.0,,12.6,,20.8,,10.0,21.2,,35.0,32.0,,,,,,35.3,,,,,30.9,9.0,,8.7,,-12.0,-27.0,,,,,-15.0,,-10.7,,,-20.0,,-14.4,,-6.2,,-17.0,-5.8,,8.0,5.0,,,,,,8.3,,,,,3.9,,True,,False,False,,,,,False,,False,,,False,,False,,True,,False,True,,True,True,,,,,,True,,,,,True
30099,56,26.0,,24.9,,26.0,7.0,,,,,14.0,,15.1,,,30.0,,41.3,,10.3,,36.0,34.2,,36.0,27.0,,,,,,27.7,,,,,25.8,-30.0,,-31.1,,-30.0,-49.0,,,,,-42.0,,-40.9,,,-26.0,,-14.7,,-45.7,,-20.0,-21.8,,-20.0,-29.0,,,,,,-28.3,,,,,-30.2,,False,,False,False,,,,,False,,False,,,True,,True,,False,,True,True,,True,True,,,,,,True,,,,,False
30101,32,9.0,,4.7,,5.0,0.0,,,,,18.2,,18.4,,,36.0,,2.2,,2.7,,0.0,8.8,,10.0,14.0,,,,,,57.0,,,,,50.9,-23.0,,-27.3,,-27.0,-32.0,,,,,-13.8,,-13.6,,,4.0,,-29.8,,-29.3,,-32.0,-23.2,,-22.0,-18.0,,,,,,25.0,,,,,18.9,,False,,False,False,,,,,True,,True,,,True,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
30103,8,0.0,,0.2,,0.0,0.0,,,,,1.2,,0.8,,,6.0,,0.9,,0.7,,1.0,0.1,,0.0,1.0,,,,,,4.5,,,,,0.4,-8.0,,-7.8,,-8.0,-8.0,,,,,-6.8,,-7.2,,,-2.0,,-7.1,,-7.3,,-7.0,-7.9,,-8.0,-7.0,,,,,,-3.5,,,,,-7.6,,True,,False,False,,,,,True,,True,,,True,,True,,True,,True,True,,False,True,,,,,,True,,,,,True
30105,34,35.0,,33.7,,21.0,0.0,,,,,23.6,,57.2,,,41.0,,17.9,,22.6,,3.0,21.2,,29.0,35.0,,,,,,43.9,,,,,41.4,1.0,,-0.3,,-13.0,-34.0,,,,,-10.4,,23.2,,,7.0,,-16.1,,-11.4,,-31.0,-12.8,,-5.0,1.0,,,,,,9.9,,,,,7.4,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
30107,11,2.0,,0.3,,6.0,0.0,,,,,5.0,,4.7,,,10.0,,6.0,,3.7,,9.0,6.5,,,6.0,,,,,,8.4,,,,,8.7,-9.0,,-10.7,,-5.0,-11.0,,,,,-6.0,,-6.3,,,-1.0,,-5.0,,-7.3,,-2.0,-4.5,,,-5.0,,,,,,-2.6,,,,,-2.3,,False,,True,False,,,,,True,,True,,,True,,True,,True,,True,True,,,True,,,,,,True,,,,,True
30109,3,14.0,,13.9,,11.0,0.0,,,,,4.4,,5.4,,,33.0,,18.3,,3.3,,8.0,6.5,,16.0,12.0,,,,,,37.1,,,,,11.4,11.0,,10.9,,8.0,-3.0,,,,,1.4,,2.4,,,30.0,,15.3,,0.3,,5.0,3.5,,13.0,9.0,,,,,,34.1,,,,,8.4,,True,,True,True,,,,,True,,True,,,False,,False,,True,,True,True,,False,True,,,,,,False,,,,,True
30111,776,828.0,,848.4,,828.0,820.0,,,,,553.0,,924.0,,,915.0,,658.8,,469.5,,906.0,857.4,,,840.0,,,,,777.6,946.0,741.0,,,,934.6,52.0,,72.4,,52.0,44.0,,,,,-223.0,,148.0,,,139.0,,-117.2,,-306.5,,130.0,81.4,,,64.0,,,,,1.6,170.0,-35.0,,,,158.6,,False,,False,True,,,,,False,,False,,,False,,False,,False,,False,False,,,False,,,,,True,False,True,,,,False
31001,283,146.0,,155.3,,154.0,184.0,,,,,95.3,,95.7,,,304.0,,206.2,,88.5,,96.0,124.7,,199.0,166.0,,,,,,235.2,,,,,153.8,-137.0,,-127.7,,-129.0,-99.0,,,,,-187.7,,-187.3,,,21.0,,-76.8,,-194.5,,-187.0,-158.3,,-84.0,-117.0,,,,,,-47.8,,,,,-129.2,,True,,True,True,,,,,False,,False,,,True,,True,,False,,False,False,,True,True,,,,,,True,,,,,True
31003,29,33.0,,32.6,,31.0,31.0,,,,,18.7,,23.1,,,60.0,,16.5,,7.8,,16.0,23.9,,41.0,36.0,,,,,,29.4,,,,,45.5,4.0,,3.6,,2.0,2.0,,,,,-10.3,,-5.9,,,31.0,,-12.5,,-21.2,,-13.0,-5.1,,12.0,7.0,,,,,,0.4,,,,,16.5,,True,,True,True,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,False
31005,0,2.0,,2.2,,2.0,0.0,,,,,0.9,,1.8,,,7.0,,0.0,,1.4,,2.0,0.8,,,2.0,,,,,,9.6,,,,,1.8,2.0,,2.2,,2.0,0.0,,,,,0.9,,1.8,,,7.0,,0.0,,1.4,,2.0,0.8,,,2.0,,,,,,9.6,,,,,1.8,,False,,False,True,,,,,True,,True,,,False,,True,,True,,False,True,,,False,,,,,,False,,,,,True
31007,0,3.0,,3.5,,2.0,0.0,,,,,1.5,,2.3,,,6.0,,1.8,,4.3,,2.0,1.4,,4.0,3.0,,,,,,8.5,,,,,3.9,3.0,,3.5,,2.0,0.0,,,,,1.5,,2.3,,,6.0,,1.8,,4.3,,2.0,1.4,,4.0,3.0,,,,,,8.5,,,,,3.9,,False,,True,True,,,,,True,,True,,,False,,True,,False,,True,True,,False,False,,,,,,False,,,,,False
31009,0,1.0,,0.7,,1.0,0.0,,,,,1.1,,1.4,,,4.0,,1.2,,2.5,,2.0,0.4,,2.0,2.0,,,,,,6.8,,,,,1.2,1.0,,0.7,,1.0,0.0,,,,,1.1,,1.4,,,4.0,,1.2,,2.5,,2.0,0.4,,2.0,2.0,,,,,,6.8,,,,,1.2,,True,,False,True,,,,,False,,False,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,False
31011,38,36.0,,36.5,,35.0,35.0,,,,,17.8,,39.5,,,38.0,,16.8,,10.7,,17.0,23.3,,41.0,37.0,,,,,,30.4,,,,,57.7,-2.0,,-1.5,,-3.0,-3.0,,,,,-20.2,,1.5,,,0.0,,-21.2,,-27.3,,-21.0,-14.7,,3.0,-1.0,,,,,,-7.6,,,,,19.7,,True,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,False,True,,,,,,False,,,,,False
31013,33,111.0,,115.9,,103.0,103.0,,,,,42.2,,68.5,,,85.0,,125.2,,61.5,,88.0,68.8,,152.0,104.0,,,,,,112.7,,,,,111.1,78.0,,82.9,,70.0,70.0,,,,,9.2,,35.5,,,52.0,,92.2,,28.5,,55.0,35.8,,119.0,71.0,,,,,,79.7,,,,,78.1,,False,,True,True,,,,,True,,True,,,True,,False,,True,,True,True,,False,True,,,,,,False,,,,,False
31015,5,24.0,,23.7,,24.0,0.0,,,,,6.7,,10.0,,,43.0,,49.9,,9.3,,11.0,11.1,,27.0,20.0,,,,,,29.0,,,,,26.8,19.0,,18.7,,19.0,-5.0,,,,,1.7,,5.0,,,38.0,,44.9,,4.3,,6.0,6.1,,22.0,15.0,,,,,,24.0,,,,,21.8,,True,,False,True,,,,,True,,True,,,False,,False,,True,,True,True,,False,True,,,,,,False,,,,,False
31017,15,12.0,,11.6,,11.0,,,,,,8.6,,16.5,,,27.0,,6.6,,14.1,,3.0,10.0,,16.0,16.0,,,,,,21.5,,,,,15.0,-3.0,,-3.4,,-4.0,,,,,,-6.4,,1.5,,,12.0,,-8.4,,-0.9,,-12.0,-5.0,,1.0,1.0,,,,,,6.5,,,,,-0.0,,False,,False,,,,,,False,,True,,,False,,False,,True,,False,False,,True,True,,,,,,False,,,,,True
31019,273,311.0,,293.8,,288.0,294.0,,,,,199.4,,290.2,,,416.0,,244.1,,193.3,,262.0,218.4,,312.0,297.0,,,,,295.7,308.9,,,,,281.5,38.0,,20.8,,15.0,21.0,,,,,-73.6,,17.2,,,143.0,,-28.9,,-79.7,,-11.0,-54.6,,39.0,24.0,,,,,22.7,35.9,,,,,8.5,,True,,True,True,,,,,False,,True,,,False,,True,,False,,True,False,,False,True,,,,,True,True,,,,,True
31021,50,51.0,,55.1,,44.0,72.0,,,,,32.2,,34.3,,,44.0,,21.3,,15.6,,9.0,34.7,,58.0,52.0,,,,,,37.9,,,,,86.1,1.0,,5.1,,-6.0,22.0,,,,,-17.8,,-15.7,,,-6.0,,-28.7,,-34.4,,-41.0,-15.3,,8.0,2.0,,,,,,-12.1,,,,,36.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
31023,89,70.0,,73.0,,62.0,62.0,,,,,40.2,,43.2,,,85.0,,57.2,,16.5,,15.0,43.4,,95.0,69.0,,,,,,69.3,,,,,75.8,-19.0,,-16.0,,-27.0,-27.0,,,,,-48.8,,-45.8,,,-4.0,,-31.8,,-72.5,,-74.0,-45.6,,6.0,-20.0,,,,,,-19.7,,,,,-13.2,,True,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,True,False,,,,,,False,,,,,True
31025,141,129.0,,131.0,,130.0,138.0,,,,,78.0,,100.8,,,161.0,,86.4,,76.9,,130.5,122.4,,157.0,143.0,,,,,,83.0,,,,,182.4,-12.0,,-10.0,,-11.0,-3.0,,,,,-63.0,,-40.2,,,20.0,,-54.6,,-64.1,,-10.5,-18.6,,16.0,2.0,,,,,,-58.0,,,,,41.4,,True,,True,True,,,,,False,,False,,,False,,False,,False,,True,False,,False,True,,,,,,False,,,,,False
31027,38,66.0,,67.3,,60.0,46.0,,,,,32.0,,45.4,,,60.0,,79.9,,22.2,,47.0,40.6,,94.0,66.0,,,,,,51.1,,,,,82.8,28.0,,29.3,,22.0,8.0,,,,,-6.0,,7.4,,,22.0,,41.9,,-15.8,,9.0,2.6,,56.0,28.0,,,,,,13.1,,,,,44.8,,False,,True,True,,,,,True,,True,,,True,,False,,True,,True,True,,False,False,,,,,,True,,,,,False
31029,17,22.0,,24.1,,7.0,7.0,,,,,13.5,,16.5,,,30.0,,3.2,,13.1,,5.0,13.5,,18.0,21.0,,,,,,19.6,,,,,5.7,5.0,,7.1,,-10.0,-10.0,,,,,-3.5,,-0.5,,,13.0,,-13.8,,-3.9,,-12.0,-3.5,,1.0,4.0,,,,,,2.6,,,,,-11.3,,False,,False,False,,,,,True,,True,,,False,,False,,True,,False,True,,True,True,,,,,,True,,,,,False
31031,19,25.0,,24.0,,21.0,5.0,,,,,11.1,,21.8,,,43.0,,10.0,,17.9,,24.0,20.7,,26.0,27.0,,,,,,33.8,,,,,21.1,6.0,,5.0,,2.0,-14.0,,,,,-7.9,,2.8,,,24.0,,-9.0,,-1.1,,5.0,1.7,,7.0,8.0,,,,,,14.8,,,,,2.1,,True,,True,False,,,,,False,,True,,,False,,False,,True,,True,True,,False,False,,,,,,False,,,,,True
31033,68,112.0,,111.3,,84.0,101.0,,,,,46.4,,110.5,,,73.0,,31.4,,16.5,,94.0,68.9,,120.0,94.0,,,,,,102.9,,,,,84.3,44.0,,43.3,,16.0,33.0,,,,,-21.6,,42.5,,,5.0,,-36.6,,-51.5,,26.0,0.9,,52.0,26.0,,,,,,34.9,,,,,16.3,,True,,True,True,,,,,True,,True,,,True,,True,,False,,True,True,,False,True,,,,,,True,,,,,True
31035,44,41.0,,42.0,,41.0,41.0,,,,,27.5,,31.5,,,46.0,,39.7,,8.1,,24.0,31.5,,53.0,46.0,,,,,,40.1,,,,,57.5,-3.0,,-2.0,,-3.0,-3.0,,,,,-16.5,,-12.5,,,2.0,,-4.3,,-35.9,,-20.0,-12.5,,9.0,2.0,,,,,,-3.9,,,,,13.5,,True,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,False,True,,,,,,False,,,,,False
31037,63,65.0,,67.1,,65.0,72.0,,,,,61.9,,41.6,,,109.0,,29.0,,30.5,,19.0,44.9,,69.0,68.0,,,,,,84.6,,,,,65.4,2.0,,4.1,,2.0,9.0,,,,,-1.1,,-21.4,,,46.0,,-34.0,,-32.5,,-44.0,-18.1,,6.0,5.0,,,,,,21.6,,,,,2.4,,False,,False,False,,,,,True,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
31039,38,45.0,,43.3,,45.0,50.0,,,,,33.2,,42.3,,,75.0,,44.7,,17.6,,27.0,38.7,,60.0,56.0,,,,,,45.3,,,,,60.0,7.0,,5.3,,7.0,12.0,,,,,-4.8,,4.3,,,37.0,,6.7,,-20.4,,-11.0,0.7,,22.0,18.0,,,,,,7.3,,,,,22.0,,True,,False,False,,,,,True,,True,,,False,,True,,False,,False,True,,False,False,,,,,,False,,,,,False
31041,39,58.0,,55.1,,55.0,47.0,,,,,30.9,,32.1,,,83.0,,78.7,,11.1,,55.0,42.3,,70.0,64.0,,,,,,69.2,,,,,62.0,19.0,,16.1,,16.0,8.0,,,,,-8.1,,-6.9,,,44.0,,39.7,,-27.9,,16.0,3.3,,31.0,25.0,,,,,,30.2,,,,,23.0,,True,,True,True,,,,,True,,True,,,False,,False,,False,,True,True,,False,False,,,,,,False,,,,,False
31043,104,132.0,,130.4,,116.0,71.0,,,,,88.7,,114.2,,,178.0,,83.1,,83.7,,127.0,94.0,,135.0,137.0,,,,,105.8,156.7,,,,,211.6,28.0,,26.4,,12.0,-33.0,,,,,-15.3,,10.2,,,74.0,,-20.9,,-20.3,,23.0,-10.0,,31.0,33.0,,,,,1.8,52.7,,,,,107.6,,True,,True,False,,,,,True,,True,,,False,,True,,True,,True,True,,False,False,,,,,True,False,,,,,False
31045,16,35.0,,37.4,,37.0,47.0,,,,,22.1,,22.1,,,68.0,,15.2,,25.1,,38.0,34.1,,30.0,39.0,,,,,,45.5,,,,,45.9,19.0,,21.4,,21.0,31.0,,,,,6.1,,6.1,,,52.0,,-0.8,,9.1,,22.0,18.1,,14.0,23.0,,,,,,29.5,,,,,29.9,,False,,False,False,,,,,True,,True,,,False,,True,,True,,False,True,,True,False,,,,,,False,,,,,False
31047,160,137.0,,123.0,,123.0,139.0,,,,,85.1,,99.1,,,189.0,,88.4,,58.7,,56.0,97.4,,143.0,131.0,,,,,,174.4,,,,,180.1,-23.0,,-37.0,,-37.0,-21.0,,,,,-74.9,,-60.9,,,29.0,,-71.6,,-101.3,,-104.0,-62.6,,-17.0,-29.0,,,,,,14.4,,,,,20.1,,False,,False,True,,,,,False,,False,,,False,,False,,False,,False,False,,True,False,,,,,,True,,,,,True
31049,9,8.0,,7.6,,6.0,0.0,,,,,3.7,,12.6,,,12.0,,2.8,,6.6,,4.0,5.6,,7.0,9.0,,,,,,12.1,,,,,7.9,-1.0,,-1.4,,-3.0,-9.0,,,,,-5.3,,3.6,,,3.0,,-6.2,,-2.4,,-5.0,-3.4,,-2.0,0.0,,,,,,3.1,,,,,-1.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,False
31051,29,42.0,,37.0,,37.0,16.0,,,,,30.1,,31.1,,,42.0,,23.4,,12.5,,33.0,37.9,,55.0,51.0,,,,,,42.1,,,,,38.4,13.0,,8.0,,8.0,-13.0,,,,,1.1,,2.1,,,13.0,,-5.6,,-16.5,,4.0,8.9,,26.0,22.0,,,,,,13.1,,,,,9.4,,True,,True,False,,,,,True,,True,,,False,,True,,False,,True,True,,False,False,,,,,,False,,,,,True
31053,219,280.0,,272.9,,267.0,284.0,,,,,166.5,,238.0,,,336.0,,112.8,,189.2,,225.0,193.2,,311.0,285.0,,,,,259.9,284.1,,,,,315.1,61.0,,53.9,,48.0,65.0,,,,,-52.5,,19.0,,,117.0,,-106.2,,-29.8,,6.0,-25.8,,92.0,66.0,,,,,40.9,65.1,,,,,96.1,,True,,True,False,,,,,True,,True,,,False,,False,,True,,True,True,,False,False,,,,,True,False,,,,,False
31055,4224,3894.0,,3834.2,4502.7,3701.0,2800.0,,,,,2500.2,,5284.5,,,4152.0,,2079.1,,2571.7,,3604.0,3416.9,,2845.0,3780.0,,,,,3809.3,3431.3,3522.0,,,,5069.4,-330.0,,-389.8,278.7,-523.0,-1424.0,,,,,-1723.8,,1060.5,,,-72.0,,-2144.9,,-1652.3,,-620.0,-807.1,,-1379.0,-444.0,,,,,-414.7,-792.7,-702.0,,,,845.4,,False,True,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,False,False,,,,,False,False,False,,,,False
31057,16,6.0,,5.6,,6.0,0.0,,,,,3.8,,1.4,,,18.0,,8.9,,4.0,,5.0,4.7,,6.0,6.0,,,,,,19.6,,,,,5.6,-10.0,,-10.4,,-10.0,-16.0,,,,,-12.2,,-14.6,,,2.0,,-7.1,,-12.0,,-11.0,-11.3,,-10.0,-10.0,,,,,,3.6,,,,,-10.4,,False,,False,False,,,,,False,,False,,,True,,True,,False,,False,False,,False,False,,,,,,True,,,,,False
31059,29,34.0,,33.8,,32.0,32.0,,,,,21.7,,23.4,,,44.0,,15.1,,8.9,,16.0,24.2,,35.0,37.0,,,,,,32.4,,,,,32.7,5.0,,4.8,,3.0,3.0,,,,,-7.3,,-5.6,,,15.0,,-13.9,,-20.1,,-13.0,-4.8,,6.0,8.0,,,,,,3.4,,,,,3.7,,True,,True,True,,,,,False,,False,,,False,,False,,False,,False,True,,False,False,,,,,,True,,,,,True
31061,5,13.0,,10.9,,9.0,7.0,,,,,8.3,,8.2,,,22.0,,7.6,,2.6,,3.0,9.3,,13.0,15.0,,,,,,17.2,,,,,14.9,8.0,,5.9,,4.0,2.0,,,,,3.3,,3.2,,,17.0,,2.6,,-2.4,,-2.0,4.3,,8.0,10.0,,,,,,12.2,,,,,9.9,,True,,True,True,,,,,True,,True,,,False,,True,,True,,True,True,,False,False,,,,,,False,,,,,False
31063,7,17.0,,17.3,,13.0,0.0,,,,,7.9,,13.2,,,18.0,,11.8,,7.8,,13.0,13.1,,20.0,18.0,,,,,,22.3,,,,,22.2,10.0,,10.3,,6.0,-7.0,,,,,0.9,,6.2,,,11.0,,4.8,,0.8,,6.0,6.1,,13.0,11.0,,,,,,15.3,,,,,15.2,,False,,True,True,,,,,True,,True,,,False,,True,,True,,True,True,,False,False,,,,,,False,,,,,False
31065,35,37.0,,34.9,,32.0,32.0,,,,,19.2,,29.0,,,32.0,,12.7,,5.5,,23.0,26.0,,47.0,35.0,,,,,,34.2,,,,,41.7,2.0,,-0.1,,-3.0,-3.0,,,,,-15.8,,-6.0,,,-3.0,,-22.3,,-29.5,,-12.0,-9.0,,12.0,0.0,,,,,,-0.8,,,,,6.7,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,True,,,,,,True,,,,,False
31067,232,135.0,,136.9,,118.0,155.0,,,,,83.5,,80.8,,,208.0,,47.4,,48.3,,38.0,97.7,,122.0,144.0,,,,,,132.2,,,,,118.3,-97.0,,-95.1,,-114.0,-77.0,,,,,-148.5,,-151.2,,,-24.0,,-184.6,,-183.7,,-194.0,-134.3,,-110.0,-88.0,,,,,,-99.8,,,,,-113.7,,True,,False,True,,,,,False,,False,,,True,,False,,False,,False,False,,False,True,,,,,,False,,,,,False
31069,6,6.0,,5.6,,4.0,0.0,,,,,4.7,,5.0,,,22.0,,2.6,,3.0,,0.0,3.6,,6.0,7.0,,,,,,10.2,,,,,6.8,0.0,,-0.4,,-2.0,-6.0,,,,,-1.3,,-1.0,,,16.0,,-3.4,,-3.0,,-6.0,-2.4,,0.0,1.0,,,,,,4.2,,,,,0.8,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,False
31071,6,15.0,,13.7,,10.0,0.0,,,,,6.7,,7.3,,,10.0,,13.7,,5.9,,5.0,7.9,,20.0,16.0,,,,,,,,,,,12.5,9.0,,7.7,,4.0,-6.0,,,,,0.7,,1.3,,,4.0,,7.7,,-0.1,,-1.0,1.9,,14.0,10.0,,,,,,,,,,,6.5,,True,,True,True,,,,,True,,True,,,True,,True,,True,,True,True,,False,False,,,,,,,,,,,True
31073,10,4.0,,5.0,,3.0,0.0,,,,,5.1,,5.2,,,35.0,,3.2,,0.5,,0.0,3.4,,9.0,7.0,,,,,,8.3,,,,,7.2,-6.0,,-5.0,,-7.0,-10.0,,,,,-4.9,,-4.8,,,25.0,,-6.8,,-9.5,,-10.0,-6.6,,-1.0,-3.0,,,,,,-1.7,,,,,-2.8,,True,,False,False,,,,,True,,True,,,False,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
31075,2,3.0,,2.6,,3.0,0.0,,,,,1.5,,1.9,,,8.0,,2.0,,4.5,,2.0,2.0,,4.0,4.0,,,,,,,,,,,4.3,1.0,,0.6,,1.0,-2.0,,,,,-0.5,,-0.1,,,6.0,,-0.0,,2.5,,0.0,-0.0,,2.0,2.0,,,,,,,,,,,2.3,,True,,False,False,,,,,True,,True,,,False,,True,,False,,True,True,,False,False,,,,,,,,,,,False
