,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
30069,9,7.0,,,,,,28.0,,124.1,,,,9.0,-2.0,,,,,,19.0,,115.1,,,,0.0,,,,,,False,,False,,,,True
30071,183,91.0,,,,,,386.0,,73.4,,0.0,,74.0,-92.0,,,,,,203.0,,-109.6,,-183.0,,-109.0,,,,,,False,,False,,False,,False
30073,197,154.0,,,,,,379.0,,2371.7,21.3,0.0,,95.0,-43.0,,,,,,182.0,,2174.7,-175.7,-197.0,,-102.0,,,,,,False,,False,False,False,,False
30075,45,91.0,,,,,,56.0,,466.2,,,,33.0,46.0,,,,,,11.0,,421.2,,,,-12.0,,,,,,True,,False,,,,True
30077,688,126.0,,,,,,116.0,,1709.9,,,,286.0,-562.0,,,,,,-572.0,,1021.9,,,,-402.0,,,,,,False,,False,,,,True
30079,86,21.0,,,,,,30.0,,465.5,,,,4.0,-65.0,,,,,,-56.0,,379.5,,,,-82.0,,,,,,True,,False,,,,False
30081,1406,616.0,,,,,,797.0,,4035.1,1653.9,146.4,,905.0,-790.0,,,,,,-609.0,,2629.1,247.9,-1259.6,,-501.0,,,,,,True,,False,True,False,,True
30083,526,350.0,,,,,,528.0,,399.1,398.0,66.5,,0.0,-176.0,,,,,,2.0,,-126.9,-128.0,-459.5,,-526.0,,,,,,True,,True,True,False,,False
30085,535,1001.0,,,,,,493.0,,3346.3,129.4,8.4,,0.0,466.0,,,,,,-42.0,,2811.3,-405.6,-526.6,,-535.0,,,,,,True,,False,True,False,,False
30087,284,175.0,,,,,,182.0,,113.5,40.2,0.0,,29.0,-109.0,,,,,,-102.0,,-170.5,-243.8,-284.0,,-255.0,,,,,,True,,False,False,False,,False
30089,186,56.0,,,,,,51.0,,1295.7,,,,42.0,-130.0,,,,,,-135.0,,1109.7,,,,-144.0,,,,,,False,,False,,,,False
30091,265,91.0,,,,,,207.0,,820.6,,,,47.0,-174.0,,,,,,-58.0,,555.6,,,,-218.0,,,,,,True,,False,,,,False
30093,1988,462.0,,,,,,689.0,,2042.6,377.6,204.7,,406.0,-1526.0,,,,,,-1299.0,,54.6,-1610.4,-1783.3,,-1582.0,,,,,,True,,True,False,False,,False
30095,319,175.0,,,,,,214.0,,849.4,109.9,0.0,,163.0,-144.0,,,,,,-105.0,,530.4,-209.1,-319.0,,-156.0,,,,,,True,,False,False,False,,False
30097,219,28.0,,,,,,73.0,,53.0,,,,22.0,-191.0,,,,,,-146.0,,-166.0,,,,-197.0,,,,,,True,,True,,,,False
30099,171,126.0,,,,,,176.0,,971.0,,,,37.0,-45.0,,,,,,5.0,,800.0,,,,-134.0,,,,,,True,,False,,,,False
30101,333,854.0,,,,,,624.0,,1986.3,11.3,36.2,,0.0,521.0,,,,,,291.0,,1653.3,-321.7,-296.8,,-333.0,,,,,,True,,False,True,True,,True
30103,26,7.0,,,,,,38.0,,352.2,,,,5.0,-19.0,,,,,,12.0,,326.2,,,,-21.0,,,,,,True,,False,,,,False
30105,346,679.0,,,,,,706.0,,2685.6,,40.9,,0.0,333.0,,,,,,360.0,,2339.6,,-305.1,,-346.0,,,,,,False,,False,,True,,False
30107,54,168.0,,,,,,120.0,,685.3,19.9,,,61.0,114.0,,,,,,66.0,,631.3,-34.1,,,7.0,,,,,,True,,False,True,,,True
30109,54,42.0,,,,,,101.0,,443.6,,,,11.0,-12.0,,,,,,47.0,,389.6,,,,-43.0,,,,,,False,,False,,,,False
30111,6636,5124.0,,,,,,3720.0,,10343.5,7482.4,2075.7,1352.9,8829.0,-1512.0,,,,,,-2916.0,,3707.5,846.4,-4560.3,-5283.1,2193.0,,,,,,False,,False,True,False,False,False
31001,1188,385.0,,,,,,655.0,,661.7,106.8,458.7,,330.0,-803.0,,,,,,-533.0,,-526.3,-1081.2,-729.3,,-858.0,,,,,,True,,True,False,True,,False
31003,224,84.0,,,,,,151.0,,470.3,10.9,0.2,,61.0,-140.0,,,,,,-73.0,,246.3,-213.1,-223.8,,-163.0,,,,,,True,,False,False,False,,False
31005,14,7.0,,,,,,20.0,,9.0,,,,15.0,-7.0,,,,,,6.0,,-5.0,,,,1.0,,,,,,True,,True,,,,True
31007,14,0.0,,,,,,26.0,,11.8,,,,0.0,-14.0,,,,,,12.0,,-2.2,,,,-14.0,,,,,,True,,True,,,,False
31009,13,14.0,,,,,,23.0,,13.0,,,,14.0,1.0,,,,,,10.0,,0.0,,,,1.0,,,,,,False,,True,,,,False
31011,231,70.0,,,,,,106.0,,232.8,12.0,0.0,,30.0,-161.0,,,,,,-125.0,,1.8,-219.0,-231.0,,-201.0,,,,,,True,,True,False,False,,False
31013,515,210.0,,,,,,147.0,,229.0,164.5,172.4,,106.0,-305.0,,,,,,-368.0,,-286.0,-350.5,-342.6,,-409.0,,,,,,False,,True,False,False,,False
31015,92,49.0,,,,,,82.0,,246.2,18.0,,,32.0,-43.0,,,,,,-10.0,,154.2,-74.0,,,-60.0,,,,,,True,,False,False,,,False
31017,115,28.0,,,,,,47.0,,102.7,,,,12.0,-87.0,,,,,,-68.0,,-12.3,,,,-103.0,,,,,,True,,True,,,,False
31019,2279,1330.0,,,,,,835.0,,2169.8,444.9,939.7,1720.0,667.0,-949.0,,,,,,-1444.0,,-109.2,-1834.1,-1339.3,-559.0,-1612.0,,,,,,False,,True,False,False,True,False
31021,368,35.0,,,,,,97.0,,99.7,4.8,62.0,,19.0,-333.0,,,,,,-271.0,,-268.3,-363.2,-306.0,,-349.0,,,,,,True,,True,False,True,,False
31023,442,280.0,,,,,,137.0,,381.6,86.0,111.7,,136.0,-162.0,,,,,,-305.0,,-60.4,-356.0,-330.3,,-306.0,,,,,,False,,True,False,False,,False
31025,836,322.0,,,,,,237.0,,680.4,95.6,287.9,,287.0,-514.0,,,,,,-599.0,,-155.6,-740.4,-548.1,,-549.0,,,,,,False,,True,False,False,,False
31027,294,77.0,,,,,,248.0,,259.9,24.7,59.6,,88.0,-217.0,,,,,,-46.0,,-34.1,-269.3,-234.4,,-206.0,,,,,,True,,True,False,False,,True
31029,167,196.0,,,,,,60.0,,2092.2,42.8,0.1,,66.0,29.0,,,,,,-107.0,,1925.2,-124.2,-166.9,,-101.0,,,,,,False,,False,False,False,,False
31031,145,56.0,,,,,,77.0,,55.1,24.0,,,23.0,-89.0,,,,,,-68.0,,-89.9,-121.0,,,-122.0,,,,,,True,,False,False,,,False
31033,523,126.0,,,,,,88.0,,214.8,36.7,,,167.0,-397.0,,,,,,-435.0,,-308.2,-486.3,,,-356.0,,,,,,False,,True,False,,,True
31035,307,133.0,,,,,,57.0,,458.7,25.1,43.2,,72.0,-174.0,,,,,,-250.0,,151.7,-281.9,-263.8,,-235.0,,,,,,False,,True,False,False,,False
31037,500,259.0,,,,,,223.0,,142.3,63.0,54.9,,0.0,-241.0,,,,,,-277.0,,-357.7,-437.0,-445.1,,-500.0,,,,,,False,,False,False,False,,False
31039,399,182.0,,,,,,181.0,,466.5,26.1,163.2,,62.0,-217.0,,,,,,-218.0,,67.5,-372.9,-235.8,,-337.0,,,,,,False,,True,False,False,,False
31041,346,196.0,,,,,,127.0,,1562.5,35.2,144.8,,130.0,-150.0,,,,,,-219.0,,1216.5,-310.8,-201.2,,-216.0,,,,,,False,,False,False,False,,False
31043,795,476.0,,,,,,395.0,,405.9,74.5,130.1,150.0,367.0,-319.0,,,,,,-400.0,,-389.1,-720.5,-664.9,-645.0,-428.0,,,,,,False,,False,False,False,False,False
31045,285,203.0,,,,,,160.0,,472.9,107.6,39.7,,153.0,-82.0,,,,,,-125.0,,187.9,-177.4,-245.3,,-132.0,,,,,,False,,False,False,False,,False
31047,951,385.0,,,,,,265.0,,348.9,123.2,79.4,187.3,146.0,-566.0,,,,,,-686.0,,-602.1,-827.8,-871.6,-763.7,-805.0,,,,,,False,,False,False,False,False,False
31049,44,21.0,,,,,,29.0,,2.5,,,,63.0,-23.0,,,,,,-15.0,,-41.5,,,,19.0,,,,,,True,,False,,,,True
31051,276,91.0,,,,,,104.0,,275.7,30.6,0.0,,26.0,-185.0,,,,,,-172.0,,-0.3,-245.4,-276.0,,-250.0,,,,,,True,,True,False,False,,False
31053,1637,518.0,,,,,,728.0,,865.0,130.7,682.8,182.1,267.0,-1119.0,,,,,,-909.0,,-772.0,-1506.3,-954.2,-1454.9,-1370.0,,,,,,True,,True,False,True,False,False
31055,23980,11263.0,,,,,,7071.0,,8745.8,4654.4,8803.8,6141.7,5387.0,-12717.0,,,,,,-16909.0,,-15234.2,-19325.6,-15176.2,-17838.3,-18593.0,,,,,,False,,False,False,False,False,False
31057,62,7.0,,,,,,28.0,,27.1,,,,1.0,-55.0,,,,,,-34.0,,-34.9,,,,-61.0,,,,,,True,,True,,,,False
31059,288,70.0,,,,,,61.0,,83.1,86.1,,,103.0,-218.0,,,,,,-227.0,,-204.9,-201.9,,,-185.0,,,,,,False,,True,True,,,True
31061,106,91.0,,,,,,49.0,,584.2,14.3,,,42.0,-15.0,,,,,,-57.0,,478.2,-91.7,,,-64.0,,,,,,False,,False,False,,,False
31063,96,49.0,,,,,,32.0,,565.1,3.3,,,62.0,-47.0,,,,,,-64.0,,469.1,-92.7,,,-34.0,,,,,,False,,False,False,,,True
31065,220,133.0,,,,,,69.0,,783.4,25.3,,,52.0,-87.0,,,,,,-151.0,,563.4,-194.7,,,-168.0,,,,,,False,,False,False,,,False
31067,1085,588.0,,,,,,287.0,,821.3,335.7,250.4,,290.0,-497.0,,,,,,-798.0,,-263.7,-749.3,-834.6,,-795.0,,,,,,False,,True,False,False,,False
31069,67,28.0,,,,,,31.0,,1.7,4.4,,,51.0,-39.0,,,,,,-36.0,,-65.3,-62.6,,,-16.0,,,,,,True,,False,False,,,True
31071,92,42.0,,,,,,43.0,,26.0,1.8,,,67.0,-50.0,,,,,,-49.0,,-66.0,-90.2,,,-25.0,,,,,,True,,False,False,,,True
31073,65,28.0,,,,,,58.0,,38.5,13.1,,,13.0,-37.0,,,,,,-7.0,,-26.5,-51.9,,,-52.0,,,,,,True,,True,False,,,False
31075,20,0.0,,,,,,21.0,,2.0,,,,0.0,-20.0,,,,,,1.0,,-18.0,,,,-20.0,,,,,,True,,True,,,,False
31077,96,21.0,,,,,,36.0,,63.2,12.1,,,22.0,-75.0,,,,,,-60.0,,-32.8,-83.9,,,-74.0,,,,,,True,,True,False,,,True
31079,2653,1316.0,,,,,,1089.0,,1340.0,432.4,240.8,625.6,665.0,-1337.0,,,,,,-1564.0,,-1313.0,-2220.6,-2412.2,-2027.4,-1988.0,,,,,,False,,True,False,False,False,False
31081,382,196.0,,,,,,139.0,,763.3,16.6,78.1,,119.0,-186.0,,,,,,-243.0,,381.3,-365.4,-303.9,,-263.0,,,,,,False,,False,False,False,,False
31083,111,70.0,,,,,,51.0,,621.0,11.5,,,55.0,-41.0,,,,,,-60.0,,510.0,-99.5,,,-56.0,,,,,,False,,False,False,,,False
31085,33,77.0,,,,,,26.0,,94.1,,,,27.0,44.0,,,,,,-7.0,,61.1,,,,-6.0,,,,,,True,,False,,,,True
31087,94,98.0,,,,,,39.0,,1351.8,4.4,,,56.0,4.0,,,,,,-55.0,,1257.8,-89.6,,,-38.0,,,,,,False,,False,False,,,False
31089,346,371.0,,,,,,215.0,,2132.7,642.3,47.6,,156.0,25.0,,,,,,-131.0,,1786.7,296.3,-298.4,,-190.0,,,,,,False,,False,False,False,,False
31091,27,28.0,,,,,,31.0,,21.3,,,,14.0,1.0,,,,,,4.0,,-5.7,,,,-13.0,,,,,,False,,False,,,,False
31093,267,70.0,,,,,,123.0,,110.2,8.1,42.6,,24.0,-197.0,,,,,,-144.0,,-156.8,-258.9,-224.4,,-243.0,,,,,,True,,True,False,False,,False
31095,367,175.0,,,,,,111.0,,92.6,36.0,,,208.0,-192.0,,,,,,-256.0,,-274.4,-331.0,,,-159.0,,,,,,False,,False,False,,,True
31097,248,84.0,,,,,,53.0,,157.9,27.4,,,75.0,-164.0,,,,,,-195.0,,-90.1,-220.6,,,-173.0,,,,,,False,,True,False,,,False
31099,296,252.0,,,,,,84.0,,801.0,36.8,213.1,,95.0,-44.0,,,,,,-212.0,,505.0,-259.2,-82.9,,-201.0,,,,,,False,,False,False,False,,False
31101,368,63.0,,,,,,104.0,,61.4,33.8,,,84.0,-305.0,,,,,,-264.0,,-306.6,-334.2,,,-284.0,,,,,,True,,False,False,,,True
31103,16,7.0,,,,,,24.0,,23.5,,,,23.0,-9.0,,,,,,8.0,,7.5,,,,7.0,,,,,,True,,True,,,,True
31105,162,42.0,,,,,,54.0,,314.1,5.0,,,26.0,-120.0,,,,,,-108.0,,152.1,-157.0,,,-136.0,,,,,,True,,False,False,,,False
31107,240,119.0,,,,,,171.0,,342.5,23.9,0.0,,65.0,-121.0,,,,,,-69.0,,102.5,-216.1,-240.0,,-175.0,,,,,,True,,True,False,False,,False
31109,10306,4431.0,,,,,,3781.0,,5262.0,3213.7,5379.9,3268.4,3308.0,-5875.0,,,,,,-6525.0,,-5044.0,-7092.3,-4926.1,-7037.6,-6998.0,,,,,,False,,True,False,True,False,False
31111,1842,700.0,,,,,,695.0,,1550.9,285.8,395.1,,497.0,-1142.0,,,,,,-1147.0,,-291.1,-1556.2,-1446.9,,-1345.0,,,,,,False,,True,False,False,,False
31113,45,7.0,,,,,,29.0,,11.6,,,,8.0,-38.0,,,,,,-16.0,,-33.4,,,,-37.0,,,,,,True,,True,,,,True
31115,28,7.0,,,,,,27.0,,16.2,,,,20.0,-21.0,,,,,,-1.0,,-11.8,,,,-8.0,,,,,,True,,True,,,,True
31117,9,14.0,,,,,,21.0,,8.1,,,,0.0,5.0,,,,,,12.0,,-0.9,,,,-9.0,,,,,,False,,True,,,,False
31119,2295,602.0,,,,,,1051.0,,763.4,211.8,616.3,,483.0,-1693.0,,,,,,-1244.0,,-1531.6,-2083.2,-1678.7,,-1812.0,,,,,,True,,True,False,True,,False
31121,371,105.0,,,,,,180.0,,277.4,20.7,76.9,,36.0,-266.0,,,,,,-191.0,,-93.6,-350.3,-294.1,,-335.0,,,,,,True,,True,False,False,,False
31123,269,84.0,,,,,,59.0,,33.2,140.5,,,114.0,-185.0,,,,,,-210.0,,-235.8,-128.5,,,-155.0,,,,,,False,,False,True,,,True
31125,242,56.0,,,,,,75.0,,71.5,19.7,,,18.0,-186.0,,,,,,-167.0,,-170.5,-222.3,,,-224.0,,,,,,True,,True,False,,,False
31127,201,91.0,,,,,,75.0,,82.2,45.5,38.0,,50.0,-110.0,,,,,,-126.0,,-118.8,-155.5,-163.0,,-151.0,,,,,,False,,False,False,False,,False
31129,183,252.0,,,,,,66.0,,836.4,20.0,,,120.0,69.0,,,,,,-117.0,,653.4,-163.0,,,-63.0,,,,,,False,,False,False,,,True
31131,561,259.0,,,,,,209.0,,885.8,126.9,158.0,,189.0,-302.0,,,,,,-352.0,,324.8,-434.1,-403.0,,-372.0,,,,,,False,,False,False,False,,False
31133,91,28.0,,,,,,41.0,,39.5,,,,43.0,-63.0,,,,,,-50.0,,-51.5,,,,-48.0,,,,,,True,,True,,,,True
31135,133,21.0,,,,,,37.0,,27.7,,,,35.0,-112.0,,,,,,-96.0,,-105.3,,,,-98.0,,,,,,True,,True,,,,True
31137,369,483.0,,,,,,137.0,,1387.8,210.2,148.9,,120.0,114.0,,,,,,-232.0,,1018.8,-158.8,-220.1,,-249.0,,,,,,False,,False,False,False,,False
31139,302,231.0,,,,,,114.0,,239.0,69.5,82.4,,157.0,-71.0,,,,,,-188.0,,-63.0,-232.5,-219.6,,-145.0,,,,,,False,,True,False,False,,False
31141,1883,959.0,,,,,,700.0,,757.8,322.3,98.5,368.5,342.0,-924.0,,,,,,-1183.0,,-1125.2,-1560.7,-1784.5,-1514.5,-1541.0,,,,,,False,,False,False,False,False,False
31143,161,287.0,,,,,,84.0,,1901.5,84.1,121.1,,75.0,126.0,,,,,,-77.0,,1740.5,-76.9,-39.9,,-86.0,,,,,,True,,False,True,True,,True
31145,565,406.0,,,,,,171.0,,4577.5,166.3,6.6,,106.0,-159.0,,,,,,-394.0,,4012.5,-398.7,-558.4,,-459.0,,,,,,False,,False,False,False,,False
31147,315,56.0,,,,,,84.0,,172.6,107.4,,,54.0,-259.0,,,,,,-231.0,,-142.4,-207.6,,,-261.0,,,,,,True,,True,True,,,False
31149,35,14.0,,,,,,76.0,,27.5,,,,0.0,-21.0,,,,,,41.0,,-7.5,,,,-35.0,,,,,,False,,True,,,,False
31151,731,336.0,,,,,,230.0,,177.1,75.9,37.4,,6.0,-395.0,,,,,,-501.0,,-553.9,-655.1,-693.6,,-725.0,,,,,,False,,False,False,False,,False
31153,7613,4648.0,,,,,,1854.0,,5386.1,4023.7,2704.4,2320.5,2696.0,-2965.0,,,,,,-5759.0,,-2226.9,-3589.3,-4908.6,-5292.5,-4917.0,,,,,,False,,True,False,False,False,False
31155,831,322.0,,,,,,264.0,,475.0,160.9,0.0,,225.0,-509.0,,,,,,-567.0,,-356.0,-670.1,-831.0,,-606.0,,,,,,False,,True,False,False,,False
31157,2280,322.0,,,,,,624.0,,380.8,107.7,158.3,,462.0,-1958.0,,,,,,-1656.0,,-1899.2,-2172.3,-2121.7,,-1818.0,,,,,,True,,True,False,False,,True
31159,628,224.0,,,,,,283.0,,308.8,62.7,201.6,,182.0,-404.0,,,,,,-345.0,,-319.2,-565.3,-426.4,,-446.0,,,,,,True,,True,False,False,,False
31161,192,231.0,,,,,,63.0,,259.8,,0.0,,103.0,39.0,,,,,,-129.0,,67.8,,-192.0,,-89.0,,,,,,False,,False,,False,,False
31163,103,21.0,,,,,,36.0,,78.8,5.8,,,14.0,-82.0,,,,,,-67.0,,-24.2,-97.2,,,-89.0,,,,,,True,,True,False,,,False
31165,11,28.0,,,,,,41.0,,23.6,,,,33.0,17.0,,,,,,30.0,,12.6,,,,22.0,,,,,,False,,True,,,,False
31167,201,49.0,,,,,,111.0,,101.2,19.6,,,63.0,-152.0,,,,,,-90.0,,-99.8,-181.4,,,-138.0,,,,,,True,,True,False,,,True
31169,240,49.0,,,,,,53.0,,91.1,10.0,,,70.0,-191.0,,,,,,-187.0,,-148.9,-230.0,,,-170.0,,,,,,True,,True,False,,,True
31171,29,7.0,,,,,,28.0,,13.3,0.7,,,1.0,-22.0,,,,,,-1.0,,-15.7,-28.3,,,-28.0,,,,,,True,,True,False,,,False
31173,278,42.0,,,,,,104.0,,79.2,4.0,0.0,,15.0,-236.0,,,,,,-174.0,,-198.8,-274.0,-278.0,,-263.0,,,,,,True,,True,False,False,,False
31175,150,70.0,,,,,,70.0,,81.2,43.1,,,76.0,-80.0,,,,,,-80.0,,-68.8,-106.9,,,-74.0,,,,,,False,,True,False,,,True
31177,944,371.0,,,,,,241.0,,998.9,206.5,194.9,,81.0,-573.0,,,,,,-703.0,,54.9,-737.5,-749.1,,-863.0,,,,,,False,,True,False,False,,False
31179,490,224.0,,,,,,212.0,,764.0,28.5,0.0,,147.0,-266.0,,,,,,-278.0,,274.0,-461.5,-490.0,,-343.0,,,,,,False,,False,False,False,,False
31181,163,399.0,,,,,,82.0,,1070.6,26.7,,,87.0,236.0,,,,,,-81.0,,907.6,-136.3,,,-76.0,,,,,,True,,False,True,,,True
31183,15,7.0,,,,,,32.0,,262.7,,,,4.0,-8.0,,,,,,17.0,,247.7,,,,-11.0,,,,,,False,,False,,,,False
31185,721,658.0,,,,,,198.0,,3028.0,180.0,261.1,,1164.0,-63.0,,,,,,-523.0,,2307.0,-541.0,-459.9,,443.0,,,,,,False,,False,False,False,,False
32001,778,105.0,,,,,,76.0,,327.4,15.7,64.6,,154.0,-673.0,,,,,,-702.0,,-450.6,-762.3,-713.4,,-624.0,,,,,,False,,True,False,False,,True
32003,51522,22533.0,,,,,,10623.0,,15350.1,20845.2,1062.0,9950.6,23606.0,-28989.0,,,,,,-40899.0,,-36171.9,-30676.8,-50460.0,-41571.4,-27916.0,,,,,,False,,False,False,False,False,True
32005,782,196.0,,,,,,117.0,,378.7,107.3,159.6,,259.0,-586.0,,,,,,-665.0,,-403.3,-674.7,-622.4,,-523.0,,,,,,False,,True,False,False,,True
32007,1931,784.0,,,,,,136.0,,692.1,511.1,206.0,298.9,1225.0,-1147.0,,,,,,-1795.0,,-1238.9,-1419.9,-1725.0,-1632.1,-706.0,,,,,,False,,False,False,False,False,True
32009,12,0.0,,,,,,12.0,,2.2,,,,,-12.0,,,,,,0.0,,-9.8,,,,,,,,,,True,,True,,,,
32011,16,0.0,,,,,,14.0,,4.3,,,,0.0,-16.0,,,,,,-2.0,,-11.7,,,,-16.0,,,,,,True,,True,,,,False
32013,370,63.0,,,,,,45.0,,153.4,0.5,30.6,,291.0,-307.0,,,,,,-325.0,,-216.6,-369.5,-339.4,,-79.0,,,,,,False,,True,False,False,,True
32015,164,0.0,,,,,,28.0,,34.1,21.1,,,5.0,-164.0,,,,,,-136.0,,-129.9,-142.9,,,-159.0,,,,,,True,,True,True,,,True
32017,197,140.0,,,,,,21.0,,1518.2,2.4,,,170.0,-57.0,,,,,,-176.0,,1321.2,-194.6,,,-27.0,,,,,,False,,False,False,,,True
32019,915,231.0,,,,,,193.0,,635.3,32.3,234.9,,1057.0,-684.0,,,,,,-722.0,,-279.7,-882.7,-680.1,,142.0,,,,,,False,,True,False,True,,True
32021,101,0.0,,,,,,25.0,,4.1,0.7,,,0.0,-101.0,,,,,,-76.0,,-96.9,-100.3,,,-101.0,,,,,,True,,True,True,,,False
32023,899,266.0,,,,,,59.0,,377.2,99.1,71.1,,160.0,-633.0,,,,,,-840.0,,-521.8,-799.9,-827.9,,-739.0,,,,,,False,,True,False,False,,False
32027,91,7.0,,,,,,23.0,,21.8,3.9,,,85.0,-84.0,,,,,,-68.0,,-69.2,-87.1,,,-6.0,,,,,,True,,True,False,,,True
32029,39,35.0,,,,,,18.0,,127.8,2.3,,,3.0,-4.0,,,,,,-21.0,,88.8,-36.7,,,-36.0,,,,,,False,,False,False,,,False
32031,15791,4928.0,,,,,,1751.0,,4742.0,4883.2,3858.4,2346.0,6692.0,-10863.0,,,,,,-14040.0,,-11049.0,-10907.8,-11932.6,-13445.0,-9099.0,,,,,,False,,False,False,False,False,True
32033,271,84.0,,,,,,30.0,,209.2,18.7,,,149.0,-187.0,,,,,,-241.0,,-61.8,-252.3,,,-122.0,,,,,,False,,True,False,,,True
32510,2141,399.0,,,,,,198.0,,425.5,146.4,331.0,,651.0,-1742.0,,,,,,-1943.0,,-1715.5,-1994.6,-1810.0,,-1490.0,,,,,,False,,True,False,False,,True
33001,704,112.0,,,,,,214.0,,381.9,16.6,209.7,,143.0,-592.0,,,,,,-490.0,,-322.1,-687.4,-494.3,,-561.0,,,,,,True,,True,False,True,,True
33003,348,14.0,,,,,,347.0,,136.5,0.7,89.7,,24.0,-334.0,,,,,,-1.0,,-211.5,-347.3,-258.3,,-324.0,,,,,,True,,True,False,True,,True
33005,493,84.0,,,,,,280.0,,179.6,18.8,169.2,,79.0,-409.0,,,,,,-213.0,,-313.4,-474.2,-323.8,,-414.0,,,,,,True,,True,False,True,,False
33007,310,63.0,,,,,,29.0,,85.8,4.3,,,61.0,-247.0,,,,,,-281.0,,-224.2,-305.7,,,-249.0,,,,,,False,,True,False,,,False
33009,457,112.0,,,,,,100.0,,242.7,14.2,254.1,,101.0,-345.0,,,,,,-357.0,,-214.3,-442.8,-202.9,,-356.0,,,,,,False,,True,False,True,,False
33011,5408,1533.0,,,,,,663.0,,1561.5,512.8,2283.8,733.4,769.0,-3875.0,,,,,,-4745.0,,-3846.5,-4895.2,-3124.2,-4674.6,-4639.0,,,,,,False,,True,False,True,False,False
33013,1569,497.0,,,,,,265.0,,869.0,108.1,604.7,,546.0,-1072.0,,,,,,-1304.0,,-700.0,-1460.9,-964.3,,-1023.0,,,,,,False,,True,False,True,,True
33015,3458,1022.0,,,,,,441.0,,1028.8,259.1,1338.8,789.1,568.0,-2436.0,,,,,,-3017.0,,-2429.2,-3198.9,-2119.2,-2668.9,-2890.0,,,,,,False,,True,False,True,False,False
33017,1161,252.0,,,,,,323.0,,360.3,16.4,1169.2,,168.0,-909.0,,,,,,-838.0,,-800.7,-1144.6,8.2,,-993.0,,,,,,True,,True,False,True,,False
33019,197,21.0,,,,,,94.0,,153.6,15.6,,,24.0,-176.0,,,,,,-103.0,,-43.4,-181.4,,,-173.0,,,,,,True,,True,False,,,True
34001,5264,1589.0,,,,,,1372.0,,990.6,952.7,1251.9,753.0,1291.0,-3675.0,,,,,,-3892.0,,-4273.4,-4311.3,-4012.1,-4511.0,-3973.0,,,,,,False,,False,False,False,False,False
34003,16095,3724.0,,,,,,2107.0,,1776.1,2587.0,4489.8,1976.0,5057.0,-12371.0,,,,,,-13988.0,,-14318.9,-13508.0,-11605.2,-14119.0,-11038.0,,,,,,False,,False,False,True,False,True
34005,8209,1876.0,,,,,,1806.0,,1088.9,1351.6,663.8,1631.8,2099.0,-6333.0,,,,,,-6403.0,,-7120.1,-6857.4,-7545.2,-6577.2,-6110.0,,,,,,False,,False,False,False,False,True
34007,11718,2247.0,,,,,,2372.0,,1360.1,960.8,634.2,971.4,2997.0,-9471.0,,,,,,-9346.0,,-10357.9,-10757.2,-11083.8,-10746.6,-8721.0,,,,,,True,,False,False,False,False,True
34009,1783,84.0,,,,,,627.0,,69.4,27.1,710.7,25.9,3.0,-1699.0,,,,,,-1156.0,,-1713.6,-1755.9,-1072.3,-1757.1,-1780.0,,,,,,True,,False,False,True,False,False
34011,2169,273.0,,,,,,819.0,,233.7,23.3,12.8,259.1,448.0,-1896.0,,,,,,-1350.0,,-1935.3,-2145.7,-2156.2,-1909.9,-1721.0,,,,,,True,,False,False,False,False,True
34013,17592,4592.0,,,,,,2396.0,,1959.4,2373.0,3031.7,2224.6,5937.0,-13000.0,,,,,,-15196.0,,-15632.6,-15219.0,-14560.3,-15367.4,-11655.0,,,,,,False,,False,False,False,False,True
34015,5784,1484.0,,,,,,1339.0,,832.2,698.4,1707.0,2061.0,1020.0,-4300.0,,,,,,-4445.0,,-4951.8,-5085.6,-4077.0,-3723.0,-4764.0,,,,,,False,,False,False,True,True,False
34017,14199,3241.0,,,,,,1812.0,,1232.8,1367.2,2843.2,1310.2,4367.0,-10958.0,,,,,,-12387.0,,-12966.2,-12831.8,-11355.8,-12888.8,-9832.0,,,,,,False,,False,False,False,False,True
34019,1387,196.0,,,,,,213.0,,215.8,49.7,561.1,43.8,96.0,-1191.0,,,,,,-1174.0,,-1171.2,-1337.3,-825.9,-1343.2,-1291.0,,,,,,True,,True,False,True,False,False
