,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
21083,1175,186.0,,158.0,,,,,470.0,,226.0,158.8,29.4,3.2,,,81.0,-989.0,,-1017.0,,,,,-705.0,,-949.0,-1016.2,-1145.6,-1171.8,,,-1094.0,,False,,,,,True,,True,False,False,False,,,False
21085,518,288.0,,319.0,,,,,311.0,,318.7,139.5,70.2,67.9,,,744.0,-230.0,,-199.0,,,,,-207.0,,-199.3,-378.5,-447.8,-450.1,,,226.0,,True,,,,,True,,True,False,False,False,,,True
21087,203,144.0,,0.0,,,,,127.0,,116.0,59.1,22.6,0.0,,,56.0,-59.0,,-203.0,,,,,-76.0,,-87.0,-143.9,-180.4,-203.0,,,-147.0,,False,,,,,False,,False,False,False,False,,,False
21089,1026,294.0,,465.0,,,,,402.0,,490.2,113.5,148.9,148.4,,,250.0,-732.0,,-561.0,,,,,-624.0,,-535.8,-912.5,-877.1,-877.6,,,-776.0,,True,,,,,True,,True,False,False,False,,,False
21091,206,96.0,,102.0,,,,,88.0,,126.4,27.9,29.9,38.4,,,78.0,-110.0,,-104.0,,,,,-118.0,,-79.6,-178.1,-176.1,-167.6,,,-128.0,,True,,,,,False,,True,False,False,False,,,False
21093,2762,1398.0,,2403.0,,,,,1159.0,,1259.0,606.5,509.0,663.0,651.6,,1731.0,-1364.0,,-359.0,,,,,-1603.0,,-1503.0,-2155.5,-2253.0,-2099.0,-2110.4,,-1031.0,,True,,,,,False,,False,False,False,False,False,,True
21095,410,150.0,,91.0,,,,,436.0,,266.4,160.7,56.4,0.0,,,163.0,-260.0,,-319.0,,,,,26.0,,-143.6,-249.3,-353.6,-410.0,,,-247.0,,False,,,,,True,,True,True,False,False,,,True
21097,266,120.0,,204.0,,,,,245.0,,324.8,24.1,27.6,49.9,,,111.0,-146.0,,-62.0,,,,,-21.0,,58.8,-241.9,-238.4,-216.1,,,-155.0,,True,,,,,True,,True,False,False,False,,,False
21099,595,630.0,,1369.0,,,,,236.0,,1801.3,122.3,325.7,108.4,,,527.0,35.0,,774.0,,,,,-359.0,,1206.3,-472.7,-269.3,-486.6,,,-68.0,,False,,,,,False,,False,False,False,False,,,False
21101,997,558.0,,304.0,,,,,494.0,,707.3,380.1,415.9,0.8,579.9,,271.0,-439.0,,-693.0,,,,,-503.0,,-289.7,-616.9,-581.1,-996.2,-417.1,,-726.0,,False,,,,,False,,True,False,False,False,True,,False
21103,303,168.0,,182.0,,,,,156.0,,327.6,71.3,56.2,51.9,,,109.0,-135.0,,-121.0,,,,,-147.0,,24.6,-231.7,-246.8,-251.1,,,-194.0,,True,,,,,False,,True,False,False,False,,,False
21105,88,84.0,,53.0,,,,,41.0,,80.5,19.6,11.7,18.8,,,57.0,-4.0,,-35.0,,,,,-47.0,,-7.5,-68.4,-76.3,-69.2,,,-31.0,,False,,,,,False,,False,False,False,False,,,False
21107,1029,606.0,,595.0,,,,,544.0,,875.5,293.5,427.2,230.9,,,312.0,-423.0,,-434.0,,,,,-485.0,,-153.5,-735.5,-601.8,-798.1,,,-717.0,,False,,,,,False,,True,False,False,False,,,False
21109,246,156.0,,72.0,,,,,161.0,,93.1,37.8,80.9,0.0,,,119.0,-90.0,,-174.0,,,,,-85.0,,-152.9,-208.2,-165.1,-246.0,,,-127.0,,False,,,,,True,,False,False,False,False,,,False
21111,19255,11904.0,,12597.0,,,,,8158.0,,9166.0,6434.7,6263.5,6353.5,8172.1,,10383.0,-7351.0,,-6658.0,,,,,-11097.0,,-10089.0,-12820.3,-12991.5,-12901.5,-11082.9,,-8872.0,,True,,,,,False,,False,False,False,False,False,,False
21113,1091,588.0,,756.0,,,,,530.0,,1010.3,178.3,239.2,327.2,,,0.0,-503.0,,-335.0,,,,,-561.0,,-80.7,-912.7,-851.8,-763.8,,,-1091.0,,True,,,,,False,,True,False,False,False,,,False
21115,578,318.0,,733.0,,,,,255.0,,1523.8,62.9,117.6,24.8,,,559.0,-260.0,,155.0,,,,,-323.0,,945.8,-515.1,-460.4,-553.2,,,-19.0,,True,,,,,False,,False,False,False,False,,,True
21117,3550,1212.0,,2592.0,,,,,2038.0,,962.4,826.9,548.8,805.6,678.5,,1327.0,-2338.0,,-958.0,,,,,-1512.0,,-2587.6,-2723.1,-3001.2,-2744.4,-2871.5,,-2223.0,,True,,,,,True,,False,False,False,False,False,,True
21119,270,228.0,,188.0,,,,,111.0,,417.0,101.0,93.6,0.0,,,98.0,-42.0,,-82.0,,,,,-159.0,,147.0,-169.0,-176.4,-270.0,,,-172.0,,False,,,,,False,,False,False,False,False,,,False
21121,540,516.0,,490.0,,,,,655.0,,678.5,122.1,550.4,85.4,,,188.0,-24.0,,-50.0,,,,,115.0,,138.5,-417.9,10.4,-454.6,,,-352.0,,False,,,,,False,,False,False,True,False,,,False
21123,404,162.0,,218.0,,,,,145.0,,479.4,57.5,54.9,52.0,,,89.0,-242.0,,-186.0,,,,,-259.0,,75.4,-346.5,-349.1,-352.0,,,-315.0,,True,,,,,False,,True,False,False,False,,,False
21125,1383,918.0,,1438.0,,,,,955.0,,756.8,266.2,418.6,281.2,360.7,,783.0,-465.0,,55.0,,,,,-428.0,,-626.2,-1116.8,-964.4,-1101.8,-1022.3,,-600.0,,True,,,,,True,,False,False,False,False,False,,False
21127,337,150.0,,211.0,,,,,143.0,,688.6,70.6,25.4,0.0,,,87.0,-187.0,,-126.0,,,,,-194.0,,351.6,-266.4,-311.6,-337.0,,,-250.0,,True,,,,,False,,False,False,False,False,,,False
21129,861,456.0,,626.0,,,,,82.0,,2656.2,14.0,774.4,0.0,,,288.0,-405.0,,-235.0,,,,,-779.0,,1795.2,-847.0,-86.6,-861.0,,,-573.0,,True,,,,,False,,False,False,True,False,,,False
21131,207,66.0,,90.0,,,,,124.0,,124.6,32.1,10.7,0.0,,,83.0,-141.0,,-117.0,,,,,-83.0,,-82.4,-174.9,-196.3,-207.0,,,-124.0,,True,,,,,True,,True,False,False,False,,,True
21133,280,138.0,,56.0,,,,,221.0,,343.6,141.7,50.9,0.0,,,72.0,-142.0,,-224.0,,,,,-59.0,,63.6,-138.3,-229.1,-280.0,,,-208.0,,False,,,,,True,,True,True,False,False,,,False
21135,312,102.0,,0.0,,,,,106.0,,91.8,28.9,28.5,0.0,,,68.0,-210.0,,-312.0,,,,,-206.0,,-220.2,-283.1,-283.5,-312.0,,,-244.0,,False,,,,,True,,False,False,False,False,,,False
21137,558,240.0,,274.0,,,,,276.0,,393.5,88.8,158.5,71.3,,,350.0,-318.0,,-284.0,,,,,-282.0,,-164.5,-469.2,-399.5,-486.7,,,-208.0,,True,,,,,True,,True,False,False,False,,,True
21139,223,36.0,,58.0,,,,,78.0,,145.6,21.4,2.3,18.0,,,56.0,-187.0,,-165.0,,,,,-145.0,,-77.4,-201.6,-220.7,-205.0,,,-167.0,,True,,,,,True,,True,False,False,False,,,True
21141,561,408.0,,285.0,,,,,433.0,,458.5,145.7,127.4,141.3,,,328.0,-153.0,,-276.0,,,,,-128.0,,-102.5,-415.3,-433.6,-419.7,,,-233.0,,False,,,,,True,,True,False,False,False,,,False
21143,113,78.0,,42.0,,,,,79.0,,75.2,11.2,5.1,24.8,,,98.0,-35.0,,-71.0,,,,,-34.0,,-37.8,-101.8,-107.9,-88.2,,,-15.0,,False,,,,,True,,False,False,False,False,,,True
21145,2215,696.0,,933.0,,,,,721.0,,660.5,370.5,372.9,309.2,,,512.0,-1519.0,,-1282.0,,,,,-1494.0,,-1554.5,-1844.5,-1842.1,-1905.8,,,-1703.0,,True,,,,,True,,False,False,False,False,,,False
21147,221,90.0,,83.0,,,,,207.0,,158.4,52.3,13.3,0.0,,,112.0,-131.0,,-138.0,,,,,-14.0,,-62.6,-168.7,-207.7,-221.0,,,-109.0,,False,,,,,True,,True,False,False,False,,,True
21149,256,288.0,,370.0,,,,,75.0,,977.5,41.9,79.0,47.8,,,261.0,32.0,,114.0,,,,,-181.0,,721.5,-214.1,-177.0,-208.2,,,5.0,,False,,,,,False,,False,False,False,False,,,True
21151,2048,798.0,,936.0,,,,,954.0,,689.0,365.9,200.8,0.1,713.3,,726.0,-1250.0,,-1112.0,,,,,-1094.0,,-1359.0,-1682.1,-1847.2,-2047.9,-1334.7,,-1322.0,,True,,,,,True,,False,False,False,False,False,,False
21153,416,150.0,,200.0,,,,,123.0,,420.8,68.5,42.7,11.5,,,253.0,-266.0,,-216.0,,,,,-293.0,,4.8,-347.5,-373.3,-404.5,,,-163.0,,True,,,,,False,,True,False,False,False,,,True
21155,768,528.0,,1095.0,,,,,198.0,,915.0,73.5,342.2,162.7,,,430.0,-240.0,,327.0,,,,,-570.0,,147.0,-694.5,-425.8,-605.3,,,-338.0,,False,,,,,False,,True,False,False,False,,,False
21157,638,246.0,,332.0,,,,,293.0,,427.0,132.0,26.1,110.5,,,212.0,-392.0,,-306.0,,,,,-345.0,,-211.0,-506.0,-611.9,-527.5,,,-426.0,,True,,,,,True,,True,False,False,False,,,False
21159,322,312.0,,579.0,,,,,85.0,,1177.9,57.1,206.6,17.2,,,371.0,-10.0,,257.0,,,,,-237.0,,855.9,-264.9,-115.4,-304.8,,,49.0,,False,,,,,False,,False,False,False,False,,,False
21161,399,84.0,,223.0,,,,,220.0,,269.3,46.5,20.0,42.1,,,258.0,-315.0,,-176.0,,,,,-179.0,,-129.7,-352.5,-379.0,-356.9,,,-141.0,,True,,,,,True,,True,False,False,False,,,True
21163,429,336.0,,381.0,,,,,220.0,,609.5,187.3,96.2,95.8,,,429.0,-93.0,,-48.0,,,,,-209.0,,180.5,-241.7,-332.8,-333.2,,,0.0,,True,,,,,False,,False,False,False,False,,,True
21165,59,24.0,,7.0,,,,,45.0,,32.8,16.2,11.1,,,,2.0,-35.0,,-52.0,,,,,-14.0,,-26.2,-42.8,-47.9,,,,-57.0,,False,,,,,True,,True,False,False,,,,False
21167,461,156.0,,115.0,,,,,207.0,,342.7,66.4,71.9,13.5,,,265.0,-305.0,,-346.0,,,,,-254.0,,-118.3,-394.6,-389.1,-447.5,,,-196.0,,False,,,,,True,,True,False,False,False,,,True
21169,259,150.0,,214.0,,,,,94.0,,271.8,61.2,31.3,28.7,,,198.0,-109.0,,-45.0,,,,,-165.0,,12.8,-197.8,-227.7,-230.3,,,-61.0,,True,,,,,False,,True,False,False,False,,,True
21171,491,132.0,,43.0,,,,,166.0,,124.7,46.2,36.7,0.1,,,103.0,-359.0,,-448.0,,,,,-325.0,,-366.3,-444.8,-454.3,-490.9,,,-388.0,,False,,,,,True,,False,False,False,False,,,False
21173,624,324.0,,432.0,,,,,370.0,,403.8,107.8,173.4,64.4,,,356.0,-300.0,,-192.0,,,,,-254.0,,-220.2,-516.2,-450.6,-559.6,,,-268.0,,True,,,,,True,,True,False,False,False,,,True
21175,251,108.0,,113.0,,,,,176.0,,70.4,49.9,37.2,0.0,,,46.0,-143.0,,-138.0,,,,,-75.0,,-180.6,-201.1,-213.8,-251.0,,,-205.0,,True,,,,,True,,False,False,False,False,,,False
21177,526,276.0,,281.0,,,,,413.0,,327.7,165.4,188.4,7.2,,,189.0,-250.0,,-245.0,,,,,-113.0,,-198.3,-360.6,-337.6,-518.8,,,-337.0,,True,,,,,True,,True,False,False,False,,,False
21179,1482,966.0,,2298.0,,,,,421.0,,1313.0,172.8,465.6,334.0,,,1103.0,-516.0,,816.0,,,,,-1061.0,,-169.0,-1309.2,-1016.4,-1148.0,,,-379.0,,False,,,,,False,,True,False,False,False,,,True
21181,82,90.0,,89.0,,,,,78.0,,663.2,35.9,7.4,4.1,,,55.0,8.0,,7.0,,,,,-4.0,,581.2,-46.1,-74.6,-77.9,,,-27.0,,True,,,,,True,,False,False,False,False,,,False
21183,564,198.0,,334.0,,,,,354.0,,277.0,184.6,32.1,2.1,,,104.0,-366.0,,-230.0,,,,,-210.0,,-287.0,-379.4,-531.9,-561.9,,,-460.0,,True,,,,,True,,True,False,False,False,,,False
21185,1450,444.0,,592.0,,,,,581.0,,718.2,196.0,101.9,92.1,323.9,,757.0,-1006.0,,-858.0,,,,,-869.0,,-731.8,-1254.0,-1348.1,-1357.9,-1126.1,,-693.0,,True,,,,,True,,True,False,False,False,False,,True
21187,137,30.0,,29.0,,,,,108.0,,81.0,23.4,1.3,0.3,,,85.0,-107.0,,-108.0,,,,,-29.0,,-56.0,-113.6,-135.7,-136.7,,,-52.0,,False,,,,,True,,True,False,False,False,,,True
21189,168,120.0,,157.0,,,,,45.0,,385.5,21.2,18.1,,,,126.0,-48.0,,-11.0,,,,,-123.0,,217.5,-146.8,-149.9,,,,-42.0,,True,,,,,False,,False,False,False,,,,True
21191,328,72.0,,76.0,,,,,117.0,,95.0,29.7,14.1,34.6,,,12.0,-256.0,,-252.0,,,,,-211.0,,-233.0,-298.3,-313.9,-293.4,,,-316.0,,True,,,,,True,,True,False,False,False,,,False
21193,644,414.0,,929.0,,,,,387.0,,710.4,72.1,316.5,80.6,,,197.0,-230.0,,285.0,,,,,-257.0,,66.4,-571.9,-327.5,-563.4,,,-447.0,,False,,,,,False,,True,False,False,False,,,False
21195,1238,762.0,,888.0,,,,,533.0,,1024.3,426.7,418.1,18.3,,,534.0,-476.0,,-350.0,,,,,-705.0,,-213.7,-811.3,-819.9,-1219.7,,,-704.0,,True,,,,,False,,True,False,False,False,,,False
21197,393,36.0,,13.0,,,,,115.0,,49.4,50.3,20.5,22.8,,,29.0,-357.0,,-380.0,,,,,-278.0,,-343.6,-342.7,-372.5,-370.2,,,-364.0,,False,,,,,True,,True,True,False,False,,,False
21199,821,204.0,,158.0,,,,,1273.0,,312.3,113.4,43.6,169.1,,,113.0,-617.0,,-663.0,,,,,452.0,,-508.7,-707.6,-777.4,-651.9,,,-708.0,,False,,,,,True,,True,False,False,False,,,False
21201,82,36.0,,,,,,,33.0,,65.7,1.9,,,,,87.0,-46.0,,,,,,,-49.0,,-16.3,-80.1,,,,,5.0,,,,,,,False,,True,False,,,,,True
21203,284,324.0,,538.0,,,,,230.0,,519.9,50.5,100.9,95.7,,,249.0,40.0,,254.0,,,,,-54.0,,235.9,-233.5,-183.1,-188.3,,,-35.0,,False,,,,,False,,False,False,False,False,,,True
21205,580,90.0,,126.0,,,,,335.0,,224.9,118.2,56.2,258.1,,,59.0,-490.0,,-454.0,,,,,-245.0,,-355.1,-461.8,-523.8,-321.9,,,-521.0,,True,,,,,True,,True,True,False,True,,,False
21207,244,228.0,,439.0,,,,,264.0,,698.9,62.3,55.2,55.4,,,280.0,-16.0,,195.0,,,,,20.0,,454.9,-181.7,-188.8,-188.6,,,36.0,,False,,,,,False,,False,False,False,False,,,False
21209,805,576.0,,507.0,,,,,589.0,,538.6,156.1,414.3,531.0,,,484.0,-229.0,,-298.0,,,,,-216.0,,-266.4,-648.9,-390.7,-274.0,,,-321.0,,False,,,,,True,,False,False,False,False,,,False
21211,960,930.0,,1193.0,,,,,439.0,,660.9,203.2,627.2,282.8,552.6,,636.0,-30.0,,233.0,,,,,-521.0,,-299.1,-756.8,-332.8,-677.2,-407.4,,-324.0,,False,,,,,False,,False,False,False,False,False,,False
21213,463,162.0,,45.0,,,,,259.0,,215.4,45.4,33.1,43.2,,,381.0,-301.0,,-418.0,,,,,-204.0,,-247.6,-417.6,-429.9,-419.8,,,-82.0,,False,,,,,True,,True,False,False,False,,,True
21215,416,168.0,,204.0,,,,,105.0,,397.7,62.9,45.9,59.5,,,143.0,-248.0,,-212.0,,,,,-311.0,,-18.3,-353.1,-370.1,-356.5,,,-273.0,,True,,,,,False,,True,False,False,False,,,False
21217,628,348.0,,510.0,,,,,382.0,,641.6,125.9,182.9,139.0,,,277.0,-280.0,,-118.0,,,,,-246.0,,13.6,-502.1,-445.1,-489.0,,,-351.0,,True,,,,,True,,True,False,False,False,,,False
21219,192,108.0,,38.0,,,,,132.0,,294.9,49.9,4.4,0.0,,,67.0,-84.0,,-154.0,,,,,-60.0,,102.9,-142.1,-187.6,-192.0,,,-125.0,,False,,,,,True,,False,False,False,False,,,False
21221,201,84.0,,54.0,,,,,174.0,,134.3,48.6,20.4,33.9,,,118.0,-117.0,,-147.0,,,,,-27.0,,-66.7,-152.4,-180.6,-167.1,,,-83.0,,False,,,,,True,,True,False,False,False,,,True
21223,121,24.0,,33.0,,,,,88.0,,121.8,22.6,16.6,,,,22.0,-97.0,,-88.0,,,,,-33.0,,0.8,-98.4,-104.4,,,,-99.0,,True,,,,,True,,True,False,False,,,,False
21225,261,204.0,,92.0,,,,,147.0,,254.4,58.3,43.3,0.0,,,151.0,-57.0,,-169.0,,,,,-114.0,,-6.6,-202.7,-217.7,-261.0,,,-110.0,,False,,,,,False,,True,False,False,False,,,False
21227,2754,1230.0,,1025.0,,,,,1502.0,,864.9,785.0,1086.0,54.4,717.0,,1048.0,-1524.0,,-1729.0,,,,,-1252.0,,-1889.1,-1969.0,-1668.0,-2699.6,-2037.0,,-1706.0,,False,,,,,True,,False,False,False,False,False,,False
21229,437,192.0,,294.0,,,,,123.0,,358.5,33.6,115.1,45.4,,,212.0,-245.0,,-143.0,,,,,-314.0,,-78.5,-403.4,-321.9,-391.6,,,-225.0,,True,,,,,False,,True,False,False,False,,,True
21231,332,288.0,,399.0,,,,,346.0,,640.1,68.8,54.7,72.0,,,445.0,-44.0,,67.0,,,,,14.0,,308.1,-263.2,-277.3,-260.0,,,113.0,,False,,,,,True,,False,False,False,False,,,False
21233,307,126.0,,130.0,,,,,124.0,,250.5,84.3,31.2,0.0,,,74.0,-181.0,,-177.0,,,,,-183.0,,-56.5,-222.7,-275.8,-307.0,,,-233.0,,True,,,,,False,,True,False,False,False,,,False
21235,972,612.0,,351.0,,,,,721.0,,879.7,214.6,473.9,7.5,,,287.0,-360.0,,-621.0,,,,,-251.0,,-92.3,-757.4,-498.1,-964.5,,,-685.0,,False,,,,,True,,True,False,False,False,,,False
21237,147,0.0,,0.0,,,,,51.0,,33.3,17.9,16.7,,,,1.0,-147.0,,-147.0,,,,,-96.0,,-113.7,-129.1,-130.3,,,,-146.0,,False,,,,,True,,True,True,True,,,,True
21239,539,144.0,,147.0,,,,,182.0,,288.5,79.4,87.8,139.0,,,159.0,-395.0,,-392.0,,,,,-357.0,,-250.5,-459.6,-451.2,-400.0,,,-380.0,,True,,,,,True,,True,False,False,False,,,True
22001,1095,330.0,,410.0,,,,,446.0,,350.5,325.0,101.7,1.0,366.3,,251.0,-765.0,,-685.0,,,,,-649.0,,-744.5,-770.0,-993.3,-1094.0,-728.7,,-844.0,,True,,,,,True,,True,False,False,False,True,,False
22003,320,318.0,,348.0,,,,,223.0,,223.9,145.0,111.2,2.5,242.3,,0.0,-2.0,,28.0,,,,,-97.0,,-96.1,-175.0,-208.8,-317.5,-77.7,,-320.0,,False,,,,,False,,False,False,False,False,False,,False
22005,2031,732.0,,2270.0,,,,,625.0,,581.9,351.1,455.9,13.2,335.2,,2122.0,-1299.0,,239.0,,,,,-1406.0,,-1449.1,-1679.9,-1575.1,-2017.8,-1695.8,,91.0,,True,,,,,False,,False,False,False,False,False,,True
22007,284,78.0,,42.0,,,,,110.0,,80.1,77.8,6.5,0.1,,,163.0,-206.0,,-242.0,,,,,-174.0,,-203.9,-206.2,-277.5,-283.9,,,-121.0,,False,,,,,True,,True,False,False,False,,,True
22009,524,264.0,,215.0,,,,,356.0,,278.2,157.3,39.6,0.6,131.1,,170.0,-260.0,,-309.0,,,,,-168.0,,-245.8,-366.7,-484.4,-523.4,-392.9,,-354.0,,False,,,,,True,,True,False,False,False,False,,False
22011,403,144.0,,130.0,,,,,302.0,,234.0,133.8,11.5,2.6,124.9,,329.0,-259.0,,-273.0,,,,,-101.0,,-169.0,-269.2,-391.5,-400.4,-278.1,,-74.0,,False,,,,,True,,True,False,False,False,False,,True
22013,273,216.0,,82.0,,,,,99.0,,236.5,81.0,27.0,2.2,,,159.0,-57.0,,-191.0,,,,,-174.0,,-36.5,-192.0,-246.0,-270.8,,,-114.0,,False,,,,,False,,True,False,False,False,,,False
22015,2605,1848.0,,3059.0,,,,,926.0,,2065.5,1286.5,844.3,1358.5,646.1,,1734.0,-757.0,,454.0,,,,,-1679.0,,-539.5,-1318.5,-1760.7,-1246.5,-1958.9,,-871.0,,True,,,,,False,,True,False,False,False,False,,False
22017,4343,2376.0,,2136.0,,,,,1745.0,,1748.8,1911.6,1097.1,62.4,819.0,,1568.0,-1967.0,,-2207.0,,,,,-2598.0,,-2594.2,-2431.4,-3245.9,-4280.6,-3524.0,,-2775.0,,False,,,,,False,,False,False,False,False,False,,False
22019,2637,984.0,,1845.0,,,,,1140.0,,814.3,1173.4,746.6,265.2,486.3,,1398.0,-1653.0,,-792.0,,,,,-1497.0,,-1822.7,-1463.6,-1890.4,-2371.8,-2150.7,,-1239.0,,True,,,,,True,,False,True,False,False,False,,True
22021,343,66.0,,0.0,,,,,70.0,,103.3,26.1,13.4,0.3,,,68.0,-277.0,,-343.0,,,,,-273.0,,-239.7,-316.9,-329.6,-342.7,,,-275.0,,False,,,,,True,,True,False,False,False,,,True
22023,88,42.0,,0.0,,,,,38.0,,139.1,26.6,6.0,0.9,,,21.0,-46.0,,-88.0,,,,,-50.0,,51.1,-61.4,-82.0,-87.1,,,-67.0,,False,,,,,False,,False,False,False,False,,,False
22025,211,48.0,,1.0,,,,,73.0,,54.4,29.7,8.3,0.4,,,20.0,-163.0,,-210.0,,,,,-138.0,,-156.6,-181.3,-202.7,-210.6,,,-191.0,,False,,,,,True,,True,False,False,False,,,False
22027,183,108.0,,57.0,,,,,132.0,,87.2,55.7,20.6,0.1,,,32.0,-75.0,,-126.0,,,,,-51.0,,-95.8,-127.3,-162.4,-182.9,,,-151.0,,False,,,,,True,,False,False,False,False,,,False
22029,467,234.0,,77.0,,,,,173.0,,286.2,103.4,28.3,0.7,,,219.0,-233.0,,-390.0,,,,,-294.0,,-180.8,-363.6,-438.7,-466.3,,,-248.0,,False,,,,,False,,True,False,False,False,,,False
22031,359,180.0,,225.0,,,,,167.0,,313.4,168.5,58.2,2.7,,,128.0,-179.0,,-134.0,,,,,-192.0,,-45.6,-190.5,-300.8,-356.3,,,-231.0,,True,,,,,False,,True,False,False,False,,,False
22033,4991,1884.0,,2732.0,,,,,2476.0,,1431.1,1602.2,999.0,50.5,882.3,,4549.0,-3107.0,,-2259.0,,,,,-2515.0,,-3559.9,-3388.8,-3992.0,-4940.5,-4108.7,,-442.0,,True,,,,,True,,False,False,False,False,False,,True
22035,274,90.0,,0.0,,,,,73.0,,105.3,29.5,10.5,0.3,,,0.0,-184.0,,-274.0,,,,,-201.0,,-168.7,-244.5,-263.5,-273.7,,,-274.0,,False,,,,,False,,True,False,False,False,,,False
22037,432,66.0,,6.0,,,,,159.0,,171.6,82.7,15.2,1.6,226.5,,0.0,-366.0,,-426.0,,,,,-273.0,,-260.4,-349.3,-416.8,-430.4,-205.5,,-432.0,,False,,,,,True,,True,True,False,False,True,,False
22039,672,126.0,,80.0,,,,,371.0,,91.5,83.3,60.9,0.1,53.3,,105.0,-546.0,,-592.0,,,,,-301.0,,-580.5,-588.7,-611.1,-671.9,-618.7,,-567.0,,False,,,,,True,,False,False,False,False,False,,False
22041,475,252.0,,80.0,,,,,134.0,,140.6,89.3,109.6,2.9,157.7,,0.0,-223.0,,-395.0,,,,,-341.0,,-334.4,-385.7,-365.4,-472.1,-317.3,,-475.0,,False,,,,,False,,False,False,False,False,False,,False
22043,422,120.0,,33.0,,,,,152.0,,95.8,57.6,17.3,3.0,,,28.0,-302.0,,-389.0,,,,,-270.0,,-326.2,-364.4,-404.7,-419.0,,,-394.0,,False,,,,,True,,False,False,False,False,,,False
22045,810,180.0,,149.0,,,,,360.0,,244.1,240.1,42.7,0.6,85.8,,130.0,-630.0,,-661.0,,,,,-450.0,,-565.9,-569.9,-767.3,-809.4,-724.2,,-680.0,,False,,,,,True,,True,True,False,False,False,,False
22047,670,216.0,,106.0,,,,,192.0,,255.5,86.1,34.1,0.1,105.9,,376.0,-454.0,,-564.0,,,,,-478.0,,-414.5,-583.9,-635.9,-669.9,-564.1,,-294.0,,False,,,,,False,,True,False,False,False,False,,True
22049,350,354.0,,92.0,,,,,121.0,,394.6,145.4,40.0,151.7,,,82.0,4.0,,-258.0,,,,,-229.0,,44.6,-204.6,-310.0,-198.3,,,-268.0,,False,,,,,False,,False,False,False,False,,,False
22051,6049,1722.0,,1651.0,,,,,1611.0,,1272.9,1612.6,1084.7,41.7,848.9,,1808.0,-4327.0,,-4398.0,,,,,-4438.0,,-4776.1,-4436.4,-4964.3,-6007.3,-5200.1,,-4241.0,,False,,,,,False,,False,False,False,False,False,,True
22053,505,210.0,,367.0,,,,,246.0,,206.8,178.1,6.9,3.6,80.5,,201.0,-295.0,,-138.0,,,,,-259.0,,-298.2,-326.9,-498.1,-501.4,-424.5,,-304.0,,True,,,,,True,,False,False,False,False,False,,False
22055,3505,834.0,,1367.0,,,,,1354.0,,717.5,891.1,392.9,21.4,368.0,,1252.0,-2671.0,,-2138.0,,,,,-2151.0,,-2787.5,-2613.9,-3112.1,-3483.6,-3137.0,,-2253.0,,True,,,,,True,,False,True,False,False,False,,True
22057,1132,366.0,,311.0,,,,,409.0,,377.7,283.2,107.5,1.4,174.1,,256.0,-766.0,,-821.0,,,,,-723.0,,-754.3,-848.8,-1024.5,-1130.6,-957.9,,-876.0,,False,,,,,True,,True,False,False,False,False,,False
22059,460,132.0,,0.0,,,,,156.0,,126.8,72.9,19.2,0.3,,,101.0,-328.0,,-460.0,,,,,-304.0,,-333.2,-387.1,-440.8,-459.7,,,-359.0,,False,,,,,True,,False,False,False,False,,,False
22061,1066,246.0,,195.0,,,,,347.0,,376.4,262.2,151.2,0.0,161.8,,80.0,-820.0,,-871.0,,,,,-719.0,,-689.6,-803.8,-914.8,-1066.0,-904.2,,-986.0,,False,,,,,True,,True,True,False,False,False,,False
22063,2291,660.0,,742.0,,,,,674.0,,778.3,640.7,345.8,12.7,270.8,,1333.0,-1631.0,,-1549.0,,,,,-1617.0,,-1512.7,-1650.3,-1945.2,-2278.3,-2020.2,,-958.0,,True,,,,,True,,True,False,False,False,False,,True
22065,227,24.0,,0.0,,,,,83.0,,36.4,23.4,0.1,0.0,,,8.0,-203.0,,-227.0,,,,,-144.0,,-190.6,-203.6,-226.9,-227.0,,,-219.0,,False,,,,,True,,True,False,False,False,,,False
