,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28003,639,342.0,,466.0,,,,,498.0,,462.1,105.5,216.8,0.3,,,296.0,-297.0,,-173.0,,,,,-141.0,,-176.9,-533.5,-422.2,-638.7,,,-343.0,,True,,,,,True,,True,False,False,False,,,False
28005,204,60.0,,42.0,,,,,93.0,,112.7,50.5,4.8,0.3,,,10.0,-144.0,,-162.0,,,,,-111.0,,-91.3,-153.5,-199.2,-203.7,,,-194.0,,False,,,,,True,,True,False,False,False,,,False
28007,490,186.0,,269.0,,,,,161.0,,267.4,85.4,23.5,0.9,,,69.0,-304.0,,-221.0,,,,,-329.0,,-222.6,-404.6,-466.5,-489.1,,,-421.0,,True,,,,,False,,True,False,False,False,,,False
28009,171,246.0,,34.0,,,,,137.0,,331.1,21.1,98.5,81.5,,,167.0,75.0,,-137.0,,,,,-34.0,,160.1,-149.9,-72.5,-89.5,,,-4.0,,False,,,,,True,,False,False,True,False,,,True
28011,573,234.0,,135.0,,,,,346.0,,138.5,56.0,144.5,0.3,147.8,,0.0,-339.0,,-438.0,,,,,-227.0,,-434.5,-517.0,-428.5,-572.7,-425.2,,-573.0,,False,,,,,True,,False,False,False,False,False,,False
28013,217,102.0,,0.0,,,,,177.0,,305.6,37.7,23.8,0.1,,,57.0,-115.0,,-217.0,,,,,-40.0,,88.6,-179.3,-193.2,-216.9,,,-160.0,,False,,,,,True,,True,False,False,False,,,False
28015,302,210.0,,0.0,,,,,99.0,,984.7,53.4,112.3,145.7,,,36.0,-92.0,,-302.0,,,,,-203.0,,682.7,-248.6,-189.7,-156.3,,,-266.0,,False,,,,,False,,False,False,False,False,,,False
28017,294,228.0,,115.0,,,,,187.0,,319.9,79.9,94.6,0.3,,,102.0,-66.0,,-179.0,,,,,-107.0,,25.9,-214.1,-199.4,-293.7,,,-192.0,,False,,,,,False,,True,False,False,False,,,False
28019,178,30.0,,0.0,,,,,63.0,,23.7,19.1,6.9,0.0,,,5.0,-148.0,,-178.0,,,,,-115.0,,-154.3,-158.9,-171.1,-178.0,,,-173.0,,False,,,,,True,,False,False,False,False,,,False
28021,61,42.0,,0.0,,,,,53.0,,79.4,35.7,3.4,0.0,,,7.0,-19.0,,-61.0,,,,,-8.0,,18.4,-25.3,-57.6,-61.0,,,-54.0,,False,,,,,True,,True,False,False,False,,,False
28023,222,294.0,,144.0,,,,,90.0,,354.6,106.6,163.8,0.6,,,37.0,72.0,,-78.0,,,,,-132.0,,132.6,-115.4,-58.2,-221.4,,,-185.0,,False,,,,,False,,False,False,True,False,,,False
28025,303,162.0,,72.0,,,,,131.0,,179.0,92.5,28.4,0.3,,,39.0,-141.0,,-231.0,,,,,-172.0,,-124.0,-210.5,-274.6,-302.7,,,-264.0,,False,,,,,False,,True,False,False,False,,,False
28027,361,126.0,,65.0,,,,,418.0,,240.7,57.3,12.9,0.1,124.3,,80.0,-235.0,,-296.0,,,,,57.0,,-120.3,-303.7,-348.1,-360.9,-236.7,,-281.0,,False,,,,,True,,True,False,False,False,False,,False
28029,401,252.0,,327.0,,,,,257.0,,372.7,118.1,40.6,0.9,90.4,,144.0,-149.0,,-74.0,,,,,-144.0,,-28.3,-282.9,-360.4,-400.1,-310.6,,-257.0,,True,,,,,True,,True,False,False,False,False,,False
28031,419,402.0,,257.0,,,,,127.0,,426.9,133.5,178.3,0.1,,,91.0,-17.0,,-162.0,,,,,-292.0,,7.9,-285.5,-240.7,-418.9,,,-328.0,,False,,,,,False,,True,False,False,False,,,False
28033,3903,2928.0,,3278.0,,,,,2355.0,,2533.7,664.0,2093.1,118.2,1247.8,,3597.0,-975.0,,-625.0,,,,,-1548.0,,-1369.3,-3239.0,-1809.9,-3784.8,-2655.2,,-306.0,,True,,,,,False,,False,False,False,False,False,,True
28035,1061,714.0,,285.0,,,,,554.0,,631.8,339.6,306.9,3.4,422.0,,249.0,-347.0,,-776.0,,,,,-507.0,,-429.2,-721.4,-754.1,-1057.6,-639.0,,-812.0,,False,,,,,False,,False,False,False,False,False,,False
28037,152,84.0,,0.0,,,,,68.0,,166.7,15.1,3.3,33.4,,,120.0,-68.0,,-152.0,,,,,-84.0,,14.7,-136.9,-148.7,-118.6,,,-32.0,,False,,,,,False,,True,False,False,False,,,True
28039,401,360.0,,0.0,,,,,141.0,,412.5,92.9,228.6,0.1,,,180.0,-41.0,,-401.0,,,,,-260.0,,11.5,-308.1,-172.4,-400.9,,,-221.0,,False,,,,,False,,True,False,False,False,,,False
28041,188,186.0,,18.0,,,,,108.0,,149.0,74.7,35.5,0.0,,,144.0,-2.0,,-170.0,,,,,-80.0,,-39.0,-113.3,-152.5,-188.0,,,-44.0,,False,,,,,False,,False,False,False,False,,,False
28043,281,180.0,,183.0,,,,,252.0,,229.3,83.6,33.5,0.3,57.6,,19.0,-101.0,,-98.0,,,,,-29.0,,-51.7,-197.4,-247.5,-280.7,-223.4,,-262.0,,True,,,,,True,,True,False,False,False,False,,False
28045,501,450.0,,577.0,,,,,278.0,,741.7,201.7,418.1,199.5,,,529.0,-51.0,,76.0,,,,,-223.0,,240.7,-299.3,-82.9,-301.5,,,28.0,,False,,,,,False,,False,False,False,False,,,True
28047,2509,2634.0,,2782.0,,,,,1563.0,,2135.8,959.2,3021.3,1420.0,894.3,,5115.0,125.0,,273.0,,,,,-946.0,,-373.2,-1549.8,512.3,-1089.0,-1614.7,,2606.0,,False,,,,,False,,False,False,False,False,False,,False
28049,2882,1452.0,,1125.0,,,,,1712.0,,1252.8,648.2,934.4,18.1,440.6,,1291.0,-1430.0,,-1757.0,,,,,-1170.0,,-1629.2,-2233.8,-1947.6,-2863.9,-2441.4,,-1591.0,,False,,,,,True,,False,False,False,False,False,,False
28051,232,102.0,,43.0,,,,,122.0,,80.0,28.6,25.7,0.1,77.8,,0.0,-130.0,,-189.0,,,,,-110.0,,-152.0,-203.4,-206.3,-231.9,-154.2,,-232.0,,False,,,,,True,,False,False,False,False,False,,False
28053,131,234.0,,131.0,,,,,67.0,,161.4,35.1,45.9,12.8,,,148.0,103.0,,0.0,,,,,-64.0,,30.4,-95.9,-85.1,-118.2,,,17.0,,True,,,,,True,,True,True,True,False,,,True
28055,21,6.0,,0.0,,,,,26.0,,12.1,1.7,,0.0,,,0.0,-15.0,,-21.0,,,,,5.0,,-8.9,-19.3,,-21.0,,,-21.0,,False,,,,,True,,True,False,,False,,,False
28057,555,312.0,,286.0,,,,,170.0,,507.6,134.6,153.0,314.8,253.9,,64.0,-243.0,,-269.0,,,,,-385.0,,-47.4,-420.4,-402.0,-240.2,-301.1,,-491.0,,False,,,,,False,,True,False,False,True,False,,False
28059,2230,1722.0,,1626.0,,,,,1231.0,,1384.9,826.9,1621.4,8.5,575.6,,701.0,-508.0,,-604.0,,,,,-999.0,,-845.1,-1403.1,-608.6,-2221.5,-1654.4,,-1529.0,,False,,,,,False,,False,False,False,False,False,,False
28061,229,162.0,,84.0,,,,,135.0,,268.3,110.1,16.4,0.1,,,30.0,-67.0,,-145.0,,,,,-94.0,,39.3,-118.9,-212.6,-228.9,,,-199.0,,False,,,,,False,,True,False,False,False,,,False
28063,120,84.0,,42.0,,,,,54.0,,101.1,25.5,9.4,0.0,,,113.0,-36.0,,-78.0,,,,,-66.0,,-18.9,-94.5,-110.6,-120.0,,,-7.0,,False,,,,,False,,True,False,False,False,,,True
28065,201,102.0,,18.0,,,,,77.0,,115.3,62.8,20.5,0.0,,,68.0,-99.0,,-183.0,,,,,-124.0,,-85.7,-138.2,-180.5,-201.0,,,-133.0,,False,,,,,False,,True,False,False,False,,,False
28067,1003,648.0,,624.0,,,,,957.0,,547.5,418.5,213.7,1.2,356.0,,208.0,-355.0,,-379.0,,,,,-46.0,,-455.5,-584.5,-789.3,-1001.8,-647.0,,-795.0,,False,,,,,True,,False,False,False,False,False,,False
28069,186,60.0,,0.0,,,,,60.0,,67.7,27.7,5.0,0.0,,,12.0,-126.0,,-186.0,,,,,-126.0,,-118.3,-158.3,-181.0,-186.0,,,-174.0,,False,,,,,False,,True,False,False,False,,,False
28071,988,546.0,,587.0,,,,,490.0,,371.3,147.9,442.7,12.1,370.8,,300.0,-442.0,,-401.0,,,,,-498.0,,-616.7,-840.0,-545.3,-975.9,-617.2,,-688.0,,True,,,,,False,,False,False,False,False,False,,False
28073,893,810.0,,815.0,,,,,411.0,,955.1,433.4,260.1,2.7,292.4,,670.0,-83.0,,-78.0,,,,,-482.0,,62.1,-459.6,-632.9,-890.3,-600.6,,-223.0,,True,,,,,False,,True,False,False,False,False,,False
28075,1324,894.0,,1207.0,,,,,830.0,,540.5,296.3,260.2,449.1,470.4,,323.0,-430.0,,-117.0,,,,,-494.0,,-783.5,-1027.7,-1063.8,-874.9,-853.6,,-1001.0,,True,,,,,False,,False,False,False,False,False,,False
28077,256,174.0,,0.0,,,,,76.0,,141.2,61.2,63.2,0.3,,,63.0,-82.0,,-256.0,,,,,-180.0,,-114.8,-194.8,-192.8,-255.7,,,-193.0,,False,,,,,False,,False,False,False,False,,,False
28079,331,192.0,,466.0,,,,,278.0,,419.3,141.7,39.3,1.7,95.8,,62.0,-139.0,,135.0,,,,,-53.0,,88.3,-189.3,-291.7,-329.3,-235.2,,-269.0,,True,,,,,True,,True,False,False,False,False,,False
28081,2073,1086.0,,1220.0,,,,,1090.0,,1152.9,323.4,335.8,7.7,287.2,,818.0,-987.0,,-853.0,,,,,-983.0,,-920.1,-1749.6,-1737.2,-2065.3,-1785.8,,-1255.0,,True,,,,,True,,True,False,False,False,False,,False
28083,525,504.0,,703.0,,,,,407.0,,469.7,136.5,102.2,0.1,242.7,,39.0,-21.0,,178.0,,,,,-118.0,,-55.3,-388.5,-422.8,-524.9,-282.3,,-486.0,,False,,,,,False,,False,False,False,False,False,,False
28085,648,372.0,,592.0,,,,,317.0,,599.4,175.2,126.6,162.1,136.6,,146.0,-276.0,,-56.0,,,,,-331.0,,-48.6,-472.8,-521.4,-485.9,-511.4,,-502.0,,True,,,,,False,,True,False,False,False,False,,False
28087,880,378.0,,213.0,,,,,509.0,,342.6,204.7,88.3,1.6,313.9,,499.0,-502.0,,-667.0,,,,,-371.0,,-537.4,-675.3,-791.7,-878.4,-566.1,,-381.0,,False,,,,,True,,False,False,False,False,False,,True
28089,1537,726.0,,704.0,,,,,660.0,,889.3,290.5,284.2,23.0,373.9,,594.0,-811.0,,-833.0,,,,,-877.0,,-647.7,-1246.5,-1252.8,-1514.0,-1163.1,,-943.0,,False,,,,,False,,True,False,False,False,False,,False
28091,337,144.0,,121.0,,,,,222.0,,100.0,61.6,37.7,0.3,,,472.0,-193.0,,-216.0,,,,,-115.0,,-237.0,-275.4,-299.3,-336.7,,,135.0,,False,,,,,True,,False,False,False,False,,,True
28093,883,786.0,,2095.0,,,,,472.0,,1182.4,109.3,460.1,152.5,410.8,,367.0,-97.0,,1212.0,,,,,-411.0,,299.4,-773.7,-422.9,-730.5,-472.2,,-516.0,,False,,,,,False,,False,False,False,False,False,,False
28095,686,420.0,,582.0,,,,,317.0,,447.1,151.0,270.1,0.6,153.5,,189.0,-266.0,,-104.0,,,,,-369.0,,-238.9,-535.0,-415.9,-685.4,-532.5,,-497.0,,True,,,,,False,,True,False,False,False,False,,False
28097,267,132.0,,41.0,,,,,109.0,,58.7,33.5,66.4,0.1,,,21.0,-135.0,,-226.0,,,,,-158.0,,-208.3,-233.5,-200.6,-266.9,,,-246.0,,False,,,,,False,,False,False,False,False,,,False
28099,507,324.0,,284.0,,,,,254.0,,216.9,208.2,53.5,1.1,196.0,,0.0,-183.0,,-223.0,,,,,-253.0,,-290.1,-298.8,-453.5,-505.9,-311.0,,-507.0,,False,,,,,False,,False,False,False,False,False,,False
28101,299,144.0,,87.0,,,,,158.0,,212.2,98.7,38.6,0.5,,,58.0,-155.0,,-212.0,,,,,-141.0,,-86.8,-200.3,-260.4,-298.5,,,-241.0,,False,,,,,True,,True,False,False,False,,,False
28103,156,18.0,,0.0,,,,,70.0,,49.9,31.8,0.8,0.3,,,4.0,-138.0,,-156.0,,,,,-86.0,,-106.1,-124.2,-155.2,-155.7,,,-152.0,,False,,,,,True,,True,True,False,False,,,False
28105,633,498.0,,622.0,,,,,320.0,,379.8,126.3,143.3,0.0,200.6,,449.0,-135.0,,-11.0,,,,,-313.0,,-253.2,-506.7,-489.7,-633.0,-432.4,,-184.0,,True,,,,,False,,False,False,False,False,False,,False
28107,755,318.0,,413.0,,,,,470.0,,384.2,127.6,43.9,0.2,146.8,,461.0,-437.0,,-342.0,,,,,-285.0,,-370.8,-627.4,-711.1,-754.8,-608.2,,-294.0,,True,,,,,True,,True,False,False,False,False,,True
28109,573,372.0,,460.0,,,,,357.0,,540.7,174.5,131.9,300.4,155.1,,404.0,-201.0,,-113.0,,,,,-216.0,,-32.3,-398.5,-441.1,-272.6,-417.9,,-169.0,,True,,,,,False,,True,False,False,False,False,,True
28111,210,114.0,,80.0,,,,,70.0,,112.7,31.6,17.1,0.0,,,74.0,-96.0,,-130.0,,,,,-140.0,,-97.3,-178.4,-192.9,-210.0,,,-136.0,,False,,,,,False,,False,False,False,False,,,False
28113,341,174.0,,423.0,,,,,414.0,,314.3,86.6,24.0,0.2,75.3,,57.0,-167.0,,82.0,,,,,73.0,,-26.7,-254.4,-317.0,-340.8,-265.7,,-284.0,,True,,,,,True,,True,False,False,False,False,,False
28115,730,252.0,,192.0,,,,,455.0,,316.9,87.5,50.3,0.3,110.6,,148.0,-478.0,,-538.0,,,,,-275.0,,-413.1,-642.5,-679.7,-729.7,-619.4,,-582.0,,False,,,,,True,,True,False,False,False,False,,False
28117,547,312.0,,204.0,,,,,309.0,,425.4,73.5,53.2,0.2,146.4,,234.0,-235.0,,-343.0,,,,,-238.0,,-121.6,-473.5,-493.8,-546.8,-400.6,,-313.0,,False,,,,,False,,True,False,False,False,False,,False
28119,91,66.0,,0.0,,,,,97.0,,78.2,15.8,6.4,0.1,,,0.0,-25.0,,-91.0,,,,,6.0,,-12.8,-75.2,-84.6,-90.9,,,-91.0,,False,,,,,True,,True,False,False,False,,,False
28121,2483,840.0,,436.0,,,,,1444.0,,947.2,379.8,549.2,27.6,314.4,,448.0,-1643.0,,-2047.0,,,,,-1039.0,,-1535.8,-2103.2,-1933.8,-2455.4,-2168.6,,-2035.0,,False,,,,,True,,True,False,False,False,False,,False
28123,430,162.0,,100.0,,,,,268.0,,270.8,121.7,39.1,0.4,85.0,,135.0,-268.0,,-330.0,,,,,-162.0,,-159.2,-308.3,-390.9,-429.6,-345.0,,-295.0,,False,,,,,True,,True,False,False,False,False,,False
28125,56,48.0,,0.0,,,,,36.0,,44.5,7.1,9.7,0.0,,,0.0,-8.0,,-56.0,,,,,-20.0,,-11.5,-48.9,-46.3,-56.0,,,-56.0,,False,,,,,False,,False,False,False,False,,,False
28127,364,234.0,,329.0,,,,,246.0,,284.0,142.3,93.5,0.2,105.6,,99.0,-130.0,,-35.0,,,,,-118.0,,-80.0,-221.7,-270.5,-363.8,-258.4,,-265.0,,True,,,,,True,,True,False,False,False,False,,False
28129,181,102.0,,41.0,,,,,95.0,,204.0,50.5,11.0,1.0,,,68.0,-79.0,,-140.0,,,,,-86.0,,23.0,-130.5,-170.0,-180.0,,,-113.0,,False,,,,,False,,True,False,False,False,,,False
28131,384,174.0,,36.0,,,,,149.0,,305.5,83.1,93.3,0.0,,,88.0,-210.0,,-348.0,,,,,-235.0,,-78.5,-300.9,-290.7,-384.0,,,-296.0,,False,,,,,False,,True,False,False,False,,,False
28133,388,336.0,,52.0,,,,,339.0,,292.4,81.6,190.1,0.1,138.3,,838.0,-52.0,,-336.0,,,,,-49.0,,-95.6,-306.4,-197.9,-387.9,-249.7,,450.0,,False,,,,,True,,False,False,False,False,False,,False
28135,171,168.0,,10.0,,,,,195.0,,71.4,44.3,51.8,0.1,,,1.0,-3.0,,-161.0,,,,,24.0,,-99.6,-126.7,-119.2,-170.9,,,-170.0,,False,,,,,False,,False,False,False,False,,,False
28137,719,270.0,,247.0,,,,,383.0,,307.0,70.3,105.3,1.0,189.7,,272.0,-449.0,,-472.0,,,,,-336.0,,-412.0,-648.7,-613.7,-718.0,-529.3,,-447.0,,False,,,,,True,,True,False,False,False,False,,True
28139,467,330.0,,327.0,,,,,289.0,,415.8,67.2,72.8,1.8,,,200.0,-137.0,,-140.0,,,,,-178.0,,-51.2,-399.8,-394.2,-465.2,,,-267.0,,False,,,,,False,,True,False,False,False,,,False
28141,373,156.0,,89.0,,,,,185.0,,286.8,61.5,60.2,0.3,,,61.0,-217.0,,-284.0,,,,,-188.0,,-86.2,-311.5,-312.8,-372.7,,,-312.0,,False,,,,,True,,True,False,False,False,,,False
28143,106,102.0,,0.0,,,,,99.0,,119.6,13.3,27.2,0.0,,,32.0,-4.0,,-106.0,,,,,-7.0,,13.6,-92.7,-78.8,-106.0,,,-74.0,,False,,,,,False,,False,False,False,False,,,False
28145,637,300.0,,411.0,,,,,411.0,,421.2,122.1,119.8,0.7,189.5,,525.0,-337.0,,-226.0,,,,,-226.0,,-215.8,-514.9,-517.2,-636.3,-447.5,,-112.0,,True,,,,,True,,True,False,False,False,False,,True
28147,173,30.0,,0.0,,,,,97.0,,52.1,26.3,1.9,0.2,,,24.0,-143.0,,-173.0,,,,,-76.0,,-120.9,-146.7,-171.1,-172.8,,,-149.0,,False,,,,,True,,True,False,False,False,,,False
28149,382,180.0,,449.0,,,,,390.0,,329.7,223.3,24.7,1.4,92.2,,373.0,-202.0,,67.0,,,,,8.0,,-52.3,-158.7,-357.3,-380.6,-289.8,,-9.0,,True,,,,,True,,True,True,False,False,False,,True
28151,859,462.0,,627.0,,,,,419.0,,449.2,141.3,262.7,0.8,251.8,,69.0,-397.0,,-232.0,,,,,-440.0,,-409.8,-717.7,-596.3,-858.2,-607.2,,-790.0,,True,,,,,False,,False,False,False,False,False,,False
28153,267,228.0,,42.0,,,,,170.0,,277.5,170.8,55.5,1.5,,,594.0,-39.0,,-225.0,,,,,-97.0,,10.5,-96.2,-211.5,-265.5,,,327.0,,False,,,,,False,,True,False,False,False,,,False
28155,129,78.0,,43.0,,,,,89.0,,43.0,29.9,7.8,0.7,,,65.0,-51.0,,-86.0,,,,,-40.0,,-86.0,-99.1,-121.2,-128.3,,,-64.0,,False,,,,,True,,False,False,False,False,,,False
28157,96,54.0,,0.0,,,,,87.0,,60.1,11.0,5.6,0.0,,,117.0,-42.0,,-96.0,,,,,-9.0,,-35.9,-85.0,-90.4,-96.0,,,21.0,,False,,,,,True,,True,False,False,False,,,True
28159,519,162.0,,0.0,,,,,122.0,,247.1,69.8,32.7,1.1,,,55.0,-357.0,,-519.0,,,,,-397.0,,-271.9,-449.2,-486.3,-517.9,,,-464.0,,False,,,,,False,,True,False,False,False,,,False
28161,219,396.0,,123.0,,,,,140.0,,219.5,38.8,98.0,51.7,,,87.0,177.0,,-96.0,,,,,-79.0,,0.5,-180.2,-121.0,-167.3,,,-132.0,,True,,,,,True,,True,False,True,True,,,True
28163,466,318.0,,588.0,,,,,295.0,,509.3,142.5,57.2,89.7,92.3,,200.0,-148.0,,122.0,,,,,-171.0,,43.3,-323.5,-408.8,-376.3,-373.7,,-266.0,,True,,,,,False,,True,False,False,False,False,,False
29001,662,282.0,,384.0,,,,,399.0,,731.9,67.8,88.7,216.5,,,418.0,-380.0,,-278.0,,,,,-263.0,,69.9,-594.2,-573.3,-445.5,,,-244.0,,True,,,,,True,,True,False,False,False,,,True
29003,454,252.0,,208.0,,,,,151.0,,854.5,141.2,140.3,107.5,,,274.0,-202.0,,-246.0,,,,,-303.0,,400.5,-312.8,-313.7,-346.5,,,-180.0,,False,,,,,False,,False,False,False,False,,,True
29005,151,30.0,,0.0,,,,,45.0,,81.8,10.7,7.4,,,,12.0,-121.0,,-151.0,,,,,-106.0,,-69.2,-140.3,-143.6,,,,-139.0,,False,,,,,True,,True,False,False,,,,False
29007,632,234.0,,135.0,,,,,283.0,,397.9,153.1,47.0,0.0,,,187.0,-398.0,,-497.0,,,,,-349.0,,-234.1,-478.9,-585.0,-632.0,,,-445.0,,False,,,,,True,,True,False,False,False,,,False
29009,741,570.0,,774.0,,,,,634.0,,2278.5,129.4,359.3,164.5,,,72.0,-171.0,,33.0,,,,,-107.0,,1537.5,-611.6,-381.7,-576.5,,,-669.0,,True,,,,,True,,False,False,False,False,,,False
29011,244,156.0,,202.0,,,,,128.0,,616.8,26.2,,0.0,,,65.0,-88.0,,-42.0,,,,,-116.0,,372.8,-217.8,,-244.0,,,-179.0,,True,,,,,False,,False,False,,False,,,False
29013,352,126.0,,122.0,,,,,186.0,,546.5,33.8,31.4,30.6,,,47.0,-226.0,,-230.0,,,,,-166.0,,194.5,-318.2,-320.6,-321.4,,,-305.0,,False,,,,,True,,True,False,False,False,,,False
29015,407,186.0,,87.0,,,,,228.0,,498.0,61.1,16.3,0.0,,,0.0,-221.0,,-320.0,,,,,-179.0,,91.0,-345.9,-390.7,-407.0,,,-407.0,,False,,,,,True,,True,False,False,False,,,False
29017,400,204.0,,83.0,,,,,123.0,,276.8,48.3,85.4,0.0,,,188.0,-196.0,,-317.0,,,,,-277.0,,-123.2,-351.7,-314.6,-400.0,,,-212.0,,False,,,,,False,,True,False,False,False,,,False
29019,5055,1842.0,,1389.0,,,,,1892.0,,2087.6,357.0,644.2,33.2,1152.6,,715.0,-3213.0,,-3666.0,,,,,-3163.0,,-2967.4,-4698.0,-4410.8,-5021.8,-3902.4,,-4340.0,,False,,,,,True,,True,False,False,False,False,,False
29021,2144,1434.0,,1683.0,,,,,1016.0,,1908.0,677.2,581.8,514.7,653.1,,1063.0,-710.0,,-461.0,,,,,-1128.0,,-236.0,-1466.8,-1562.2,-1629.3,-1490.9,,-1081.0,,True,,,,,False,,True,False,False,False,False,,False
29023,1206,774.0,,1156.0,,,,,924.0,,2666.8,192.8,385.1,229.6,,,236.0,-432.0,,-50.0,,,,,-282.0,,1460.8,-1013.2,-820.9,-976.4,,,-970.0,,True,,,,,True,,False,False,False,False,,,False
29025,262,90.0,,109.0,,,,,99.0,,405.5,39.2,11.5,0.0,,,8.0,-172.0,,-153.0,,,,,-163.0,,143.5,-222.8,-250.5,-262.0,,,-254.0,,True,,,,,True,,True,False,False,False,,,False
29027,1922,942.0,,1050.0,,,,,484.0,,2041.9,153.6,743.2,390.9,,,353.0,-980.0,,-872.0,,,,,-1438.0,,119.9,-1768.4,-1178.8,-1531.1,,,-1569.0,,True,,,,,False,,True,False,False,False,,,False
29029,1064,660.0,,543.0,,,,,444.0,,1225.2,144.4,493.5,18.5,324.2,,106.0,-404.0,,-521.0,,,,,-620.0,,161.2,-919.6,-570.5,-1045.5,-739.8,,-958.0,,False,,,,,False,,True,False,False,False,False,,False
29031,2785,1086.0,,1180.0,,,,,774.0,,1371.6,307.3,786.6,7.4,779.7,,426.0,-1699.0,,-1605.0,,,,,-2011.0,,-1413.4,-2477.7,-1998.4,-2777.6,-2005.3,,-2359.0,,True,,,,,False,,True,False,False,False,False,,False
29033,290,66.0,,42.0,,,,,126.0,,154.7,18.8,26.0,0.0,,,43.0,-224.0,,-248.0,,,,,-164.0,,-135.3,-271.2,-264.0,-290.0,,,-247.0,,False,,,,,True,,True,False,False,False,,,False
29035,152,114.0,,56.0,,,,,61.0,,265.6,12.5,30.3,0.0,,,39.0,-38.0,,-96.0,,,,,-91.0,,113.6,-139.5,-121.7,-152.0,,,-113.0,,False,,,,,False,,False,False,False,False,,,False
29037,2155,828.0,,1217.0,,,,,788.0,,1229.3,440.9,491.1,117.3,511.2,,521.0,-1327.0,,-938.0,,,,,-1367.0,,-925.7,-1714.1,-1663.9,-2037.7,-1643.8,,-1634.0,,True,,,,,False,,True,False,False,False,False,,False
29039,236,72.0,,89.0,,,,,179.0,,227.6,28.4,28.9,14.6,,,39.0,-164.0,,-147.0,,,,,-57.0,,-8.4,-207.6,-207.1,-221.4,,,-197.0,,True,,,,,True,,True,False,False,False,,,False
29041,203,24.0,,0.0,,,,,71.0,,40.6,9.6,5.2,,,,16.0,-179.0,,-203.0,,,,,-132.0,,-162.4,-193.4,-197.8,,,,-187.0,,False,,,,,True,,True,False,False,,,,False
29043,1895,936.0,,642.0,,,,,950.0,,1680.4,324.8,478.5,35.0,474.1,,929.0,-959.0,,-1253.0,,,,,-945.0,,-214.6,-1570.2,-1416.5,-1860.0,-1420.9,,-966.0,,False,,,,,True,,True,False,False,False,False,,False
29045,215,36.0,,42.0,,,,,55.0,,212.6,17.3,5.5,18.6,,,26.0,-179.0,,-173.0,,,,,-160.0,,-2.4,-197.7,-209.5,-196.4,,,-189.0,,True,,,,,True,,True,False,False,False,,,False
29047,2508,1164.0,,624.0,,,,,1816.0,,1570.7,487.7,310.1,867.7,486.4,,1172.0,-1344.0,,-1884.0,,,,,-692.0,,-937.3,-2020.3,-2197.9,-1640.3,-2021.6,,-1336.0,,False,,,,,True,,True,False,False,False,False,,True
29049,489,426.0,,606.0,,,,,184.0,,1530.3,67.6,132.6,0.0,,,179.0,-63.0,,117.0,,,,,-305.0,,1041.3,-421.4,-356.4,-489.0,,,-310.0,,False,,,,,False,,False,False,False,False,,,False
29051,3765,2562.0,,3302.0,,,,,899.0,,5103.4,337.7,1244.7,1110.0,1279.2,,454.0,-1203.0,,-463.0,,,,,-2866.0,,1338.4,-3427.3,-2520.3,-2655.0,-2485.8,,-3311.0,,True,,,,,False,,False,False,False,False,False,,False
29053,635,294.0,,175.0,,,,,249.0,,783.9,58.8,64.9,168.6,,,238.0,-341.0,,-460.0,,,,,-386.0,,148.9,-576.2,-570.1,-466.4,,,-397.0,,False,,,,,False,,True,False,False,False,,,False
29055,668,468.0,,267.0,,,,,247.0,,965.3,89.8,172.1,0.1,,,10.0,-200.0,,-401.0,,,,,-421.0,,297.3,-578.2,-495.9,-667.9,,,-658.0,,False,,,,,False,,False,False,False,False,,,False
29057,169,54.0,,42.0,,,,,81.0,,238.1,24.1,,0.0,,,13.0,-115.0,,-127.0,,,,,-88.0,,69.1,-144.9,,-169.0,,,-156.0,,False,,,,,True,,True,False,,False,,,False
29059,282,378.0,,419.0,,,,,200.0,,1032.6,89.1,408.3,91.7,,,716.0,96.0,,137.0,,,,,-82.0,,750.6,-192.9,126.3,-190.3,,,434.0,,False,,,,,True,,False,False,False,False,,,False
