,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
30079,70,27.0,,28.0,,13.0,0.0,,,,16.4,,34.0,,0.8,,3.0,,,13.0,21.2,,10.0,,,,,,,,,,9.2,-43.0,,-42.0,,-57.0,-70.0,,,,-53.6,,-36.0,,-69.2,,-67.0,,,-57.0,-48.8,,-60.0,,,,,,,,,,-60.8,,True,,False,False,,,,False,,True,,False,,False,,,False,False,,False,,,,,,,,,,False
30081,948,342.0,,349.0,,342.0,307.0,,,,173.6,,451.0,,240.8,,304.2,589.0,,227.0,349.0,,269.0,,,,,,,,,,494.7,-606.0,,-599.0,,-606.0,-641.0,,,,-774.4,,-497.0,,-707.2,,-643.8,-359.0,,-721.0,-599.0,,-679.0,,,,,,,,,,-453.3,,True,,False,False,,,,False,,True,,False,,False,True,,False,True,,False,,,,,,,,,,True
30083,251,243.0,,269.0,,178.0,134.0,,,,133.4,,307.0,,99.4,,93.4,,,62.0,202.4,,204.0,,,,,,,,,,169.0,-8.0,,18.0,,-73.0,-117.0,,,,-117.6,,56.0,,-151.6,,-157.6,,,-189.0,-48.6,,-47.0,,,,,,,,,,-82.0,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
30085,154,105.0,,120.4,,110.0,267.0,,,,157.4,,238.0,,14.8,,39.9,,,46.0,184.4,,85.0,,,,,135.8,,,,,83.8,-49.0,,-33.6,,-44.0,113.0,,,,3.4,,84.0,,-139.2,,-114.1,,,-108.0,30.4,,-69.0,,,,,-18.2,,,,,-70.2,,True,,True,False,,,,True,,False,,False,,False,,,False,True,,False,,,,,True,,,,,False
30087,90,0.0,,0.0,,40.0,0.0,,,,44.2,,182.0,,6.7,,87.6,,,54.0,76.5,,0.0,,,,,,,,,,115.1,-90.0,,-90.0,,-50.0,-90.0,,,,-45.8,,92.0,,-83.3,,-2.4,,,-36.0,-13.5,,-90.0,,,,,,,,,,25.1,,False,,True,False,,,,True,,False,,True,,True,,,True,True,,False,,,,,,,,,,True
30089,109,117.0,,124.0,,105.0,0.0,,,,37.4,,127.0,,191.6,,119.3,,,59.0,79.6,,138.0,,,,,,,,,,106.4,8.0,,15.0,,-4.0,-109.0,,,,-71.6,,18.0,,82.6,,10.3,,,-50.0,-29.4,,29.0,,,,,,,,,,-2.6,,False,,True,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,True
30091,107,204.0,,201.7,,170.0,0.0,,,,87.6,,35.0,,372.6,,74.9,,,170.0,165.0,,245.0,,,,,,,,,,410.0,97.0,,94.7,,63.0,-107.0,,,,-19.4,,-72.0,,265.6,,-32.1,,,63.0,58.0,,138.0,,,,,,,,,,303.0,,True,,True,False,,,,True,,True,,False,,True,,,True,True,,False,,,,,,,,,,False
30093,1275,1017.0,,1066.0,,865.0,1349.0,,,,507.6,,524.0,,130.4,,243.6,965.5,,333.5,810.3,,1556.0,,,,,,,,,,1643.4,-258.0,,-209.0,,-410.0,74.0,,,,-767.4,,-751.0,,-1144.6,,-1031.4,-309.5,,-941.5,-464.7,,281.0,,,,,,,,,,368.4,,True,,False,True,,,,False,,False,,False,,False,False,,False,False,,False,,,,,,,,,,False
30095,129,159.0,,143.8,,145.0,114.0,,,,81.2,,142.0,,141.1,,73.5,,,193.5,202.6,,277.0,,,,,,,,,,193.3,30.0,,14.8,,16.0,-15.0,,,,-47.8,,13.0,,12.1,,-55.5,,,64.5,73.6,,148.0,,,,,,,,,,64.3,,True,,True,True,,,,False,,True,,True,,False,,,False,False,,False,,,,,,,,,,False
30097,100,123.0,,124.1,,118.0,,,,,56.5,,43.0,,90.1,,68.7,,,354.0,147.1,,172.0,,,,,,,,,,180.3,23.0,,24.1,,18.0,,,,,-43.5,,-57.0,,-9.9,,-31.3,,,254.0,47.1,,72.0,,,,,,,,,,80.3,,False,,True,,,,,False,,False,,True,,False,,,False,False,,False,,,,,,,,,,False
30099,110,63.0,,67.2,,54.0,0.0,,,,44.6,,108.0,,49.8,,25.3,,,24.0,56.0,,82.0,,,,,,,,,,70.8,-47.0,,-42.8,,-56.0,-110.0,,,,-65.4,,-2.0,,-60.2,,-84.7,,,-86.0,-54.0,,-28.0,,,,,,,,,,-39.2,,True,,False,False,,,,False,,True,,False,,False,,,False,False,,True,,,,,,,,,,True
30101,64,294.0,,293.9,,146.0,0.0,,,,78.4,,146.0,,149.5,,14.5,,,52.0,144.8,,261.0,,,,,,,,,,372.8,230.0,,229.9,,82.0,-64.0,,,,14.4,,82.0,,85.5,,-49.5,,,-12.0,80.8,,197.0,,,,,,,,,,308.8,,True,,True,True,,,,True,,True,,True,,True,,,True,True,,True,,,,,,,,,,False
30103,8,12.0,,13.7,,7.0,0.0,,,,11.0,,50.0,,0.9,,3.2,,,8.0,1.3,,,,,,,,,,,,9.2,4.0,,5.7,,-1.0,-8.0,,,,3.0,,42.0,,-7.1,,-4.8,,,0.0,-6.7,,,,,,,,,,,,1.2,,False,,True,False,,,,True,,False,,False,,False,,,True,False,,,,,,,,,,,,True
30105,106,126.0,,133.4,,95.0,0.0,,,,98.9,,213.0,,16.5,,74.6,,,26.0,114.7,,77.0,,,,,,,,,,128.6,20.0,,27.4,,-11.0,-106.0,,,,-7.1,,107.0,,-89.5,,-31.4,,,-80.0,8.7,,-29.0,,,,,,,,,,22.6,,False,,True,False,,,,True,,False,,False,,False,,,False,True,,False,,,,,,,,,,False
30107,30,15.0,,20.5,,15.0,0.0,,,,10.5,,74.0,,6.6,,9.6,,,10.0,34.5,,,,,,,,,,,,23.2,-15.0,,-9.5,,-15.0,-30.0,,,,-19.5,,44.0,,-23.4,,-20.4,,,-20.0,4.5,,,,,,,,,,,,-6.8,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,,True
30109,33,30.0,,30.5,,25.0,,,,,22.7,,85.0,,8.6,,4.1,,,21.0,30.6,,,,,,,,,,,,17.4,-3.0,,-2.5,,-8.0,,,,,-10.3,,52.0,,-24.4,,-28.9,,,-12.0,-2.4,,,,,,,,,,,,-15.6,,True,,False,,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,,False
30111,2759,3390.0,,3167.3,,3122.0,3748.0,,,,6674.1,,2598.0,,2737.7,,1887.8,4153.5,,2723.0,3184.8,,3092.0,,,,,2316.6,3461.0,,,,3766.5,631.0,,408.3,,363.0,989.0,,,,3915.1,,-161.0,,-21.3,,-871.2,1394.5,,-36.0,425.8,,333.0,,,,,-442.4,702.0,,,,1007.5,,True,,True,False,,,,False,,True,,True,,False,False,,True,True,,True,,,,,True,False,,,,False
31001,669,519.0,,533.2,,534.0,531.0,,,,217.4,,1019.0,,539.9,,435.3,711.0,,653.0,560.8,,731.0,,,,,489.1,,,,,512.0,-150.0,,-135.8,,-135.0,-138.0,,,,-451.6,,350.0,,-129.1,,-233.7,42.0,,-16.0,-108.2,,62.0,,,,,-179.9,,,,,-157.0,,True,,True,True,,,,False,,False,,True,,False,True,,True,True,,True,,,,,False,,,,,False
31003,109,120.0,,119.6,,120.0,77.0,,,,47.0,,226.0,,97.5,,26.1,,,192.0,115.9,,160.0,,,,,,,,,,127.9,11.0,,10.6,,11.0,-32.0,,,,-62.0,,117.0,,-11.5,,-82.9,,,83.0,6.9,,51.0,,,,,,,,,,18.9,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,False
31005,3,24.0,,24.1,,15.0,,,,,8.3,,18.0,,208.5,,15.4,,,6.0,12.2,,18.0,,,,,,,,,,12.3,21.0,,21.1,,12.0,,,,,5.3,,15.0,,205.5,,12.4,,,3.0,9.2,,15.0,,,,,,,,,,9.3,,False,,True,,,,,True,,True,,False,,True,,,True,True,,True,,,,,,,,,,True
31007,9,6.0,,7.1,,4.0,0.0,,,,4.9,,20.0,,25.9,,5.1,,,,2.3,,6.0,,,,,,,,,,3.1,-3.0,,-1.9,,-5.0,-9.0,,,,-4.1,,11.0,,16.9,,-3.9,,,,-6.7,,-3.0,,,,,,,,,,-5.9,,True,,False,False,,,,False,,False,,False,,False,,,,False,,False,,,,,,,,,,False
31009,5,12.0,,11.4,,9.0,0.0,,,,5.9,,21.0,,111.0,,15.1,,,6.0,3.7,,12.0,,,,,,,,,,12.1,7.0,,6.4,,4.0,-5.0,,,,0.9,,16.0,,106.0,,10.1,,,1.0,-1.3,,7.0,,,,,,,,,,7.1,,True,,True,True,,,,True,,False,,False,,False,,,True,True,,False,,,,,,,,,,False
31011,117,105.0,,108.2,,104.0,81.0,,,,61.0,,161.0,,90.6,,31.6,,,82.0,114.3,,153.0,,,,,,,,,,153.1,-12.0,,-8.8,,-13.0,-36.0,,,,-56.0,,44.0,,-26.4,,-85.4,,,-35.0,-2.7,,36.0,,,,,,,,,,36.1,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,False
31013,274,168.0,,171.7,,170.0,171.0,,,,71.1,,289.0,,274.1,,93.4,,,76.0,146.6,,123.0,,,,,,,,,,217.7,-106.0,,-102.3,,-104.0,-103.0,,,,-202.9,,15.0,,0.1,,-180.6,,,-198.0,-127.4,,-151.0,,,,,,,,,,-56.3,,True,,True,True,,,,False,,True,,True,,False,,,False,False,,False,,,,,,,,,,True
31015,48,21.0,,18.4,,16.0,0.0,,,,19.7,,142.0,,3.4,,12.1,,,4.0,21.9,,30.0,,,,,,,,,,22.4,-27.0,,-29.6,,-32.0,-48.0,,,,-28.3,,94.0,,-44.6,,-35.9,,,-44.0,-26.1,,-18.0,,,,,,,,,,-25.6,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,True,,,,,,,,,,True
31017,54,87.0,,89.3,,83.0,0.0,,,,48.5,,83.0,,98.2,,80.5,,,81.0,74.7,,111.0,,,,,,,,,,80.5,33.0,,35.3,,29.0,-54.0,,,,-5.5,,29.0,,44.2,,26.5,,,27.0,20.7,,57.0,,,,,,,,,,26.5,,False,,True,False,,,,True,,True,,False,,True,,,True,True,,False,,,,,,,,,,True
31019,1028,1443.0,,1439.3,,1482.0,1402.0,,,,688.2,,1519.0,,2234.4,,777.3,1842.0,,1792.5,1481.2,,2028.0,,,,,1198.5,,,,,1964.1,415.0,,411.3,,454.0,374.0,,,,-339.8,,491.0,,1206.4,,-250.7,814.0,,764.5,453.2,,1000.0,,,,,170.5,,,,,936.1,,True,,False,True,,,,True,,False,,False,,True,False,,False,False,,False,,,,,True,,,,,False
31021,174,222.0,,216.7,,217.0,346.0,,,,71.3,,123.0,,300.2,,52.5,,,137.0,214.3,,247.0,,,,,,,,,,322.6,48.0,,42.7,,43.0,172.0,,,,-102.7,,-51.0,,126.2,,-121.5,,,-37.0,40.3,,73.0,,,,,,,,,,148.6,,True,,True,False,,,,False,,False,,False,,False,,,True,True,,False,,,,,,,,,,False
31023,247,174.0,,175.6,,155.0,152.0,,,,69.0,,235.0,,150.0,,55.3,,,144.0,171.3,,150.0,,,,,,,,,,343.8,-73.0,,-71.4,,-92.0,-95.0,,,,-178.0,,-12.0,,-97.0,,-191.7,,,-103.0,-75.7,,-97.0,,,,,,,,,,96.8,,True,,False,False,,,,False,,True,,False,,False,,,False,False,,False,,,,,,,,,,False
31025,458,336.0,,338.6,,368.0,408.0,,,,153.7,,400.0,,289.0,,250.5,,,457.0,386.4,,461.0,,,,,,,,,,423.1,-122.0,,-119.4,,-90.0,-50.0,,,,-304.3,,-58.0,,-169.0,,-207.5,,,-1.0,-71.6,,3.0,,,,,,,,,,-34.9,,True,,True,True,,,,False,,True,,False,,False,,,True,True,,True,,,,,,,,,,True
31027,184,117.0,,112.5,,117.0,118.0,,,,71.3,,214.0,,58.3,,48.7,,,180.0,124.4,,172.0,,,,,,,,,,116.5,-67.0,,-71.5,,-67.0,-66.0,,,,-112.7,,30.0,,-125.7,,-135.3,,,-4.0,-59.6,,-12.0,,,,,,,,,,-67.5,,False,,False,True,,,,False,,True,,False,,False,,,True,True,,True,,,,,,,,,,False
31029,55,111.0,,108.7,,101.0,12.0,,,,49.5,,102.0,,193.0,,47.4,,,56.0,87.3,,99.0,,,,,,,,,,93.9,56.0,,53.7,,46.0,-43.0,,,,-5.5,,47.0,,138.0,,-7.6,,,1.0,32.3,,44.0,,,,,,,,,,38.9,,True,,True,True,,,,True,,True,,False,,True,,,True,True,,True,,,,,,,,,,True
31031,73,78.0,,76.3,,87.0,0.0,,,,46.6,,194.0,,124.6,,76.4,,,202.0,96.5,,160.0,,,,,,,,,,74.1,5.0,,3.3,,14.0,-73.0,,,,-26.4,,121.0,,51.6,,3.4,,,129.0,23.5,,87.0,,,,,,,,,,1.1,,True,,False,False,,,,False,,False,,False,,True,,,False,False,,False,,,,,,,,,,True
31033,259,378.0,,373.6,,354.0,374.0,,,,164.9,,244.0,,1566.6,,42.7,,,323.0,303.9,,514.0,,,,,,,,,,661.8,119.0,,114.6,,95.0,115.0,,,,-94.1,,-15.0,,1307.6,,-216.3,,,64.0,44.9,,255.0,,,,,,,,,,402.8,,True,,True,True,,,,True,,True,,False,,False,,,True,True,,False,,,,,,,,,,False
31035,152,156.0,,151.5,,130.0,121.0,,,,68.0,,116.0,,56.6,,26.0,,,135.0,153.9,,152.0,,,,,,,,,,155.2,4.0,,-0.5,,-22.0,-31.0,,,,-84.0,,-36.0,,-95.4,,-126.0,,,-17.0,1.9,,0.0,,,,,,,,,,3.2,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,True,,,,,,,,,,True
31037,217,270.0,,279.7,,257.0,0.0,,,,115.6,,376.0,,216.4,,119.1,,,282.0,252.4,,328.0,,,,,188.5,,,,,363.6,53.0,,62.7,,40.0,-217.0,,,,-101.4,,159.0,,-0.6,,-97.9,,,65.0,35.4,,111.0,,,,,-28.5,,,,,146.6,,False,,True,False,,,,False,,False,,True,,False,,,False,True,,False,,,,,True,,,,,False
31039,179,198.0,,193.9,,198.0,157.0,,,,91.7,,232.0,,236.0,,70.6,,,246.0,208.4,,253.0,,,,,,,,,,180.3,19.0,,14.9,,19.0,-22.0,,,,-87.3,,53.0,,57.0,,-108.4,,,67.0,29.4,,74.0,,,,,,,,,,1.3,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,True
31041,181,96.0,,101.3,,104.0,54.0,,,,52.0,,288.0,,120.8,,23.9,,,125.0,159.9,,143.0,,,,,,,,,,95.8,-85.0,,-79.7,,-77.0,-127.0,,,,-129.0,,107.0,,-60.2,,-157.1,,,-56.0,-21.1,,-38.0,,,,,,,,,,-85.2,,True,,True,False,,,,False,,False,,True,,False,,,True,True,,True,,,,,,,,,,False
31043,400,414.0,,407.3,,408.0,0.0,,,,200.4,,655.0,,222.8,,227.1,,,447.5,478.4,,554.0,,,,,337.8,,,,,548.5,14.0,,7.3,,8.0,-400.0,,,,-199.6,,255.0,,-177.2,,-172.9,,,47.5,78.4,,154.0,,,,,-62.2,,,,,148.5,,True,,True,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,False,,,,,False
31045,96,195.0,,197.7,,164.0,125.0,,,,64.6,,223.0,,245.3,,152.0,,,131.0,149.8,,213.0,,,,,,,,,,158.1,99.0,,101.7,,68.0,29.0,,,,-31.4,,127.0,,149.3,,56.0,,,35.0,53.8,,117.0,,,,,,,,,,62.1,,False,,True,True,,,,True,,False,,False,,True,,,True,True,,False,,,,,,,,,,True
31047,466,576.0,,567.8,,601.0,810.0,,,,224.1,,701.0,,559.2,,453.8,,,857.0,619.2,,812.0,,,,,416.0,,,,,693.5,110.0,,101.8,,135.0,344.0,,,,-241.9,,235.0,,93.2,,-12.2,,,391.0,153.2,,346.0,,,,,-50.0,,,,,227.5,,True,,False,False,,,,False,,False,,True,,True,,,False,False,,False,,,,,True,,,,,False
31049,23,21.0,,20.7,,21.0,1.0,,,,7.9,,38.0,,92.2,,21.2,,,12.0,17.7,,24.0,,,,,,,,,,33.9,-2.0,,-2.3,,-2.0,-22.0,,,,-15.1,,15.0,,69.2,,-1.8,,,-11.0,-5.3,,1.0,,,,,,,,,,10.9,,False,,False,False,,,,False,,False,,False,,True,,,False,False,,True,,,,,,,,,,False
31051,157,156.0,,158.4,,157.0,77.0,,,,46.1,,139.0,,556.8,,22.6,,,210.0,157.2,,229.0,,,,,,,,,,185.2,-1.0,,1.4,,0.0,-80.0,,,,-110.9,,-18.0,,399.8,,-134.4,,,53.0,0.2,,72.0,,,,,,,,,,28.2,,False,,True,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,False
31053,779,864.0,,862.0,,860.0,607.0,,,,387.4,,1105.0,,808.3,,426.0,1190.0,,814.0,948.9,,1256.0,,,,,688.4,,,,,1221.9,85.0,,83.0,,81.0,-172.0,,,,-391.6,,326.0,,29.3,,-353.0,411.0,,35.0,169.9,,477.0,,,,,-90.6,,,,,442.9,,True,,True,False,,,,False,,False,,True,,False,False,,True,False,,False,,,,,False,,,,,False
31055,13241,12348.0,,12193.6,20928.9,13911.0,11503.0,,,,17688.3,,12646.0,,23419.8,,8316.2,14373.5,,15315.5,13729.4,,16265.0,,,,,11495.2,15841.0,,,,15551.0,-893.0,,-1047.4,7687.9,670.0,-1738.0,,,,4447.3,,-595.0,,10178.8,,-4924.8,1132.5,,2074.5,488.4,,3024.0,,,,,-1745.8,2600.0,,,,2310.0,,False,False,True,False,,,,False,,True,,False,,False,False,,False,True,,False,,,,,False,False,,,,False
31057,31,21.0,,22.5,,22.0,0.0,,,,11.1,,31.0,,27.1,,15.9,,,17.0,21.8,,36.0,,,,,,,,,,22.0,-10.0,,-8.5,,-9.0,-31.0,,,,-19.9,,0.0,,-3.9,,-15.1,,,-14.0,-9.2,,5.0,,,,,,,,,,-9.0,,True,,True,False,,,,False,,True,,True,,False,,,False,True,,True,,,,,,,,,,True
31059,107,228.0,,230.4,,204.0,179.0,,,,76.7,,115.0,,187.9,,57.6,,,401.0,210.8,,288.0,,,,,,,,,,305.6,121.0,,123.4,,97.0,72.0,,,,-30.3,,8.0,,80.9,,-49.4,,,294.0,103.8,,181.0,,,,,,,,,,198.6,,False,,True,True,,,,True,,True,,True,,True,,,False,True,,False,,,,,,,,,,False
31061,36,84.0,,88.8,,62.0,6.0,,,,35.6,,60.0,,277.6,,10.1,,,45.0,63.4,,105.0,,,,,,,,,,79.6,48.0,,52.8,,26.0,-30.0,,,,-0.4,,24.0,,241.6,,-25.9,,,9.0,27.4,,69.0,,,,,,,,,,43.6,,False,,True,True,,,,True,,True,,False,,True,,,True,True,,False,,,,,,,,,,True
31063,48,57.0,,58.3,,53.0,0.0,,,,25.4,,33.0,,54.2,,25.0,,,124.0,55.3,,60.0,,,,,,,,,,48.1,9.0,,10.3,,5.0,-48.0,,,,-22.6,,-15.0,,6.2,,-23.0,,,76.0,7.3,,12.0,,,,,,,,,,0.1,,False,,True,False,,,,False,,False,,True,,False,,,False,True,,False,,,,,,,,,,True
31065,109,120.0,,127.6,,113.0,76.0,,,,35.1,,93.0,,231.4,,19.3,,,135.0,106.5,,142.0,,,,,,,,,,115.1,11.0,,18.6,,4.0,-33.0,,,,-73.9,,-16.0,,122.4,,-89.7,,,26.0,-2.5,,33.0,,,,,,,,,,6.1,,False,,True,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,True
31067,526,732.0,,704.2,,717.0,533.0,,,,215.8,,525.0,,2080.0,,163.9,,,948.0,710.3,,960.0,,,,,,,,,,804.3,206.0,,178.2,,191.0,7.0,,,,-310.2,,-1.0,,1554.0,,-362.1,,,422.0,184.3,,434.0,,,,,,,,,,278.3,,True,,True,True,,,,False,,True,,False,,False,,,False,True,,False,,,,,,,,,,False
31069,18,27.0,,27.0,,25.0,3.0,,,,14.8,,63.0,,16.6,,13.8,,,64.0,25.6,,32.0,,,,,,,,,,31.1,9.0,,9.0,,7.0,-15.0,,,,-3.2,,45.0,,-1.4,,-4.2,,,46.0,7.6,,14.0,,,,,,,,,,13.1,,True,,True,False,,,,True,,False,,True,,True,,,False,True,,False,,,,,,,,,,False
31071,47,27.0,,27.9,,29.0,0.0,,,,17.9,,46.0,,11.6,,13.9,,,66.0,45.6,,,,,,,,,,,,53.9,-20.0,,-19.1,,-18.0,-47.0,,,,-29.1,,-1.0,,-35.4,,-33.1,,,19.0,-1.4,,,,,,,,,,,,6.9,,True,,True,False,,,,False,,True,,False,,False,,,True,True,,,,,,,,,,,,True
31073,29,33.0,,33.9,,42.0,0.0,,,,17.8,,67.0,,56.5,,1.1,,,91.0,45.8,,44.0,,,,,,,,,,47.1,4.0,,4.9,,13.0,-29.0,,,,-11.2,,38.0,,27.5,,-27.9,,,62.0,16.8,,15.0,,,,,,,,,,18.1,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
31075,11,12.0,,12.9,,7.0,0.0,,,,6.5,,23.0,,14.0,,18.9,,,5.0,3.0,,10.0,,,,,,,,,,6.9,1.0,,1.9,,-4.0,-11.0,,,,-4.5,,12.0,,3.0,,7.9,,,-6.0,-8.0,,-1.0,,,,,,,,,,-4.1,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
31077,54,81.0,,79.2,,66.0,36.0,,,,35.6,,55.0,,727.4,,14.5,,,74.0,61.1,,93.0,,,,,,,,,,92.6,27.0,,25.2,,12.0,-18.0,,,,-18.4,,1.0,,673.4,,-39.5,,,20.0,7.1,,39.0,,,,,,,,,,38.6,,True,,True,True,,,,True,,True,,False,,False,,,True,True,,False,,,,,,,,,,False
31079,1522,1302.0,,1254.7,,1460.0,1553.0,,,,557.5,,2268.0,,1916.3,,1181.1,1487.0,,1446.5,1311.3,,1802.0,,,,,1063.1,,,,,2038.6,-220.0,,-267.3,,-62.0,31.0,,,,-964.5,,746.0,,394.3,,-340.9,-35.0,,-75.5,-210.7,,280.0,,,,,-458.9,,,,,516.6,,False,,True,True,,,,False,,False,,False,,False,True,,True,True,,False,,,,,False,,,,,False
31081,218,216.0,,204.4,,221.0,157.0,,,,79.8,,240.0,,407.2,,52.6,,,257.0,218.2,,263.0,,,,,,,,,,309.1,-2.0,,-13.6,,3.0,-61.0,,,,-138.2,,22.0,,189.2,,-165.4,,,39.0,0.2,,45.0,,,,,,,,,,91.1,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,False
31083,55,78.0,,76.8,,74.0,15.0,,,,40.7,,72.0,,173.6,,57.7,,,60.0,70.3,,98.0,,,,,,,,,,99.3,23.0,,21.8,,19.0,-40.0,,,,-14.3,,17.0,,118.6,,2.7,,,5.0,15.3,,43.0,,,,,,,,,,44.3,,True,,True,False,,,,True,,True,,False,,True,,,True,True,,False,,,,,,,,,,False
31085,14,9.0,,9.1,,8.0,0.0,,,,15.4,,30.0,,1.1,,15.0,,,14.0,5.1,,14.0,,,,,,,,,,8.5,-5.0,,-4.9,,-6.0,-14.0,,,,1.4,,16.0,,-12.9,,1.0,,,0.0,-8.9,,0.0,,,,,,,,,,-5.5,,True,,False,False,,,,True,,False,,False,,True,,,True,False,,True,,,,,,,,,,False
31087,47,48.0,,45.9,,44.0,0.0,,,,21.5,,47.0,,45.5,,43.4,,,23.0,42.5,,51.0,,,,,,,,,,34.8,1.0,,-1.1,,-3.0,-47.0,,,,-25.5,,0.0,,-1.5,,-3.6,,,-24.0,-4.5,,4.0,,,,,,,,,,-12.2,,False,,False,False,,,,False,,True,,False,,False,,,False,False,,False,,,,,,,,,,False
31089,100,228.0,,217.9,,211.0,211.0,,,,81.1,,482.0,,155.7,,111.4,,,112.5,181.8,,186.0,,,,,,,,,,355.5,128.0,,117.9,,111.0,111.0,,,,-18.9,,382.0,,55.7,,11.4,,,12.5,81.8,,86.0,,,,,,,,,,255.5,,True,,True,True,,,,True,,False,,True,,True,,,True,True,,True,,,,,,,,,,False
31091,7,33.0,,31.2,,29.0,0.0,,,,8.6,,29.0,,107.0,,6.9,,,12.0,19.2,,28.0,,,,,,,,,,34.2,26.0,,24.2,,22.0,-7.0,,,,1.6,,22.0,,100.0,,-0.1,,,5.0,12.2,,21.0,,,,,,,,,,27.2,,True,,True,True,,,,True,,True,,False,,True,,,True,True,,True,,,,,,,,,,False
31093,147,126.0,,130.2,,122.0,1.0,,,,43.1,,205.0,,61.0,,24.7,,,104.0,122.9,,155.0,,,,,,,,,,128.5,-21.0,,-16.8,,-25.0,-146.0,,,,-103.9,,58.0,,-86.0,,-122.3,,,-43.0,-24.1,,8.0,,,,,,,,,,-18.5,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,True,,,,,,,,,,True
31095,202,276.0,,290.4,,274.0,353.0,,,,81.3,,173.0,,1923.7,,36.3,,,270.0,253.9,,300.0,,,,,,,,,,296.4,74.0,,88.4,,72.0,151.0,,,,-120.7,,-29.0,,1721.7,,-165.7,,,68.0,51.9,,98.0,,,,,,,,,,94.4,,False,,True,False,,,,False,,True,,False,,False,,,True,True,,False,,,,,,,,,,False
