,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
34005,118,132.0,152.2,174.7,128.0,130.0,,,,,,144.0,173.4,,102.7,98.6,,,160.7,,125.7,98.0,,,123.0,135.5,14.0,34.2,56.7,10.0,12.0,,,,,,26.0,55.4,,-15.3,-19.4,,,42.7,,7.7,-20.0,,,5.0,17.5,False,False,True,True,,,,,,False,False,,False,False,,,False,,True,False,,,True,False
34007,190,164.0,166.0,206.3,160.0,153.0,,,,,,275.0,224.7,,117.3,134.0,,,356.0,,172.9,120.0,,,167.0,170.7,-26.0,-24.0,16.3,-30.0,-37.0,,,,,,85.0,34.7,,-72.7,-56.0,,,166.0,,-17.1,-70.0,,,-23.0,-19.3,True,True,False,False,,,,,,False,False,,False,False,,,False,,True,False,,,True,True
34009,37,28.0,27.6,,23.0,21.0,,,,,,36.0,32.5,,17.8,24.2,,,15.1,,24.7,,,,25.0,21.1,-9.0,-9.4,,-14.0,-16.0,,,,,,-1.0,-4.5,,-19.2,-12.8,,,-21.9,,-12.3,,,,-12.0,-15.9,False,,False,False,,,,,,True,True,,False,False,,,False,,False,,,,False,False
34011,56,73.0,67.5,,62.0,59.0,,,,,,146.0,73.9,,45.6,65.7,,,47.0,,61.8,64.0,,,85.0,70.5,17.0,11.5,,6.0,3.0,,,,,,90.0,17.9,,-10.4,9.7,,,-9.0,,5.8,8.0,,,29.0,14.5,True,,True,True,,,,,,False,False,,True,True,,,True,,True,True,,,False,True
34013,201,177.0,177.4,199.2,173.0,188.0,,,,,,247.0,209.2,,107.9,168.0,,,158.5,,149.3,184.0,,,190.0,173.1,-24.0,-23.6,-1.8,-28.0,-13.0,,,,,,46.0,8.2,,-93.1,-33.0,,,-42.5,,-51.7,-17.0,,,-11.0,-27.9,True,True,False,True,,,,,,False,True,,False,False,,,False,,False,True,,,True,False
34015,118,145.0,147.6,,126.0,135.0,,,,,,135.0,214.6,,94.9,126.2,,,117.8,,149.0,122.0,,,155.0,149.4,27.0,29.6,,8.0,17.0,,,,,,17.0,96.6,,-23.1,8.2,,,-0.2,,31.0,4.0,,,37.0,31.4,False,,True,True,,,,,,True,False,,True,True,,,True,,False,True,,,False,False
34017,119,152.0,150.2,140.3,145.0,161.0,,,,,,202.0,493.9,,102.0,163.0,,,78.7,,129.0,154.0,,,153.0,169.4,33.0,31.2,21.3,26.0,42.0,,,,,,83.0,374.9,,-17.0,44.0,,,-40.3,,10.0,35.0,,,34.0,50.4,True,True,True,False,,,,,,False,False,,True,False,,,False,,True,False,,,False,False
34019,26,32.0,34.9,,22.0,34.0,,,,,,22.0,27.8,,16.0,22.5,,,20.9,,26.6,,,,43.0,29.1,6.0,8.9,,-4.0,8.0,,,,,,-4.0,1.8,,-10.0,-3.5,,,-5.1,,0.6,,,,17.0,3.1,False,,True,False,,,,,,True,True,,False,True,,,True,,True,,,,False,True
34021,62,76.0,81.6,92.4,62.0,58.0,,,,,,190.0,94.3,,43.3,65.9,,,0.4,,71.8,50.0,,,79.0,73.5,14.0,19.6,30.4,0.0,-4.0,,,,,,128.0,32.3,,-18.7,3.9,,,-61.6,,9.8,-12.0,,,17.0,11.5,False,False,True,True,,,,,,False,False,,False,True,,,False,,True,True,,,False,True
34023,183,178.0,176.9,183.5,177.0,196.0,,,,,,260.0,229.8,,152.5,176.2,,,168.4,,180.9,169.0,,,176.0,188.4,-5.0,-6.1,0.5,-6.0,13.0,,,,,,77.0,46.8,,-30.5,-6.8,,,-14.6,,-2.1,-14.0,,,-7.0,5.4,False,True,False,False,,,,,,False,False,,False,False,,,False,,True,False,,,False,False
34025,155,114.0,118.0,107.0,103.0,95.0,,,,,,111.0,219.2,,81.5,99.3,,,112.9,,111.7,89.0,,,112.0,141.3,-41.0,-37.0,-48.0,-52.0,-60.0,,,,,,-44.0,64.2,,-73.5,-55.7,,,-42.1,,-43.3,-66.0,,,-43.0,-13.7,True,False,False,False,,,,,,False,False,,False,False,,,False,,False,False,,,False,True
34027,81,67.0,69.6,85.4,64.0,58.0,,,,,,104.0,197.6,,49.1,71.3,,,11.3,,55.8,54.0,,,68.0,72.6,-14.0,-11.4,4.4,-17.0,-23.0,,,,,,23.0,116.6,,-31.9,-9.7,,,-69.7,,-25.2,-27.0,,,-13.0,-8.4,True,True,False,False,,,,,,False,False,,False,True,,,False,,False,False,,,True,True
34029,264,168.0,161.2,143.8,142.0,190.0,,,,,,123.0,196.3,,109.9,139.9,,,126.5,,166.1,164.0,,,192.0,151.0,-96.0,-102.8,-120.2,-122.0,-74.0,,,,,,-141.0,-67.7,,-154.1,-124.1,,,-137.5,,-97.9,-100.0,,,-72.0,-113.0,False,False,False,True,,,,,,False,True,,False,False,,,False,,False,False,,,True,False
34031,180,229.0,240.7,188.1,219.0,282.0,,,,,,188.0,203.6,,162.3,221.2,,,352.7,,216.5,253.0,,,247.0,194.2,49.0,60.7,8.1,39.0,102.0,,,,,,8.0,23.6,,-17.7,41.2,,,172.7,,36.5,73.0,,,67.0,14.2,False,True,True,False,,,,,,True,True,,True,True,,,False,,True,False,,,False,True
34033,26,29.0,29.6,,23.0,35.0,,,,,,37.0,32.6,,8.0,21.8,,,20.5,,24.5,,,,30.0,30.8,3.0,3.6,,-3.0,9.0,,,,,,11.0,6.6,,-18.0,-4.2,,,-5.5,,-1.5,,,,4.0,4.8,False,,False,False,,,,,,False,False,,False,False,,,False,,True,,,,False,False
34035,69,41.0,42.6,,40.0,40.0,,,,,,81.0,93.1,,16.0,37.5,,,53.1,,40.7,25.0,,,38.0,54.7,-28.0,-26.4,,-29.0,-29.0,,,,,,12.0,24.1,,-53.0,-31.5,,,-15.9,,-28.3,-44.0,,,-31.0,-14.3,True,,False,False,,,,,,True,True,,False,False,,,True,,False,False,,,False,True
34037,34,13.0,13.1,,10.0,10.0,,,,,,9.0,56.2,,3.4,7.6,,,14.8,,10.4,7.0,,,14.0,12.2,-21.0,-20.9,,-24.0,-24.0,,,,,,-25.0,22.2,,-30.6,-26.4,,,-19.2,,-23.6,-27.0,,,-20.0,-21.8,True,,False,False,,,,,,False,False,,False,False,,,True,,False,False,,,True,False
34039,122,120.0,89.4,125.3,118.0,163.0,,,,,,200.0,169.1,,66.0,111.7,,,752.1,,100.4,135.0,,,104.0,102.0,-2.0,-32.6,3.3,-4.0,41.0,,,,,,78.0,47.1,,-56.0,-10.3,,,630.1,,-21.6,13.0,,,-18.0,-20.0,False,False,False,False,,,,,,False,False,,False,False,,,False,,False,False,,,False,False
34041,12,17.0,15.6,,15.0,14.0,,,,,,18.0,38.3,,6.1,14.4,,,17.2,,16.1,,,,23.0,21.0,5.0,3.6,,3.0,2.0,,,,,,6.0,26.3,,-5.9,2.4,,,5.2,,4.1,,,,11.0,9.0,True,,True,True,,,,,,False,False,,False,True,,,False,,True,,,,False,False
35001,247,208.0,185.8,,220.0,228.0,,,,,,390.0,327.9,,300.0,287.9,265.0,,219.7,,202.8,205.0,,,184.0,211.7,-39.0,-61.2,,-27.0,-19.0,,,,,,143.0,80.9,,53.0,40.9,18.0,,-27.3,,-44.2,-42.0,,,-63.0,-35.3,False,,True,True,,,,,,False,False,,False,False,True,,True,,False,False,,,False,True
35003,0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.4,,0.0,0.0,,,0.1,,0.0,,,,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.4,,0.0,0.0,,,0.1,,0.0,,,,0.0,1.0,True,,True,True,,,,,,True,False,,False,False,,,False,,True,,,,True,False
35005,87,80.0,84.4,,79.0,78.0,,,,,,42.0,94.9,,83.6,80.8,,,84.9,,77.6,,,,77.0,84.3,-7.0,-2.6,,-8.0,-9.0,,,,,,-45.0,7.9,,-3.4,-6.2,,,-2.1,,-9.4,,,,-10.0,-2.7,True,,False,False,,,,,,False,False,,True,True,,,True,,False,,,,False,True
35006,13,4.0,3.9,,7.0,17.0,,,,,,10.0,8.9,,9.6,19.7,,,5.3,,3.7,,,,6.0,20.5,-9.0,-9.1,,-6.0,4.0,,,,,,-3.0,-4.1,,-3.4,6.7,,,-7.7,,-9.3,,,,-7.0,7.5,False,,True,True,,,,,,True,True,,True,True,,,True,,False,,,,True,True
35007,0,1.0,0.6,,0.0,0.0,,,,,,0.0,3.9,,0.1,0.1,0.0,,0.7,,,,,,1.0,1.3,1.0,0.6,,0.0,0.0,,,,,,0.0,3.9,,0.1,0.1,0.0,,0.7,,,,,,1.0,1.3,True,,True,True,,,,,,True,False,,True,True,True,,True,,,,,,False,False
35009,31,45.0,50.5,,30.0,28.0,,,,,,81.0,54.7,,22.7,31.7,38.0,,22.6,,50.8,,,,39.0,40.5,14.0,19.5,,-1.0,-3.0,,,,,,50.0,23.7,,-8.3,0.7,7.0,,-8.4,,19.8,,,,8.0,9.5,False,,True,True,,,,,,False,False,,True,True,True,,True,,False,,,,True,True
35011,0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,1.5,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,1.5,True,,True,True,,,,,,True,True,,,False,True,,True,,,,,,,False
35013,129,66.0,57.4,,75.0,59.0,,,,,,227.0,80.1,,88.8,116.9,103.0,,91.5,,74.3,63.0,,,81.0,103.1,-63.0,-71.7,,-54.0,-70.0,,,,,,98.0,-48.9,,-40.2,-12.1,-26.0,,-37.5,,-54.7,-66.0,,,-48.0,-25.9,False,,True,False,,,,,,False,True,,True,True,True,,True,,True,False,,,True,True
35015,68,50.0,47.3,,37.0,65.0,,,,,,35.0,61.1,,26.8,38.1,36.0,,34.9,,46.9,,,,55.0,45.5,-18.0,-20.7,,-31.0,-3.0,,,,,,-33.0,-6.9,,-41.2,-29.9,-32.0,,-33.1,,-21.1,,,,-13.0,-22.5,False,,False,True,,,,,,False,True,,False,False,False,,False,,False,,,,True,False
35017,5,2.0,2.3,,2.0,0.0,,,,,,6.0,4.2,,3.0,3.5,,,0.0,,1.7,,,,2.0,3.6,-3.0,-2.7,,-3.0,-5.0,,,,,,1.0,-0.8,,-2.0,-1.5,,,-5.0,,-3.3,,,,-3.0,-1.4,True,,False,False,,,,,,True,True,,True,True,,,False,,False,,,,False,True
35019,0,2.0,1.8,,0.0,0.0,,,,,,1.0,1.3,,0.3,0.0,0.0,,0.0,,2.2,,,,1.0,1.8,2.0,1.8,,0.0,0.0,,,,,,1.0,1.3,,0.3,0.0,0.0,,0.0,,2.2,,,,1.0,1.8,True,,True,True,,,,,,True,True,,True,True,True,,True,,False,,,,True,True
35021,0,1.0,1.0,,0.0,0.0,,,,,,0.0,0.5,,0.0,0.0,0.0,,0.0,,,,,,1.0,1.0,1.0,1.0,,0.0,0.0,,,,,,0.0,0.5,,0.0,0.0,0.0,,0.0,,,,,,1.0,1.0,False,,True,True,,,,,,True,True,,True,True,True,,True,,,,,,False,False
35023,4,3.0,3.5,,2.0,0.0,,,,,,2.0,1.8,,1.3,0.3,0.0,,4.6,,3.1,,,,1.0,2.7,-1.0,-0.5,,-2.0,-4.0,,,,,,-2.0,-2.2,,-2.7,-3.7,-4.0,,0.6,,-0.9,,,,-3.0,-1.3,True,,False,False,,,,,,False,False,,False,False,False,,True,,True,,,,False,False
35025,91,114.0,116.4,,108.0,110.0,,,,,,85.0,117.6,,97.4,105.3,95.0,,114.0,,110.1,,,,95.0,142.9,23.0,25.4,,17.0,19.0,,,,,,-6.0,26.6,,6.4,14.3,4.0,,23.0,,19.1,,,,4.0,51.9,False,,True,True,,,,,,True,False,,True,True,True,,False,,True,,,,True,False
35027,4,11.0,10.0,,8.0,7.0,,,,,,4.0,17.5,,3.5,8.5,8.0,,7.7,,9.3,,,,15.0,20.6,7.0,6.0,,4.0,3.0,,,,,,0.0,13.5,,-0.5,4.5,4.0,,3.7,,5.3,,,,11.0,16.6,True,,True,True,,,,,,True,False,,True,True,True,,True,,True,,,,False,False
35028,3,0.0,0.2,,0.0,0.0,,,,,,2.0,3.0,,0.2,0.2,0.0,,0.3,,0.3,,,,0.0,1.7,-3.0,-2.8,,-3.0,-3.0,,,,,,-1.0,0.0,,-2.8,-2.8,-3.0,,-2.7,,-2.7,,,,-3.0,-1.3,True,,False,False,,,,,,True,True,,True,True,False,,True,,True,,,,False,True
35029,53,4.0,4.9,,8.0,2.0,,,,,,15.0,9.3,,10.7,17.4,,,14.3,,6.1,,,,4.0,10.3,-49.0,-48.1,,-45.0,-51.0,,,,,,-38.0,-43.7,,-42.3,-35.6,,,-38.7,,-46.9,,,,-49.0,-42.7,True,,True,False,,,,,,True,True,,True,True,,,True,,True,,,,False,True
35031,74,0.0,1.0,,32.0,31.0,,,,,,33.0,12.6,,48.0,90.7,103.0,,39.1,,18.0,,,,0.0,38.6,-74.0,-73.0,,-42.0,-43.0,,,,,,-41.0,-61.4,,-26.0,16.7,29.0,,-34.9,,-56.0,,,,-74.0,-35.4,True,,True,True,,,,,,True,True,,True,True,True,,True,,True,,,,False,True
35033,0,0.0,0.2,,0.0,0.0,,,,,,0.0,0.3,,,0.0,0.0,,0.0,,0.0,,,,0.0,1.7,0.0,0.2,,0.0,0.0,,,,,,0.0,0.3,,,0.0,0.0,,0.0,,0.0,,,,0.0,1.7,False,,True,True,,,,,,True,False,,,False,True,,True,,False,,,,True,False
35035,8,3.0,1.7,,4.0,0.0,,,,,,15.0,15.7,,5.6,11.2,,,3.8,,3.4,,,,4.0,6.9,-5.0,-6.3,,-4.0,-8.0,,,,,,7.0,7.7,,-2.4,3.2,,,-4.2,,-4.6,,,,-4.0,-1.1,False,,True,False,,,,,,False,False,,True,True,,,True,,True,,,,True,True
35037,2,14.0,13.3,,5.0,7.0,,,,,,3.0,9.7,,0.7,5.9,,,4.0,,11.8,,,,17.0,6.1,12.0,11.3,,3.0,5.0,,,,,,1.0,7.7,,-1.3,3.9,,,2.0,,9.8,,,,15.0,4.1,True,,True,True,,,,,,True,True,,True,True,,,True,,True,,,,False,True
35039,9,17.0,14.1,,10.0,7.0,,,,,,10.0,24.6,,8.5,12.3,18.0,,10.7,,16.1,,,,14.0,15.4,8.0,5.1,,1.0,-2.0,,,,,,1.0,15.6,,-0.5,3.3,9.0,,1.7,,7.1,,,,5.0,6.4,True,,True,True,,,,,,True,False,,True,True,False,,True,,True,,,,True,True
35041,9,18.0,18.4,,14.0,20.0,,,,,,25.0,25.2,,7.2,10.2,13.0,,9.3,,19.5,,,,15.0,18.5,9.0,9.4,,5.0,11.0,,,,,,16.0,16.2,,-1.8,1.2,4.0,,0.3,,10.5,,,,6.0,9.5,False,,True,False,,,,,,False,False,,True,True,True,,True,,False,,,,True,False
35043,64,18.0,20.3,,25.0,8.0,,,,,,36.0,40.0,,38.6,45.4,,,25.2,,25.3,25.0,,,18.0,28.0,-46.0,-43.7,,-39.0,-56.0,,,,,,-28.0,-24.0,,-25.4,-18.6,,,-38.8,,-38.7,-39.0,,,-46.0,-36.0,True,,True,False,,,,,,True,True,,True,True,,,True,,True,True,,,False,True
35045,70,23.0,12.9,,38.0,25.0,,,,,,54.0,18.5,,52.7,77.8,,,48.3,,27.8,,,,18.0,55.1,-47.0,-57.1,,-32.0,-45.0,,,,,,-16.0,-51.5,,-17.3,7.8,,,-21.7,,-42.2,,,,-52.0,-14.9,False,,True,True,,,,,,True,False,,True,True,,,True,,True,,,,False,True
35047,16,9.0,9.8,,8.0,6.0,,,,,,25.0,15.9,,5.9,13.5,,,23.9,,6.8,,,,12.0,4.5,-7.0,-6.2,,-8.0,-10.0,,,,,,9.0,-0.1,,-10.1,-2.5,,,7.9,,-9.2,,,,-4.0,-11.5,True,,False,False,,,,,,False,True,,False,True,,,False,,False,,,,True,False
35049,61,67.0,67.5,,67.0,63.0,,,,,,101.0,101.4,,80.8,85.6,70.0,,64.9,,66.6,73.0,,,60.0,54.1,6.0,6.5,,6.0,2.0,,,,,,40.0,40.4,,19.8,24.6,9.0,,3.9,,5.6,12.0,,,-1.0,-6.9,False,,False,True,,,,,,False,False,,False,False,False,,True,,True,False,,,True,False
35051,1,2.0,1.9,,1.0,0.0,,,,,,1.0,5.2,,1.4,1.5,,,2.5,,1.8,,,,3.0,2.3,1.0,0.9,,0.0,-1.0,,,,,,0.0,4.2,,0.4,0.5,,,1.5,,0.8,,,,2.0,1.3,True,,True,False,,,,,,True,False,,True,True,,,False,,True,,,,False,False
35053,1,1.0,0.8,,1.0,0.0,,,,,,4.0,8.1,,0.9,0.2,0.0,,1.8,,1.1,,,,1.0,1.6,0.0,-0.2,,0.0,-1.0,,,,,,3.0,7.1,,-0.1,-0.8,-1.0,,0.8,,0.1,,,,0.0,0.6,False,,True,False,,,,,,False,False,,False,False,False,,False,,False,,,,True,False
35055,2,0.0,0.0,,1.0,0.0,,,,,,6.0,7.1,,3.7,2.0,,,1.0,,0.8,,,,2.0,5.2,-2.0,-2.0,,-1.0,-2.0,,,,,,4.0,5.1,,1.7,0.0,,,-1.0,,-1.2,,,,0.0,3.2,False,,True,False,,,,,,False,False,,True,True,,,True,,True,,,,True,False
35057,0,0.0,0.0,,0.0,0.0,,,,,,2.0,5.3,,0.7,0.1,0.0,,0.5,,0.1,,,,1.0,1.8,0.0,0.0,,0.0,0.0,,,,,,2.0,5.3,,0.7,0.1,0.0,,0.5,,0.1,,,,1.0,1.8,True,,True,True,,,,,,False,False,,False,False,True,,False,,False,,,,False,False
35059,2,0.0,0.0,,0.0,0.0,,,,,,1.0,1.3,,2.3,2.3,2.0,,0.1,,,,,,0.0,2.9,-2.0,-2.0,,-2.0,-2.0,,,,,,-1.0,-0.7,,0.3,0.3,0.0,,-1.9,,,,,,-2.0,0.9,False,,False,False,,,,,,True,True,,True,True,True,,True,,,,,,False,True
35061,24,30.0,31.6,,28.0,25.0,,,,,,44.0,71.1,,25.0,35.7,29.0,,31.3,,25.1,,,,31.0,28.0,6.0,7.6,,4.0,1.0,,,,,,20.0,47.1,,1.0,11.7,5.0,,7.3,,1.1,,,,7.0,4.0,False,,True,True,,,,,,False,False,,True,False,True,,False,,True,,,,False,True
36001,61,50.0,50.4,,40.0,43.0,,,,,,52.0,80.3,,27.7,40.4,41.0,,37.5,,46.9,31.0,,,40.0,50.3,-11.0,-10.6,,-21.0,-18.0,,,,,,-9.0,19.3,,-33.3,-20.6,-20.0,,-23.5,,-14.1,-30.0,,,-21.0,-10.7,True,,False,False,,,,,,True,False,,False,False,False,,False,,False,False,,,False,True
36003,4,4.0,3.6,,3.0,0.0,,,,,,9.0,12.6,,1.3,2.7,5.0,,2.9,,3.9,,,,4.0,2.8,0.0,-0.4,,-1.0,-4.0,,,,,,5.0,8.6,,-2.7,-1.3,1.0,,-1.1,,-0.1,,,,0.0,-1.2,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,,,,True,False
36005,410,0.0,0.0,454.6,0.0,,,,,,,,586.5,,,0.0,458.0,,0.0,,,,,,,1.1,-410.0,-410.0,44.6,-410.0,,,,,,,,176.5,,,-410.0,48.0,,-410.0,,,,,,,-408.9,False,True,False,,,,,,,,True,,,True,True,,False,,,,,,,True
36007,59,62.0,61.8,,53.0,50.0,,,,,,28.0,123.3,,52.3,68.9,57.0,,54.5,,60.3,53.0,,,57.0,45.0,3.0,2.8,,-6.0,-9.0,,,,,,-31.0,64.3,,-6.7,9.9,-2.0,,-4.5,,1.3,-6.0,,,-2.0,-14.0,True,,False,False,,,,,,False,False,,False,False,True,,False,,True,False,,,True,False
36009,19,8.0,8.2,,7.0,4.0,,,,,,18.0,21.2,,4.8,8.1,,,6.2,,8.2,,,,9.0,5.4,-11.0,-10.8,,-12.0,-15.0,,,,,,-1.0,2.2,,-14.2,-10.9,,,-12.8,,-10.8,,,,-10.0,-13.6,True,,False,False,,,,,,True,True,,False,True,,,False,,True,,,,True,False
36011,11,3.0,3.4,,3.0,6.0,,,,,,3.0,19.5,,1.3,3.5,,,3.1,,3.0,,,,2.0,3.8,-8.0,-7.6,,-8.0,-5.0,,,,,,-8.0,8.5,,-9.7,-7.5,,,-7.9,,-8.0,,,,-9.0,-7.2,True,,False,True,,,,,,False,False,,False,True,,,True,,True,,,,False,True
36013,86,24.0,24.3,,20.0,20.0,,,,,,22.0,60.7,,9.4,21.0,,,14.2,,25.7,18.0,,,29.0,14.8,-62.0,-61.7,,-66.0,-66.0,,,,,,-64.0,-25.3,,-76.6,-65.0,,,-71.8,,-60.3,-68.0,,,-57.0,-71.2,True,,False,False,,,,,,False,True,,False,False,,,False,,True,False,,,True,False
36015,2,6.0,5.4,,6.0,12.0,,,,,,13.0,25.1,,0.8,6.3,,,6.4,,5.4,,,,5.0,5.0,4.0,3.4,,4.0,10.0,,,,,,11.0,23.1,,-1.2,4.3,,,4.4,,3.4,,,,3.0,3.0,True,,False,False,,,,,,False,False,,True,False,,,False,,True,,,,True,True
36017,2,5.0,4.2,,1.0,0.0,,,,,,1.0,13.8,,0.8,1.7,,,0.1,,4.5,,,,5.0,3.9,3.0,2.2,,-1.0,-2.0,,,,,,-1.0,11.8,,-1.2,-0.3,,,-1.9,,2.5,,,,3.0,1.9,True,,True,True,,,,,,True,False,,True,True,,,True,,True,,,,False,True
36019,9,10.0,10.3,,7.0,9.0,,,,,,9.0,25.1,,3.0,4.4,6.0,,4.7,,9.3,,,,13.0,4.9,1.0,1.3,,-2.0,0.0,,,,,,0.0,16.1,,-6.0,-4.6,-3.0,,-4.3,,0.3,,,,4.0,-4.1,False,,False,True,,,,,,True,False,,False,False,False,,False,,True,,,,False,False
36021,8,10.0,12.4,,5.0,9.0,,,,,,1.0,18.1,,1.7,7.0,9.0,,3.8,,10.4,,,,7.0,9.7,2.0,4.4,,-3.0,1.0,,,,,,-7.0,10.1,,-6.3,-1.0,1.0,,-4.2,,2.4,,,,-1.0,1.7,False,,False,True,,,,,,False,False,,False,True,True,,False,,False,,,,True,True
36023,0,1.0,1.9,,1.0,0.0,,,,,,1.0,10.6,,0.3,0.2,,,0.6,,1.0,,,,1.0,2.4,1.0,1.9,,1.0,0.0,,,,,,1.0,10.6,,0.3,0.2,,,0.6,,1.0,,,,1.0,2.4,False,,False,True,,,,,,False,False,,True,True,,,True,,True,,,,False,False
36025,3,2.0,2.1,,0.0,0.0,,,,,,0.0,13.1,,0.1,0.8,,,1.1,,1.8,,,,1.0,1.4,-1.0,-0.9,,-3.0,-3.0,,,,,,-3.0,10.1,,-2.9,-2.2,,,-1.9,,-1.2,,,,-2.0,-1.6,True,,False,False,,,,,,False,False,,False,False,,,False,,False,,,,False,False
36027,93,85.0,79.0,,79.0,85.0,,,,,,57.0,159.9,,56.0,79.4,68.0,,73.7,,83.5,79.0,,,94.0,78.0,-8.0,-14.0,,-14.0,-8.0,,,,,,-36.0,66.9,,-37.0,-13.6,-25.0,,-19.3,,-9.5,-14.0,,,1.0,-15.0,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,False,,,True,False
36029,328,299.0,303.0,324.4,301.0,316.0,,,,,,250.0,539.0,,286.7,313.0,,,438.7,,298.7,292.0,,,315.0,247.7,-29.0,-25.0,-3.6,-27.0,-12.0,,,,,,-78.0,211.0,,-41.3,-15.0,,,110.7,,-29.3,-36.0,,,-13.0,-80.3,True,True,True,True,,,,,,False,False,,False,True,,,False,,False,False,,,True,False
36031,28,39.0,38.1,,29.0,55.0,,,,,,3.0,10.2,,25.3,19.0,52.0,,56.6,,33.1,,,,54.0,18.1,11.0,10.1,,1.0,27.0,,,,,,-25.0,-17.8,,-2.7,-9.0,24.0,,28.6,,5.1,,,,26.0,-9.9,True,,True,False,,,,,,False,False,,True,True,False,,False,,True,,,,False,True
36033,2,2.0,2.1,,0.0,0.0,,,,,,1.0,7.6,,0.1,0.2,0.0,,0.7,,2.6,,,,2.0,1.9,0.0,0.1,,-2.0,-2.0,,,,,,-1.0,5.6,,-1.9,-1.8,-2.0,,-1.3,,0.6,,,,0.0,-0.1,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,,,,True,False
36035,3,5.0,5.4,,5.0,5.0,,,,,,1.0,14.2,,1.6,5.5,,,7.8,,4.1,,,,4.0,4.9,2.0,2.4,,2.0,2.0,,,,,,-2.0,11.2,,-1.4,2.5,,,4.8,,1.1,,,,1.0,1.9,False,,False,False,,,,,,False,False,,True,False,,,False,,True,,,,True,True
36037,3,6.0,5.2,,5.0,7.0,,,,,,11.0,18.3,,0.4,2.3,,,3.8,,5.9,,,,5.0,5.8,3.0,2.2,,2.0,4.0,,,,,,8.0,15.3,,-2.6,-0.7,,,0.8,,2.9,,,,2.0,2.8,True,,True,False,,,,,,False,False,,True,True,,,True,,True,,,,True,True
36039,2,8.0,9.0,,5.0,7.0,,,,,,0.0,20.0,,1.5,4.7,,,6.1,,7.9,,,,8.0,5.8,6.0,7.0,,3.0,5.0,,,,,,-2.0,18.0,,-0.5,2.7,,,4.1,,5.9,,,,6.0,3.8,False,,True,True,,,,,,True,False,,True,True,,,True,,True,,,,False,True
36041,2,4.0,4.4,,0.0,0.0,,,,,,0.0,0.7,,0.0,0.3,0.0,,0.6,,3.4,,,,5.0,2.8,2.0,2.4,,-2.0,-2.0,,,,,,-2.0,-1.3,,-2.0,-1.7,-2.0,,-1.4,,1.4,,,,3.0,0.8,False,,False,False,,,,,,False,True,,True,True,False,,True,,True,,,,False,True
36043,6,7.0,9.0,,5.0,6.0,,,,,,0.0,22.4,,0.9,4.9,,,3.9,,8.1,,,,10.0,10.3,1.0,3.0,,-1.0,0.0,,,,,,-6.0,16.4,,-5.1,-1.1,,,-2.1,,2.1,,,,4.0,4.3,False,,False,True,,,,,,False,False,,False,False,,,False,,False,,,,False,False
