,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29085,62,7.0,,,,,12.0,,,,,468.4,-55.0,,,,,-50.0,,,,,406.4,,,,,True,,,,,False
29087,60,0.0,,,,,11.0,0.0,,,,0.0,-60.0,,,,,-49.0,-60.0,,,,-60.0,,,,,True,True,,,,False
29089,105,0.0,,,,,62.0,0.3,,,,0.0,-105.0,,,,,-43.0,-104.7,,,,-105.0,,,,,True,True,,,,False
29091,194,28.0,,,,,124.0,25.4,,,,29.5,-166.0,,,,,-70.0,-168.6,,,,-164.5,,,,,True,False,,,,True
29093,47,0.0,,,,,1.0,0.1,,,,0.0,-47.0,,,,,-46.0,-46.9,,,,-47.0,,,,,True,True,,,,True
29095,3828,1680.0,2495.0,,,,3363.0,1762.1,2888.5,5396.6,,5117.5,-2148.0,-1333.0,,,,-465.0,-2065.9,-939.5,1568.6,,1289.5,True,,,,True,True,True,True,,True
29097,1301,1715.0,1219.5,,,,841.0,557.0,1305.2,,,1678.1,414.0,-81.5,,,,-460.0,-744.0,4.2,,,377.1,True,,,,False,False,True,,,True
29099,2020,427.0,342.5,,,,477.0,754.1,391.8,526.0,,1318.2,-1593.0,-1677.5,,,,-1543.0,-1265.9,-1628.2,-1494.0,,-701.8,False,,,,True,True,False,True,,True
29101,351,525.0,106.2,,,,300.0,592.2,447.9,,,1243.0,174.0,-244.8,,,,-51.0,241.2,96.9,,,892.0,False,,,,True,False,True,,,False
29103,36,0.0,,,,,7.0,,,,,0.0,-36.0,,,,,-29.0,,,,,-36.0,,,,,True,,,,,False
29105,209,315.0,,,,,125.0,84.8,,,,1350.8,106.0,,,,,-84.0,-124.2,,,,1141.8,,,,,True,False,,,,False
29107,131,70.0,,,,,198.0,7.8,42.3,,,1001.0,-61.0,,,,,67.0,-123.2,-88.7,,,870.0,,,,,False,False,False,,,False
29109,293,119.0,,,,,171.0,40.6,,,,123.4,-174.0,,,,,-122.0,-252.4,,,,-169.6,,,,,True,False,,,,True
29111,56,7.0,,,,,11.0,0.5,,,,1.2,-49.0,,,,,-45.0,-55.5,,,,-54.8,,,,,True,False,,,,False
29113,439,98.0,9.0,,,,132.0,11.5,9.3,,,811.0,-341.0,-430.0,,,,-307.0,-427.5,-429.7,,,372.0,False,,,,True,False,False,,,False
29115,33,14.0,,,,,120.0,5.6,,,,19.4,-19.0,,,,,87.0,-27.4,,,,-13.6,,,,,False,False,,,,True
29117,49,63.0,,,,,127.0,8.4,,,,161.0,14.0,,,,,78.0,-40.6,,,,112.0,,,,,False,False,,,,False
29119,282,700.0,,,,,690.0,72.5,131.7,,,92.3,418.0,,,,,408.0,-209.5,-150.3,,,-189.7,,,,,True,True,True,,,True
29121,51,112.0,,,,,47.0,3.5,,,,719.6,61.0,,,,,-4.0,-47.5,,,,668.6,,,,,True,True,,,,False
29123,114,0.0,,,,,8.0,0.5,,,,0.3,-114.0,,,,,-106.0,-113.5,,,,-113.7,,,,,True,True,,,,True
29125,39,7.0,,,,,14.0,2.2,,,,6.6,-32.0,,,,,-25.0,-36.8,,,,-32.4,,,,,True,False,,,,False
29127,422,42.0,,,,,160.0,23.2,,,,76.5,-380.0,,,,,-262.0,-398.8,,,,-345.5,,,,,True,False,,,,True
29129,12,7.0,,,,,7.0,1.1,,,,5.4,-5.0,,,,,-5.0,-10.9,,,,-6.6,,,,,False,False,,,,False
29131,215,35.0,,,,,44.0,11.6,,,,81.7,-180.0,,,,,-171.0,-203.4,,,,-133.3,,,,,True,False,,,,True
29133,132,63.0,,,,,57.0,35.9,47.3,,,75.7,-69.0,,,,,-75.0,-96.1,-84.7,,,-56.3,,,,,False,False,False,,,True
29135,123,70.0,,,,,126.0,11.7,,,,45.9,-53.0,,,,,3.0,-111.3,,,,-77.1,,,,,True,False,,,,False
29137,64,0.0,,,,,7.0,0.8,,,,0.0,-64.0,,,,,-57.0,-63.2,,,,-64.0,,,,,True,True,,,,False
29139,35,14.0,,,,,27.0,5.0,,,,6.1,-21.0,,,,,-8.0,-30.0,,,,-28.9,,,,,True,False,,,,False
29141,92,56.0,,,,,45.0,7.9,,,,464.9,-36.0,,,,,-47.0,-84.1,,,,372.9,,,,,False,False,,,,False
29143,347,49.0,,,,,63.0,26.7,,,,145.5,-298.0,,,,,-284.0,-320.3,,,,-201.5,,,,,True,False,,,,True
29145,521,651.0,931.0,,,,921.0,65.5,672.9,,,253.0,130.0,410.0,,,,400.0,-455.5,151.9,,,-268.0,False,,,,False,False,False,,,False
29147,365,21.0,,,,,180.0,5.1,,,,38.2,-344.0,,,,,-185.0,-359.9,,,,-326.8,,,,,True,False,,,,True
29149,39,7.0,,,,,18.0,1.9,,,,17.7,-32.0,,,,,-21.0,-37.1,,,,-21.3,,,,,True,False,,,,True
29151,70,28.0,,,,,35.0,1.2,,,,397.3,-42.0,,,,,-35.0,-68.8,,,,327.3,,,,,True,False,,,,False
29153,22,0.0,,,,,13.0,,,,,0.1,-22.0,,,,,-9.0,,,,,-21.9,,,,,True,,,,,True
29155,207,35.0,,,,,411.0,0.4,16.1,,,66.4,-172.0,,,,,204.0,-206.6,-190.9,,,-140.6,,,,,False,False,False,,,True
29157,201,147.0,,,,,73.0,7.8,126.1,,,49.0,-54.0,,,,,-128.0,-193.2,-74.9,,,-152.0,,,,,False,False,False,,,False
29159,645,112.0,,,,,386.0,42.5,217.8,,,79.2,-533.0,,,,,-259.0,-602.5,-427.2,,,-565.8,,,,,True,False,True,,,False
29161,153,56.0,,,,,118.0,29.7,,,,14.4,-97.0,,,,,-35.0,-123.3,,,,-138.6,,,,,True,False,,,,False
29163,117,28.0,,,,,52.0,8.6,,,,249.9,-89.0,,,,,-65.0,-108.4,,,,132.9,,,,,True,False,,,,False
29165,320,154.0,172.8,,,,531.0,70.3,446.2,,,1108.9,-166.0,-147.2,,,,211.0,-249.7,126.2,,,788.9,True,,,,False,False,True,,,False
29167,262,35.0,,,,,89.0,8.6,,,,320.9,-227.0,,,,,-173.0,-253.4,,,,58.9,,,,,True,False,,,,True
29169,246,84.0,186.1,,,,166.0,16.9,66.3,,,109.8,-162.0,-59.9,,,,-80.0,-229.1,-179.7,,,-136.2,True,,,,True,False,False,,,True
29171,20,0.0,,,,,7.0,,,,,0.0,-20.0,,,,,-13.0,,,,,-20.0,,,,,True,,,,,True
29173,102,0.0,,,,,22.0,1.1,,,,0.0,-102.0,,,,,-80.0,-100.9,,,,-102.0,,,,,True,True,,,,True
29175,104,35.0,,,,,170.0,1.5,,,,1196.2,-69.0,,,,,66.0,-102.5,,,,1092.2,,,,,True,False,,,,False
29177,98,21.0,,,,,177.0,3.5,,,,67.8,-77.0,,,,,79.0,-94.5,,,,-30.2,,,,,False,False,,,,True
29179,17,28.0,,,,,0.0,0.7,,,,305.4,11.0,,,,,-17.0,-16.3,,,,288.4,,,,,False,False,,,,False
29181,68,7.0,,,,,17.0,6.1,,,,1.4,-61.0,,,,,-51.0,-61.9,,,,-66.6,,,,,True,False,,,,False
29183,4317,1386.0,408.5,,,,1416.0,892.6,1337.9,1517.1,,10653.7,-2931.0,-3908.5,,,,-2901.0,-3424.4,-2979.1,-2799.9,,6336.7,False,,,,True,False,False,True,,False
29185,27,21.0,,,,,18.0,0.2,,,,463.0,-6.0,,,,,-9.0,-26.8,,,,436.0,,,,,False,False,,,,False
29186,84,28.0,,,,,12.0,5.2,,,,52.1,-56.0,,,,,-72.0,-78.8,,,,-31.9,,,,,False,False,,,,True
29187,823,98.0,347.6,,,,132.0,11.6,205.6,,,11.5,-725.0,-475.4,,,,-691.0,-811.4,-617.4,,,-811.5,True,,,,True,False,True,,,False
29189,11310,6468.0,2313.1,,,,4300.0,5071.3,3880.1,6838.5,,20621.6,-4842.0,-8996.9,,,,-7010.0,-6238.7,-7429.9,-4471.5,,9311.6,False,,,,False,False,False,True,,False
29195,234,175.0,,,,,325.0,19.8,3.9,,,784.3,-59.0,,,,,91.0,-214.2,-230.1,,,550.3,,,,,False,False,False,,,False
29197,14,0.0,,,,,7.0,0.8,,,,0.0,-14.0,,,,,-7.0,-13.2,,,,-14.0,,,,,True,True,,,,True
29199,10,0.0,,,,,14.0,0.7,,,,0.0,-10.0,,,,,4.0,-9.3,,,,-10.0,,,,,True,True,,,,True
29201,402,231.0,,,,,225.0,18.0,127.6,,,894.7,-171.0,,,,,-177.0,-384.0,-274.4,,,492.7,,,,,False,False,False,,,False
29203,25,70.0,,,,,7.0,9.2,,,,134.3,45.0,,,,,-18.0,-15.8,,,,109.3,,,,,True,True,,,,False
29205,45,7.0,,,,,7.0,0.6,,,,11.0,-38.0,,,,,-38.0,-44.4,,,,-34.0,,,,,False,False,,,,True
29207,139,84.0,,,,,134.0,4.9,68.2,,,212.0,-55.0,,,,,-5.0,-134.1,-70.8,,,73.0,,,,,True,False,False,,,False
29209,245,14.0,,,,,56.0,9.1,,,,16.8,-231.0,,,,,-189.0,-235.9,,,,-228.2,,,,,True,False,,,,True
29211,57,14.0,,,,,105.0,0.4,24.7,,,2.7,-43.0,,,,,48.0,-56.6,-32.3,,,-54.3,,,,,False,False,True,,,False
29213,777,280.0,25.1,,,,280.0,135.2,566.6,,,443.7,-497.0,-751.9,,,,-497.0,-641.8,-210.4,,,-333.3,False,,,,False,False,True,,,True
29215,88,35.0,,,,,21.0,3.7,,,,91.5,-53.0,,,,,-67.0,-84.3,,,,3.5,,,,,False,False,,,,True
29217,54,35.0,,,,,96.0,11.7,,,,89.9,-19.0,,,,,42.0,-42.3,,,,35.9,,,,,False,False,,,,False
29219,262,63.0,,,,,107.0,19.5,,,,72.5,-199.0,,,,,-155.0,-242.5,,,,-189.5,,,,,True,False,,,,True
29221,203,7.0,,,,,21.0,4.4,,,,2.3,-196.0,,,,,-182.0,-198.6,,,,-200.7,,,,,True,False,,,,False
29223,78,7.0,,,,,1.0,,,,,0.4,-71.0,,,,,-77.0,,,,,-77.6,,,,,False,,,,,False
29225,163,84.0,,,,,83.0,25.9,,,,54.5,-79.0,,,,,-80.0,-137.1,,,,-108.5,,,,,False,False,,,,False
29227,7,0.0,,,,,7.0,0.1,,,,0.0,-7.0,,,,,0.0,-6.9,,,,-7.0,,,,,True,True,,,,False
29229,57,98.0,,,,,56.0,6.3,,,,360.3,41.0,,,,,-1.0,-50.7,,,,303.3,,,,,True,False,,,,False
29510,3170,2352.0,409.3,,,,3933.0,1614.4,576.5,2021.4,,7106.1,-818.0,-2760.7,,,,763.0,-1555.6,-2593.5,-1148.6,,3936.1,False,,,,True,False,False,False,,False
30001,73,14.0,,,,,0.0,1.4,,,,186.4,-59.0,,,,,-73.0,-71.6,,,,113.4,,,,,False,False,,,,False
30003,541,175.0,,,,,56.0,218.2,23.1,,,412.8,-366.0,,,,,-485.0,-322.8,-517.9,,,-128.2,,,,,False,True,False,,,True
30005,16,0.0,,,,,0.0,,,,,,-16.0,,,,,-16.0,,,,,,,,,,False,,,,,
30007,9,14.0,,,,,28.0,7.1,,,,304.3,5.0,,,,,19.0,-1.9,,,,295.3,,,,,False,True,,,,False
30009,54,35.0,,,,,32.0,64.7,,,,15.4,-19.0,,,,,-22.0,10.7,,,,-38.6,,,,,False,True,,,,False
30011,0,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,True,,,,,
30013,234,91.0,0.0,,,,446.0,148.8,,,,2685.7,-143.0,-234.0,,,,212.0,-85.2,,,,2451.7,False,,,,False,True,,,,False
30015,10,0.0,,,,,0.0,,,,,,-10.0,,,,,-10.0,,,,,,,,,,False,,,,,
30017,29,56.0,,,,,74.0,,,,,472.7,27.0,,,,,45.0,,,,,443.7,,,,,False,,,,,False
30019,3,0.0,,,,,6.0,,,,,,-3.0,,,,,3.0,,,,,,,,,,False,,,,,
30021,34,0.0,,,,,80.0,,,,,0.0,-34.0,,,,,46.0,,,,,-34.0,,,,,False,,,,,False
30023,28,14.0,,,,,52.0,1.8,,,,437.4,-14.0,,,,,24.0,-26.2,,,,409.4,,,,,False,False,,,,False
30025,2,0.0,,,,,10.0,,,,,,-2.0,,,,,8.0,,,,,,,,,,False,,,,,
30027,31,0.0,,,,,11.0,,,,,0.0,-31.0,,,,,-20.0,,,,,-31.0,,,,,True,,,,,False
30029,519,28.0,0.0,,,,192.0,244.1,,,,9.5,-491.0,-519.0,,,,-327.0,-274.9,,,,-509.5,False,,,,True,True,,,,False
30031,668,819.0,50.3,,,,278.0,1985.0,364.5,,,4553.3,151.0,-617.7,,,,-390.0,1317.0,-303.5,,,3885.3,False,,,,False,False,False,,,False
30033,13,0.0,,,,,5.0,,,,,,-13.0,,,,,-8.0,,,,,,,,,,True,,,,,
30035,107,42.0,,,,,2.0,61.1,,,,7.5,-65.0,,,,,-105.0,-45.9,,,,-99.5,,,,,False,True,,,,False
30037,0,0.0,,,,,7.0,0.3,,,,0.0,0.0,,,,,7.0,0.3,,,,0.0,,,,,False,False,,,,True
30039,13,14.0,,,,,0.0,,,,,65.5,1.0,,,,,-13.0,,,,,52.5,,,,,False,,,,,False
30041,72,84.0,,,,,2.0,7.3,,,,668.0,12.0,,,,,-70.0,-64.7,,,,596.0,,,,,False,False,,,,False
30043,33,21.0,,,,,17.0,1.8,,,,600.6,-12.0,,,,,-16.0,-31.2,,,,567.6,,,,,False,False,,,,False
30045,6,0.0,,,,,6.0,,,,,,-6.0,,,,,0.0,,,,,,,,,,True,,,,,
30047,159,203.0,,,,,114.0,173.3,,,,1421.2,44.0,,,,,-45.0,14.3,,,,1262.2,,,,,False,True,,,,False
30049,152,98.0,0.0,,,,169.0,87.6,,,,1039.8,-54.0,-152.0,,,,17.0,-64.4,,,,887.8,False,,,,True,False,,,,False
30051,4,0.0,,,,,0.0,0.1,,,,0.0,-4.0,,,,,-4.0,-3.9,,,,-4.0,,,,,False,True,,,,False
30053,76,28.0,,,,,25.0,3.6,,,,923.9,-48.0,,,,,-51.0,-72.4,,,,847.9,,,,,False,False,,,,False
30055,11,0.0,,,,,8.0,,,,,,-11.0,,,,,-3.0,,,,,,,,,,True,,,,,
30057,68,98.0,,,,,14.0,10.7,,,,311.7,30.0,,,,,-54.0,-57.3,,,,243.7,,,,,False,False,,,,False
30059,0,14.0,,,,,10.0,0.4,,,,77.8,14.0,,,,,10.0,0.4,,,,77.8,,,,,True,True,,,,False
30061,2,0.0,,,,,0.0,,,,,,-2.0,,,,,-2.0,,,,,,,,,,False,,,,,
30063,313,119.0,12.9,,,,1964.0,0.7,141.3,,,3.2,-194.0,-300.1,,,,1651.0,-312.3,-171.7,,,-309.8,False,,,,False,False,True,,,False
30065,9,0.0,,,,,19.0,0.1,,,,0.0,-9.0,,,,,10.0,-8.9,,,,-9.0,,,,,False,True,,,,False
30067,49,21.0,,,,,61.0,8.8,,,,1.1,-28.0,,,,,12.0,-40.2,,,,-47.9,,,,,True,False,,,,False
30069,0,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,True,,,,,
30071,110,0.0,,,,,0.0,,,,,,-110.0,,,,,-110.0,,,,,,,,,,False,,,,,
30073,14,0.0,,,,,0.0,0.2,,,,0.0,-14.0,,,,,-14.0,-13.8,,,,-14.0,,,,,False,True,,,,False
30075,2,0.0,,,,,0.0,,,,,,-2.0,,,,,-2.0,,,,,,,,,,False,,,,,
30077,10,0.0,,,,,4.0,,,,,,-10.0,,,,,-6.0,,,,,,,,,,True,,,,,
30079,1,0.0,,,,,6.0,,,,,,-1.0,,,,,5.0,,,,,,,,,,False,,,,,
30081,65,63.0,,,,,23.0,170.3,,,,105.2,-2.0,,,,,-42.0,105.3,,,,40.2,,,,,False,False,,,,False
30083,30,63.0,,,,,123.0,66.0,,,,110.2,33.0,,,,,93.0,36.0,,,,80.2,,,,,False,False,,,,False
30085,35,21.0,,,,,1.0,2.3,,,,539.4,-14.0,,,,,-34.0,-32.7,,,,504.4,,,,,False,False,,,,False
30087,220,14.0,,,,,21.0,11.6,,,,401.9,-206.0,,,,,-199.0,-208.4,,,,181.9,,,,,True,False,,,,True
30089,31,0.0,,,,,5.0,,,,,,-31.0,,,,,-26.0,,,,,,,,,,True,,,,,
30091,4,0.0,,,,,0.0,,,,,0.0,-4.0,,,,,-4.0,,,,,-4.0,,,,,False,,,,,False
30093,89,35.0,,,,,196.0,23.8,,,,396.4,-54.0,,,,,107.0,-65.2,,,,307.4,,,,,False,False,,,,False
30095,27,21.0,,,,,46.0,8.8,,,,185.1,-6.0,,,,,19.0,-18.2,,,,158.1,,,,,False,False,,,,False
30097,13,0.0,,,,,21.0,,,,,,-13.0,,,,,8.0,,,,,,,,,,True,,,,,
30099,4,28.0,,,,,7.0,,,,,50.6,24.0,,,,,3.0,,,,,46.6,,,,,True,,,,,False
30101,17,0.0,,,,,2.0,13.0,,,,0.0,-17.0,,,,,-15.0,-4.0,,,,-17.0,,,,,True,True,,,,False
30103,1,0.0,,,,,5.0,,,,,0.0,-1.0,,,,,4.0,,,,,-1.0,,,,,False,,,,,True
30105,37,0.0,,,,,4.0,,,,,0.0,-37.0,,,,,-33.0,,,,,-37.0,,,,,True,,,,,True
30107,1,7.0,,,,,22.0,0.1,,,,0.8,6.0,,,,,21.0,-0.9,,,,-0.2,,,,,False,True,,,,True
30109,5,0.0,,,,,0.0,,,,,,-5.0,,,,,-5.0,,,,,,,,,,False,,,,,
30111,1577,1330.0,855.5,,,,558.0,6479.8,672.3,,,3712.3,-247.0,-721.5,,,,-1019.0,4902.8,-904.7,,,2135.3,False,,,,False,False,False,,,False
31001,89,91.0,,,,,475.0,13.9,11.8,,,314.5,2.0,,,,,386.0,-75.1,-77.2,,,225.5,,,,,False,False,False,,,False
31003,14,21.0,,,,,14.0,0.4,,,,299.9,7.0,,,,,0.0,-13.6,,,,285.9,,,,,True,False,,,,False
31005,1,0.0,,,,,0.0,,,,,,-1.0,,,,,-1.0,,,,,,,,,,False,,,,,
31007,2,0.0,,,,,0.0,,,,,0.0,-2.0,,,,,-2.0,,,,,-2.0,,,,,False,,,,,True
31009,0,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,True,,,,,
31011,16,0.0,,,,,7.0,0.1,,,,0.0,-16.0,,,,,-9.0,-15.9,,,,-16.0,,,,,True,True,,,,False
31013,19,7.0,,,,,32.0,0.1,,,,502.7,-12.0,,,,,13.0,-18.9,,,,483.7,,,,,False,False,,,,False
31015,9,0.0,,,,,6.0,0.0,,,,0.0,-9.0,,,,,-3.0,-9.0,,,,-9.0,,,,,True,True,,,,False
31017,3,0.0,,,,,0.0,,,,,,-3.0,,,,,-3.0,,,,,,,,,,False,,,,,
31019,458,77.0,,,,,64.0,17.9,29.7,,,711.4,-381.0,,,,,-394.0,-440.1,-428.3,,,253.4,,,,,False,False,False,,,True
31021,51,0.0,,,,,32.0,1.0,,,,0.0,-51.0,,,,,-19.0,-50.0,,,,-51.0,,,,,True,True,,,,True
31023,45,0.0,,,,,20.0,2.1,,,,0.0,-45.0,,,,,-25.0,-42.9,,,,-45.0,,,,,True,True,,,,True
31025,167,91.0,,,,,49.0,7.6,,,,989.4,-76.0,,,,,-118.0,-159.4,,,,822.4,,,,,False,False,,,,False
31027,26,14.0,,,,,36.0,1.6,,,,8.9,-12.0,,,,,10.0,-24.4,,,,-17.1,,,,,True,False,,,,False
31029,10,0.0,,,,,0.0,0.0,,,,0.0,-10.0,,,,,-10.0,-10.0,,,,-10.0,,,,,False,True,,,,False
31031,17,7.0,,,,,0.0,0.1,,,,119.5,-10.0,,,,,-17.0,-16.9,,,,102.5,,,,,False,False,,,,False
31033,10,7.0,,,,,2.0,1.2,,,,244.1,-3.0,,,,,-8.0,-8.8,,,,234.1,,,,,False,False,,,,False
31035,30,14.0,,,,,1.0,1.6,,,,199.2,-16.0,,,,,-29.0,-28.4,,,,169.2,,,,,False,False,,,,False
31037,49,63.0,,,,,342.0,5.1,6.8,,,0.0,14.0,,,,,293.0,-43.9,-42.2,,,-49.0,,,,,False,False,False,,,False
31039,43,14.0,,,,,56.0,1.6,,,,4.2,-29.0,,,,,13.0,-41.4,,,,-38.8,,,,,True,False,,,,False
31041,34,0.0,,,,,0.0,1.5,,,,0.0,-34.0,,,,,-34.0,-32.5,,,,-34.0,,,,,False,True,,,,False
31043,208,84.0,,,,,567.0,6.3,15.7,,,0.0,-124.0,,,,,359.0,-201.7,-192.3,,,-208.0,,,,,False,False,False,,,False
31045,69,0.0,,,,,33.0,0.2,,,,0.0,-69.0,,,,,-36.0,-68.8,,,,-69.0,,,,,True,True,,,,False
31047,131,63.0,,,,,71.0,21.9,4.8,,,180.4,-68.0,,,,,-60.0,-109.1,-126.2,,,49.4,,,,,True,False,False,,,True
31049,4,0.0,,,,,0.0,,,,,,-4.0,,,,,-4.0,,,,,,,,,,False,,,,,
31051,13,14.0,,,,,48.0,8.8,,,,0.4,1.0,,,,,35.0,-4.2,,,,-12.6,,,,,False,False,,,,False
31053,197,112.0,,,,,663.0,9.8,43.2,,,206.8,-85.0,,,,,466.0,-187.2,-153.8,,,9.8,,,,,False,False,False,,,True
31055,5384,3934.0,1347.6,,,,4953.0,1234.6,1156.5,3485.7,,4533.7,-1450.0,-4036.4,,,,-431.0,-4149.4,-4227.5,-1898.3,,-850.3,False,,,,True,False,False,False,,True
31057,10,0.0,,,,,0.0,,,,,,-10.0,,,,,-10.0,,,,,,,,,,False,,,,,
31059,13,28.0,,,,,1.0,2.0,,,,218.7,15.0,,,,,-12.0,-11.0,,,,205.7,,,,,True,True,,,,False
31061,11,7.0,,,,,0.0,0.1,,,,0.2,-4.0,,,,,-11.0,-10.9,,,,-10.8,,,,,False,False,,,,False
31063,4,7.0,,,,,0.0,0.0,,,,129.2,3.0,,,,,-4.0,-4.0,,,,125.2,,,,,False,False,,,,False
31065,16,0.0,,,,,0.0,0.3,,,,0.0,-16.0,,,,,-16.0,-15.7,,,,-16.0,,,,,False,True,,,,False
31067,68,42.0,,,,,45.0,4.8,,,,61.5,-26.0,,,,,-23.0,-63.2,,,,-6.5,,,,,True,False,,,,True
31069,3,0.0,,,,,0.0,0.1,,,,0.0,-3.0,,,,,-3.0,-2.9,,,,-3.0,,,,,False,True,,,,False
31071,4,7.0,,,,,0.0,0.0,,,,95.3,3.0,,,,,-4.0,-4.0,,,,91.3,,,,,False,False,,,,False
31073,10,0.0,,,,,0.0,0.4,,,,0.0,-10.0,,,,,-10.0,-9.6,,,,-10.0,,,,,False,True,,,,False
31075,0,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,True,,,,,
31077,7,14.0,,,,,0.0,0.1,,,,0.2,7.0,,,,,-7.0,-6.9,,,,-6.8,,,,,False,True,,,,True
31079,224,112.0,120.4,,,,1452.0,15.6,11.9,139.1,,118.8,-112.0,-103.6,,,,1228.0,-208.4,-212.1,-84.9,,-105.2,True,,,,False,False,False,True,,True
31081,40,35.0,,,,,12.0,3.8,,,,18.0,-5.0,,,,,-28.0,-36.2,,,,-22.0,,,,,False,False,,,,False
31083,3,0.0,,,,,0.0,0.0,,,,0.0,-3.0,,,,,-3.0,-3.0,,,,-3.0,,,,,False,True,,,,False
31085,0,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,True,,,,,
31087,2,0.0,,,,,0.0,0.0,,,,0.0,-2.0,,,,,-2.0,-2.0,,,,-2.0,,,,,False,True,,,,False
31089,16,7.0,,,,,7.0,0.2,,,,414.4,-9.0,,,,,-9.0,-15.8,,,,398.4,,,,,False,False,,,,False
31091,2,7.0,,,,,0.0,,,,,0.1,5.0,,,,,-2.0,,,,,-1.9,,,,,True,,,,,True
31093,18,7.0,,,,,5.0,1.9,,,,0.0,-11.0,,,,,-13.0,-16.1,,,,-18.0,,,,,False,False,,,,False
31095,9,7.0,,,,,7.0,0.5,,,,52.0,-2.0,,,,,-2.0,-8.5,,,,43.0,,,,,False,False,,,,False
31097,17,7.0,,,,,7.0,0.1,,,,24.8,-10.0,,,,,-10.0,-16.9,,,,7.8,,,,,False,False,,,,True
31099,91,14.0,,,,,2.0,0.4,,,,1.8,-77.0,,,,,-89.0,-90.6,,,,-89.2,,,,,False,False,,,,False
31101,47,0.0,,,,,0.0,0.1,,,,0.0,-47.0,,,,,-47.0,-46.9,,,,-47.0,,,,,False,True,,,,True
31103,1,0.0,,,,,0.0,,,,,,-1.0,,,,,-1.0,,,,,,,,,,False,,,,,
31105,4,0.0,,,,,0.0,0.3,,,,0.0,-4.0,,,,,-4.0,-3.7,,,,-4.0,,,,,False,True,,,,True
31107,40,21.0,,,,,21.0,3.4,,,,1.0,-19.0,,,,,-19.0,-36.6,,,,-39.0,,,,,False,False,,,,False
31109,1836,1743.0,1082.3,,,,3981.0,1471.7,1024.1,1892.1,,7976.7,-93.0,-753.7,,,,2145.0,-364.3,-811.9,56.1,,6140.7,False,,,,False,False,False,True,,False
31111,210,56.0,,,,,10.0,4.0,,,,212.8,-154.0,,,,,-200.0,-206.0,,,,2.8,,,,,False,False,,,,True
31113,3,0.0,,,,,0.0,,,,,,-3.0,,,,,-3.0,,,,,,,,,,False,,,,,
31115,1,0.0,,,,,0.0,,,,,,-1.0,,,,,-1.0,,,,,,,,,,False,,,,,
31117,3,21.0,,,,,0.0,,,,,20.9,18.0,,,,,-3.0,,,,,17.9,,,,,True,,,,,True
31119,196,77.0,,,,,691.0,4.9,34.5,,,46.4,-119.0,,,,,495.0,-191.1,-161.5,,,-149.6,,,,,False,False,False,,,False
31121,30,0.0,,,,,10.0,1.6,,,,0.0,-30.0,,,,,-20.0,-28.4,,,,-30.0,,,,,True,True,,,,True
31123,12,42.0,,,,,10.0,12.1,,,,1.2,30.0,,,,,-2.0,0.1,,,,-10.8,,,,,True,True,,,,True
31125,5,14.0,,,,,0.0,0.1,,,,169.5,9.0,,,,,-5.0,-4.9,,,,164.5,,,,,True,True,,,,False
31127,73,0.0,,,,,22.0,0.3,,,,0.0,-73.0,,,,,-51.0,-72.7,,,,-73.0,,,,,True,True,,,,False
31129,11,0.0,,,,,0.0,0.0,,,,0.0,-11.0,,,,,-11.0,-11.0,,,,-11.0,,,,,False,True,,,,False
31131,85,21.0,,,,,43.0,3.2,,,,8.7,-64.0,,,,,-42.0,-81.8,,,,-76.3,,,,,True,False,,,,False
31133,9,7.0,,,,,0.0,,,,,0.0,-2.0,,,,,-9.0,,,,,-9.0,,,,,False,,,,,False
31135,30,0.0,,,,,0.0,,,,,,-30.0,,,,,-30.0,,,,,,,,,,False,,,,,
31137,38,7.0,,,,,6.0,1.3,,,,0.0,-31.0,,,,,-32.0,-36.7,,,,-38.0,,,,,False,False,,,,False
31139,57,14.0,,,,,24.0,0.4,,,,223.6,-43.0,,,,,-33.0,-56.6,,,,166.6,,,,,True,False,,,,False
