,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
30045,3,0.0,,1.4,,0.0,0.0,,,,,12.2,,,0.1,0.0,,2.3,,,,,0.0,,-3.0,,-1.6,,-3.0,-3.0,,,,,9.2,,,-2.9,-3.0,,-0.7,,,,,-3.0,,,True,,False,False,,,,,False,,,True,False,,True,,,,,False,
30047,25,42.0,,29.7,,33.0,18.0,,,,,129.7,,14.4,35.9,78.0,,37.3,33.2,,,,14.0,,17.0,,4.7,,8.0,-7.0,,,,,104.7,,-10.6,10.9,53.0,,12.3,8.2,,,,-11.0,,,True,,True,True,,,,,False,,True,True,False,,True,True,,,,True,
30049,40,81.0,50.8,78.1,,62.0,74.0,,,,,137.1,,21.3,66.7,81.0,,37.3,68.9,,,,91.0,,41.0,10.8,38.1,,22.0,34.0,,,,,97.1,,-18.7,26.7,41.0,,-2.7,28.9,,,,51.0,,True,True,,True,True,,,,,False,,True,True,False,,True,True,,,,False,
30051,4,0.0,,0.0,,0.0,0.0,,,,,1.5,,0.0,0.0,0.0,,0.0,,,,,0.0,,-4.0,,-4.0,,-4.0,-4.0,,,,,-2.5,,-4.0,-4.0,-4.0,,-4.0,,,,,-4.0,,,False,,False,False,,,,,True,,True,True,False,,False,,,,,False,
30053,13,21.0,,19.0,,18.0,3.0,,,,,36.2,,16.3,16.8,35.0,,26.6,,,,,17.0,,8.0,,6.0,,5.0,-10.0,,,,,23.2,,3.3,3.8,22.0,,13.6,,,,,4.0,,,True,,True,False,,,,,False,,True,True,False,,False,,,,,True,
30055,8,6.0,,6.2,,4.0,0.0,,,,,15.7,,,0.7,5.0,,2.7,,,,,5.0,,-2.0,,-1.8,,-4.0,-8.0,,,,,7.7,,,-7.3,-3.0,,-5.3,,,,,-3.0,,,True,,False,False,,,,,False,,,False,False,,False,,,,,False,
30057,10,39.0,,39.9,,26.0,0.0,,,,,21.9,,16.0,25.1,37.0,,27.9,48.5,,,,27.0,,29.0,,29.9,,16.0,-10.0,,,,,11.9,,6.0,15.1,27.0,,17.9,38.5,,,,17.0,,,False,,True,True,,,,,True,,True,True,True,,True,False,,,,True,
30059,0,0.0,,0.6,,0.0,0.0,,,,,1.3,,0.1,0.0,0.0,,0.0,,,,,0.0,,0.0,,0.6,,0.0,0.0,,,,,1.3,,0.1,0.0,0.0,,0.0,,,,,0.0,,,False,,True,True,,,,,False,,False,False,True,,True,,,,,True,
30061,2,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,-2.0,,,-2.0,-2.0,,-2.0,,,,,,,,False,,False,False,,,,,False,,,True,False,,False,,,,,,
30063,108,216.0,202.8,216.7,,216.0,398.0,,,,,482.1,,86.8,129.4,192.0,,1311.1,348.2,,,,234.0,,108.0,94.8,108.7,,108.0,290.0,,,,,374.1,,-21.2,21.4,84.0,,1203.1,240.2,,,,126.0,,True,False,,False,False,,,,,False,,True,True,True,,False,False,,,,False,
30065,7,3.0,,2.9,,0.0,0.0,,,,,6.6,,0.2,0.6,0.0,,0.5,,,,,2.0,,-4.0,,-4.1,,-7.0,-7.0,,,,,-0.4,,-6.8,-6.4,-7.0,,-6.5,,,,,-5.0,,,False,,False,False,,,,,True,,False,False,False,,False,,,,,False,
30067,10,24.0,,17.8,,12.0,4.0,,,,,37.0,,12.2,8.4,20.0,,10.7,22.3,,,,12.0,,14.0,,7.8,,2.0,-6.0,,,,,27.0,,2.2,-1.6,10.0,,0.7,12.3,,,,2.0,,,True,,True,True,,,,,False,,True,True,True,,True,True,,,,True,
30069,0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,True,,True,True,,,,,True,,,True,True,,True,,,,,,
30071,82,84.0,,82.4,,49.0,31.0,,,,,91.8,,,26.9,,,0.0,,,,,94.0,,2.0,,0.4,,-33.0,-51.0,,,,,9.8,,,-55.1,,,-82.0,,,,,12.0,,,True,,False,False,,,,,False,,,False,,,False,,,,,False,
30073,5,6.0,,9.0,,3.0,0.0,,,,,6.3,,0.9,0.4,,,2.3,4.4,,,,6.0,,1.0,,4.0,,-2.0,-5.0,,,,,1.3,,-4.1,-4.6,,,-2.7,-0.6,,,,1.0,,,False,,False,False,,,,,False,,False,False,,,False,True,,,,False,
30075,1,0.0,,0.5,,0.0,0.0,,,,,3.8,,,0.1,0.0,,0.5,,,,,0.0,,-1.0,,-0.5,,-1.0,-1.0,,,,,2.8,,,-0.9,-1.0,,-0.5,,,,,-1.0,,,True,,False,False,,,,,False,,,True,False,,True,,,,,False,
30077,8,0.0,,0.0,,0.0,0.0,,,,,12.9,,,0.4,0.0,,2.0,,,,,0.0,,-8.0,,-8.0,,-8.0,-8.0,,,,,4.9,,,-7.6,-8.0,,-6.0,,,,,-8.0,,,True,,False,False,,,,,True,,,True,False,,True,,,,,False,
30079,0,3.0,,3.0,,1.0,0.0,,,,,4.6,,,0.2,0.0,,0.0,,,,,0.0,,3.0,,3.0,,1.0,0.0,,,,,4.6,,,0.2,0.0,,0.0,,,,,0.0,,,True,,True,True,,,,,False,,,True,True,,True,,,,,True,
30081,25,30.0,,25.5,,27.0,40.0,,,,,86.9,,36.6,25.4,41.0,,26.5,23.1,,,,51.0,,5.0,,0.5,,2.0,15.0,,,,,61.9,,11.6,0.4,16.0,,1.5,-1.9,,,,26.0,,,True,,True,False,,,,,False,,False,True,False,,True,True,,,,False,
30083,11,3.0,,2.0,,3.0,0.0,,,,,15.9,,14.6,1.2,,,5.0,13.1,,,,1.0,,-8.0,,-9.0,,-8.0,-11.0,,,,,4.9,,3.6,-9.8,,,-6.0,2.1,,,,-10.0,,,False,,False,False,,,,,True,,True,False,,,True,True,,,,False,
30085,17,12.0,,8.3,,3.0,0.0,,,,,6.1,,2.7,6.8,,,1.3,,,,,10.0,,-5.0,,-8.7,,-14.0,-17.0,,,,,-10.9,,-14.3,-10.2,,,-15.7,,,,,-7.0,,,False,,False,False,,,,,False,,False,False,,,False,,,,,False,
30087,199,33.0,,34.4,,11.0,8.0,,,,,12.8,,9.0,15.6,28.0,,2.1,,,,,46.0,,-166.0,,-164.6,,-188.0,-191.0,,,,,-186.2,,-190.0,-183.4,-171.0,,-196.8,,,,,-153.0,,,True,,False,False,,,,,False,,False,False,False,,False,,,,,True,
30089,22,0.0,,0.4,,0.0,0.0,,,,,12.6,,,0.5,0.0,,0.1,0.6,,,,0.0,,-22.0,,-21.6,,-22.0,-22.0,,,,,-9.4,,,-21.5,-22.0,,-21.9,-21.4,,,,-22.0,,,True,,False,False,,,,,True,,,True,False,,True,True,,,,False,
30091,0,6.0,,6.2,,6.0,0.0,,,,,13.2,,,0.4,0.0,,11.6,,,,,16.0,,6.0,,6.2,,6.0,0.0,,,,,13.2,,,0.4,0.0,,11.6,,,,,16.0,,,False,,False,True,,,,,False,,,True,True,,False,,,,,False,
30093,28,63.0,,63.8,,63.0,129.0,,,,,70.7,,30.5,57.3,57.0,,476.4,116.7,,,,57.0,,35.0,,35.8,,35.0,101.0,,,,,42.7,,2.5,29.3,29.0,,448.4,88.7,,,,29.0,,,False,,False,False,,,,,False,,True,True,True,,False,False,,,,True,
30095,13,12.0,,11.7,,8.0,0.0,,,,,15.9,,8.5,8.5,23.0,,76.8,,,,,17.0,,-1.0,,-1.3,,-5.0,-13.0,,,,,2.9,,-4.5,-4.5,10.0,,63.8,,,,,4.0,,,False,,False,False,,,,,False,,False,False,False,,False,,,,,False,
30097,8,3.0,,3.9,,3.0,0.0,,,,,13.6,,,0.2,0.0,,4.0,,,,,6.0,,-5.0,,-4.1,,-5.0,-8.0,,,,,5.6,,,-7.8,-8.0,,-4.0,,,,,-2.0,,,True,,False,False,,,,,False,,,False,False,,True,,,,,True,
30099,3,0.0,,0.2,,0.0,0.0,,,,,1.8,,,0.1,0.0,,0.0,,,,,0.0,,-3.0,,-2.8,,-3.0,-3.0,,,,,-1.2,,,-2.9,-3.0,,-3.0,,,,,-3.0,,,True,,False,False,,,,,True,,,True,False,,False,,,,,False,
30101,3,42.0,,41.2,,27.0,,,,,,0.0,,7.1,20.1,,,122.0,25.3,,,,74.0,,39.0,,38.2,,24.0,,,,,,-3.0,,4.1,17.1,,,119.0,22.3,,,,71.0,,,True,,True,,,,,,True,,True,True,,,False,True,,,,False,
30103,1,0.0,,0.0,,0.0,0.0,,,,,0.5,,,0.0,0.0,,0.0,,,,,0.0,,-1.0,,-1.0,,-1.0,-1.0,,,,,-0.5,,,-1.0,-1.0,,-1.0,,,,,-1.0,,,False,,False,False,,,,,True,,,True,False,,False,,,,,False,
30105,26,9.0,,9.8,,6.0,0.0,,,,,9.4,,,3.7,1.0,,13.2,,,,,5.0,,-17.0,,-16.2,,-20.0,-26.0,,,,,-16.6,,,-22.3,-25.0,,-12.8,,,,,-21.0,,,True,,False,False,,,,,True,,,False,False,,True,,,,,False,
30107,0,0.0,,0.6,,0.0,0.0,,,,,2.7,,0.1,0.0,0.0,,0.0,,,,,0.0,,0.0,,0.6,,0.0,0.0,,,,,2.7,,0.1,0.0,0.0,,0.0,,,,,0.0,,,False,,True,True,,,,,False,,False,False,True,,True,,,,,True,
30109,2,0.0,,0.4,,0.0,0.0,,,,,6.5,,,0.0,0.0,,2.0,,,,,11.0,,-2.0,,-1.6,,-2.0,-2.0,,,,,4.5,,,-2.0,-2.0,,-0.0,,,,,9.0,,,True,,False,False,,,,,False,,,True,False,,True,,,,,False,
30111,751,639.0,724.8,658.7,,599.0,1021.0,,,,,1181.5,,754.6,530.3,636.0,,548.4,474.6,458.0,,,586.0,,-112.0,-26.2,-92.3,,-152.0,270.0,,,,,430.5,,3.6,-220.7,-115.0,,-202.6,-276.4,-293.0,,,-165.0,,True,True,,False,False,,,,,False,,True,False,False,,False,False,False,,,False,
31001,48,39.0,,39.2,,38.0,65.0,,,,,76.5,,7.3,35.6,56.0,,51.3,29.8,,,,27.0,,-9.0,,-8.8,,-10.0,17.0,,,,,28.5,,-40.7,-12.4,8.0,,3.3,-18.2,,,,-21.0,,,True,,False,False,,,,,False,,False,False,True,,True,False,,,,False,
31003,7,3.0,,3.4,,0.0,0.0,,,,,10.5,,0.5,0.2,,,2.4,,,,,2.0,,-4.0,,-3.6,,-7.0,-7.0,,,,,3.5,,-6.5,-6.8,,,-4.6,,,,,-5.0,,,True,,False,False,,,,,True,,False,False,,,False,,,,,False,
31005,0,3.0,,3.2,,1.0,0.0,,,,,4.1,,,0.1,0.0,,0.0,,,,,0.0,,3.0,,3.2,,1.0,0.0,,,,,4.1,,,0.1,0.0,,0.0,,,,,0.0,,,False,,True,True,,,,,False,,,True,True,,True,,,,,True,
31007,1,3.0,,3.1,,2.0,0.0,,,,,3.0,,,0.1,0.0,,3.2,,,,,7.0,,2.0,,2.1,,1.0,-1.0,,,,,2.0,,,-0.9,-1.0,,2.2,,,,,6.0,,,False,,True,True,,,,,False,,,True,True,,False,,,,,False,
31009,0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,True,,True,True,,,,,True,,,True,True,,True,,,,,,
31011,14,3.0,,3.1,,0.0,0.0,,,,,0.9,,0.2,0.8,0.0,,6.1,1.6,,,,10.0,,-11.0,,-10.9,,-14.0,-14.0,,,,,-13.1,,-13.8,-13.2,-14.0,,-7.9,-12.4,,,,-4.0,,,True,,False,False,,,,,False,,False,False,False,,True,False,,,,True,
31013,11,3.0,,2.3,,0.0,0.0,,,,,3.6,,0.4,0.9,0.0,,1.2,,,,,9.0,,-8.0,,-8.7,,-11.0,-11.0,,,,,-7.4,,-10.6,-10.1,-11.0,,-9.8,,,,,-2.0,,,False,,False,False,,,,,True,,False,False,False,,False,,,,,True,
31015,6,9.0,,9.2,,3.0,0.0,,,,,9.9,,0.1,0.7,,,3.3,,,,,19.0,,3.0,,3.2,,-3.0,-6.0,,,,,3.9,,-5.9,-5.3,,,-2.7,,,,,13.0,,,False,,False,False,,,,,False,,False,False,,,True,,,,,False,
31017,3,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,-3.0,,-3.0,,-3.0,-3.0,,,,,-3.0,,,-3.0,-3.0,,-3.0,,,,,,,,False,,False,False,,,,,False,,,True,False,,False,,,,,,
31019,258,219.0,,217.0,,202.0,345.0,,,,,301.6,,116.9,177.8,,,3118.2,178.9,,,,179.0,,-39.0,,-41.0,,-56.0,87.0,,,,,43.6,,-141.1,-80.2,,,2860.2,-79.1,,,,-79.0,,,False,,False,False,,,,,False,,False,False,,,False,False,,,,False,
31021,33,27.0,,25.4,,18.0,0.0,,,,,21.5,,3.9,17.5,11.0,,34.1,18.5,,,,50.0,,-6.0,,-7.6,,-15.0,-33.0,,,,,-11.5,,-29.1,-15.5,-22.0,,1.1,-14.5,,,,17.0,,,False,,False,False,,,,,False,,False,False,False,,True,False,,,,False,
31023,34,12.0,,12.2,,5.0,0.0,,,,,15.7,,2.5,3.8,20.0,,247.8,6.8,,,,12.0,,-22.0,,-21.8,,-29.0,-34.0,,,,,-18.3,,-31.5,-30.2,-14.0,,213.8,-27.2,,,,-22.0,,,True,,False,False,,,,,True,,False,False,True,,False,False,,,,False,
31025,75,60.0,,60.5,,54.0,63.0,,,,,115.5,,24.6,50.1,48.0,,49.1,57.6,,,,48.0,,-15.0,,-14.5,,-21.0,-12.0,,,,,40.5,,-50.4,-24.9,-27.0,,-25.9,-17.4,,,,-27.0,,,True,,False,True,,,,,False,,False,False,False,,False,False,,,,False,
31027,23,3.0,,3.4,,0.0,0.0,,,,,6.4,,1.1,0.6,0.0,,1.6,2.3,,,,2.0,,-20.0,,-19.6,,-23.0,-23.0,,,,,-16.6,,-21.9,-22.4,-23.0,,-21.4,-20.7,,,,-21.0,,,True,,False,False,,,,,True,,False,False,False,,False,False,,,,False,
31029,5,0.0,,0.4,,0.0,0.0,,,,,10.5,,0.1,0.3,0.0,,0.3,0.3,,,,0.0,,-5.0,,-4.6,,-5.0,-5.0,,,,,5.5,,-4.9,-4.7,-5.0,,-4.7,-4.7,,,,-5.0,,,True,,False,False,,,,,False,,True,True,False,,True,True,,,,False,
31031,15,0.0,,0.0,,0.0,0.0,,,,,2.6,,0.1,0.2,0.0,,1.0,,,,,0.0,,-15.0,,-15.0,,-15.0,-15.0,,,,,-12.4,,-14.9,-14.8,-15.0,,-14.0,,,,,-15.0,,,False,,False,False,,,,,True,,True,True,False,,True,,,,,False,
31033,3,0.0,,1.3,,0.0,0.0,,,,,9.0,,1.1,0.3,0.0,,2.3,3.1,,,,0.0,,-3.0,,-1.7,,-3.0,-3.0,,,,,6.0,,-1.9,-2.7,-3.0,,-0.7,0.1,,,,-3.0,,,True,,False,False,,,,,False,,True,True,False,,True,True,,,,False,
31035,8,9.0,,9.8,,4.0,0.0,,,,,13.3,,2.6,1.3,,,7.4,6.0,,,,6.0,,1.0,,1.8,,-4.0,-8.0,,,,,5.3,,-5.4,-6.7,,,-0.6,-2.0,,,,-2.0,,,False,,False,False,,,,,False,,False,False,,,True,False,,,,False,
31037,21,27.0,,24.6,,18.0,0.0,,,,,24.5,,3.2,16.4,111.0,,21.3,22.2,,,,0.0,,6.0,,3.6,,-3.0,-21.0,,,,,3.5,,-17.8,-4.6,90.0,,0.3,1.2,,,,-21.0,,,True,,True,False,,,,,True,,False,True,False,,True,True,,,,False,
31039,14,30.0,,32.0,,21.0,42.0,,,,,40.1,,3.4,18.9,23.0,,8.6,23.4,,,,21.0,,16.0,,18.0,,7.0,28.0,,,,,26.1,,-10.6,4.9,9.0,,-5.4,9.4,,,,7.0,,,False,,True,False,,,,,False,,True,True,True,,True,True,,,,True,
31041,28,6.0,,6.4,,4.0,0.0,,,,,5.1,,2.7,6.4,1.0,,108.2,3.1,,,,6.0,,-22.0,,-21.6,,-24.0,-28.0,,,,,-22.9,,-25.3,-21.6,-27.0,,80.2,-24.9,,,,-22.0,,,True,,False,False,,,,,False,,False,True,False,,False,False,,,,False,
31043,69,69.0,,58.1,,56.0,0.0,,,,,44.8,,14.3,72.2,305.0,,53.9,97.6,,,,0.0,,0.0,,-10.9,,-13.0,-69.0,,,,,-24.2,,-54.7,3.2,236.0,,-15.1,28.6,,,,-69.0,,,False,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
31045,63,6.0,,5.9,,3.0,0.0,,,,,5.3,,0.4,2.4,0.0,,29.4,5.0,,,,4.0,,-57.0,,-57.1,,-60.0,-63.0,,,,,-57.7,,-62.6,-60.6,-63.0,,-33.6,-58.0,,,,-59.0,,,False,,False,False,,,,,False,,False,False,False,,True,False,,,,False,
31047,45,39.0,,41.5,,34.0,0.0,,,,,83.4,,9.7,40.8,148.0,,20.9,44.9,,,,13.0,,-6.0,,-3.5,,-11.0,-45.0,,,,,38.4,,-35.3,-4.2,103.0,,-24.1,-0.1,,,,-32.0,,,True,,False,False,,,,,False,,False,True,False,,False,True,,,,False,
31049,1,3.0,,2.2,,3.0,0.0,,,,,8.1,,,0.0,,,4.5,,,,,7.0,,2.0,,1.2,,2.0,-1.0,,,,,7.1,,,-1.0,,,3.5,,,,,6.0,,,True,,False,True,,,,,False,,,True,,,False,,,,,False,
31051,5,6.0,,3.2,,3.0,0.0,,,,,5.3,,4.9,1.2,,,0.1,4.3,,,,17.0,,1.0,,-1.8,,-2.0,-5.0,,,,,0.3,,-0.1,-3.8,,,-4.9,-0.7,,,,12.0,,,False,,False,False,,,,,True,,True,False,,,False,True,,,,False,
31053,105,123.0,,117.4,,95.0,223.0,,,,,62.1,,37.7,113.7,151.0,,28.1,78.7,,,,155.0,,18.0,,12.4,,-10.0,118.0,,,,,-42.9,,-67.3,8.7,46.0,,-76.9,-26.3,,,,50.0,,,True,,True,False,,,,,False,,False,True,False,,False,False,,,,False,
31055,2148,2550.0,3403.1,2567.7,2550.9,2373.0,2373.0,,,,,1698.1,,1333.7,1933.2,2382.0,,2136.8,2944.8,1607.0,,,1964.0,,402.0,1255.1,419.7,402.9,225.0,225.0,,,,,-449.9,,-814.3,-214.8,234.0,,-11.2,796.8,-541.0,,,-184.0,,False,False,False,True,True,,,,,False,,False,True,True,,True,False,False,,,True,
31057,7,0.0,,0.0,,0.0,0.0,,,,,5.1,,,0.0,,,0.9,,,,,0.0,,-7.0,,-7.0,,-7.0,-7.0,,,,,-1.9,,,-7.0,,,-6.1,,,,,-7.0,,,False,,False,False,,,,,True,,,True,,,True,,,,,False,
31059,7,3.0,,2.0,,2.0,0.0,,,,,10.9,,1.4,0.2,,,2.1,2.4,,,,6.0,,-4.0,,-5.0,,-5.0,-7.0,,,,,3.9,,-5.6,-6.8,,,-4.9,-4.6,,,,-1.0,,,False,,False,False,,,,,True,,False,False,,,False,False,,,,True,
31061,7,9.0,,8.6,,3.0,0.0,,,,,1.8,,0.2,1.4,5.0,,7.4,5.2,,,,13.0,,2.0,,1.6,,-4.0,-7.0,,,,,-5.2,,-6.8,-5.6,-2.0,,0.4,-1.8,,,,6.0,,,True,,False,False,,,,,False,,False,False,False,,True,True,,,,False,
31063,3,0.0,,0.1,,0.0,0.0,,,,,3.5,,0.0,0.1,0.0,,0.0,,,,,0.0,,-3.0,,-2.9,,-3.0,-3.0,,,,,0.5,,-3.0,-2.9,-3.0,,-3.0,,,,,-3.0,,,True,,False,False,,,,,True,,True,True,False,,False,,,,,False,
31065,11,0.0,,0.4,,0.0,0.0,,,,,5.2,,0.4,0.4,0.0,,0.1,,,,,0.0,,-11.0,,-10.6,,-11.0,-11.0,,,,,-5.8,,-10.6,-10.6,-11.0,,-10.9,,,,,-11.0,,,True,,False,False,,,,,True,,True,True,False,,True,,,,,False,
31067,41,24.0,,25.6,,21.0,29.0,,,,,61.0,,6.3,16.2,21.0,,17.9,24.7,,,,18.0,,-17.0,,-15.4,,-20.0,-12.0,,,,,20.0,,-34.7,-24.8,-20.0,,-23.1,-16.3,,,,-23.0,,,True,,False,True,,,,,False,,False,False,False,,False,True,,,,False,
31069,3,0.0,,0.0,,0.0,0.0,,,,,0.9,,0.1,0.0,0.0,,0.0,,,,,0.0,,-3.0,,-3.0,,-3.0,-3.0,,,,,-2.1,,-2.9,-3.0,-3.0,,-3.0,,,,,-3.0,,,False,,False,False,,,,,True,,True,True,False,,False,,,,,False,
31071,3,0.0,,0.0,,0.0,0.0,,,,,1.8,,0.0,0.0,0.0,,0.0,,,,,0.0,,-3.0,,-3.0,,-3.0,-3.0,,,,,-1.2,,-3.0,-3.0,-3.0,,-3.0,,,,,-3.0,,,True,,False,False,,,,,True,,True,True,False,,True,,,,,False,
31073,4,12.0,,12.1,,3.0,0.0,,,,,2.9,,0.6,2.0,0.0,,2.9,6.7,,,,10.0,,8.0,,8.1,,-1.0,-4.0,,,,,-1.1,,-3.4,-2.0,-4.0,,-1.1,2.7,,,,6.0,,,False,,True,True,,,,,True,,True,True,True,,True,True,,,,True,
31075,0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,True,,True,True,,,,,True,,,True,True,,True,,,,,,
31077,2,6.0,,6.3,,2.0,0.0,,,,,2.6,,0.2,0.5,,,2.7,3.8,,,,9.0,,4.0,,4.3,,0.0,-2.0,,,,,0.6,,-1.8,-1.5,,,0.7,1.8,,,,7.0,,,False,,True,True,,,,,True,,True,True,,,True,True,,,,False,
31079,98,99.0,1.6,105.2,,70.0,136.0,,,,,145.9,,25.2,69.4,280.0,,57.5,101.8,,,,61.0,,1.0,-96.4,7.2,,-28.0,38.0,,,,,47.9,,-72.8,-28.6,182.0,,-40.5,3.8,,,,-37.0,,False,False,,False,False,,,,,False,,False,False,False,,False,False,,,,False,
31081,9,12.0,,11.3,,12.0,17.0,,,,,24.3,,2.1,10.8,21.0,,18.5,23.5,,,,4.0,,3.0,,2.3,,3.0,8.0,,,,,15.3,,-6.9,1.8,12.0,,9.5,14.5,,,,-5.0,,,True,,False,False,,,,,False,,False,True,False,,False,False,,,,False,
31083,3,0.0,,0.0,,0.0,0.0,,,,,2.6,,0.0,0.0,0.0,,0.0,,,,,0.0,,-3.0,,-3.0,,-3.0,-3.0,,,,,-0.4,,-3.0,-3.0,-3.0,,-3.0,,,,,-3.0,,,False,,False,False,,,,,True,,True,True,False,,False,,,,,False,
31085,0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,True,,True,True,,,,,True,,,True,True,,True,,,,,,
31087,1,0.0,,0.0,,0.0,0.0,,,,,4.4,,0.0,0.3,0.0,,2.0,,,,,0.0,,-1.0,,-1.0,,-1.0,-1.0,,,,,3.4,,-1.0,-0.7,-1.0,,1.0,,,,,-1.0,,,False,,False,False,,,,,False,,True,True,False,,True,,,,,False,
31089,7,18.0,,18.9,,6.0,,,,,,9.5,,0.6,3.6,0.0,,6.5,12.0,,,,29.0,,11.0,,11.9,,-1.0,,,,,,2.5,,-6.4,-3.4,-7.0,,-0.5,5.0,,,,22.0,,,False,,True,,,,,,True,,True,True,True,,True,True,,,,False,
31091,0,0.0,,0.1,,0.0,0.0,,,,,2.1,,,0.0,0.0,,0.4,,,,,0.0,,0.0,,0.1,,0.0,0.0,,,,,2.1,,,0.0,0.0,,0.4,,,,,0.0,,,False,,True,True,,,,,False,,,False,True,,False,,,,,True,
31093,9,0.0,,2.0,,0.0,0.0,,,,,9.7,,2.4,0.6,11.0,,0.9,0.6,,,,0.0,,-9.0,,-7.0,,-9.0,-9.0,,,,,0.7,,-6.6,-8.4,2.0,,-8.1,-8.4,,,,-9.0,,,True,,False,False,,,,,True,,True,True,True,,True,True,,,,False,
31095,3,6.0,,5.9,,2.0,0.0,,,,,8.5,,1.6,3.3,,,2.1,,,,,6.0,,3.0,,2.9,,-1.0,-3.0,,,,,5.5,,-1.4,0.3,,,-0.9,,,,,3.0,,,True,,True,False,,,,,False,,True,True,,,True,,,,,False,
31097,10,6.0,,5.5,,0.0,0.0,,,,,4.9,,0.3,0.4,0.0,,2.1,,,,,9.0,,-4.0,,-4.5,,-10.0,-10.0,,,,,-5.1,,-9.7,-9.6,-10.0,,-7.9,,,,,-1.0,,,False,,False,False,,,,,False,,False,False,False,,False,,,,,True,
31099,57,66.0,,59.8,,43.0,77.0,,,,,19.3,,3.1,34.4,,,40.5,43.8,,,,65.0,,9.0,,2.8,,-14.0,20.0,,,,,-37.7,,-53.9,-22.6,,,-16.5,-13.2,,,,8.0,,,True,,False,False,,,,,False,,False,False,,,False,False,,,,True,
31101,29,12.0,,11.7,,3.0,0.0,,,,,13.8,,0.8,2.6,,,0.8,,,,,6.0,,-17.0,,-17.3,,-26.0,-29.0,,,,,-15.2,,-28.2,-26.4,,,-28.2,,,,,-23.0,,,False,,False,False,,,,,True,,False,False,,,False,,,,,False,
31103,1,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,-1.0,,-1.0,,-1.0,-1.0,,,,,-1.0,,,-1.0,-1.0,,-1.0,,,,,,,,False,,False,False,,,,,False,,,True,False,,False,,,,,,
31105,0,0.0,,1.8,,0.0,0.0,,,,,1.9,,0.3,0.2,0.0,,0.1,0.7,,,,0.0,,0.0,,1.8,,0.0,0.0,,,,,1.9,,0.3,0.2,0.0,,0.1,0.7,,,,0.0,,,False,,True,True,,,,,False,,False,False,True,,False,False,,,,True,
