,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
37081,5257,6465.0,,6447.4,7963.5,6365.0,6925.0,,,,,3781.9,,5539.7,,7453.9,6308.0,4304.8,5840.0,7175.0,,6940.0,5954.5,,,,7715.0,5017.0,6881.9,,,,,,5380.3,6318.0,,,11444.6,6237.8,1208.0,,1190.4,2706.5,1108.0,1668.0,,,,,-1475.1,,282.7,,2196.9,1051.0,-952.2,583.0,1918.0,,1683.0,697.5,,,,2458.0,-240.0,1624.9,,,,,,123.3,1061.0,,,6187.6,980.8,,True,False,True,False,,,,,False,,True,,False,True,True,True,False,,False,True,,,,False,True,False,,,,,,True,True,,,False,True
37083,841,771.0,,774.6,,668.0,625.0,,,,,480.4,,601.6,,,590.0,611.6,632.4,862.5,,903.0,569.1,,,,1065.0,630.0,1087.9,,,,,,547.2,,,,761.5,768.6,-70.0,,-66.4,,-173.0,-216.0,,,,,-360.6,,-239.4,,,-251.0,-229.4,-208.6,21.5,,62.0,-271.9,,,,224.0,-211.0,246.9,,,,,,-293.8,,,,-79.5,-72.4,,True,,False,False,,,,,False,,False,,,False,False,False,True,,True,False,,,,False,False,False,,,,,,False,,,,False,False
37085,1265,1434.0,,1356.8,,1282.0,865.0,,,,,914.6,,1263.3,,,1901.0,1087.5,1233.7,1373.5,,1651.0,1262.4,,,,1883.0,1269.0,1969.5,,,,,,1272.3,1335.0,,,1751.7,1341.1,169.0,,91.8,,17.0,-400.0,,,,,-350.4,,-1.7,,,636.0,-177.5,-31.3,108.5,,386.0,-2.6,,,,618.0,4.0,704.5,,,,,,7.3,70.0,,,486.7,76.1,,True,,True,False,,,,,False,,True,,,False,False,True,True,,False,True,,,,False,True,False,,,,,,True,True,,,False,True
37087,547,681.0,,676.6,,641.0,496.0,,,,,389.1,,549.7,,,916.0,341.5,606.2,722.5,,875.5,577.8,,,,937.0,550.0,933.7,,,,,,351.7,,,,740.8,896.7,134.0,,129.6,,94.0,-51.0,,,,,-157.9,,2.7,,,369.0,-205.5,59.2,175.5,,328.5,30.8,,,,390.0,3.0,386.7,,,,,,-195.3,,,,193.8,349.7,,True,,True,True,,,,,False,,True,,,False,False,True,False,,False,True,,,,False,True,False,,,,,,False,,,,False,False
37089,1123,1335.0,,1237.7,,1192.0,663.0,,,,,942.8,,1138.3,,,1871.0,1021.9,1171.9,1244.5,,1181.0,1125.6,,,,1731.0,1105.0,1591.9,,,,,,1327.7,,,,1675.8,1446.1,212.0,,114.7,,69.0,-460.0,,,,,-180.2,,15.3,,,748.0,-101.1,48.9,121.5,,58.0,2.6,,,,608.0,-18.0,468.9,,,,,,204.7,,,,552.8,323.1,,True,,True,False,,,,,True,,True,,,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,False
37091,161,300.0,,293.1,,258.0,228.0,,,,,200.0,,192.4,,,277.0,161.0,251.5,,,364.0,198.7,,,,340.0,249.0,350.4,,,,,,,,,,414.5,240.0,139.0,,132.1,,97.0,67.0,,,,,39.0,,31.4,,,116.0,0.0,90.5,,,203.0,37.7,,,,179.0,88.0,189.4,,,,,,,,,,253.5,79.0,,True,,True,True,,,,,True,,True,,,True,True,True,,,False,True,,,,False,True,False,,,,,,,,,,False,True
37093,448,570.0,,558.9,,502.0,388.0,,,,,394.9,,447.3,,,799.0,396.0,465.6,570.0,,576.5,460.5,,,,753.0,469.0,815.6,,,,,,432.7,,,,678.3,513.7,122.0,,110.9,,54.0,-60.0,,,,,-53.1,,-0.7,,,351.0,-52.0,17.6,122.0,,128.5,12.5,,,,305.0,21.0,367.6,,,,,,-15.3,,,,230.3,65.7,,True,,True,True,,,,,True,,True,,,False,True,True,False,,False,True,,,,False,True,False,,,,,,True,,,,False,True
37095,43,51.0,,61.1,,70.0,42.0,,,,,77.9,,51.6,,,75.0,109.9,67.1,,,1.0,55.7,,,,,59.0,124.8,,,,,,,,,,160.5,80.6,8.0,,18.1,,27.0,-1.0,,,,,34.9,,8.6,,,32.0,66.9,24.1,,,-42.0,12.7,,,,,16.0,81.8,,,,,,,,,,117.5,37.6,,False,,False,True,,,,,False,,False,,,False,False,False,,,False,False,,,,,False,False,,,,,,,,,,False,False
37097,2453,3465.0,,3392.1,,2977.0,3194.0,,,,,1664.8,,2434.1,,,2580.0,2194.5,2150.2,2580.5,,3640.0,2828.4,,,,3991.0,2594.0,3402.2,,,,,,3141.5,3114.0,,,3713.5,3114.8,1012.0,,939.1,,524.0,741.0,,,,,-788.2,,-18.9,,,127.0,-258.5,-302.8,127.5,,1187.0,375.4,,,,1538.0,141.0,949.2,,,,,,688.5,661.0,,,1260.5,661.8,,True,,True,True,,,,,True,,True,,,True,True,True,True,,False,True,,,,False,True,True,,,,,,True,True,,,False,True
37099,273,477.0,,516.4,,424.0,405.0,,,,,311.4,,368.1,,,589.0,171.9,324.2,426.5,,444.5,338.7,,,,516.0,380.0,624.0,,,,,,433.9,,,,571.0,522.1,204.0,,243.4,,151.0,132.0,,,,,38.4,,95.1,,,316.0,-101.1,51.2,153.5,,171.5,65.7,,,,243.0,107.0,351.0,,,,,,160.9,,,,298.0,249.1,,False,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,False
37101,2202,2376.0,,2128.8,,2016.0,1843.0,,,,,1820.2,,1938.4,,2243.9,3067.0,1746.5,1839.0,2770.5,,1869.5,1749.4,,,,2844.0,1920.0,3828.5,,,,,,1602.0,1788.0,,,2914.7,2365.8,174.0,,-73.2,,-186.0,-359.0,,,,,-381.8,,-263.6,,41.9,865.0,-455.5,-363.0,568.5,,-332.5,-452.6,,,,642.0,-282.0,1626.5,,,,,,-600.0,-414.0,,,712.7,163.8,,True,,False,False,,,,,False,,False,,True,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,False,True
37103,118,117.0,,120.1,,99.0,92.0,,,,,59.7,,84.3,,,133.0,147.8,77.8,,,72.0,98.8,,,,178.0,106.0,96.6,,,,,,,,,,136.3,83.4,-1.0,,2.1,,-19.0,-26.0,,,,,-58.3,,-33.7,,,15.0,29.8,-40.2,,,-46.0,-19.2,,,,60.0,-12.0,-21.4,,,,,,,,,,18.3,-34.6,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,,,,False,False
37105,586,852.0,,938.5,,727.0,664.0,,,,,552.9,,636.2,,817.9,871.0,452.2,660.1,875.5,,696.0,608.7,,,,1001.0,714.0,920.2,,,,,,614.1,,,,1136.1,846.5,266.0,,352.5,,141.0,78.0,,,,,-33.1,,50.2,,231.9,285.0,-133.8,74.1,289.5,,110.0,22.7,,,,415.0,128.0,334.2,,,,,,28.1,,,,550.1,260.5,,False,,True,True,,,,,True,,True,,True,False,True,True,False,,True,True,,,,False,True,False,,,,,,True,,,,False,True
37107,792,717.0,,700.1,,628.0,348.0,,,,,498.5,,621.0,,,887.0,515.6,558.3,838.0,,640.0,557.0,,,,1105.0,649.0,479.3,,,,,,652.8,,,,1127.4,802.0,-75.0,,-91.9,,-164.0,-444.0,,,,,-293.5,,-171.0,,,95.0,-276.4,-233.7,46.0,,-152.0,-235.0,,,,313.0,-143.0,-312.7,,,,,,-139.2,,,,335.4,10.0,,False,,False,False,,,,,False,,False,,,False,False,False,True,,False,False,,,,False,False,False,,,,,,False,,,,False,True
37109,1023,1551.0,,1559.3,,1460.0,760.0,,,,,840.3,,971.5,,,1482.0,952.5,1151.4,1535.0,,1635.5,1215.8,,,,1839.0,1253.0,1849.4,,,,,,1445.6,,,,2166.9,1583.2,528.0,,536.3,,437.0,-263.0,,,,,-182.7,,-51.5,,,459.0,-70.5,128.4,512.0,,612.5,192.8,,,,816.0,230.0,826.4,,,,,,422.6,,,,1143.9,560.2,,False,,True,True,,,,,True,,True,,,True,True,True,True,,False,True,,,,False,True,False,,,,,,True,,,,False,False
37111,493,654.0,,624.9,,544.0,377.0,,,,,460.5,,449.6,,,753.0,394.8,510.2,524.5,,798.5,545.0,,,,818.0,525.0,891.7,,,,,,368.7,,,,579.6,1024.4,161.0,,131.9,,51.0,-116.0,,,,,-32.5,,-43.4,,,260.0,-98.2,17.2,31.5,,305.5,52.0,,,,325.0,32.0,398.7,,,,,,-124.3,,,,86.6,531.4,,True,,True,True,,,,,True,,True,,,False,True,True,True,,False,True,,,,False,True,False,,,,,,True,,,,True,False
37113,385,408.0,,448.1,,383.0,148.0,,,,,252.0,,290.7,,,414.0,234.4,428.2,394.0,,564.0,368.7,,,,587.0,370.0,474.1,,,,,,,,,,598.2,628.1,23.0,,63.1,,-2.0,-237.0,,,,,-133.0,,-94.3,,,29.0,-150.6,43.2,9.0,,179.0,-16.3,,,,202.0,-15.0,89.1,,,,,,,,,,213.2,243.1,,False,,True,False,,,,,False,,False,,,False,False,False,True,,False,True,,,,False,True,False,,,,,,,,,,False,False
37115,181,180.0,,202.0,,191.0,68.0,,,,,110.9,,153.9,,,289.0,167.8,149.0,,,213.0,206.2,,,,244.0,159.0,434.4,,,,,,,,,,239.0,183.5,-1.0,,21.0,,10.0,-113.0,,,,,-70.1,,-27.1,,,108.0,-13.2,-32.0,,,32.0,25.2,,,,63.0,-22.0,253.4,,,,,,,,,,58.0,2.5,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,,,,False,False
37117,185,300.0,,280.4,,244.0,182.0,,,,,208.1,,194.6,,,298.0,68.2,210.2,,,272.0,175.2,,,,200.0,240.0,279.6,,,,,,,,,,462.2,391.3,115.0,,95.4,,59.0,-3.0,,,,,23.1,,9.6,,,113.0,-116.8,25.2,,,87.0,-9.8,,,,15.0,55.0,94.6,,,,,,,,,,277.2,206.3,,True,,True,True,,,,,True,,True,,,True,False,True,,,True,True,,,,True,True,True,,,,,,,,,,False,False
37119,11304,14910.0,,14877.4,12290.4,14838.0,23364.0,,,,,9971.4,,13393.7,,15961.6,16351.0,9340.8,13086.3,15386.0,,16734.0,13414.9,,,,18039.0,12080.0,17425.3,,,,,,14226.8,12338.0,,,30799.6,14790.2,3606.0,,3573.4,986.4,3534.0,12060.0,,,,,-1332.6,,2089.7,,4657.6,5047.0,-1963.2,1782.3,4082.0,,5430.0,2110.9,,,,6735.0,776.0,6121.3,,,,,,2922.8,1034.0,,,19495.6,3486.2,,True,True,True,False,,,,,True,,True,,False,False,True,True,False,,False,True,,,,False,True,False,,,,,,True,True,,,False,True
37121,215,51.0,,60.7,,76.0,23.0,,,,,79.5,,73.4,,,197.0,33.1,58.9,,,96.0,65.8,,,,58.0,74.0,204.3,,,,,,,,,,86.1,164.9,-164.0,,-154.3,,-139.0,-192.0,,,,,-135.5,,-141.6,,,-18.0,-181.9,-156.1,,,-119.0,-149.2,,,,-157.0,-141.0,-10.7,,,,,,,,,,-128.9,-50.1,,True,,True,False,,,,,True,,True,,,True,False,True,,,True,True,,,,True,True,True,,,,,,,,,,True,True
37123,325,474.0,,461.6,,395.0,351.0,,,,,331.0,,312.4,,,440.0,227.5,326.1,,,469.0,350.5,,,,650.0,377.0,403.3,,,,,,227.0,,,,562.4,503.0,149.0,,136.6,,70.0,26.0,,,,,6.0,,-12.6,,,115.0,-97.5,1.1,,,144.0,25.5,,,,325.0,52.0,78.3,,,,,,-98.0,,,,237.4,178.0,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,True,,,,False,False
37125,956,1479.0,,1486.1,,1312.0,1372.0,,,,,854.5,,1105.9,,1411.8,1455.0,731.3,1149.7,1211.0,,1251.0,984.8,,,,1834.0,1226.0,1560.9,,,,,,1173.2,,,,1807.1,1477.7,523.0,,530.1,,356.0,416.0,,,,,-101.5,,149.9,,455.8,499.0,-224.7,193.7,255.0,,295.0,28.8,,,,878.0,270.0,604.9,,,,,,217.2,,,,851.1,521.7,,False,,True,True,,,,,True,,True,,True,True,True,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,True
37127,1613,1440.0,,1458.5,,1299.0,1927.0,,,,,819.4,,1129.4,,,1365.0,629.5,869.8,1095.0,,1382.0,991.7,,,,1645.0,1132.0,1389.0,,,,,,1248.7,,,,1691.7,1388.8,-173.0,,-154.5,,-314.0,314.0,,,,,-793.6,,-483.6,,,-248.0,-983.5,-743.2,-518.0,,-231.0,-621.3,,,,32.0,-481.0,-224.0,,,,,,-364.3,,,,78.7,-224.2,,True,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,,True,False,False,,,,,,False,,,,True,False
37129,2434,4179.0,,4168.0,,2929.0,6673.0,,,,,1547.5,,2376.5,,,3081.0,2499.8,2310.4,2763.5,,2000.0,2608.0,,,,2479.0,3061.0,3139.7,,,,,,2988.6,6016.0,,,4457.3,3529.2,1745.0,,1734.0,,495.0,4239.0,,,,,-886.5,,-57.5,,,647.0,65.8,-123.6,329.5,,-434.0,174.0,,,,45.0,627.0,705.7,,,,,,554.6,3582.0,,,2023.3,1095.2,,True,,True,False,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,True,True,,,,,,True,False,,,False,True
37131,219,291.0,,298.1,,230.0,213.0,,,,,142.3,,213.8,,,183.0,224.9,241.4,,,472.0,233.5,,,,451.0,221.0,280.4,,,,,,,,,,346.9,278.8,72.0,,79.1,,11.0,-6.0,,,,,-76.7,,-5.2,,,-36.0,5.9,22.4,,,253.0,14.5,,,,232.0,2.0,61.4,,,,,,,,,,127.9,59.8,,False,,True,True,,,,,False,,True,,,True,True,True,,,False,True,,,,False,True,True,,,,,,,,,,False,True
37133,2056,2508.0,,2665.8,,2026.0,3137.0,,,,,1472.5,,2273.2,,,3047.0,1162.5,1871.2,2158.0,,1968.5,1874.2,,,,3112.0,2050.0,2877.2,,,,,,2144.0,2057.0,,,2936.8,2005.9,452.0,,609.8,,-30.0,1081.0,,,,,-583.5,,217.2,,,991.0,-893.5,-184.8,102.0,,-87.5,-181.8,,,,1056.0,-6.0,821.2,,,,,,88.0,1.0,,,880.8,-50.1,,False,,True,False,,,,,False,,True,,,False,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,False,True
37135,1026,954.0,,955.0,,929.0,616.0,,,,,714.6,,842.1,,1059.0,1755.0,567.1,977.5,1121.0,,790.5,847.9,,,,1196.0,709.0,1358.5,,,,,,850.3,1324.0,,,1117.7,1311.9,-72.0,,-71.0,,-97.0,-410.0,,,,,-311.4,,-183.9,,33.0,729.0,-458.9,-48.5,95.0,,-235.5,-178.1,,,,170.0,-317.0,332.5,,,,,,-175.7,298.0,,,91.7,285.9,,True,,False,False,,,,,False,,False,,True,False,False,True,False,,False,False,,,,False,False,False,,,,,,False,False,,,False,False
37137,168,147.0,,153.2,,121.0,109.0,,,,,73.9,,110.6,,,149.0,80.3,105.4,,,178.5,119.9,,,,210.0,122.0,81.4,,,,,,,,,,178.4,149.3,-21.0,,-14.8,,-47.0,-59.0,,,,,-94.1,,-57.4,,,-19.0,-87.7,-62.6,,,10.5,-48.1,,,,42.0,-46.0,-86.6,,,,,,,,,,10.4,-18.7,,True,,False,False,,,,,False,,False,,,True,False,False,,,True,False,,,,False,False,False,,,,,,,,,,True,True
37139,399,507.0,,477.6,,450.0,249.0,,,,,336.9,,445.2,,,434.0,408.2,447.8,519.0,,624.0,451.9,,,,721.0,403.0,595.5,,,,,,475.3,,,,695.9,,108.0,,78.6,,51.0,-150.0,,,,,-62.1,,46.2,,,35.0,9.2,48.8,120.0,,225.0,52.9,,,,322.0,4.0,196.5,,,,,,76.3,,,,296.9,,,True,,True,False,,,,,True,,True,,,True,True,True,False,,False,True,,,,False,True,False,,,,,,True,,,,False,
37141,508,1233.0,,1200.1,,903.0,843.0,,,,,470.6,,763.3,,,846.0,627.9,885.3,987.5,,955.0,792.5,,,,1682.0,921.0,1124.8,,,,,,978.5,,,,1553.1,1167.7,725.0,,692.1,,395.0,335.0,,,,,-37.4,,255.3,,,338.0,119.9,377.3,479.5,,447.0,284.5,,,,1174.0,413.0,616.8,,,,,,470.5,,,,1045.1,659.7,,True,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
37143,130,93.0,,89.0,,103.0,35.0,,,,,87.2,,98.4,,,133.0,80.7,82.9,,,168.0,103.6,,,,133.0,100.0,112.8,,,,,,,,,,127.3,137.1,-37.0,,-41.0,,-27.0,-95.0,,,,,-42.8,,-31.6,,,3.0,-49.3,-47.1,,,38.0,-26.4,,,,3.0,-30.0,-17.2,,,,,,,,,,-2.7,7.1,,False,,True,False,,,,,False,,True,,,True,False,False,,,False,True,,,,True,True,True,,,,,,,,,,True,True
37145,461,570.0,,566.4,,448.0,389.0,,,,,296.0,,466.0,,,482.0,345.6,445.1,635.5,,562.0,401.8,,,,658.0,419.0,513.4,,,,,,468.3,,,,787.7,473.7,109.0,,105.4,,-13.0,-72.0,,,,,-165.0,,5.0,,,21.0,-115.4,-15.9,174.5,,101.0,-59.2,,,,197.0,-42.0,52.4,,,,,,7.3,,,,326.7,12.7,,True,,True,True,,,,,False,,True,,,True,False,True,False,,True,True,,,,False,True,True,,,,,,True,,,,False,True
37147,2036,2349.0,,2181.2,,2030.0,3365.0,,,,,1763.5,,1823.8,,,2527.0,1051.2,1603.8,2199.5,,2114.0,1869.8,,,,2733.0,2009.0,2006.2,,,,,,2026.0,2169.0,,,2533.6,2707.2,313.0,,145.2,,-6.0,1329.0,,,,,-272.5,,-212.2,,,491.0,-984.8,-432.2,163.5,,78.0,-166.2,,,,697.0,-27.0,-29.8,,,,,,-10.0,133.0,,,497.6,671.2,,True,,True,False,,,,,True,,True,,,False,False,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,False,False
37149,172,225.0,,218.1,,210.0,76.0,,,,,134.1,,164.0,,,360.0,163.4,212.5,,,239.0,191.4,,,,364.0,190.0,337.9,,,,,,,,,,264.4,299.3,53.0,,46.1,,38.0,-96.0,,,,,-37.9,,-8.0,,,188.0,-8.6,40.5,,,67.0,19.4,,,,192.0,18.0,165.9,,,,,,,,,,92.4,127.3,,True,,True,False,,,,,True,,True,,,False,True,True,,,False,True,,,,False,True,False,,,,,,,,,,False,False
37151,1814,2271.0,,2332.0,,1961.0,1940.0,,,,,1245.4,,1717.4,,,2169.0,1330.6,1455.8,1959.0,,2130.0,1615.8,,,,2651.0,1736.0,2373.6,,,,,,1335.1,1998.0,,,2369.1,2389.9,457.0,,518.0,,147.0,126.0,,,,,-568.6,,-96.6,,,355.0,-483.4,-358.2,145.0,,316.0,-198.2,,,,837.0,-78.0,559.6,,,,,,-478.9,184.0,,,555.1,575.9,,False,,True,True,,,,,False,,True,,,True,False,True,True,,True,True,,,,False,True,False,,,,,,False,True,,,False,False
37153,542,648.0,,615.2,,500.0,659.0,,,,,391.8,,430.9,,,666.0,325.5,422.6,631.5,,366.5,453.6,,,,820.0,545.0,612.1,,,,,,504.8,,,,805.6,467.4,106.0,,73.2,,-42.0,117.0,,,,,-150.2,,-111.1,,,124.0,-216.5,-119.4,89.5,,-175.5,-88.4,,,,278.0,3.0,70.1,,,,,,-37.2,,,,263.6,-74.6,,True,,True,False,,,,,False,,False,,,False,False,False,True,,False,True,,,,False,True,True,,,,,,True,,,,False,True
37155,1412,2247.0,,2277.6,,1875.0,1535.0,,,,,1467.9,,1726.7,,,1971.0,1225.6,1821.5,2119.0,,2421.0,1705.4,,,,2698.0,1802.0,2600.6,,,,,,1240.2,2795.0,,,2295.7,2293.4,835.0,,865.6,,463.0,123.0,,,,,55.9,,314.7,,,559.0,-186.4,409.5,707.0,,1009.0,293.4,,,,1286.0,390.0,1188.6,,,,,,-171.8,1383.0,,,883.7,881.4,,False,,True,True,,,,,True,,True,,,True,True,True,True,,False,True,,,,False,True,False,,,,,,True,False,,,False,False
37157,617,981.0,,936.7,,891.0,424.0,,,,,672.7,,897.3,,,1054.0,850.6,832.6,1148.5,,1256.5,873.7,,,,1474.0,896.0,851.8,,,,,,787.6,,,,1494.3,1013.1,364.0,,319.7,,274.0,-193.0,,,,,55.7,,280.3,,,437.0,233.6,215.6,531.5,,639.5,256.7,,,,857.0,279.0,234.8,,,,,,170.6,,,,877.3,396.1,,True,,True,True,,,,,True,,True,,,False,True,True,False,,False,True,,,,False,True,True,,,,,,True,,,,False,False
37159,1986,2076.0,,1993.3,,1877.0,950.0,,,,,1463.0,,1611.1,,,2201.0,1573.0,1699.7,2046.0,,1991.0,1714.7,,,,2479.0,1850.0,2556.6,,,,,,1917.5,1636.0,,,2706.0,2614.2,90.0,,7.3,,-109.0,-1036.0,,,,,-523.0,,-374.9,,,215.0,-413.0,-286.3,60.0,,5.0,-271.3,,,,493.0,-136.0,570.6,,,,,,-68.5,-350.0,,,720.0,628.2,,True,,False,False,,,,,False,,False,,,False,False,False,True,,True,False,,,,False,False,False,,,,,,True,False,,,False,False
37161,589,1098.0,,1134.5,,966.0,763.0,,,,,776.1,,787.6,,,1265.0,755.0,747.7,999.0,,731.0,761.3,,,,1128.0,857.0,1174.3,,,,,,1458.6,,,,1358.1,1187.7,509.0,,545.5,,377.0,174.0,,,,,187.1,,198.6,,,676.0,166.0,158.7,410.0,,142.0,172.3,,,,539.0,268.0,585.3,,,,,,869.6,,,,769.1,598.7,,False,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,False,True,False,,,,,,False,,,,False,False
37163,515,606.0,,640.0,,660.0,597.0,,,,,606.8,,498.5,,,1179.0,664.1,573.8,759.5,,714.0,513.5,,,,834.0,653.0,744.8,,,,,,527.5,,,,773.1,602.2,91.0,,125.0,,145.0,82.0,,,,,91.8,,-16.5,,,664.0,149.1,58.8,244.5,,199.0,-1.5,,,,319.0,138.0,229.8,,,,,,12.5,,,,258.1,87.2,,False,,False,True,,,,,False,,True,,,False,False,True,False,,False,True,,,,False,False,False,,,,,,True,,,,False,True
37165,259,399.0,,392.7,,368.0,211.0,,,,,343.0,,315.8,,,455.0,240.5,317.2,448.0,,261.0,280.5,,,,485.0,360.0,495.7,,,,,,325.5,,,,524.5,454.0,140.0,,133.7,,109.0,-48.0,,,,,84.0,,56.8,,,196.0,-18.5,58.2,189.0,,2.0,21.5,,,,226.0,101.0,236.7,,,,,,66.5,,,,265.5,195.0,,True,,True,True,,,,,True,,True,,,False,True,True,False,,True,True,,,,False,True,False,,,,,,True,,,,False,False
37167,688,1020.0,,1110.8,,870.0,772.0,,,,,728.2,,684.8,,,1056.0,570.4,810.3,891.0,,886.0,755.8,,,,1300.0,843.0,1386.5,,,,,,700.7,,,,1434.4,1045.5,332.0,,422.8,,182.0,84.0,,,,,40.2,,-3.2,,,368.0,-117.6,122.3,203.0,,198.0,67.8,,,,612.0,155.0,698.5,,,,,,12.7,,,,746.4,357.5,,False,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,False
37169,573,762.0,,810.2,,629.0,713.0,,,,,354.0,,503.3,,,583.0,472.5,482.0,691.0,,761.0,502.5,,,,873.0,556.0,578.2,,,,,,797.8,,,,892.0,672.2,189.0,,237.2,,56.0,140.0,,,,,-219.0,,-69.7,,,10.0,-100.5,-91.0,118.0,,188.0,-70.5,,,,300.0,-17.0,5.2,,,,,,224.8,,,,319.0,99.2,,False,,True,True,,,,,False,,True,,,True,True,True,True,,True,True,,,,False,True,True,,,,,,False,,,,False,True
37171,1034,1215.0,,1206.0,,987.0,1017.0,,,,,650.6,,829.3,,,974.0,746.8,814.6,1110.0,,1366.5,868.2,,,,1466.0,999.0,1265.6,,,,,,608.4,,,,1478.0,998.7,181.0,,172.0,,-47.0,-17.0,,,,,-383.4,,-204.7,,,-60.0,-287.2,-219.4,76.0,,332.5,-165.8,,,,432.0,-35.0,231.6,,,,,,-425.6,,,,444.0,-35.3,,True,,True,True,,,,,False,,False,,,True,False,False,True,,False,True,,,,False,True,False,,,,,,False,,,,False,True
37173,105,246.0,,253.6,,183.0,172.0,,,,,131.9,,146.6,,,164.0,165.0,184.5,,,242.0,170.6,,,,325.0,177.0,195.5,,,,,,,,,,400.2,273.5,141.0,,148.6,,78.0,67.0,,,,,26.9,,41.6,,,59.0,60.0,79.5,,,137.0,65.6,,,,220.0,72.0,90.5,,,,,,,,,,295.2,168.5,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,,,,False,False
