,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
29131,250,456.0,143.0,,,,,407.0,178.6,338.7,315.0,0.0,,,,,206.0,-107.0,,,,,157.0,-71.4,88.7,65.0,-250.0,,,,,True,,,,,True,True,True,True,False,,,,
29133,105,204.0,37.0,,,,,338.0,126.4,112.8,86.0,0.0,,,,,99.0,-68.0,,,,,233.0,21.4,7.8,-19.0,-105.0,,,,,True,,,,,False,True,True,True,False,,,,
29135,157,372.0,271.0,,,,,311.0,304.6,166.1,351.0,0.1,,,,,215.0,114.0,,,,,154.0,147.6,9.1,194.0,-156.9,,,,,True,,,,,True,True,True,True,True,,,,
29137,59,174.0,44.0,,,,,128.0,200.8,85.1,180.0,0.0,,,,,115.0,-15.0,,,,,69.0,141.8,26.1,121.0,-59.0,,,,,True,,,,,True,False,True,False,True,,,,
29139,59,186.0,42.0,,,,,146.0,134.6,109.4,145.0,0.0,,,,,127.0,-17.0,,,,,87.0,75.6,50.4,86.0,-59.0,,,,,True,,,,,True,True,True,True,True,,,,
29141,150,342.0,35.0,,,,,279.0,185.5,243.6,216.0,0.0,,,,,192.0,-115.0,,,,,129.0,35.5,93.6,66.0,-150.0,,,,,True,,,,,True,True,True,True,True,,,,
29143,141,348.0,8.0,,,,,395.0,317.0,188.9,336.0,0.0,,,,,207.0,-133.0,,,,,254.0,176.0,47.9,195.0,-141.0,,,,,True,,,,,False,True,True,True,True,,,,
29145,510,918.0,1359.0,,,,,1912.0,823.5,606.8,1535.0,0.0,,650.8,,,408.0,849.0,,,,,1402.0,313.5,96.8,1025.0,-510.0,,140.8,,,False,,,,,False,True,True,False,False,,True,,
29147,246,0.0,18.0,,,,,467.0,4.0,172.2,331.0,0.0,,,,,-246.0,-228.0,,,,,221.0,-242.0,-73.8,85.0,-246.0,,,,,True,,,,,True,True,True,True,False,,,,
29149,124,180.0,34.0,,,,,296.0,163.6,100.2,145.0,0.0,,,,,56.0,-90.0,,,,,172.0,39.6,-23.8,21.0,-124.0,,,,,False,,,,,False,True,True,True,False,,,,
29151,178,354.0,317.0,,,,,243.0,318.3,182.5,292.0,0.0,,,,,176.0,139.0,,,,,65.0,140.3,4.5,114.0,-178.0,,,,,True,,,,,True,True,True,True,False,,,,
29153,157,132.0,46.0,,,,,186.0,401.5,90.4,129.0,0.0,,,,,-25.0,-111.0,,,,,29.0,244.5,-66.6,-28.0,-157.0,,,,,False,,,,,False,False,False,False,False,,,,
29155,117,174.0,34.0,,,,,548.0,90.4,152.7,93.0,0.0,,,,,57.0,-83.0,,,,,431.0,-26.6,35.7,-24.0,-117.0,,,,,False,,,,,False,True,True,True,False,,,,
29157,153,306.0,202.0,,,,,401.0,165.4,157.2,219.5,0.0,,,,,153.0,49.0,,,,,248.0,12.4,4.2,66.5,-153.0,,,,,True,,,,,False,True,True,True,True,,,,
29159,626,1356.0,3147.0,,,,,1054.0,1258.5,673.9,718.5,0.0,,1367.1,,,730.0,2521.0,,,,,428.0,632.5,47.9,92.5,-626.0,,741.1,,,False,,,,,True,True,True,True,True,,False,,
29161,412,888.0,631.0,,,,,666.0,650.8,470.3,717.0,0.0,,,,,476.0,219.0,,,,,254.0,238.8,58.3,305.0,-412.0,,,,,True,,,,,True,True,True,True,True,,,,
29163,184,312.0,99.0,,,,,283.0,160.5,195.4,238.0,0.0,,,,,128.0,-85.0,,,,,99.0,-23.5,11.4,54.0,-184.0,,,,,True,,,,,True,True,True,True,False,,,,
29165,561,1188.0,2246.0,,,,,1622.0,2216.5,1085.3,970.5,124.4,,1546.1,,,627.0,1685.0,,,,,1061.0,1655.5,524.3,409.5,-436.6,,985.1,,,False,,,,,False,False,True,True,True,,False,,
29167,278,546.0,1780.0,,,,,453.0,370.3,343.2,305.5,0.0,,,,,268.0,1502.0,,,,,175.0,92.3,65.2,27.5,-278.0,,,,,False,,,,,True,True,True,True,False,,,,
29169,378,510.0,83.0,,,,,791.0,142.9,627.4,163.0,0.0,,796.7,,,132.0,-295.0,,,,,413.0,-235.1,249.4,-215.0,-378.0,,418.7,,,False,,,,,False,False,False,False,False,,False,,
29171,22,36.0,0.0,,,,,83.0,11.3,18.4,9.0,0.0,,,,,14.0,-22.0,,,,,61.0,-10.7,-3.6,-13.0,-22.0,,,,,False,,,,,False,True,True,True,False,,,,
29173,83,246.0,278.0,,,,,163.0,176.1,98.6,219.0,0.0,,,,,163.0,195.0,,,,,80.0,93.1,15.6,136.0,-83.0,,,,,False,,,,,True,True,True,True,True,,,,
29175,189,330.0,63.0,,,,,504.0,196.5,210.5,227.0,0.0,,,,,141.0,-126.0,,,,,315.0,7.5,21.5,38.0,-189.0,,,,,True,,,,,False,True,True,True,False,,,,
29177,302,528.0,251.0,,,,,512.0,275.1,330.2,442.0,0.0,,,,,226.0,-51.0,,,,,210.0,-26.9,28.2,140.0,-302.0,,,,,True,,,,,True,True,True,True,False,,,,
29179,36,30.0,3.0,,,,,124.0,26.9,20.7,27.0,0.0,,,,,-6.0,-33.0,,,,,88.0,-9.1,-15.3,-9.0,-36.0,,,,,False,,,,,False,False,False,False,False,,,,
29181,163,174.0,26.0,,,,,290.0,300.0,106.8,170.0,0.0,,,,,11.0,-137.0,,,,,127.0,137.0,-56.2,7.0,-163.0,,,,,False,,,,,False,False,False,True,False,,,,
29183,4836,6936.0,21077.0,,,,,6332.0,3268.4,5617.7,5078.5,8.8,,4780.4,2749.0,,2100.0,16241.0,,,,,1496.0,-1567.6,781.7,242.5,-4827.2,,-55.6,-2087.0,,False,,,,,True,True,True,True,False,,True,True,
29185,107,210.0,141.0,,,,,183.0,337.2,76.0,178.0,0.0,,,,,103.0,34.0,,,,,76.0,230.2,-31.0,71.0,-107.0,,,,,True,,,,,True,False,True,True,False,,,,
29186,156,366.0,178.0,,,,,389.0,167.2,189.9,278.0,0.0,,,,,210.0,22.0,,,,,233.0,11.2,33.9,122.0,-156.0,,,,,True,,,,,False,True,True,True,True,,,,
29187,856,2016.0,1878.0,,,,,1348.0,1378.8,1360.5,1793.0,0.0,,1458.7,,,1160.0,1022.0,,,,,492.0,522.8,504.5,937.0,-856.0,,602.7,,,True,,,,,True,True,True,True,True,,True,,
29189,15972,21354.0,66510.0,,,,,13687.0,14940.9,14228.2,22326.5,2.6,,17291.4,10403.0,,5382.0,50538.0,,,,,-2285.0,-1031.1,-1743.8,6354.5,-15969.4,,1319.4,-5569.0,,False,,,,,True,True,True,False,False,,True,False,
29195,347,570.0,593.0,,,,,533.0,227.2,375.4,567.5,0.0,,,,,223.0,246.0,,,,,186.0,-119.8,28.4,220.5,-347.0,,,,,False,,,,,True,True,True,True,False,,,,
29197,59,84.0,0.0,,,,,85.0,42.7,51.0,86.0,0.0,,,,,25.0,-59.0,,,,,26.0,-16.3,-8.0,27.0,-59.0,,,,,False,,,,,False,True,True,False,False,,,,
29199,19,36.0,0.0,,,,,82.0,7.9,26.7,11.0,0.0,,,,,17.0,-19.0,,,,,63.0,-11.1,7.7,-8.0,-19.0,,,,,False,,,,,False,True,True,True,False,,,,
29201,397,582.0,1317.0,,,,,976.0,312.4,428.0,423.0,0.0,,765.5,,,185.0,920.0,,,,,579.0,-84.6,31.0,26.0,-397.0,,368.5,,,False,,,,,False,True,True,True,False,,False,,
29203,65,30.0,8.0,,,,,127.0,9.3,35.1,6.0,0.0,,,,,-35.0,-57.0,,,,,62.0,-55.7,-29.9,-59.0,-65.0,,,,,False,,,,,False,False,True,False,False,,,,
29205,49,96.0,8.0,,,,,95.0,94.5,36.4,22.0,0.0,,,,,47.0,-41.0,,,,,46.0,45.5,-12.6,-27.0,-49.0,,,,,True,,,,,True,True,True,True,False,,,,
29207,254,288.0,42.0,,,,,773.0,201.8,214.6,174.0,0.0,,,,,34.0,-212.0,,,,,519.0,-52.2,-39.4,-80.0,-254.0,,,,,False,,,,,False,False,False,False,False,,,,
29209,343,558.0,1010.0,,,,,658.0,315.7,374.6,303.0,0.0,,,,,215.0,667.0,,,,,315.0,-27.3,31.6,-40.0,-343.0,,,,,False,,,,,False,True,True,True,False,,,,
29211,81,102.0,23.0,,,,,158.0,27.0,82.2,88.0,0.0,,,,,21.0,-58.0,,,,,77.0,-54.0,1.2,7.0,-81.0,,,,,False,,,,,False,False,True,True,False,,,,
29213,679,1032.0,3142.0,,,,,1142.0,726.9,526.1,428.5,0.0,,596.6,,,353.0,2463.0,,,,,463.0,47.9,-152.9,-250.5,-679.0,,-82.4,,,False,,,,,False,True,True,True,False,,True,,
29215,156,492.0,177.0,,,,,499.0,288.2,325.9,304.0,0.0,,,,,336.0,21.0,,,,,343.0,132.2,169.9,148.0,-156.0,,,,,True,,,,,False,True,True,True,True,,,,
29217,245,1122.0,2315.0,,,,,485.0,3037.3,424.4,769.5,49.6,,,,,877.0,2070.0,,,,,240.0,2792.3,179.4,524.5,-195.4,,,,,False,,,,,True,False,True,True,True,,,,
29219,377,558.0,481.0,,,,,459.0,352.7,403.9,547.5,0.2,,,,,181.0,104.0,,,,,82.0,-24.3,26.9,170.5,-376.8,,,,,True,,,,,True,True,True,True,False,,,,
29221,294,522.0,59.0,,,,,479.0,536.1,263.9,513.0,0.0,,,,,228.0,-235.0,,,,,185.0,242.1,-30.1,219.0,-294.0,,,,,False,,,,,True,False,True,True,False,,,,
29223,134,192.0,40.0,,,,,249.0,94.9,141.6,143.0,0.0,,,,,58.0,-94.0,,,,,115.0,-39.1,7.6,9.0,-134.0,,,,,False,,,,,False,True,True,True,False,,,,
29225,505,906.0,1164.0,,,,,666.0,677.9,499.0,613.0,99.5,,536.9,,,401.0,659.0,,,,,161.0,172.9,-6.0,108.0,-405.5,,31.9,,,False,,,,,True,True,True,True,False,,True,,
29227,17,42.0,1.0,,,,,58.0,47.1,14.4,1.0,0.0,,,,,25.0,-16.0,,,,,41.0,30.1,-2.6,-16.0,-17.0,,,,,True,,,,,False,False,True,True,True,,,,
29229,257,576.0,989.0,,,,,341.0,906.8,258.8,511.0,54.7,,,,,319.0,732.0,,,,,84.0,649.8,1.8,254.0,-202.3,,,,,False,,,,,True,False,True,True,True,,,,
29510,3358,4440.0,8176.0,,,,,3475.0,2714.4,3871.3,3722.0,0.4,,5716.5,1655.0,,1082.0,4818.0,,,,,117.0,-643.6,513.3,364.0,-3357.6,,2358.5,-1703.0,,False,,,,,True,True,True,True,False,,False,False,
30001,82,108.0,0.0,,,,,97.0,16.7,97.4,20.0,0.0,,,,,26.0,-82.0,,,,,15.0,-65.3,15.4,-62.0,-82.0,,,,,False,,,,,True,False,True,False,False,,,,
30003,283,138.0,11.0,,,,,152.0,124.1,169.4,36.0,0.0,,,,,-145.0,-272.0,,,,,-131.0,-158.9,-113.6,-247.0,-283.0,,,,,False,,,,,True,False,True,False,False,,,,
30005,89,36.0,,,,,,24.0,13.7,29.4,0.0,0.0,,,,,-53.0,,,,,,-65.0,-75.3,-59.6,-89.0,-89.0,,,,,,,,,,False,False,False,False,False,,,,
30007,95,72.0,14.0,,,,,59.0,65.4,41.5,42.0,0.0,,,,,-23.0,-81.0,,,,,-36.0,-29.6,-53.5,-53.0,-95.0,,,,,False,,,,,False,False,False,False,False,,,,
30009,126,84.0,13.0,,,,,104.0,56.9,58.9,57.0,0.0,,,,,-42.0,-113.0,,,,,-22.0,-69.1,-67.1,-69.0,-126.0,,,,,False,,,,,True,False,False,False,False,,,,
30011,12,0.0,0.0,,,,,38.0,2.6,3.1,43.0,0.0,,,,,-12.0,-12.0,,,,,26.0,-9.4,-8.9,31.0,-12.0,,,,,False,,,,,False,True,True,False,False,,,,
30013,910,612.0,170.0,,,,,1633.0,151.5,614.0,275.0,0.0,,1934.8,,,-298.0,-740.0,,,,,723.0,-758.5,-296.0,-635.0,-910.0,,1024.8,,,False,,,,,False,False,True,False,False,,False,,
30015,101,114.0,,,,,,24.0,43.9,54.1,69.0,0.0,,,,,13.0,,,,,,-77.0,-57.1,-46.9,-32.0,-101.0,,,,,,,,,,False,False,False,False,False,,,,
30017,143,246.0,,,,,,186.0,216.2,118.0,72.0,0.0,,,,,103.0,,,,,,43.0,73.2,-25.0,-71.0,-143.0,,,,,,,,,,True,True,True,True,False,,,,
30019,54,6.0,0.0,,,,,25.0,14.3,1.8,23.0,0.0,,,,,-48.0,-54.0,,,,,-29.0,-39.7,-52.2,-31.0,-54.0,,,,,False,,,,,True,True,False,True,False,,,,
30021,146,102.0,40.0,,,,,103.0,44.2,66.6,28.0,0.0,,,,,-44.0,-106.0,,,,,-43.0,-101.8,-79.4,-118.0,-146.0,,,,,False,,,,,True,False,False,False,False,,,,
30023,167,78.0,9.0,,,,,121.0,57.8,51.2,84.0,0.0,,,,,-89.0,-158.0,,,,,-46.0,-109.2,-115.8,-83.0,-167.0,,,,,False,,,,,True,False,False,True,False,,,,
30025,7,18.0,0.0,,,,,36.0,19.5,4.8,29.0,0.0,,,,,11.0,-7.0,,,,,29.0,12.5,-2.2,22.0,-7.0,,,,,True,,,,,False,False,True,False,True,,,,
30027,154,96.0,,,,,,93.0,35.0,50.1,16.0,0.0,,,,,-58.0,,,,,,-61.0,-119.0,-103.9,-138.0,-154.0,,,,,,,,,,False,False,False,False,False,,,,
30029,1722,1410.0,808.0,,,,,1897.0,914.9,1119.8,913.5,0.0,,1143.0,,,-312.0,-914.0,,,,,175.0,-807.1,-602.2,-808.5,-1722.0,,-579.0,,,False,,,,,True,False,False,False,False,,False,,
30031,2436,2790.0,4451.0,,,,,1060.0,6161.0,1384.5,2710.5,0.0,,3651.3,,,354.0,2015.0,,,,,-1376.0,3725.0,-1051.5,274.5,-2436.0,,1215.3,,,False,,,,,False,False,False,True,False,,False,,
30033,3,18.0,0.0,,,,,32.0,357.2,4.2,6.0,,,,,,15.0,-3.0,,,,,29.0,354.2,1.2,3.0,,,,,,True,,,,,False,False,True,True,,,,,
30035,179,144.0,28.0,,,,,199.0,23.9,126.3,82.0,0.0,,,,,-35.0,-151.0,,,,,20.0,-155.1,-52.7,-97.0,-179.0,,,,,False,,,,,True,False,False,False,False,,,,
30037,8,6.0,0.0,,,,,12.0,0.6,6.3,18.0,,,,,,-2.0,-8.0,,,,,4.0,-7.4,-1.7,10.0,,,,,,False,,,,,False,False,True,False,,,,,
30039,24,24.0,0.0,,,,,45.0,13.6,19.5,49.0,0.0,,,,,0.0,-24.0,,,,,21.0,-10.4,-4.5,25.0,-24.0,,,,,False,,,,,False,False,False,False,False,,,,
30041,218,282.0,77.0,,,,,185.0,82.2,156.6,177.0,0.0,,,,,64.0,-141.0,,,,,-33.0,-135.8,-61.4,-41.0,-218.0,,,,,False,,,,,True,False,True,True,False,,,,
30043,206,246.0,52.0,,,,,101.0,128.0,123.4,83.0,0.0,,,,,40.0,-154.0,,,,,-105.0,-78.0,-82.6,-123.0,-206.0,,,,,False,,,,,False,False,False,False,False,,,,
30045,8,0.0,0.0,,,,,12.0,0.1,4.0,23.0,,,,,,-8.0,-8.0,,,,,4.0,-7.9,-4.0,15.0,,,,,,False,,,,,True,True,True,False,,,,,
30047,372,402.0,148.0,,,,,470.0,293.1,320.9,192.5,0.0,,,,,30.0,-224.0,,,,,98.0,-78.9,-51.1,-179.5,-372.0,,,,,False,,,,,False,False,False,False,False,,,,
30049,1301,1686.0,1023.0,,,,,1067.0,1063.3,923.0,1160.0,0.0,,1501.0,,,385.0,-278.0,,,,,-234.0,-237.7,-378.0,-141.0,-1301.0,,200.0,,,True,,,,,True,True,True,True,False,,True,,
30051,11,6.0,0.0,,,,,30.0,2.2,5.3,12.0,0.0,,,,,-5.0,-11.0,,,,,19.0,-8.8,-5.7,1.0,-11.0,,,,,False,,,,,False,False,False,True,False,,,,
30053,365,330.0,226.0,,,,,358.0,317.8,230.5,262.0,0.0,,,,,-35.0,-139.0,,,,,-7.0,-47.2,-134.5,-103.0,-365.0,,,,,False,,,,,True,False,False,False,False,,,,
30055,31,12.0,0.0,,,,,54.0,5.6,9.2,1.0,0.0,,,,,-19.0,-31.0,,,,,23.0,-25.4,-21.8,-30.0,-31.0,,,,,False,,,,,False,False,False,False,False,,,,
30057,149,114.0,0.0,,,,,66.0,140.5,63.0,22.0,0.0,,,,,-35.0,-149.0,,,,,-83.0,-8.5,-86.0,-127.0,-149.0,,,,,False,,,,,False,True,False,False,False,,,,
30059,11,6.0,0.0,,,,,24.0,5.5,1.1,7.0,0.0,,,,,-5.0,-11.0,,,,,13.0,-5.5,-9.9,-4.0,-11.0,,,,,False,,,,,False,False,False,True,False,,,,
30061,38,84.0,0.0,,,,,81.0,37.9,44.3,56.0,0.0,,,,,46.0,-38.0,,,,,43.0,-0.1,6.3,18.0,-38.0,,,,,True,,,,,True,True,True,True,True,,,,
30063,1527,1242.0,736.0,,,,,1719.0,825.4,1013.1,790.5,0.0,,752.4,,,-285.0,-791.0,,,,,192.0,-701.6,-513.9,-736.5,-1527.0,,-774.6,,,False,,,,,True,False,False,False,False,,False,,
30065,38,0.0,0.0,,,,,66.0,0.3,9.4,59.0,0.0,,,,,-38.0,-38.0,,,,,28.0,-37.7,-28.6,21.0,-38.0,,,,,False,,,,,True,True,True,True,False,,,,
30067,202,156.0,324.0,,,,,128.0,93.2,114.0,74.0,0.0,,,,,-46.0,122.0,,,,,-74.0,-108.8,-88.0,-128.0,-202.0,,,,,False,,,,,False,False,False,False,False,,,,
30069,2,0.0,0.0,,,,,5.0,0.4,0.8,0.0,,,,,,-2.0,-2.0,,,,,3.0,-1.6,-1.2,-2.0,,,,,,False,,,,,False,True,True,False,,,,,
30071,56,72.0,,,,,,30.0,15.6,31.7,20.0,0.0,,,,,16.0,,,,,,-26.0,-40.4,-24.3,-36.0,-56.0,,,,,,,,,,False,False,False,False,False,,,,
30073,72,18.0,1.0,,,,,132.0,8.9,28.3,0.0,0.0,,,,,-54.0,-71.0,,,,,60.0,-63.1,-43.7,-72.0,-72.0,,,,,False,,,,,False,False,True,False,False,,,,
30075,7,6.0,0.0,,,,,36.0,2.0,8.3,17.0,0.0,,,,,-1.0,-7.0,,,,,29.0,-5.0,1.3,10.0,-7.0,,,,,False,,,,,False,False,False,False,False,,,,
30077,91,72.0,0.0,,,,,99.0,84.3,20.2,105.0,0.0,,,,,-19.0,-91.0,,,,,8.0,-6.7,-70.8,14.0,-91.0,,,,,False,,,,,True,True,False,True,False,,,,
30079,6,0.0,0.0,,,,,18.0,0.4,1.1,17.0,0.0,,,,,-6.0,-6.0,,,,,12.0,-5.6,-4.9,11.0,-6.0,,,,,False,,,,,False,True,True,False,False,,,,
30081,423,456.0,317.0,,,,,545.0,348.8,380.2,69.5,0.0,,,,,33.0,-106.0,,,,,122.0,-74.2,-42.8,-353.5,-423.0,,,,,False,,,,,False,False,False,False,False,,,,
30083,123,150.0,39.0,,,,,156.0,32.2,97.6,43.0,0.0,,,,,27.0,-84.0,,,,,33.0,-90.8,-25.4,-80.0,-123.0,,,,,False,,,,,False,False,True,False,False,,,,
30085,139,72.0,18.0,,,,,108.0,12.1,102.9,27.0,0.0,,,,,-67.0,-121.0,,,,,-31.0,-126.9,-36.1,-112.0,-139.0,,,,,False,,,,,True,False,True,False,False,,,,
30087,139,48.0,17.0,,,,,107.0,23.3,76.1,6.0,0.0,,,,,-91.0,-122.0,,,,,-32.0,-115.7,-62.9,-133.0,-139.0,,,,,False,,,,,True,False,True,False,False,,,,
30089,103,294.0,,,,,,166.0,85.6,163.9,68.0,0.0,,,,,191.0,,,,,,63.0,-17.4,60.9,-35.0,-103.0,,,,,,,,,,True,True,True,True,True,,,,
30091,28,54.0,,,,,,18.0,86.4,25.0,17.0,0.0,,,,,26.0,,,,,,-10.0,58.4,-3.0,-11.0,-28.0,,,,,,,,,,True,False,True,True,False,,,,
30093,563,804.0,868.0,,,,,505.0,560.9,374.9,486.0,0.0,,1356.0,,,241.0,305.0,,,,,-58.0,-2.1,-188.1,-77.0,-563.0,,793.0,,,False,,,,,True,True,True,True,False,,False,,
30095,136,84.0,13.0,,,,,78.0,33.8,52.5,25.5,0.0,,,,,-52.0,-123.0,,,,,-58.0,-102.2,-83.5,-110.5,-136.0,,,,,False,,,,,False,False,False,False,False,,,,
30097,28,36.0,,,,,,19.0,22.9,20.7,2.0,0.0,,,,,8.0,,,,,,-9.0,-5.1,-7.3,-26.0,-28.0,,,,,,,,,,False,True,True,False,False,,,,
30099,103,90.0,,,,,,54.0,146.5,40.4,38.0,0.0,,,,,-13.0,,,,,,-49.0,43.5,-62.6,-65.0,-103.0,,,,,,,,,,False,False,False,False,False,,,,
30101,34,24.0,0.0,,,,,61.0,3.4,38.5,4.0,0.0,,,,,-10.0,-34.0,,,,,27.0,-30.6,4.5,-30.0,-34.0,,,,,False,,,,,False,False,True,False,False,,,,
30103,11,0.0,0.0,,,,,22.0,2.7,2.5,17.0,,,,,,-11.0,-11.0,,,,,11.0,-8.3,-8.5,6.0,,,,,,False,,,,,False,True,True,True,,,,,
30105,153,48.0,,,,,,196.0,24.6,37.2,13.0,0.0,,,,,-105.0,,,,,,43.0,-128.4,-115.8,-140.0,-153.0,,,,,,,,,,True,False,False,False,False,,,,
30107,19,12.0,0.0,,,,,12.0,4.0,15.4,41.0,0.0,,,,,-7.0,-19.0,,,,,-7.0,-15.0,-3.6,22.0,-19.0,,,,,False,,,,,False,False,True,False,False,,,,
30109,2,0.0,0.0,,,,,30.0,0.2,4.0,24.0,0.0,,,,,-2.0,-2.0,,,,,28.0,-1.8,2.0,22.0,-2.0,,,,,False,,,,,False,True,True,False,False,,,,
30111,2020,2058.0,1146.0,,,,,3016.0,1193.9,1855.3,1260.0,0.0,,2023.3,661.0,,38.0,-874.0,,,,,996.0,-826.1,-164.7,-760.0,-2020.0,,3.3,-1359.0,,False,,,,,False,False,False,False,False,,True,False,
31001,375,546.0,1394.0,,,,,539.0,516.3,726.7,371.0,0.1,,685.4,,,171.0,1019.0,,,,,164.0,141.3,351.7,-4.0,-374.9,,310.4,,,False,,,,,True,True,False,True,False,,False,,
31003,40,30.0,8.0,,,,,79.0,6.0,78.6,2.0,0.0,,,,,-10.0,-32.0,,,,,39.0,-34.0,38.6,-38.0,-40.0,,,,,False,,,,,False,False,False,False,False,,,,
31005,4,6.0,0.0,,,,,6.0,46.5,3.4,0.0,,,,,,2.0,-4.0,,,,,2.0,42.5,-0.6,-4.0,,,,,,False,,,,,False,False,True,False,,,,,
31007,5,6.0,0.0,,,,,16.0,1.8,3.3,12.0,,,,,,1.0,-5.0,,,,,11.0,-3.2,-1.7,7.0,,,,,,False,,,,,False,False,False,False,,,,,
31009,4,6.0,0.0,,,,,10.0,4.3,8.1,6.0,,,,,,2.0,-4.0,,,,,6.0,0.3,4.1,2.0,,,,,,False,,,,,False,True,False,False,,,,,
31011,81,72.0,9.0,,,,,65.0,37.2,69.5,41.0,0.0,,,,,-9.0,-72.0,,,,,-16.0,-43.8,-11.5,-40.0,-81.0,,,,,False,,,,,False,False,False,False,False,,,,
31013,105,90.0,8.0,,,,,101.0,63.8,74.3,66.0,0.0,,,,,-15.0,-97.0,,,,,-4.0,-41.2,-30.7,-39.0,-105.0,,,,,False,,,,,True,False,False,False,False,,,,
31015,18,0.0,0.0,,,,,48.0,0.4,6.5,29.0,0.0,,,,,-18.0,-18.0,,,,,30.0,-17.6,-11.5,11.0,-18.0,,,,,False,,,,,False,True,True,True,False,,,,
31017,7,12.0,0.0,,,,,35.0,0.7,27.5,0.0,0.0,,,,,5.0,-7.0,,,,,28.0,-6.3,20.5,-7.0,-7.0,,,,,False,,,,,False,False,False,False,False,,,,
31019,628,726.0,752.0,,,,,701.0,489.2,804.2,316.0,0.1,,999.8,,,98.0,124.0,,,,,73.0,-138.8,176.2,-312.0,-627.9,,371.8,,,False,,,,,True,False,False,False,False,,False,,
31021,77,54.0,2.0,,,,,92.0,23.1,58.8,0.0,0.0,,,,,-23.0,-75.0,,,,,15.0,-53.9,-18.2,-77.0,-77.0,,,,,False,,,,,True,False,True,False,False,,,,
31023,82,60.0,3.0,,,,,174.0,23.0,95.0,4.0,0.0,,,,,-22.0,-79.0,,,,,92.0,-59.0,13.0,-78.0,-82.0,,,,,False,,,,,False,False,True,False,False,,,,
31025,440,1050.0,2561.0,,,,,437.0,1976.7,581.1,1096.0,81.9,,,,,610.0,2121.0,,,,,-3.0,1536.7,141.1,656.0,-358.1,,,,,False,,,,,True,False,True,False,True,,,,
31027,189,12.0,11.0,,,,,84.0,0.3,89.4,0.0,0.0,,,,,-177.0,-178.0,,,,,-105.0,-188.7,-99.6,-189.0,-189.0,,,,,False,,,,,True,False,True,False,False,,,,
31029,74,150.0,10.0,,,,,58.0,181.3,54.4,118.0,0.0,,,,,76.0,-64.0,,,,,-16.0,107.3,-19.6,44.0,-74.0,,,,,True,,,,,True,False,True,True,True,,,,
31031,17,24.0,,,,,,60.0,5.4,27.3,0.0,0.0,,,,,7.0,,,,,,43.0,-11.6,10.3,-17.0,-17.0,,,,,,,,,,False,False,False,False,False,,,,
31033,118,192.0,33.0,,,,,139.0,64.0,146.5,131.0,0.0,,,,,74.0,-85.0,,,,,21.0,-54.0,28.5,13.0,-118.0,,,,,False,,,,,True,True,True,True,False,,,,
31035,96,192.0,18.0,,,,,82.0,232.7,89.5,313.0,0.0,,,,,96.0,-78.0,,,,,-14.0,136.7,-6.5,217.0,-96.0,,,,,True,,,,,True,False,True,False,True,,,,
31037,96,168.0,16.0,,,,,244.0,112.5,186.7,71.0,0.1,,,,,72.0,-80.0,,,,,148.0,16.5,90.7,-25.0,-95.9,,,,,False,,,,,False,True,False,True,False,,,,
31039,158,312.0,49.0,,,,,138.0,274.1,197.4,270.5,0.0,,,,,154.0,-109.0,,,,,-20.0,116.1,39.4,112.5,-158.0,,,,,True,,,,,True,True,True,True,False,,,,
31041,171,102.0,16.0,,,,,155.0,26.3,107.4,31.0,0.0,,,,,-69.0,-155.0,,,,,-16.0,-144.7,-63.6,-140.0,-171.0,,,,,False,,,,,True,False,True,False,False,,,,
31043,186,276.0,12.0,,,,,275.0,79.2,392.8,109.0,0.3,,153.4,,,90.0,-174.0,,,,,89.0,-106.8,206.8,-77.0,-185.7,,-32.6,,,False,,,,,True,False,False,True,False,,True,,
31045,127,72.0,10.0,,,,,89.0,25.6,82.3,46.0,0.0,,,,,-55.0,-117.0,,,,,-38.0,-101.4,-44.7,-81.0,-127.0,,,,,False,,,,,True,False,True,False,False,,,,
31047,255,498.0,393.0,,,,,345.0,326.3,610.9,418.0,0.2,,509.9,,,243.0,138.0,,,,,90.0,71.3,355.9,163.0,-254.8,,254.9,,,True,,,,,True,True,False,True,False,,False,,
