,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
31071,3,8.0,,7.4,,6.0,6.0,0.0,,,,,3.7,,10.8,,,8.0,9.7,,4.1,,,5.0,3.9,,,,7.0,8.0,,,,,,,,,,,,7.2,6.2,5.0,,4.4,,3.0,3.0,-3.0,,,,,0.7,,7.8,,,5.0,6.7,,1.1,,,2.0,0.9,,,,4.0,5.0,,,,,,,,,,,,4.2,3.2,,True,,True,True,True,,,,,True,,False,,,False,False,,True,,,True,True,,,,True,False,,,,,,,,,,,,True,True
31073,3,4.0,,4.0,,6.0,6.0,0.0,,,,,6.9,,4.8,,,8.0,7.8,,6.1,,,9.0,1.1,,,,5.0,8.0,,,,,,,,10.9,,,,4.6,5.2,1.0,,1.0,,3.0,3.0,-3.0,,,,,3.9,,1.8,,,5.0,4.8,,3.1,,,6.0,-1.9,,,,2.0,5.0,,,,,,,,7.9,,,,1.6,2.2,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,False,,,,False,False
31075,9,6.0,,5.7,,2.0,5.0,0.0,,,,,0.3,,19.2,,,2.0,54.6,,7.7,,,0.0,1.3,,,,2.0,4.0,,,,,,,,,,,,5.4,,-3.0,,-3.3,,-7.0,-4.0,-9.0,,,,,-8.7,,10.2,,,-7.0,45.6,,-1.3,,,-9.0,-7.7,,,,-7.0,-5.0,,,,,,,,,,,,-3.6,,,False,,False,False,False,,,,,False,,False,,,False,False,,True,,,False,False,,,,False,False,,,,,,,,,,,,False,
31077,5,28.0,,27.4,,15.0,14.0,17.0,,,,,4.8,,63.8,,,8.0,22.7,,10.1,,,5.0,11.6,,,,,20.0,,,,,,,,20.2,,,,18.6,13.5,23.0,,22.4,,10.0,9.0,12.0,,,,,-0.2,,58.8,,,3.0,17.7,,5.1,,,0.0,6.6,,,,,15.0,,,,,,,,15.2,,,,13.6,8.5,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,,True,,,,,,,,True,,,,True,True
31079,264,254.0,,249.6,,258.0,245.0,282.0,,,,,196.4,,349.8,,,255.0,100.3,,285.5,279.5,,147.0,178.6,,,,260.0,326.0,270.3,,,,,,208.4,288.4,,,,291.2,292.4,-10.0,,-14.4,,-6.0,-19.0,18.0,,,,,-67.6,,85.8,,,-9.0,-163.7,,21.5,15.5,,-117.0,-85.4,,,,-4.0,62.0,6.3,,,,,,-55.6,24.4,,,,27.2,28.4,,False,,True,False,False,,,,,False,,False,,,True,False,,False,False,,False,False,,,,True,False,True,,,,,,False,False,,,,False,False
31081,25,56.0,,51.0,,46.0,46.0,24.0,,,,,31.7,,89.5,,,35.0,28.4,,43.8,,,46.0,27.2,,,,60.0,55.0,37.1,,,,,,,51.5,,,,53.8,51.5,31.0,,26.0,,21.0,21.0,-1.0,,,,,6.7,,64.5,,,10.0,3.4,,18.8,,,21.0,2.2,,,,35.0,30.0,12.1,,,,,,,26.5,,,,28.8,26.5,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
31083,5,2.0,,1.8,,9.0,8.0,0.0,,,,,5.2,,16.7,,,12.0,18.5,,5.0,,,9.0,2.4,,,,,10.0,,,,,,,,6.2,,,,11.0,8.9,-3.0,,-3.2,,4.0,3.0,-5.0,,,,,0.2,,11.7,,,7.0,13.5,,-0.0,,,4.0,-2.6,,,,,5.0,,,,,,,,1.2,,,,6.0,3.9,,False,,False,False,False,,,,,True,,False,,,False,False,,True,,,False,True,,,,,False,,,,,,,,True,,,,False,False
31085,1,0.0,,0.4,,1.0,2.0,0.0,,,,,0.9,,2.1,,,4.0,8.9,,1.6,,,2.0,0.4,,,,2.0,2.0,,,,,,,,,,,,0.9,,-1.0,,-0.6,,0.0,1.0,-1.0,,,,,-0.1,,1.1,,,3.0,7.9,,0.6,,,1.0,-0.6,,,,1.0,1.0,,,,,,,,,,,,-0.1,,,True,,True,False,False,,,,,True,,False,,,False,False,,True,,,False,True,,,,False,False,,,,,,,,,,,,True,
31087,37,48.0,,51.5,,17.0,23.0,0.0,,,,,9.6,,114.6,,,12.0,2.9,,27.0,,,36.0,27.9,,,,,26.0,12.8,,,,,,,27.5,,,,20.4,12.3,11.0,,14.5,,-20.0,-14.0,-37.0,,,,,-27.4,,77.6,,,-25.0,-34.1,,-10.0,,,-1.0,-9.1,,,,,-11.0,-24.2,,,,,,,-9.5,,,,-16.6,-24.7,,False,,False,False,False,,,,,False,,False,,,False,False,,True,,,True,True,,,,,False,False,,,,,,,True,,,,False,False
31089,17,34.0,,34.0,,30.0,29.0,20.0,,,,,20.0,,66.9,,,37.0,22.7,,27.8,,,13.0,21.0,,,,34.0,40.0,35.5,,,,,,,26.8,,,,35.6,32.6,17.0,,17.0,,13.0,12.0,3.0,,,,,3.0,,49.9,,,20.0,5.7,,10.8,,,-4.0,4.0,,,,17.0,23.0,18.5,,,,,,,9.8,,,,18.6,15.6,,False,,True,True,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,False,False,False,,,,,,,True,,,,False,True
31091,1,0.0,,0.3,,0.0,0.0,0.0,,,,,0.6,,0.5,,,2.0,0.0,,0.3,,,0.0,0.1,,,,0.0,1.0,,,,,,,,,,,,1.5,,-1.0,,-0.7,,-1.0,-1.0,-1.0,,,,,-0.4,,-0.5,,,1.0,-1.0,,-0.7,,,-1.0,-0.9,,,,-1.0,0.0,,,,,,,,,,,,0.5,,,True,,False,False,False,,,,,True,,True,,,False,True,,True,,,False,True,,,,False,True,,,,,,,,,,,,True,
31093,6,26.0,,22.1,,14.0,21.0,0.0,,,,,13.9,,83.3,,,23.0,1.9,,16.7,,,2.0,11.0,,,,14.0,34.0,23.3,,,,,,,23.5,,,,11.9,28.7,20.0,,16.1,,8.0,15.0,-6.0,,,,,7.9,,77.3,,,17.0,-4.1,,10.7,,,-4.0,5.0,,,,8.0,28.0,17.3,,,,,,,17.5,,,,5.9,22.7,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,True,False,True,,,,,,,True,,,,True,False
31095,12,10.0,,9.1,,13.0,16.0,0.0,,,,,13.8,,32.5,,,39.0,25.9,,19.2,,,4.0,9.2,,,,18.0,23.0,23.8,,,,,,,20.2,,,,11.5,22.9,-2.0,,-2.9,,1.0,4.0,-12.0,,,,,1.8,,20.5,,,27.0,13.9,,7.2,,,-8.0,-2.8,,,,6.0,11.0,11.8,,,,,,,8.2,,,,-0.5,10.9,,False,,True,False,False,,,,,True,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,True,False
31097,16,12.0,,14.2,,13.0,18.0,5.0,,,,,19.9,,35.2,,,33.0,4.1,,19.4,,,2.0,9.5,,,,15.0,20.0,36.5,,,,,,,14.2,,,,8.4,28.9,-4.0,,-1.8,,-3.0,2.0,-11.0,,,,,3.9,,19.2,,,17.0,-11.9,,3.4,,,-14.0,-6.5,,,,-1.0,4.0,20.5,,,,,,,-1.8,,,,-7.6,12.9,,True,,True,True,False,,,,,True,,False,,,False,False,,True,,,False,False,,,,True,False,False,,,,,,,True,,,,False,False
31099,15,30.0,,30.8,,27.0,28.0,0.0,,,,,16.5,,20.1,,,22.0,34.3,,25.1,,,20.0,17.8,,,,41.0,36.0,27.1,,,,,,,46.1,,,,31.2,32.3,15.0,,15.8,,12.0,13.0,-15.0,,,,,1.5,,5.1,,,7.0,19.3,,10.1,,,5.0,2.8,,,,26.0,21.0,12.1,,,,,,,31.1,,,,16.2,17.3,,False,,True,True,False,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,False,True,,,,,,,False,,,,False,False
31101,11,16.0,,19.7,,13.0,18.0,0.0,,,,,15.4,,39.4,,,23.0,2.2,,11.8,,,1.0,8.9,,,,12.0,18.0,40.3,,,,,,,29.4,,,,1.9,26.6,5.0,,8.7,,2.0,7.0,-11.0,,,,,4.4,,28.4,,,12.0,-8.8,,0.8,,,-10.0,-2.1,,,,1.0,7.0,29.3,,,,,,,18.4,,,,-9.1,15.6,,False,,True,False,False,,,,,True,,False,,,False,False,,True,,,False,True,,,,True,False,False,,,,,,,False,,,,False,False
31103,4,2.0,,3.0,,2.0,4.0,0.0,,,,,1.7,,2.2,,,4.0,36.6,,3.0,,,0.0,1.5,,,,,4.0,,,,,,,,,,,,2.6,,-2.0,,-1.0,,-2.0,0.0,-4.0,,,,,-2.3,,-1.8,,,0.0,32.6,,-1.0,,,-4.0,-2.5,,,,,0.0,,,,,,,,,,,,-1.4,,,True,,False,True,False,,,,,False,,True,,,True,False,,True,,,False,False,,,,,True,,,,,,,,,,,,True,
31105,27,14.0,,14.6,,11.0,12.0,0.0,,,,,13.8,,23.5,,,12.0,2.1,,8.6,,,4.0,7.5,,,,11.0,13.0,14.9,,,,,,,16.3,,,,9.8,16.3,-13.0,,-12.4,,-16.0,-15.0,-27.0,,,,,-13.2,,-3.5,,,-15.0,-24.9,,-18.4,,,-23.0,-19.5,,,,-16.0,-14.0,-12.1,,,,,,,-10.7,,,,-17.2,-10.7,,True,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,False,,,,False,False,True,,,,,,,True,,,,False,True
31107,31,24.0,,22.5,,24.0,27.0,25.0,,,,,28.2,,29.7,,,27.0,19.0,,33.9,,,6.0,13.9,,,,35.0,35.0,57.9,,,,,,,30.4,,,,16.6,28.9,-7.0,,-8.5,,-7.0,-4.0,-6.0,,,,,-2.8,,-1.3,,,-4.0,-12.0,,2.9,,,-25.0,-17.1,,,,4.0,4.0,26.9,,,,,,,-0.6,,,,-14.4,-2.1,,False,,False,True,True,,,,,True,,True,,,True,False,,True,,,False,False,,,,True,True,False,,,,,,,True,,,,False,True
31109,851,1272.0,,1220.0,1681.3,1144.0,1249.0,805.0,,,,,918.2,,1971.9,,,1529.0,1161.8,,1714.5,1577.0,,926.0,929.9,,,,1492.0,1532.0,2042.7,,,,,,1067.3,969.5,825.0,,,914.8,1338.6,421.0,,369.0,830.3,293.0,398.0,-46.0,,,,,67.2,,1120.9,,,678.0,310.8,,863.5,726.0,,75.0,78.9,,,,641.0,681.0,1191.7,,,,,,216.3,118.5,-26.0,,,63.8,487.6,,True,False,True,True,True,,,,,True,,False,,,False,True,,False,False,,True,True,,,,False,False,False,,,,,,True,True,True,,,True,False
31111,83,144.0,,136.4,,127.0,120.0,149.0,,,,,90.2,,186.4,,,140.0,59.2,,123.1,98.0,,71.0,83.4,,,,145.0,141.0,143.7,,,,,,174.9,108.2,,,,128.7,154.8,61.0,,53.4,,44.0,37.0,66.0,,,,,7.2,,103.4,,,57.0,-23.8,,40.1,15.0,,-12.0,0.4,,,,62.0,58.0,60.7,,,,,,91.9,25.2,,,,45.7,71.8,,True,,True,True,False,,,,,True,,False,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,False,True,,,,True,False
31113,4,0.0,,0.0,,0.0,2.0,0.0,,,,,1.7,,2.2,,,2.0,0.5,,0.6,,,3.0,0.8,,,,1.0,2.0,,,,,,,,4.8,,,,0.5,,-4.0,,-4.0,,-4.0,-2.0,-4.0,,,,,-2.3,,-1.8,,,-2.0,-3.5,,-3.4,,,-1.0,-3.2,,,,-3.0,-2.0,,,,,,,,0.8,,,,-3.5,,,True,,False,True,False,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,True,,,,True,
31115,1,2.0,,2.2,,2.0,2.0,0.0,,,,,0.4,,1.7,,,2.0,2.4,,1.4,,,3.0,1.5,,,,2.0,3.0,,,,,,,,,,,,1.5,,1.0,,1.2,,1.0,1.0,-1.0,,,,,-0.6,,0.7,,,1.0,1.4,,0.4,,,2.0,0.5,,,,1.0,2.0,,,,,,,,,,,,0.5,,,False,,False,False,False,,,,,True,,True,,,False,False,,True,,,False,True,,,,False,False,,,,,,,,,,,,True,
31117,2,0.0,,0.0,,1.0,2.0,0.0,,,,,0.0,,7.6,,,4.0,3.3,,0.5,,,2.0,0.6,,,,2.0,2.0,,,,,,,,4.4,,,,1.7,,-2.0,,-2.0,,-1.0,0.0,-2.0,,,,,-2.0,,5.6,,,2.0,1.3,,-1.5,,,0.0,-1.4,,,,0.0,0.0,,,,,,,,2.4,,,,-0.3,,,False,,True,True,False,,,,,True,,False,,,False,True,,True,,,True,True,,,,True,True,,,,,,,,False,,,,True,
31119,38,56.0,,56.3,,86.0,81.0,54.0,,,,,72.3,,116.3,,,145.0,33.3,,105.6,230.0,,8.0,43.9,,,,62.0,109.0,131.7,,,,,,108.8,112.8,,,,73.7,106.8,18.0,,18.3,,48.0,43.0,16.0,,,,,34.3,,78.3,,,107.0,-4.7,,67.6,192.0,,-30.0,5.9,,,,24.0,71.0,93.7,,,,,,70.8,74.8,,,,35.7,68.8,,False,,False,False,True,,,,,False,,False,,,False,True,,False,False,,False,True,,,,False,False,False,,,,,,False,False,,,,False,False
31121,21,10.0,,4.9,,13.0,26.0,9.0,,,,,23.5,,34.2,,,38.0,4.4,,23.6,,,3.0,13.5,,,,19.0,35.0,29.7,,,,,,,43.7,,,,11.5,40.9,-11.0,,-16.1,,-8.0,5.0,-12.0,,,,,2.5,,13.2,,,17.0,-16.6,,2.6,,,-18.0,-7.5,,,,-2.0,14.0,8.7,,,,,,,22.7,,,,-9.5,19.9,,False,,True,True,False,,,,,True,,False,,,False,False,,True,,,False,True,,,,True,False,True,,,,,,,False,,,,True,False
31123,23,14.0,,19.6,,12.0,13.0,0.0,,,,,10.0,,22.9,,,14.0,1.1,,7.8,,,2.0,5.3,,,,9.0,15.0,33.9,,,,,,,15.8,,,,10.6,15.7,-9.0,,-3.4,,-11.0,-10.0,-23.0,,,,,-13.0,,-0.1,,,-9.0,-21.9,,-15.2,,,-21.0,-17.7,,,,-14.0,-8.0,10.9,,,,,,,-7.2,,,,-12.4,-7.3,,True,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,False,,,,False,True,False,,,,,,,True,,,,False,True
31125,5,4.0,,9.0,,9.0,10.0,0.0,,,,,6.6,,13.7,,,19.0,7.2,,6.0,,,10.0,2.8,,,,7.0,9.0,16.1,,,,,,,13.7,,,,6.2,10.1,-1.0,,4.0,,4.0,5.0,-5.0,,,,,1.6,,8.7,,,14.0,2.2,,1.0,,,5.0,-2.2,,,,2.0,4.0,11.1,,,,,,,8.7,,,,1.2,5.1,,False,,False,False,False,,,,,False,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
31127,18,26.0,,29.4,,27.0,24.0,28.0,,,,,18.9,,18.4,,,34.0,7.7,,21.0,,,10.0,18.6,,,,28.0,29.0,37.2,,,,,,,16.7,,,,35.9,30.5,8.0,,11.4,,9.0,6.0,10.0,,,,,0.9,,0.4,,,16.0,-10.3,,3.0,,,-8.0,0.6,,,,10.0,11.0,19.2,,,,,,,-1.3,,,,17.9,12.5,,False,,False,True,False,,,,,True,,True,,,False,False,,True,,,False,True,,,,False,False,False,,,,,,,True,,,,False,False
31129,26,20.0,,17.8,,13.0,14.0,3.0,,,,,9.8,,43.8,,,19.0,10.9,,12.2,,,5.0,11.7,,,,19.0,22.0,,,,,,,,16.0,,,,24.8,17.2,-6.0,,-8.2,,-13.0,-12.0,-23.0,,,,,-16.2,,17.8,,,-7.0,-15.1,,-13.8,,,-21.0,-14.3,,,,-7.0,-4.0,,,,,,,,-10.0,,,,-1.2,-8.8,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,True,,,,,,,,False,,,,True,False
31131,71,48.0,,52.2,,55.0,57.0,49.0,,,,,36.6,,164.0,,,87.0,57.5,,65.1,,,18.0,48.1,,,,76.0,63.0,78.7,,,,,,,60.9,,,,61.7,76.8,-23.0,,-18.8,,-16.0,-14.0,-22.0,,,,,-34.4,,93.0,,,16.0,-13.5,,-5.9,,,-53.0,-22.9,,,,5.0,-8.0,7.7,,,,,,,-10.1,,,,-9.3,5.8,,True,,True,True,True,,,,,False,,False,,,True,True,,True,,,False,True,,,,True,True,True,,,,,,,True,,,,True,True
31133,15,6.0,,6.5,,6.0,5.0,0.0,,,,,6.2,,10.3,,,20.0,5.8,,5.0,,,0.0,2.1,,,,8.0,9.0,,,,,,,,9.5,,,,12.0,,-9.0,,-8.5,,-9.0,-10.0,-15.0,,,,,-8.8,,-4.7,,,5.0,-9.2,,-10.0,,,-15.0,-12.9,,,,-7.0,-6.0,,,,,,,,-5.5,,,,-3.0,,,True,,False,False,False,,,,,True,,True,,,True,False,,False,,,False,False,,,,True,True,,,,,,,,True,,,,True,
31135,5,0.0,,0.0,,1.0,5.0,0.0,,,,,7.5,,7.2,,,12.0,0.4,,3.2,,,11.0,1.2,,,,2.0,5.0,,,,,,,,5.7,,,,0.8,,-5.0,,-5.0,,-4.0,0.0,-5.0,,,,,2.5,,2.2,,,7.0,-4.6,,-1.8,,,6.0,-3.8,,,,-3.0,0.0,,,,,,,,0.7,,,,-4.2,,,False,,True,True,False,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,True,,,,,,,,True,,,,True,
31137,35,36.0,,37.5,,31.0,30.0,31.0,,,,,29.3,,76.3,,,31.0,9.9,,34.2,,,6.0,20.3,,,,42.0,43.0,45.4,,,,,,,46.5,,,,23.7,35.1,1.0,,2.5,,-4.0,-5.0,-4.0,,,,,-5.7,,41.3,,,-4.0,-25.1,,-0.8,,,-29.0,-14.7,,,,7.0,8.0,10.4,,,,,,,11.5,,,,-11.3,0.1,,False,,False,False,False,,,,,False,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,False,,,,False,True
31139,21,6.0,,6.0,,8.0,13.0,2.0,,,,,12.2,,12.8,,,21.0,2.1,,16.8,,,4.0,9.9,,,,9.0,21.0,22.7,,,,,,,11.4,,,,5.0,14.1,-15.0,,-15.0,,-13.0,-8.0,-19.0,,,,,-8.8,,-8.2,,,0.0,-18.9,,-4.2,,,-17.0,-11.1,,,,-12.0,0.0,1.7,,,,,,,-9.6,,,,-16.0,-6.9,,True,,True,True,False,,,,,True,,True,,,True,False,,True,,,False,True,,,,True,True,True,,,,,,,True,,,,False,True
31141,78,66.0,,76.7,,78.0,78.0,64.0,,,,,71.6,,133.4,,,140.0,50.6,,133.3,108.5,,10.0,47.2,,,,78.0,114.0,131.9,,,,,,73.1,96.2,,,,66.2,97.2,-12.0,,-1.3,,0.0,0.0,-14.0,,,,,-6.4,,55.4,,,62.0,-27.4,,55.3,30.5,,-68.0,-30.8,,,,0.0,36.0,53.9,,,,,,-4.9,18.2,,,,-11.8,19.2,,True,,True,True,False,,,,,True,,False,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,True,False,,,,True,False
31143,117,12.0,,14.0,,10.0,14.0,0.0,,,,,11.0,,27.3,,,23.0,1.1,,12.6,,,0.0,4.7,,,,6.0,17.0,12.4,,,,,,,24.1,,,,11.6,28.7,-105.0,,-103.0,,-107.0,-103.0,-117.0,,,,,-106.0,,-89.7,,,-94.0,-115.9,,-104.4,,,-117.0,-112.3,,,,-111.0,-100.0,-104.6,,,,,,,-93.0,,,,-105.4,-88.3,,True,,False,True,False,,,,,False,,True,,,True,False,,True,,,False,False,,,,False,True,True,,,,,,,True,,,,False,True
31145,27,66.0,,66.5,,40.0,45.0,39.0,,,,,32.2,,94.0,,,40.0,16.1,,61.9,,,21.0,28.8,,,,61.0,57.0,44.5,,,,,,,48.2,,,,49.7,66.3,39.0,,39.5,,13.0,18.0,12.0,,,,,5.2,,67.0,,,13.0,-10.9,,34.9,,,-6.0,1.8,,,,34.0,30.0,17.5,,,,,,,21.2,,,,22.7,39.3,,False,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,False
31147,14,12.0,,12.7,,15.0,20.0,15.0,,,,,17.3,,13.3,,,41.0,12.2,,18.4,,,0.0,6.9,,,,17.0,22.0,38.6,,,,,,,15.0,,,,1.2,32.4,-2.0,,-1.3,,1.0,6.0,1.0,,,,,3.3,,-0.7,,,27.0,-1.8,,4.4,,,-14.0,-7.1,,,,3.0,8.0,24.6,,,,,,,1.0,,,,-12.8,18.4,,True,,True,False,True,,,,,False,,True,,,False,True,,False,,,False,False,,,,False,False,False,,,,,,,True,,,,False,False
31149,2,0.0,,0.1,,0.0,2.0,0.0,,,,,2.3,,1.6,,,6.0,0.1,,0.4,,,0.0,0.4,,,,0.0,2.0,,,,,,,,3.8,,,,1.8,,-2.0,,-1.9,,-2.0,0.0,-2.0,,,,,0.3,,-0.4,,,4.0,-1.9,,-1.6,,,-2.0,-1.6,,,,-2.0,0.0,,,,,,,,1.8,,,,-0.2,,,True,,False,True,False,,,,,True,,True,,,False,True,,True,,,False,True,,,,False,True,,,,,,,,True,,,,True,
31151,37,14.0,,2.4,,38.0,49.0,7.0,,,,,36.6,,45.4,,,89.0,33.2,,58.3,,,15.0,19.7,,,,,50.0,136.7,,,,,,,39.3,,,,54.0,63.4,-23.0,,-34.6,,1.0,12.0,-30.0,,,,,-0.4,,8.4,,,52.0,-3.8,,21.3,,,-22.0,-17.3,,,,,13.0,99.7,,,,,,,2.3,,,,17.0,26.4,,False,,True,True,False,,,,,True,,True,,,False,True,,True,,,True,True,,,,,True,False,,,,,,,True,,,,True,False
31153,1018,782.0,,823.2,,620.0,778.0,579.0,,,,,619.0,,1383.4,,,817.0,521.7,,813.5,642.0,,466.0,497.3,,,,810.0,788.0,1368.3,,,,,,727.1,754.4,476.0,,,726.0,944.9,-236.0,,-194.8,,-398.0,-240.0,-439.0,,,,,-399.0,,365.4,,,-201.0,-496.3,,-204.5,-376.0,,-552.0,-520.7,,,,-208.0,-230.0,350.3,,,,,,-290.9,-263.6,-542.0,,,-292.0,-73.1,,True,,False,False,False,,,,,False,,False,,,True,False,,True,False,,False,False,,,,True,True,False,,,,,,False,False,False,,,False,True
31155,107,112.0,,112.7,,105.0,112.0,108.0,,,,,69.8,,176.1,,,89.0,31.3,,118.9,,,35.0,67.6,,,,110.0,127.0,179.5,,,,,,68.1,75.8,,,,126.2,168.4,5.0,,5.7,,-2.0,5.0,1.0,,,,,-37.2,,69.1,,,-18.0,-75.7,,11.9,,,-72.0,-39.4,,,,3.0,20.0,72.5,,,,,,-38.9,-31.2,,,,19.2,61.4,,False,,True,False,True,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,False,False,,,,False,False
31157,44,86.0,,76.8,,95.0,121.0,98.0,,,,,74.9,,82.5,,,111.0,99.7,,91.5,1017.5,,46.0,59.6,,,,92.0,103.0,116.4,,,,,,118.2,72.4,,,,88.4,225.6,42.0,,32.8,,51.0,77.0,54.0,,,,,30.9,,38.5,,,67.0,55.7,,47.5,973.5,,2.0,15.6,,,,48.0,59.0,72.4,,,,,,74.2,28.4,,,,44.4,181.6,,True,,False,False,False,,,,,True,,True,,,False,False,,False,False,,True,True,,,,False,False,False,,,,,,False,True,,,,False,False
31159,106,32.0,,30.6,,33.0,35.0,19.0,,,,,32.7,,66.9,,,86.0,35.0,,47.0,,,14.0,21.0,,,,31.0,46.0,74.8,,,,,,,35.5,,,,26.9,42.5,-74.0,,-75.4,,-73.0,-71.0,-87.0,,,,,-73.3,,-39.1,,,-20.0,-71.0,,-59.0,,,-92.0,-85.0,,,,-75.0,-60.0,-31.2,,,,,,,-70.5,,,,-79.1,-63.5,,False,,True,True,False,,,,,True,,True,,,True,True,,True,,,False,False,,,,False,True,True,,,,,,,True,,,,False,True
31161,19,32.0,,30.9,,19.0,20.0,0.0,,,,,13.6,,41.4,,,11.0,21.8,,14.8,,,17.0,18.3,,,,36.0,27.0,20.2,,,,,,,22.4,,,,23.9,,13.0,,11.9,,0.0,1.0,-19.0,,,,,-5.4,,22.4,,,-8.0,2.8,,-4.2,,,-2.0,-0.7,,,,17.0,8.0,1.2,,,,,,,3.4,,,,4.9,,,True,,True,True,False,,,,,True,,False,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,
