,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
31163,8,6.0,,7.3,,8.0,12.0,,,,,,4.1,,12.7,,,10.0,4.0,,8.3,,,11.0,7.4,,,,8.0,10.0,,,,,,,,11.8,,,,8.5,18.1,-2.0,,-0.7,,0.0,4.0,,,,,,-3.9,,4.7,,,2.0,-4.0,,0.3,,,3.0,-0.6,,,,0.0,2.0,,,,,,,,3.8,,,,0.5,10.1,,True,,True,False,,,,,,False,,False,,,False,False,,True,,,False,True,,,,True,False,,,,,,,,False,,,,True,False
31165,0,2.0,,2.8,,3.0,5.0,0.0,,,,,0.8,,2.4,,,2.0,34.1,,2.1,,,3.0,1.0,,,,,4.0,,,,,,,,4.0,,,,3.1,,2.0,,2.8,,3.0,5.0,0.0,,,,,0.8,,2.4,,,2.0,34.1,,2.1,,,3.0,1.0,,,,,4.0,,,,,,,,4.0,,,,3.1,,,False,,False,False,True,,,,,True,,False,,,False,False,,False,,,False,True,,,,,False,,,,,,,,False,,,,False,
31167,4,0.0,,0.0,,10.0,12.0,0.0,,,,,8.6,,10.2,,,21.0,9.0,,8.5,,,15.0,2.2,,,,6.0,16.0,21.3,,,,,,,9.1,,,,0.8,11.3,-4.0,,-4.0,,6.0,8.0,-4.0,,,,,4.6,,6.2,,,17.0,5.0,,4.5,,,11.0,-1.8,,,,2.0,12.0,17.3,,,,,,,5.1,,,,-3.2,7.3,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,False,,,,True,False
31169,13,8.0,,10.8,,19.0,19.0,5.0,,,,,16.8,,15.4,,,27.0,25.2,,18.2,,,1.0,8.9,,,,,25.0,20.4,,,,,,,12.3,,,,21.0,34.2,-5.0,,-2.2,,6.0,6.0,-8.0,,,,,3.8,,2.4,,,14.0,12.2,,5.2,,,-12.0,-4.1,,,,,12.0,7.4,,,,,,,-0.7,,,,8.0,21.2,,True,,False,False,False,,,,,True,,True,,,False,False,,False,,,False,True,,,,,False,False,,,,,,,True,,,,False,False
31171,1,0.0,,0.0,,0.0,0.0,0.0,,,,,0.6,,1.6,,,2.0,0.2,,0.5,,,0.0,0.0,,,,1.0,2.0,,,,,,,,,,,,0.9,,-1.0,,-1.0,,-1.0,-1.0,-1.0,,,,,-0.4,,0.6,,,1.0,-0.8,,-0.5,,,-1.0,-1.0,,,,0.0,1.0,,,,,,,,,,,,-0.1,,,False,,False,False,False,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,False,,,,,,,,,,,,True,
31173,12,48.0,,43.4,,43.0,40.0,22.0,,,,,20.2,,29.1,,,21.0,53.4,,36.0,,,28.0,27.6,,,,61.0,40.0,53.7,,,,,,,36.4,,,,46.0,50.9,36.0,,31.4,,31.0,28.0,10.0,,,,,8.2,,17.1,,,9.0,41.4,,24.0,,,16.0,15.6,,,,49.0,28.0,41.7,,,,,,,24.4,,,,34.0,38.9,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,False
31175,11,6.0,,8.7,,8.0,8.0,0.0,,,,,8.9,,6.0,,,14.0,6.4,,12.7,,,1.0,3.8,,,,,14.0,,,,,,,,8.5,,,,6.5,9.5,-5.0,,-2.3,,-3.0,-3.0,-11.0,,,,,-2.1,,-5.0,,,3.0,-4.6,,1.7,,,-10.0,-7.2,,,,,3.0,,,,,,,,-2.5,,,,-4.5,-1.5,,True,,True,True,False,,,,,True,,True,,,True,True,,True,,,False,False,,,,,True,,,,,,,,True,,,,True,True
31177,57,130.0,,132.1,,99.0,98.0,42.0,,,,,59.7,,189.0,,,83.0,101.2,,93.8,,,63.0,84.1,,,,145.0,126.0,82.0,,,,,,,96.4,,,,122.2,118.9,73.0,,75.1,,42.0,41.0,-15.0,,,,,2.7,,132.0,,,26.0,44.2,,36.8,,,6.0,27.1,,,,88.0,69.0,25.0,,,,,,,39.4,,,,65.2,61.9,,False,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
31179,23,10.0,,10.2,,12.0,25.0,0.0,,,,,17.7,,23.7,,,31.0,11.3,,23.4,,,4.0,8.4,,,,15.0,26.0,94.3,,,,,,,22.3,,,,12.0,23.9,-13.0,,-12.8,,-11.0,2.0,-23.0,,,,,-5.3,,0.7,,,8.0,-11.7,,0.4,,,-19.0,-14.6,,,,-8.0,3.0,71.3,,,,,,,-0.7,,,,-11.0,0.9,,True,,True,True,False,,,,,True,,True,,,True,True,,True,,,False,False,,,,True,True,False,,,,,,,True,,,,True,True
31181,3,14.0,,15.6,,12.0,12.0,0.0,,,,,7.5,,26.9,,,18.0,9.8,,11.0,,,13.0,7.1,,,,12.0,17.0,11.0,,,,,,,18.3,,,,14.0,15.1,11.0,,12.6,,9.0,9.0,-3.0,,,,,4.5,,23.9,,,15.0,6.8,,8.0,,,10.0,4.1,,,,9.0,14.0,8.0,,,,,,,15.3,,,,11.0,12.1,,False,,True,True,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,True,False,True,,,,,,,False,,,,True,False
31183,4,2.0,,1.6,,2.0,2.0,0.0,,,,,1.3,,10.8,,,2.0,0.7,,2.1,,,2.0,0.9,,,,1.0,2.0,,,,,,,,,,,,1.8,,-2.0,,-2.4,,-2.0,-2.0,-4.0,,,,,-2.7,,6.8,,,-2.0,-3.3,,-1.9,,,-2.0,-3.1,,,,-3.0,-2.0,,,,,,,,,,,,-2.2,,,False,,False,False,False,,,,,False,,False,,,False,False,,True,,,False,False,,,,False,False,,,,,,,,,,,,False,
31185,190,20.0,,18.0,,37.0,37.0,14.0,,,,,34.8,,38.2,,,60.0,45.5,,64.7,,,9.0,22.4,,,,,59.0,70.1,,,,,,,42.4,,,,35.3,40.0,-170.0,,-172.0,,-153.0,-153.0,-176.0,,,,,-155.2,,-151.8,,,-130.0,-144.5,,-125.3,,,-181.0,-167.6,,,,,-131.0,-119.9,,,,,,,-147.6,,,,-154.7,-150.0,,False,,True,True,False,,,,,True,,True,,,True,True,,True,,,False,True,,,,,True,True,,,,,,,True,,,,True,True
32001,38,186.0,,204.3,,145.0,133.0,218.0,,,,,86.6,,113.4,,,138.0,508.6,,122.4,,,155.0,77.9,,,,191.0,112.0,183.3,,,,,,,147.8,,,,148.2,121.2,148.0,,166.3,,107.0,95.0,180.0,,,,,48.6,,75.4,,,100.0,470.6,,84.4,,,117.0,39.9,,,,153.0,74.0,145.3,,,,,,,109.8,,,,110.2,83.2,,False,,True,True,False,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
32003,8565,12288.0,,11532.6,11793.6,10529.0,11693.0,13962.0,,,,,9148.4,,7800.7,,9432.5,16265.0,7402.2,,11086.8,8984.0,,7314.0,8432.7,,,,11183.0,6184.0,21630.1,,,,,,9680.8,10201.1,7152.0,,,11090.3,16206.9,3723.0,,2967.6,3228.6,1964.0,3128.0,5397.0,,,,,583.4,,-764.3,,867.5,7700.0,-1162.8,,2521.8,419.0,,-1251.0,-132.3,,,,2618.0,-2381.0,13065.1,,,,,,1115.8,1636.1,-1413.0,,,2525.3,7641.9,,True,True,True,True,False,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,True,True,,,True,False
32005,73,104.0,,114.8,,100.0,116.0,85.0,,,,,107.9,,128.2,,,192.0,94.8,,91.2,110.0,,35.0,70.8,,,,129.0,43.0,172.6,,,,,,138.8,215.5,,,,95.2,205.8,31.0,,41.8,,27.0,43.0,12.0,,,,,34.9,,55.2,,,119.0,21.8,,18.2,37.0,,-38.0,-2.2,,,,56.0,-30.0,99.6,,,,,,65.8,142.5,,,,22.2,132.8,,False,,True,False,True,,,,,False,,False,,,False,True,,True,False,,False,True,,,,False,True,False,,,,,,False,False,,,,True,False
32007,169,106.0,,110.6,,98.0,114.0,58.0,,,,,141.6,,118.0,,,207.0,93.9,,104.7,172.5,,65.0,89.9,,,,109.0,52.0,248.8,,,,,,108.4,137.1,,,,78.2,149.5,-63.0,,-58.4,,-71.0,-55.0,-111.0,,,,,-27.4,,-51.0,,,38.0,-75.1,,-64.3,3.5,,-104.0,-79.1,,,,-60.0,-117.0,79.8,,,,,,-60.6,-31.9,,,,-90.8,-19.5,,True,,False,True,False,,,,,True,,True,,,True,False,,False,True,,False,False,,,,True,False,False,,,,,,True,True,,,,False,True
32009,1,0.0,,0.0,,0.0,1.0,0.0,,,,,0.7,,2.4,,,3.0,4.2,,1.2,,,0.0,0.3,,,,2.0,0.0,,,,,,,,6.2,,,,1.3,,-1.0,,-1.0,,-1.0,0.0,-1.0,,,,,-0.3,,1.4,,,2.0,3.2,,0.2,,,-1.0,-0.7,,,,1.0,-1.0,,,,,,,,5.2,,,,0.3,,,True,,False,True,False,,,,,True,,False,,,False,False,,True,,,False,True,,,,False,False,,,,,,,,False,,,,True,
32011,6,0.0,,1.2,,0.0,2.0,0.0,,,,,1.5,,3.0,,,6.0,0.2,,1.7,,,4.0,0.2,,,,1.0,0.0,,,,,,,,7.6,,,,0.4,,-6.0,,-4.8,,-6.0,-4.0,-6.0,,,,,-4.5,,-3.0,,,0.0,-5.8,,-4.3,,,-2.0,-5.8,,,,-5.0,-6.0,,,,,,,,1.6,,,,-5.6,,,True,,False,True,False,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,True,,,,True,
32013,34,138.0,,122.9,,57.0,77.0,0.0,,,,,40.3,,41.0,,,77.0,0.0,,43.1,,,72.0,39.7,,,,,75.0,55.2,,,,,,,112.9,,,,37.2,111.1,104.0,,88.9,,23.0,43.0,-34.0,,,,,6.3,,7.0,,,43.0,-34.0,,9.1,,,38.0,5.7,,,,,41.0,21.2,,,,,,,78.9,,,,3.2,77.1,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,,True,True,,,,,,,True,,,,True,True
32015,7,12.0,,14.0,,13.0,16.0,0.0,,,,,15.0,,12.5,,,29.0,30.3,,13.8,,,0.0,8.6,,,,15.0,4.0,25.1,,,,,,,12.7,,,,13.2,32.1,5.0,,7.0,,6.0,9.0,-7.0,,,,,8.0,,5.5,,,22.0,23.3,,6.8,,,-7.0,1.6,,,,8.0,-3.0,18.1,,,,,,,5.7,,,,6.2,25.1,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,True,,,,False,True,False,,,,,,,False,,,,False,False
32017,2,14.0,,13.0,,17.0,30.0,0.0,,,,,16.2,,19.7,,,18.0,28.4,,12.7,,,28.0,8.7,,,,19.0,6.0,29.0,,,,,,,20.7,,,,16.3,61.1,12.0,,11.0,,15.0,28.0,-2.0,,,,,14.2,,17.7,,,16.0,26.4,,10.7,,,26.0,6.7,,,,17.0,4.0,27.0,,,,,,,18.7,,,,14.3,59.1,,True,,False,False,True,,,,,False,,False,,,False,False,,True,,,False,True,,,,False,True,False,,,,,,,False,,,,False,False
32019,85,144.0,,146.3,,124.0,122.0,111.0,,,,,107.3,,149.1,,,269.0,109.8,,116.0,156.0,,87.0,90.9,,,,146.0,66.0,196.4,,,,,,195.4,180.9,,,,127.8,148.5,59.0,,61.3,,39.0,37.0,26.0,,,,,22.3,,64.1,,,184.0,24.8,,31.0,71.0,,2.0,5.9,,,,61.0,-19.0,111.4,,,,,,110.4,95.9,,,,42.8,63.5,,False,,True,True,True,,,,,True,,False,,,False,True,,True,False,,True,True,,,,False,True,False,,,,,,False,False,,,,True,False
32021,48,12.0,,11.6,,14.0,24.0,0.0,,,,,10.8,,7.7,,,25.0,23.2,,7.6,,,27.0,58.2,,,,14.0,5.0,,,,,,,,15.2,,,,14.2,22.7,-36.0,,-36.4,,-34.0,-24.0,-48.0,,,,,-37.2,,-40.3,,,-23.0,-24.8,,-40.4,,,-21.0,10.2,,,,-34.0,-43.0,,,,,,,,-32.8,,,,-33.8,-25.3,,False,,True,True,False,,,,,False,,False,,,True,True,,False,,,True,True,,,,True,False,,,,,,,,True,,,,True,True
32023,138,194.0,,175.6,,160.0,161.0,0.0,,,,,127.5,,82.2,,,156.0,111.3,,150.2,203.5,,215.0,122.4,,,,246.0,108.0,194.9,,,,,,188.2,131.6,,,,177.4,181.5,56.0,,37.6,,22.0,23.0,-138.0,,,,,-10.5,,-55.8,,,18.0,-26.7,,12.2,65.5,,77.0,-15.6,,,,108.0,-30.0,56.9,,,,,,50.2,-6.4,,,,39.4,43.5,,True,,True,True,False,,,,,True,,True,,,True,True,,True,False,,False,True,,,,False,True,False,,,,,,True,True,,,,True,True
32027,25,88.0,,5.1,,18.0,29.0,0.0,,,,,49.9,,263.1,,,33.0,1.5,,27.4,,,31.0,34.2,,,,94.0,38.0,,,,,,,,43.0,,,,0.0,,63.0,,-19.9,,-7.0,4.0,-25.0,,,,,24.9,,238.1,,,8.0,-23.5,,2.4,,,6.0,9.2,,,,69.0,13.0,,,,,,,,18.0,,,,-25.0,,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,False,True,,,,,,,,True,,,,True,
32029,4,2.0,,1.8,,2.0,2.0,0.0,,,,,1.2,,2.6,,,14.0,2.7,,0.9,,,2.0,1.0,,,,2.0,0.0,,,,,,,,6.7,,,,3.8,5.4,-2.0,,-2.2,,-2.0,-2.0,-4.0,,,,,-2.8,,-1.4,,,10.0,-1.3,,-3.1,,,-2.0,-3.0,,,,-2.0,-4.0,,,,,,,,2.7,,,,-0.2,1.4,,False,,False,False,False,,,,,False,,True,,,False,True,,False,,,False,False,,,,False,False,,,,,,,,False,,,,True,True
32031,1134,1806.0,,1731.5,1959.8,1293.0,1542.0,1209.0,,,,,1469.8,,2059.8,,1220.7,2339.0,887.6,,1609.0,1651.0,,1042.0,1354.0,,,,1393.0,700.0,2854.0,,,,,,2323.4,1712.4,1238.0,,,920.2,1850.5,672.0,,597.5,825.8,159.0,408.0,75.0,,,,,335.8,,925.8,,86.7,1205.0,-246.4,,475.0,517.0,,-92.0,220.0,,,,259.0,-434.0,1720.0,,,,,,1189.4,578.4,104.0,,,-213.8,716.5,,True,False,True,True,True,,,,,True,,False,,True,False,True,,True,True,,True,True,,,,True,True,False,,,,,,False,True,True,,,True,False
32033,64,30.0,,26.8,,27.0,27.0,,,,,,15.5,,40.1,,,29.0,54.7,,20.6,,,40.0,27.0,,,,38.0,16.0,36.2,,,,,,,56.2,,,,22.9,16.4,-34.0,,-37.2,,-37.0,-37.0,,,,,,-48.5,,-23.9,,,-35.0,-9.3,,-43.4,,,-24.0,-37.0,,,,-26.0,-48.0,-27.8,,,,,,,-7.8,,,,-41.1,-47.6,,False,,False,False,,,,,,False,,True,,,False,True,,False,,,True,False,,,,True,False,True,,,,,,,True,,,,False,False
32510,94,148.0,,154.1,,122.0,139.0,134.0,,,,,228.5,,219.6,,,312.0,86.4,,166.7,188.5,,40.0,119.6,,,,140.0,85.0,263.9,,,,,,155.6,335.3,,,,114.4,,54.0,,60.1,,28.0,45.0,40.0,,,,,134.5,,125.6,,,218.0,-7.6,,72.7,94.5,,-54.0,25.6,,,,46.0,-9.0,169.9,,,,,,61.6,241.3,,,,20.4,,,False,,True,True,True,,,,,False,,False,,,False,True,,False,False,,False,True,,,,True,True,False,,,,,,False,False,,,,True,
33001,191,372.0,,386.8,,339.0,292.0,390.0,,,,,198.7,,237.5,,,276.0,412.5,,220.6,266.5,,246.0,238.8,,,,389.0,371.0,353.4,,,,,,366.6,258.9,,,,359.7,269.7,181.0,,195.8,,148.0,101.0,199.0,,,,,7.7,,46.5,,,85.0,221.5,,29.6,75.5,,55.0,47.8,,,,198.0,180.0,162.4,,,,,,175.6,67.9,,,,168.7,78.7,,False,,True,True,False,,,,,True,,True,,,True,False,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
33003,124,266.0,,273.2,,212.0,226.0,240.0,,,,,110.9,,178.1,,,161.0,481.0,,199.3,202.0,,191.0,172.9,,,,318.0,263.0,298.3,,,,,,,162.6,,,,197.1,207.3,142.0,,149.2,,88.0,102.0,116.0,,,,,-13.1,,54.1,,,37.0,357.0,,75.3,78.0,,67.0,48.9,,,,194.0,139.0,174.3,,,,,,,38.6,,,,73.1,83.3,,False,,True,True,True,,,,,True,,True,,,True,False,,True,True,,True,True,,,,False,True,False,,,,,,,True,,,,True,True
33005,189,282.0,,310.0,,291.0,295.0,131.0,,,,,214.3,,291.2,,,358.0,357.5,,328.3,234.0,,192.0,214.5,,,,212.0,334.0,442.5,,,,,,341.4,194.3,,,,274.4,329.3,93.0,,121.0,,102.0,106.0,-58.0,,,,,25.3,,102.2,,,169.0,168.5,,139.3,45.0,,3.0,25.5,,,,23.0,145.0,253.5,,,,,,152.4,5.3,,,,85.4,140.3,,False,,False,False,True,,,,,True,,False,,,False,False,,False,True,,True,True,,,,True,False,False,,,,,,False,True,,,,True,False
33007,74,138.0,,150.2,,140.0,130.0,123.0,,,,,87.6,,119.7,,,101.0,539.4,,140.1,154.0,,104.0,109.2,,,,264.0,161.0,189.3,,,,,,,76.5,,,,175.5,112.2,64.0,,76.2,,66.0,56.0,49.0,,,,,13.6,,45.7,,,27.0,465.4,,66.1,80.0,,30.0,35.2,,,,190.0,87.0,115.3,,,,,,,2.5,,,,101.5,38.2,,False,,False,True,True,,,,,True,,True,,,True,False,,False,False,,True,True,,,,False,False,False,,,,,,,True,,,,False,True
33009,290,336.0,,337.4,,334.0,339.0,278.0,,,,,140.0,,308.6,,,317.0,1050.5,,399.7,302.0,,385.0,245.8,,,,508.0,376.0,412.2,,,,,,,227.8,,,,336.0,327.7,46.0,,47.4,,44.0,49.0,-12.0,,,,,-150.0,,18.6,,,27.0,760.5,,109.7,12.0,,95.0,-44.2,,,,218.0,86.0,122.2,,,,,,,-62.2,,,,46.0,37.7,,False,,True,False,True,,,,,False,,True,,,True,False,,False,True,,False,True,,,,False,False,False,,,,,,,False,,,,False,True
33011,1704,2580.0,,2387.1,,2225.0,2464.0,1806.0,,,,,1844.7,,2248.9,,2066.3,2210.0,3645.8,,2047.1,2400.5,,1736.0,1705.6,,,,2719.0,2420.0,3707.9,,,,,,2148.8,1842.0,1894.0,,,2546.1,3027.6,876.0,,683.1,,521.0,760.0,102.0,,,,,140.7,,544.9,,362.3,506.0,1941.8,,343.1,696.5,,32.0,1.6,,,,1015.0,716.0,2003.9,,,,,,444.8,138.0,190.0,,,842.1,1323.6,,True,,True,True,True,,,,,True,,True,,True,True,False,,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,False
33013,441,660.0,,660.1,,580.0,552.0,622.0,,,,,466.1,,694.1,,,719.0,491.8,,511.6,535.0,,364.0,454.8,,,,669.0,725.0,713.4,,,,,,721.6,409.8,374.0,,,466.3,596.2,219.0,,219.1,,139.0,111.0,181.0,,,,,25.1,,253.1,,,278.0,50.8,,70.6,94.0,,-77.0,13.8,,,,228.0,284.0,272.4,,,,,,280.6,-31.2,-67.0,,,25.3,155.2,,False,,True,True,True,,,,,True,,False,,,False,True,,True,True,,True,True,,,,False,False,False,,,,,,False,True,True,,,True,True
33015,1297,1854.0,,1845.1,,1671.0,1799.0,1270.0,,,,,1237.7,,2395.7,,1622.1,1693.0,3741.2,,1450.4,1377.0,,1401.0,1350.8,,,,2252.0,1742.0,3190.6,,,,,,1823.4,1158.1,1283.0,,,1865.5,1924.1,557.0,,548.1,,374.0,502.0,-27.0,,,,,-59.3,,1098.7,,325.1,396.0,2444.2,,153.4,80.0,,104.0,53.8,,,,955.0,445.0,1893.6,,,,,,526.4,-138.9,-14.0,,,568.5,627.1,,True,,True,True,True,,,,,True,,False,,True,True,False,,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,False
33017,711,856.0,,843.6,,744.0,706.0,738.0,,,,,445.8,,907.8,,,685.0,860.9,,703.7,682.0,,558.0,561.6,,,,963.0,713.0,879.1,,,,,,833.4,619.8,691.0,,,849.4,826.7,145.0,,132.6,,33.0,-5.0,27.0,,,,,-265.2,,196.8,,,-26.0,149.9,,-7.3,-29.0,,-153.0,-149.4,,,,252.0,2.0,168.1,,,,,,122.4,-91.2,-20.0,,,138.4,115.7,,True,,True,True,True,,,,,False,,False,,,True,False,,True,True,,False,False,,,,False,True,False,,,,,,True,True,True,,,True,True
33019,156,250.0,,240.8,,228.0,222.0,184.0,,,,,110.2,,236.8,,,179.0,302.6,,231.9,217.0,,247.0,207.9,,,,424.0,253.0,222.3,,,,,,,145.5,,,,273.1,198.7,94.0,,84.8,,72.0,66.0,28.0,,,,,-45.8,,80.8,,,23.0,146.6,,75.9,61.0,,91.0,51.9,,,,268.0,97.0,66.3,,,,,,,-10.5,,,,117.1,42.7,,True,,True,True,True,,,,,True,,True,,,True,False,,True,True,,True,True,,,,False,False,True,,,,,,,True,,,,False,True
34001,1919,2514.0,,2438.2,,2147.0,2153.0,1927.0,,,,,1722.4,,1712.4,,,2171.0,2328.0,,1736.8,3463.5,,1606.0,2054.1,,,,2567.0,1972.0,2619.3,,,,,,2115.7,1590.1,1756.0,,,2397.0,2634.7,595.0,,519.2,,228.0,234.0,8.0,,,,,-196.6,,-206.6,,,252.0,409.0,,-182.2,1544.5,,-313.0,135.1,,,,648.0,53.0,700.3,,,,,,196.7,-328.9,-163.0,,,478.0,715.7,,True,,True,True,True,,,,,True,,True,,,True,True,,True,False,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,False
34003,5329,6546.0,,6517.7,7954.4,5891.0,5883.0,5974.0,,,,,4992.4,,6274.3,,6070.9,7566.0,4969.1,,4521.0,8446.0,,5475.0,5655.9,,,,6506.0,5287.0,6213.9,,,,,,6390.5,6045.5,5202.0,,,5915.7,6808.2,1217.0,,1188.7,2625.4,562.0,554.0,645.0,,,,,-336.6,,945.3,,741.9,2237.0,-359.9,,-808.0,3117.0,,146.0,326.9,,,,1177.0,-42.0,884.9,,,,,,1061.5,716.5,-127.0,,,586.7,1479.2,,True,False,True,True,True,,,,,True,,True,,True,False,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,True,,,True,False
34005,2260,3188.0,,3119.9,2746.9,2747.0,2760.0,2926.0,,,,,2194.9,,1964.7,,2735.3,3585.0,1752.0,,2491.7,3598.5,,2626.0,2755.3,,,,3208.0,2455.0,3130.1,,,,,,2899.3,2948.9,2540.0,,,2809.1,2983.2,928.0,,859.9,486.9,487.0,500.0,666.0,,,,,-65.1,,-295.3,,475.3,1325.0,-508.0,,231.7,1338.5,,366.0,495.3,,,,948.0,195.0,870.1,,,,,,639.3,688.9,280.0,,,549.1,723.2,,True,True,True,True,True,,,,,True,,True,,True,False,True,,True,False,,True,True,,,,False,True,True,,,,,,True,True,True,,,True,True
34007,2113,3570.0,,3579.8,4229.5,2895.0,3121.0,2996.0,,,,,2595.8,,3010.6,,2988.9,3895.0,2463.7,,2506.8,4797.5,,2757.0,2721.6,,,,3369.0,2745.0,3485.3,,,,,,2586.1,2775.4,2858.0,,,3068.4,3937.8,1457.0,,1466.8,2116.5,782.0,1008.0,883.0,,,,,482.8,,897.6,,875.9,1782.0,350.7,,393.8,2684.5,,644.0,608.6,,,,1256.0,632.0,1372.3,,,,,,473.1,662.4,745.0,,,955.4,1824.8,,False,False,True,True,True,,,,,True,,True,,True,False,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,True,,,True,False
34009,552,658.0,,639.3,,589.0,578.0,542.0,,,,,533.6,,477.5,,,629.0,759.5,,427.8,1271.5,,478.0,556.2,,,,712.0,580.0,784.3,,,,,,587.4,396.4,,,,548.1,624.0,106.0,,87.3,,37.0,26.0,-10.0,,,,,-18.4,,-74.5,,,77.0,207.5,,-124.2,719.5,,-74.0,4.2,,,,160.0,28.0,232.3,,,,,,35.4,-155.6,,,,-3.9,72.0,,True,,True,True,True,,,,,True,,True,,,True,False,,False,False,,True,True,,,,False,True,False,,,,,,True,False,,,,True,True
