,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
05129,161,266.0,,,,263.0,,81.5,0.0,,,,,105.0,,,,102.0,,-79.5,-161.0,,,,,,,,True,,True,False,,,,
05131,5182,3388.0,,,,6600.0,,1754.1,500.5,,1624.9,,,-1794.0,,,,1418.0,,-3427.9,-4681.5,,-3557.1,,,,,,True,,False,False,,False,,
05133,512,497.0,,,,811.0,,200.0,0.2,,,,,-15.0,,,,299.0,,-312.0,-511.8,,,,,,,,False,,False,False,,,,
05135,452,616.0,,,,550.0,,378.5,64.2,,,,,164.0,,,,98.0,,-73.5,-387.8,,,,,,,,True,,True,False,,,,
05137,206,567.0,,,,355.0,,266.0,150.8,,,,,361.0,,,,149.0,,60.0,-55.2,,,,,,,,True,,True,True,,,,
05139,1316,1687.0,,,,1569.0,,1503.7,182.4,,1761.1,,,371.0,,,,253.0,,187.7,-1133.6,,445.1,,,,,,True,,True,False,,False,,
05141,460,441.0,,,,551.0,,606.5,28.7,,,,,-19.0,,,,91.0,,146.5,-431.3,,,,,,,,False,,False,False,,,,
05143,8286,8295.0,,,,8323.0,,4891.2,2100.5,,2345.7,3109.0,,9.0,,,,37.0,,-3394.8,-6185.5,,-5940.3,-5177.0,,,,,False,,False,False,,False,False,
05145,2647,2457.0,,,,3756.0,,4410.2,582.1,,1577.4,,,-190.0,,,,1109.0,,1763.2,-2064.9,,-1069.6,,,,,,False,,False,False,,False,,
05147,275,203.0,,,,200.0,,177.8,13.3,,,,,-72.0,,,,-75.0,,-97.2,-261.7,,,,,,,,False,,False,False,,,,
05149,989,1071.0,,,,992.0,,987.2,118.4,,,,,82.0,,,,3.0,,-1.8,-870.6,,,,,,,,True,,True,False,,,,
06001,33048,43183.0,,,,39016.0,,68908.5,10579.0,,33004.6,42860.0,,10135.0,,,,5968.0,,35860.5,-22469.0,,-43.4,9812.0,,,,,True,,False,False,,True,True,
06003,21,7.0,,,,14.0,,7.0,,,,,,-14.0,,,,-7.0,,-14.0,,,,,,,,,True,,True,,,,,
06005,1100,2611.0,,,,1141.0,,1891.4,0.0,,,,,1511.0,,,,41.0,,791.4,-1100.0,,,,,,,,True,,True,True,,,,
06007,3782,6769.0,,,,6847.0,,15661.7,1135.0,,5121.1,4530.0,,2987.0,,,,3065.0,,11879.7,-2647.0,,1339.1,748.0,,,,,False,,False,True,,True,True,
06009,798,1344.0,,,,1044.0,,2117.6,56.7,,,,,546.0,,,,246.0,,1319.6,-741.3,,,,,,,,True,,False,False,,,,
06011,850,1057.0,,,,774.0,,1197.9,130.7,,,,,207.0,,,,-76.0,,347.9,-719.3,,,,,,,,True,,False,False,,,,
06013,22227,27279.0,,,,28900.0,,48605.1,4610.3,,25986.3,38333.0,,5052.0,,,,6673.0,,26378.1,-17616.7,,3759.3,16106.0,,,,,False,,False,False,,True,False,
06015,234,364.0,,,,271.0,,387.0,0.0,,,,,130.0,,,,37.0,,153.0,-234.0,,,,,,,,True,,False,False,,,,
06017,3685,4732.0,,,,5947.0,,4190.7,367.9,,3688.3,3885.0,,1047.0,,,,2262.0,,505.7,-3317.1,,3.3,200.0,,,,,False,,True,False,,True,True,
06019,30269,67256.0,,,,56892.0,,378402.6,2890.9,,42210.4,,,36987.0,,,,26623.0,,348133.6,-27378.1,,11941.4,,,,,,True,,False,True,,True,,
06021,785,819.0,,,,912.0,,439.7,303.4,,,,,34.0,,,,127.0,,-345.3,-481.6,,,,,,,,False,,False,False,,,,
06023,1425,1379.0,,,,1521.0,,744.1,134.8,,,711.0,,-46.0,,,,96.0,,-680.9,-1290.2,,,-714.0,,,,,False,,False,False,,,False,
06025,5000,8512.0,,,,10779.0,,9507.9,0.0,,7064.6,3295.0,,3512.0,,,,5779.0,,4507.9,-5000.0,,2064.6,-1705.0,,,,,False,,False,False,,True,True,
06027,618,595.0,,,,161.0,,1560.4,58.0,,,,,-23.0,,,,-457.0,,942.4,-560.0,,,,,,,,False,,False,False,,,,
06029,36468,44499.0,,,,51007.0,,83194.4,5054.8,,34328.9,35527.0,,8031.0,,,,14539.0,,46726.4,-31413.2,,-2139.1,-941.0,,,,,False,,False,False,,True,True,
06031,6037,8414.0,,,,6610.0,,4422.0,927.6,,6781.9,3951.0,,2377.0,,,,573.0,,-1615.0,-5109.4,,744.9,-2086.0,,,,,True,,True,False,,True,True,
06033,1537,2023.0,,,,1228.0,,2195.2,95.6,,,,,486.0,,,,-309.0,,658.2,-1441.4,,,,,,,,True,,False,False,,,,
06035,1318,2233.0,,,,1088.0,,1621.7,0.0,,,,,915.0,,,,-230.0,,303.7,-1318.0,,,,,,,,True,,True,False,,,,
06037,457417,672532.0,,,,602504.0,,950537.4,161555.7,,466865.0,708154.0,,215115.0,,,,145087.0,,493120.4,-295861.3,,9448.0,250737.0,,,,,True,,False,False,,True,False,
06039,5252,8127.0,,,,5471.0,,8601.3,546.9,,8055.3,3089.0,,2875.0,,,,219.0,,3349.3,-4705.1,,2803.3,-2163.0,,,,,True,,False,False,,True,True,
06041,3385,4186.0,,,,5054.0,,6725.6,2.5,,1827.3,3912.0,,801.0,,,,1669.0,,3340.6,-3382.5,,-1557.7,527.0,,,,,False,,False,False,,False,True,
06043,167,217.0,,,,181.0,,83.2,1.8,,,,,50.0,,,,14.0,,-83.8,-165.2,,,,,,,,True,,False,False,,,,
06045,1387,1085.0,,,,1544.0,,1232.7,187.6,,1726.1,,,-302.0,,,,157.0,,-154.3,-1199.4,,339.1,,,,,,True,,True,False,,False,,
06047,9916,12313.0,,,,16253.0,,11845.8,629.4,,10327.0,6823.0,,2397.0,,,,6337.0,,1929.8,-9286.6,,411.0,-3093.0,,,,,False,,True,False,,True,False,
06049,134,154.0,,,,246.0,,104.4,0.0,,,,,20.0,,,,112.0,,-29.6,-134.0,,,,,,,,False,,False,False,,,,
06051,343,595.0,,,,125.0,,742.3,0.0,,,,,252.0,,,,-218.0,,399.3,-343.0,,,,,,,,True,,False,False,,,,
06053,15553,24164.0,,,,20572.0,,54067.5,4230.3,,20511.8,14555.0,,8611.0,,,,5019.0,,38514.5,-11322.7,,4958.8,-998.0,,,,,True,,False,False,,True,True,
06055,3434,4641.0,,,,3973.0,,3679.4,2111.9,,5385.5,3832.0,,1207.0,,,,539.0,,245.4,-1322.1,,1951.5,398.0,,,,,True,,True,False,,False,True,
06057,1271,1666.0,,,,2778.0,,566.8,1.0,,1475.1,,,395.0,,,,1507.0,,-704.2,-1270.0,,204.1,,,,,,False,,False,False,,True,,
06059,93234,160027.0,,,,141297.0,,337885.7,27322.3,,98396.2,204188.0,,66793.0,,,,48063.0,,244651.7,-65911.7,,5162.2,110954.0,,,,,True,,False,True,,True,False,
06061,6515,11655.0,,,,14473.0,,14030.3,2386.4,,13873.4,6690.0,,5140.0,,,,7958.0,,7515.3,-4128.6,,7358.4,175.0,,,,,False,,False,True,,False,True,
06063,186,266.0,,,,663.0,,291.9,9.2,,,,,80.0,,,,477.0,,105.9,-176.8,,,,,,,,False,,False,False,,,,
06065,118724,170205.0,,,,165985.0,,335056.9,33615.2,,113658.3,107451.0,,51481.0,,,,47261.0,,216332.9,-85108.8,,-5065.7,-11273.0,,,,,True,,False,False,,True,True,
06067,29779,53389.0,,,,53704.0,,40922.6,9416.4,,32166.1,34420.0,,23610.0,,,,23925.0,,11143.6,-20362.6,,2387.1,4641.0,,,,,False,,True,True,,True,True,
06069,2257,3577.0,,,,2906.0,,5511.0,431.8,,2665.5,,,1320.0,,,,649.0,,3254.0,-1825.2,,408.5,,,,,,True,,False,False,,True,,
06071,99792,169099.0,,,,186595.0,,403042.6,42681.5,,97146.7,157332.0,,69307.0,,,,86803.0,,303250.6,-57110.5,,-2645.3,57540.0,,,,,False,,False,True,,True,True,
06073,109035,137725.0,,,,131685.0,,181853.6,33400.1,,135314.6,123119.0,,28690.0,,,,22650.0,,72818.6,-75634.9,,26279.6,14084.0,,,,,True,,False,False,,True,True,
06075,11049,12705.0,,,,14866.0,,17942.1,5567.5,,9104.2,11914.0,,1656.0,,,,3817.0,,6893.1,-5481.5,,-1944.8,865.0,,,,,False,,False,False,,False,True,
06077,22880,39235.0,,,,34309.0,,81804.8,3887.1,,24052.5,89858.0,,16355.0,,,,11429.0,,58924.8,-18992.9,,1172.5,66978.0,,,,,True,,False,False,,True,False,
06079,9150,8057.0,,,,9710.0,,17143.7,1801.2,,8306.0,5138.0,,-1093.0,,,,560.0,,7993.7,-7348.8,,-844.0,-4012.0,,,,,True,,False,False,,True,False,
06081,15053,14623.0,,,,17680.0,,28525.9,2855.8,,4230.8,18081.0,,-430.0,,,,2627.0,,13472.9,-12197.2,,-10822.2,3028.0,,,,,False,,False,False,,False,False,
06083,14645,10920.0,,,,14267.0,,20703.8,1432.7,,6388.6,19278.0,,-3725.0,,,,-378.0,,6058.8,-13212.3,,-8256.4,4633.0,,,,,True,,False,False,,False,False,
06085,43808,58779.0,,,,54453.0,,73929.7,15776.7,,46963.0,63200.0,,14971.0,,,,10645.0,,30121.7,-28031.3,,3155.0,19392.0,,,,,True,,False,False,,True,False,
06087,6214,8260.0,,,,6930.0,,11861.4,581.2,,7323.4,2499.0,,2046.0,,,,716.0,,5647.4,-5632.8,,1109.4,-3715.0,,,,,True,,False,False,,True,False,
06089,3313,3437.0,,,,3774.0,,1132.9,0.0,,11469.6,593.0,,124.0,,,,461.0,,-2180.1,-3313.0,,8156.6,-2720.0,,,,,False,,False,False,,False,False,
06091,65,14.0,,,,146.0,,13.3,,,,,,-51.0,,,,81.0,,-51.7,,,,,,,,,False,,False,,,,,
06093,588,399.0,,,,398.0,,207.6,0.0,,,,,-189.0,,,,-190.0,,-380.4,-588.0,,,,,,,,False,,False,False,,,,
06095,11921,16254.0,,,,13080.0,,33298.4,3062.5,,5751.7,4702.0,,4333.0,,,,1159.0,,21377.4,-8858.5,,-6169.3,-7219.0,,,,,True,,False,False,,False,False,
06097,8996,12418.0,,,,12546.0,,21426.3,1281.4,,11291.9,18917.0,,3422.0,,,,3550.0,,12430.3,-7714.6,,2295.9,9921.0,,,,,False,,False,False,,True,False,
06099,21408,23436.0,,,,29928.0,,21504.1,1627.2,,20394.6,14908.0,,2028.0,,,,8520.0,,96.1,-19780.8,,-1013.4,-6500.0,,,,,False,,True,False,,True,False,
06101,2605,4214.0,,,,3320.0,,2675.2,417.6,,2645.4,,,1609.0,,,,715.0,,70.2,-2187.4,,40.4,,,,,,True,,True,False,,True,,
06103,1913,2303.0,,,,1599.0,,2140.7,179.6,,,,,390.0,,,,-314.0,,227.7,-1733.4,,,,,,,,True,,True,False,,,,
06105,56,98.0,,,,95.0,,51.6,0.0,,,,,42.0,,,,39.0,,-4.4,-56.0,,,,,,,,True,,True,False,,,,
06107,15391,21007.0,,,,22790.0,,33104.3,1354.8,,13140.3,18645.0,,5616.0,,,,7399.0,,17713.3,-14036.2,,-2250.7,3254.0,,,,,False,,False,False,,True,True,
06109,1096,4095.0,,,,1302.0,,8787.0,27.8,,,,,2999.0,,,,206.0,,7691.0,-1068.2,,,,,,,,True,,False,True,,,,
06111,39696,39249.0,,,,31266.0,,41723.8,6213.8,,32412.0,71233.0,,-447.0,,,,-8430.0,,2027.8,-33482.2,,-7284.0,31537.0,,,,,False,,False,False,,False,False,
06113,4640,5593.0,,,,6120.0,,5679.5,805.5,,5233.9,2527.0,,953.0,,,,1480.0,,1039.5,-3834.5,,593.9,-2113.0,,,,,False,,False,False,,True,False,
06115,1955,2576.0,,,,2720.0,,1759.1,363.3,,926.8,,,621.0,,,,765.0,,-195.9,-1591.7,,-1028.2,,,,,,False,,True,False,,False,,
08001,8354,11858.0,,,,14013.0,,2785.4,0.6,,9624.9,3404.0,,3504.0,,,,5659.0,,-5568.6,-8353.4,,1270.9,-4950.0,,,,,False,,False,False,,True,False,
08003,322,203.0,,,,624.0,,84.4,0.0,,,,,-119.0,,,,302.0,,-237.6,-322.0,,,,,,,,False,,False,False,,,,
08005,9964,13370.0,,,,11828.0,,3462.3,16.4,,4666.5,3552.0,,3406.0,,,,1864.0,,-6501.7,-9947.6,,-5297.5,-6412.0,,,,,True,,False,False,,False,False,
08007,162,231.0,,,,260.0,,25.8,0.0,,,,,69.0,,,,98.0,,-136.2,-162.0,,,,,,,,False,,False,False,,,,
08009,99,56.0,,,,120.0,,5.7,0.0,,,,,-43.0,,,,21.0,,-93.3,-99.0,,,,,,,,True,,False,False,,,,
08011,399,1106.0,,,,105.0,,375.1,1.9,,,,,707.0,,,,-294.0,,-23.9,-397.1,,,,,,,,True,,True,True,,,,
08013,3846,4578.0,,,,5309.0,,999.3,1.6,,9865.8,1186.0,,732.0,,,,1463.0,,-2846.7,-3844.4,,6019.8,-2660.0,,,,,False,,False,False,,False,False,
08014,876,966.0,,,,1419.0,,204.9,,,710.4,,,90.0,,,,543.0,,-671.1,,,-165.6,,,,,,False,,False,,,False,,
08015,378,658.0,,,,467.0,,193.4,37.0,,,,,280.0,,,,89.0,,-184.6,-341.0,,,,,,,,True,,True,False,,,,
08017,39,7.0,,,,66.0,,0.5,,,,,,-32.0,,,,27.0,,-38.5,,,,,,,,,True,,False,,,,,
08019,93,112.0,,,,149.0,,53.5,0.0,,,,,19.0,,,,56.0,,-39.5,-93.0,,,,,,,,False,,False,False,,,,
08021,127,126.0,,,,316.0,,60.6,0.0,,,,,-1.0,,,,189.0,,-66.4,-127.0,,,,,,,,False,,False,False,,,,
08023,25,56.0,,,,138.0,,216.2,0.0,,,,,31.0,,,,113.0,,191.2,-25.0,,,,,,,,False,,False,True,,,,
08025,304,378.0,,,,113.0,,91.4,0.0,,,,,74.0,,,,-191.0,,-212.6,-304.0,,,,,,,,False,,False,False,,,,
08027,18,14.0,,,,57.0,,32.5,0.0,,,,,-4.0,,,,39.0,,14.5,-18.0,,,,,,,,False,,False,False,,,,
08029,935,1981.0,,,,908.0,,821.8,56.0,,,,,1046.0,,,,-27.0,,-113.2,-879.0,,,,,,,,True,,True,True,,,,
08031,11252,13762.0,,,,14019.0,,3540.9,35.8,,4453.7,3308.0,,2510.0,,,,2767.0,,-7711.1,-11216.2,,-6798.3,-7944.0,,,,,False,,False,False,,False,False,
08033,17,7.0,,,,57.0,,4.6,,,,,,-10.0,,,,40.0,,-12.4,,,,,,,,,False,,False,,,,,
08035,5075,5915.0,,,,6474.0,,1311.6,1.9,,6723.3,1544.0,,840.0,,,,1399.0,,-3763.4,-5073.1,,1648.3,-3531.0,,,,,False,,False,False,,False,False,
08037,1521,910.0,,,,1612.0,,447.3,1.8,,1048.2,,,-611.0,,,,91.0,,-1073.7,-1519.2,,-472.8,,,,,,True,,False,False,,True,,
08039,273,483.0,,,,445.0,,160.6,1.2,,,,,210.0,,,,172.0,,-112.4,-271.8,,,,,,,,True,,True,False,,,,
08041,10048,15771.0,,,,14394.0,,3855.7,10.4,,4547.1,2802.0,,5723.0,,,,4346.0,,-6192.3,-10037.6,,-5500.9,-7246.0,,,,,True,,False,False,,True,False,
08043,813,3241.0,,,,1435.0,,635.1,0.0,,1701.4,,,2428.0,,,,622.0,,-177.9,-813.0,,888.4,,,,,,True,,True,True,,True,,
08045,1276,1855.0,,,,2264.0,,1735.9,638.6,,1642.4,,,579.0,,,,988.0,,459.9,-637.4,,366.4,,,,,,False,,True,False,,True,,
08047,42,56.0,,,,81.0,,12.5,0.0,,,,,14.0,,,,39.0,,-29.5,-42.0,,,,,,,,False,,False,False,,,,
08049,540,224.0,,,,311.0,,79.6,0.0,,,,,-316.0,,,,-229.0,,-460.4,-540.0,,,,,,,,True,,False,False,,,,
08051,492,476.0,,,,316.0,,878.7,278.5,,,,,-16.0,,,,-176.0,,386.7,-213.5,,,,,,,,False,,False,False,,,,
08053,14,0.0,,,,21.0,,0.6,,,,,,-14.0,,,,7.0,,-13.4,,,,,,,,,True,,True,,,,,
08055,29,140.0,,,,249.0,,20.3,0.0,,,,,111.0,,,,220.0,,-8.7,-29.0,,,,,,,,False,,True,True,,,,
08057,17,14.0,,,,15.0,,7.6,,,,,,-3.0,,,,-2.0,,-9.4,,,,,,,,,True,,False,,,,,
08059,7218,10087.0,,,,13091.0,,2358.9,2.3,,8896.0,2391.0,,2869.0,,,,5873.0,,-4859.1,-7215.7,,1678.0,-4827.0,,,,,False,,False,False,,True,False,
08061,18,70.0,,,,35.0,,59.4,,,,,,52.0,,,,17.0,,41.4,,,,,,,,,True,,True,,,,,
08063,92,98.0,,,,225.0,,59.1,0.0,,,,,6.0,,,,133.0,,-32.9,-92.0,,,,,,,,False,,False,False,,,,
08065,221,98.0,,,,193.0,,33.8,0.0,,,,,-123.0,,,,-28.0,,-187.2,-221.0,,,,,,,,True,,False,False,,,,
08067,675,938.0,,,,974.0,,256.7,0.0,,935.7,,,263.0,,,,299.0,,-418.3,-675.0,,260.7,,,,,,False,,False,False,,True,,
08069,4342,4879.0,,,,7357.0,,1375.6,0.2,,1506.0,1049.0,,537.0,,,,3015.0,,-2966.4,-4341.8,,-2836.0,-3293.0,,,,,False,,False,False,,False,False,
08071,476,560.0,,,,528.0,,157.2,35.8,,,,,84.0,,,,52.0,,-318.8,-440.2,,,,,,,,True,,False,False,,,,
08073,211,196.0,,,,129.0,,10.8,0.0,,,,,-15.0,,,,-82.0,,-200.2,-211.0,,,,,,,,False,,False,False,,,,
08075,494,1148.0,,,,717.0,,471.8,815.8,,995.6,,,654.0,,,,223.0,,-22.2,321.8,,501.6,,,,,,True,,True,True,,True,,
08077,4110,4333.0,,,,5075.0,,1229.6,0.1,,4802.8,1020.0,,223.0,,,,965.0,,-2880.4,-4109.9,,692.8,-3090.0,,,,,False,,False,False,,False,False,
08079,20,21.0,,,,14.0,,0.3,,,,,,1.0,,,,-6.0,,-19.7,,,,,,,,,False,,False,,,,,
08081,126,273.0,,,,471.0,,101.6,0.0,,,,,147.0,,,,345.0,,-24.4,-126.0,,,,,,,,False,,True,True,,,,
08083,496,497.0,,,,499.0,,212.4,0.0,,,,,1.0,,,,3.0,,-283.6,-496.0,,,,,,,,False,,False,False,,,,
08085,1177,1085.0,,,,1237.0,,442.2,0.0,,,,,-92.0,,,,60.0,,-734.8,-1177.0,,,,,,,,True,,False,False,,,,
08087,320,672.0,,,,870.0,,172.0,0.0,,,,,352.0,,,,550.0,,-148.0,-320.0,,,,,,,,False,,True,True,,,,
08089,238,749.0,,,,592.0,,197.1,0.0,,,,,511.0,,,,354.0,,-40.9,-238.0,,,,,,,,True,,True,True,,,,
08091,89,49.0,,,,51.0,,28.0,0.0,,,,,-40.0,,,,-38.0,,-61.0,-89.0,,,,,,,,True,,False,False,,,,
08093,158,196.0,,,,277.0,,49.8,0.0,,,,,38.0,,,,119.0,,-108.2,-158.0,,,,,,,,False,,False,False,,,,
08095,90,161.0,,,,131.0,,18.1,0.0,,,,,71.0,,,,41.0,,-71.9,-90.0,,,,,,,,True,,False,False,,,,
08097,982,742.0,,,,354.0,,996.5,117.5,,,,,-240.0,,,,-628.0,,14.5,-864.5,,,,,,,,False,,True,False,,,,
08099,186,294.0,,,,494.0,,66.0,0.0,,,,,108.0,,,,308.0,,-120.0,-186.0,,,,,,,,False,,False,False,,,,
08101,1934,4326.0,,,,5777.0,,875.3,0.0,,2273.7,602.0,,2392.0,,,,3843.0,,-1058.7,-1934.0,,339.7,-1332.0,,,,,False,,True,True,,True,True,
08103,172,91.0,,,,155.0,,41.6,0.0,,,,,-81.0,,,,-17.0,,-130.4,-172.0,,,,,,,,True,,False,False,,,,
08105,293,105.0,,,,332.0,,336.7,5.5,,,,,-188.0,,,,39.0,,43.7,-287.5,,,,,,,,True,,True,False,,,,
08107,776,406.0,,,,761.0,,106.8,0.0,,,,,-370.0,,,,-15.0,,-669.2,-776.0,,,,,,,,True,,False,False,,,,
08109,54,35.0,,,,105.0,,6.0,0.0,,,,,-19.0,,,,51.0,,-48.0,-54.0,,,,,,,,False,,False,False,,,,
08111,22,7.0,,,,21.0,,13.2,,,,,,-15.0,,,,-1.0,,-8.8,,,,,,,,,True,,True,,,,,
08113,404,126.0,,,,98.0,,458.6,12.0,,,,,-278.0,,,,-306.0,,54.6,-392.0,,,,,,,,False,,True,False,,,,
08115,66,42.0,,,,98.0,,5.3,0.0,,,,,-24.0,,,,32.0,,-60.7,-66.0,,,,,,,,False,,False,False,,,,
08117,806,973.0,,,,624.0,,225.6,0.2,,,,,167.0,,,,-182.0,,-580.4,-805.8,,,,,,,,False,,False,False,,,,
08119,270,245.0,,,,418.0,,114.2,0.0,,,,,-25.0,,,,148.0,,-155.8,-270.0,,,,,,,,False,,False,False,,,,
08121,34,84.0,,,,63.0,,15.6,0.0,,,,,50.0,,,,29.0,,-18.4,-34.0,,,,,,,,True,,True,True,,,,
08123,5371,6783.0,,,,6909.0,,1596.0,0.6,,2271.9,1939.0,,1412.0,,,,1538.0,,-3775.0,-5370.4,,-3099.1,-3432.0,,,,,False,,False,False,,False,False,
08125,168,224.0,,,,403.0,,182.7,0.0,,,,,56.0,,,,235.0,,14.7,-168.0,,,,,,,,False,,True,False,,,,
09001,23410,17409.0,,,,21305.0,,6547.1,13.0,,33155.7,2451.0,,-6001.0,,,,-2105.0,,-16862.9,-23397.0,,9745.7,-20959.0,,,,,True,,False,False,,False,False,
09003,24075,18494.0,,,,25795.0,,14758.9,3.0,,11979.9,3184.0,,-5581.0,,,,1720.0,,-9316.1,-24072.0,,-12095.1,-20891.0,,,,,True,,False,False,,False,False,
09005,3600,3423.0,,,,3708.0,,1557.9,12.5,,3733.9,397.0,,-177.0,,,,108.0,,-2042.1,-3587.5,,133.9,-3203.0,,,,,True,,False,False,,True,False,
09007,3994,3549.0,,,,3955.0,,2480.3,820.1,,2000.2,598.0,,-445.0,,,,-39.0,,-1513.7,-3173.9,,-1993.8,-3396.0,,,,,True,,False,False,,False,False,
09009,23452,16877.0,,,,22194.0,,6254.7,2.2,,25016.3,2673.0,,-6575.0,,,,-1258.0,,-17197.3,-23449.8,,1564.3,-20779.0,,,,,True,,False,False,,True,False,
09011,8581,4935.0,,,,7564.0,,4807.1,2.7,,2660.7,1368.0,,-3646.0,,,,-1017.0,,-3773.9,-8578.3,,-5920.3,-7213.0,,,,,True,,False,False,,False,False,
09013,2948,2100.0,,,,3115.0,,2024.8,513.1,,2413.6,312.0,,-848.0,,,,167.0,,-923.2,-2434.9,,-534.4,-2636.0,,,,,True,,False,False,,True,False,
09015,4274,3066.0,,,,3062.0,,3763.8,401.8,,3462.7,,,-1208.0,,,,-1212.0,,-510.2,-3872.2,,-811.3,,,,,,False,,True,False,,True,,
10001,5024,5775.0,,,,3504.0,,2524.3,922.2,,4873.6,2613.0,,751.0,,,,-1520.0,,-2499.7,-4101.8,,-150.4,-2411.0,,,,,False,,False,False,,True,False,
10003,15579,17507.0,,,,12215.0,,7920.5,4834.0,,16502.1,11704.0,,1928.0,,,,-3364.0,,-7658.5,-10745.0,,923.1,-3875.0,,,,,False,,False,False,,True,False,
10005,7533,7049.0,,,,4408.0,,5191.9,266.6,,4115.9,5282.0,,-484.0,,,,-3125.0,,-2341.1,-7266.4,,-3417.1,-2251.0,,,,,False,,False,False,,False,False,
12001,6386,4578.0,,,,5125.0,,3390.5,0.2,,1837.7,4834.0,,-1808.0,,,,-1261.0,,-2995.5,-6385.8,,-4548.3,-1552.0,,,,,True,,False,False,,False,True,
12003,823,812.0,,,,990.0,,553.2,0.0,,446.9,,,-11.0,,,,167.0,,-269.8,-823.0,,-376.1,,,,,,False,,False,False,,False,,
12005,6557,5705.0,,,,4929.0,,4548.8,809.5,,4123.8,4162.0,,-852.0,,,,-1628.0,,-2008.2,-5747.5,,-2433.2,-2395.0,,,,,False,,False,False,,False,False,
12007,685,2569.0,,,,638.0,,7442.7,162.0,,,,,1884.0,,,,-47.0,,6757.7,-523.0,,,,,,,,True,,False,True,,,,
12009,11856,8029.0,,,,10800.0,,4757.4,2872.1,,6246.3,4115.0,,-3827.0,,,,-1056.0,,-7098.6,-8983.9,,-5609.7,-7741.0,,,,,True,,False,False,,False,False,
12011,51917,40537.0,,,,202576.0,,20528.7,327.7,,17088.0,26572.0,,-11380.0,,,,150659.0,,-31388.3,-51589.3,,-34829.0,-25345.0,,,,,False,,False,False,,False,False,
12013,427,665.0,,,,452.0,,409.4,0.0,,,,,238.0,,,,25.0,,-17.6,-427.0,,,,,,,,True,,True,False,,,,
12015,3236,3675.0,,,,2829.0,,1738.6,678.4,,2846.9,4704.0,,439.0,,,,-407.0,,-1497.4,-2557.6,,-389.1,1468.0,,,,,True,,False,False,,True,False,
12017,2928,2919.0,,,,3441.0,,1545.1,701.2,,2080.1,1825.0,,-9.0,,,,513.0,,-1382.9,-2226.8,,-847.9,-1103.0,,,,,False,,False,False,,False,False,
12019,5481,6286.0,,,,5289.0,,3852.7,1727.0,,6588.0,8485.0,,805.0,,,,-192.0,,-1628.3,-3754.0,,1107.0,3004.0,,,,,True,,False,False,,False,False,
12021,7500,5516.0,,,,5475.0,,1918.2,1.9,,2931.7,2615.0,,-1984.0,,,,-2025.0,,-5581.8,-7498.1,,-4568.3,-4885.0,,,,,False,,False,False,,False,False,
12023,1710,2359.0,,,,2105.0,,3332.2,0.1,,1003.3,,,649.0,,,,395.0,,1622.2,-1709.9,,-706.7,,,,,,True,,False,False,,False,,
12027,706,812.0,,,,652.0,,326.6,0.0,,876.6,,,106.0,,,,-54.0,,-379.4,-706.0,,170.6,,,,,,True,,False,False,,False,,
12029,347,329.0,,,,472.0,,666.1,0.0,,,,,-18.0,,,,125.0,,319.1,-347.0,,,,,,,,False,,False,False,,,,
12031,28025,28798.0,,,,27621.0,,17744.8,7617.8,,18159.7,16750.0,,773.0,,,,-404.0,,-10280.2,-20407.2,,-9865.3,-11275.0,,,,,True,,False,False,,False,False,
12033,11413,8687.0,,,,9315.0,,8714.5,1668.5,,7645.1,8369.0,,-2726.0,,,,-2098.0,,-2698.5,-9744.5,,-3767.9,-3044.0,,,,,True,,True,False,,False,False,
12035,2084,1967.0,,,,2115.0,,1305.2,928.2,,2174.5,,,-117.0,,,,31.0,,-778.8,-1155.8,,90.5,,,,,,True,,False,False,,True,,
12037,389,133.0,,,,275.0,,29.8,0.0,,,,,-256.0,,,,-114.0,,-359.2,-389.0,,,,,,,,True,,False,False,,,,
12039,1509,1162.0,,,,1276.0,,685.7,0.0,,550.7,,,-347.0,,,,-233.0,,-823.3,-1509.0,,-958.3,,,,,,True,,False,False,,False,,
12041,324,441.0,,,,393.0,,259.4,0.1,,,,,117.0,,,,69.0,,-64.6,-323.9,,,,,,,,True,,True,False,,,,
12043,123,147.0,,,,161.0,,54.3,0.0,,,,,24.0,,,,38.0,,-68.7,-123.0,,,,,,,,False,,False,False,,,,
12045,534,448.0,,,,400.0,,414.5,0.0,,,,,-86.0,,,,-134.0,,-119.5,-534.0,,,,,,,,False,,False,False,,,,
