,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
27011,67,63.0,,,,116.0,,8.4,0.0,,,,,-4.0,,,,49.0,,-58.6,-67.0,,,,,,,,False,,False,False,,,,
27013,766,868.0,,,,1544.0,,132.3,0.0,,444.8,,,102.0,,,,778.0,,-633.7,-766.0,,-321.2,,,,,,False,,False,False,,False,,
27015,370,497.0,,,,676.0,,88.6,0.0,,,,,127.0,,,,306.0,,-281.4,-370.0,,,,,,,,False,,False,False,,,,
27017,397,686.0,,,,714.0,,129.3,0.2,,884.2,,,289.0,,,,317.0,,-267.7,-396.8,,487.2,,,,,,False,,True,False,,False,,
27019,1046,1253.0,,,,1975.0,,247.1,0.1,,858.3,,,207.0,,,,929.0,,-798.9,-1045.9,,-187.7,,,,,,False,,False,False,,True,,
27021,259,343.0,,,,463.0,,91.9,0.0,,,,,84.0,,,,204.0,,-167.1,-259.0,,,,,,,,False,,False,False,,,,
27023,102,273.0,,,,280.0,,65.5,0.0,,,,,171.0,,,,178.0,,-36.5,-102.0,,,,,,,,False,,True,True,,,,
27025,769,777.0,,,,1230.0,,209.6,0.2,,657.4,,,8.0,,,,461.0,,-559.4,-768.8,,-111.6,,,,,,False,,False,False,,False,,
27027,639,945.0,,,,1025.0,,165.2,0.0,,1515.2,,,306.0,,,,386.0,,-473.8,-639.0,,876.2,,,,,,False,,False,False,,False,,
27029,61,112.0,,,,112.0,,5.3,0.0,,,,,51.0,,,,51.0,,-55.7,-61.0,,,,,,,,False,,False,False,,,,
27031,20,7.0,,,,49.0,,3.1,0.0,,,,,-13.0,,,,29.0,,-16.9,-20.0,,,,,,,,False,,False,False,,,,
27033,119,168.0,,,,286.0,,31.6,0.0,,,,,49.0,,,,167.0,,-87.4,-119.0,,,,,,,,False,,False,False,,,,
27035,629,623.0,,,,1306.0,,97.7,0.0,,867.2,,,-6.0,,,,677.0,,-531.3,-629.0,,238.2,,,,,,False,,False,False,,False,,
27037,5514,7329.0,,,,8031.0,,1502.5,2.0,,5215.5,2018.0,,1815.0,,,,2517.0,,-4011.5,-5512.0,,-298.5,-3496.0,,,,,False,,False,False,,True,False,
27039,347,224.0,,,,432.0,,97.1,0.0,,,,,-123.0,,,,85.0,,-249.9,-347.0,,,,,,,,True,,False,False,,,,
27041,463,798.0,,,,870.0,,124.9,0.1,,732.2,,,335.0,,,,407.0,,-338.1,-462.9,,269.2,,,,,,False,,False,False,,True,,
27043,304,315.0,,,,362.0,,111.9,0.0,,,,,11.0,,,,58.0,,-192.1,-304.0,,,,,,,,False,,False,False,,,,
27045,286,525.0,,,,402.0,,178.7,0.0,,,,,239.0,,,,116.0,,-107.3,-286.0,,,,,,,,True,,True,False,,,,
27047,795,455.0,,,,854.0,,80.8,0.3,,,,,-340.0,,,,59.0,,-714.2,-794.7,,,,,,,,True,,False,False,,,,
27049,861,973.0,,,,1085.0,,198.5,0.2,,563.5,,,112.0,,,,224.0,,-662.5,-860.8,,-297.5,,,,,,False,,False,False,,False,,
27051,96,133.0,,,,108.0,,13.3,0.0,,,,,37.0,,,,12.0,,-82.7,-96.0,,,,,,,,True,,False,False,,,,
27053,13596,16576.0,,,,22799.0,,3304.7,19.6,,10768.8,4185.0,,2980.0,,,,9203.0,,-10291.3,-13576.4,,-2827.2,-9411.0,,,,,False,,False,False,,True,False,
27055,400,553.0,,,,357.0,,174.2,0.0,,,,,153.0,,,,-43.0,,-225.8,-400.0,,,,,,,,True,,False,False,,,,
27057,204,245.0,,,,357.0,,63.5,0.0,,,,,41.0,,,,153.0,,-140.5,-204.0,,,,,,,,False,,False,False,,,,
27059,426,546.0,,,,905.0,,150.3,0.0,,,,,120.0,,,,479.0,,-275.7,-426.0,,,,,,,,False,,False,False,,,,
27061,368,441.0,,,,789.0,,165.5,0.0,,1470.5,,,73.0,,,,421.0,,-202.5,-368.0,,1102.5,,,,,,False,,False,False,,False,,
27063,134,301.0,,,,231.0,,83.4,0.0,,,,,167.0,,,,97.0,,-50.6,-134.0,,,,,,,,True,,True,True,,,,
27065,136,189.0,,,,416.0,,27.7,0.0,,,,,53.0,,,,280.0,,-108.3,-136.0,,,,,,,,False,,False,False,,,,
27067,389,917.0,,,,1079.0,,130.8,0.1,,740.9,,,528.0,,,,690.0,,-258.2,-388.9,,351.9,,,,,,False,,True,True,,True,,
27069,55,42.0,,,,42.0,,7.7,0.0,,,,,-13.0,,,,-13.0,,-47.3,-55.0,,,,,,,,False,,False,False,,,,
27071,77,140.0,,,,200.0,,36.0,0.0,,,,,63.0,,,,123.0,,-41.0,-77.0,,,,,,,,False,,True,False,,,,
27073,92,196.0,,,,117.0,,57.6,0.0,,,,,104.0,,,,25.0,,-34.4,-92.0,,,,,,,,True,,True,True,,,,
27075,167,105.0,,,,180.0,,17.2,0.0,,,,,-62.0,,,,13.0,,-149.8,-167.0,,,,,,,,True,,False,False,,,,
27077,60,56.0,,,,35.0,,15.5,0.0,,,,,-4.0,,,,-25.0,,-44.5,-60.0,,,,,,,,False,,False,False,,,,
27079,368,315.0,,,,701.0,,76.4,0.1,,,,,-53.0,,,,333.0,,-291.6,-367.9,,,,,,,,False,,False,False,,,,
27081,54,63.0,,,,88.0,,6.0,0.0,,,,,9.0,,,,34.0,,-48.0,-54.0,,,,,,,,False,,False,False,,,,
27083,334,518.0,,,,541.0,,105.0,0.0,,358.6,,,184.0,,,,207.0,,-229.0,-334.0,,24.6,,,,,,False,,False,False,,True,,
27085,318,651.0,,,,934.0,,112.2,0.1,,,,,333.0,,,,616.0,,-205.8,-317.9,,,,,,,,False,,True,True,,,,
27087,43,140.0,,,,57.0,,11.3,0.0,,,,,97.0,,,,14.0,,-31.7,-43.0,,,,,,,,True,,True,True,,,,
27089,70,98.0,,,,97.0,,21.0,0.0,,,,,28.0,,,,27.0,,-49.0,-70.0,,,,,,,,True,,False,False,,,,
27091,269,350.0,,,,517.0,,91.2,0.1,,,,,81.0,,,,248.0,,-177.8,-268.9,,,,,,,,False,,False,False,,,,
27093,194,406.0,,,,537.0,,48.9,0.0,,,,,212.0,,,,343.0,,-145.1,-194.0,,,,,,,,False,,True,True,,,,
27095,223,371.0,,,,572.0,,84.9,0.0,,,,,148.0,,,,349.0,,-138.1,-223.0,,,,,,,,False,,True,False,,,,
27097,320,315.0,,,,745.0,,69.0,0.2,,1139.8,,,-5.0,,,,425.0,,-251.0,-319.8,,819.8,,,,,,False,,False,False,,False,,
27099,657,511.0,,,,983.0,,124.4,0.1,,112.4,,,-146.0,,,,326.0,,-532.6,-656.9,,-544.6,,,,,,False,,False,False,,False,,
27101,198,98.0,,,,157.0,,18.8,0.0,,,,,-100.0,,,,-41.0,,-179.2,-198.0,,,,,,,,True,,False,False,,,,
27103,413,476.0,,,,813.0,,76.5,0.2,,,,,63.0,,,,400.0,,-336.5,-412.8,,,,,,,,False,,False,False,,,,
27105,310,301.0,,,,574.0,,81.1,0.3,,151.2,,,-9.0,,,,264.0,,-228.9,-309.7,,-158.8,,,,,,False,,False,False,,False,,
27107,26,28.0,,,,109.0,,1.9,0.0,,,,,2.0,,,,83.0,,-24.1,-26.0,,,,,,,,False,,False,False,,,,
27109,2566,2569.0,,,,3391.0,,865.9,0.9,,3401.4,1043.0,,3.0,,,,825.0,,-1700.1,-2565.1,,835.4,-1523.0,,,,,False,,False,False,,False,False,
27111,592,735.0,,,,1100.0,,142.7,0.0,,737.7,,,143.0,,,,508.0,,-449.3,-592.0,,145.7,,,,,,False,,False,False,,False,,
27113,273,91.0,,,,227.0,,12.8,0.0,,,,,-182.0,,,,-46.0,,-260.2,-273.0,,,,,,,,True,,False,False,,,,
27115,414,672.0,,,,656.0,,684.8,0.0,,2879.0,,,258.0,,,,242.0,,270.8,-414.0,,2465.0,,,,,,True,,False,False,,False,,
27117,137,70.0,,,,240.0,,10.4,0.0,,,,,-67.0,,,,103.0,,-126.6,-137.0,,,,,,,,False,,False,False,,,,
27119,213,350.0,,,,584.0,,52.8,0.5,,189.6,,,137.0,,,,371.0,,-160.2,-212.5,,-23.4,,,,,,False,,False,False,,True,,
27121,90,105.0,,,,258.0,,14.8,0.0,,,,,15.0,,,,168.0,,-75.2,-90.0,,,,,,,,False,,False,False,,,,
27123,5762,7917.0,,,,10102.0,,1915.6,0.8,,4942.4,1840.0,,2155.0,,,,4340.0,,-3846.4,-5761.2,,-819.6,-3922.0,,,,,False,,False,False,,True,False,
27125,36,98.0,,,,33.0,,12.7,0.0,,,,,62.0,,,,-3.0,,-23.3,-36.0,,,,,,,,True,,True,True,,,,
27127,149,273.0,,,,370.0,,53.4,0.0,,,,,124.0,,,,221.0,,-95.6,-149.0,,,,,,,,False,,True,False,,,,
27129,172,336.0,,,,368.0,,53.2,0.0,,,,,164.0,,,,196.0,,-118.8,-172.0,,,,,,,,False,,True,False,,,,
27131,1225,1456.0,,,,1477.0,,394.8,0.8,,801.4,,,231.0,,,,252.0,,-830.2,-1224.2,,-423.6,,,,,,False,,False,False,,False,,
27133,138,119.0,,,,195.0,,20.2,0.0,,,,,-19.0,,,,57.0,,-117.8,-138.0,,,,,,,,False,,False,False,,,,
27135,126,210.0,,,,165.0,,37.9,0.0,,,,,84.0,,,,39.0,,-88.1,-126.0,,,,,,,,True,,False,False,,,,
27137,2325,3206.0,,,,3803.0,,561.2,0.1,,5632.7,933.0,,881.0,,,,1478.0,,-1763.8,-2324.9,,3307.7,-1392.0,,,,,False,,False,False,,False,False,
27139,2027,2163.0,,,,2984.0,,346.0,0.2,,1458.6,586.0,,136.0,,,,957.0,,-1681.0,-2026.8,,-568.4,-1441.0,,,,,False,,False,False,,False,False,
27141,1067,1351.0,,,,2002.0,,309.2,0.0,,1360.3,,,284.0,,,,935.0,,-757.8,-1067.0,,293.3,,,,,,False,,False,False,,False,,
27143,144,245.0,,,,372.0,,24.9,0.0,,,,,101.0,,,,228.0,,-119.1,-144.0,,,,,,,,False,,False,False,,,,
27145,1806,2429.0,,,,3763.0,,315.2,0.1,,2720.5,536.0,,623.0,,,,1957.0,,-1490.8,-1805.9,,914.5,-1270.0,,,,,False,,False,False,,False,False,
27147,471,399.0,,,,929.0,,55.1,0.1,,648.6,,,-72.0,,,,458.0,,-415.9,-470.9,,177.6,,,,,,False,,False,False,,False,,
27149,62,168.0,,,,218.0,,29.0,0.0,,,,,106.0,,,,156.0,,-33.0,-62.0,,,,,,,,False,,True,True,,,,
27151,88,112.0,,,,231.0,,19.2,0.0,,,,,24.0,,,,143.0,,-68.8,-88.0,,,,,,,,False,,False,False,,,,
27153,181,203.0,,,,658.0,,73.5,0.0,,73.2,,,22.0,,,,477.0,,-107.5,-181.0,,-107.8,,,,,,False,,False,False,,False,,
27155,96,42.0,,,,47.0,,36.5,0.0,,,,,-54.0,,,,-49.0,,-59.5,-96.0,,,,,,,,True,,False,False,,,,
27157,381,413.0,,,,472.0,,125.7,0.0,,,,,32.0,,,,91.0,,-255.3,-381.0,,,,,,,,False,,False,False,,,,
27159,160,287.0,,,,287.0,,52.4,0.0,,,,,127.0,,,,127.0,,-107.6,-160.0,,,,,,,,False,,True,False,,,,
27161,327,448.0,,,,447.0,,189.2,0.3,,,,,121.0,,,,120.0,,-137.8,-326.7,,,,,,,,True,,False,False,,,,
27163,3389,3626.0,,,,4713.0,,799.8,0.3,,2448.9,959.0,,237.0,,,,1324.0,,-2589.2,-3388.7,,-940.1,-2430.0,,,,,False,,False,False,,False,False,
27165,101,35.0,,,,344.0,,13.0,0.0,,,,,-66.0,,,,243.0,,-88.0,-101.0,,,,,,,,False,,False,False,,,,
27167,84,105.0,,,,135.0,,24.5,0.0,,,,,21.0,,,,51.0,,-59.5,-84.0,,,,,,,,False,,False,False,,,,
27169,603,644.0,,,,1091.0,,118.2,0.0,,2307.3,,,41.0,,,,488.0,,-484.8,-603.0,,1704.3,,,,,,False,,False,False,,False,,
27171,1601,2303.0,,,,2993.0,,369.8,0.3,,1480.5,548.0,,702.0,,,,1392.0,,-1231.2,-1600.7,,-120.5,-1053.0,,,,,False,,False,False,,True,False,
27173,120,168.0,,,,181.0,,28.0,0.0,,,,,48.0,,,,61.0,,-92.0,-120.0,,,,,,,,False,,False,False,,,,
28001,532,434.0,,,,864.0,,352.9,43.8,,,,,-98.0,,,,332.0,,-179.1,-488.2,,,,,,,,False,,False,False,,,,
28003,835,812.0,,,,2023.0,,505.5,87.8,,,,,-23.0,,,,1188.0,,-329.5,-747.2,,,,,,,,False,,False,False,,,,
28005,272,252.0,,,,286.0,,87.9,0.0,,,,,-20.0,,,,14.0,,-184.1,-272.0,,,,,,,,True,,False,False,,,,
28007,397,945.0,,,,603.0,,326.9,33.4,,,,,548.0,,,,206.0,,-70.1,-363.6,,,,,,,,True,,True,True,,,,
28009,270,308.0,,,,428.0,,451.8,37.8,,,,,38.0,,,,158.0,,181.8,-232.2,,,,,,,,False,,False,False,,,,
28011,1250,1638.0,,,,910.0,,1114.9,78.8,,874.3,,,388.0,,,,-340.0,,-135.1,-1171.2,,-375.7,,,,,,True,,True,False,,True,,
28013,439,798.0,,,,716.0,,288.3,46.5,,,,,359.0,,,,277.0,,-150.7,-392.5,,,,,,,,True,,True,False,,,,
28015,240,168.0,,,,333.0,,44.5,0.1,,,,,-72.0,,,,93.0,,-195.5,-239.9,,,,,,,,False,,False,False,,,,
28017,464,742.0,,,,739.0,,975.4,77.8,,,,,278.0,,,,275.0,,511.4,-386.2,,,,,,,,True,,False,False,,,,
28019,205,224.0,,,,315.0,,36.0,0.0,,,,,19.0,,,,110.0,,-169.0,-205.0,,,,,,,,False,,False,False,,,,
28021,279,336.0,,,,160.0,,967.2,0.0,,,,,57.0,,,,-119.0,,688.2,-279.0,,,,,,,,False,,False,False,,,,
28023,483,315.0,,,,490.0,,222.4,57.2,,,,,-168.0,,,,7.0,,-260.6,-425.8,,,,,,,,True,,False,False,,,,
28025,507,560.0,,,,614.0,,409.5,43.9,,,,,53.0,,,,107.0,,-97.5,-463.1,,,,,,,,False,,False,False,,,,
28027,798,651.0,,,,742.0,,289.0,0.0,,,,,-147.0,,,,-56.0,,-509.0,-798.0,,,,,,,,True,,False,False,,,,
28029,580,609.0,,,,853.0,,276.6,0.1,,129.6,,,29.0,,,,273.0,,-303.4,-579.9,,-450.4,,,,,,False,,False,False,,False,,
28031,644,658.0,,,,530.0,,240.8,0.0,,,,,14.0,,,,-114.0,,-403.2,-644.0,,,,,,,,False,,False,False,,,,
28033,5150,7553.0,,,,8474.0,,4936.9,1302.7,,2681.5,4856.0,,2403.0,,,,3324.0,,-213.1,-3847.3,,-2468.5,-294.0,,,,,False,,True,False,,False,True,
28035,1794,2037.0,,,,1849.0,,1348.6,639.8,,1955.8,,,243.0,,,,55.0,,-445.4,-1154.2,,161.8,,,,,,True,,False,False,,True,,
28037,187,294.0,,,,205.0,,267.2,33.5,,,,,107.0,,,,18.0,,80.2,-153.5,,,,,,,,True,,True,False,,,,
28039,580,616.0,,,,783.0,,263.7,0.0,,,,,36.0,,,,203.0,,-316.3,-580.0,,,,,,,,False,,False,False,,,,
28041,272,315.0,,,,421.0,,195.7,0.0,,,,,43.0,,,,149.0,,-76.3,-272.0,,,,,,,,False,,False,False,,,,
28043,501,602.0,,,,795.0,,869.3,0.0,,,,,101.0,,,,294.0,,368.3,-501.0,,,,,,,,False,,False,False,,,,
28045,1418,1505.0,,,,1384.0,,1407.4,274.2,,,,,87.0,,,,-34.0,,-10.6,-1143.8,,,,,,,,True,,True,False,,,,
28047,5891,5103.0,,,,5275.0,,4744.3,1570.7,,5201.2,2913.0,,-788.0,,,,-616.0,,-1146.7,-4320.3,,-689.8,-2978.0,,,,,True,,False,False,,True,False,
28049,4959,5075.0,,,,5430.0,,4113.3,1467.8,,3504.3,1935.0,,116.0,,,,471.0,,-845.7,-3491.2,,-1454.7,-3024.0,,,,,False,,False,False,,False,False,
28051,247,252.0,,,,428.0,,65.9,0.0,,,,,5.0,,,,181.0,,-181.1,-247.0,,,,,,,,False,,False,False,,,,
28053,196,266.0,,,,200.0,,195.2,3.8,,,,,70.0,,,,4.0,,-0.8,-192.2,,,,,,,,True,,True,False,,,,
28055,22,35.0,,,,53.0,,8.4,0.0,,,,,13.0,,,,31.0,,-13.6,-22.0,,,,,,,,False,,False,False,,,,
28057,701,1246.0,,,,1077.0,,665.9,192.0,,,,,545.0,,,,376.0,,-35.1,-509.0,,,,,,,,True,,True,True,,,,
28059,3774,3668.0,,,,4174.0,,2598.4,1265.9,,3694.4,1600.0,,-106.0,,,,400.0,,-1175.6,-2508.1,,-79.6,-2174.0,,,,,False,,False,False,,True,False,
28061,727,973.0,,,,539.0,,1033.3,59.9,,,,,246.0,,,,-188.0,,306.3,-667.1,,,,,,,,True,,False,False,,,,
28063,149,77.0,,,,154.0,,57.5,0.0,,,,,-72.0,,,,5.0,,-91.5,-149.0,,,,,,,,True,,False,False,,,,
28065,246,203.0,,,,272.0,,166.3,10.8,,,,,-43.0,,,,26.0,,-79.7,-235.2,,,,,,,,True,,False,False,,,,
28067,2699,2114.0,,,,2761.0,,1181.7,224.0,,509.9,,,-585.0,,,,62.0,,-1517.3,-2475.0,,-2189.1,,,,,,True,,False,False,,False,,
28069,236,119.0,,,,317.0,,31.5,0.0,,,,,-117.0,,,,81.0,,-204.5,-236.0,,,,,,,,True,,False,False,,,,
28071,1557,1806.0,,,,1687.0,,455.6,1007.6,,1306.7,,,249.0,,,,130.0,,-1101.4,-549.4,,-250.3,,,,,,True,,False,False,,False,,
28073,1684,1673.0,,,,1560.0,,1037.2,401.2,,1423.6,,,-11.0,,,,-124.0,,-646.8,-1282.8,,-260.4,,,,,,False,,False,False,,False,,
28075,1925,1771.0,,,,2810.0,,899.6,546.1,,1655.2,,,-154.0,,,,885.0,,-1025.4,-1378.9,,-269.8,,,,,,False,,False,False,,False,,
28077,265,203.0,,,,324.0,,132.8,0.0,,,,,-62.0,,,,59.0,,-132.2,-265.0,,,,,,,,True,,False,False,,,,
28079,555,1260.0,,,,887.0,,892.9,82.4,,,,,705.0,,,,332.0,,337.9,-472.6,,,,,,,,True,,True,True,,,,
28081,2309,3318.0,,,,3993.0,,2217.1,514.6,,2390.1,,,1009.0,,,,1684.0,,-91.9,-1794.4,,81.1,,,,,,False,,True,False,,True,,
28083,772,763.0,,,,951.0,,360.0,0.0,,592.7,,,-9.0,,,,179.0,,-412.0,-772.0,,-179.3,,,,,,False,,False,False,,False,,
28085,936,945.0,,,,1094.0,,438.9,76.2,,916.2,,,9.0,,,,158.0,,-497.1,-859.8,,-19.8,,,,,,False,,False,False,,False,,
28087,1819,3185.0,,,,2068.0,,3312.1,345.2,,2368.9,,,1366.0,,,,249.0,,1493.1,-1473.8,,549.9,,,,,,True,,False,False,,True,,
28089,2447,3052.0,,,,2665.0,,2227.2,621.6,,1723.5,,,605.0,,,,218.0,,-219.8,-1825.4,,-723.5,,,,,,True,,True,False,,False,,
28091,770,861.0,,,,704.0,,546.1,81.5,,,,,91.0,,,,-66.0,,-223.9,-688.5,,,,,,,,True,,False,False,,,,
28093,1071,1323.0,,,,1314.0,,603.4,260.0,,1007.4,,,252.0,,,,243.0,,-467.6,-811.0,,-63.6,,,,,,True,,False,False,,True,,
28095,1116,1260.0,,,,1527.0,,832.1,92.9,,814.4,,,144.0,,,,411.0,,-283.9,-1023.1,,-301.6,,,,,,False,,False,False,,False,,
28097,232,238.0,,,,391.0,,63.7,0.0,,,,,6.0,,,,159.0,,-168.3,-232.0,,,,,,,,False,,False,False,,,,
28099,805,1141.0,,,,1142.0,,755.1,58.6,,664.2,,,336.0,,,,337.0,,-49.9,-746.4,,-140.8,,,,,,False,,True,False,,True,,
28101,633,847.0,,,,786.0,,538.9,68.7,,,,,214.0,,,,153.0,,-94.1,-564.3,,,,,,,,True,,True,False,,,,
28103,314,308.0,,,,298.0,,189.5,0.0,,,,,-6.0,,,,-16.0,,-124.5,-314.0,,,,,,,,False,,False,False,,,,
28105,1123,1281.0,,,,1288.0,,814.4,0.0,,772.8,,,158.0,,,,165.0,,-308.6,-1123.0,,-350.2,,,,,,False,,False,False,,False,,
28107,1157,1274.0,,,,1241.0,,472.2,97.3,,406.8,,,117.0,,,,84.0,,-684.8,-1059.7,,-750.2,,,,,,True,,False,False,,False,,
28109,1559,1302.0,,,,1381.0,,1135.8,397.1,,1222.8,,,-257.0,,,,-178.0,,-423.2,-1161.9,,-336.2,,,,,,True,,False,False,,False,,
28111,303,371.0,,,,393.0,,211.0,47.2,,,,,68.0,,,,90.0,,-92.0,-255.8,,,,,,,,False,,False,False,,,,
28113,829,805.0,,,,1083.0,,740.7,117.7,,,,,-24.0,,,,254.0,,-88.3,-711.3,,,,,,,,False,,False,False,,,,
28115,1026,1799.0,,,,1808.0,,1131.3,144.2,,695.0,,,773.0,,,,782.0,,105.3,-881.8,,-331.0,,,,,,False,,True,False,,True,,
28117,671,889.0,,,,1364.0,,426.9,82.9,,,,,218.0,,,,693.0,,-244.1,-588.1,,,,,,,,False,,False,False,,,,
28119,172,175.0,,,,225.0,,94.4,0.0,,,,,3.0,,,,53.0,,-77.6,-172.0,,,,,,,,False,,False,False,,,,
28121,4029,3423.0,,,,5458.0,,1508.8,0.2,,2649.5,1048.0,,-606.0,,,,1429.0,,-2520.2,-4028.8,,-1379.5,-2981.0,,,,,False,,False,False,,False,False,
28123,833,924.0,,,,964.0,,389.0,73.4,,,,,91.0,,,,131.0,,-444.0,-759.6,,,,,,,,False,,False,False,,,,
28125,109,63.0,,,,88.0,,33.0,0.0,,,,,-46.0,,,,-21.0,,-76.0,-109.0,,,,,,,,True,,False,False,,,,
28127,701,707.0,,,,871.0,,707.6,154.8,,,,,6.0,,,,170.0,,6.6,-546.2,,,,,,,,False,,False,False,,,,
28129,493,385.0,,,,552.0,,299.7,31.3,,,,,-108.0,,,,59.0,,-193.3,-461.7,,,,,,,,True,,False,False,,,,
28131,557,497.0,,,,517.0,,243.6,157.8,,,,,-60.0,,,,-40.0,,-313.4,-399.2,,,,,,,,True,,False,False,,,,
28133,805,819.0,,,,779.0,,634.6,40.3,,474.6,,,14.0,,,,-26.0,,-170.4,-764.7,,-330.4,,,,,,False,,False,False,,False,,
28135,507,301.0,,,,589.0,,160.3,0.0,,,,,-206.0,,,,82.0,,-346.7,-507.0,,,,,,,,True,,False,False,,,,
28137,631,798.0,,,,1151.0,,332.1,0.1,,458.6,,,167.0,,,,520.0,,-298.9,-630.9,,-172.4,,,,,,False,,False,False,,False,,
28139,827,819.0,,,,1159.0,,1014.1,0.0,,,,,-8.0,,,,332.0,,187.1,-827.0,,,,,,,,False,,False,False,,,,
28141,586,581.0,,,,1014.0,,531.8,104.5,,,,,-5.0,,,,428.0,,-54.2,-481.5,,,,,,,,False,,False,False,,,,
28143,243,231.0,,,,239.0,,88.8,0.0,,,,,-12.0,,,,-4.0,,-154.2,-243.0,,,,,,,,True,,False,False,,,,
28145,1220,1449.0,,,,1551.0,,1630.5,101.4,,1030.4,,,229.0,,,,331.0,,410.5,-1118.6,,-189.6,,,,,,False,,False,False,,True,,
28147,275,294.0,,,,342.0,,126.4,0.0,,,,,19.0,,,,67.0,,-148.6,-275.0,,,,,,,,False,,False,False,,,,
28149,1557,1295.0,,,,1432.0,,938.0,283.6,,879.2,,,-262.0,,,,-125.0,,-619.0,-1273.4,,-677.8,,,,,,True,,False,False,,False,,
28151,1015,1820.0,,,,1224.0,,472.4,56.7,,836.1,,,805.0,,,,209.0,,-542.6,-958.3,,-178.9,,,,,,True,,True,False,,True,,
28153,825,350.0,,,,729.0,,297.1,0.0,,,,,-475.0,,,,-96.0,,-527.9,-825.0,,,,,,,,True,,False,False,,,,
28155,358,357.0,,,,456.0,,221.9,0.1,,,,,-1.0,,,,98.0,,-136.1,-357.9,,,,,,,,False,,False,False,,,,
28157,106,105.0,,,,213.0,,27.0,0.0,,,,,-1.0,,,,107.0,,-79.0,-106.0,,,,,,,,False,,False,False,,,,
28159,428,805.0,,,,590.0,,396.6,94.7,,,,,377.0,,,,162.0,,-31.4,-333.3,,,,,,,,True,,True,True,,,,
28161,449,511.0,,,,507.0,,152.2,48.2,,,,,62.0,,,,58.0,,-296.8,-400.8,,,,,,,,True,,False,False,,,,
28163,773,497.0,,,,822.0,,665.4,53.6,,,,,-276.0,,,,49.0,,-107.6,-719.4,,,,,,,,True,,True,False,,,,
29001,496,896.0,,,,759.0,,829.7,0.0,,,,,400.0,,,,263.0,,333.7,-496.0,,,,,,,,True,,True,False,,,,
29003,220,322.0,,,,463.0,,121.8,0.5,,,,,102.0,,,,243.0,,-98.2,-219.5,,,,,,,,False,,True,False,,,,
29005,31,28.0,,,,122.0,,2.7,0.0,,,,,-3.0,,,,91.0,,-28.3,-31.0,,,,,,,,False,,False,False,,,,
29007,475,770.0,,,,629.0,,460.2,18.3,,,,,295.0,,,,154.0,,-14.8,-456.7,,,,,,,,True,,True,False,,,,
29009,409,448.0,,,,1292.0,,241.7,0.0,,,,,39.0,,,,883.0,,-167.3,-409.0,,,,,,,,False,,False,False,,,,
29011,196,168.0,,,,360.0,,83.9,0.0,,,,,-28.0,,,,164.0,,-112.1,-196.0,,,,,,,,False,,False,False,,,,
29013,288,406.0,,,,515.0,,230.2,0.0,,,,,118.0,,,,227.0,,-57.8,-288.0,,,,,,,,False,,True,False,,,,
29015,268,168.0,,,,453.0,,205.6,0.0,,,,,-100.0,,,,185.0,,-62.4,-268.0,,,,,,,,False,,True,False,,,,
29017,109,112.0,,,,353.0,,15.9,0.0,,,,,3.0,,,,244.0,,-93.1,-109.0,,,,,,,,False,,False,False,,,,
29019,2680,4340.0,,,,3438.0,,1923.5,0.9,,3540.2,1369.0,,1660.0,,,,758.0,,-756.5,-2679.1,,860.2,-1311.0,,,,,True,,True,False,,True,True,
29021,997,1183.0,,,,2776.0,,273.5,0.0,,994.7,,,186.0,,,,1779.0,,-723.5,-997.0,,-2.3,,,,,,False,,False,False,,True,,
29023,610,749.0,,,,1915.0,,196.3,0.0,,1104.7,,,139.0,,,,1305.0,,-413.7,-610.0,,494.7,,,,,,False,,False,False,,False,,
29025,106,266.0,,,,250.0,,90.2,0.0,,,,,160.0,,,,144.0,,-15.8,-106.0,,,,,,,,True,,True,True,,,,
29027,771,1134.0,,,,1035.0,,337.5,0.0,,2374.2,,,363.0,,,,264.0,,-433.5,-771.0,,1603.2,,,,,,True,,False,False,,False,,
29029,640,1050.0,,,,873.0,,318.6,0.1,,625.6,,,410.0,,,,233.0,,-321.4,-639.9,,-14.4,,,,,,True,,True,False,,True,,
29031,1162,1666.0,,,,2375.0,,521.2,0.0,,1466.2,,,504.0,,,,1213.0,,-640.8,-1162.0,,304.2,,,,,,False,,False,False,,True,,
29033,189,308.0,,,,273.0,,127.0,87.2,,,,,119.0,,,,84.0,,-62.0,-101.8,,,,,,,,True,,True,True,,,,
