,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
22105,259,459.0,,455.8,,376.0,345.0,378.0,,,,,228.1,,,144.1,,,375.0,300.8,,339.2,332.0,,213.0,275.6,,,,432.0,426.0,418.9,,,,,,483.4,420.2,293.0,,,,200.0,,196.8,,117.0,86.0,119.0,,,,,-30.9,,,-114.9,,,116.0,41.8,,80.2,73.0,,-46.0,16.6,,,,173.0,167.0,159.9,,,,,,224.4,161.2,34.0,,,,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,False,True,True,,,
22107,6,8.0,,8.3,,8.0,7.0,0.0,,,,,6.7,,,2.5,,,10.0,1.6,,7.4,,,2.0,4.2,,,,4.0,9.0,14.9,,,,,,,8.0,,,,,2.0,,2.3,,2.0,1.0,-6.0,,,,,0.7,,,-3.5,,,4.0,-4.4,,1.4,,,-4.0,-1.8,,,,-2.0,3.0,8.9,,,,,,,2.0,,,,,,False,,False,True,False,,,,,True,,,False,,,False,False,,True,,,False,True,,,,False,False,False,,,,,,,False,,,,
22109,270,331.0,,329.3,,326.0,271.0,362.0,,,,,205.6,,,131.8,,,344.0,755.6,,280.2,288.5,,270.0,289.6,,,,394.0,329.0,233.8,,,,,,326.8,231.6,,,,,61.0,,59.3,,56.0,1.0,92.0,,,,,-64.4,,,-138.2,,,74.0,485.6,,10.2,18.5,,0.0,19.6,,,,124.0,59.0,-36.2,,,,,,56.8,-38.4,,,,,,True,,True,True,False,,,,,False,,,False,,,False,False,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,
22111,38,34.0,,37.2,,38.0,36.0,39.0,,,,,36.3,,,10.0,,,69.0,23.8,,43.1,,,24.0,37.8,,,,31.0,43.0,44.1,,,,,,41.6,40.0,,,,,-4.0,,-0.8,,0.0,-2.0,1.0,,,,,-1.7,,,-28.0,,,31.0,-14.2,,5.1,,,-14.0,-0.2,,,,-7.0,5.0,6.1,,,,,,3.6,2.0,,,,,,True,,True,True,True,,,,,True,,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,True,True,,,,
22113,71,112.0,,119.2,,112.0,104.0,146.0,,,,,89.2,,,57.0,,,166.0,139.8,,101.2,100.0,,60.0,88.2,,,,130.0,153.0,261.5,,,,,,89.2,76.2,,,,,41.0,,48.2,,41.0,33.0,75.0,,,,,18.2,,,-14.0,,,95.0,68.8,,30.2,29.0,,-11.0,17.2,,,,59.0,82.0,190.5,,,,,,18.2,5.2,,,,,,False,,False,True,False,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,False,False,False,,,,,,True,True,,,,
22115,76,64.0,,62.4,,62.0,64.0,51.0,,,,,51.5,,,43.8,,,136.0,67.4,,63.4,52.0,,53.0,61.4,,,,65.0,68.0,150.0,,,,,,62.5,60.0,,,,,-12.0,,-13.6,,-14.0,-12.0,-25.0,,,,,-24.5,,,-32.2,,,60.0,-8.6,,-12.6,-24.0,,-23.0,-14.6,,,,-11.0,-8.0,74.0,,,,,,-13.5,-16.0,,,,,,False,,False,False,False,,,,,False,,,False,,,False,True,,False,False,,False,False,,,,True,True,False,,,,,,False,False,,,,
22117,62,102.0,,109.4,,98.0,79.0,84.0,,,,,71.4,,,32.9,,,148.0,58.4,,76.0,72.5,,40.0,66.1,,,,103.0,101.0,128.3,,,,,,115.0,86.9,,,,,40.0,,47.4,,36.0,17.0,22.0,,,,,9.4,,,-29.1,,,86.0,-3.6,,14.0,10.5,,-22.0,4.1,,,,41.0,39.0,66.3,,,,,,53.0,24.9,,,,,,False,,True,True,True,,,,,True,,,True,,,False,True,,True,True,,True,True,,,,False,True,False,,,,,,False,True,,,,
22119,67,109.0,,108.4,,99.0,89.0,100.0,,,,,70.8,,,29.0,,,118.0,106.4,,106.4,87.5,,83.0,89.0,,,,111.0,102.0,76.1,,,,,,116.3,96.3,,,,,42.0,,41.4,,32.0,22.0,33.0,,,,,3.8,,,-38.0,,,51.0,39.4,,39.4,20.5,,16.0,22.0,,,,44.0,35.0,9.1,,,,,,49.3,29.3,,,,,,True,,True,True,True,,,,,True,,,True,,,False,True,,True,True,,True,True,,,,False,True,True,,,,,,False,True,,,,
22121,62,77.0,,81.9,,57.0,67.0,58.0,,,,,44.1,,,19.7,,,85.0,34.6,,61.2,,,39.0,49.0,,,,76.0,65.0,56.9,,,,,,78.4,110.0,,,,,15.0,,19.9,,-5.0,5.0,-4.0,,,,,-17.9,,,-42.3,,,23.0,-27.4,,-0.8,,,-23.0,-13.0,,,,14.0,3.0,-5.1,,,,,,16.4,48.0,,,,,,False,,True,True,True,,,,,False,,,False,,,False,False,,True,,,False,True,,,,True,True,True,,,,,,False,False,,,,
22123,23,17.0,,16.7,,17.0,14.0,15.0,,,,,15.8,,,5.1,,,25.0,4.2,,15.1,,,5.0,9.2,,,,13.0,19.0,38.3,,,,,,,14.1,,,,,-6.0,,-6.3,,-6.0,-9.0,-8.0,,,,,-7.2,,,-17.9,,,2.0,-18.8,,-7.9,,,-18.0,-13.8,,,,-10.0,-4.0,15.3,,,,,,,-8.9,,,,,,False,,False,False,False,,,,,False,,,False,,,True,False,,False,,,False,False,,,,False,True,False,,,,,,,False,,,,
22125,23,5.0,,5.1,,15.0,12.0,29.0,,,,,22.6,,,5.8,,,37.0,24.3,,24.2,,,6.0,14.7,,,,,14.0,37.4,,,,,,,5.2,,,,,-18.0,,-17.9,,-8.0,-11.0,6.0,,,,,-0.4,,,-17.2,,,14.0,1.3,,1.2,,,-17.0,-8.3,,,,,-9.0,14.4,,,,,,,-17.8,,,,,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,,True,True,,,,,,,True,,,,
22127,22,33.0,,32.1,,24.0,25.0,24.0,,,,,20.2,,,8.5,,,43.0,17.6,,24.5,,,16.0,22.6,,,,28.0,30.0,43.0,,,,,,,28.8,,,,,11.0,,10.1,,2.0,3.0,2.0,,,,,-1.8,,,-13.5,,,21.0,-4.4,,2.5,,,-6.0,0.6,,,,6.0,8.0,21.0,,,,,,,6.8,,,,,,True,,True,True,True,,,,,True,,,False,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,True,,,,
23001,124,167.0,,177.4,,149.0,143.0,124.0,,,,,109.0,,,130.0,,,202.0,178.5,,223.9,173.0,,107.0,137.4,,,,228.0,152.0,165.6,,,,,,138.1,137.5,,,,205.9,43.0,,53.4,,25.0,19.0,0.0,,,,,-15.0,,,6.0,,,78.0,54.5,,99.9,49.0,,-17.0,13.4,,,,104.0,28.0,41.6,,,,,,14.1,13.5,,,,81.9,,False,,True,True,True,,,,,True,,,True,,,False,False,,False,False,,True,True,,,,False,True,True,,,,,,True,True,,,,False
23003,33,59.0,,56.1,,44.0,51.0,23.0,,,,,28.3,,,70.3,,,47.0,15.4,,67.3,33.0,,44.0,34.2,,,,61.0,66.0,119.7,,,,,,,46.8,,,,62.6,26.0,,23.1,,11.0,18.0,-10.0,,,,,-4.7,,,37.3,,,14.0,-17.6,,34.3,0.0,,11.0,1.2,,,,28.0,33.0,86.7,,,,,,,13.8,,,,29.6,,True,,True,True,True,,,,,True,,,False,,,True,True,,False,True,,True,True,,,,False,False,False,,,,,,,True,,,,False
23005,320,454.0,,482.5,,379.0,400.0,378.0,,,,,294.2,,,344.7,,344.2,500.0,349.4,,495.0,345.5,,347.0,352.7,,,,533.0,444.0,790.0,,,,,,474.6,318.0,256.0,,,593.4,134.0,,162.5,,59.0,80.0,58.0,,,,,-25.8,,,24.7,,24.2,180.0,29.4,,175.0,25.5,,27.0,32.7,,,,213.0,124.0,470.0,,,,,,154.6,-2.0,-64.0,,,273.4,,False,,True,True,True,,,,,True,,,True,,True,False,True,,False,True,,True,True,,,,False,True,False,,,,,,False,True,True,,,False
23007,56,43.0,,47.2,,46.0,39.0,81.0,,,,,24.0,,,32.6,,,52.0,214.4,,45.5,40.0,,29.0,47.2,,,,82.0,43.0,43.9,,,,,,,32.1,,,,48.5,-13.0,,-8.8,,-10.0,-17.0,25.0,,,,,-32.0,,,-23.4,,,-4.0,158.4,,-10.5,-16.0,,-27.0,-8.8,,,,26.0,-13.0,-12.1,,,,,,,-23.9,,,,-7.5,,True,,True,False,False,,,,,False,,,False,,,True,False,,True,False,,False,True,,,,False,False,True,,,,,,,False,,,,True
23009,29,45.0,,43.9,,44.0,37.0,44.0,,,,,19.2,,,26.1,,,38.0,67.0,,53.6,28.0,,25.0,30.4,,,,53.0,57.0,54.7,,,,,,,36.8,,,,46.7,16.0,,14.9,,15.0,8.0,15.0,,,,,-9.8,,,-2.9,,,9.0,38.0,,24.6,-1.0,,-4.0,1.4,,,,24.0,28.0,25.7,,,,,,,7.8,,,,17.7,,True,,True,True,True,,,,,True,,,True,,,True,False,,False,True,,True,True,,,,False,False,False,,,,,,,True,,,,False
23011,113,238.0,,239.3,,206.0,183.0,239.0,,,,,98.8,,,166.2,,,204.0,163.6,,205.0,180.0,,148.0,161.6,,,,282.0,221.0,206.3,,,,,,231.8,222.8,,,,210.2,125.0,,126.3,,93.0,70.0,126.0,,,,,-14.2,,,53.2,,,91.0,50.6,,92.0,67.0,,35.0,48.6,,,,169.0,108.0,93.3,,,,,,118.8,109.8,,,,97.2,,False,,True,True,False,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True
23013,10,16.0,,15.2,,16.0,25.0,13.0,,,,,14.2,,,19.7,,,49.0,18.3,,40.8,16.0,,4.0,12.5,,,,25.0,30.0,52.5,,,,,,,33.9,,,,34.1,6.0,,5.2,,6.0,15.0,3.0,,,,,4.2,,,9.7,,,39.0,8.3,,30.8,6.0,,-6.0,2.5,,,,15.0,20.0,42.5,,,,,,,23.9,,,,24.1,,True,,False,False,True,,,,,True,,,False,,,False,False,,False,False,,False,True,,,,False,False,False,,,,,,,False,,,,False
23015,30,41.0,,37.6,,39.0,36.0,39.0,,,,,12.8,,,27.5,,,52.0,44.6,,38.0,26.5,,42.0,28.1,,,,46.0,44.0,45.6,,,,,,,36.7,,,,36.8,11.0,,7.6,,9.0,6.0,9.0,,,,,-17.2,,,-2.5,,,22.0,14.6,,8.0,-3.5,,12.0,-1.9,,,,16.0,14.0,15.6,,,,,,,6.7,,,,6.8,,True,,True,True,True,,,,,False,,,True,,,False,False,,True,True,,False,True,,,,False,False,False,,,,,,,True,,,,True
23017,90,116.0,,112.7,,107.0,87.0,112.0,,,,,55.6,,,119.0,,,85.0,107.8,,84.9,86.5,,109.5,97.8,,,,156.0,101.0,107.1,,,,,,,72.0,,,,112.4,26.0,,22.7,,17.0,-3.0,22.0,,,,,-34.4,,,29.0,,,-5.0,17.8,,-5.1,-3.5,,19.5,7.8,,,,66.0,11.0,17.1,,,,,,,-18.0,,,,22.4,,True,,True,True,True,,,,,False,,,False,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,True
23019,125,141.0,,148.3,,141.0,145.0,145.0,,,,,89.3,,,131.9,,,140.0,205.5,,216.4,122.5,,117.0,129.2,,,,204.0,242.0,239.5,,,,,,169.0,113.0,100.0,,,140.9,16.0,,23.3,,16.0,20.0,20.0,,,,,-35.7,,,6.9,,,15.0,80.5,,91.4,-2.5,,-8.0,4.2,,,,79.0,117.0,114.5,,,,,,44.0,-12.0,-25.0,,,15.9,,False,,False,False,False,,,,,False,,,True,,,True,False,,False,True,,True,True,,,,False,False,False,,,,,,False,True,False,,,True
23021,14,27.0,,26.4,,21.0,19.0,0.0,,,,,6.6,,,23.2,,,20.0,16.8,,21.6,,,21.0,21.2,,,,17.0,26.0,22.9,,,,,,,15.8,,,,23.1,13.0,,12.4,,7.0,5.0,-14.0,,,,,-7.4,,,9.2,,,6.0,2.8,,7.6,,,7.0,7.2,,,,3.0,12.0,8.9,,,,,,,1.8,,,,9.1,,True,,True,True,False,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True
23023,15,60.0,,60.2,,57.0,47.0,52.0,,,,,26.1,,,23.7,,,64.0,65.3,,54.5,49.0,,35.0,40.4,,,,80.0,55.0,66.9,,,,,,,42.9,,,,79.8,45.0,,45.2,,42.0,32.0,37.0,,,,,11.1,,,8.7,,,49.0,50.3,,39.5,34.0,,20.0,25.4,,,,65.0,40.0,51.9,,,,,,,27.9,,,,64.8,,False,,True,True,True,,,,,True,,,True,,,False,False,,True,True,,True,True,,,,False,True,False,,,,,,,True,,,,False
23025,57,64.0,,54.3,,47.0,45.0,47.0,,,,,27.1,,,81.9,,,98.0,32.2,,58.4,35.0,,38.0,46.1,,,,69.0,60.0,56.1,,,,,,,43.3,,,,61.9,7.0,,-2.7,,-10.0,-12.0,-10.0,,,,,-29.9,,,24.9,,,41.0,-24.8,,1.4,-22.0,,-19.0,-10.9,,,,12.0,3.0,-0.9,,,,,,,-13.7,,,,4.9,,True,,False,False,False,,,,,False,,,False,,,False,False,,True,False,,False,False,,,,False,True,True,,,,,,,False,,,,True
23027,21,34.0,,31.2,,31.0,30.0,48.0,,,,,14.5,,,52.5,,,56.0,111.0,,46.3,21.0,,27.0,26.8,,,,45.0,41.0,39.5,,,,,,,30.5,,,,28.4,13.0,,10.2,,10.0,9.0,27.0,,,,,-6.5,,,31.5,,,35.0,90.0,,25.3,0.0,,6.0,5.8,,,,24.0,20.0,18.5,,,,,,,9.5,,,,7.4,,True,,True,True,False,,,,,True,,,False,,,False,False,,False,True,,True,True,,,,False,False,False,,,,,,,True,,,,True
23029,26,47.0,,47.0,,47.0,41.0,57.0,,,,,21.9,,,29.9,,,46.0,69.9,,55.1,39.0,,47.5,45.1,,,,65.0,50.0,38.9,,,,,,,30.9,,,,57.7,21.0,,21.0,,21.0,15.0,31.0,,,,,-4.1,,,3.9,,,20.0,43.9,,29.1,13.0,,21.5,19.1,,,,39.0,24.0,12.9,,,,,,,4.9,,,,31.7,,False,,False,True,False,,,,,True,,,True,,,True,False,,False,True,,False,True,,,,False,False,True,,,,,,,True,,,,False
23031,292,351.0,,362.6,,308.0,317.0,295.0,,,,,248.8,,,332.0,,279.9,380.0,310.3,,331.6,254.0,,219.0,292.8,,,,415.0,324.0,535.2,,,,,,401.7,298.4,266.0,,,563.2,59.0,,70.6,,16.0,25.0,3.0,,,,,-43.2,,,40.0,,-12.1,88.0,18.3,,39.6,-38.0,,-73.0,0.8,,,,123.0,32.0,243.2,,,,,,109.7,6.4,-26.0,,,271.2,,False,,True,True,True,,,,,True,,,True,,True,False,True,,True,True,,False,True,,,,False,True,False,,,,,,False,True,True,,,False
24001,61,123.0,,122.4,,96.0,91.0,110.0,,,,,76.9,,,259.5,,,188.0,90.6,,93.1,70.0,,50.0,95.1,,,,105.0,98.0,93.6,,,,,,142.6,115.2,,,,152.1,62.0,,61.4,,35.0,30.0,49.0,,,,,15.9,,,198.5,,,127.0,29.6,,32.1,9.0,,-11.0,34.1,,,,44.0,37.0,32.6,,,,,,81.6,54.2,,,,91.1,,True,,True,True,True,,,,,True,,,False,,,False,True,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,,False
24003,775,936.0,,880.7,,809.0,761.0,819.0,,,,,760.2,,,842.9,,750.7,1489.0,599.1,,1051.7,892.0,,645.0,798.9,,,,1018.0,677.0,1057.7,,,,,,722.6,826.1,706.0,,,1046.8,161.0,,105.7,,34.0,-14.0,44.0,,,,,-14.8,,,67.9,,-24.3,714.0,-175.9,,276.7,117.0,,-130.0,23.9,,,,243.0,-98.0,282.7,,,,,,-52.4,51.1,-69.0,,,271.8,,True,,True,True,True,,,,,True,,,True,,True,False,False,,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False
24005,951,1171.0,,1207.3,1570.5,1159.0,1050.0,1290.0,,,,,957.2,,,1178.2,,1158.6,2144.0,1104.7,,1302.9,1104.0,,1042.0,1057.0,,,,1282.0,1035.0,1407.7,,,,,,1010.9,1130.2,991.0,,,1180.1,220.0,,256.3,619.5,208.0,99.0,339.0,,,,,6.2,,,227.2,,207.6,1193.0,153.7,,351.9,153.0,,91.0,106.0,,,,331.0,84.0,456.7,,,,,,59.9,179.2,40.0,,,229.1,,False,False,True,True,False,,,,,True,,,False,,True,False,True,,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False
24009,66,107.0,,112.0,,109.0,108.0,86.0,,,,,95.1,,,119.6,,,224.0,83.2,,173.1,121.0,,62.0,89.7,,,,127.0,95.0,163.9,,,,,,107.7,107.3,,,,198.1,41.0,,46.0,,43.0,42.0,20.0,,,,,29.1,,,53.6,,,158.0,17.2,,107.1,55.0,,-4.0,23.7,,,,61.0,29.0,97.9,,,,,,41.7,41.3,,,,132.1,,False,,False,False,True,,,,,True,,,False,,,False,True,,False,False,,True,True,,,,False,True,False,,,,,,False,False,,,,False
24011,50,63.0,,68.3,,65.0,78.0,62.0,,,,,49.8,,,85.3,,,100.0,118.1,,61.1,70.0,,63.0,79.6,,,,90.0,59.0,76.5,,,,,,,118.0,,,,72.3,13.0,,18.3,,15.0,28.0,12.0,,,,,-0.2,,,35.3,,,50.0,68.1,,11.1,20.0,,13.0,29.6,,,,40.0,9.0,26.5,,,,,,,68.0,,,,22.3,,False,,False,False,True,,,,,True,,,False,,,False,False,,True,False,,False,False,,,,False,True,False,,,,,,,False,,,,False
24013,211,212.0,,209.7,,212.0,199.0,207.0,,,,,159.1,,,203.1,,207.2,468.0,240.9,,232.2,196.0,,183.0,217.5,,,,236.0,205.0,277.5,,,,,,211.2,204.5,215.0,,,261.7,1.0,,-1.3,,1.0,-12.0,-4.0,,,,,-51.9,,,-7.9,,-3.8,257.0,29.9,,21.2,-15.0,,-28.0,6.5,,,,25.0,-6.0,66.5,,,,,,0.2,-6.5,4.0,,,50.7,,False,,False,False,False,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,True,False,False,,,False
24015,92,95.0,,74.0,,96.0,125.0,62.0,,,,,104.6,,,162.4,,,300.0,69.4,,110.0,107.0,,71.0,98.1,,,,107.0,98.0,155.4,,,,,,97.6,210.3,,,,150.2,3.0,,-18.0,,4.0,33.0,-30.0,,,,,12.6,,,70.4,,,208.0,-22.6,,18.0,15.0,,-21.0,6.1,,,,15.0,6.0,63.4,,,,,,5.6,118.3,,,,58.2,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False
24017,244,317.0,,315.4,,278.0,227.0,280.0,,,,,202.8,,,327.7,,285.6,388.0,344.7,,278.1,257.0,,207.0,287.2,,,,352.0,218.0,262.4,,,,,,312.7,235.8,259.0,,,280.0,73.0,,71.4,,34.0,-17.0,36.0,,,,,-41.2,,,83.7,,41.6,144.0,100.7,,34.1,13.0,,-37.0,43.2,,,,108.0,-26.0,18.4,,,,,,68.7,-8.2,15.0,,,36.0,,True,,True,True,True,,,,,True,,,False,,True,False,False,,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,True
24019,64,92.0,,95.0,,69.0,69.0,105.0,,,,,55.1,,,172.6,,,95.0,66.8,,82.2,74.0,,54.0,67.1,,,,111.0,73.0,55.3,,,,,,77.2,73.9,,,,102.7,28.0,,31.0,,5.0,5.0,41.0,,,,,-8.9,,,108.6,,,31.0,2.8,,18.2,10.0,,-10.0,3.1,,,,47.0,9.0,-8.7,,,,,,13.2,9.9,,,,38.7,,False,,True,True,False,,,,,True,,,False,,,False,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False
24021,398,437.0,,429.7,,390.0,356.0,387.0,,,,,355.4,,,380.4,,353.2,692.0,293.1,,394.4,413.0,,305.0,418.2,,,,451.0,376.0,490.1,,,,,,389.6,332.1,352.0,,,462.2,39.0,,31.7,,-8.0,-42.0,-11.0,,,,,-42.6,,,-17.6,,-44.8,294.0,-104.9,,-3.6,15.0,,-93.0,20.2,,,,53.0,-22.0,92.1,,,,,,-8.4,-65.9,-46.0,,,64.2,,True,,True,False,True,,,,,False,,,True,,False,False,False,,True,True,,False,True,,,,False,True,False,,,,,,True,False,False,,,False
24023,10,29.0,,29.7,,23.0,25.0,23.0,,,,,26.7,,,72.4,,,86.0,10.9,,26.5,21.0,,20.0,21.4,,,,29.0,22.0,40.1,,,,,,,29.1,,,,35.5,19.0,,19.7,,13.0,15.0,13.0,,,,,16.7,,,62.4,,,76.0,0.9,,16.5,11.0,,10.0,11.4,,,,19.0,12.0,30.1,,,,,,,19.1,,,,25.5,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,True,,True,True,,,,False,True,False,,,,,,,False,,,,False
24025,367,350.0,,339.9,,339.0,317.0,306.0,,,,,270.6,,,446.4,,338.0,731.0,437.5,,369.8,326.0,,286.0,352.6,,,,403.0,320.0,446.3,,,,,,311.7,337.1,308.0,,,395.2,-17.0,,-27.1,,-28.0,-50.0,-61.0,,,,,-96.4,,,79.4,,-29.0,364.0,70.5,,2.8,-41.0,,-81.0,-14.4,,,,36.0,-47.0,79.3,,,,,,-55.3,-29.9,-59.0,,,28.2,,False,,False,False,False,,,,,False,,,False,,False,False,False,,True,False,,False,True,,,,False,False,False,,,,,,False,False,False,,,False
24027,361,381.0,,404.7,,343.0,360.0,345.0,,,,,330.5,,,378.1,,340.3,822.0,340.4,,431.0,388.5,,301.0,372.8,,,,427.0,303.0,618.8,,,,,,354.9,419.4,320.0,,,340.6,20.0,,43.7,,-18.0,-1.0,-16.0,,,,,-30.5,,,17.1,,-20.7,461.0,-20.6,,70.0,27.5,,-60.0,11.8,,,,66.0,-58.0,257.8,,,,,,-6.1,58.4,-41.0,,,-20.4,,False,,True,True,True,,,,,False,,,True,,False,False,False,,False,False,,False,True,,,,False,False,False,,,,,,True,False,False,,,False
24029,23,29.0,,30.2,,28.0,25.0,28.0,,,,,23.8,,,18.9,,,54.0,26.9,,31.2,,,15.0,23.7,,,,28.0,23.0,33.2,,,,,,,25.1,,,,38.3,6.0,,7.2,,5.0,2.0,5.0,,,,,0.8,,,-4.1,,,31.0,3.9,,8.2,,,-8.0,0.7,,,,5.0,0.0,10.2,,,,,,,2.1,,,,15.3,,False,,True,True,True,,,,,True,,,True,,,False,True,,False,,,False,True,,,,True,True,False,,,,,,,True,,,,False
24031,1283,1525.0,,1535.0,2063.4,1502.0,1321.0,1436.0,,,,,1248.6,,,1366.6,,1344.7,2372.0,1756.6,,1877.1,1563.0,,1164.0,1351.1,,,,1703.0,1340.0,2246.9,,,,,,1265.0,1155.0,1292.0,,,1955.9,242.0,,252.0,780.4,219.0,38.0,153.0,,,,,-34.4,,,83.6,,61.7,1089.0,473.6,,594.1,280.0,,-119.0,68.1,,,,420.0,57.0,963.9,,,,,,-18.0,-128.0,9.0,,,672.9,,False,False,True,True,True,,,,,True,,,True,,True,False,False,,False,False,,True,True,,,,False,True,False,,,,,,True,True,True,,,False
24033,1475,1760.0,,1683.6,2156.5,1538.0,1436.0,1476.0,,,,,1392.6,,,1731.8,,1538.1,2130.0,1516.9,,1855.5,1741.0,,1348.0,1532.2,,,,1874.0,1311.0,2127.6,,,,,,1449.5,1496.6,1478.0,,,1755.9,285.0,,208.6,681.5,63.0,-39.0,1.0,,,,,-82.4,,,256.8,,63.1,655.0,41.9,,380.5,266.0,,-127.0,57.2,,,,399.0,-164.0,652.6,,,,,,-25.5,21.6,3.0,,,280.9,,True,False,True,True,True,,,,,True,,,True,,True,False,True,,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True
24035,67,58.0,,56.5,,56.0,69.0,35.0,,,,,58.7,,,93.9,,56.9,137.0,35.4,,80.1,57.0,,42.0,67.2,,,,70.0,56.0,75.2,,,,,,51.7,113.0,,,,68.5,-9.0,,-10.5,,-11.0,2.0,-32.0,,,,,-8.3,,,26.9,,-10.1,70.0,-31.6,,13.1,-10.0,,-25.0,0.2,,,,3.0,-11.0,8.2,,,,,,-15.3,46.0,,,,1.5,,False,,False,True,False,,,,,True,,,False,,False,False,False,,False,False,,False,True,,,,True,False,True,,,,,,False,False,,,,True
