,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
19013,143,177.0,,207.2,,192.0,174.0,224.0,,,,,155.1,,,181.4,,,204.0,205.7,,254.2,186.0,,76.0,150.5,,,,191.0,282.0,213.5,,,,,,195.0,172.1,124.0,,,302.0,34.0,,64.2,,49.0,31.0,81.0,,,,,12.1,,,38.4,,,61.0,62.7,,111.2,43.0,,-67.0,7.5,,,,48.0,139.0,70.5,,,,,,52.0,29.1,-19.0,,,159.0,,False,,False,True,False,,,,,True,,,False,,,False,False,,False,False,,False,True,,,,False,False,False,,,,,,False,True,True,,,False
19015,44,37.0,,33.7,,33.0,37.0,27.0,,,,,28.6,,,35.0,,,34.0,33.4,,41.9,,,30.0,30.7,,,,41.0,45.0,57.4,,,,,,42.3,39.3,,,,53.9,-7.0,,-10.3,,-11.0,-7.0,-17.0,,,,,-15.4,,,-9.0,,,-10.0,-10.6,,-2.1,,,-14.0,-13.3,,,,-3.0,1.0,13.4,,,,,,-1.7,-4.7,,,,9.9,,False,,False,False,False,,,,,False,,,False,,,False,False,,True,,,False,False,,,,True,True,False,,,,,,True,True,,,,False
19017,35,39.0,,40.5,,37.0,37.0,43.0,,,,,26.1,,,19.8,,,37.0,17.6,,45.7,,,19.0,28.1,,,,34.0,56.0,42.1,,,,,,47.3,41.4,,,,59.5,4.0,,5.5,,2.0,2.0,8.0,,,,,-8.9,,,-15.2,,,2.0,-17.4,,10.7,,,-16.0,-6.9,,,,-1.0,21.0,7.1,,,,,,12.3,6.4,,,,24.5,,False,,True,True,False,,,,,False,,,False,,,True,False,,False,,,False,False,,,,True,False,False,,,,,,False,False,,,,False
19019,33,33.0,,33.8,,32.0,29.0,32.0,,,,,20.6,,,15.0,,,31.0,17.1,,23.3,,,19.0,25.1,,,,30.0,46.0,43.5,,,,,,,29.5,,,,34.7,0.0,,0.8,,-1.0,-4.0,-1.0,,,,,-12.4,,,-18.0,,,-2.0,-15.9,,-9.7,,,-14.0,-7.9,,,,-3.0,13.0,10.5,,,,,,,-3.5,,,,1.7,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False
19021,18,18.0,,12.2,,17.0,34.0,0.0,,,,,32.1,,,1.5,,,22.0,16.5,,34.5,,,4.0,15.0,,,,23.0,31.0,47.1,,,,,,51.3,57.1,,,,82.2,0.0,,-5.8,,-1.0,16.0,-18.0,,,,,14.1,,,-16.5,,,4.0,-1.5,,16.5,,,-14.0,-3.0,,,,5.0,13.0,29.1,,,,,,33.3,39.1,,,,64.2,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,False,False,,,,False
19023,11,15.0,,15.4,,17.0,16.0,27.0,,,,,17.2,,,5.7,,,19.0,10.1,,31.6,,,1.0,10.7,,,,14.0,25.0,27.2,,,,,,,15.9,,,,27.5,4.0,,4.4,,6.0,5.0,16.0,,,,,6.2,,,-5.3,,,8.0,-0.9,,20.6,,,-10.0,-0.3,,,,3.0,14.0,16.2,,,,,,,4.9,,,,16.5,,False,,False,False,False,,,,,False,,,False,,,False,True,,False,,,False,True,,,,True,False,False,,,,,,,False,,,,False
19025,9,9.0,,8.6,,10.0,9.0,0.0,,,,,9.2,,,10.2,,,11.0,10.4,,14.8,,,11.0,8.7,,,,8.0,14.0,10.2,,,,,,,5.7,,,,19.1,0.0,,-0.4,,1.0,0.0,-9.0,,,,,0.2,,,1.2,,,2.0,1.4,,5.8,,,2.0,-0.3,,,,-1.0,5.0,1.2,,,,,,,-3.3,,,,10.1,,False,,False,True,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False
19027,16,12.0,,11.3,,12.0,16.0,11.0,,,,,25.4,,,4.0,,,26.0,6.0,,29.0,,,0.0,10.2,,,,10.0,17.0,16.8,,,,,,,21.8,,,,31.5,-4.0,,-4.7,,-4.0,0.0,-5.0,,,,,9.4,,,-12.0,,,10.0,-10.0,,13.0,,,-16.0,-5.8,,,,-6.0,1.0,0.8,,,,,,,5.8,,,,15.5,,False,,False,True,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,True,True,,,,,,,False,,,,False
19029,27,24.0,,24.3,,20.0,21.0,16.0,,,,,14.5,,,10.0,,,18.0,15.7,,17.7,,,20.0,20.9,,,,25.0,28.0,30.3,,,,,,,22.4,,,,26.4,-3.0,,-2.7,,-7.0,-6.0,-11.0,,,,,-12.5,,,-17.0,,,-9.0,-11.3,,-9.3,,,-7.0,-6.1,,,,-2.0,1.0,3.3,,,,,,,-4.6,,,,-0.6,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,True,True,False,,,,,,,False,,,,True
19031,21,19.0,,19.8,,20.0,24.0,27.0,,,,,18.6,,,21.4,,,29.0,12.7,,27.6,,,12.0,17.7,,,,23.0,30.0,38.0,,,,,,,28.5,,,,40.4,-2.0,,-1.2,,-1.0,3.0,6.0,,,,,-2.4,,,0.4,,,8.0,-8.3,,6.6,,,-9.0,-3.3,,,,2.0,9.0,17.0,,,,,,,7.5,,,,19.4,,True,,True,False,False,,,,,False,,,True,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False
19033,51,65.0,,64.4,,62.0,62.0,70.0,,,,,49.1,,,45.8,,,62.0,48.0,,87.7,51.0,,34.0,53.4,,,,61.0,74.0,91.7,,,,,,65.2,85.9,,,,79.9,14.0,,13.4,,11.0,11.0,19.0,,,,,-1.9,,,-5.2,,,11.0,-3.0,,36.7,0.0,,-17.0,2.4,,,,10.0,23.0,40.7,,,,,,14.2,34.9,,,,28.9,,True,,True,True,False,,,,,True,,,True,,,True,True,,False,True,,False,True,,,,True,False,False,,,,,,False,False,,,,False
19035,7,7.0,,9.0,,8.0,13.0,8.0,,,,,13.4,,,11.9,,,11.0,2.0,,16.3,,,0.0,6.3,,,,6.0,15.0,17.2,,,,,,,21.9,,,,18.1,0.0,,2.0,,1.0,6.0,1.0,,,,,6.4,,,4.9,,,4.0,-5.0,,9.3,,,-7.0,-0.7,,,,-1.0,8.0,10.2,,,,,,,14.9,,,,11.1,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False
19037,16,7.0,,10.2,,9.0,10.0,6.0,,,,,11.1,,,13.3,,,18.0,6.0,,14.1,,,1.0,5.9,,,,7.0,14.0,18.7,,,,,,,12.8,,,,18.7,-9.0,,-5.8,,-7.0,-6.0,-10.0,,,,,-4.9,,,-2.7,,,2.0,-10.0,,-1.9,,,-15.0,-10.1,,,,-9.0,-2.0,2.7,,,,,,,-3.2,,,,2.7,,True,,True,True,False,,,,,True,,,True,,,True,False,,True,,,False,False,,,,False,True,True,,,,,,,True,,,,True
19039,25,31.0,,30.7,,23.0,26.0,22.0,,,,,13.2,,,10.9,,,16.0,24.5,,24.4,,,21.0,21.6,,,,31.0,28.0,26.1,,,,,,,30.2,,,,37.5,6.0,,5.7,,-2.0,1.0,-3.0,,,,,-11.8,,,-14.1,,,-9.0,-0.5,,-0.6,,,-4.0,-3.4,,,,6.0,3.0,1.1,,,,,,,5.2,,,,12.5,,True,,True,True,True,,,,,False,,,False,,,False,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False
19041,31,26.0,,22.3,,20.0,24.0,17.0,,,,,17.6,,,7.4,,,17.0,20.5,,27.9,,,17.0,19.7,,,,24.0,33.0,26.4,,,,,,,26.8,,,,33.7,-5.0,,-8.7,,-11.0,-7.0,-14.0,,,,,-13.4,,,-23.6,,,-14.0,-10.5,,-3.1,,,-14.0,-11.3,,,,-7.0,2.0,-4.6,,,,,,,-4.2,,,,2.7,,False,,False,False,False,,,,,False,,,False,,,False,False,,True,,,False,False,,,,False,True,True,,,,,,,True,,,,True
19043,8,17.0,,18.7,,18.0,16.0,18.0,,,,,16.1,,,18.1,,,24.0,8.5,,27.0,,,5.0,8.7,,,,12.0,26.0,37.5,,,,,,,15.4,,,,23.7,9.0,,10.7,,10.0,8.0,10.0,,,,,8.1,,,10.1,,,16.0,0.5,,19.0,,,-3.0,0.7,,,,4.0,18.0,29.5,,,,,,,7.4,,,,15.7,,False,,False,True,False,,,,,True,,,False,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,True,,,,False
19045,76,89.0,,94.3,,86.0,85.0,83.0,,,,,54.8,,,41.8,,,68.0,92.9,,74.2,73.0,,89.0,75.2,,,,93.0,100.0,89.6,,,,,,102.5,103.1,,,,105.1,13.0,,18.3,,10.0,9.0,7.0,,,,,-21.2,,,-34.2,,,-8.0,16.9,,-1.8,-3.0,,13.0,-0.8,,,,17.0,24.0,13.6,,,,,,26.5,27.1,,,,29.1,,False,,True,True,True,,,,,False,,,False,,,True,False,,True,True,,False,True,,,,False,False,False,,,,,,False,False,,,,False
19047,31,38.0,,43.3,,27.0,85.0,33.0,,,,,25.8,,,27.0,,,23.0,21.3,,34.5,,,11.0,21.7,,,,34.0,39.0,43.4,,,,,,31.4,234.8,,,,67.0,7.0,,12.3,,-4.0,54.0,2.0,,,,,-5.2,,,-4.0,,,-8.0,-9.7,,3.5,,,-20.0,-9.3,,,,3.0,8.0,12.4,,,,,,0.4,203.8,,,,36.0,,False,,True,False,True,,,,,True,,,True,,,False,False,,True,,,False,False,,,,True,False,False,,,,,,True,False,,,,False
19049,226,236.0,,237.0,,187.0,171.0,197.0,,,,,114.7,,,123.3,,,113.0,144.5,,199.5,192.0,,157.0,177.3,,,,229.0,228.0,250.6,,,,,,182.4,148.4,,,,259.5,10.0,,11.0,,-39.0,-55.0,-29.0,,,,,-111.3,,,-102.7,,,-113.0,-81.5,,-26.5,-34.0,,-69.0,-48.7,,,,3.0,2.0,24.6,,,,,,-43.6,-77.6,,,,33.5,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,True,True,False,,,,,,False,False,,,,False
19051,12,17.0,,18.2,,11.0,10.0,7.0,,,,,8.0,,,5.7,,,15.0,8.7,,11.3,,,1.0,9.0,,,,11.0,18.0,17.7,,,,,,,11.4,,,,13.7,5.0,,6.2,,-1.0,-2.0,-5.0,,,,,-4.0,,,-6.3,,,3.0,-3.3,,-0.7,,,-11.0,-3.0,,,,-1.0,6.0,5.7,,,,,,,-0.6,,,,1.7,,False,,True,True,False,,,,,True,,,False,,,True,True,,True,,,False,True,,,,True,False,False,,,,,,,True,,,,True
19053,9,17.0,,16.7,,12.0,12.0,11.0,,,,,7.2,,,4.7,,,12.0,5.9,,9.9,,,8.0,9.7,,,,15.0,16.0,13.7,,,,,,,14.7,,,,16.1,8.0,,7.7,,3.0,3.0,2.0,,,,,-1.8,,,-4.3,,,3.0,-3.1,,0.9,,,-1.0,0.7,,,,6.0,7.0,4.7,,,,,,,5.7,,,,7.1,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True
19055,22,28.0,,27.4,,24.0,23.0,15.0,,,,,20.6,,,23.2,,,27.0,19.1,,27.7,,,17.0,21.0,,,,24.0,33.0,37.4,,,,,,,25.6,,,,30.0,6.0,,5.4,,2.0,1.0,-7.0,,,,,-1.4,,,1.2,,,5.0,-2.9,,5.7,,,-5.0,-1.0,,,,2.0,11.0,15.4,,,,,,,3.6,,,,8.0,,True,,True,True,False,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,False,False,,,,,,,True,,,,False
19057,63,52.0,,59.2,,56.0,52.0,62.0,,,,,43.2,,,71.0,,,124.0,115.8,,77.3,45.5,,21.0,40.7,,,,67.0,69.0,86.2,,,,,,61.8,56.3,,,,73.2,-11.0,,-3.8,,-7.0,-11.0,-1.0,,,,,-19.8,,,8.0,,,61.0,52.8,,14.3,-17.5,,-42.0,-22.3,,,,4.0,6.0,23.2,,,,,,-1.2,-6.7,,,,10.2,,True,,True,False,True,,,,,False,,,True,,,False,False,,False,False,,False,False,,,,True,True,False,,,,,,True,True,,,,True
19059,38,21.0,,22.1,,19.0,20.0,14.0,,,,,18.4,,,8.7,,,18.0,11.7,,25.5,,,3.0,13.0,,,,18.0,30.0,28.5,,,,,,,28.9,,,,23.0,-17.0,,-15.9,,-19.0,-18.0,-24.0,,,,,-19.6,,,-29.3,,,-20.0,-26.3,,-12.5,,,-35.0,-25.0,,,,-20.0,-8.0,-9.5,,,,,,,-9.1,,,,-15.0,,True,,False,False,False,,,,,False,,,False,,,False,False,,True,,,False,False,,,,False,True,True,,,,,,,True,,,,True
19061,160,137.0,,129.6,,142.0,132.0,162.0,,,,,127.1,,,80.2,,,147.0,186.9,,191.8,135.5,,93.0,116.5,,,,137.0,203.0,186.0,,,,,,117.9,125.0,,,,201.5,-23.0,,-30.4,,-18.0,-28.0,2.0,,,,,-32.9,,,-79.8,,,-13.0,26.9,,31.8,-24.5,,-67.0,-43.5,,,,-23.0,43.0,26.0,,,,,,-42.1,-35.0,,,,41.5,,False,,True,False,True,,,,,False,,,False,,,True,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False
19063,9,12.0,,12.8,,12.0,14.0,5.0,,,,,10.5,,,11.7,,,10.0,0.1,,11.8,,,23.0,6.1,,,,,13.0,18.2,,,,,,,18.7,,,,13.2,3.0,,3.8,,3.0,5.0,-4.0,,,,,1.5,,,2.7,,,1.0,-8.9,,2.8,,,14.0,-2.9,,,,,4.0,9.2,,,,,,,9.7,,,,4.2,,False,,False,False,False,,,,,True,,,True,,,True,False,,True,,,False,True,,,,,False,False,,,,,,,False,,,,False
19065,23,27.0,,28.6,,28.0,24.0,29.0,,,,,23.5,,,31.0,,,31.0,16.5,,36.6,,,13.0,21.3,,,,27.0,37.0,40.2,,,,,,,22.0,,,,38.6,4.0,,5.6,,5.0,1.0,6.0,,,,,0.5,,,8.0,,,8.0,-6.5,,13.6,,,-10.0,-1.7,,,,4.0,14.0,17.2,,,,,,,-1.0,,,,15.6,,False,,False,True,False,,,,,True,,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,True,,,,False
19067,15,14.0,,13.3,,14.0,16.0,15.0,,,,,14.3,,,19.0,,,23.0,9.2,,20.2,,,8.0,11.6,,,,13.0,23.0,26.4,,,,,,,18.9,,,,23.9,-1.0,,-1.7,,-1.0,1.0,0.0,,,,,-0.7,,,4.0,,,8.0,-5.8,,5.2,,,-7.0,-3.4,,,,-2.0,8.0,11.4,,,,,,,3.9,,,,8.9,,False,,False,False,True,,,,,True,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False
19069,8,17.0,,18.2,,14.0,16.0,13.0,,,,,11.9,,,8.9,,,14.0,6.9,,18.6,,,8.0,14.7,,,,20.0,20.0,16.8,,,,,,,18.7,,,,21.6,9.0,,10.2,,6.0,8.0,5.0,,,,,3.9,,,0.9,,,6.0,-1.1,,10.6,,,0.0,6.7,,,,12.0,12.0,8.8,,,,,,,10.7,,,,13.6,,False,,True,True,True,,,,,True,,,True,,,True,True,,False,,,True,True,,,,False,False,True,,,,,,,False,,,,False
19071,3,6.0,,6.1,,6.0,6.0,4.0,,,,,6.5,,,2.6,,,9.0,3.6,,6.5,,,2.0,3.8,,,,5.0,10.0,9.2,,,,,,,7.1,,,,11.1,3.0,,3.1,,3.0,3.0,1.0,,,,,3.5,,,-0.4,,,6.0,0.6,,3.5,,,-1.0,0.8,,,,2.0,7.0,6.2,,,,,,,4.1,,,,8.1,,False,,False,False,True,,,,,False,,,True,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,False,,,,False
19073,3,12.0,,11.2,,8.0,10.0,0.0,,,,,6.6,,,13.0,,,10.0,0.9,,9.4,,,2.0,5.6,,,,6.0,13.0,8.3,,,,,,,17.8,,,,14.8,9.0,,8.2,,5.0,7.0,-3.0,,,,,3.6,,,10.0,,,7.0,-2.1,,6.4,,,-1.0,2.6,,,,3.0,10.0,5.3,,,,,,,14.8,,,,11.8,,True,,True,True,True,,,,,True,,,False,,,True,True,,True,,,True,True,,,,True,False,True,,,,,,,False,,,,False
19075,28,17.0,,14.4,,15.0,15.0,13.0,,,,,14.9,,,9.5,,,18.0,6.2,,17.6,,,7.0,13.6,,,,13.0,26.0,26.8,,,,,,,14.8,,,,21.6,-11.0,,-13.6,,-13.0,-13.0,-15.0,,,,,-13.1,,,-18.5,,,-10.0,-21.8,,-10.4,,,-21.0,-14.4,,,,-15.0,-2.0,-1.2,,,,,,,-13.2,,,,-6.4,,False,,False,False,False,,,,,False,,,False,,,True,False,,True,,,False,False,,,,False,True,True,,,,,,,False,,,,True
19077,6,11.0,,10.0,,10.0,10.0,7.0,,,,,11.0,,,7.9,,,13.0,6.2,,15.3,,,3.0,6.1,,,,9.0,12.0,17.8,,,,,,,12.2,,,,15.3,5.0,,4.0,,4.0,4.0,1.0,,,,,5.0,,,1.9,,,7.0,0.2,,9.3,,,-3.0,0.1,,,,3.0,6.0,11.8,,,,,,,6.2,,,,9.3,,True,,True,True,True,,,,,False,,,True,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,False,,,,False
19079,31,27.0,,26.0,,22.0,24.0,18.0,,,,,15.6,,,18.8,,,20.0,11.1,,21.2,,,22.0,21.5,,,,21.0,30.0,25.8,,,,,,,30.9,,,,28.1,-4.0,,-5.0,,-9.0,-7.0,-13.0,,,,,-15.4,,,-12.2,,,-11.0,-19.9,,-9.8,,,-9.0,-9.5,,,,-10.0,-1.0,-5.2,,,,,,,-0.1,,,,-2.9,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,True,False,,,,,,,True,,,,True
19081,9,5.0,,1.6,,12.0,11.0,7.0,,,,,13.5,,,2.3,,,13.0,16.2,,16.9,,,4.0,11.6,,,,,16.0,16.3,,,,,,,10.3,,,,15.6,-4.0,,-7.4,,3.0,2.0,-2.0,,,,,4.5,,,-6.7,,,4.0,7.2,,7.9,,,-5.0,2.6,,,,,7.0,7.3,,,,,,,1.3,,,,6.6,,False,,True,True,True,,,,,False,,,False,,,False,False,,False,,,False,True,,,,,False,False,,,,,,,True,,,,False
19083,22,23.0,,25.9,,24.0,24.0,14.0,,,,,16.1,,,14.5,,,24.0,33.7,,21.8,,,13.0,21.8,,,,23.0,35.0,35.4,,,,,,,27.2,,,,27.1,1.0,,3.9,,2.0,2.0,-8.0,,,,,-5.9,,,-7.5,,,2.0,11.7,,-0.2,,,-9.0,-0.2,,,,1.0,13.0,13.4,,,,,,,5.2,,,,5.1,,False,,False,False,False,,,,,False,,,False,,,False,False,,True,,,False,True,,,,False,False,False,,,,,,,False,,,,False
19085,14,21.0,,21.2,,19.0,19.0,18.0,,,,,18.6,,,4.5,,,16.0,15.3,,23.6,,,12.0,16.0,,,,15.0,26.0,32.4,,,,,,,17.5,,,,35.4,7.0,,7.2,,5.0,5.0,4.0,,,,,4.6,,,-9.5,,,2.0,1.3,,9.6,,,-2.0,2.0,,,,1.0,12.0,18.4,,,,,,,3.5,,,,21.4,,False,,True,True,True,,,,,True,,,False,,,True,True,,False,,,True,True,,,,True,False,False,,,,,,,True,,,,False
19087,29,15.0,,14.9,,25.0,24.0,25.0,,,,,26.4,,,16.4,,,30.0,38.7,,26.7,,,6.0,14.2,,,,20.0,34.0,37.0,,,,,,24.5,30.4,,,,39.3,-14.0,,-14.1,,-4.0,-5.0,-4.0,,,,,-2.6,,,-12.6,,,1.0,9.7,,-2.3,,,-23.0,-14.8,,,,-9.0,5.0,8.0,,,,,,-4.5,1.4,,,,10.3,,False,,True,True,True,,,,,True,,,True,,,True,True,,True,,,False,False,,,,True,True,True,,,,,,True,True,,,,True
19089,25,41.0,,40.7,,33.0,32.0,14.0,,,,,14.0,,,34.0,,,13.0,28.5,,29.5,,,38.0,31.3,,,,43.0,36.0,39.4,,,,,,,33.5,,,,34.0,16.0,,15.7,,8.0,7.0,-11.0,,,,,-11.0,,,9.0,,,-12.0,3.5,,4.5,,,13.0,6.3,,,,18.0,11.0,14.4,,,,,,,8.5,,,,9.0,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True
19091,10,14.0,,13.7,,14.0,13.0,14.0,,,,,11.1,,,2.5,,,13.0,13.4,,14.9,,,7.0,9.3,,,,12.0,17.0,19.5,,,,,,,15.8,,,,17.6,4.0,,3.7,,4.0,3.0,4.0,,,,,1.1,,,-7.5,,,3.0,3.4,,4.9,,,-3.0,-0.7,,,,2.0,7.0,9.5,,,,,,,5.8,,,,7.6,,True,,False,True,False,,,,,True,,,False,,,True,True,,False,,,True,True,,,,True,False,False,,,,,,,False,,,,False
19093,6,15.0,,15.2,,12.0,12.0,0.0,,,,,7.8,,,2.3,,,9.0,22.3,,14.5,,,6.0,9.9,,,,13.0,16.0,21.0,,,,,,,15.2,,,,14.8,9.0,,9.2,,6.0,6.0,-6.0,,,,,1.8,,,-3.7,,,3.0,16.3,,8.5,,,0.0,3.9,,,,7.0,10.0,15.0,,,,,,,9.2,,,,8.8,,False,,True,True,True,,,,,True,,,True,,,True,False,,True,,,True,True,,,,True,False,False,,,,,,,False,,,,True
19095,16,27.0,,29.6,,26.0,29.0,27.0,,,,,15.5,,,26.4,,,25.0,19.0,,27.5,,,21.0,22.3,,,,29.0,34.0,29.3,,,,,,,39.0,,,,34.0,11.0,,13.6,,10.0,13.0,11.0,,,,,-0.5,,,10.4,,,9.0,3.0,,11.5,,,5.0,6.3,,,,13.0,18.0,13.3,,,,,,,23.0,,,,18.0,,False,,True,False,False,,,,,True,,,True,,,True,True,,False,,,True,True,,,,False,False,False,,,,,,,False,,,,False
19097,32,34.0,,33.9,,29.0,30.0,29.0,,,,,23.0,,,21.9,,,25.0,28.3,,37.3,,,17.0,24.5,,,,35.0,39.0,38.9,,,,,,,32.8,,,,45.9,2.0,,1.9,,-3.0,-2.0,-3.0,,,,,-9.0,,,-10.1,,,-7.0,-3.7,,5.3,,,-15.0,-7.5,,,,3.0,7.0,6.9,,,,,,,0.8,,,,13.9,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,True,,,,False
19099,105,58.0,,56.8,,55.0,55.0,61.0,,,,,42.9,,,38.9,,,52.0,54.6,,78.1,53.5,,41.0,51.2,,,,58.0,70.0,67.5,,,,,,65.0,60.4,,,,79.3,-47.0,,-48.2,,-50.0,-50.0,-44.0,,,,,-62.1,,,-66.1,,,-53.0,-50.4,,-26.9,-51.5,,-64.0,-53.8,,,,-47.0,-35.0,-37.5,,,,,,-40.0,-44.6,,,,-25.7,,False,,False,False,True,,,,,False,,,False,,,False,False,,True,False,,False,False,,,,False,True,True,,,,,,True,True,,,,True
19101,14,15.0,,13.2,,15.0,18.0,7.0,,,,,14.2,,,11.1,,,29.0,4.8,,18.9,,,19.0,11.6,,,,11.0,17.0,19.6,,,,,,,24.2,,,,22.6,1.0,,-0.8,,1.0,4.0,-7.0,,,,,0.2,,,-2.9,,,15.0,-9.2,,4.9,,,5.0,-2.4,,,,-3.0,3.0,5.6,,,,,,,10.2,,,,8.6,,True,,False,False,False,,,,,True,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False
19103,158,196.0,,198.3,,165.0,169.0,187.0,,,,,140.5,,,168.0,,141.4,203.0,87.5,,195.8,169.0,,148.0,157.8,,,,177.0,282.0,211.4,,,,,,207.3,165.1,146.0,,,230.2,38.0,,40.3,,7.0,11.0,29.0,,,,,-17.5,,,10.0,,-16.6,45.0,-70.5,,37.8,11.0,,-10.0,-0.2,,,,19.0,124.0,53.4,,,,,,49.3,7.1,-12.0,,,72.2,,False,,True,True,True,,,,,True,,,True,,True,False,False,,True,True,,True,True,,,,True,False,False,,,,,,False,True,True,,,False
