,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
02060,0,8.0,,7.1,,0.0,0.0,,,,,,0.0,,1.5,1.8,,,0.5,,9.2,,,,,,8.0,,7.1,,0.0,0.0,,,,,,0.0,,1.5,1.8,,,0.5,,9.2,,,,,,,True,,True,True,,,,,,True,,True,True,,,True,,False,,,,,
02068,2,0.0,,0.0,,0.0,0.0,,,,,,2.6,,,0.0,,,0.0,,,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,,0.6,,,-2.0,,,-2.0,,,,,,,,,False,,False,False,,,,,,True,,,True,,,False,,,,,,,
02070,4,4.0,,4.5,,4.0,0.0,,,,,,20.1,,2.4,5.6,,,1.8,,,,,,,,0.0,,0.5,,0.0,-4.0,,,,,,16.1,,-1.6,1.6,,,-2.2,,,,,,,,,False,,True,False,,,,,,False,,False,False,,,False,,,,,,,
02090,386,200.0,394.9,202.0,,187.0,0.0,,,,,,420.3,,197.5,197.5,114.3,,102.4,,198.8,,,,,,-186.0,8.9,-184.0,,-199.0,-386.0,,,,,,34.3,,-188.5,-188.5,-271.7,,-283.6,,-187.2,,,,,,True,True,,False,False,,,,,,True,,False,False,False,,False,,False,,,,,
02100,0,4.0,,3.9,,1.0,0.0,,,,,,3.7,,,0.4,,,0.0,,4.2,,,,,,4.0,,3.9,,1.0,0.0,,,,,,3.7,,,0.4,,,0.0,,4.2,,,,,,,True,,True,True,,,,,,True,,,True,,,True,,False,,,,,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,12.5,,,0.0,,,0.0,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,12.5,,,0.0,,,0.0,,,,,,,,,True,,True,True,,,,,,False,,,False,,,True,,,,,,,
02110,95,164.0,,165.1,,120.0,155.0,,,,,,132.0,,109.0,133.6,2.8,,202.7,,93.3,,,,,,69.0,,70.1,,25.0,60.0,,,,,,37.0,,14.0,38.6,-92.2,,107.7,,-1.7,,,,,,,False,,True,True,,,,,,True,,True,True,False,,False,,True,,,,,
02122,80,132.0,295.6,130.6,,137.0,93.0,,,,,,281.2,,50.8,149.9,105.6,,145.5,,163.7,,,,,,52.0,215.6,50.6,,57.0,13.0,,,,,,201.2,,-29.2,69.9,25.6,,65.5,,83.7,,,,,,False,True,,False,True,,,,,,False,,True,False,True,,False,,False,,,,,
02130,11,8.0,,2.9,,4.0,0.0,,,,,,5.6,,5.0,2.4,,,8.0,,14.0,,,,,,-3.0,,-8.1,,-7.0,-11.0,,,,,,-5.4,,-6.0,-8.6,,,-3.0,,3.0,,,,,,,False,,False,False,,,,,,False,,False,False,,,True,,True,,,,,
02150,12,16.0,,18.5,,2.0,0.0,,,,,,4.7,,1.8,7.9,,,2.0,,10.5,,,,,,4.0,,6.5,,-10.0,-12.0,,,,,,-7.3,,-10.2,-4.1,,,-10.0,,-1.5,,,,,,,False,,False,False,,,,,,False,,False,False,,,False,,True,,,,,
02158,1,8.0,,7.1,,4.0,0.0,,,,,,,,,3.5,,,2.2,,7.3,,,,,,7.0,,6.1,,3.0,-1.0,,,,,,,,,2.5,,,1.2,,6.3,,,,,,,True,,True,True,,,,,,,,,True,,,True,,True,,,,,
02164,11,0.0,,0.0,,0.0,0.0,,,,,,14.5,,,0.0,,,0.0,,,,,,,,-11.0,,-11.0,,-11.0,-11.0,,,,,,3.5,,,-11.0,,,-11.0,,,,,,,,,False,,False,False,,,,,,True,,,True,,,False,,,,,,,
02170,160,192.0,465.3,185.8,,173.0,273.0,,,,,,533.3,,72.7,126.7,158.1,,118.9,,174.6,,,,,,32.0,305.3,25.8,,13.0,113.0,,,,,,373.3,,-87.3,-33.3,-1.9,,-41.1,,14.6,,,,,,False,True,,True,False,,,,,,False,,False,False,True,,False,,True,,,,,
02180,29,20.0,,20.6,,2.0,0.0,,,,,,3.8,,2.3,5.4,,,1.5,,,,,,,,-9.0,,-8.4,,-27.0,-29.0,,,,,,-25.2,,-26.7,-23.6,,,-27.5,,,,,,,,,True,,False,False,,,,,,False,,False,False,,,False,,,,,,,
02185,40,12.0,,11.2,,9.0,0.0,,,,,,15.4,,4.2,13.4,,,13.2,,,,,,,,-28.0,,-28.8,,-31.0,-40.0,,,,,,-24.6,,-35.8,-26.6,,,-26.9,,,,,,,,,False,,False,False,,,,,,True,,False,True,,,True,,,,,,,
02188,29,20.0,,20.5,,11.0,0.0,,,,,,17.8,,8.3,18.9,,,14.8,,,,,,,,-9.0,,-8.5,,-18.0,-29.0,,,,,,-11.2,,-20.7,-10.1,,,-14.2,,,,,,,,,True,,False,False,,,,,,False,,False,False,,,False,,,,,,,
02195,1,4.0,,4.1,,0.0,0.0,,,,,,0.6,,0.5,0.9,,,0.8,,2.1,,,,,,3.0,,3.1,,-1.0,-1.0,,,,,,-0.4,,-0.5,-0.1,,,-0.2,,1.1,,,,,,,False,,True,True,,,,,,True,,True,True,,,True,,True,,,,,
02198,16,20.0,,21.4,,13.0,,,,,,,8.2,,3.9,19.5,,,21.7,,11.5,,,,,,4.0,,5.4,,-3.0,,,,,,,-7.8,,-12.1,3.5,,,5.7,,-4.5,,,,,,,False,,True,,,,,,,False,,False,True,,,False,,False,,,,,
02220,12,20.0,,19.5,,7.0,0.0,,,,,,14.4,,3.8,6.0,,,7.8,,24.0,,,,,,8.0,,7.5,,-5.0,-12.0,,,,,,2.4,,-8.2,-6.0,,,-4.2,,12.0,,,,,,,True,,True,False,,,,,,True,,False,True,,,True,,False,,,,,
02230,0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,True,,True,True,,,,,,True,,,False,,,True,,,,,,,
02240,5,8.0,,8.1,,0.0,0.0,,,,,,2.9,,1.5,1.1,,,3.6,,,,,,,,3.0,,3.1,,-5.0,-5.0,,,,,,-2.1,,-3.5,-3.9,,,-1.4,,,,,,,,,False,,False,False,,,,,,True,,False,False,,,True,,,,,,,
02261,17,36.0,,32.6,,17.0,0.0,,,,,,26.8,,13.1,21.6,,,25.5,,,,,,,,19.0,,15.6,,0.0,-17.0,,,,,,9.8,,-3.9,4.6,,,8.5,,,,,,,,,True,,True,True,,,,,,True,,True,True,,,True,,,,,,,
02275,4,0.0,,0.0,,0.0,0.0,,,,,,3.0,,,0.5,,,0.1,,2.4,,,,,,-4.0,,-4.0,,-4.0,-4.0,,,,,,-1.0,,,-3.5,,,-3.9,,-1.6,,,,,,,False,,False,False,,,,,,True,,,True,,,True,,True,,,,,
02282,12,8.0,,4.5,,3.0,0.0,,,,,,0.0,,,0.3,,,5.7,,10.3,,,,,,-4.0,,-7.5,,-9.0,-12.0,,,,,,-12.0,,,-11.7,,,-6.3,,-1.7,,,,,,,False,,False,False,,,,,,False,,,False,,,False,,True,,,,,
02290,18,24.0,,23.4,,5.0,0.0,,,,,,14.9,,14.1,7.5,,,3.0,,,,,,,,6.0,,5.4,,-13.0,-18.0,,,,,,-3.1,,-3.9,-10.5,,,-15.0,,,,,,,,,True,,False,False,,,,,,True,,True,False,,,False,,,,,,,
04001,156,344.0,795.1,338.2,,269.0,509.0,,,,,241.0,182.7,,69.9,181.6,16.1,,299.3,,307.0,,,,,,188.0,639.1,182.2,,113.0,353.0,,,,,85.0,26.7,,-86.1,25.6,-139.9,,143.3,,151.0,,,,,,False,True,,True,False,,,,,True,True,,True,True,True,,True,,True,,,,,
04003,104,640.0,1716.0,609.9,,323.0,1075.0,,,,,349.0,468.1,,25.8,286.7,234.1,,39.9,,464.4,,,,,,536.0,1612.0,505.9,,219.0,971.0,,,,,245.0,364.1,,-78.2,182.7,130.1,,-64.1,,360.4,,,,,,False,True,,True,False,,,,,True,True,,True,True,True,,True,,True,,,,,
04005,326,364.0,1067.5,374.6,,242.0,242.0,,,,,297.0,213.1,,145.5,321.3,157.6,,106.4,,294.1,168.0,,,,,38.0,741.5,48.6,,-84.0,-84.0,,,,,-29.0,-112.9,,-180.5,-4.7,-168.4,,-219.6,,-31.9,-158.0,,,,,False,False,,False,False,,,,,True,False,,False,True,False,,False,,True,False,,,,
04007,172,372.0,523.2,397.9,,233.0,282.0,,,,,223.0,341.8,,143.2,225.4,91.8,,231.2,,341.8,,,,,,200.0,351.2,225.9,,61.0,110.0,,,,,51.0,169.8,,-28.8,53.4,-80.2,,59.2,,169.8,,,,,,False,False,,True,True,,,,,True,True,,True,True,True,,True,,True,,,,,
04009,178,228.0,,208.9,,152.0,211.0,,,,,152.0,225.3,,150.5,187.4,0.1,,100.5,,281.3,,,,,,50.0,,30.9,,-26.0,33.0,,,,,-26.0,47.3,,-27.5,9.4,-177.9,,-77.5,,103.3,,,,,,,True,,True,True,,,,,True,True,,True,True,False,,False,,False,,,,,
04011,3,0.0,,3.9,,3.0,0.0,,,,,16.0,16.1,,1.7,0.8,,,9.9,,4.3,,,,,,-3.0,,0.9,,0.0,-3.0,,,,,13.0,13.1,,-1.3,-2.2,,,6.9,,1.3,,,,,,,True,,True,False,,,,,False,False,,True,True,,,False,,True,,,,,
04012,37,48.0,,36.9,,32.0,20.0,,,,,52.0,27.5,,7.4,34.5,3.3,,52.3,,43.9,,,,,,11.0,,-0.1,,-5.0,-17.0,,,,,15.0,-9.5,,-29.6,-2.5,-33.7,,15.3,,6.9,,,,,,,True,,True,False,,,,,False,True,,False,True,False,,False,,True,,,,,
04013,8427,13280.0,23787.0,13922.3,10933.0,8121.0,8201.0,,,,,14461.0,12757.4,,11267.2,7960.4,4871.8,,4996.6,,6041.4,4695.0,,,,,4853.0,15360.0,5495.3,2506.0,-306.0,-226.0,,,,,6034.0,4330.4,,2840.2,-466.6,-3555.2,,-3430.4,,-2385.6,-3732.0,,,,,False,False,True,True,True,,,,,False,True,,True,True,True,,True,,True,True,,,,
04015,444,792.0,1094.0,809.0,,528.0,341.0,,,,,967.0,656.4,,349.4,528.4,288.5,,590.4,,780.5,295.0,,,,,348.0,650.0,365.0,,84.0,-103.0,,,,,523.0,212.4,,-94.6,84.4,-155.5,,146.4,,336.5,-149.0,,,,,False,False,,True,True,,,,,False,True,,True,True,True,,True,,True,True,,,,
04017,238,332.0,482.3,341.1,289.0,253.0,202.0,,,,,348.0,191.5,,134.1,241.6,43.5,,91.2,,375.8,,,,,,94.0,244.3,103.1,51.0,15.0,-36.0,,,,,110.0,-46.5,,-103.9,3.6,-194.5,,-146.8,,137.8,,,,,,False,False,True,True,True,,,,,False,True,,False,True,False,,False,,False,,,,,
04019,3052,6340.0,5417.3,6457.2,5768.1,5428.0,8179.0,,,,,2818.0,4332.7,,5197.0,5683.9,2264.4,,6964.0,,4929.7,5649.0,,,,,3288.0,2365.3,3405.2,2716.1,2376.0,5127.0,,,,,-234.0,1280.7,,2145.0,2631.9,-787.6,,3912.0,,1877.7,2597.0,,,,,True,False,True,True,False,,,,,True,True,,True,True,True,,False,,True,True,,,,
04021,1486,1312.0,1663.9,1241.2,1037.3,759.0,1004.0,,,,,1633.0,464.9,,735.9,688.8,541.5,,212.3,,887.5,392.0,,,,,-174.0,177.9,-244.8,-448.7,-727.0,-482.0,,,,,147.0,-1021.1,,-750.1,-797.2,-944.5,,-1273.7,,-598.5,-1094.0,,,,,False,False,False,False,False,,,,,True,False,,False,False,False,,False,,False,False,,,,
04023,114,156.0,,158.3,,123.0,103.0,,,,,413.0,75.0,,39.8,166.5,9.0,,575.1,,128.0,,,,,,42.0,,44.3,,9.0,-11.0,,,,,299.0,-39.0,,-74.2,52.5,-105.0,,461.1,,14.0,,,,,,,False,,True,True,,,,,False,True,,False,False,False,,False,,True,,,,,
04025,284,616.0,1859.7,616.4,,491.0,325.0,,,,,829.0,946.8,,467.4,489.2,493.3,,663.2,,385.1,228.0,,,,,332.0,1575.7,332.4,,207.0,41.0,,,,,545.0,662.8,,183.4,205.2,209.3,,379.2,,101.1,-56.0,,,,,False,False,,True,True,,,,,False,False,,True,True,True,,False,,True,True,,,,
04027,525,1364.0,4764.3,1403.8,934.4,759.0,1012.0,,,,,673.0,639.6,,350.8,925.7,69.4,,329.8,,2104.5,322.0,,,,,839.0,4239.3,878.8,409.4,234.0,487.0,,,,,148.0,114.6,,-174.2,400.7,-455.6,,-195.2,,1579.5,-203.0,,,,,False,False,True,True,True,,,,,True,True,,True,True,True,,True,,False,True,,,,
05001,65,136.0,,141.5,,78.0,74.0,,,,,179.0,190.5,,42.0,77.8,62.6,,51.0,,121.8,,,,,,71.0,,76.5,,13.0,9.0,,,,,114.0,125.5,,-23.0,12.8,-2.4,,-14.0,,56.8,,,,,,,False,,True,True,,,,,False,False,,True,True,True,,True,,True,,,,,
05003,47,120.0,,86.1,,94.0,105.0,,,,,176.0,172.8,,96.1,139.6,79.0,,59.6,,136.9,,,,,,73.0,,39.1,,47.0,58.0,,,,,129.0,125.8,,49.1,92.6,32.0,,12.6,,89.9,,,,,,,True,,True,True,,,,,False,False,,True,False,True,,True,,False,,,,,
05005,118,40.0,,40.3,,35.0,81.0,,,,,135.0,112.0,,15.8,51.3,,,21.3,,32.5,,,,,,-78.0,,-77.7,,-83.0,-37.0,,,,,17.0,-6.0,,-102.2,-66.7,,,-96.7,,-85.5,,,,,,,True,,False,True,,,,,True,True,,False,True,,,False,,False,,,,,
05007,932,580.0,1436.3,517.3,,316.0,285.0,,,,,1178.0,597.9,,254.2,480.1,252.5,,286.6,,433.9,200.0,,,,,-352.0,504.3,-414.7,,-616.0,-647.0,,,,,246.0,-334.1,,-677.8,-451.9,-679.5,,-645.4,,-498.1,-732.0,,,,,False,False,,False,False,,,,,True,True,,False,False,False,,False,,False,False,,,,
05009,252,68.0,,59.5,,75.0,29.0,,,,,105.0,262.8,,37.2,74.7,91.1,,22.9,,357.7,,,,,,-184.0,,-192.5,,-177.0,-223.0,,,,,-147.0,10.8,,-214.8,-177.3,-160.9,,-229.1,,105.7,,,,,,,False,,True,False,,,,,True,True,,False,True,True,,False,,True,,,,,
05011,102,128.0,,124.7,,78.0,180.0,,,,,97.0,109.0,,22.4,96.2,49.1,,72.3,,61.0,,,,,,26.0,,22.7,,-24.0,78.0,,,,,-5.0,7.0,,-79.6,-5.8,-52.9,,-29.7,,-41.0,,,,,,,True,,True,False,,,,,True,True,,False,True,False,,False,,False,,,,,
05013,13,0.0,,2.7,,2.0,0.0,,,,,22.0,7.1,,,0.4,,,2.2,,,,,,,,-13.0,,-10.3,,-11.0,-13.0,,,,,9.0,-5.9,,,-12.6,,,-10.8,,,,,,,,,True,,True,False,,,,,True,True,,,True,,,True,,,,,,,
05015,160,120.0,,136.4,,68.0,107.0,,,,,66.0,107.9,,21.2,85.1,56.7,,68.8,,119.0,,,,,,-40.0,,-23.6,,-92.0,-53.0,,,,,-94.0,-52.1,,-138.8,-74.9,-103.3,,-91.2,,-41.0,,,,,,,True,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,,
05017,57,760.0,,767.4,,356.0,445.0,,,,,155.0,115.8,,236.8,393.3,301.3,,60.8,,438.8,,,,,,703.0,,710.4,,299.0,388.0,,,,,98.0,58.8,,179.8,336.3,244.3,,3.8,,381.8,,,,,,,False,,True,True,,,,,True,True,,True,True,True,,True,,True,,,,,
05019,93,36.0,,37.4,,39.0,18.0,,,,,115.0,78.1,,8.8,42.4,41.5,,31.3,,51.4,,,,,,-57.0,,-55.6,,-54.0,-75.0,,,,,22.0,-14.9,,-84.2,-50.6,-51.5,,-61.7,,-41.6,,,,,,,True,,True,False,,,,,True,True,,False,True,True,,False,,True,,,,,
05021,84,60.0,,64.3,,61.0,90.0,,,,,89.0,67.1,,15.1,47.9,51.0,,9.7,,107.1,,,,,,-24.0,,-19.7,,-23.0,6.0,,,,,5.0,-16.9,,-68.9,-36.1,-33.0,,-74.3,,23.1,,,,,,,True,,True,True,,,,,True,True,,False,False,False,,False,,True,,,,,
05023,75,104.0,,95.6,,67.0,88.0,,,,,143.0,65.3,,59.0,99.4,49.2,,64.2,,53.1,,,,,,29.0,,20.6,,-8.0,13.0,,,,,68.0,-9.7,,-16.0,24.4,-25.8,,-10.8,,-21.9,,,,,,,True,,True,True,,,,,False,True,,True,True,True,,True,,True,,,,,
05025,40,80.0,,85.3,,44.0,104.0,,,,,44.0,52.2,,24.8,68.8,24.6,,21.9,,85.6,,,,,,40.0,,45.3,,4.0,64.0,,,,,4.0,12.2,,-15.2,28.8,-15.4,,-18.1,,45.6,,,,,,,False,,True,False,,,,,True,True,,True,True,True,,True,,False,,,,,
05027,96,108.0,,109.0,,81.0,79.0,,,,,181.0,178.0,,56.8,83.3,0.0,,22.3,,85.7,,,,,,12.0,,13.0,,-15.0,-17.0,,,,,85.0,82.0,,-39.2,-12.7,-96.0,,-73.7,,-10.3,,,,,,,False,,False,False,,,,,False,False,,False,False,False,,False,,True,,,,,
05029,69,48.0,,50.9,,52.0,54.0,,,,,167.0,87.9,,11.7,37.4,53.9,,20.5,,65.4,,,,,,-21.0,,-18.1,,-17.0,-15.0,,,,,98.0,18.9,,-57.3,-31.6,-15.1,,-48.5,,-3.6,,,,,,,True,,True,True,,,,,False,True,,False,False,True,,False,,True,,,,,
05031,864,548.0,1186.9,541.8,,469.0,376.0,,,,,798.0,645.8,,182.7,389.8,408.2,,177.7,,525.1,,,,,,-316.0,322.9,-322.2,,-395.0,-488.0,,,,,-66.0,-218.2,,-681.3,-474.2,-455.8,,-686.3,,-338.9,,,,,,False,False,,False,False,,,,,True,True,,False,False,False,,False,,False,,,,,
05033,367,364.0,744.2,364.3,,335.0,341.0,,,,,541.0,127.5,,300.4,378.7,200.7,,272.2,,321.5,,,,,,-3.0,377.2,-2.7,,-32.0,-26.0,,,,,174.0,-239.5,,-66.6,11.7,-166.3,,-94.8,,-45.5,,,,,,False,True,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,,
05035,339,436.0,,429.2,,384.0,279.0,,,,,452.0,290.6,,290.9,386.5,168.1,,575.6,,494.9,,,,,,97.0,,90.2,,45.0,-60.0,,,,,113.0,-48.4,,-48.1,47.5,-170.9,,236.6,,155.9,,,,,,,True,,True,True,,,,,False,True,,True,True,False,,False,,False,,,,,
05037,139,108.0,,105.8,,103.0,200.0,,,,,150.0,151.0,,26.7,87.4,94.3,,90.4,,106.4,,,,,,-31.0,,-33.2,,-36.0,61.0,,,,,11.0,12.0,,-112.3,-51.6,-44.7,,-48.6,,-32.6,,,,,,,False,,False,False,,,,,True,True,,False,False,False,,False,,False,,,,,
05039,86,28.0,,31.0,,18.0,12.0,,,,,50.0,34.2,,14.0,10.2,,,3.0,,56.2,,,,,,-58.0,,-55.0,,-68.0,-74.0,,,,,-36.0,-51.8,,-72.0,-75.8,,,-83.0,,-29.8,,,,,,,True,,False,False,,,,,True,True,,False,False,,,False,,True,,,,,
05041,50,72.0,,73.8,,56.0,91.0,,,,,109.0,100.5,,17.1,62.5,25.0,,39.2,,64.0,,,,,,22.0,,23.8,,6.0,41.0,,,,,59.0,50.5,,-32.9,12.5,-25.0,,-10.8,,14.0,,,,,,,False,,True,False,,,,,False,False,,False,True,False,,True,,True,,,,,
05043,79,224.0,,220.9,,175.0,348.0,,,,,163.0,155.5,,212.7,190.4,60.9,,165.6,,160.6,,,,,,145.0,,141.9,,96.0,269.0,,,,,84.0,76.5,,133.7,111.4,-18.1,,86.6,,81.6,,,,,,,True,,True,False,,,,,True,True,,True,True,True,,True,,True,,,,,
05045,587,340.0,1667.9,314.9,,314.0,223.0,,,,,642.0,697.9,,264.1,312.2,190.5,,388.4,,447.1,,,,,,-247.0,1080.9,-272.1,,-273.0,-364.0,,,,,55.0,110.9,,-322.9,-274.8,-396.5,,-198.6,,-139.9,,,,,,False,False,,False,False,,,,,True,True,,False,False,False,,True,,True,,,,,
05047,69,52.0,,55.1,,52.0,15.0,,,,,88.0,142.1,,30.2,46.2,55.9,,20.4,,262.7,,,,,,-17.0,,-13.9,,-17.0,-54.0,,,,,19.0,73.1,,-38.8,-22.8,-13.1,,-48.6,,193.7,,,,,,,True,,False,False,,,,,False,False,,False,False,True,,False,,False,,,,,
05049,51,28.0,,27.6,,34.0,56.0,,,,,45.0,57.1,,8.1,23.3,,,47.7,,46.1,,,,,,-23.0,,-23.4,,-17.0,5.0,,,,,-6.0,6.1,,-42.9,-27.7,,,-3.3,,-4.9,,,,,,,False,,True,True,,,,,True,True,,False,False,,,True,,True,,,,,
05051,441,708.0,843.8,750.8,,739.0,827.0,,,,,795.0,1021.8,,517.1,457.4,415.6,,375.0,,967.2,,,,,,267.0,402.8,309.8,,298.0,386.0,,,,,354.0,580.8,,76.1,16.4,-25.4,,-66.0,,526.2,,,,,,False,False,,False,False,,,,,False,False,,True,True,True,,True,,False,,,,,
05053,74,52.0,,59.2,,39.0,19.0,,,,,92.0,81.2,,22.9,42.3,48.6,,21.7,,44.6,,,,,,-22.0,,-14.8,,-35.0,-55.0,,,,,18.0,7.2,,-51.1,-31.7,-25.4,,-52.3,,-29.4,,,,,,,True,,False,False,,,,,True,True,,False,False,False,,False,,False,,,,,
05055,182,232.0,,295.9,,255.0,69.0,,,,,357.0,416.6,,145.0,160.0,270.9,,53.1,,443.0,,,,,,50.0,,113.9,,73.0,-113.0,,,,,175.0,234.6,,-37.0,-22.0,88.9,,-128.9,,261.0,,,,,,,False,,False,False,,,,,False,False,,True,True,False,,False,,False,,,,,
05057,79,104.0,,108.7,,78.0,62.0,,,,,116.0,158.2,,44.5,77.5,35.6,,31.2,,135.4,,,,,,25.0,,29.7,,-1.0,-17.0,,,,,37.0,79.2,,-34.5,-1.5,-43.4,,-47.8,,56.4,,,,,,,False,,True,True,,,,,False,False,,False,True,False,,False,,False,,,,,
05059,161,364.0,,371.8,,305.0,45.0,,,,,380.0,303.3,,314.3,436.8,23.0,,304.9,,191.1,,,,,,203.0,,210.8,,144.0,-116.0,,,,,219.0,142.3,,153.3,275.8,-138.0,,143.9,,30.1,,,,,,,False,,True,True,,,,,False,True,,True,False,True,,True,,True,,,,,
05061,81,124.0,,119.5,,81.0,105.0,,,,,80.0,116.8,,35.0,104.6,1.4,,79.2,,125.2,,,,,,43.0,,38.5,,0.0,24.0,,,,,-1.0,35.8,,-46.0,23.6,-79.6,,-1.8,,44.2,,,,,,,True,,True,True,,,,,True,True,,False,True,False,,True,,False,,,,,
05063,301,448.0,,460.5,,317.0,326.0,,,,,345.0,485.5,,192.0,266.2,195.4,,67.5,,563.4,,,,,,147.0,,159.5,,16.0,25.0,,,,,44.0,184.5,,-109.0,-34.8,-105.6,,-233.5,,262.4,,,,,,,False,,True,True,,,,,True,False,,True,True,True,,False,,False,,,,,
05065,68,40.0,,37.9,,34.0,74.0,,,,,69.0,85.1,,7.0,31.4,,,0.0,,66.6,,,,,,-28.0,,-30.1,,-34.0,6.0,,,,,1.0,17.1,,-61.0,-36.6,,,-68.0,,-1.4,,,,,,,False,,False,True,,,,,True,True,,False,False,,,False,,True,,,,,
05067,120,60.0,,41.7,,53.0,159.0,,,,,197.0,90.1,,13.0,50.8,42.0,,52.5,,91.7,,,,,,-60.0,,-78.3,,-67.0,39.0,,,,,77.0,-29.9,,-107.0,-69.2,-78.0,,-67.5,,-28.3,,,,,,,False,,False,True,,,,,False,True,,False,False,False,,False,,True,,,,,
05069,805,604.0,544.8,574.1,,486.0,466.0,,,,,640.0,685.9,,459.5,450.4,224.8,,361.2,,645.0,,,,,,-201.0,-260.2,-230.9,,-319.0,-339.0,,,,,-165.0,-119.1,,-345.5,-354.6,-580.2,,-443.8,,-160.0,,,,,,False,False,,False,False,,,,,True,True,,False,False,False,,False,,True,,,,,
05071,112,96.0,,98.5,,72.0,39.0,,,,,204.0,100.2,,29.1,78.0,5.1,,80.0,,80.3,,,,,,-16.0,,-13.5,,-40.0,-73.0,,,,,92.0,-11.8,,-82.9,-34.0,-106.9,,-32.0,,-31.7,,,,,,,True,,False,False,,,,,False,True,,False,False,False,,False,,False,,,,,
05073,22,24.0,,21.2,,9.0,6.0,,,,,23.0,29.8,,7.5,4.1,,,6.5,,19.1,,,,,,2.0,,-0.8,,-13.0,-16.0,,,,,1.0,7.8,,-14.5,-17.9,,,-15.5,,-2.9,,,,,,,True,,False,False,,,,,True,False,,False,False,,,False,,False,,,,,
05075,81,80.0,,76.7,,75.0,82.0,,,,,122.0,118.2,,12.9,66.7,64.6,,22.6,,92.7,,,,,,-1.0,,-4.3,,-6.0,1.0,,,,,41.0,37.2,,-68.1,-14.3,-16.4,,-58.4,,11.7,,,,,,,False,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,,
05077,120,32.0,,37.2,,75.0,0.0,,,,,185.0,29.6,,172.2,217.2,5.7,,227.0,,147.3,,,,,,-88.0,,-82.8,,-45.0,-120.0,,,,,65.0,-90.4,,52.2,97.2,-114.3,,107.0,,27.3,,,,,,,True,,True,False,,,,,True,False,,True,False,False,,False,,True,,,,,
05079,485,312.0,,280.8,,277.0,,,,,,214.0,140.9,,364.6,389.2,2.1,,425.1,,272.7,,,,,,-173.0,,-204.2,,-208.0,,,,,,-271.0,-344.1,,-120.4,-95.8,-482.9,,-59.9,,-212.3,,,,,,,False,,False,,,,,,False,False,,True,True,False,,True,,False,,,,,
05081,108,140.0,,145.8,,110.0,94.0,,,,,48.0,221.2,,151.2,109.3,0.0,,65.6,,219.5,,,,,,32.0,,37.8,,2.0,-14.0,,,,,-60.0,113.2,,43.2,1.3,-108.0,,-42.4,,111.5,,,,,,,False,,True,True,,,,,False,False,,False,True,False,,False,,False,,,,,
