,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
34023,744,744.0,342.8,709.6,1158.3,686.0,1223.0,,,,,637.0,998.7,,444.8,702.2,578.9,,695.7,,909.7,1030.0,,,619.0,,0.0,-401.2,-34.4,414.3,-58.0,479.0,,,,,-107.0,254.7,,-299.2,-41.8,-165.1,,-48.3,,165.7,286.0,,,-125.0,,False,False,False,False,False,,,,,False,False,,False,False,False,,False,,False,False,,,False,
34025,699,700.0,261.9,671.1,1024.0,517.0,643.0,,,,,492.0,823.3,,407.3,550.4,1036.3,,444.9,,710.3,454.0,,,539.0,,1.0,-437.1,-27.9,325.0,-182.0,-56.0,,,,,-207.0,124.3,,-291.7,-148.6,337.3,,-254.1,,11.3,-245.0,,,-160.0,,False,False,False,False,False,,,,,False,False,,False,False,False,,False,,False,False,,,False,
34027,298,388.0,83.1,381.8,641.9,284.0,338.0,,,,,221.0,865.3,,160.6,360.4,903.2,,11.7,,251.1,313.0,,,381.0,,90.0,-214.9,83.8,343.9,-14.0,40.0,,,,,-77.0,567.3,,-137.4,62.4,605.2,,-286.3,,-46.9,15.0,,,83.0,,False,True,False,True,True,,,,,True,False,,False,True,False,,False,,True,True,,,True,
34029,973,620.0,147.1,600.8,986.9,380.0,258.0,,,,,458.0,795.9,,256.8,533.0,393.0,,365.5,,562.1,312.0,,,383.0,,-353.0,-825.9,-372.2,13.9,-593.0,-715.0,,,,,-515.0,-177.1,,-716.2,-440.0,-580.0,,-607.5,,-410.9,-661.0,,,-590.0,,False,False,True,False,False,,,,,False,True,,False,False,False,,False,,False,False,,,False,
34031,725,1168.0,136.1,1143.1,1371.1,1126.0,1533.0,,,,,402.0,978.6,,547.7,1278.3,439.1,,1328.7,,1114.2,2288.0,,,1353.0,,443.0,-588.9,418.1,646.1,401.0,808.0,,,,,-323.0,253.6,,-177.3,553.3,-285.9,,603.7,,389.2,1563.0,,,628.0,,False,True,False,True,False,,,,,True,True,,True,False,True,,False,,True,False,,,False,
34033,93,128.0,72.8,112.4,,80.0,192.0,,,,,98.0,102.4,,34.4,147.1,28.2,,55.1,,88.8,,,,184.0,,35.0,-20.2,19.4,,-13.0,99.0,,,,,5.0,9.4,,-58.6,54.1,-64.8,,-37.9,,-4.2,,,,91.0,,True,True,,True,False,,,,,True,True,,False,False,False,,False,,True,,,,False,
34035,252,276.0,83.4,260.9,,209.0,425.0,,,,,174.0,337.3,,67.6,234.2,349.0,,220.7,,220.3,192.0,,,281.0,,24.0,-168.6,8.9,,-43.0,173.0,,,,,-78.0,85.3,,-184.4,-17.8,97.0,,-31.3,,-31.7,-60.0,,,29.0,,False,True,,False,False,,,,,False,False,,False,True,False,,False,,False,False,,,False,
34037,83,88.0,33.4,93.9,,61.0,63.0,,,,,24.0,233.6,,27.3,77.7,62.2,,88.1,,100.2,45.0,,,74.0,,5.0,-49.6,10.9,,-22.0,-20.0,,,,,-59.0,150.6,,-55.7,-5.3,-20.8,,5.1,,17.2,-38.0,,,-9.0,,False,False,,False,False,,,,,False,False,,False,False,False,,False,,False,False,,,False,
34039,452,736.0,29.9,961.2,931.4,595.0,2305.0,,,,,459.0,1141.3,,255.6,699.7,400.2,,1320.4,,439.6,1846.0,,,839.0,,284.0,-422.1,509.2,479.4,143.0,1853.0,,,,,7.0,689.3,,-196.4,247.7,-51.8,,868.4,,-12.4,1394.0,,,387.0,,False,False,False,True,False,,,,,True,False,,True,True,True,,False,,True,False,,,False,
34041,58,76.0,25.3,89.3,,55.0,48.0,,,,,45.0,106.5,,22.6,76.5,58.7,,64.1,,76.1,,,,59.0,,18.0,-32.7,31.3,,-3.0,-10.0,,,,,-13.0,48.5,,-35.4,18.5,0.7,,6.1,,18.1,,,,1.0,,False,False,,True,True,,,,,True,False,,False,False,True,,True,,False,,,,True,
35001,720,916.0,3027.2,867.7,1212.7,644.0,686.0,,,,,2411.0,1528.7,,553.4,575.1,524.9,,444.8,,756.7,250.0,,,459.0,,196.0,2307.2,147.7,492.7,-76.0,-34.0,,,,,1691.0,808.7,,-166.6,-144.9,-195.1,,-275.2,,36.7,-470.0,,,-261.0,,False,True,False,True,True,,,,,False,False,,True,True,True,,False,,True,False,,,False,
35003,6,4.0,,4.2,,0.0,0.0,,,,,0.0,7.3,,0.1,1.3,,,0.3,,1.6,,,,8.0,,-2.0,,-1.8,,-6.0,-6.0,,,,,-6.0,1.3,,-5.9,-4.7,,,-5.7,,-4.4,,,,2.0,,,True,,False,False,,,,,False,True,,False,False,,,False,,False,,,,False,
35005,391,368.0,380.2,366.0,,304.0,477.0,,,,,145.0,517.3,,260.7,291.1,185.5,,328.9,,350.0,,,,333.0,,-23.0,-10.8,-25.0,,-87.0,86.0,,,,,-246.0,126.3,,-130.3,-99.9,-205.5,,-62.1,,-41.0,,,,-58.0,,True,False,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
35006,32,72.0,,74.1,,47.0,113.0,,,,,49.0,90.8,,7.0,50.7,0.0,,26.9,,68.7,,,,45.0,,40.0,,42.1,,15.0,81.0,,,,,17.0,58.8,,-25.0,18.7,-32.0,,-5.1,,36.7,,,,13.0,,,False,,True,False,,,,,True,False,,True,True,True,,True,,True,,,,True,
35007,6,0.0,,0.2,,0.0,0.0,,,,,1.0,10.1,,0.3,1.6,,,2.5,,,,,,3.0,,-6.0,,-5.8,,-6.0,-6.0,,,,,-5.0,4.1,,-5.7,-4.4,,,-3.5,,,,,,-3.0,,,True,,False,False,,,,,True,True,,True,True,,,True,,,,,,True,
35009,132,200.0,,195.0,,132.0,122.0,,,,,323.0,278.8,,52.6,137.7,131.4,,52.7,,279.8,,,,124.0,,68.0,,63.0,,0.0,-10.0,,,,,191.0,146.8,,-79.4,5.7,-0.6,,-79.3,,147.8,,,,-8.0,,,True,,True,True,,,,,False,False,,False,True,True,,False,,False,,,,True,
35011,2,0.0,,0.0,,0.0,0.0,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,-2.0,-2.0,,,-2.0,,,-2.0,,,,,,,,,False,,False,False,,,,,False,False,,,True,,,False,,,,,,,
35013,417,804.0,1314.7,794.3,,587.0,773.0,,,,,687.0,789.5,,487.6,551.9,577.6,,329.5,,731.5,374.0,,,639.0,,387.0,897.7,377.3,,170.0,356.0,,,,,270.0,372.5,,70.6,134.9,160.6,,-87.5,,314.5,-43.0,,,222.0,,False,True,,True,True,,,,,True,True,,True,True,True,,True,,True,True,,,True,
35015,255,284.0,247.8,269.2,,224.0,399.0,,,,,173.0,417.4,,157.0,239.9,98.9,,230.2,,248.0,,,,449.0,,29.0,-7.2,14.2,,-31.0,144.0,,,,,-82.0,162.4,,-98.0,-15.1,-156.1,,-24.8,,-7.0,,,,194.0,,True,True,,False,False,,,,,False,False,,False,True,False,,True,,True,,,,False,
35017,28,4.0,,1.5,,1.0,0.0,,,,,32.0,38.2,,2.9,1.2,,,0.2,,3.0,,,,2.0,,-24.0,,-26.5,,-27.0,-28.0,,,,,4.0,10.2,,-25.1,-26.8,,,-27.8,,-25.0,,,,-26.0,,,False,,False,False,,,,,True,True,,False,False,,,False,,False,,,,False,
35019,2,4.0,,4.5,,0.0,0.0,,,,,0.0,4.8,,0.6,0.5,,,0.0,,9.9,,,,1.0,,2.0,,2.5,,-2.0,-2.0,,,,,-2.0,2.8,,-1.4,-1.5,,,-2.0,,7.9,,,,-1.0,,,False,,False,False,,,,,False,False,,True,True,,,True,,False,,,,True,
35021,1,0.0,,0.0,,0.0,0.0,,,,,0.0,1.1,,1.0,1.5,,,2.8,,,,,,0.0,,-1.0,,-1.0,,-1.0,-1.0,,,,,-1.0,0.1,,0.0,0.5,,,1.8,,,,,,-1.0,,,False,,False,False,,,,,False,True,,True,True,,,False,,,,,,False,
35023,8,0.0,,0.2,,4.0,0.0,,,,,24.0,5.8,,5.9,0.9,,,18.5,,14.5,,,,1.0,,-8.0,,-7.8,,-4.0,-8.0,,,,,16.0,-2.2,,-2.1,-7.1,,,10.5,,6.5,,,,-7.0,,,True,,True,False,,,,,False,True,,True,True,,,False,,True,,,,True,
35025,344,608.0,939.5,636.6,,405.0,642.0,,,,,384.0,626.3,,260.0,403.2,159.8,,407.2,,546.0,,,,477.0,,264.0,595.5,292.6,,61.0,298.0,,,,,40.0,282.3,,-84.0,59.2,-184.2,,63.2,,202.0,,,,133.0,,False,False,,True,False,,,,,True,False,,True,True,True,,True,,True,,,,True,
35027,26,104.0,,94.6,,71.0,34.0,,,,,8.0,206.4,,86.5,76.7,54.3,,55.8,,75.3,,,,90.0,,78.0,,68.6,,45.0,8.0,,,,,-18.0,180.4,,60.5,50.7,28.3,,29.8,,49.3,,,,64.0,,,True,,True,True,,,,,True,False,,True,True,True,,True,,True,,,,True,
35028,6,12.0,,12.3,,4.0,36.0,,,,,16.0,30.9,,0.7,2.4,,,1.9,,9.0,,,,17.0,,6.0,,6.3,,-2.0,30.0,,,,,10.0,24.9,,-5.3,-3.6,,,-4.1,,3.0,,,,11.0,,,False,,True,False,,,,,False,False,,True,True,,,True,,True,,,,False,
35029,104,40.0,,49.7,,14.0,10.0,,,,,58.0,91.3,,0.6,20.0,0.0,,5.6,,120.0,,,,19.0,,-64.0,,-54.3,,-90.0,-94.0,,,,,-46.0,-12.7,,-103.4,-84.0,-104.0,,-98.4,,16.0,,,,-85.0,,,True,,False,False,,,,,True,True,,False,False,False,,False,,True,,,,False,
35031,173,308.0,59.3,330.5,,127.0,160.0,,,,,182.0,154.3,,96.4,231.9,11.7,,73.7,,363.4,,,,0.0,,135.0,-113.7,157.5,,-46.0,-13.0,,,,,9.0,-18.7,,-76.6,58.9,-161.3,,-99.3,,190.4,,,,-173.0,,True,False,,True,True,,,,,True,True,,True,True,False,,True,,False,,,,False,
35033,1,0.0,,1.1,,0.0,0.0,,,,,0.0,3.9,,,0.0,,,0.0,,1.3,,,,0.0,,-1.0,,0.1,,-1.0,-1.0,,,,,-1.0,2.9,,,-1.0,,,-1.0,,0.3,,,,-1.0,,,True,,False,False,,,,,False,False,,,True,,,False,,True,,,,False,
35035,34,24.0,198.6,25.2,,26.0,5.0,,,,,83.0,214.7,,7.5,30.6,54.1,,9.4,,19.9,,,,9.0,,-10.0,164.6,-8.8,,-8.0,-29.0,,,,,49.0,180.7,,-26.5,-3.4,20.1,,-24.6,,-14.1,,,,-25.0,,False,True,,True,False,,,,,False,False,,False,True,False,,False,,False,,,,False,
35037,24,52.0,,55.2,,9.0,0.0,,,,,5.0,35.3,,4.8,34.5,,,11.4,,26.2,,,,166.0,,28.0,,31.2,,-15.0,-24.0,,,,,-19.0,11.3,,-19.2,10.5,,,-12.6,,2.2,,,,142.0,,,False,,True,True,,,,,True,True,,True,True,,,True,,True,,,,False,
35039,48,44.0,,69.1,,37.0,5.0,,,,,40.0,146.2,,13.5,27.5,41.3,,37.3,,66.6,,,,27.0,,-4.0,,21.1,,-11.0,-43.0,,,,,-8.0,98.2,,-34.5,-20.5,-6.7,,-10.7,,18.6,,,,-21.0,,,False,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
35041,56,56.0,,60.1,,42.0,91.0,,,,,68.0,115.6,,7.1,40.2,37.4,,5.9,,64.5,,,,30.0,,0.0,,4.1,,-14.0,35.0,,,,,12.0,59.6,,-48.9,-15.8,-18.6,,-50.1,,8.5,,,,-26.0,,,False,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
35043,128,128.0,168.3,146.6,,83.0,40.0,,,,,247.0,274.1,,41.9,77.1,185.9,,21.2,,126.8,34.0,,,51.0,,0.0,40.3,18.6,,-45.0,-88.0,,,,,119.0,146.1,,-86.1,-50.9,57.9,,-106.8,,-1.2,-94.0,,,-77.0,,False,False,,False,False,,,,,False,False,,False,False,False,,False,,False,False,,,False,
35045,155,212.0,589.3,209.5,,196.0,103.0,,,,,200.0,174.3,,84.4,210.6,38.2,,209.0,,214.6,,,,141.0,,57.0,434.3,54.5,,41.0,-52.0,,,,,45.0,19.3,,-70.6,55.6,-116.8,,54.0,,59.6,,,,-14.0,,False,True,,True,True,,,,,True,True,,False,True,False,,True,,False,,,,True,
35047,36,40.0,,42.5,,22.0,22.0,,,,,124.0,67.4,,2.3,20.4,,,18.3,,28.5,,,,181.0,,4.0,,6.5,,-14.0,-14.0,,,,,88.0,31.4,,-33.7,-15.6,,,-17.7,,-7.5,,,,145.0,,,False,,False,False,,,,,False,False,,False,False,,,False,,False,,,,False,
35049,207,196.0,413.0,193.7,,164.0,106.0,,,,,463.0,504.9,,102.6,150.2,213.0,,163.7,,174.0,111.0,,,133.0,,-11.0,206.0,-13.3,,-43.0,-101.0,,,,,256.0,297.9,,-104.4,-56.8,6.0,,-43.3,,-33.0,-96.0,,,-74.0,,False,False,,False,False,,,,,False,False,,False,False,True,,False,,False,False,,,False,
35051,4,8.0,,8.1,,3.0,0.0,,,,,8.0,22.9,,1.9,1.8,,,1.7,,13.9,,,,6.0,,4.0,,4.1,,-1.0,-4.0,,,,,4.0,18.9,,-2.1,-2.2,,,-2.3,,9.9,,,,2.0,,,False,,True,False,,,,,False,False,,True,True,,,True,,False,,,,True,
35053,3,8.0,,10.5,,4.0,0.0,,,,,20.0,43.0,,2.7,1.9,,,4.5,,12.1,,,,6.0,,5.0,,7.5,,1.0,-3.0,,,,,17.0,40.0,,-0.3,-1.1,,,1.5,,9.1,,,,3.0,,,False,,True,True,,,,,False,False,,True,True,,,True,,False,,,,True,
35055,12,28.0,,29.0,,18.0,28.0,,,,,23.0,101.8,,3.2,23.3,14.0,,8.1,,20.1,,,,20.0,,16.0,,17.0,,6.0,16.0,,,,,11.0,89.8,,-8.8,11.3,2.0,,-3.9,,8.1,,,,8.0,,,False,,True,False,,,,,True,False,,True,True,True,,True,,True,,,,True,
35057,0,8.0,,4.2,,4.0,0.0,,,,,10.0,39.8,,2.0,2.4,,,3.3,,3.9,,,,3.0,,8.0,,4.2,,4.0,0.0,,,,,10.0,39.8,,2.0,2.4,,,3.3,,3.9,,,,3.0,,,True,,True,True,,,,,False,False,,True,True,,,True,,True,,,,True,
35059,3,4.0,,6.0,,0.0,0.0,,,,,4.0,11.0,,0.9,0.1,,,0.3,,,,,,1.0,,1.0,,3.0,,-3.0,-3.0,,,,,1.0,8.0,,-2.1,-2.9,,,-2.7,,,,,,-2.0,,,False,,False,False,,,,,False,False,,False,False,,,False,,,,,,False,
35061,75,200.0,684.7,195.7,,174.0,208.0,,,,,231.0,492.9,,77.4,147.4,141.3,,82.0,,132.5,,,,143.0,,125.0,609.7,120.7,,99.0,133.0,,,,,156.0,417.9,,2.4,72.4,66.3,,7.0,,57.5,,,,68.0,,False,True,,True,False,,,,,False,False,,True,True,True,,True,,True,,,,True,
36001,253,248.0,134.0,268.7,,174.0,259.0,,,,,145.0,643.7,,73.1,217.1,171.3,,337.5,,251.3,116.0,,,170.0,,-5.0,-119.0,15.7,,-79.0,6.0,,,,,-108.0,390.7,,-179.9,-35.9,-81.7,,84.5,,-1.7,-137.0,,,-83.0,,False,False,,False,False,,,,,False,False,,False,False,False,,False,,True,False,,,False,
36003,14,4.0,,3.0,,4.0,0.0,,,,,44.0,80.5,,1.7,3.0,,,6.3,,4.1,,,,7.0,,-10.0,,-11.0,,-10.0,-14.0,,,,,30.0,66.5,,-12.3,-11.0,,,-7.7,,-9.9,,,,-7.0,,,False,,False,False,,,,,False,False,,False,False,,,True,,True,,,,True,
36005,1516,0.0,,0.0,2885.6,0.0,,,,,,,3942.5,,,0.2,,,0.0,,,,,,,,-1516.0,,-1516.0,1369.6,-1516.0,,,,,,,2426.5,,,-1515.8,,,-1516.0,,,,,,,,,False,True,False,,,,,,,False,,,True,,,False,,,,,,,
36007,245,180.0,234.8,167.3,,104.0,103.0,,,,,98.0,637.9,,22.1,103.4,149.1,,90.5,,107.9,59.0,,,140.0,,-65.0,-10.2,-77.7,,-141.0,-142.0,,,,,-147.0,392.9,,-222.9,-141.6,-95.9,,-154.5,,-137.1,-186.0,,,-105.0,,True,False,,False,False,,,,,False,False,,False,False,False,,False,,False,False,,,False,
36009,69,20.0,43.6,22.3,,22.0,3.0,,,,,66.0,106.0,,2.8,22.3,21.1,,24.5,,23.6,,,,12.0,,-49.0,-25.4,-46.7,,-47.0,-66.0,,,,,-3.0,37.0,,-66.2,-46.7,-47.9,,-44.5,,-45.4,,,,-57.0,,True,True,,True,False,,,,,True,True,,False,True,True,,True,,True,,,,False,
36011,24,48.0,39.3,47.0,,36.0,194.0,,,,,11.0,142.6,,5.7,34.3,19.8,,42.2,,44.1,,,,49.0,,24.0,15.3,23.0,,12.0,170.0,,,,,-13.0,118.6,,-18.3,10.3,-4.2,,18.2,,20.1,,,,25.0,,True,True,,True,False,,,,,True,False,,True,True,True,,True,,True,,,,False,
36013,244,40.0,133.4,40.3,,33.0,39.0,,,,,120.0,269.2,,2.9,36.2,64.8,,14.9,,22.5,17.0,,,44.0,,-204.0,-110.6,-203.7,,-211.0,-205.0,,,,,-124.0,25.2,,-241.1,-207.8,-179.2,,-229.1,,-221.5,-227.0,,,-200.0,,True,True,,False,False,,,,,True,True,,False,False,True,,False,,False,False,,,True,
36015,59,68.0,2.4,65.5,,44.0,473.0,,,,,51.0,318.3,,16.6,61.8,13.2,,39.2,,55.4,,,,294.0,,9.0,-56.6,6.5,,-15.0,414.0,,,,,-8.0,259.3,,-42.4,2.8,-45.8,,-19.8,,-3.6,,,,235.0,,False,True,,False,False,,,,,True,False,,False,True,False,,False,,True,,,,False,
36017,27,12.0,,14.5,,5.0,0.0,,,,,2.0,58.5,,0.5,3.3,31.0,,4.0,,5.8,,,,6.0,,-15.0,,-12.5,,-22.0,-27.0,,,,,-25.0,31.5,,-26.5,-23.7,4.0,,-23.0,,-21.2,,,,-21.0,,,True,,False,False,,,,,False,False,,False,False,True,,False,,False,,,,False,
36019,21,16.0,1.3,14.1,,2.0,0.0,,,,,0.0,101.9,,2.1,8.5,3.6,,12.6,,13.2,,,,5.0,,-5.0,-19.7,-6.9,,-19.0,-21.0,,,,,-21.0,80.9,,-18.9,-12.5,-17.4,,-8.4,,-7.8,,,,-16.0,,False,False,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
36021,26,48.0,14.3,42.5,,15.0,83.0,,,,,2.0,111.9,,4.0,45.0,14.8,,12.3,,48.2,,,,45.0,,22.0,-11.7,16.5,,-11.0,57.0,,,,,-24.0,85.9,,-22.0,19.0,-11.2,,-13.7,,22.2,,,,19.0,,True,True,,True,False,,,,,False,False,,True,True,True,,True,,False,,,,True,
36023,22,8.0,,14.5,,2.0,0.0,,,,,5.0,67.0,,1.8,2.0,,,1.3,,5.2,,,,3.0,,-14.0,,-7.5,,-20.0,-22.0,,,,,-17.0,45.0,,-20.2,-20.0,,,-20.7,,-16.8,,,,-19.0,,,True,,False,False,,,,,False,False,,False,False,,,False,,False,,,,False,
36025,21,8.0,,9.8,,1.0,0.0,,,,,0.0,95.6,,0.2,3.9,6.8,,1.3,,6.2,,,,4.0,,-13.0,,-11.2,,-20.0,-21.0,,,,,-21.0,74.6,,-20.8,-17.1,-14.2,,-19.7,,-14.8,,,,-17.0,,,True,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
36027,316,272.0,30.6,285.4,,184.0,133.0,,,,,147.0,798.4,,132.2,329.2,98.2,,266.3,,236.5,289.0,,,224.0,,-44.0,-285.4,-30.6,,-132.0,-183.0,,,,,-169.0,482.4,,-183.8,13.2,-217.8,,-49.7,,-79.5,-27.0,,,-92.0,,False,True,,False,False,,,,,False,False,,False,True,False,,False,,False,True,,,False,
36029,1453,1056.0,157.5,1063.8,1279.2,785.0,711.0,,,,,1143.0,2464.0,,361.4,922.0,295.4,,843.8,,1111.2,717.0,,,1117.0,,-397.0,-1295.5,-389.2,-173.8,-668.0,-742.0,,,,,-310.0,1011.0,,-1091.6,-531.0,-1157.6,,-609.2,,-341.8,-736.0,,,-336.0,,False,True,True,False,False,,,,,True,False,,False,False,False,,False,,True,False,,,True,
36031,92,16.0,,14.3,,3.0,0.0,,,,,2.0,75.0,,0.8,3.8,,,4.3,,14.4,,,,61.0,,-76.0,,-77.7,,-89.0,-92.0,,,,,-90.0,-17.0,,-91.2,-88.2,,,-87.7,,-77.6,,,,-31.0,,,False,,False,False,,,,,False,True,,False,False,,,False,,False,,,,True,
36033,7,0.0,14.5,1.6,,0.0,0.0,,,,,0.0,71.3,,0.7,1.4,,,1.6,,9.2,,,,2.0,,-7.0,7.5,-5.4,,-7.0,-7.0,,,,,-7.0,64.3,,-6.3,-5.6,,,-5.4,,2.2,,,,-5.0,,False,True,,False,False,,,,,False,False,,True,True,,,True,,True,,,,True,
36035,13,32.0,45.8,33.5,,22.0,51.0,,,,,2.0,129.1,,4.9,30.6,10.3,,12.2,,26.9,,,,36.0,,19.0,32.8,20.5,,9.0,38.0,,,,,-11.0,116.1,,-8.1,17.6,-2.7,,-0.8,,13.9,,,,23.0,,False,False,,True,False,,,,,True,False,,True,True,True,,True,,True,,,,False,
36037,23,28.0,11.0,35.0,,24.0,36.0,,,,,47.0,104.3,,4.1,26.7,11.2,,19.1,,29.3,,,,24.0,,5.0,-12.0,12.0,,1.0,13.0,,,,,24.0,81.3,,-18.9,3.7,-11.8,,-3.9,,6.3,,,,1.0,,False,False,,True,False,,,,,False,False,,False,True,False,,True,,False,,,,True,
36039,20,24.0,,27.3,,14.0,21.0,,,,,0.0,60.3,,3.1,15.0,8.6,,20.6,,38.3,,,,13.0,,4.0,,7.3,,-6.0,1.0,,,,,-20.0,40.3,,-16.9,-5.0,-11.4,,0.6,,18.3,,,,-7.0,,,False,,False,True,,,,,False,False,,False,False,False,,True,,False,,,,False,
36041,6,0.0,,0.3,,0.0,0.0,,,,,0.0,2.1,,3.1,6.4,,,1.8,,0.5,,,,1.0,,-6.0,,-5.7,,-6.0,-6.0,,,,,-6.0,-3.9,,-2.9,0.4,,,-4.2,,-5.5,,,,-5.0,,,True,,False,False,,,,,False,True,,True,True,,,True,,True,,,,True,
36043,30,36.0,99.8,53.7,,34.0,30.0,,,,,1.0,179.1,,3.5,39.5,74.8,,29.8,,39.8,,,,33.0,,6.0,69.8,23.7,,4.0,0.0,,,,,-29.0,149.1,,-26.5,9.5,44.8,,-0.2,,9.8,,,,3.0,,False,False,,True,True,,,,,False,False,,False,False,False,,True,,False,,,,True,
36045,14,12.0,25.7,6.4,,4.0,0.0,,,,,0.0,104.7,,0.1,2.8,34.1,,26.9,,18.5,,,,5.0,,-2.0,11.7,-7.6,,-10.0,-14.0,,,,,-14.0,90.7,,-13.9,-11.2,20.1,,12.9,,4.5,,,,-9.0,,False,False,,False,False,,,,,False,False,,False,False,False,,False,,False,,,,False,
36047,2404,0.0,,0.0,4226.4,0.0,,,,,,,4058.8,,,0.2,,,0.0,,,,,,,,-2404.0,,-2404.0,1822.4,-2404.0,,,,,,,1654.8,,,-2403.8,,,-2404.0,,,,,,,,,False,True,False,,,,,,,True,,,True,,,False,,,,,,,
36049,3,24.0,,23.3,,4.0,39.0,,,,,0.0,76.7,,0.8,11.1,,,1.5,,9.2,,,,66.0,,21.0,,20.3,,1.0,36.0,,,,,-3.0,73.7,,-2.2,8.1,,,-1.5,,6.2,,,,63.0,,,True,,True,False,,,,,True,False,,True,True,,,True,,True,,,,False,
36051,16,8.0,19.4,11.5,,9.0,0.0,,,,,37.0,104.4,,0.3,8.0,40.6,,10.8,,5.7,,,,13.0,,-8.0,3.4,-4.5,,-7.0,-16.0,,,,,21.0,88.4,,-15.7,-8.0,24.6,,-5.2,,-10.3,,,,-3.0,,True,True,,True,False,,,,,False,False,,False,True,False,,True,,False,,,,True,
36053,57,36.0,35.2,32.0,,31.0,39.0,,,,,5.0,166.3,,8.6,38.1,15.6,,34.3,,33.7,,,,36.0,,-21.0,-21.8,-25.0,,-26.0,-18.0,,,,,-52.0,109.3,,-48.4,-18.9,-41.4,,-22.7,,-23.3,,,,-21.0,,False,False,,False,True,,,,,False,False,,False,True,False,,False,,False,,,,False,
36055,569,884.0,763.1,862.9,,736.0,1015.0,,,,,394.0,1561.6,,355.1,743.2,263.6,,818.9,,620.2,739.0,,,945.0,,315.0,194.1,293.9,,167.0,446.0,,,,,-175.0,992.6,,-213.9,174.2,-305.4,,249.9,,51.2,170.0,,,376.0,,True,True,,True,False,,,,,True,False,,True,True,True,,True,,True,True,,,False,
36057,34,48.0,,52.3,,33.0,145.0,,,,,1.0,147.7,,9.4,53.8,24.3,,33.9,,33.7,,,,66.0,,14.0,,18.3,,-1.0,111.0,,,,,-33.0,113.7,,-24.6,19.8,-9.7,,-0.1,,-0.3,,,,32.0,,,False,,True,False,,,,,False,False,,False,False,True,,True,,True,,,,False,
36059,1742,1052.0,51.7,1045.5,2614.4,890.0,570.0,,,,,629.0,3331.9,,663.8,1004.3,3276.8,,967.7,,1516.1,810.0,,,867.0,,-690.0,-1690.3,-696.5,872.4,-852.0,-1172.0,,,,,-1113.0,1589.9,,-1078.2,-737.7,1534.8,,-774.3,,-225.9,-932.0,,,-875.0,,False,False,False,False,False,,,,,False,False,,False,False,False,,False,,True,False,,,False,
36061,1289,9328.0,,8746.7,4332.7,7900.0,10836.0,,,,,3386.0,4912.1,,,11112.0,5139.5,,7440.8,,8424.1,11957.0,,,9666.0,,8039.0,,7457.7,3043.7,6611.0,9547.0,,,,,2097.0,3623.1,,,9823.0,3850.5,,6151.8,,7135.1,10668.0,,,8377.0,,,True,True,True,False,,,,,True,True,,,False,True,,True,,True,False,,,False,
