,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
35041,70,105.0,,164.0,,,,190.1,,24.9,,81.8,,38.0,35.0,,94.0,,,,120.1,,-45.1,,11.8,,-32.0,,False,,,,False,,False,,True,,True
35043,160,220.0,214.1,77.0,,,,557.2,,103.2,,368.9,,101.0,60.0,54.1,-83.0,,,,397.2,,-56.8,,208.9,,-59.0,True,False,,,,False,,True,,False,,True
35045,208,205.0,713.2,138.0,,,,271.2,,86.3,,221.6,,60.0,-3.0,505.2,-70.0,,,,63.2,,-121.7,,13.6,,-148.0,False,False,,,,False,,False,,False,,False
35047,46,10.0,,0.0,,,,77.3,,0.9,,17.6,,3.0,-36.0,,-46.0,,,,31.3,,-45.1,,-28.4,,-43.0,,False,,,,True,,False,,True,,False
35049,256,305.0,522.7,238.0,,,,697.5,,200.6,,299.5,,213.0,49.0,266.7,-18.0,,,,441.5,,-55.4,,43.5,,-43.0,False,True,,,,False,,False,,True,,True
35051,6,15.0,,0.0,,,,46.6,,1.0,,11.1,,12.0,9.0,,-6.0,,,,40.6,,-5.0,,5.1,,6.0,,True,,,,False,,True,,True,,True
35053,5,0.0,,0.0,,,,56.5,,2.2,,5.2,,0.0,-5.0,,-5.0,,,,51.5,,-2.8,,0.2,,-5.0,,False,,,,False,,True,,True,,False
35055,19,60.0,,74.0,,,,147.6,,8.6,,23.2,,54.0,41.0,,55.0,,,,128.6,,-10.4,,4.2,,35.0,,False,,,,False,,True,,True,,True
35057,2,10.0,,0.0,,,,48.7,,1.0,,6.5,,1.0,8.0,,-2.0,,,,46.7,,-1.0,,4.5,,-1.0,,True,,,,False,,True,,True,,True
35059,4,10.0,,0.0,,,,29.7,,1.5,,,,9.0,6.0,,-4.0,,,,25.7,,-2.5,,,,5.0,,True,,,,False,,True,,,,True
35061,125,245.0,373.9,183.0,,,,562.2,,126.3,,154.0,,141.0,120.0,248.9,58.0,,,,437.2,,1.3,,29.0,,16.0,False,True,,,,False,,True,,True,,True
36001,315,330.0,197.4,176.0,,,,1186.3,,109.5,,340.9,,210.0,15.0,-117.6,-139.0,,,,871.3,,-205.5,,25.9,,-105.0,False,False,,,,False,,False,,False,,False
36003,15,25.0,,22.0,,,,125.7,,3.3,,18.3,,30.0,10.0,,7.0,,,,110.7,,-11.7,,3.3,,15.0,,True,,,,False,,False,,True,,False
36005,2066,0.0,,,,,,6791.1,,,,,,,-2066.0,,,,,,4725.1,,,,,,,,,,,,False,,,,,,
36007,290,360.0,314.7,280.0,,,,1328.2,,75.6,,257.6,,312.0,70.0,24.7,-10.0,,,,1038.2,,-214.4,,-32.4,,22.0,True,True,,,,False,,False,,True,,True
36009,74,35.0,47.5,34.0,,,,249.0,,0.5,,36.0,,27.0,-39.0,-26.5,-40.0,,,,175.0,,-73.5,,-38.0,,-47.0,True,False,,,,False,,False,,True,,False
36011,36,35.0,62.0,46.0,,,,172.0,,1.8,,39.7,,33.0,-1.0,26.0,10.0,,,,136.0,,-34.2,,3.7,,-3.0,False,False,,,,False,,False,,False,,False
36013,254,110.0,220.4,113.0,,,,502.1,,12.0,,64.3,,104.0,-144.0,-33.6,-141.0,,,,248.1,,-242.0,,-189.7,,-150.0,True,True,,,,False,,False,,False,,False
36015,76,40.0,3.8,27.0,,,,302.8,,7.3,,47.2,,56.0,-36.0,-72.2,-49.0,,,,226.8,,-68.7,,-28.8,,-20.0,False,False,,,,False,,False,,True,,True
36017,30,30.0,,4.0,,,,185.1,,4.7,,21.1,,15.0,0.0,,-26.0,,,,155.1,,-25.3,,-8.9,,-15.0,,False,,,,False,,False,,False,,False
36019,25,0.0,6.5,0.0,,,,173.4,,0.1,,9.1,,5.0,-25.0,-18.5,-25.0,,,,148.4,,-24.9,,-15.9,,-20.0,True,False,,,,False,,True,,True,,True
36021,38,100.0,63.9,216.0,,,,213.1,,9.2,,74.1,,196.0,62.0,25.9,178.0,,,,175.1,,-28.8,,36.1,,158.0,True,False,,,,False,,True,,True,,False
36023,24,20.0,,2.0,,,,193.3,,3.4,,11.6,,7.0,-4.0,,-22.0,,,,169.3,,-20.6,,-12.4,,-17.0,,False,,,,False,,False,,False,,False
36025,23,10.0,,0.0,,,,153.2,,0.1,,7.9,,10.0,-13.0,,-23.0,,,,130.2,,-22.9,,-15.1,,-13.0,,False,,,,False,,False,,False,,False
36027,384,480.0,69.1,649.0,,,,1569.1,,87.7,,380.0,,747.0,96.0,-314.9,265.0,,,,1185.1,,-296.3,,-4.0,,363.0,False,False,,,,False,,False,,True,,False
36029,1717,1510.0,207.3,1726.0,,,,5081.7,,626.1,,1332.2,,1786.0,-207.0,-1509.7,9.0,,,,3364.7,,-1090.9,,-384.8,,69.0,False,True,,,,False,,False,,False,,True
36031,96,0.0,,0.0,,,,110.9,,1.4,,2.0,,0.0,-96.0,,-96.0,,,,14.9,,-94.6,,-94.0,,-96.0,,False,,,,True,,True,,True,,False
36033,7,20.0,16.0,33.0,,,,136.7,,1.2,,19.4,,20.0,13.0,9.0,26.0,,,,129.7,,-5.8,,12.4,,13.0,True,False,,,,False,,True,,True,,False
36035,21,65.0,57.3,82.0,,,,163.1,,8.3,,42.9,,374.0,44.0,36.3,61.0,,,,142.1,,-12.7,,21.9,,353.0,True,False,,,,False,,True,,True,,False
36037,30,25.0,14.4,55.0,,,,195.1,,2.8,,28.8,,25.0,-5.0,-15.6,25.0,,,,165.1,,-27.2,,-1.2,,-5.0,False,False,,,,False,,False,,True,,False
36039,26,10.0,,11.0,,,,116.8,,1.9,,16.4,,9.0,-16.0,,-15.0,,,,90.8,,-24.1,,-9.6,,-17.0,,True,,,,False,,False,,True,,False
36041,6,5.0,,0.0,,,,6.8,,0.1,,3.2,,7.0,-1.0,,-6.0,,,,0.8,,-5.9,,-2.8,,1.0,,False,,,,True,,False,,False,,False
36043,39,165.0,97.4,274.0,,,,359.4,,9.3,,93.4,,192.0,126.0,58.4,235.0,,,,320.4,,-29.7,,54.4,,153.0,True,False,,,,False,,True,,True,,False
36045,17,50.0,4.5,67.0,,,,359.4,,4.1,,47.3,,24.0,33.0,-12.5,50.0,,,,342.4,,-12.9,,30.3,,7.0,True,False,,,,False,,True,,True,,True
36047,3038,0.0,,,,,,12378.2,,,,,,,-3038.0,,,,,,9340.2,,,,,,,,,,,,False,,,,,,
36049,9,35.0,,29.0,,,,85.8,,1.3,,15.4,,335.0,26.0,,20.0,,,,76.8,,-7.7,,6.4,,326.0,,True,,,,False,,True,,True,,False
36051,18,50.0,13.4,61.0,,,,237.3,,6.4,,37.9,,71.0,32.0,-4.6,43.0,,,,219.3,,-11.6,,19.9,,53.0,True,False,,,,False,,True,,True,,False
36053,66,65.0,38.2,85.0,,,,306.8,,9.0,,52.9,,105.0,-1.0,-27.8,19.0,,,,240.8,,-57.0,,-13.1,,39.0,False,False,,,,False,,False,,False,,False
36055,790,900.0,854.6,930.0,,,,3437.5,,313.4,,650.5,,833.0,110.0,64.6,140.0,,,,2647.5,,-476.6,,-139.5,,43.0,True,False,,,,False,,False,,False,,True
36057,46,85.0,,283.0,,,,244.8,,17.9,,55.0,,201.0,39.0,,237.0,,,,198.8,,-28.1,,9.0,,155.0,,False,,,,False,,True,,True,,False
36059,2005,1785.0,85.6,1792.0,,,,6124.6,,806.0,,2059.3,,1874.0,-220.0,-1919.4,-213.0,,,,4119.6,,-1199.0,,54.3,,-131.0,False,True,,,,False,,False,,True,,True
36061,1722,10620.0,,10603.0,,,,8669.9,,,,9744.6,,8935.0,8898.0,,8881.0,,,,6947.9,,,,8022.6,,7213.0,,True,,,,True,,,,True,,True
36063,184,250.0,161.2,602.0,,,,976.5,,76.1,,155.4,,280.0,66.0,-22.8,418.0,,,,792.5,,-107.9,,-28.6,,96.0,True,False,,,,False,,False,,True,,False
36065,199,305.0,939.6,223.0,,,,898.0,,128.9,,188.3,,224.0,106.0,740.6,24.0,,,,699.0,,-70.1,,-10.7,,25.0,False,True,,,,False,,True,,True,,True
36067,495,440.0,670.3,481.0,,,,1296.8,,111.7,,378.8,,292.0,-55.0,175.3,-14.0,,,,801.8,,-383.3,,-116.2,,-203.0,False,True,,,,False,,False,,False,,False
36069,78,40.0,98.4,4.0,,,,244.2,,12.4,,22.4,,14.0,-38.0,20.4,-74.0,,,,166.2,,-65.6,,-55.6,,-64.0,True,False,,,,False,,False,,False,,False
36071,455,340.0,26.5,233.0,,,,1580.5,,120.2,,356.3,,308.0,-115.0,-428.5,-222.0,,,,1125.5,,-334.8,,-98.7,,-147.0,False,False,,,,False,,False,,True,,False
36073,23,15.0,,0.0,,,,107.6,,0.3,,5.1,,58.0,-8.0,,-23.0,,,,84.6,,-22.7,,-17.9,,35.0,,False,,,,False,,False,,False,,False
36075,109,45.0,76.7,56.0,,,,283.9,,7.0,,23.3,,58.0,-64.0,-32.3,-53.0,,,,174.9,,-102.0,,-85.7,,-51.0,True,True,,,,False,,False,,False,,True
36077,196,20.0,7.5,83.0,,,,176.3,,0.6,,19.6,,21.0,-176.0,-188.6,-113.0,,,,-19.7,,-195.4,,-176.4,,-175.0,False,True,,,,True,,False,,False,,True
36079,107,110.0,17.9,127.0,,,,241.9,,23.0,,92.1,,127.0,3.0,-89.1,20.0,,,,134.9,,-84.0,,-14.9,,20.0,False,False,,,,False,,False,,False,,False
36081,2492,0.0,,,,,,10502.4,,,,,,,-2492.0,,,,,,8010.4,,,,,,,,,,,,False,,,,,,
36083,115,135.0,96.2,77.0,,,,747.0,,49.1,,95.9,,177.0,20.0,-18.8,-38.0,,,,632.0,,-65.9,,-19.1,,62.0,True,False,,,,False,,False,,True,,False
36085,656,0.0,,,,,,1915.0,,,,,,,-656.0,,,,,,1259.0,,,,,,,,,,,,False,,,,,,
36087,594,280.0,25.9,512.0,,,,1155.6,,91.1,,521.8,,269.0,-314.0,-568.1,-82.0,,,,561.6,,-502.9,,-72.2,,-325.0,False,True,,,,False,,False,,True,,False
36089,41,10.0,6.3,0.0,,,,179.5,,0.1,,12.8,,4.0,-31.0,-34.7,-41.0,,,,138.5,,-40.9,,-28.2,,-37.0,False,False,,,,False,,False,,True,,False
36091,200,145.0,62.5,91.0,,,,717.0,,26.6,,262.1,,153.0,-55.0,-137.5,-109.0,,,,517.0,,-173.4,,62.1,,-47.0,False,False,,,,False,,False,,False,,True
36093,293,130.0,82.2,32.0,,,,391.2,,40.7,,136.5,,91.0,-163.0,-210.8,-261.0,,,,98.2,,-252.3,,-156.5,,-202.0,False,False,,,,True,,False,,True,,False
36095,8,5.0,,0.0,,,,57.7,,1.3,,5.3,,1.0,-3.0,,-8.0,,,,49.7,,-6.7,,-2.7,,-7.0,,False,,,,False,,False,,True,,False
36097,10,0.0,,0.0,,,,33.1,,0.2,,1.8,,2.0,-10.0,,-10.0,,,,23.1,,-9.8,,-8.2,,-8.0,,False,,,,False,,True,,True,,True
36099,15,20.0,,0.0,,,,116.3,,2.2,,12.8,,17.0,5.0,,-15.0,,,,101.3,,-12.8,,-2.2,,2.0,,False,,,,False,,False,,True,,True
36101,28,40.0,1.8,56.0,,,,233.8,,2.2,,45.1,,34.0,12.0,-26.2,28.0,,,,205.8,,-25.8,,17.1,,6.0,False,False,,,,False,,False,,False,,True
36103,1866,2245.0,941.7,2239.0,,,,8752.6,,1077.1,,2350.0,,2257.0,379.0,-924.3,373.0,,,,6886.6,,-788.9,,484.0,,391.0,False,True,,,,False,,False,,False,,False
36105,61,25.0,24.6,5.0,,,,127.3,,2.7,,22.0,,53.0,-36.0,-36.4,-56.0,,,,66.3,,-58.3,,-39.0,,-8.0,False,False,,,,False,,False,,False,,True
36107,26,25.0,,35.0,,,,180.6,,1.8,,12.2,,22.0,-1.0,,9.0,,,,154.6,,-24.2,,-13.8,,-4.0,,False,,,,False,,False,,False,,False
36109,141,20.0,16.6,0.0,,,,128.6,,1.7,,13.9,,9.0,-121.0,-124.4,-141.0,,,,-12.4,,-139.3,,-127.1,,-132.0,False,False,,,,True,,False,,False,,False
36111,158,155.0,45.1,133.0,,,,703.2,,31.7,,150.8,,215.0,-3.0,-112.9,-25.0,,,,545.2,,-126.3,,-7.2,,57.0,False,False,,,,False,,False,,False,,False
36113,40,40.0,17.9,1.0,,,,163.1,,4.5,,48.7,,35.0,0.0,-22.1,-39.0,,,,123.1,,-35.5,,8.7,,-5.0,False,False,,,,False,,False,,False,,False
36115,26,10.0,8.2,0.0,,,,114.7,,2.8,,11.1,,12.0,-16.0,-17.8,-26.0,,,,88.7,,-23.2,,-14.9,,-14.0,False,False,,,,False,,False,,True,,True
36117,52,20.0,117.8,0.0,,,,179.6,,2.3,,31.9,,6.0,-32.0,65.8,-52.0,,,,127.6,,-49.7,,-20.1,,-46.0,False,False,,,,False,,False,,True,,False
36119,1306,1030.0,144.2,935.0,,,,3803.7,,481.9,,1768.9,,829.0,-276.0,-1161.8,-371.0,,,,2497.7,,-824.1,,462.9,,-477.0,False,False,,,,False,,False,,False,,False
36121,12,20.0,,17.0,,,,143.6,,4.7,,16.8,,14.0,8.0,,5.0,,,,131.6,,-7.3,,4.8,,2.0,,True,,,,False,,True,,True,,True
36123,6,5.0,,0.0,,,,61.1,,2.7,,6.6,,28.0,-1.0,,-6.0,,,,55.1,,-3.3,,0.6,,22.0,,False,,,,False,,False,,True,,False
37001,1105,1035.0,2551.8,671.0,,,,978.2,,478.9,,1237.3,,694.0,-70.0,1446.8,-434.0,,,,-126.8,,-626.1,,132.3,,-411.0,False,False,,,,False,,False,,False,,False
37003,162,0.0,,9.0,,,,321.8,,4.2,,252.1,,14.0,-162.0,,-153.0,,,,159.8,,-157.8,,90.1,,-148.0,,True,,,,True,,True,,True,,True
37005,47,500.0,,1114.0,,,,65.6,,0.5,,317.4,,316.0,453.0,,1067.0,,,,18.6,,-46.5,,270.4,,269.0,,False,,,,True,,True,,True,,True
37007,175,130.0,,64.0,,,,168.6,,32.9,,96.3,,62.0,-45.0,,-111.0,,,,-6.4,,-142.1,,-78.7,,-113.0,,False,,,,True,,False,,False,,False
37009,84,190.0,,462.0,,,,207.0,,56.9,,152.7,,226.0,106.0,,378.0,,,,123.0,,-27.1,,68.7,,142.0,,False,,,,False,,True,,True,,False
37011,208,85.0,,103.0,,,,153.3,,22.4,,46.6,,43.0,-123.0,,-105.0,,,,-54.7,,-185.6,,-161.4,,-165.0,,True,,,,True,,False,,False,,False
37013,396,335.0,,275.0,,,,529.0,,83.8,,318.6,,151.0,-61.0,,-121.0,,,,133.0,,-312.2,,-77.4,,-245.0,,False,,,,False,,False,,False,,False
37015,241,120.0,,385.0,,,,106.3,,18.9,,107.3,,101.0,-121.0,,144.0,,,,-134.7,,-222.1,,-133.7,,-140.0,,False,,,,False,,False,,False,,False
37017,205,230.0,,312.0,,,,246.1,,64.5,,115.5,,181.0,25.0,,107.0,,,,41.1,,-140.5,,-89.5,,-24.0,,False,,,,False,,False,,False,,True
37019,248,330.0,1258.5,159.0,,,,863.0,,122.9,,283.4,,171.0,82.0,1010.5,-89.0,,,,615.0,,-125.1,,35.4,,-77.0,False,False,,,,False,,False,,True,,True
37021,841,965.0,2466.2,763.0,,,,1987.8,,512.5,,899.4,,655.0,124.0,1625.2,-78.0,,,,1146.8,,-328.5,,58.4,,-186.0,False,True,,,,False,,False,,True,,False
37023,327,465.0,562.0,255.0,,,,432.8,,21.2,,494.4,,232.0,138.0,235.0,-72.0,,,,105.8,,-305.8,,167.4,,-95.0,False,True,,,,True,,False,,False,,True
37025,940,1140.0,1772.6,1040.0,,,,1441.7,,319.7,,790.9,,780.0,200.0,832.6,100.0,,,,501.7,,-620.3,,-149.1,,-160.0,False,True,,,,False,,False,,True,,True
37027,307,530.0,1231.4,237.0,,,,742.8,,143.3,,524.6,,254.0,223.0,924.4,-70.0,,,,435.8,,-163.7,,217.6,,-53.0,False,True,,,,False,,True,,True,,True
37029,32,35.0,,68.0,,,,56.4,,16.3,,64.9,,77.0,3.0,,36.0,,,,24.4,,-15.7,,32.9,,45.0,,False,,,,False,,False,,False,,False
37031,264,265.0,550.8,208.0,,,,478.5,,21.8,,251.6,,130.0,1.0,286.8,-56.0,,,,214.5,,-242.2,,-12.4,,-134.0,False,False,,,,False,,False,,False,,False
37033,75,50.0,,55.0,,,,78.0,,10.0,,38.1,,57.0,-25.0,,-20.0,,,,3.0,,-65.0,,-36.9,,-18.0,,True,,,,True,,False,,False,,True
37035,716,1120.0,3337.0,1713.0,,,,1577.7,,555.7,,839.9,,726.0,404.0,2621.0,997.0,,,,861.7,,-160.3,,123.9,,10.0,False,False,,,,False,,True,,True,,True
37037,277,375.0,419.8,495.0,,,,211.7,,68.3,,399.1,,376.0,98.0,142.8,218.0,,,,-65.3,,-208.7,,122.1,,99.0,False,False,,,,True,,False,,False,,False
37039,258,170.0,,51.0,,,,279.7,,9.2,,178.4,,53.0,-88.0,,-207.0,,,,21.7,,-248.8,,-79.6,,-205.0,,False,,,,True,,False,,True,,False
37041,121,145.0,,152.0,,,,144.2,,12.6,,154.5,,82.0,24.0,,31.0,,,,23.2,,-108.4,,33.5,,-39.0,,False,,,,True,,False,,False,,False
37043,31,55.0,,36.0,,,,44.9,,7.3,,55.1,,16.0,24.0,,5.0,,,,13.9,,-23.7,,24.1,,-15.0,,True,,,,True,,True,,False,,True
37045,648,840.0,1812.3,706.0,,,,1301.4,,427.7,,835.4,,661.0,192.0,1164.3,58.0,,,,653.4,,-220.3,,187.4,,13.0,False,True,,,,False,,False,,True,,True
37047,357,375.0,443.3,353.0,,,,249.8,,176.1,,387.5,,325.0,18.0,86.3,-4.0,,,,-107.2,,-180.9,,30.5,,-32.0,False,True,,,,False,,False,,False,,False
37049,546,355.0,525.4,376.0,,,,653.7,,30.3,,495.4,,225.0,-191.0,-20.6,-170.0,,,,107.7,,-515.7,,-50.6,,-321.0,True,True,,,,True,,False,,True,,False
37051,1558,1740.0,3469.7,1357.0,,,,2141.7,,1285.7,,2535.3,,1233.0,182.0,1911.7,-201.0,,,,583.7,,-272.3,,977.3,,-325.0,False,False,,,,False,,False,,False,,False
37053,69,15.0,,2.0,,,,71.1,,3.6,,28.4,,3.0,-54.0,,-67.0,,,,2.1,,-65.4,,-40.6,,-66.0,,False,,,,True,,False,,True,,False
37055,39,55.0,,37.0,,,,268.4,,11.0,,23.6,,37.0,16.0,,-2.0,,,,229.4,,-28.0,,-15.4,,-2.0,,True,,,,False,,False,,True,,True
37057,659,615.0,862.3,866.0,,,,970.6,,402.9,,471.9,,482.0,-44.0,203.3,207.0,,,,311.6,,-256.1,,-187.1,,-177.0,False,False,,,,False,,False,,False,,False
37059,98,265.0,,605.0,,,,297.9,,77.5,,139.4,,299.0,167.0,,507.0,,,,199.9,,-20.5,,41.4,,201.0,,False,,,,False,,True,,True,,False
37061,242,410.0,298.8,346.0,,,,164.6,,95.2,,360.0,,204.0,168.0,56.8,104.0,,,,-77.4,,-146.8,,118.0,,-38.0,True,True,,,,True,,True,,True,,True
37063,1151,1420.0,5468.2,876.0,,,,1144.6,,673.9,,1321.1,,912.0,269.0,4317.2,-275.0,,,,-6.4,,-477.1,,170.1,,-239.0,False,False,,,,True,,False,,True,,True
37065,535,290.0,401.9,224.0,,,,384.2,,199.9,,541.9,,172.0,-245.0,-133.1,-311.0,,,,-150.8,,-335.1,,6.9,,-363.0,True,False,,,,True,,False,,True,,False
37067,1334,1650.0,406.7,1905.0,,,,1782.1,,964.3,,1342.0,,1144.0,316.0,-927.3,571.0,,,,448.1,,-369.7,,8.0,,-190.0,False,False,,,,False,,False,,True,,True
37069,276,430.0,601.9,347.0,,,,542.4,,178.2,,482.7,,287.0,154.0,325.9,71.0,,,,266.4,,-97.8,,206.7,,11.0,False,True,,,,False,,True,,False,,True
37071,1238,1525.0,2785.2,1480.0,,,,2492.5,,1469.5,,1227.6,,931.0,287.0,1547.2,242.0,,,,1254.5,,231.5,,-10.4,,-307.0,False,True,,,,False,,True,,True,,False
37073,65,15.0,,30.0,,,,40.5,,1.7,,33.6,,25.0,-50.0,,-35.0,,,,-24.5,,-63.3,,-31.4,,-40.0,,True,,,,True,,False,,True,,True
37075,76,45.0,,,,,,15.9,,8.2,,,,53.0,-31.0,,,,,,-60.1,,-67.8,,,,-23.0,,,,,,False,,False,,,,True
37077,397,335.0,326.2,335.0,,,,298.5,,96.4,,340.0,,238.0,-62.0,-70.8,-62.0,,,,-98.5,,-300.6,,-57.0,,-159.0,False,False,,,,False,,False,,True,,False
37079,148,105.0,,99.0,,,,127.6,,23.9,,98.2,,98.0,-43.0,,-49.0,,,,-20.4,,-124.1,,-49.8,,-50.0,,False,,,,True,,False,,False,,False
37081,2071,2065.0,3380.0,2145.0,,,,2680.2,,1148.7,,1627.1,,1399.0,-6.0,1309.0,74.0,,,,609.2,,-922.3,,-443.9,,-672.0,False,False,,,,False,,False,,False,,False
37083,197,380.0,635.0,320.0,,,,305.5,,121.3,,247.9,,295.0,183.0,438.0,123.0,,,,108.5,,-75.7,,50.9,,98.0,False,True,,,,True,,True,,True,,True
37085,585,685.0,713.0,675.0,,,,839.5,,614.7,,789.9,,673.0,100.0,128.0,90.0,,,,254.5,,29.7,,204.9,,88.0,False,True,,,,False,,True,,False,,True
37087,125,630.0,296.2,1265.0,,,,707.6,,195.0,,892.8,,941.0,505.0,171.2,1140.0,,,,582.6,,70.0,,767.8,,816.0,True,False,,,,False,,True,,False,,False
37089,358,570.0,1141.4,644.0,,,,769.5,,255.9,,490.8,,284.0,212.0,783.4,286.0,,,,411.5,,-102.1,,132.8,,-74.0,False,False,,,,False,,True,,True,,True
37091,304,285.0,,581.0,,,,129.3,,128.7,,391.2,,205.0,-19.0,,277.0,,,,-174.7,,-175.3,,87.2,,-99.0,,False,,,,False,,False,,False,,False
37093,271,235.0,497.5,115.0,,,,212.8,,66.4,,234.0,,124.0,-36.0,226.5,-156.0,,,,-58.2,,-204.6,,-37.0,,-147.0,False,False,,,,False,,False,,False,,False
37095,78,25.0,,0.0,,,,15.3,,7.4,,80.2,,35.0,-53.0,,-78.0,,,,-62.7,,-70.6,,2.2,,-43.0,,False,,,,False,,False,,True,,True
37097,823,675.0,1656.7,447.0,,,,1136.4,,104.9,,459.6,,417.0,-148.0,833.7,-376.0,,,,313.4,,-718.1,,-363.4,,-406.0,False,False,,,,False,,False,,False,,False
37099,153,245.0,,121.0,,,,486.6,,52.2,,219.6,,119.0,92.0,,-32.0,,,,333.6,,-100.8,,66.6,,-34.0,,True,,,,False,,False,,True,,True
37101,890,1375.0,943.1,738.0,,,,1263.9,,552.3,,1051.1,,924.0,485.0,53.1,-152.0,,,,373.9,,-337.7,,161.1,,34.0,True,True,,,,True,,True,,True,,True
37103,52,120.0,,238.0,,,,59.7,,17.0,,68.4,,102.0,68.0,,186.0,,,,7.7,,-35.0,,16.4,,50.0,,False,,,,True,,True,,True,,True
37105,250,515.0,367.5,484.0,,,,209.5,,149.1,,602.1,,447.0,265.0,117.5,234.0,,,,-40.5,,-100.9,,352.1,,197.0,True,True,,,,True,,True,,False,,True
37107,350,185.0,373.6,174.0,,,,192.3,,65.9,,155.8,,185.0,-165.0,23.6,-176.0,,,,-157.7,,-284.1,,-194.2,,-165.0,True,False,,,,True,,False,,False,,False
37109,513,555.0,1419.8,838.0,,,,876.1,,150.6,,761.3,,379.0,42.0,906.8,325.0,,,,363.1,,-362.4,,248.3,,-134.0,False,False,,,,False,,False,,False,,False
37111,205,400.0,,349.0,,,,514.5,,185.5,,628.3,,298.0,195.0,,144.0,,,,309.5,,-19.5,,423.3,,93.0,,True,,,,False,,True,,False,,True
37113,96,75.0,,12.0,,,,214.8,,3.3,,186.4,,18.0,-21.0,,-84.0,,,,118.8,,-92.7,,90.4,,-78.0,,False,,,,False,,False,,False,,False
37115,38,35.0,,,,,,101.5,,6.1,,115.1,,27.0,-3.0,,,,,,63.5,,-31.9,,77.1,,-11.0,,,,,,False,,False,,False,,False
37117,145,95.0,,139.0,,,,140.6,,22.0,,126.2,,59.0,-50.0,,-6.0,,,,-4.4,,-123.0,,-18.8,,-86.0,,True,,,,True,,False,,True,,False
37119,4856,6935.0,11968.8,5764.0,,,,7343.0,,5310.1,,5762.6,,3789.0,2079.0,7112.8,908.0,,,,2487.0,,454.1,,906.6,,-1067.0,False,True,,,,False,,True,,True,,True
37121,32,40.0,,27.0,,,,67.2,,1.6,,85.4,,8.0,8.0,,-5.0,,,,35.2,,-30.4,,53.4,,-24.0,,True,,,,False,,False,,False,,False
37123,332,295.0,,286.0,,,,218.1,,59.5,,266.3,,198.0,-37.0,,-46.0,,,,-113.9,,-272.5,,-65.7,,-134.0,,False,,,,False,,False,,False,,False
37125,478,585.0,993.8,821.0,,,,699.1,,322.2,,555.5,,515.0,107.0,515.8,343.0,,,,221.1,,-155.8,,77.5,,37.0,False,False,,,,False,,False,,True,,True
37127,759,720.0,1056.6,655.0,,,,765.8,,426.0,,658.0,,517.0,-39.0,297.6,-104.0,,,,6.8,,-333.0,,-101.0,,-242.0,False,False,,,,True,,False,,False,,False
37129,1239,1220.0,4311.0,1521.0,,,,2291.1,,411.4,,951.7,,660.0,-19.0,3072.0,282.0,,,,1052.1,,-827.6,,-287.3,,-579.0,False,False,,,,False,,False,,False,,False
37131,85,210.0,,258.0,,,,116.0,,21.6,,327.0,,107.0,125.0,,173.0,,,,31.0,,-63.4,,242.0,,22.0,,False,,,,True,,True,,False,,True
37133,747,650.0,1273.3,315.0,,,,1775.5,,412.0,,1187.0,,496.0,-97.0,526.3,-432.0,,,,1028.5,,-335.0,,440.0,,-251.0,False,False,,,,False,,False,,False,,False
37135,1192,315.0,967.3,199.0,,,,669.7,,234.5,,269.6,,178.0,-877.0,-224.7,-993.0,,,,-522.3,,-957.5,,-922.4,,-1014.0,True,False,,,,True,,False,,False,,False
37137,170,50.0,,56.0,,,,77.2,,7.2,,37.4,,59.0,-120.0,,-114.0,,,,-92.8,,-162.8,,-132.6,,-111.0,,True,,,,True,,False,,False,,True
37139,207,220.0,,335.0,,,,283.4,,116.1,,163.6,,198.0,13.0,,128.0,,,,76.4,,-90.9,,-43.4,,-9.0,,False,,,,False,,False,,False,,True
37141,170,210.0,330.4,115.0,,,,448.7,,35.9,,147.2,,100.0,40.0,160.4,-55.0,,,,278.7,,-134.1,,-22.8,,-70.0,False,False,,,,False,,False,,True,,False
37143,74,100.0,,98.0,,,,90.4,,6.0,,63.9,,137.0,26.0,,24.0,,,,16.4,,-68.0,,-10.1,,63.0,,True,,,,True,,False,,True,,False
37145,162,85.0,,92.0,,,,200.2,,35.1,,126.9,,41.0,-77.0,,-70.0,,,,38.2,,-126.9,,-35.1,,-121.0,,True,,,,True,,False,,True,,False
