,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19141,113,105.0,,120.0,,,,73.0,,9.8,,59.4,,176.0,-8.0,,7.0,,,,-40.0,,-103.2,,-53.6,,63.0,,True,,,,False,,False,,False,,False
19143,22,30.0,,0.0,,,,27.9,,10.9,,15.1,,44.0,8.0,,-22.0,,,,5.9,,-11.1,,-6.9,,22.0,,False,,,,True,,False,,True,,False
19145,42,115.0,,158.0,,,,145.5,,7.7,,116.5,,87.0,73.0,,116.0,,,,103.5,,-34.3,,74.5,,45.0,,False,,,,False,,True,,False,,True
19147,56,50.0,,34.0,,,,43.0,,22.8,,32.9,,35.0,-6.0,,-22.0,,,,-13.0,,-33.2,,-23.1,,-21.0,,False,,,,False,,False,,False,,False
19149,455,85.0,,81.0,,,,110.8,,20.5,,61.8,,51.0,-370.0,,-374.0,,,,-344.2,,-434.5,,-393.2,,-404.0,,False,,,,True,,False,,False,,False
19151,60,10.0,,0.0,,,,15.4,,0.5,,37.0,,6.0,-50.0,,-60.0,,,,-44.6,,-59.5,,-23.0,,-54.0,,False,,,,True,,False,,True,,False
19153,4395,3070.0,2455.6,3706.0,,,,2438.6,,1497.9,,2844.5,,2570.0,-1325.0,-1939.4,-689.0,,,,-1956.4,,-2897.1,,-1550.5,,-1825.0,False,True,,,,False,,False,,False,,False
19155,502,550.0,367.7,380.0,,,,574.2,,175.0,,624.8,,551.0,48.0,-134.3,-122.0,,,,72.2,,-327.0,,122.8,,49.0,False,False,,,,False,,False,,False,,False
19157,62,60.0,,102.0,,,,102.9,,12.3,,86.6,,85.0,-2.0,,40.0,,,,40.9,,-49.7,,24.6,,23.0,,False,,,,False,,False,,False,,False
19159,18,0.0,,0.0,,,,4.0,,3.8,,5.1,,0.0,-18.0,,-18.0,,,,-14.0,,-14.2,,-12.9,,-18.0,,False,,,,True,,True,,True,,False
19161,58,15.0,,0.0,,,,30.7,,14.5,,21.1,,27.0,-43.0,,-58.0,,,,-27.3,,-43.5,,-36.9,,-31.0,,False,,,,True,,False,,True,,True
19163,797,700.0,1953.5,1290.0,,,,1575.3,,463.3,,439.6,,593.0,-97.0,1156.5,493.0,,,,778.3,,-333.7,,-357.4,,-204.0,False,False,,,,False,,False,,False,,False
19165,52,135.0,,99.0,,,,76.0,,44.6,,79.9,,117.0,83.0,,47.0,,,,24.0,,-7.4,,27.9,,65.0,,True,,,,True,,True,,True,,True
19167,444,185.0,,208.0,,,,179.7,,79.2,,118.5,,156.0,-259.0,,-236.0,,,,-264.3,,-364.8,,-325.5,,-288.0,,True,,,,False,,False,,False,,False
19169,1952,295.0,541.6,135.0,,,,479.1,,202.1,,215.3,,200.0,-1657.0,-1410.4,-1817.0,,,,-1472.9,,-1749.9,,-1736.7,,-1752.0,True,False,,,,True,,False,,False,,False
19171,121,70.0,,82.0,,,,70.9,,14.0,,61.2,,44.0,-51.0,,-39.0,,,,-50.1,,-107.0,,-59.8,,-77.0,,True,,,,True,,False,,False,,False
19173,18,25.0,,0.0,,,,26.7,,8.5,,20.9,,12.0,7.0,,-18.0,,,,8.7,,-9.5,,2.9,,-6.0,,False,,,,False,,False,,True,,True
19175,29,35.0,,31.0,,,,76.0,,16.5,,21.4,,62.0,6.0,,2.0,,,,47.0,,-12.5,,-7.6,,33.0,,True,,,,False,,False,,False,,False
19177,76,20.0,,0.0,,,,19.0,,6.5,,30.3,,18.0,-56.0,,-76.0,,,,-57.0,,-69.5,,-45.7,,-58.0,,False,,,,False,,False,,True,,False
19179,304,260.0,,917.0,,,,194.3,,84.5,,320.9,,164.0,-44.0,,613.0,,,,-109.7,,-219.5,,16.9,,-140.0,,False,,,,False,,False,,True,,False
19181,345,200.0,579.4,118.0,,,,346.1,,55.2,,114.2,,150.0,-145.0,234.4,-227.0,,,,1.1,,-289.8,,-230.8,,-195.0,False,False,,,,True,,False,,False,,False
19183,91,65.0,,37.0,,,,70.2,,10.2,,55.3,,65.0,-26.0,,-54.0,,,,-20.8,,-80.8,,-35.7,,-26.0,,False,,,,True,,False,,False,,False
19185,64,20.0,,0.0,,,,13.5,,2.0,,,,25.0,-44.0,,-64.0,,,,-50.5,,-62.0,,,,-39.0,,False,,,,False,,False,,,,True
19187,559,460.0,,449.0,,,,532.2,,138.9,,612.4,,269.0,-99.0,,-110.0,,,,-26.8,,-420.1,,53.4,,-290.0,,False,,,,True,,False,,True,,False
19189,120,40.0,,21.0,,,,74.0,,18.3,,23.1,,22.0,-80.0,,-99.0,,,,-46.0,,-101.7,,-96.9,,-98.0,,False,,,,True,,False,,False,,False
19191,164,85.0,,180.0,,,,124.5,,11.3,,36.9,,108.0,-79.0,,16.0,,,,-39.5,,-152.7,,-127.1,,-56.0,,True,,,,True,,False,,False,,True
19193,792,430.0,626.6,347.0,,,,348.2,,98.9,,383.6,,273.0,-362.0,-165.4,-445.0,,,,-443.8,,-693.1,,-408.4,,-519.0,True,False,,,,False,,False,,False,,False
19195,30,30.0,,29.0,,,,68.6,,14.2,,46.1,,16.0,0.0,,-1.0,,,,38.6,,-15.8,,16.1,,-14.0,,False,,,,False,,False,,False,,False
19197,85,125.0,,35.0,,,,52.9,,41.0,,198.8,,88.0,40.0,,-50.0,,,,-32.1,,-44.0,,113.8,,3.0,,False,,,,True,,False,,False,,True
20001,15,5.0,,0.0,,,,15.4,,,,,,7.0,-10.0,,-15.0,,,,0.4,,,,,,-8.0,,False,,,,True,,,,,,True
20003,19,10.0,,0.0,,,,15.3,,1.1,,,,7.0,-9.0,,-19.0,,,,-3.7,,-17.9,,,,-12.0,,False,,,,True,,False,,,,False
20005,233,15.0,,7.0,,,,72.1,,1.3,,6.4,,18.0,-218.0,,-226.0,,,,-160.9,,-231.7,,-226.6,,-215.0,,False,,,,True,,False,,False,,True
20007,3,0.0,,0.0,,,,5.6,,0.0,,,,0.0,-3.0,,-3.0,,,,2.6,,-3.0,,,,-3.0,,False,,,,True,,True,,,,False
20009,230,125.0,,193.0,,,,152.3,,21.5,,60.7,,174.0,-105.0,,-37.0,,,,-77.7,,-208.5,,-169.3,,-56.0,,True,,,,True,,False,,False,,True
20011,32,40.0,,2.0,,,,67.8,,5.0,,100.7,,23.0,8.0,,-30.0,,,,35.8,,-27.0,,68.7,,-9.0,,False,,,,False,,False,,False,,False
20013,49,25.0,,30.0,,,,40.9,,1.0,,15.0,,24.0,-24.0,,-19.0,,,,-8.1,,-48.0,,-34.0,,-25.0,,True,,,,True,,False,,False,,False
20015,218,275.0,346.1,398.0,,,,555.4,,107.0,,308.9,,381.0,57.0,128.1,180.0,,,,337.4,,-111.0,,90.9,,163.0,False,False,,,,False,,False,,False,,False
20017,41,180.0,,63.0,,,,2.5,,0.7,,76.5,,82.0,139.0,,22.0,,,,-38.5,,-40.3,,35.5,,41.0,,True,,,,True,,True,,True,,True
20019,7,0.0,,0.0,,,,1.6,,0.0,,,,0.0,-7.0,,-7.0,,,,-5.4,,-7.0,,,,-7.0,,False,,,,True,,True,,,,False
20021,254,225.0,,512.0,,,,127.5,,237.5,,169.4,,238.0,-29.0,,258.0,,,,-126.5,,-16.5,,-84.6,,-16.0,,False,,,,False,,True,,False,,True
20023,7,5.0,,0.0,,,,4.8,,0.0,,,,1.0,-2.0,,-7.0,,,,-2.2,,-7.0,,,,-6.0,,False,,,,False,,False,,,,False
20025,3,5.0,,0.0,,,,4.2,,1.1,,6.6,,3.0,2.0,,-3.0,,,,1.2,,-1.9,,3.6,,0.0,,False,,,,True,,True,,False,,True
20027,21,15.0,,0.0,,,,40.8,,0.5,,,,11.0,-6.0,,-21.0,,,,19.8,,-20.5,,,,-10.0,,False,,,,False,,False,,,,False
20029,29,15.0,,0.0,,,,14.5,,0.9,,5.7,,8.0,-14.0,,-29.0,,,,-14.5,,-28.1,,-23.3,,-21.0,,False,,,,False,,False,,False,,False
20031,34,10.0,,0.0,,,,12.2,,1.3,,8.3,,6.0,-24.0,,-34.0,,,,-21.8,,-32.7,,-25.7,,-28.0,,False,,,,True,,False,,False,,False
20033,4,10.0,,0.0,,,,4.9,,0.0,,,,4.0,6.0,,-4.0,,,,0.9,,-4.0,,,,0.0,,True,,,,True,,True,,,,True
20035,119,70.0,,105.0,,,,258.8,,7.4,,137.2,,76.0,-49.0,,-14.0,,,,139.8,,-111.6,,18.2,,-43.0,,True,,,,False,,False,,True,,True
20037,493,60.0,,50.0,,,,220.9,,1.2,,46.9,,33.0,-433.0,,-443.0,,,,-272.1,,-491.8,,-446.1,,-460.0,,False,,,,True,,False,,False,,False
20039,3,0.0,,0.0,,,,8.3,,,,,,0.0,-3.0,,-3.0,,,,5.3,,,,,,-3.0,,False,,,,False,,,,,,False
20041,47,35.0,,0.0,,,,84.1,,2.2,,,,25.0,-12.0,,-47.0,,,,37.1,,-44.8,,,,-22.0,,False,,,,False,,False,,,,False
20043,43,20.0,,1.0,,,,19.7,,1.4,,34.9,,12.0,-23.0,,-42.0,,,,-23.3,,-41.6,,-8.1,,-31.0,,False,,,,False,,False,,True,,False
20045,1119,320.0,711.7,317.0,,,,979.6,,89.4,,195.1,,253.0,-799.0,-407.3,-802.0,,,,-139.4,,-1029.6,,-923.9,,-866.0,True,False,,,,True,,False,,False,,False
20047,28,0.0,,0.0,,,,4.6,,0.1,,1.4,,1.0,-28.0,,-28.0,,,,-23.4,,-27.9,,-26.6,,-27.0,,False,,,,True,,True,,True,,True
20049,0,0.0,,0.0,,,,3.1,,,,,,0.0,0.0,,0.0,,,,3.1,,,,,,0.0,,True,,,,False,,,,,,True
20051,537,65.0,,31.0,,,,248.6,,9.9,,83.3,,71.0,-472.0,,-506.0,,,,-288.4,,-527.1,,-453.7,,-466.0,,False,,,,True,,False,,True,,True
20053,4,15.0,,0.0,,,,9.0,,0.3,,,,10.0,11.0,,-4.0,,,,5.0,,-3.7,,,,6.0,,True,,,,True,,True,,,,True
20055,239,230.0,,638.0,,,,216.0,,29.2,,107.6,,3.0,-9.0,,399.0,,,,-23.0,,-209.8,,-131.4,,-236.0,,False,,,,False,,False,,False,,False
20057,425,215.0,,54.0,,,,69.1,,17.8,,179.6,,0.0,-210.0,,-371.0,,,,-355.9,,-407.2,,-245.4,,-425.0,,False,,,,False,,False,,False,,False
20059,104,145.0,,221.0,,,,209.6,,22.2,,215.4,,135.0,41.0,,117.0,,,,105.6,,-81.8,,111.4,,31.0,,False,,,,False,,False,,False,,True
20061,162,60.0,,65.0,,,,173.0,,19.7,,24.0,,59.0,-102.0,,-97.0,,,,11.0,,-142.3,,-138.0,,-103.0,,True,,,,True,,False,,False,,False
20063,14,15.0,,0.0,,,,5.1,,0.0,,,,29.0,1.0,,-14.0,,,,-8.9,,-14.0,,,,15.0,,False,,,,False,,False,,,,False
20065,13,0.0,,0.0,,,,7.6,,,,,,7.0,-13.0,,-13.0,,,,-5.4,,,,,,-6.0,,False,,,,True,,,,,,True
20067,95,80.0,,48.0,,,,53.5,,31.6,,51.1,,36.0,-15.0,,-47.0,,,,-41.5,,-63.4,,-43.9,,-59.0,,False,,,,False,,False,,False,,False
20069,50,30.0,,,,,,52.2,,1.6,,43.5,,34.0,-20.0,,,,,,2.2,,-48.4,,-6.5,,-16.0,,,,,,True,,False,,True,,True
20071,3,5.0,,0.0,,,,11.7,,,,,,1.0,2.0,,-3.0,,,,8.7,,,,,,-2.0,,False,,,,False,,,,,,False
20073,25,5.0,,0.0,,,,4.4,,0.3,,9.5,,19.0,-20.0,,-25.0,,,,-20.6,,-24.7,,-15.5,,-6.0,,False,,,,False,,False,,True,,True
20075,6,0.0,,0.0,,,,4.4,,0.7,,5.2,,2.0,-6.0,,-6.0,,,,-1.6,,-5.3,,-0.8,,-4.0,,False,,,,True,,True,,True,,True
20077,110,10.0,,0.0,,,,9.5,,0.1,,6.9,,5.0,-100.0,,-110.0,,,,-100.5,,-109.9,,-103.1,,-105.0,,False,,,,False,,False,,False,,False
20079,124,185.0,,220.0,,,,392.1,,91.8,,186.5,,173.0,61.0,,96.0,,,,268.1,,-32.2,,62.5,,49.0,,False,,,,False,,True,,False,,True
20081,49,0.0,,0.0,,,,15.9,,1.0,,2.1,,2.0,-49.0,,-49.0,,,,-33.1,,-48.0,,-46.9,,-47.0,,False,,,,True,,True,,True,,True
20083,8,0.0,,0.0,,,,0.7,,0.1,,,,1.0,-8.0,,-8.0,,,,-7.3,,-7.9,,,,-7.0,,False,,,,True,,True,,,,True
20085,78,10.0,,3.0,,,,43.0,,0.3,,33.9,,15.0,-68.0,,-75.0,,,,-35.0,,-77.7,,-44.1,,-63.0,,False,,,,True,,False,,True,,True
20087,70,85.0,,171.0,,,,112.9,,1.9,,41.9,,130.0,15.0,,101.0,,,,42.9,,-68.1,,-28.1,,60.0,,False,,,,False,,False,,False,,False
20089,3,10.0,,0.0,,,,8.8,,0.1,,15.1,,9.0,7.0,,-3.0,,,,5.8,,-2.9,,12.1,,6.0,,True,,,,True,,True,,False,,True
20091,3712,3145.0,4572.6,3546.0,,,,5199.6,,2702.3,,1975.4,,2839.0,-567.0,860.6,-166.0,,,,1487.6,,-1009.7,,-1736.6,,-873.0,False,True,,,,False,,False,,False,,False
20093,19,10.0,,0.0,,,,11.2,,1.4,,7.2,,7.0,-9.0,,-19.0,,,,-7.8,,-17.6,,-11.8,,-12.0,,False,,,,True,,False,,False,,False
20095,36,40.0,,22.0,,,,55.2,,,,29.3,,84.0,4.0,,-14.0,,,,19.2,,,,-6.7,,48.0,,False,,,,False,,,,False,,False
20097,8,5.0,,0.0,,,,3.8,,0.1,,6.1,,1.0,-3.0,,-8.0,,,,-4.2,,-7.9,,-1.9,,-7.0,,False,,,,False,,False,,True,,False
20099,73,130.0,,163.0,,,,104.1,,21.7,,124.1,,66.0,57.0,,90.0,,,,31.1,,-51.3,,51.1,,-7.0,,False,,,,True,,True,,True,,True
20101,6,0.0,,0.0,,,,0.5,,0.0,,,,0.0,-6.0,,-6.0,,,,-5.5,,-6.0,,,,-6.0,,False,,,,True,,True,,,,False
20103,313,335.0,4.3,,,,,570.6,,72.8,,348.5,,131.0,22.0,-308.7,,,,,257.6,,-240.2,,35.5,,-182.0,False,,,,,False,,False,,False,,False
20105,4,0.0,,0.0,,,,8.4,,,,1.6,,0.0,-4.0,,-4.0,,,,4.4,,,,-2.4,,-4.0,,False,,,,False,,,,True,,False
20107,23,25.0,,36.0,,,,40.4,,1.2,,46.6,,28.0,2.0,,13.0,,,,17.4,,-21.8,,23.6,,5.0,,False,,,,False,,False,,False,,False
20109,4,0.0,,0.0,,,,4.0,,,,,,0.0,-4.0,,-4.0,,,,0.0,,,,,,-4.0,,False,,,,True,,,,,,False
20111,366,265.0,,325.0,,,,171.7,,23.5,,203.7,,92.0,-101.0,,-41.0,,,,-194.3,,-342.5,,-162.3,,-274.0,,True,,,,False,,False,,False,,False
20113,113,65.0,,73.0,,,,182.6,,9.6,,53.4,,66.0,-48.0,,-40.0,,,,69.6,,-103.4,,-59.6,,-47.0,,True,,,,False,,False,,False,,True
20115,23,30.0,,35.0,,,,86.5,,0.8,,,,14.0,7.0,,12.0,,,,63.5,,-22.2,,,,-9.0,,False,,,,False,,False,,,,False
20117,12,0.0,,0.0,,,,10.5,,,,2.4,,2.0,-12.0,,-12.0,,,,-1.5,,,,-9.6,,-10.0,,False,,,,True,,,,True,,True
20119,36,25.0,,0.0,,,,31.2,,0.7,,26.8,,12.0,-11.0,,-36.0,,,,-4.8,,-35.3,,-9.2,,-24.0,,False,,,,True,,False,,True,,False
20121,151,80.0,,68.0,,,,281.7,,34.1,,69.2,,92.0,-71.0,,-83.0,,,,130.7,,-116.9,,-81.8,,-59.0,,False,,,,False,,False,,False,,True
20123,13,0.0,,0.0,,,,7.4,,0.4,,,,2.0,-13.0,,-13.0,,,,-5.6,,-12.6,,,,-11.0,,False,,,,True,,True,,,,True
20125,175,60.0,,23.0,,,,278.1,,5.0,,67.1,,95.0,-115.0,,-152.0,,,,103.1,,-170.0,,-107.9,,-80.0,,False,,,,True,,False,,True,,True
20127,15,10.0,,0.0,,,,2.5,,0.1,,4.6,,18.0,-5.0,,-15.0,,,,-12.5,,-14.9,,-10.4,,3.0,,False,,,,False,,False,,False,,True
20129,5,0.0,,0.0,,,,1.3,,0.1,,0.4,,0.0,-5.0,,-5.0,,,,-3.7,,-4.9,,-4.6,,-5.0,,False,,,,True,,True,,True,,False
20131,13,10.0,,2.0,,,,30.1,,1.3,,35.0,,13.0,-3.0,,-11.0,,,,17.1,,-11.7,,22.0,,0.0,,False,,,,False,,False,,False,,True
20133,79,40.0,,25.0,,,,26.6,,3.0,,34.9,,23.0,-39.0,,-54.0,,,,-52.4,,-76.0,,-44.1,,-56.0,,False,,,,False,,False,,False,,False
20135,50,5.0,,0.0,,,,3.1,,0.0,,,,2.0,-45.0,,-50.0,,,,-46.9,,-50.0,,,,-48.0,,False,,,,False,,False,,,,False
20137,2,0.0,,0.0,,,,2.5,,0.5,,,,2.0,-2.0,,-2.0,,,,0.5,,-1.5,,,,0.0,,False,,,,True,,True,,,,True
20139,37,10.0,,0.0,,,,48.9,,0.7,,18.5,,10.0,-27.0,,-37.0,,,,11.9,,-36.3,,-18.5,,-27.0,,False,,,,True,,False,,True,,False
20141,1,0.0,,0.0,,,,4.8,,0.0,,,,1.0,-1.0,,-1.0,,,,3.8,,-1.0,,,,0.0,,False,,,,False,,True,,,,True
20143,14,20.0,,0.0,,,,23.6,,0.7,,,,11.0,6.0,,-14.0,,,,9.6,,-13.3,,,,-3.0,,False,,,,False,,False,,,,True
20145,311,0.0,,0.0,,,,2.1,,,,5.1,,0.0,-311.0,,-311.0,,,,-308.9,,,,-305.9,,-311.0,,False,,,,True,,,,True,,False
20147,20,20.0,,0.0,,,,6.6,,2.1,,,,13.0,0.0,,-20.0,,,,-13.4,,-17.9,,,,-7.0,,False,,,,False,,False,,,,False
20149,81,25.0,,0.0,,,,67.1,,1.0,,35.2,,18.0,-56.0,,-81.0,,,,-13.9,,-80.0,,-45.8,,-63.0,,False,,,,True,,False,,True,,False
20151,25,0.0,,0.0,,,,5.4,,1.5,,3.6,,3.0,-25.0,,-25.0,,,,-19.6,,-23.5,,-21.4,,-22.0,,False,,,,True,,True,,True,,True
20153,2,0.0,,0.0,,,,0.0,,,,,,,-2.0,,-2.0,,,,-2.0,,,,,,,,False,,,,False,,,,,,
20155,577,265.0,340.7,471.0,,,,638.6,,138.6,,176.9,,244.0,-312.0,-236.3,-106.0,,,,61.6,,-438.4,,-400.1,,-333.0,True,True,,,,True,,False,,False,,False
20157,8,25.0,,0.0,,,,20.5,,0.9,,27.0,,21.0,17.0,,-8.0,,,,12.5,,-7.1,,19.0,,13.0,,True,,,,True,,True,,False,,True
20159,13,50.0,,59.0,,,,38.8,,0.6,,,,78.0,37.0,,46.0,,,,25.8,,-12.4,,,,65.0,,False,,,,True,,True,,,,False
20161,889,140.0,425.6,140.0,,,,547.3,,81.7,,216.2,,104.0,-749.0,-463.4,-749.0,,,,-341.7,,-807.3,,-672.8,,-785.0,True,False,,,,True,,False,,True,,False
20163,24,10.0,,0.0,,,,16.2,,0.2,,,,10.0,-14.0,,-24.0,,,,-7.8,,-23.8,,,,-14.0,,False,,,,True,,False,,,,False
20165,28,5.0,,0.0,,,,12.5,,,,,,3.0,-23.0,,-28.0,,,,-15.5,,,,,,-25.0,,False,,,,True,,,,,,False
20167,54,15.0,,0.0,,,,52.7,,,,14.3,,19.0,-39.0,,-54.0,,,,-1.3,,,,-39.7,,-35.0,,False,,,,True,,,,False,,True
20169,209,160.0,526.0,98.0,,,,579.8,,47.9,,192.4,,120.0,-49.0,317.0,-111.0,,,,370.8,,-161.1,,-16.6,,-89.0,False,False,,,,False,,False,,True,,False
20171,68,95.0,,70.0,,,,20.1,,1.0,,43.2,,78.0,27.0,,2.0,,,,-47.9,,-67.0,,-24.8,,10.0,,True,,,,False,,False,,True,,True
20173,2982,3300.0,7467.4,3783.0,,,,7050.7,,3283.6,,2619.2,,3195.0,318.0,4485.4,801.0,,,,4068.7,,301.6,,-362.8,,213.0,False,False,,,,False,,True,,False,,True
20175,366,160.0,,100.0,,,,139.2,,27.3,,188.9,,0.0,-206.0,,-266.0,,,,-226.8,,-338.7,,-177.1,,-366.0,,False,,,,False,,False,,True,,False
20177,906,600.0,1541.9,641.0,,,,1034.8,,252.9,,534.8,,461.0,-306.0,635.9,-265.0,,,,128.8,,-653.1,,-371.2,,-445.0,False,True,,,,True,,False,,False,,False
20179,5,0.0,,0.0,,,,1.2,,0.1,,0.4,,0.0,-5.0,,-5.0,,,,-3.8,,-4.9,,-4.6,,-5.0,,False,,,,True,,True,,True,,False
20181,4,5.0,,0.0,,,,8.5,,0.2,,,,14.0,1.0,,-4.0,,,,4.5,,-3.8,,,,10.0,,False,,,,False,,False,,,,False
20183,3,0.0,,0.0,,,,0.6,,0.0,,,,0.0,-3.0,,-3.0,,,,-2.4,,-3.0,,,,-3.0,,False,,,,True,,True,,,,False
20185,46,0.0,,0.0,,,,9.8,,0.0,,,,1.0,-46.0,,-46.0,,,,-36.2,,-46.0,,,,-45.0,,False,,,,True,,True,,,,True
20187,51,10.0,,0.0,,,,8.8,,0.2,,9.0,,4.0,-41.0,,-51.0,,,,-42.2,,-50.8,,-42.0,,-47.0,,False,,,,False,,False,,False,,False
20189,49,10.0,,0.0,,,,22.0,,1.2,,10.2,,7.0,-39.0,,-49.0,,,,-27.0,,-47.8,,-38.8,,-42.0,,False,,,,True,,False,,True,,False
20191,56,10.0,,1.0,,,,86.3,,3.5,,30.0,,26.0,-46.0,,-55.0,,,,30.3,,-52.5,,-26.0,,-30.0,,False,,,,True,,False,,True,,True
20193,48,20.0,,0.0,,,,10.9,,,,44.5,,15.0,-28.0,,-48.0,,,,-37.1,,,,-3.5,,-33.0,,False,,,,False,,,,True,,False
20195,36,5.0,,0.0,,,,9.5,,0.0,,,,1.0,-31.0,,-36.0,,,,-26.5,,-36.0,,,,-35.0,,False,,,,True,,False,,,,False
20197,23,15.0,,0.0,,,,10.8,,0.8,,8.5,,3.0,-8.0,,-23.0,,,,-12.2,,-22.2,,-14.5,,-20.0,,False,,,,False,,False,,False,,False
20199,12,0.0,,0.0,,,,0.0,,,,,,,-12.0,,-12.0,,,,-12.0,,,,,,,,False,,,,False,,,,,,
20201,15,0.0,,0.0,,,,3.5,,,,,,0.0,-15.0,,-15.0,,,,-11.5,,,,,,-15.0,,False,,,,True,,,,,,False
20203,1,5.0,,0.0,,,,24.7,,,,,,6.0,4.0,,-1.0,,,,23.7,,,,,,5.0,,True,,,,False,,,,,,False
20205,40,15.0,,0.0,,,,3.1,,0.2,,11.4,,17.0,-25.0,,-40.0,,,,-36.9,,-39.8,,-28.6,,-23.0,,False,,,,False,,False,,False,,True
20207,1,0.0,,0.0,,,,1.7,,0.1,,,,0.0,-1.0,,-1.0,,,,0.7,,-0.9,,,,-1.0,,False,,,,True,,True,,,,False
20209,1569,2455.0,2870.1,5178.0,,,,1553.7,,730.5,,2360.1,,640.0,886.0,1301.1,3609.0,,,,-15.3,,-838.5,,791.1,,-929.0,False,False,,,,True,,True,,True,,False
21001,81,10.0,,20.0,,,,54.2,,0.7,,56.5,,4.0,-71.0,,-61.0,,,,-26.8,,-80.3,,-24.5,,-77.0,,True,,,,True,,False,,True,,False
21003,66,45.0,,35.0,,,,143.3,,5.5,,34.6,,41.0,-21.0,,-31.0,,,,77.3,,-60.5,,-31.4,,-25.0,,False,,,,False,,False,,False,,False
21005,50,45.0,,53.0,,,,96.9,,12.5,,74.5,,22.0,-5.0,,3.0,,,,46.9,,-37.5,,24.5,,-28.0,,True,,,,False,,False,,False,,False
21007,11,30.0,,40.0,,,,33.1,,2.6,,20.6,,60.0,19.0,,29.0,,,,22.1,,-8.4,,9.6,,49.0,,False,,,,False,,True,,True,,False
21009,208,190.0,,67.0,,,,422.6,,42.5,,126.1,,87.0,-18.0,,-141.0,,,,214.6,,-165.5,,-81.9,,-121.0,,False,,,,False,,False,,False,,False
21011,33,15.0,,34.0,,,,36.7,,3.5,,20.4,,11.0,-18.0,,1.0,,,,3.7,,-29.5,,-12.6,,-22.0,,True,,,,True,,False,,True,,False
21013,135,210.0,,116.0,,,,611.3,,143.2,,333.1,,85.0,75.0,,-19.0,,,,476.3,,8.2,,198.1,,-50.0,,True,,,,False,,True,,False,,True
21015,309,455.0,342.3,576.0,,,,934.3,,95.8,,423.9,,539.0,146.0,33.3,267.0,,,,625.3,,-213.2,,114.9,,230.0,True,False,,,,False,,False,,True,,False
21017,67,45.0,,89.0,,,,92.5,,26.0,,60.9,,63.0,-22.0,,22.0,,,,25.5,,-41.0,,-6.1,,-4.0,,False,,,,False,,False,,True,,True
21019,150,120.0,,134.0,,,,221.1,,15.3,,102.3,,63.0,-30.0,,-16.0,,,,71.1,,-134.7,,-47.7,,-87.0,,True,,,,False,,False,,False,,False
21021,83,120.0,,107.0,,,,190.0,,22.4,,60.0,,52.0,37.0,,24.0,,,,107.0,,-60.6,,-23.0,,-31.0,,True,,,,False,,False,,True,,True
21023,6,20.0,,1.0,,,,34.0,,4.5,,15.3,,29.0,14.0,,-5.0,,,,28.0,,-1.5,,9.3,,23.0,,True,,,,False,,True,,True,,False
21025,41,15.0,,0.0,,,,38.3,,6.4,,,,9.0,-26.0,,-41.0,,,,-2.7,,-34.6,,,,-32.0,,False,,,,True,,False,,,,False
21027,45,80.0,,171.0,,,,105.9,,10.6,,41.2,,137.0,35.0,,126.0,,,,60.9,,-34.4,,-3.8,,92.0,,False,,,,False,,True,,True,,False
21029,365,260.0,220.9,223.0,,,,617.8,,316.1,,213.6,,296.0,-105.0,-144.1,-142.0,,,,252.8,,-48.9,,-151.4,,-69.0,False,False,,,,False,,True,,False,,True
21031,38,15.0,,34.0,,,,46.3,,0.7,,28.0,,6.0,-23.0,,-4.0,,,,8.3,,-37.3,,-10.0,,-32.0,,True,,,,True,,False,,True,,False
21033,49,15.0,,0.0,,,,27.0,,6.1,,5.7,,58.0,-34.0,,-49.0,,,,-22.0,,-42.9,,-43.3,,9.0,,False,,,,True,,False,,False,,True
21035,257,260.0,,539.0,,,,277.4,,126.8,,274.1,,340.0,3.0,,282.0,,,,20.4,,-130.2,,17.1,,83.0,,False,,,,False,,False,,False,,False
21037,206,250.0,262.0,184.0,,,,655.4,,71.3,,321.6,,345.0,44.0,56.0,-22.0,,,,449.4,,-134.7,,115.6,,139.0,False,True,,,,False,,False,,False,,False
21039,24,80.0,,158.0,,,,23.8,,4.7,,,,86.0,56.0,,134.0,,,,-0.2,,-19.3,,,,62.0,,False,,,,True,,True,,,,False
