,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IQVIA_ACOE-STAN,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
37053,31,14.0,13.2,,10.0,14.0,,,,,,8.0,69.1,27.2,,5.3,9.8,,14.0,13.0,,4.2,11.1,,,,13.0,20.8,72.8,-17.0,-17.8,,-21.0,-17.0,,,,,,-23.0,38.1,-3.8,,-25.7,-21.2,,-17.0,-18.0,,-26.8,-19.9,,,,-18.0,-10.2,41.8,False,,False,False,,,,,,False,False,True,,False,False,,False,False,,False,False,,,,False,True,False
37055,15,32.0,31.9,,30.0,25.0,,,,,,60.0,66.7,42.3,,7.4,19.7,32.1,35.0,0.0,,12.6,26.3,,,,57.0,37.0,44.1,17.0,16.9,,15.0,10.0,,,,,,45.0,51.7,27.3,,-7.6,4.7,17.1,20.0,-15.0,,-2.4,11.3,,,,42.0,22.0,29.1,True,,True,True,,,,,,False,False,False,,True,True,False,False,True,,True,True,,,,False,False,False
37057,278,286.0,287.3,,263.0,281.0,,,,,,315.0,319.5,268.5,,182.2,269.1,142.4,359.0,95.0,,150.0,262.3,169.0,,,244.0,405.1,620.2,8.0,9.3,,-15.0,3.0,,,,,,37.0,41.5,-9.5,,-95.8,-8.9,-135.6,81.0,-183.0,,-128.0,-15.7,-109.0,,,-34.0,127.1,342.2,False,,False,True,,,,,,False,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
37059,36,36.0,36.9,,31.0,14.0,,,,,,83.0,61.9,55.7,,7.2,29.5,31.2,65.0,54.0,,13.9,30.9,,,,30.0,62.1,150.4,0.0,0.9,,-5.0,-22.0,,,,,,47.0,25.9,19.7,,-28.8,-6.5,-4.8,29.0,18.0,,-22.1,-5.1,,,,-6.0,26.1,114.4,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
37061,80,50.0,60.4,,38.0,20.0,,,,,,233.0,47.9,32.4,,13.7,40.8,5.2,237.0,41.0,,15.8,39.0,,,,43.0,104.6,157.6,-30.0,-19.6,,-42.0,-60.0,,,,,,153.0,-32.1,-47.6,,-66.3,-39.2,-74.8,157.0,-39.0,,-64.2,-41.0,,,,-37.0,24.6,77.6,True,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,True,False
37063,403,530.0,517.3,471.4,494.0,814.0,,,,,,795.0,474.2,345.5,,400.8,517.2,172.8,989.0,341.0,,356.5,512.4,498.0,,,592.0,862.0,1214.6,127.0,114.3,68.4,91.0,411.0,,,,,,392.0,71.2,-57.5,,-2.2,114.2,-230.2,586.0,-62.0,,-46.5,109.4,95.0,,,189.0,459.0,811.6,True,True,True,False,,,,,,False,True,True,,True,True,False,False,True,,True,True,True,,,False,False,False
37065,226,216.0,224.0,,204.0,239.0,,,,,,132.0,232.0,176.8,,178.3,181.3,114.9,214.0,227.0,,274.2,205.8,,,,193.0,345.9,505.6,-10.0,-2.0,,-22.0,13.0,,,,,,-94.0,6.0,-49.2,,-47.7,-44.7,-111.1,-12.0,1.0,,48.2,-20.2,,,,-33.0,119.9,279.6,True,,False,False,,,,,,False,True,False,,False,False,False,False,True,,False,False,,,,False,False,False
37067,458,658.0,662.6,470.3,550.0,815.0,,,,,,721.0,525.0,397.3,,397.5,575.5,226.0,953.0,719.0,,453.1,638.5,562.0,,,734.0,942.1,1196.4,200.0,204.6,12.3,92.0,357.0,,,,,,263.0,67.0,-60.7,,-60.5,117.5,-232.0,495.0,261.0,,-4.9,180.5,104.0,,,276.0,484.1,738.4,False,True,True,False,,,,,,False,True,True,,True,True,False,False,False,,True,True,True,,,False,False,False
37069,94,152.0,142.0,,140.0,155.0,,,,,,144.0,166.8,128.7,,103.4,144.1,84.9,197.0,137.0,,69.5,136.9,,,,155.0,224.6,466.1,58.0,48.0,,46.0,61.0,,,,,,50.0,72.8,34.7,,9.4,50.1,-9.1,103.0,43.0,,-24.5,42.9,,,,61.0,130.6,372.1,True,,True,False,,,,,,True,False,True,,True,True,True,False,True,,True,True,,,,False,False,False
37071,486,538.0,515.3,,439.0,549.0,,,,,,463.0,438.3,603.8,,426.5,440.9,218.2,692.0,592.0,,297.3,455.0,321.0,,,516.0,923.2,1411.8,52.0,29.3,,-47.0,63.0,,,,,,-23.0,-47.7,117.8,,-59.5,-45.1,-267.8,206.0,106.0,,-188.7,-31.0,-165.0,,,30.0,437.2,925.8,True,,True,False,,,,,,True,True,False,,False,True,False,False,False,,False,True,False,,,True,False,False
37073,24,24.0,20.4,,21.0,38.0,,,,,,8.0,48.4,26.0,,6.4,21.6,,19.0,,,18.2,23.4,,,,23.0,31.7,54.8,0.0,-3.6,,-3.0,14.0,,,,,,-16.0,24.4,2.0,,-17.6,-2.4,,-5.0,,,-5.8,-0.6,,,,-1.0,7.7,30.8,False,,False,False,,,,,,False,False,False,,False,False,,False,,,False,False,,,,False,False,False
37075,59,10.0,8.1,,5.0,0.0,,,,,,10.0,20.7,10.7,,3.7,2.8,,14.0,14.0,,1.6,,,,,9.0,15.9,53.7,-49.0,-50.9,,-54.0,-59.0,,,,,,-49.0,-38.3,-48.3,,-55.3,-56.2,,-45.0,-45.0,,-57.4,,,,,-50.0,-43.1,-5.3,False,,False,False,,,,,,False,True,True,,False,False,,True,True,,False,,,,,False,True,True
37077,117,156.0,156.5,,148.0,162.0,,,,,,148.0,187.2,111.0,,94.0,126.3,46.8,238.0,0.0,,76.7,166.6,,,,165.0,247.6,484.2,39.0,39.5,,31.0,45.0,,,,,,31.0,70.2,-6.0,,-23.0,9.3,-70.2,121.0,-117.0,,-40.3,49.6,,,,48.0,130.6,367.2,False,,True,False,,,,,,True,False,True,,True,True,False,False,False,,False,False,,,,False,False,False
37079,68,80.0,78.9,,65.0,72.0,,,,,,65.0,73.2,35.4,,42.1,69.1,22.8,84.0,86.0,,46.7,69.2,,,,90.0,104.5,200.0,12.0,10.9,,-3.0,4.0,,,,,,-3.0,5.2,-32.6,,-25.9,1.1,-45.2,16.0,18.0,,-21.3,1.2,,,,22.0,36.5,132.0,True,,True,True,,,,,,True,True,False,,False,True,False,False,False,,False,True,,,,False,False,False
37081,845,914.0,910.1,756.4,808.0,1061.0,,,,,,956.0,644.2,752.0,,614.4,807.6,390.4,1156.0,932.0,,742.0,888.5,901.0,,,952.0,1341.4,1853.2,69.0,65.1,-88.6,-37.0,216.0,,,,,,111.0,-200.8,-93.0,,-230.6,-37.4,-454.6,311.0,87.0,,-103.0,43.5,56.0,,,107.0,496.4,1008.2,True,False,True,False,,,,,,False,False,False,,False,True,False,False,False,,False,True,True,,,False,False,False
37083,57,110.0,106.8,,102.0,108.0,,,,,,115.0,108.3,98.2,,33.5,79.2,59.6,149.0,84.0,,106.7,102.6,,,,115.0,174.0,145.1,53.0,49.8,,45.0,51.0,,,,,,58.0,51.3,41.2,,-23.5,22.2,2.6,92.0,27.0,,49.7,45.6,,,,58.0,117.0,88.1,True,,True,True,,,,,,False,True,True,,True,True,True,False,True,,True,True,,,,False,False,False
37085,245,214.0,214.6,,209.0,223.0,,,,,,345.0,264.7,214.7,,160.2,185.6,186.2,280.0,82.0,,207.6,194.8,168.0,,,220.0,468.8,668.3,-31.0,-30.4,,-36.0,-22.0,,,,,,100.0,19.7,-30.3,,-84.8,-59.4,-58.8,35.0,-163.0,,-37.4,-50.2,-77.0,,,-25.0,223.8,423.3,True,,False,True,,,,,,False,True,True,,False,False,False,False,False,,False,False,False,,,True,False,False
37087,42,40.0,29.9,,40.0,12.0,,,,,,110.0,69.2,118.3,,11.8,36.9,50.9,,33.0,,13.2,41.8,,,,44.0,73.8,92.0,-2.0,-12.1,,-2.0,-30.0,,,,,,68.0,27.2,76.3,,-30.2,-5.1,8.9,,-9.0,,-28.8,-0.2,,,,2.0,31.8,50.0,False,,False,False,,,,,,False,False,False,,False,False,False,,False,,False,True,,,,False,False,False
37089,137,96.0,82.1,,96.0,70.0,,,,,,190.0,123.5,167.0,,48.8,101.4,85.7,227.0,106.0,,99.0,97.0,,,,69.0,189.9,189.5,-41.0,-54.9,,-41.0,-67.0,,,,,,53.0,-13.5,30.0,,-88.2,-35.6,-51.3,90.0,-31.0,,-38.0,-40.0,,,,-68.0,52.9,52.5,False,,False,False,,,,,,False,True,True,,False,True,False,False,True,,True,True,,,,False,False,False
37091,93,162.0,161.1,,154.0,159.0,,,,,,47.0,154.0,80.5,,116.6,127.8,21.8,147.0,111.0,,544.8,187.5,,,,151.0,352.1,190.5,69.0,68.1,,61.0,66.0,,,,,,-46.0,61.0,-12.5,,23.6,34.8,-71.2,54.0,18.0,,451.8,94.5,,,,58.0,259.1,97.5,True,,True,True,,,,,,True,True,True,,True,True,False,True,True,,False,False,,,,True,False,False
37093,112,112.0,108.6,,96.0,128.0,,,,,,152.0,118.4,68.2,,40.8,94.0,83.0,132.0,6.0,,52.8,82.2,,,,148.0,188.5,209.8,0.0,-3.4,,-16.0,16.0,,,,,,40.0,6.4,-43.8,,-71.2,-18.0,-29.0,20.0,-106.0,,-59.2,-29.8,,,,36.0,76.5,97.8,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
37095,27,44.0,44.5,,33.0,36.0,,,,,,32.0,78.1,11.2,,10.1,23.4,,,11.0,,11.9,39.7,,,,33.0,46.4,70.8,17.0,17.5,,6.0,9.0,,,,,,5.0,51.1,-15.8,,-16.9,-3.6,,,-16.0,,-15.1,12.7,,,,6.0,19.4,43.8,False,,True,True,,,,,,True,False,True,,True,True,,,True,,True,True,,,,True,False,False
37097,256,310.0,320.9,,288.0,324.0,,,,,,378.0,381.3,344.7,,153.2,216.9,201.5,371.0,17.0,,143.8,252.9,662.0,,,319.0,530.2,945.4,54.0,64.9,,32.0,68.0,,,,,,122.0,125.3,88.7,,-102.8,-39.1,-54.5,115.0,-239.0,,-112.2,-3.1,406.0,,,63.0,274.2,689.4,False,,True,False,,,,,,False,False,False,,False,True,False,False,False,,False,True,False,,,False,False,False
37099,61,40.0,37.5,,34.0,16.0,,,,,,84.0,53.5,65.5,,10.5,34.1,25.6,75.0,47.0,,12.6,49.1,,,,67.0,71.1,82.8,-21.0,-23.5,,-27.0,-45.0,,,,,,23.0,-7.5,4.5,,-50.5,-26.9,-35.4,14.0,-14.0,,-48.4,-11.9,,,,6.0,10.1,21.8,False,,False,False,,,,,,False,True,True,,False,False,False,True,True,,False,True,,,,True,True,False
37101,311,436.0,434.0,,365.0,860.0,,,,,,551.0,424.7,259.9,,240.7,342.7,138.2,602.0,279.0,,249.4,395.6,299.0,,,485.0,628.3,1094.0,125.0,123.0,,54.0,549.0,,,,,,240.0,113.7,-51.1,,-70.3,31.7,-172.8,291.0,-32.0,,-61.6,84.6,-12.0,,,174.0,317.3,783.0,True,,True,False,,,,,,False,True,True,,True,True,False,False,True,,True,True,True,,,False,False,False
37103,9,22.0,20.1,,17.0,15.0,,,,,,19.0,26.6,20.6,,5.3,14.4,19.4,25.0,32.0,,4.3,17.5,,,,12.0,90.4,54.8,13.0,11.1,,8.0,6.0,,,,,,10.0,17.6,11.6,,-3.7,5.4,10.4,16.0,23.0,,-4.7,8.5,,,,3.0,81.4,45.8,True,,True,True,,,,,,True,False,True,,True,True,True,False,False,,True,True,,,,True,False,False
37105,99,102.0,93.6,,88.0,123.0,,,,,,161.0,88.4,73.4,,40.6,83.0,37.0,195.0,110.0,,59.9,114.5,,,,92.0,170.4,174.8,3.0,-5.4,,-11.0,24.0,,,,,,62.0,-10.6,-25.6,,-58.4,-16.0,-62.0,96.0,11.0,,-39.1,15.5,,,,-7.0,71.4,75.8,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
37107,119,140.0,145.4,,140.0,156.0,,,,,,181.0,168.0,89.7,,79.0,122.8,58.4,145.0,49.0,,158.5,133.7,,,,123.0,199.7,296.5,21.0,26.4,,21.0,37.0,,,,,,62.0,49.0,-29.3,,-40.0,3.8,-60.6,26.0,-70.0,,39.5,14.7,,,,4.0,80.7,177.5,False,,False,False,,,,,,False,False,False,,False,True,False,False,False,,False,True,,,,True,False,False
37109,249,184.0,179.3,,175.0,203.0,,,,,,180.0,223.3,200.7,,79.7,161.7,99.1,199.0,89.0,,124.9,177.3,,,,203.0,301.7,591.0,-65.0,-69.7,,-74.0,-46.0,,,,,,-69.0,-25.7,-48.3,,-169.3,-87.3,-149.9,-50.0,-160.0,,-124.1,-71.7,,,,-46.0,52.7,342.0,False,,False,True,,,,,,False,True,True,,False,False,False,True,False,,False,False,,,,True,True,False
37111,69,72.0,79.5,,65.0,45.0,,,,,,92.0,69.2,90.2,,35.1,64.7,53.9,124.0,95.0,,25.5,81.0,,,,71.0,132.9,123.7,3.0,10.5,,-4.0,-24.0,,,,,,23.0,0.2,21.2,,-33.9,-4.3,-15.1,55.0,26.0,,-43.5,12.0,,,,2.0,63.9,54.7,False,,False,False,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,True,False,False
37113,20,66.0,68.5,,61.0,92.0,,,,,,63.0,63.9,71.3,,13.1,41.4,11.7,78.0,21.0,,119.8,54.6,,,,80.0,98.8,105.0,46.0,48.5,,41.0,72.0,,,,,,43.0,43.9,51.3,,-6.9,21.4,-8.3,58.0,1.0,,99.8,34.6,,,,60.0,78.8,85.0,False,,True,False,,,,,,True,True,False,,True,True,True,False,True,,False,True,,,,False,False,False
37115,14,20.0,20.4,,20.0,48.0,,,,,,25.0,29.4,36.0,,6.4,15.7,,20.0,49.0,,13.7,20.9,,,,20.0,27.5,65.4,6.0,6.4,,6.0,34.0,,,,,,11.0,15.4,22.0,,-7.6,1.7,,6.0,35.0,,-0.3,6.9,,,,6.0,13.5,51.4,False,,False,False,,,,,,False,False,False,,False,True,,False,False,,True,False,,,,False,False,False
37117,53,56.0,59.4,,54.0,54.0,,,,,,43.0,80.7,48.3,,38.4,56.8,22.2,70.0,34.0,,58.8,48.2,,,,76.0,72.4,164.9,3.0,6.4,,1.0,1.0,,,,,,-10.0,27.7,-4.7,,-14.6,3.8,-30.8,17.0,-19.0,,5.8,-4.8,,,,23.0,19.4,111.9,False,,True,True,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
37119,1622,2268.0,2225.5,1861.9,1921.0,2418.0,,,,,,1922.0,2042.9,1510.4,,1847.2,2017.6,402.3,3714.0,1826.0,,1366.5,2049.2,1433.0,,,2359.0,3879.2,3898.5,646.0,603.5,239.9,299.0,796.0,,,,,,300.0,420.9,-111.6,,225.2,395.6,-1219.7,2092.0,204.0,,-255.5,427.2,-189.0,,,737.0,2257.2,2276.5,True,True,True,False,,,,,,True,True,True,,True,True,False,False,True,,True,True,True,,,False,False,False
37121,11,16.0,27.9,,11.0,0.0,,,,,,19.0,14.9,16.1,,9.1,5.9,5.1,,28.0,,11.4,12.6,,,,16.0,20.9,27.8,5.0,16.9,,0.0,-11.0,,,,,,8.0,3.9,5.1,,-1.9,-5.1,-5.9,,17.0,,0.4,1.6,,,,5.0,9.9,16.8,False,,True,False,,,,,,False,True,False,,True,False,False,,False,,True,True,,,,False,False,False
37123,94,196.0,195.8,,158.0,185.0,,,,,,95.0,169.9,62.3,,123.6,150.4,77.5,187.0,18.0,,158.3,163.0,,,,154.0,253.1,366.8,102.0,101.8,,64.0,91.0,,,,,,1.0,75.9,-31.7,,29.6,56.4,-16.5,93.0,-76.0,,64.3,69.0,,,,60.0,159.1,272.8,True,,True,True,,,,,,True,True,True,,True,True,True,True,True,,True,True,,,,True,False,False
37125,180,220.0,217.4,,216.0,313.0,,,,,,218.0,236.9,203.0,,114.0,163.0,149.0,200.0,18.0,,234.3,200.3,,,,259.0,311.9,416.4,40.0,37.4,,36.0,133.0,,,,,,38.0,56.9,23.0,,-66.0,-17.0,-31.0,20.0,-162.0,,54.3,20.3,,,,79.0,131.9,236.4,True,,True,False,,,,,,True,False,True,,False,True,True,True,False,,False,True,,,,False,False,False
37127,293,366.0,357.2,,330.0,517.0,,,,,,292.0,361.4,248.2,,285.8,340.9,182.8,379.0,402.0,,1.2,344.7,,,,392.0,581.6,982.0,73.0,64.2,,37.0,224.0,,,,,,-1.0,68.4,-44.8,,-7.2,47.9,-110.2,86.0,109.0,,-291.8,51.7,,,,99.0,288.6,689.0,True,,True,False,,,,,,True,True,True,,True,True,False,False,False,,False,True,,,,False,False,False
37129,709,298.0,300.8,,280.0,425.0,,,,,,490.0,216.3,407.8,,296.5,322.1,147.9,479.0,442.0,,140.6,272.6,212.0,,,337.0,521.8,635.5,-411.0,-408.2,,-429.0,-284.0,,,,,,-219.0,-492.7,-301.2,,-412.5,-386.9,-561.1,-230.0,-267.0,,-568.4,-436.4,-497.0,,,-372.0,-187.2,-73.5,True,,False,True,,,,,,True,False,True,,False,True,False,True,True,,False,False,False,,,True,True,True
37131,43,10.0,10.6,,12.0,18.0,,,,,,21.0,22.9,19.4,,2.9,12.3,16.0,,0.0,,8.1,12.3,,,,20.0,15.4,32.1,-33.0,-32.4,,-31.0,-25.0,,,,,,-22.0,-20.1,-23.6,,-40.1,-30.7,-27.0,,-43.0,,-34.9,-30.7,,,,-23.0,-27.6,-10.9,True,,True,True,,,,,,True,True,True,,False,True,True,,False,,False,True,,,,True,True,True
37133,283,252.0,262.7,,248.0,239.0,,,,,,532.0,296.2,465.2,,131.8,181.4,299.6,292.0,161.0,,243.4,217.3,137.0,,,243.0,387.3,360.0,-31.0,-20.3,,-35.0,-44.0,,,,,,249.0,13.2,182.2,,-151.2,-101.6,16.6,9.0,-122.0,,-39.6,-65.7,-146.0,,,-40.0,104.3,77.0,True,,False,False,,,,,,False,True,False,,False,False,True,True,False,,False,False,False,,,False,False,False
37135,202,862.0,881.3,,800.0,902.0,,,,,,452.0,920.0,292.1,,596.1,569.9,290.2,639.0,156.0,,891.9,744.9,1116.0,,,827.0,1167.6,1391.4,660.0,679.3,,598.0,700.0,,,,,,250.0,718.0,90.1,,394.1,367.9,88.2,437.0,-46.0,,689.9,542.9,914.0,,,625.0,965.6,1189.4,False,,True,False,,,,,,True,False,True,,True,True,True,True,True,,False,True,False,,,True,False,False
37137,66,62.0,57.0,,44.0,61.0,,,,,,30.0,38.6,24.7,,177.6,94.8,15.2,53.0,246.0,,9.2,44.8,,,,91.0,67.6,129.3,-4.0,-9.0,,-22.0,-5.0,,,,,,-36.0,-27.4,-41.3,,111.6,28.8,-50.8,-13.0,180.0,,-56.8,-21.2,,,,25.0,1.6,63.3,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,True,False
37139,62,80.0,84.9,,70.0,79.0,,,,,,50.0,92.7,106.1,,37.7,69.6,45.0,98.0,0.0,,79.1,60.4,,,,113.0,125.2,96.2,18.0,22.9,,8.0,17.0,,,,,,-12.0,30.7,44.1,,-24.3,7.6,-17.0,36.0,-62.0,,17.1,-1.6,,,,51.0,63.2,34.2,False,,True,True,,,,,,True,False,False,,False,True,True,False,False,,True,True,,,,False,False,False
37141,68,60.0,60.7,,60.0,67.0,,,,,,149.0,74.6,99.9,,27.2,67.1,59.1,107.0,52.0,,35.9,44.9,,,,59.0,102.8,192.5,-8.0,-7.3,,-8.0,-1.0,,,,,,81.0,6.6,31.9,,-40.8,-0.9,-8.9,39.0,-16.0,,-32.1,-23.1,,,,-9.0,34.8,124.5,True,,False,True,,,,,,False,True,False,,False,True,False,False,False,,False,False,,,,False,False,False
37143,23,64.0,63.2,,46.0,96.0,,,,,,10.0,54.5,29.6,,28.6,45.9,19.8,58.0,55.0,,32.0,54.5,,,,90.0,81.6,99.5,41.0,40.2,,23.0,73.0,,,,,,-13.0,31.5,6.6,,5.6,22.9,-3.2,35.0,32.0,,9.0,31.5,,,,67.0,58.6,76.5,True,,True,False,,,,,,True,True,True,,True,True,True,True,True,,True,True,,,,False,False,False
37145,58,90.0,88.3,,86.0,108.0,,,,,,57.0,124.5,76.7,,52.5,69.8,58.9,85.0,64.0,,89.7,99.7,,,,108.0,115.5,185.9,32.0,30.3,,28.0,50.0,,,,,,-1.0,66.5,18.7,,-5.5,11.8,0.9,27.0,6.0,,31.7,41.7,,,,50.0,57.5,127.9,True,,True,False,,,,,,True,False,True,,True,True,True,True,True,,True,False,,,,False,False,False
37147,775,1608.0,1473.7,,1510.0,2672.0,,,,,,632.0,1466.0,538.2,,1576.7,1527.3,428.8,,948.0,,3368.5,1464.1,3384.0,,,1633.0,2065.5,2796.9,833.0,698.7,,735.0,1897.0,,,,,,-143.0,691.0,-236.8,,801.7,752.3,-346.2,,173.0,,2593.5,689.1,2609.0,,,858.0,1290.5,2021.9,True,,True,False,,,,,,True,True,True,,True,True,True,,True,,False,True,False,,,False,False,False
37149,30,50.0,52.5,,50.0,58.0,,,,,,26.0,88.5,43.2,,18.0,33.3,43.5,42.0,45.0,,42.2,54.9,,,,45.0,74.4,123.3,20.0,22.5,,20.0,28.0,,,,,,-4.0,58.5,13.2,,-12.0,3.3,13.5,12.0,15.0,,12.2,24.9,,,,15.0,44.4,93.3,False,,False,False,,,,,,True,False,True,,True,True,True,True,True,,True,False,,,,True,False,False
37151,186,186.0,174.8,,164.0,249.0,,,,,,342.0,185.2,147.3,,138.9,185.4,67.3,346.0,219.0,,76.2,156.0,131.0,,,199.0,275.3,387.8,0.0,-11.2,,-22.0,63.0,,,,,,156.0,-0.8,-38.7,,-47.1,-0.6,-118.7,160.0,33.0,,-109.8,-30.0,-55.0,,,13.0,89.3,201.8,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
37153,167,98.0,98.7,,94.0,123.0,,,,,,153.0,130.2,88.4,,66.0,91.2,23.6,119.0,5.0,,89.4,75.3,,,,108.0,139.0,209.1,-69.0,-68.3,,-73.0,-44.0,,,,,,-14.0,-36.8,-78.6,,-101.0,-75.8,-143.4,-48.0,-162.0,,-77.6,-91.7,,,,-59.0,-28.0,42.1,True,,False,True,,,,,,True,True,False,,False,False,False,True,False,,False,False,,,,True,True,True
37155,524,568.0,545.1,,463.0,949.0,,,,,,438.0,416.4,247.5,,516.6,504.0,13.3,715.0,688.0,,125.0,470.7,457.0,,,549.0,843.9,1238.7,44.0,21.1,,-61.0,425.0,,,,,,-86.0,-107.6,-276.5,,-7.4,-20.0,-510.7,191.0,164.0,,-399.0,-53.3,-67.0,,,25.0,319.9,714.7,True,,False,False,,,,,,False,False,False,,True,True,False,False,False,,False,False,False,,,True,False,False
37157,233,232.0,215.8,,185.0,382.0,,,,,,134.0,209.4,197.2,,173.9,184.6,118.4,222.0,705.0,,154.5,214.4,,,,245.0,319.8,559.9,-1.0,-17.2,,-48.0,149.0,,,,,,-99.0,-23.6,-35.8,,-59.1,-48.4,-114.6,-11.0,472.0,,-78.5,-18.6,,,,12.0,86.8,326.9,False,,False,False,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
37159,272,548.0,563.3,,453.0,829.0,,,,,,302.0,450.6,301.4,,271.9,338.0,167.4,553.0,441.0,,767.2,482.3,472.0,,,586.0,715.6,954.0,276.0,291.3,,181.0,557.0,,,,,,30.0,178.6,29.4,,-0.1,66.0,-104.6,281.0,169.0,,495.2,210.3,200.0,,,314.0,443.6,682.0,False,,True,False,,,,,,True,True,True,,True,True,True,False,True,,False,True,True,,,False,False,False
37161,77,96.0,94.9,,95.0,70.0,,,,,,149.0,119.7,181.7,,27.9,69.5,95.0,129.0,19.0,,72.2,117.6,,,,83.0,181.9,144.3,19.0,17.9,,18.0,-7.0,,,,,,72.0,42.7,104.7,,-49.1,-7.5,18.0,52.0,-58.0,,-4.8,40.6,,,,6.0,104.9,67.3,True,,True,True,,,,,,False,False,False,,False,True,True,False,False,,True,False,,,,True,False,False
37163,165,116.0,99.6,,98.0,106.0,,,,,,265.0,100.8,32.8,,54.7,95.1,28.9,225.0,145.0,,41.9,121.6,,,,126.0,181.7,296.2,-49.0,-65.4,,-67.0,-59.0,,,,,,100.0,-64.2,-132.2,,-110.3,-69.9,-136.1,60.0,-20.0,,-123.1,-43.4,,,,-39.0,16.7,131.2,False,,False,False,,,,,,False,False,False,,False,False,False,False,True,,False,True,,,,True,True,False
37165,178,194.0,186.5,,137.0,161.0,,,,,,125.0,214.4,118.2,,116.9,139.2,19.1,186.0,1119.0,,20.0,178.4,,,,148.0,418.7,449.7,16.0,8.5,,-41.0,-17.0,,,,,,-53.0,36.4,-59.8,,-61.1,-38.8,-158.9,8.0,941.0,,-158.0,0.4,,,,-30.0,240.7,271.7,True,,False,False,,,,,,False,False,False,,False,False,False,True,False,,False,True,,,,False,False,False
37167,224,208.0,222.3,,172.0,127.0,,,,,,159.0,223.0,186.0,,103.3,172.7,148.0,267.0,133.0,,109.3,194.9,,,,173.0,363.4,480.5,-16.0,-1.7,,-52.0,-97.0,,,,,,-65.0,-1.0,-38.0,,-120.7,-51.3,-76.0,43.0,-91.0,,-114.7,-29.1,,,,-51.0,139.4,256.5,True,,False,False,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,False,False,False
37169,53,20.0,16.9,,20.0,13.0,,,,,,63.0,59.1,56.6,,9.7,27.3,26.7,46.0,8.0,,9.8,16.3,,,,22.0,38.1,102.0,-33.0,-36.1,,-33.0,-40.0,,,,,,10.0,6.1,3.6,,-43.3,-25.7,-26.3,-7.0,-45.0,,-43.2,-36.7,,,,-31.0,-14.9,49.0,False,,False,False,,,,,,True,True,True,,False,True,True,True,False,,False,False,,,,True,True,False
