,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
31091,5,0.0,,,,,,0.0,,,,0.0,-5.0,,,,,,-5.0,,,,-5.0,,,,,,False,,,,True
31093,23,24.0,,,,,,8.0,,,,1.5,1.0,,,,,,-15.0,,,,-21.5,,,,,,False,,,,False
31095,15,8.0,,,,,,15.0,,,,5.9,-7.0,,,,,,0.0,,,,-9.1,,,,,,True,,,,False
31097,25,8.0,,,,,,16.0,,,,20.5,-17.0,,,,,,-9.0,,,,-4.5,,,,,,True,,,,True
31099,109,0.0,,,,,,1.0,,,,0.0,-109.0,,,,,,-108.0,,,,-109.0,,,,,,True,,,,True
31101,49,24.0,,,,,,0.0,,,,0.9,-25.0,,,,,,-49.0,,,,-48.1,,,,,,False,,,,False
31103,3,0.0,,,,,,0.0,,,,,-3.0,,,,,,-3.0,,,,,,,,,,False,,,,
31105,1,24.0,,,,,,0.0,,,,5.1,23.0,,,,,,-1.0,,,,4.1,,,,,,True,,,,True
31107,65,8.0,,,,,,24.0,,,,0.1,-57.0,,,,,,-41.0,,,,-64.9,,,,,,True,,,,False
31109,2682,2592.0,3404.9,,,,,2586.0,1816.2,4225.7,,3671.5,-90.0,722.9,,,,,-96.0,-865.8,1543.7,,989.5,False,,,,,False,False,False,,False
31111,281,0.0,,,,,,45.0,,,,195.1,-281.0,,,,,,-236.0,,,,-85.9,,,,,,True,,,,True
31113,6,0.0,,,,,,0.0,,,,,-6.0,,,,,,-6.0,,,,,,,,,,False,,,,
31115,2,0.0,,,,,,0.0,,,,,-2.0,,,,,,-2.0,,,,,,,,,,False,,,,
31117,3,0.0,,,,,,0.0,,,,0.0,-3.0,,,,,,-3.0,,,,-3.0,,,,,,False,,,,True
31119,322,64.0,,,,,,243.0,39.1,,,68.3,-258.0,,,,,,-79.0,-282.9,,,-253.7,,,,,,True,False,,,True
31121,41,16.0,,,,,,16.0,,,,344.8,-25.0,,,,,,-25.0,,,,303.8,,,,,,False,,,,False
31123,19,8.0,,,,,,13.0,,,,0.1,-11.0,,,,,,-6.0,,,,-18.9,,,,,,True,,,,False
31125,11,0.0,,,,,,4.0,,,,0.1,-11.0,,,,,,-7.0,,,,-10.9,,,,,,True,,,,True
31127,104,8.0,,,,,,15.0,,,,25.9,-96.0,,,,,,-89.0,,,,-78.1,,,,,,True,,,,True
31129,12,16.0,,,,,,0.0,,,,0.0,4.0,,,,,,-12.0,,,,-12.0,,,,,,False,,,,False
31131,99,24.0,,,,,,68.0,,,,6.3,-75.0,,,,,,-31.0,,,,-92.7,,,,,,True,,,,False
31133,12,0.0,,,,,,0.0,,,,0.0,-12.0,,,,,,-12.0,,,,-12.0,,,,,,False,,,,False
31135,34,0.0,,,,,,0.0,,,,,-34.0,,,,,,-34.0,,,,,,,,,,False,,,,
31137,61,8.0,,,,,,4.0,,,,4.5,-53.0,,,,,,-57.0,,,,-56.5,,,,,,False,,,,False
31139,77,24.0,,,,,,19.0,,,,303.6,-53.0,,,,,,-58.0,,,,226.6,,,,,,False,,,,False
31141,255,152.0,,,,,,197.0,21.2,,,23.1,-103.0,,,,,,-58.0,-233.8,,,-231.9,,,,,,True,False,,,False
31143,30,0.0,,,,,,8.0,,,,0.0,-30.0,,,,,,-22.0,,,,-30.0,,,,,,True,,,,True
31145,14,8.0,,,,,,2.0,,,,1.0,-6.0,,,,,,-12.0,,,,-13.0,,,,,,False,,,,False
31147,36,16.0,,,,,,12.0,,,,0.5,-20.0,,,,,,-24.0,,,,-35.5,,,,,,False,,,,False
31149,31,0.0,,,,,,0.0,,,,0.0,-31.0,,,,,,-31.0,,,,-31.0,,,,,,False,,,,True
31151,107,88.0,,,,,,152.0,3.0,,,132.5,-19.0,,,,,,45.0,-104.0,,,25.5,,,,,,False,False,,,False
31153,1613,1280.0,2658.8,,,,,1122.0,950.4,1139.2,,277.1,-333.0,1045.8,,,,,-491.0,-662.6,-473.8,,-1335.9,False,,,,,False,False,False,,False
31155,215,88.0,,,,,,102.0,133.5,,,23.0,-127.0,,,,,,-113.0,-81.5,,,-192.0,,,,,,True,True,,,False
31157,139,64.0,,,,,,176.0,79.2,,,5.4,-75.0,,,,,,37.0,-59.8,,,-133.6,,,,,,True,True,,,False
31159,131,72.0,,,,,,78.0,,,,108.5,-59.0,,,,,,-53.0,,,,-22.5,,,,,,True,,,,True
31161,31,0.0,,,,,,8.0,,,,0.0,-31.0,,,,,,-23.0,,,,-31.0,,,,,,True,,,,False
31163,15,0.0,,,,,,0.0,,,,0.0,-15.0,,,,,,-15.0,,,,-15.0,,,,,,False,,,,False
31165,2,0.0,,,,,,8.0,,,,0.0,-2.0,,,,,,6.0,,,,-2.0,,,,,,False,,,,False
31167,18,0.0,,,,,,24.0,,,,0.0,-18.0,,,,,,6.0,,,,-18.0,,,,,,True,,,,False
31169,9,80.0,,,,,,8.0,,,,187.8,71.0,,,,,,-1.0,,,,178.8,,,,,,True,,,,False
31171,5,0.0,,,,,,0.0,,,,0.0,-5.0,,,,,,-5.0,,,,-5.0,,,,,,False,,,,False
31173,65,72.0,,,,,,49.0,0.0,,,1.7,7.0,,,,,,-16.0,-65.0,,,-63.3,,,,,,False,False,,,False
31175,16,8.0,,,,,,0.0,,,,0.6,-8.0,,,,,,-16.0,,,,-15.4,,,,,,False,,,,False
31177,116,136.0,,,,,,108.0,,,,579.4,20.0,,,,,,-8.0,,,,463.4,,,,,,True,,,,False
31179,45,32.0,,,,,,40.0,,,,2.3,-13.0,,,,,,-5.0,,,,-42.7,,,,,,True,,,,False
31181,7,16.0,,,,,,0.0,,,,0.3,9.0,,,,,,-7.0,,,,-6.7,,,,,,True,,,,True
31183,5,0.0,,,,,,0.0,,,,,-5.0,,,,,,-5.0,,,,,,,,,,False,,,,
31185,84,32.0,,,,,,38.0,,,,0.0,-52.0,,,,,,-46.0,,,,-84.0,,,,,,True,,,,False
32001,89,80.0,,,,,,14.0,,,,152.5,-9.0,,,,,,-75.0,,,,63.5,,,,,,False,,,,False
32003,33098,56144.0,79074.4,,,,,48463.0,19913.8,49592.3,,38824.3,23046.0,45976.4,,,,,15365.0,-13184.2,16494.3,,5726.3,False,,,,,True,True,True,,True
32005,170,104.0,,,,,,57.0,,,,113.0,-66.0,,,,,,-113.0,,,,-57.0,,,,,,False,,,,True
32007,580,456.0,968.8,,,,,212.0,500.0,,,728.3,-124.0,388.8,,,,,-368.0,-80.0,,,148.3,False,,,,,False,True,,,False
32009,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
32011,9,0.0,,,,,,0.0,,,,0.0,-9.0,,,,,,-9.0,,,,-9.0,,,,,,False,,,,False
32013,29,0.0,,,,,,200.0,,,,3.7,-29.0,,,,,,171.0,,,,-25.3,,,,,,False,,,,True
32015,23,24.0,,,,,,20.0,,,,11.5,1.0,,,,,,-3.0,,,,-11.5,,,,,,False,,,,False
32017,4,8.0,,,,,,0.0,,,,0.8,4.0,,,,,,-4.0,,,,-3.2,,,,,,False,,,,True
32019,218,128.0,351.5,,,,,91.0,184.0,,,102.3,-90.0,133.5,,,,,-127.0,-34.0,,,-115.7,False,,,,,False,True,,,False
32021,3,32.0,,,,,,0.0,,,,22.2,29.0,,,,,,-3.0,,,,19.2,,,,,,True,,,,True
32023,276,232.0,,,,,,71.0,297.0,,,306.2,-44.0,,,,,,-205.0,21.0,,,30.2,,,,,,False,True,,,True
32027,11,8.0,,,,,,9.0,,,,10.7,-3.0,,,,,,-2.0,,,,-0.3,,,,,,True,,,,True
32029,8,0.0,,,,,,0.0,,,,0.0,-8.0,,,,,,-8.0,,,,-8.0,,,,,,False,,,,False
32031,3979,3552.0,3266.0,,,,,4233.0,3057.8,4375.3,,2891.1,-427.0,-713.0,,,,,254.0,-921.2,396.3,,-1087.9,False,,,,,True,False,True,,False
32033,38,24.0,,,,,,11.0,,,,20.1,-14.0,,,,,,-27.0,,,,-17.9,,,,,,False,,,,False
32510,236,320.0,140.9,,,,,286.0,398.4,,,510.0,84.0,-95.1,,,,,50.0,162.4,,,274.0,False,,,,,True,False,,,False
33001,35,40.0,9.6,,,,,8.0,,,,0.5,5.0,-25.4,,,,,-27.0,,,,-34.5,False,,,,,False,,,,False
33003,45,40.0,,,,,,24.0,,,,0.6,-5.0,,,,,,-21.0,,,,-44.4,,,,,,False,,,,False
33005,60,40.0,0.0,,,,,73.0,,,,1604.1,-20.0,-60.0,,,,,13.0,,,,1544.1,False,,,,,True,,,,False
33007,8,16.0,,,,,,0.0,,,,1558.2,8.0,,,,,,-8.0,,,,1550.2,,,,,,False,,,,False
33009,29,56.0,0.2,,,,,8.0,,,,0.5,27.0,-28.8,,,,,-21.0,,,,-28.5,False,,,,,True,,,,False
33011,680,720.0,2357.5,,,,,426.0,197.7,554.4,,1413.6,40.0,1677.5,,,,,-254.0,-482.3,-125.6,,733.6,False,,,,,False,False,False,,False
33013,95,96.0,171.2,,,,,148.0,72.9,77.8,,8.1,1.0,76.2,,,,,53.0,-22.1,-17.2,,-86.9,False,,,,,False,False,False,,False
33015,356,248.0,237.4,,,,,77.0,94.4,143.3,,1734.8,-108.0,-118.6,,,,,-279.0,-261.6,-212.7,,1378.8,False,,,,,False,False,False,,False
33017,147,56.0,56.8,,,,,35.0,30.7,34.7,,0.0,-91.0,-90.2,,,,,-112.0,-116.3,-112.3,,-147.0,True,,,,,False,False,False,,False
33019,13,16.0,,,,,,48.0,,,,0.0,3.0,,,,,,35.0,,,,-13.0,,,,,,False,,,,False
34001,883,864.0,1498.9,,,,,542.0,534.9,673.1,,4928.9,-19.0,615.9,,,,,-341.0,-348.1,-209.9,,4045.9,False,,,,,False,False,False,,False
34003,2219,1056.0,67.1,,,,,741.0,2667.3,480.0,,93.4,-1163.0,-2151.9,,,,,-1478.0,448.3,-1739.0,,-2125.6,False,,,,,False,True,False,,False
34005,1332,640.0,708.2,,,,,615.0,419.4,625.6,,1048.5,-692.0,-623.8,,,,,-717.0,-912.6,-706.4,,-283.5,True,,,,,False,False,False,,True
34007,1740,1184.0,1282.7,,,,,1529.0,465.5,1481.6,,703.9,-556.0,-457.3,,,,,-211.0,-1274.5,-258.4,,-1036.1,True,,,,,True,False,True,,False
34009,382,160.0,178.6,,,,,123.0,176.8,99.1,,97.1,-222.0,-203.4,,,,,-259.0,-205.2,-282.9,,-284.9,True,,,,,False,True,False,,False
34011,639,232.0,289.6,,,,,669.0,67.4,215.9,,12.6,-407.0,-349.4,,,,,30.0,-571.6,-423.1,,-626.4,True,,,,,True,False,False,,False
34013,1668,936.0,405.2,,,,,1081.0,575.9,441.6,,0.0,-732.0,-1262.8,,,,,-587.0,-1092.1,-1226.4,,-1668.0,False,,,,,True,False,False,,False
34015,1261,648.0,503.3,,,,,639.0,408.4,277.9,,365.0,-613.0,-757.7,,,,,-622.0,-852.6,-983.1,,-896.0,False,,,,,False,False,False,,False
34017,1279,1376.0,356.6,,,,,973.0,188.8,172.7,,440.7,97.0,-922.4,,,,,-306.0,-1090.2,-1106.3,,-838.3,False,,,,,False,False,False,,False
34019,199,56.0,273.7,,,,,73.0,161.4,19.0,,4253.1,-143.0,74.7,,,,,-126.0,-37.6,-180.0,,4054.1,True,,,,,True,True,False,,False
34021,680,528.0,949.3,,,,,742.0,297.8,429.2,,7037.6,-152.0,269.3,,,,,62.0,-382.2,-250.8,,6357.6,False,,,,,True,False,False,,False
34023,1820,1232.0,158.7,,,,,1151.0,824.5,612.6,,530.5,-588.0,-1661.3,,,,,-669.0,-995.5,-1207.4,,-1289.5,False,,,,,False,False,False,,False
34025,1686,1696.0,443.2,,,,,528.0,1731.9,1589.2,,308.8,10.0,-1242.8,,,,,-1158.0,45.9,-96.8,,-1377.2,False,,,,,False,False,False,,False
34027,839,520.0,213.0,,,,,376.0,892.9,73.2,,673.5,-319.0,-626.0,,,,,-463.0,53.9,-765.8,,-165.5,False,,,,,False,True,False,,True
34029,1980,1088.0,642.8,,,,,718.0,936.2,531.2,,2434.8,-892.0,-1337.2,,,,,-1262.0,-1043.8,-1448.8,,454.8,False,,,,,False,False,False,,True
34031,1583,936.0,1054.5,,,,,752.0,532.4,602.7,,151.4,-647.0,-528.5,,,,,-831.0,-1050.6,-980.3,,-1431.6,True,,,,,False,False,False,,False
34033,195,136.0,179.1,,,,,120.0,75.5,107.0,,2082.3,-59.0,-15.9,,,,,-75.0,-119.5,-88.0,,1887.3,True,,,,,False,False,False,,False
34035,675,576.0,215.3,,,,,299.0,604.3,104.6,,374.9,-99.0,-459.7,,,,,-376.0,-70.7,-570.4,,-300.1,False,,,,,False,True,False,,False
34037,210,144.0,38.0,,,,,32.0,117.4,265.3,,134.6,-66.0,-172.0,,,,,-178.0,-92.6,55.3,,-75.4,False,,,,,False,False,True,,False
34039,1229,600.0,391.1,,,,,868.0,676.7,0.0,,89.4,-629.0,-837.9,,,,,-361.0,-552.3,-1229.0,,-1139.6,False,,,,,True,True,False,,False
34041,165,80.0,67.9,,,,,65.0,83.2,102.3,,14.7,-85.0,-97.1,,,,,-100.0,-81.8,-62.7,,-150.3,False,,,,,False,True,True,,False
35001,2359,5704.0,4310.9,,,,,5932.0,4382.3,4471.9,,7116.6,3345.0,1951.9,,,,,3573.0,2023.3,2112.9,,4757.6,True,,,,,False,True,True,,False
35003,8,8.0,,,,,,0.0,,,,1.1,0.0,,,,,,-8.0,,,,-6.9,,,,,,False,,,,False
35005,721,296.0,139.0,,,,,427.0,482.0,,,470.1,-425.0,-582.0,,,,,-294.0,-239.0,,,-250.9,False,,,,,True,True,,,True
35006,163,96.0,,,,,,137.0,76.4,,,1.5,-67.0,,,,,,-26.0,-86.6,,,-161.5,,,,,,True,False,,,False
35007,13,16.0,,,,,,8.0,,,,2.8,3.0,,,,,,-5.0,,,,-10.2,,,,,,False,,,,False
35009,422,432.0,,,,,,883.0,293.2,,,734.0,10.0,,,,,,461.0,-128.8,,,312.0,,,,,,False,False,,,False
35011,2,0.0,,,,,,0.0,,,,,-2.0,,,,,,-2.0,,,,,,,,,,False,,,,
35013,1347,2480.0,3585.7,,,,,2855.0,1968.5,2502.4,,1640.0,1133.0,2238.7,,,,,1508.0,621.5,1155.4,,293.0,False,,,,,False,True,False,,True
35015,446,280.0,327.9,,,,,733.0,225.3,,,241.6,-166.0,-118.1,,,,,287.0,-220.7,,,-204.4,True,,,,,False,False,,,False
35017,54,120.0,,,,,,82.0,,,,2.6,66.0,,,,,,28.0,,,,-51.4,,,,,,True,,,,True
35019,10,32.0,,,,,,4.0,,,,8.9,22.0,,,,,,-6.0,,,,-1.1,,,,,,True,,,,True
35021,1,0.0,,,,,,0.0,,,,0.0,-1.0,,,,,,-1.0,,,,-1.0,,,,,,False,,,,False
35023,20,48.0,,,,,,20.0,,,,12.3,28.0,,,,,,0.0,,,,-7.7,,,,,,True,,,,True
35025,904,592.0,564.2,,,,,796.0,441.5,,,326.9,-312.0,-339.8,,,,,-108.0,-462.5,,,-577.1,False,,,,,True,False,,,False
35027,143,96.0,,,,,,5.0,,,,305.5,-47.0,,,,,,-138.0,,,,162.5,,,,,,False,,,,False
35028,16,24.0,,,,,,9.0,,,,0.6,8.0,,,,,,-7.0,,,,-15.4,,,,,,True,,,,False
35029,218,176.0,,,,,,84.0,138.2,,,198.1,-42.0,,,,,,-134.0,-79.8,,,-19.9,,,,,,False,False,,,True
35031,550,1032.0,591.0,,,,,596.0,63.9,734.0,,0.0,482.0,41.0,,,,,46.0,-486.1,184.0,,-550.0,True,,,,,True,False,True,,False
35033,4,8.0,,,,,,0.0,,,,0.6,4.0,,,,,,-4.0,,,,-3.4,,,,,,False,,,,True
35035,141,216.0,282.0,,,,,90.0,139.9,,,621.8,75.0,141.0,,,,,-51.0,-1.1,,,480.8,False,,,,,True,True,,,False
35037,49,64.0,,,,,,16.0,,,,2.1,15.0,,,,,,-33.0,,,,-46.9,,,,,,False,,,,False
35039,180,464.0,,,,,,127.0,180.6,,,164.8,284.0,,,,,,-53.0,0.6,,,-15.2,,,,,,True,True,,,True
35041,145,64.0,,,,,,127.0,,,,175.8,-81.0,,,,,,-18.0,,,,30.8,,,,,,True,,,,True
35043,381,672.0,321.9,,,,,626.0,390.3,608.6,,601.7,291.0,-59.1,,,,,245.0,9.3,227.6,,220.7,True,,,,,True,True,True,,True
35045,419,1136.0,421.1,,,,,618.0,289.8,494.9,,621.9,717.0,2.1,,,,,199.0,-129.2,75.9,,202.9,True,,,,,True,True,True,,True
35047,59,48.0,,,,,,382.0,,,,490.0,-11.0,,,,,,323.0,,,,431.0,,,,,,False,,,,False
35049,486,632.0,506.8,,,,,885.0,902.4,,,718.6,146.0,20.8,,,,,399.0,416.4,,,232.6,True,,,,,False,False,,,False
35051,19,40.0,,,,,,5.0,,,,515.6,21.0,,,,,,-14.0,,,,496.6,,,,,,True,,,,False
35053,15,8.0,,,,,,36.0,,,,637.0,-7.0,,,,,,21.0,,,,622.0,,,,,,False,,,,False
35055,58,136.0,,,,,,68.0,,,,7.9,78.0,,,,,,10.0,,,,-50.1,,,,,,True,,,,True
35057,13,24.0,,,,,,23.0,,,,585.4,11.0,,,,,,10.0,,,,572.4,,,,,,True,,,,False
35059,19,48.0,,,,,,3.0,,,,0.6,29.0,,,,,,-16.0,,,,-18.4,,,,,,True,,,,True
35061,284,552.0,324.0,,,,,439.0,488.6,,,493.0,268.0,40.0,,,,,155.0,204.6,,,209.0,True,,,,,True,True,,,True
36001,581,856.0,338.2,,,,,255.0,118.0,1062.2,,38.1,275.0,-242.8,,,,,-326.0,-463.0,481.2,,-542.9,True,,,,,False,False,False,,False
36003,23,40.0,,,,,,86.0,,,,0.5,17.0,,,,,,63.0,,,,-22.5,,,,,,False,,,,False
36005,3305,0.0,,,,,,,,,,,-3305.0,,,,,,,,,,,,,,,,,,,,
36007,533,560.0,407.1,,,,,135.0,317.3,477.2,,69.0,27.0,-125.9,,,,,-398.0,-215.7,-55.8,,-464.0,False,,,,,False,False,False,,False
36009,94,56.0,61.6,,,,,104.0,125.3,,,1.0,-38.0,-32.4,,,,,10.0,31.3,,,-93.0,True,,,,,True,True,,,False
36011,58,24.0,71.7,,,,,41.0,71.8,,,0.2,-34.0,13.7,,,,,-17.0,13.8,,,-57.8,True,,,,,True,True,,,False
36013,313,192.0,212.4,,,,,527.0,331.5,,,10.7,-121.0,-100.6,,,,,214.0,18.5,,,-302.3,True,,,,,False,True,,,False
36015,94,40.0,9.6,,,,,91.0,8.1,,,3848.0,-54.0,-84.4,,,,,-3.0,-85.9,,,3754.0,False,,,,,True,False,,,False
36017,63,128.0,,,,,,5.0,54.8,,,10.5,65.0,,,,,,-58.0,-8.2,,,-52.5,,,,,,True,True,,,True
36019,41,24.0,34.2,,,,,63.0,7.4,,,0.0,-17.0,-6.8,,,,,22.0,-33.6,,,-41.0,True,,,,,False,False,,,False
36021,86,48.0,244.0,,,,,4.0,41.1,44.3,,22.7,-38.0,158.0,,,,,-82.0,-44.9,-41.7,,-63.3,False,,,,,False,False,False,,False
36023,51,80.0,,,,,,13.0,,,,40.3,29.0,,,,,,-38.0,,,,-10.7,,,,,,False,,,,True
36025,35,16.0,,,,,,0.0,,,,2102.9,-19.0,,,,,,-35.0,,,,2067.9,,,,,,False,,,,False
36027,611,832.0,53.9,,,,,94.0,141.6,485.5,,182.2,221.0,-557.1,,,,,-517.0,-469.4,-125.5,,-428.8,False,,,,,False,False,True,,False
36029,2551,2440.0,1706.0,,,,,3098.0,640.5,4204.2,,687.3,-111.0,-845.0,,,,,547.0,-1910.5,1653.2,,-1863.7,False,,,,,False,False,False,,False
36031,100,0.0,,,,,,10.0,,,,0.0,-100.0,,,,,,-90.0,,,,-100.0,,,,,,True,,,,True
36033,21,40.0,0.1,,,,,9.0,,,,1231.5,19.0,-20.9,,,,,-12.0,,,,1210.5,False,,,,,True,,,,False
36035,50,8.0,206.4,,,,,3.0,27.7,26.3,,0.0,-42.0,156.4,,,,,-47.0,-22.3,-23.7,,-50.0,False,,,,,False,True,True,,False
36037,51,72.0,48.3,,,,,154.0,47.0,,,751.1,21.0,-2.7,,,,,103.0,-4.0,,,700.1,True,,,,,False,True,,,False
36039,46,48.0,,,,,,0.0,9.9,,,0.1,2.0,,,,,,-46.0,-36.1,,,-45.9,,,,,,False,False,,,False
36041,8,0.0,,,,,,0.0,,,,0.0,-8.0,,,,,,-8.0,,,,-8.0,,,,,,False,,,,False
36043,108,128.0,132.0,,,,,1.0,214.0,,,1.8,20.0,24.0,,,,,-107.0,106.0,,,-106.2,False,,,,,False,False,,,False
36045,53,72.0,28.3,,,,,1.0,59.7,,,69.1,19.0,-24.7,,,,,-52.0,6.7,,,16.1,False,,,,,False,True,,,True
36047,4686,0.0,,,,,,,,,,,-4686.0,,,,,,,,,,,,,,,,,,,,
36049,18,8.0,,,,,,0.0,,,,0.0,-10.0,,,,,,-18.0,,,,-18.0,,,,,,False,,,,False
36051,37,96.0,94.0,,,,,92.0,52.2,,,116.2,59.0,57.0,,,,,55.0,15.2,,,79.2,True,,,,,True,True,,,False
36053,96,64.0,100.1,,,,,10.0,42.5,42.6,,2599.6,-32.0,4.1,,,,,-86.0,-53.5,-53.4,,2503.6,True,,,,,False,False,False,,False
36055,1329,1840.0,1865.5,,,,,1128.0,838.0,1888.7,,882.0,511.0,536.5,,,,,-201.0,-491.0,559.7,,-447.0,False,,,,,True,True,False,,True
36057,75,104.0,,,,,,1.0,69.2,,,28.0,29.0,,,,,,-74.0,-5.8,,,-47.0,,,,,,False,True,,,False
36059,3039,2616.0,384.8,,,,,1211.0,4166.5,3049.2,,838.7,-423.0,-2654.2,,,,,-1828.0,1127.5,10.2,,-2200.3,False,,,,,False,False,True,,False
36061,2802,19288.0,,,,,,5389.0,4521.0,14322.6,,36442.0,16486.0,,,,,,2587.0,1719.0,11520.6,,33640.0,,,,,,True,True,True,,False
36063,303,328.0,792.3,,,,,775.0,130.6,138.5,,44.9,25.0,489.3,,,,,472.0,-172.4,-164.5,,-258.1,False,,,,,False,False,False,,False
36065,404,952.0,949.4,,,,,104.0,436.8,613.8,,6775.3,548.0,545.4,,,,,-300.0,32.8,209.8,,6371.3,True,,,,,True,True,True,,False
36067,798,1296.0,1890.7,,,,,454.0,543.8,875.2,,573.2,498.0,1092.7,,,,,-344.0,-254.2,77.2,,-224.8,False,,,,,True,True,True,,True
36069,111,224.0,235.0,,,,,154.0,261.5,78.3,,1106.1,113.0,124.0,,,,,43.0,150.5,-32.7,,995.1,False,,,,,True,False,True,,False
36071,690,728.0,34.6,,,,,309.0,87.2,627.2,,1205.5,38.0,-655.4,,,,,-381.0,-602.8,-62.8,,515.5,False,,,,,False,False,False,,False
36073,33,8.0,,,,,,104.0,12.9,,,0.0,-25.0,,,,,,71.0,-20.1,,,-33.0,,,,,,False,True,,,False
36075,133,80.0,420.8,,,,,18.0,166.1,,,58.5,-53.0,287.8,,,,,-115.0,33.1,,,-74.5,False,,,,,False,True,,,False
36077,218,48.0,4.6,,,,,0.0,,,,0.8,-170.0,-213.4,,,,,-218.0,,,,-217.2,False,,,,,False,,,,False
36079,164,232.0,153.7,,,,,5.0,121.1,229.8,,63.4,68.0,-10.3,,,,,-159.0,-42.9,65.8,,-100.6,True,,,,,False,True,True,,False
36081,3945,0.0,,,,,,,,,,,-3945.0,,,,,,,,,,,,,,,,,,,,
36083,226,456.0,142.8,,,,,95.0,159.9,553.1,,203.9,230.0,-83.2,,,,,-131.0,-66.1,327.1,,-22.1,True,,,,,True,True,False,,True
36085,1012,0.0,,,,,,,,,,,-1012.0,,,,,,,,,,,,,,,,,,,,
36087,746,672.0,58.6,,,,,278.0,312.5,933.7,,222.4,-74.0,-687.4,,,,,-468.0,-433.5,187.7,,-523.6,False,,,,,False,False,False,,False
36089,62,96.0,8.7,,,,,5.0,10.0,,,4543.9,34.0,-53.3,,,,,-57.0,-52.0,,,4481.9,False,,,,,False,False,,,False
36091,320,320.0,94.8,,,,,102.0,188.4,552.6,,119.9,0.0,-225.2,,,,,-218.0,-131.6,232.6,,-200.1,False,,,,,False,False,False,,False
36093,441,432.0,116.1,,,,,113.0,245.9,358.7,,789.5,-9.0,-324.9,,,,,-328.0,-195.1,-82.3,,348.5,False,,,,,False,False,False,,False
36095,15,0.0,,,,,,0.0,,,,0.0,-15.0,,,,,,-15.0,,,,-15.0,,,,,,False,,,,True
36097,16,8.0,,,,,,8.0,,,,844.0,-8.0,,,,,,-8.0,,,,828.0,,,,,,False,,,,False
36099,26,32.0,,,,,,26.0,,,,935.9,6.0,,,,,,0.0,,,,909.9,,,,,,True,,,,False
36101,46,48.0,8.2,,,,,150.0,35.9,35.4,,33.6,2.0,-37.8,,,,,104.0,-10.1,-10.6,,-12.4,False,,,,,False,False,False,,False
36103,3175,3624.0,660.0,,,,,1453.0,2119.1,7006.4,,1354.7,449.0,-2515.0,,,,,-1722.0,-1055.9,3831.4,,-1820.3,False,,,,,False,False,False,,False
36105,76,72.0,154.0,,,,,24.0,13.1,38.0,,2165.4,-4.0,78.0,,,,,-52.0,-62.9,-38.0,,2089.4,False,,,,,False,False,False,,False
36107,50,72.0,,,,,,31.0,59.4,,,16.2,22.0,,,,,,-19.0,9.4,,,-33.8,,,,,,True,True,,,False
36109,176,128.0,1.7,,,,,68.0,11.4,,,5.2,-48.0,-174.3,,,,,-108.0,-164.6,,,-170.8,False,,,,,False,False,,,False
36111,315,360.0,51.5,,,,,26.0,37.7,654.9,,14.4,45.0,-263.5,,,,,-289.0,-277.3,339.9,,-300.6,False,,,,,False,False,False,,False
36113,62,96.0,22.9,,,,,34.0,12.4,147.0,,0.5,34.0,-39.1,,,,,-28.0,-49.6,85.0,,-61.5,False,,,,,True,False,False,,False
36115,33,8.0,37.1,,,,,50.0,4.4,2.2,,0.0,-25.0,4.1,,,,,17.0,-28.6,-30.8,,-33.0,True,,,,,True,False,False,,False
36117,76,176.0,136.5,,,,,55.0,220.4,,,13.7,100.0,60.5,,,,,-21.0,144.4,,,-62.3,True,,,,,True,False,,,True
36119,1983,1944.0,601.3,,,,,1287.0,745.2,2866.6,,2532.9,-39.0,-1381.7,,,,,-696.0,-1237.8,883.6,,549.9,False,,,,,False,False,False,,False
36121,24,24.0,,,,,,96.0,20.9,,,953.0,0.0,,,,,,72.0,-3.1,,,929.0,,,,,,False,False,,,False
36123,11,24.0,,,,,,24.0,,,,0.3,13.0,,,,,,13.0,,,,-10.7,,,,,,False,,,,True
37001,1875,1944.0,2212.2,,,,,1451.0,999.5,1545.3,,2629.2,69.0,337.2,,,,,-424.0,-875.5,-329.7,,754.2,False,,,,,False,False,False,,False
37003,254,432.0,,,,,,321.0,382.0,,,1007.1,178.0,,,,,,67.0,128.0,,,753.1,,,,,,True,True,,,False
