,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
37009,77,40.0,43.1,,33.0,33.0,,,,,32.5,,30.0,,53.9,54.9,,14.7,32.4,29.0,105.0,,47.1,,36.0,,,51.0,24.0,-37.0,-33.9,,-44.0,-44.0,,,,,-44.5,,-47.0,,-23.1,-22.1,,-62.3,-44.6,-48.0,28.0,,-29.9,,-41.0,,,-26.0,-53.0,True,,False,False,,,,,False,,False,,True,True,,False,False,False,True,,True,,False,,,True,False
37011,155,22.0,19.6,,22.0,8.0,,,,,54.8,,48.0,,36.0,54.9,,7.2,22.6,27.0,12.0,,11.8,,28.6,,,18.0,74.2,-133.0,-135.4,,-133.0,-147.0,,,,,-100.2,,-107.0,,-119.0,-100.1,,-147.8,-132.4,-128.0,-143.0,,-143.2,,-126.4,,,-137.0,-80.8,False,,False,False,,,,,True,,True,,True,True,,False,True,True,False,,False,,True,,,False,True
37013,219,58.0,54.9,,57.0,65.0,,,,,82.9,,97.0,,49.5,81.8,,36.7,81.7,55.0,0.0,,80.1,,50.5,,,47.0,141.3,-161.0,-164.1,,-162.0,-154.0,,,,,-136.1,,-122.0,,-169.5,-137.2,,-182.3,-137.3,-164.0,-219.0,,-138.9,,-168.5,,,-172.0,-77.7,False,,False,True,,,,,True,,True,,False,True,,False,True,False,False,,True,,False,,,False,True
37015,64,58.0,57.7,,46.0,46.0,,,,,43.0,,30.0,,47.3,47.8,,13.5,49.5,61.0,18.0,,25.8,,51.3,,,52.0,31.7,-6.0,-6.3,,-18.0,-18.0,,,,,-21.0,,-34.0,,-16.7,-16.2,,-50.5,-14.5,-3.0,-46.0,,-38.2,,-12.7,,,-12.0,-32.3,False,,False,False,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,,,False,False
37017,92,62.0,59.9,,59.0,98.0,,,,,67.5,,92.0,,70.1,115.9,,13.2,50.6,61.0,6.0,,8.0,,43.0,,,52.0,65.1,-30.0,-32.1,,-33.0,6.0,,,,,-24.5,,0.0,,-21.9,23.9,,-78.8,-41.4,-31.0,-86.0,,-84.0,,-49.0,,,-40.0,-26.9,False,,False,True,,,,,True,,True,,True,True,,False,False,False,False,,False,,False,,,False,True
37019,290,130.0,127.3,,115.0,117.0,,,,,90.4,,158.0,,114.4,211.6,,56.7,125.5,168.0,108.0,,54.1,,88.9,109.0,,114.0,61.5,-160.0,-162.7,,-175.0,-173.0,,,,,-199.6,,-132.0,,-175.6,-78.4,,-233.3,-164.5,-122.0,-182.0,,-235.9,,-201.1,-181.0,,-176.0,-228.5,False,,False,False,,,,,False,,True,,False,True,,False,False,True,False,,False,,False,False,,False,False
37021,425,378.0,384.2,,339.0,455.0,,,,,184.3,,513.0,,295.0,465.4,,267.8,367.1,617.0,300.0,,265.4,,339.8,536.0,,386.0,167.6,-47.0,-40.8,,-86.0,30.0,,,,,-240.7,,88.0,,-130.0,40.4,,-157.2,-57.9,192.0,-125.0,,-159.6,,-85.2,111.0,,-39.0,-257.4,True,,False,True,,,,,False,,False,,False,True,,False,False,False,False,,False,,False,False,,True,False
37023,269,168.0,163.7,,154.0,245.0,,,,,160.9,,242.0,,129.8,164.1,,106.2,162.7,256.0,360.0,,152.2,,142.5,,,209.0,74.2,-101.0,-105.3,,-115.0,-24.0,,,,,-108.1,,-27.0,,-139.2,-104.9,,-162.8,-106.3,-13.0,91.0,,-116.8,,-126.5,,,-60.0,-194.8,False,,False,True,,,,,False,,True,,False,False,,False,False,True,True,,False,,False,,,True,False
37025,371,348.0,359.1,,309.0,339.0,,,,,367.6,,469.0,,303.9,302.5,,174.6,300.0,431.0,128.0,,56.9,,276.7,300.0,,358.0,330.4,-23.0,-11.9,,-62.0,-32.0,,,,,-3.4,,98.0,,-67.1,-68.5,,-196.4,-71.0,60.0,-243.0,,-314.1,,-94.3,-71.0,,-13.0,-40.6,True,,False,False,,,,,True,,False,,False,False,,False,False,False,False,,False,,False,False,,True,False
37027,386,194.0,200.0,,171.0,244.0,,,,,138.1,,202.0,,129.7,164.8,,108.2,153.0,294.0,173.0,,177.3,,175.8,,,236.0,45.2,-192.0,-186.0,,-215.0,-142.0,,,,,-247.9,,-184.0,,-256.3,-221.2,,-277.8,-233.0,-92.0,-213.0,,-208.7,,-210.2,,,-150.0,-340.8,True,,False,True,,,,,False,,True,,False,False,,False,False,True,False,,False,,False,,,True,False
37029,13,4.0,4.5,,4.0,0.0,,,,,26.2,,8.0,,5.8,14.6,,1.3,4.1,3.0,15.0,,3.2,,4.5,,,5.0,4.2,-9.0,-8.5,,-9.0,-13.0,,,,,13.2,,-5.0,,-7.2,1.6,,-11.7,-8.9,-10.0,2.0,,-9.8,,-8.5,,,-8.0,-8.8,True,,False,False,,,,,False,,True,,True,True,,False,True,False,True,,False,,True,,,True,True
37031,217,114.0,105.8,,86.0,151.0,,,,,50.7,,94.0,,118.1,90.1,,71.7,45.0,188.0,74.0,,79.9,,85.5,,,131.0,64.0,-103.0,-111.2,,-131.0,-66.0,,,,,-166.3,,-123.0,,-98.9,-126.9,,-145.3,-172.0,-29.0,-143.0,,-137.1,,-131.5,,,-86.0,-153.0,False,,False,True,,,,,False,,False,,True,False,,False,False,True,False,,False,,False,,,True,False
37033,120,148.0,152.8,,105.0,196.0,,,,,46.0,,31.0,,149.3,79.5,,112.8,81.5,219.0,461.0,,32.2,,121.5,,,162.0,35.3,28.0,32.8,,-15.0,76.0,,,,,-74.0,,-89.0,,29.3,-40.5,,-7.2,-38.5,99.0,341.0,,-87.8,,1.5,,,42.0,-84.7,False,,True,False,,,,,False,,False,,False,False,,True,False,False,False,,False,,True,,,False,False
37035,559,312.0,308.6,,268.0,297.0,,,,,241.3,,350.0,,279.2,235.3,,192.5,243.5,451.0,641.0,,75.2,,272.2,276.0,,310.0,144.2,-247.0,-250.4,,-291.0,-262.0,,,,,-317.7,,-209.0,,-279.8,-323.7,,-366.5,-315.5,-108.0,82.0,,-483.8,,-286.8,-283.0,,-249.0,-414.8,False,,False,False,,,,,False,,True,,False,False,,False,False,True,True,,False,,False,False,,False,False
37037,131,82.0,90.9,,77.0,100.0,,,,,114.2,,101.0,,74.3,88.5,,38.7,97.1,105.0,35.0,,60.2,,74.7,,,67.0,65.0,-49.0,-40.1,,-54.0,-31.0,,,,,-16.8,,-30.0,,-56.7,-42.5,,-92.3,-33.9,-26.0,-96.0,,-70.8,,-56.3,,,-64.0,-66.0,True,,False,True,,,,,True,,True,,False,True,,False,True,True,False,,False,,False,,,False,False
37039,58,62.0,61.9,,55.0,52.0,,,,,36.4,,39.0,,70.4,43.9,,24.3,59.5,59.0,10.0,,25.8,,54.6,,,52.0,59.7,4.0,3.9,,-3.0,-6.0,,,,,-21.6,,-19.0,,12.4,-14.1,,-33.7,1.5,1.0,-48.0,,-32.2,,-3.4,,,-6.0,1.7,True,,True,False,,,,,False,,False,,False,False,,False,True,True,False,,False,,True,,,False,True
37041,97,64.0,63.2,,54.0,71.0,,,,,44.3,,22.0,,70.5,36.9,,30.8,65.1,74.0,100.0,,43.6,,54.6,,,42.0,48.6,-33.0,-33.8,,-43.0,-26.0,,,,,-52.7,,-75.0,,-26.5,-60.1,,-66.2,-31.9,-23.0,3.0,,-53.4,,-42.4,,,-55.0,-48.4,False,,False,True,,,,,False,,False,,True,False,,False,True,True,True,,False,,False,,,False,False
37043,42,18.0,17.4,,12.0,14.0,,,,,30.6,,10.0,,13.0,13.3,,4.4,13.6,,39.0,,12.5,,13.7,,,22.0,10.5,-24.0,-24.6,,-30.0,-28.0,,,,,-11.4,,-32.0,,-29.0,-28.7,,-37.6,-28.4,,-3.0,,-29.5,,-28.3,,,-20.0,-31.5,False,,False,False,,,,,True,,False,,False,False,,False,False,,True,,False,,False,,,True,False
37045,417,348.0,349.7,,267.0,270.0,,,,,129.6,,241.0,,285.4,234.3,,260.0,286.0,449.0,106.0,,189.1,,231.4,,,310.0,135.9,-69.0,-67.3,,-150.0,-147.0,,,,,-287.4,,-176.0,,-131.6,-182.7,,-157.0,-131.0,32.0,-311.0,,-227.9,,-185.6,,,-107.0,-281.1,True,,False,False,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,,,False,False
37047,149,86.0,85.4,,83.0,94.0,,,,,130.7,,140.0,,90.8,78.6,,18.7,74.6,84.0,72.0,,46.3,,83.4,,,82.0,77.4,-63.0,-63.6,,-66.0,-55.0,,,,,-18.3,,-9.0,,-58.2,-70.4,,-130.3,-74.4,-65.0,-77.0,,-102.7,,-65.6,,,-67.0,-71.6,False,,False,True,,,,,True,,True,,True,False,,False,False,False,False,,False,,False,,,False,False
37049,305,312.0,319.7,,228.0,298.0,,,,,132.3,,210.0,,226.3,241.0,,194.6,248.2,448.0,33.0,,64.9,,258.3,,,300.0,534.6,7.0,14.7,,-77.0,-7.0,,,,,-172.7,,-95.0,,-78.7,-64.0,,-110.4,-56.8,143.0,-272.0,,-240.1,,-46.7,,,-5.0,229.6,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,True,False
37051,698,528.0,535.2,,467.0,423.0,,,,,622.4,,581.0,,491.1,845.6,,388.8,529.3,589.0,86.0,,204.1,,398.2,467.0,,501.0,465.4,-170.0,-162.8,,-231.0,-275.0,,,,,-75.6,,-117.0,,-206.9,147.6,,-309.2,-168.7,-109.0,-612.0,,-493.9,,-299.8,-231.0,,-197.0,-232.6,True,,False,False,,,,,True,,True,,False,True,,False,True,True,False,,False,,False,False,,False,False
37053,24,14.0,7.3,,12.0,6.0,,,,,71.0,,29.0,,19.6,39.7,,3.1,12.2,14.0,34.0,,3.0,,18.1,,,7.0,25.6,-10.0,-16.7,,-12.0,-18.0,,,,,47.0,,5.0,,-4.4,15.7,,-20.9,-11.8,-10.0,10.0,,-21.0,,-5.9,,,-17.0,1.6,False,,False,False,,,,,False,,True,,True,False,,False,False,False,False,,False,,True,,,False,True
37055,36,26.0,27.3,,26.0,24.0,,,,,43.4,,29.0,,37.3,52.3,,8.5,27.3,18.0,29.0,,29.0,,20.9,,,23.0,13.1,-10.0,-8.7,,-10.0,-12.0,,,,,7.4,,-7.0,,1.3,16.3,,-27.5,-8.7,-18.0,-7.0,,-7.0,,-15.1,,,-13.0,-22.9,True,,False,False,,,,,True,,True,,True,False,,False,True,False,True,,True,,False,,,False,False
37057,446,374.0,375.7,,317.0,526.0,,,,,278.4,,299.0,,323.6,362.6,,270.3,317.2,454.0,275.0,,170.3,,358.2,381.0,,386.0,123.1,-72.0,-70.3,,-129.0,80.0,,,,,-167.6,,-147.0,,-122.4,-83.4,,-175.7,-128.8,8.0,-171.0,,-275.7,,-87.8,-65.0,,-60.0,-322.9,True,,False,False,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,True,,True,False
37059,102,58.0,57.7,,58.0,81.0,,,,,56.8,,69.0,,65.3,60.1,,25.2,60.0,99.0,48.0,,40.5,,51.1,,,63.0,25.4,-44.0,-44.3,,-44.0,-21.0,,,,,-45.2,,-33.0,,-36.7,-41.9,,-76.8,-42.0,-3.0,-54.0,,-61.5,,-50.9,,,-39.0,-76.6,False,,False,True,,,,,False,,True,,True,True,,False,True,True,False,,False,,False,,,True,False
37061,223,120.0,118.0,,115.0,123.0,,,,,179.5,,116.0,,92.7,195.2,,80.3,145.8,154.0,224.0,,372.6,,98.6,,,142.0,99.5,-103.0,-105.0,,-108.0,-100.0,,,,,-43.5,,-107.0,,-130.3,-27.8,,-142.7,-77.2,-69.0,1.0,,149.6,,-124.4,,,-81.0,-123.5,False,,False,True,,,,,True,,False,,False,True,,False,True,True,True,,False,,False,,,True,False
37063,576,358.0,335.3,507.2,318.0,363.0,,,,,452.1,,381.0,,358.6,373.0,,166.7,278.8,387.0,352.0,,30.9,,278.9,245.0,,337.0,195.2,-218.0,-240.7,-68.8,-258.0,-213.0,,,,,-123.9,,-195.0,,-217.4,-203.0,,-409.3,-297.2,-189.0,-224.0,,-545.1,,-297.1,-331.0,,-239.0,-380.8,False,True,False,True,,,,,True,,True,,True,True,,False,False,True,False,,False,,False,False,,False,False
37065,320,160.0,162.9,,143.0,137.0,,,,,93.7,,106.0,,155.4,142.2,,135.6,174.3,149.0,279.0,,100.4,,160.0,,,139.0,102.0,-160.0,-157.1,,-177.0,-183.0,,,,,-226.3,,-214.0,,-164.6,-177.8,,-184.4,-145.7,-171.0,-41.0,,-219.6,,-160.0,,,-181.0,-218.0,True,,False,False,,,,,False,,False,,False,False,,False,True,False,True,,False,,True,,,False,False
37067,756,536.0,522.4,,506.0,886.0,,,,,443.1,,607.0,,465.2,509.3,,368.2,476.1,752.0,861.0,,1352.3,,510.0,455.0,,599.0,353.2,-220.0,-233.6,,-250.0,130.0,,,,,-312.9,,-149.0,,-290.8,-246.7,,-387.8,-279.9,-4.0,105.0,,596.3,,-246.0,-301.0,,-157.0,-402.8,False,,False,True,,,,,False,,True,,False,False,,False,False,True,True,,False,,False,False,,True,False
37069,106,100.0,101.1,,92.0,123.0,,,,,106.5,,93.0,,105.5,77.1,,44.1,77.4,137.0,161.0,,113.1,,81.2,,,124.0,65.5,-6.0,-4.9,,-14.0,17.0,,,,,0.5,,-13.0,,-0.5,-28.9,,-61.9,-28.6,31.0,55.0,,7.1,,-24.8,,,18.0,-40.5,True,,False,False,,,,,True,,False,,True,False,,False,False,False,False,,False,,False,,,False,False
37071,1044,708.0,700.8,,533.0,934.0,,,,,413.5,,545.0,,525.0,495.6,,507.5,553.9,971.0,429.0,,218.5,,521.5,652.0,,683.0,152.8,-336.0,-343.2,,-511.0,-110.0,,,,,-630.5,,-499.0,,-519.0,-548.4,,-536.5,-490.1,-73.0,-615.0,,-825.5,,-522.5,-392.0,,-361.0,-891.2,False,,False,True,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,False,,False,False
37073,16,4.0,0.0,,5.0,13.0,,,,,35.9,,17.0,,4.5,16.2,,2.4,11.4,6.0,3.0,,4.9,,9.9,,,4.0,13.6,-12.0,-16.0,,-11.0,-3.0,,,,,19.9,,1.0,,-11.5,0.2,,-13.6,-4.6,-10.0,-13.0,,-11.1,,-6.1,,,-12.0,-2.4,False,,True,True,,,,,False,,True,,True,True,,False,True,True,False,,True,,True,,,False,True
37075,52,50.0,54.5,,28.0,42.0,,,,,21.3,,13.0,,54.4,20.5,,6.5,22.5,20.0,6.0,,10.8,,,,,37.0,32.7,-2.0,2.5,,-24.0,-10.0,,,,,-30.7,,-39.0,,2.4,-31.5,,-45.5,-29.5,-32.0,-46.0,,-41.2,,,,,-15.0,-19.3,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,,,,False,False
37077,114,88.0,88.2,,78.0,138.0,,,,,147.6,,108.0,,78.7,86.4,,18.4,71.1,78.0,16.0,,33.2,,91.0,,,95.0,47.7,-26.0,-25.8,,-36.0,24.0,,,,,33.6,,-6.0,,-35.3,-27.6,,-95.6,-42.9,-36.0,-98.0,,-80.8,,-23.0,,,-19.0,-66.3,True,,False,True,,,,,False,,True,,False,False,,False,False,False,False,,False,,True,,,True,False
37079,176,126.0,128.0,,70.0,133.0,,,,,70.8,,44.0,,75.8,49.8,,54.4,69.9,210.0,37.0,,39.2,,103.9,,,68.0,49.1,-50.0,-48.0,,-106.0,-43.0,,,,,-105.2,,-132.0,,-100.2,-126.2,,-121.6,-106.1,34.0,-139.0,,-136.8,,-72.1,,,-108.0,-126.9,True,,False,True,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,,,False,False
37081,1319,858.0,864.2,889.8,738.0,1063.0,,,,,746.4,,758.0,,693.3,1031.1,,501.2,747.6,918.0,340.0,,395.3,,723.0,738.0,,848.0,668.0,-461.0,-454.8,-429.2,-581.0,-256.0,,,,,-572.6,,-561.0,,-625.7,-287.9,,-817.8,-571.4,-401.0,-979.0,,-923.7,,-596.0,-581.0,,-471.0,-651.0,True,True,False,True,,,,,False,,False,,False,True,,False,False,True,False,,False,,False,False,,False,False
37083,161,106.0,106.7,,93.0,118.0,,,,,103.5,,96.0,,106.1,94.8,,49.6,92.3,175.0,24.0,,35.9,,82.2,,,92.0,40.6,-55.0,-54.3,,-68.0,-43.0,,,,,-57.5,,-65.0,,-54.9,-66.2,,-111.4,-68.7,14.0,-137.0,,-125.1,,-78.8,,,-69.0,-120.4,True,,False,True,,,,,False,,False,,True,False,,False,False,True,False,,False,,False,,,False,False
37085,309,244.0,232.5,,192.0,172.0,,,,,218.6,,248.0,,235.8,301.0,,158.1,217.4,260.0,341.0,,68.8,,196.3,171.0,,198.0,180.9,-65.0,-76.5,,-117.0,-137.0,,,,,-90.4,,-61.0,,-73.2,-8.0,,-150.9,-91.6,-49.0,32.0,,-240.2,,-112.7,-138.0,,-111.0,-128.1,False,,False,False,,,,,False,,True,,False,True,,False,False,True,True,,False,,False,False,,False,False
37087,52,40.0,39.4,,39.0,44.0,,,,,58.3,,145.0,,40.2,137.5,,11.9,36.8,42.0,47.0,,11.4,,40.4,,,33.0,34.6,-12.0,-12.6,,-13.0,-8.0,,,,,6.3,,93.0,,-11.8,85.5,,-40.1,-15.2,-10.0,-5.0,,-40.6,,-11.6,,,-19.0,-17.4,False,,False,True,,,,,True,,False,,True,False,,False,False,True,True,,False,,True,,,False,False
37089,240,124.0,126.8,,110.0,84.0,,,,,137.5,,219.0,,110.1,219.7,,81.0,133.3,143.0,125.0,,207.5,,93.4,,,115.0,102.9,-116.0,-113.2,,-130.0,-156.0,,,,,-102.5,,-21.0,,-129.9,-20.3,,-159.0,-106.7,-97.0,-115.0,,-32.5,,-146.6,,,-125.0,-137.1,True,,False,False,,,,,True,,True,,False,True,,False,True,True,True,,True,,False,,,False,False
37091,46,70.0,71.0,,55.0,51.0,,,,,57.2,,49.0,,77.3,58.0,,34.2,59.2,65.0,125.0,,18.1,,88.5,,,47.0,51.2,24.0,25.0,,9.0,5.0,,,,,11.2,,3.0,,31.3,12.0,,-11.8,13.2,19.0,79.0,,-27.9,,42.5,,,1.0,5.2,False,,True,True,,,,,True,,True,,False,True,,True,True,True,False,,False,,False,,,True,True
37093,165,188.0,188.2,,161.0,218.0,,,,,152.0,,155.0,,191.9,135.5,,97.7,176.0,276.0,125.0,,144.2,,149.7,,,187.0,104.8,23.0,23.2,,-4.0,53.0,,,,,-13.0,,-10.0,,26.9,-29.5,,-67.3,11.0,111.0,-40.0,,-20.8,,-15.3,,,22.0,-60.2,False,,True,False,,,,,True,,True,,False,False,,False,True,False,False,,True,,True,,,True,False
37095,46,4.0,5.5,,4.0,0.0,,,,,18.0,,5.0,,4.7,7.7,,2.3,4.3,5.0,2.0,,3.3,,7.7,,,4.0,3.4,-42.0,-40.5,,-42.0,-46.0,,,,,-28.0,,-41.0,,-41.3,-38.3,,-43.7,-41.7,-41.0,-44.0,,-42.7,,-38.3,,,-42.0,-42.6,True,,False,False,,,,,True,,True,,True,True,,False,True,True,False,,False,,True,,,False,False
37097,329,238.0,237.5,,213.0,209.0,,,,,242.3,,386.0,,232.5,281.9,,142.0,209.7,253.0,218.0,,515.7,,189.7,183.0,,219.0,186.2,-91.0,-91.5,,-116.0,-120.0,,,,,-86.7,,57.0,,-96.5,-47.1,,-187.0,-119.3,-76.0,-111.0,,186.7,,-139.3,-146.0,,-110.0,-142.8,False,,False,False,,,,,True,,True,,False,True,,False,False,True,False,,False,,False,False,,False,False
37099,158,46.0,42.5,,43.0,42.0,,,,,63.5,,91.0,,53.5,89.9,,29.6,65.8,74.0,29.0,,59.3,,31.4,,,39.0,35.5,-112.0,-115.5,,-115.0,-116.0,,,,,-94.5,,-67.0,,-104.5,-68.1,,-128.4,-92.2,-84.0,-129.0,,-98.7,,-126.6,,,-119.0,-122.5,False,,False,False,,,,,True,,True,,True,True,,False,True,True,False,,True,,False,,,False,False
37101,438,320.0,309.0,,269.0,449.0,,,,,366.4,,283.0,,264.4,359.4,,167.9,257.7,500.0,531.0,,75.9,,267.5,292.0,,354.0,352.2,-118.0,-129.0,,-169.0,11.0,,,,,-71.6,,-155.0,,-173.6,-78.6,,-270.1,-180.3,62.0,93.0,,-362.1,,-170.5,-146.0,,-84.0,-85.8,False,,False,True,,,,,True,,False,,False,True,,False,False,True,True,,False,,False,False,,True,True
37103,21,0.0,0.0,,1.0,0.0,,,,,29.2,,18.0,,0.9,8.7,,3.1,7.0,6.0,6.0,,3.3,,1.4,,,0.0,5.7,-21.0,-21.0,,-20.0,-21.0,,,,,8.2,,-3.0,,-20.1,-12.3,,-17.9,-14.0,-15.0,-15.0,,-17.7,,-19.6,,,-21.0,-15.3,False,,True,False,,,,,True,,True,,True,True,,True,True,True,True,,True,,True,,,False,True
37105,221,150.0,142.2,,113.0,199.0,,,,,184.3,,113.0,,130.7,172.0,,54.1,116.5,204.0,244.0,,101.8,,122.8,,,161.0,65.3,-71.0,-78.8,,-108.0,-22.0,,,,,-36.7,,-108.0,,-90.3,-49.0,,-166.9,-104.5,-17.0,23.0,,-119.2,,-98.2,,,-60.0,-155.7,False,,False,True,,,,,True,,False,,False,True,,False,False,True,True,,False,,False,,,True,False
37107,208,80.0,76.8,,74.0,79.0,,,,,109.0,,150.0,,77.4,110.7,,39.4,77.9,82.0,114.0,,71.8,,67.6,,,76.0,38.8,-128.0,-131.2,,-134.0,-129.0,,,,,-99.0,,-58.0,,-130.6,-97.3,,-168.6,-130.1,-126.0,-94.0,,-136.2,,-140.4,,,-132.0,-169.2,False,,False,False,,,,,True,,True,,False,True,,False,False,True,True,,False,,False,,,False,False
37109,356,260.0,260.1,,201.0,249.0,,,,,107.8,,188.0,,247.6,258.2,,106.1,207.5,313.0,56.0,,141.4,,218.6,,,278.0,121.0,-96.0,-95.9,,-155.0,-107.0,,,,,-248.2,,-168.0,,-108.4,-97.8,,-249.9,-148.5,-43.0,-300.0,,-214.6,,-137.4,,,-78.0,-235.0,True,,False,False,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,,,True,False
37111,141,96.0,91.2,,93.0,167.0,,,,,71.9,,106.0,,122.1,74.7,,48.0,81.2,204.0,172.0,,82.2,,85.2,,,135.0,110.5,-45.0,-49.8,,-48.0,26.0,,,,,-69.1,,-35.0,,-18.9,-66.3,,-93.0,-59.8,63.0,31.0,,-58.8,,-55.8,,,-6.0,-30.5,False,,False,True,,,,,False,,True,,True,False,,False,False,False,True,,False,,False,,,True,True
37113,57,100.0,97.1,,66.0,184.0,,,,,43.1,,70.0,,92.5,83.4,,24.6,59.6,136.0,99.0,,18.1,,71.7,,,142.0,17.4,43.0,40.1,,9.0,127.0,,,,,-13.9,,13.0,,35.5,26.4,,-32.4,2.6,79.0,42.0,,-38.9,,14.7,,,85.0,-39.6,True,,True,False,,,,,True,,True,,True,True,,True,True,False,True,,True,,True,,,False,True
37115,24,24.0,23.8,,20.0,44.0,,,,,23.8,,29.0,,27.7,38.5,,3.8,18.1,13.0,13.0,,14.1,,17.9,,,23.0,10.4,0.0,-0.2,,-4.0,20.0,,,,,-0.2,,5.0,,3.7,14.5,,-20.2,-5.9,-11.0,-11.0,,-9.9,,-6.1,,,-1.0,-13.6,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
37117,83,92.0,93.8,,63.0,65.0,,,,,54.8,,45.0,,101.7,74.0,,63.2,55.9,135.0,385.0,,16.1,,86.1,,,104.0,15.9,9.0,10.8,,-20.0,-18.0,,,,,-28.2,,-38.0,,18.7,-9.0,,-19.8,-27.1,52.0,302.0,,-66.9,,3.1,,,21.0,-67.1,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,True,,,False,False
37119,2028,1368.0,1316.4,1540.2,1189.0,1149.0,,,,,1091.2,,1516.0,,1201.6,1522.4,,1030.8,1218.6,1649.0,1425.0,,774.6,,1041.8,1124.0,,1471.0,,-660.0,-711.6,-487.8,-839.0,-879.0,,,,,-936.8,,-512.0,,-826.4,-505.6,,-997.2,-809.4,-379.0,-603.0,,-1253.4,,-986.2,-904.0,,-557.0,,False,True,False,False,,,,,False,,True,,False,True,,False,False,True,True,,False,,False,False,,True,
37121,20,22.0,22.8,,20.0,47.0,,,,,32.0,,21.0,,28.1,27.2,,5.1,17.8,14.0,11.0,,0.0,,18.3,,,35.0,9.1,2.0,2.8,,0.0,27.0,,,,,12.0,,1.0,,8.1,7.2,,-14.9,-2.2,-6.0,-9.0,,-20.0,,-1.7,,,15.0,-10.9,False,,True,False,,,,,False,,True,,False,False,,False,False,False,False,,False,,True,,,False,False
37123,71,42.0,43.5,,31.0,28.0,,,,,73.0,,97.0,,43.9,31.5,,16.7,40.1,54.0,18.0,,24.8,,31.7,,,29.0,20.8,-29.0,-27.5,,-40.0,-43.0,,,,,2.0,,26.0,,-27.1,-39.5,,-54.3,-30.9,-17.0,-53.0,,-46.2,,-39.3,,,-42.0,-50.2,True,,False,False,,,,,True,,True,,True,False,,False,False,True,False,,False,,False,,,False,False
37125,302,244.0,244.0,,201.0,421.0,,,,,124.4,,202.0,,239.2,213.0,,153.7,192.4,322.0,598.0,,88.9,,201.9,,,290.0,101.1,-58.0,-58.0,,-101.0,119.0,,,,,-177.6,,-100.0,,-62.8,-89.0,,-148.3,-109.6,20.0,296.0,,-213.1,,-100.1,,,-12.0,-200.9,True,,False,False,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,,,True,False
