,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29099,2672,2457.0,,,,1471.0,4146.3,2074.2,1123.7,2197.0,,1852.0,-215.0,,,,-1201.0,1474.3,-597.8,-1548.3,-475.0,,-820.0,,,,False,False,False,False,False,,False
29101,929,315.0,,,,412.0,223.7,179.9,10.9,120.8,,529.0,-614.0,,,,-517.0,-705.3,-749.1,-918.1,-808.2,,-400.0,,,,True,False,False,False,False,,True
29103,22,0.0,,,,31.0,,,4.4,,,2.0,-22.0,,,,9.0,,,-17.6,,,-20.0,,,,True,,,True,,,True
29105,760,161.0,,,,299.0,129.6,210.3,122.1,88.3,,113.0,-599.0,,,,-461.0,-630.4,-549.7,-637.9,-671.7,,-647.0,,,,True,False,True,False,False,,False
29107,500,175.0,,,,185.0,24.8,175.7,78.5,170.7,,319.0,-325.0,,,,-315.0,-475.2,-324.3,-421.4,-329.3,,-181.0,,,,True,False,True,False,False,,True
29109,593,350.0,,,,320.0,184.1,472.0,280.8,398.0,,283.0,-243.0,,,,-273.0,-408.9,-121.0,-312.2,-195.0,,-310.0,,,,False,False,True,False,True,,False
29111,107,42.0,,,,74.0,12.3,,0.1,51.1,,80.0,-65.0,,,,-33.0,-94.7,,-106.9,-55.9,,-27.0,,,,True,False,,False,True,,True
29113,483,441.0,,,,456.0,112.9,515.7,89.5,462.8,,470.0,-42.0,,,,-27.0,-370.1,32.7,-393.5,-20.2,,-13.0,,,,True,False,True,False,True,,True
29115,117,28.0,,,,74.0,24.1,,27.9,32.6,,34.0,-89.0,,,,-43.0,-92.9,,-89.1,-84.4,,-83.0,,,,True,False,,False,True,,True
29117,469,42.0,,,,82.0,51.0,,7.2,47.0,,59.0,-427.0,,,,-387.0,-418.0,,-461.8,-422.0,,-410.0,,,,True,True,,False,True,,True
29119,200,84.0,,,,302.0,4.5,0.6,2.7,268.9,,42.0,-116.0,,,,102.0,-195.5,-199.4,-197.3,68.9,,-158.0,,,,True,False,False,False,True,,False
29121,120,28.0,,,,81.0,23.2,,1.6,114.9,,10.0,-92.0,,,,-39.0,-96.8,,-118.4,-5.1,,-110.0,,,,True,False,,False,True,,False
29123,327,364.0,,,,83.0,574.2,52.9,129.1,,,343.0,37.0,,,,-244.0,247.2,-274.1,-197.9,,,16.0,,,,False,False,False,False,,,True
29125,89,70.0,,,,25.0,44.8,,9.6,,,108.0,-19.0,,,,-64.0,-44.2,,-79.4,,,19.0,,,,False,False,,False,,,False
29127,351,896.0,,,,336.0,1960.1,55.3,2223.0,767.6,,576.0,545.0,,,,-15.0,1609.1,-295.7,1872.0,416.6,,225.0,,,,True,False,True,False,True,,True
29129,16,14.0,,,,11.0,5.4,,8.8,,,10.0,-2.0,,,,-5.0,-10.6,,-7.2,,,-6.0,,,,False,False,,False,,,False
29131,496,280.0,,,,176.0,249.5,367.0,239.2,138.1,,289.0,-216.0,,,,-320.0,-246.5,-129.0,-256.8,-357.9,,-207.0,,,,False,False,True,False,False,,True
29133,146,126.0,,,,192.0,41.7,52.0,76.8,163.0,,81.0,-20.0,,,,46.0,-104.3,-94.0,-69.2,17.0,,-65.0,,,,False,False,False,False,True,,False
29135,287,84.0,,,,113.0,14.8,87.0,2.8,85.3,,44.0,-203.0,,,,-174.0,-272.2,-200.0,-284.2,-201.7,,-243.0,,,,True,False,True,False,True,,False
29137,59,119.0,,,,25.0,48.8,,39.8,,,178.0,60.0,,,,-34.0,-10.2,,-19.2,,,119.0,,,,True,True,,True,,,False
29139,58,56.0,,,,45.0,24.2,,21.1,102.7,,128.0,-2.0,,,,-13.0,-33.8,,-36.9,44.7,,70.0,,,,False,False,,False,False,,False
29141,442,77.0,,,,86.0,19.7,136.3,40.5,85.9,,56.0,-365.0,,,,-356.0,-422.3,-305.7,-401.5,-356.1,,-386.0,,,,True,False,True,False,True,,False
29143,290,434.0,,,,188.0,426.2,132.7,222.3,350.2,,211.0,144.0,,,,-102.0,136.2,-157.3,-67.7,60.2,,-79.0,,,,True,True,False,True,True,,True
29145,905,427.0,,,,624.0,70.6,165.6,80.3,234.4,,289.0,-478.0,,,,-281.0,-834.4,-739.4,-824.7,-670.6,,-616.0,,,,True,False,False,False,False,,False
29147,597,903.0,,,,326.0,535.0,30.0,354.5,640.7,,538.0,306.0,,,,-271.0,-62.0,-567.0,-242.5,43.7,,-59.0,,,,True,True,False,True,True,,True
29149,163,133.0,,,,73.0,33.4,,15.0,,,268.0,-30.0,,,,-90.0,-129.6,,-148.0,,,105.0,,,,False,False,,False,,,False
29151,308,56.0,,,,71.0,20.7,,24.5,49.1,,37.0,-252.0,,,,-237.0,-287.3,,-283.5,-258.9,,-271.0,,,,True,False,,False,False,,False
29153,147,35.0,,,,43.0,,,18.5,,,117.0,-112.0,,,,-104.0,,,-128.5,,,-30.0,,,,True,,,False,,,True
29155,340,203.0,,,,279.0,29.7,41.1,82.3,175.9,,152.0,-137.0,,,,-61.0,-310.3,-298.9,-257.6,-164.1,,-188.0,,,,True,False,False,False,False,,False
29157,375,595.0,,,,152.0,429.0,78.9,307.9,229.0,,413.0,220.0,,,,-223.0,54.0,-296.1,-67.1,-146.0,,38.0,,,,False,True,False,True,True,,True
29159,594,378.0,,,,438.0,198.4,366.0,85.8,571.3,,146.0,-216.0,,,,-156.0,-395.6,-228.0,-508.2,-22.7,,-448.0,,,,True,False,False,False,True,,False
29161,542,378.0,,,,547.0,499.6,204.3,649.4,298.9,,737.0,-164.0,,,,5.0,-42.4,-337.7,107.4,-243.1,,195.0,,,,True,True,False,True,False,,False
29163,155,70.0,,,,229.0,17.7,59.0,126.2,58.7,,8.0,-85.0,,,,74.0,-137.3,-96.0,-28.8,-96.3,,-147.0,,,,True,False,False,True,False,,False
29165,418,217.0,,,,769.0,117.1,605.1,86.9,88.1,,170.0,-201.0,,,,351.0,-300.9,187.1,-331.1,-329.9,,-248.0,,,,False,False,True,False,False,,False
29167,577,154.0,,,,261.0,75.5,264.6,17.9,188.4,,110.0,-423.0,,,,-316.0,-501.5,-312.4,-559.1,-388.6,,-467.0,,,,True,False,True,False,True,,False
29169,504,378.0,,,,634.0,124.7,544.2,313.6,357.4,,273.0,-126.0,,,,130.0,-379.3,40.2,-190.4,-146.6,,-231.0,,,,False,False,True,False,False,,False
29171,27,35.0,,,,23.0,,,13.7,,,50.0,8.0,,,,-4.0,,,-13.3,,,23.0,,,,True,,,False,,,False
29173,76,196.0,,,,60.0,49.2,38.7,32.7,497.2,,182.0,120.0,,,,-16.0,-26.8,-37.3,-43.3,421.2,,106.0,,,,True,True,True,True,False,,True
29175,369,70.0,,,,193.0,27.9,179.4,36.8,67.8,,50.0,-299.0,,,,-176.0,-341.1,-189.6,-332.2,-301.2,,-319.0,,,,True,False,True,False,False,,False
29177,115,42.0,,,,174.0,1.6,39.5,12.9,27.8,,589.0,-73.0,,,,59.0,-113.4,-75.5,-102.1,-87.2,,474.0,,,,True,False,False,False,False,,False
29179,42,21.0,,,,16.0,3.9,,1.0,10.4,,63.0,-21.0,,,,-26.0,-38.1,,-41.0,-31.6,,21.0,,,,False,False,,False,False,,False
29181,160,49.0,,,,84.0,66.5,,29.2,51.3,,14.0,-111.0,,,,-76.0,-93.5,,-130.8,-108.7,,-146.0,,,,True,True,,False,True,,False
29183,3851,3311.0,,,,2508.0,1726.0,1552.5,542.8,4805.6,,1912.0,-540.0,,,,-1343.0,-2125.0,-2298.5,-3308.2,954.6,,-1939.0,,,,False,False,False,False,False,,False
29185,79,21.0,,,,42.0,3.5,,23.6,,,8.0,-58.0,,,,-37.0,-75.5,,-55.4,,,-71.0,,,,True,False,,True,,,False
29186,180,105.0,,,,114.0,31.6,177.6,35.1,112.6,,146.0,-75.0,,,,-66.0,-148.4,-2.4,-144.9,-67.4,,-34.0,,,,True,False,True,False,True,,True
29187,1599,1435.0,,,,689.0,2260.8,330.0,0.0,1112.7,,882.0,-164.0,,,,-910.0,661.8,-1269.0,-1599.0,-486.3,,-717.0,,,,False,False,False,False,False,,False
29189,8532,9450.0,,,,6842.0,7104.1,2076.7,4640.2,6217.8,,5938.0,918.0,,,,-1690.0,-1427.9,-6455.3,-3891.8,-2314.2,,-2594.0,,,,False,False,False,False,False,,False
29195,337,182.0,,,,205.0,22.4,46.5,69.3,86.6,,124.0,-155.0,,,,-132.0,-314.6,-290.5,-267.7,-250.4,,-213.0,,,,True,False,False,False,False,,False
29197,19,35.0,,,,22.0,7.1,,4.5,,,126.0,16.0,,,,3.0,-11.9,,-14.6,,,107.0,,,,True,True,,True,,,False
29199,40,0.0,,,,50.0,1.8,,0.0,1.7,,0.0,-40.0,,,,10.0,-38.2,,-40.0,-38.3,,-40.0,,,,True,True,,True,True,,False
29201,618,434.0,,,,427.0,132.0,165.8,277.2,300.1,,226.0,-184.0,,,,-191.0,-486.0,-452.2,-340.8,-317.9,,-392.0,,,,False,False,False,False,False,,False
29203,134,35.0,,,,30.0,29.9,,39.2,11.7,,204.0,-99.0,,,,-104.0,-104.1,,-94.8,-122.3,,70.0,,,,False,False,,True,False,,True
29205,48,21.0,,,,24.0,29.5,,9.1,,,7.0,-27.0,,,,-24.0,-18.5,,-38.9,,,-41.0,,,,True,True,,False,,,False
29207,456,231.0,,,,355.0,24.2,94.4,202.0,184.0,,422.0,-225.0,,,,-101.0,-431.8,-361.6,-254.0,-272.0,,-34.0,,,,True,False,False,False,False,,True
29209,357,210.0,,,,166.0,151.0,389.7,75.1,480.9,,84.0,-147.0,,,,-191.0,-206.0,32.7,-281.9,123.9,,-273.0,,,,False,False,True,False,True,,False
29211,102,98.0,,,,73.0,13.0,0.0,41.4,80.5,,81.0,-4.0,,,,-29.0,-89.0,-102.0,-60.6,-21.5,,-21.0,,,,False,False,False,False,False,,False
29213,634,378.0,,,,506.0,215.1,476.7,41.5,459.7,,113.0,-256.0,,,,-128.0,-418.9,-157.3,-592.5,-174.3,,-521.0,,,,True,False,True,False,True,,False
29215,417,126.0,,,,236.0,113.0,,21.9,67.2,,236.0,-291.0,,,,-181.0,-304.0,,-395.1,-349.8,,-181.0,,,,True,False,,False,False,,True
29217,203,77.0,,,,127.0,55.2,,9.2,31.2,,59.0,-126.0,,,,-76.0,-147.8,,-193.8,-171.8,,-144.0,,,,True,False,,False,False,,False
29219,249,224.0,,,,260.0,60.5,451.5,142.7,111.3,,112.0,-25.0,,,,11.0,-188.5,202.5,-106.3,-137.7,,-137.0,,,,True,False,False,False,False,,False
29221,354,308.0,,,,246.0,132.1,260.2,27.9,313.1,,135.0,-46.0,,,,-108.0,-221.9,-93.8,-326.1,-40.9,,-219.0,,,,False,False,False,False,True,,False
29223,207,77.0,,,,60.0,,,16.0,,,78.0,-130.0,,,,-147.0,,,-191.0,,,-129.0,,,,False,,,False,,,True
29225,807,294.0,,,,283.0,215.8,349.7,227.0,148.0,,511.0,-513.0,,,,-524.0,-591.2,-457.3,-580.0,-659.0,,-296.0,,,,False,False,True,False,False,,True
29227,15,7.0,,,,7.0,1.8,,0.3,5.7,,9.0,-8.0,,,,-8.0,-13.2,,-14.7,-9.3,,-6.0,,,,False,False,,False,False,,True
29229,458,77.0,,,,142.0,27.6,,2.9,66.9,,92.0,-381.0,,,,-316.0,-430.4,,-455.1,-391.1,,-366.0,,,,True,False,,False,False,,True
29510,1768,1575.0,,,,3093.0,793.3,56.0,374.0,2523.9,,707.0,-193.0,,,,1325.0,-974.7,-1712.0,-1394.0,755.9,,-1061.0,,,,False,False,False,False,False,,False
30001,162,0.0,,,,23.0,6.4,,0.0,,,6.0,-162.0,,,,-139.0,-155.6,,-162.0,,,-156.0,,,,True,True,,True,,,True
30003,459,469.0,,,,115.0,327.8,0.0,190.7,495.6,,4.0,10.0,,,,-344.0,-131.2,-459.0,-268.3,36.6,,-455.0,,,,False,False,False,False,False,,False
30005,179,0.0,,,,7.0,,,4.1,,,3.0,-179.0,,,,-172.0,,,-174.9,,,-176.0,,,,True,,,True,,,True
30007,22,14.0,,,,28.0,1.1,,4.7,,,7.0,-8.0,,,,6.0,-20.9,,-17.3,,,-15.0,,,,True,False,,False,,,False
30009,109,28.0,,,,44.0,15.5,,0.0,71.4,,24.0,-81.0,,,,-65.0,-93.5,,-109.0,-37.6,,-85.0,,,,True,False,,False,True,,False
30011,34,0.0,,,,0.0,,,0.0,,,,-34.0,,,,-34.0,,,-34.0,,,,,,,False,,,False,,,
30013,1091,588.0,,,,801.0,154.3,229.5,230.6,531.9,,652.0,-503.0,,,,-290.0,-936.7,-861.5,-860.4,-559.1,,-439.0,,,,True,False,False,False,False,,True
30015,43,0.0,,,,37.0,,,0.2,2.5,,0.0,-43.0,,,,-6.0,,,-42.8,-40.5,,-43.0,,,,True,,,True,True,,False
30017,120,21.0,,,,90.0,,,3.4,72.2,,11.0,-99.0,,,,-30.0,,,-116.6,-47.8,,-109.0,,,,True,,,False,True,,False
30019,13,0.0,,,,31.0,,,0.0,0.7,,0.0,-13.0,,,,18.0,,,-13.0,-12.3,,-13.0,,,,False,,,False,True,,False
30021,118,63.0,,,,83.0,,,3.9,,,44.0,-55.0,,,,-35.0,,,-114.1,,,-74.0,,,,True,,,False,,,False
30023,288,7.0,,,,35.0,2.1,,0.9,,,12.0,-281.0,,,,-253.0,-285.9,,-287.1,,,-276.0,,,,True,False,,False,,,True
30025,31,0.0,,,,20.0,,,0.0,0.4,,0.0,-31.0,,,,-11.0,,,-31.0,-30.6,,-31.0,,,,True,,,False,True,,False
30027,121,49.0,,,,54.0,,,1.5,,,36.0,-72.0,,,,-67.0,,,-119.5,,,-85.0,,,,True,,,False,,,False
30029,1820,812.0,,,,1548.0,853.2,555.5,721.8,430.1,,895.0,-1008.0,,,,-272.0,-966.8,-1264.5,-1098.2,-1389.9,,-925.0,,,,True,True,False,False,False,,True
30031,1115,406.0,,,,380.0,231.0,139.9,32.2,186.7,,200.0,-709.0,,,,-735.0,-884.0,-975.1,-1082.8,-928.3,,-915.0,,,,False,False,False,False,False,,False
30033,7,7.0,,,,47.0,,,0.0,2.2,,1.0,0.0,,,,40.0,,,-7.0,-4.8,,-6.0,,,,False,,,False,False,,False
30035,643,210.0,,,,16.0,94.0,7.2,23.0,142.1,,186.0,-433.0,,,,-627.0,-549.0,-635.8,-620.0,-500.9,,-457.0,,,,False,False,False,False,False,,False
30037,3,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,-3.0,,,,-3.0,-3.0,,-3.0,-3.0,,-3.0,,,,False,True,,False,True,,False
30039,31,7.0,,,,4.0,,,1.9,,,2.0,-24.0,,,,-27.0,,,-29.1,,,-29.0,,,,False,,,False,,,False
30041,417,196.0,,,,140.0,9.1,,155.1,64.2,,156.0,-221.0,,,,-277.0,-407.9,,-261.9,-352.8,,-261.0,,,,False,False,,False,False,,False
30043,85,35.0,,,,42.0,1.6,,3.1,28.3,,26.0,-50.0,,,,-43.0,-83.4,,-81.9,-56.7,,-59.0,,,,True,False,,False,False,,False
30045,6,21.0,,,,7.0,,,26.0,13.8,,13.0,15.0,,,,1.0,,,20.0,7.8,,7.0,,,,True,,,False,True,,True
30047,226,70.0,,,,112.0,12.2,66.3,12.1,61.8,,34.0,-156.0,,,,-114.0,-213.8,-159.7,-213.9,-164.2,,-192.0,,,,True,False,False,False,False,,False
30049,378,35.0,,,,334.0,4.1,104.4,8.4,23.7,,63.0,-343.0,,,,-44.0,-373.9,-273.6,-369.6,-354.3,,-315.0,,,,True,False,True,False,False,,True
30051,23,28.0,,,,6.0,0.1,,1.2,,,93.0,5.0,,,,-17.0,-22.9,,-21.8,,,70.0,,,,False,False,,False,,,False
30053,155,63.0,,,,13.0,5.7,,0.7,22.0,,27.0,-92.0,,,,-142.0,-149.3,,-154.3,-133.0,,-128.0,,,,False,False,,False,False,,False
30055,34,42.0,,,,31.0,,,15.1,25.5,,34.0,8.0,,,,-3.0,,,-18.9,-8.5,,0.0,,,,True,,,False,False,,True
30057,41,14.0,,,,28.0,7.1,,0.3,47.2,,13.0,-27.0,,,,-13.0,-33.9,,-40.7,6.2,,-28.0,,,,True,False,,False,True,,False
30059,45,0.0,,,,7.0,0.0,,0.0,0.3,,0.0,-45.0,,,,-38.0,-45.0,,-45.0,-44.7,,-45.0,,,,True,True,,False,True,,False
30061,11,0.0,,,,0.0,,,0.0,0.5,,0.0,-11.0,,,,-11.0,,,-11.0,-10.5,,-11.0,,,,False,,,False,True,,False
30063,1118,217.0,,,,945.0,45.1,334.0,169.6,479.0,,185.0,-901.0,,,,-173.0,-1072.9,-784.0,-948.4,-639.0,,-933.0,,,,True,False,True,False,True,,False
30065,53,28.0,,,,70.0,2.5,,4.1,18.7,,106.0,-25.0,,,,17.0,-50.5,,-48.9,-34.3,,53.0,,,,True,False,,False,False,,False
30067,106,0.0,,,,30.0,5.2,,0.0,10.3,,2.0,-106.0,,,,-76.0,-100.8,,-106.0,-95.7,,-104.0,,,,True,True,,True,True,,True
30069,3,0.0,,,,7.0,,,0.0,,,,-3.0,,,,4.0,,,-3.0,,,,,,,False,,,False,,,
30071,32,21.0,,,,65.0,,0.0,544.3,,,23.0,-11.0,,,,33.0,,-32.0,512.3,,,-9.0,,,,False,,False,False,,,True
30073,118,7.0,,,,0.0,0.5,,2.1,,,12.0,-111.0,,,,-118.0,-117.5,,-115.9,,,-106.0,,,,False,False,,False,,,True
30075,45,7.0,,,,0.0,,,0.3,,,4.0,-38.0,,,,-45.0,,,-44.7,,,-41.0,,,,False,,,False,,,False
30077,27,56.0,,,,14.0,,,2.7,20.4,,248.0,29.0,,,,-13.0,,,-24.3,-6.6,,221.0,,,,True,,,True,True,,False
30079,28,0.0,,,,7.0,,,0.0,,,0.0,-28.0,,,,-21.0,,,-28.0,,,-28.0,,,,True,,,False,,,False
30081,209,105.0,,,,122.0,47.9,97.0,89.4,141.5,,85.0,-104.0,,,,-87.0,-161.1,-112.0,-119.6,-67.5,,-124.0,,,,True,False,False,False,True,,False
30083,139,28.0,,,,142.0,9.9,,0.0,8.2,,26.0,-111.0,,,,3.0,-129.1,,-139.0,-130.8,,-113.0,,,,True,False,,False,False,,False
30085,731,0.0,,,,117.0,1.5,,15.1,,,13.0,-731.0,,,,-614.0,-729.5,,-716.0,,,-718.0,,,,True,True,,True,,,True
30087,495,686.0,,,,126.0,1658.1,0.6,363.5,506.6,,161.0,191.0,,,,-369.0,1163.1,-494.4,-131.5,11.6,,-334.0,,,,False,False,False,True,True,,False
30089,52,21.0,,,,3.0,,,19.5,,,60.0,-31.0,,,,-49.0,,,-32.5,,,8.0,,,,False,,,False,,,True
30091,38,0.0,,,,7.0,,,0.0,0.9,,0.0,-38.0,,,,-31.0,,,-38.0,-37.1,,-38.0,,,,True,,,False,True,,False
30093,301,7.0,,,,126.0,2.5,44.9,0.1,50.2,,19.0,-294.0,,,,-175.0,-298.5,-256.1,-300.9,-250.8,,-282.0,,,,True,False,True,False,True,,True
30095,106,21.0,,,,21.0,4.2,,0.5,38.0,,17.0,-85.0,,,,-85.0,-101.8,,-105.5,-68.0,,-89.0,,,,False,False,,False,True,,False
30097,46,28.0,,,,7.0,,,17.9,18.1,,38.0,-18.0,,,,-39.0,,,-28.1,-27.9,,-8.0,,,,False,,,False,False,,True
30099,53,14.0,,,,2.0,,,0.4,5.2,,5.0,-39.0,,,,-51.0,,,-52.5,-47.8,,-48.0,,,,False,,,False,False,,False
30101,251,0.0,,,,12.0,2.4,,0.4,12.9,,2.0,-251.0,,,,-239.0,-248.6,,-250.6,-238.1,,-249.0,,,,True,True,,True,True,,True
30103,7,0.0,,,,21.0,,,0.0,0.3,,1.0,-7.0,,,,14.0,,,-7.0,-6.7,,-6.0,,,,False,,,False,True,,True
30105,208,28.0,,,,376.0,,,69.3,,,23.0,-180.0,,,,168.0,,,-138.7,,,-185.0,,,,True,,,True,,,False
30107,55,0.0,,,,14.0,0.0,,0.0,0.6,,0.0,-55.0,,,,-41.0,-55.0,,-55.0,-54.4,,-55.0,,,,True,True,,False,True,,False
30109,32,0.0,,,,10.0,,,4.8,1.4,,5.0,-32.0,,,,-22.0,,,-27.2,-30.6,,-27.0,,,,True,,,True,True,,True
30111,2929,1673.0,,,,1439.0,2656.3,886.3,1947.0,995.2,,1256.0,-1256.0,,,,-1490.0,-272.7,-2042.7,-982.0,-1933.8,,-1673.0,,,,False,True,False,True,False,,False
31001,303,140.0,,,,214.0,27.8,68.0,435.2,99.3,,81.0,-163.0,,,,-89.0,-275.2,-235.0,132.2,-203.7,,-222.0,,,,True,False,False,True,False,,False
31003,111,14.0,,,,35.0,2.4,,5.2,16.6,,78.0,-97.0,,,,-76.0,-108.6,,-105.8,-94.4,,-33.0,,,,True,False,,False,True,,True
31005,2,0.0,,,,0.0,,,0.0,,,0.0,-2.0,,,,-2.0,,,-2.0,,,-2.0,,,,False,,,False,,,False
31007,0,0.0,,,,7.0,,,0.0,0.5,,0.0,0.0,,,,7.0,,,0.0,0.5,,0.0,,,,False,,,True,False,,True
31009,3,0.0,,,,0.0,,,0.0,,,,-3.0,,,,-3.0,,,-3.0,,,,,,,False,,,False,,,
31011,103,42.0,,,,14.0,3.4,,3.2,,,23.0,-61.0,,,,-89.0,-99.6,,-99.8,,,-80.0,,,,False,False,,False,,,False
31013,130,28.0,,,,98.0,2.9,,9.2,,,70.0,-102.0,,,,-32.0,-127.1,,-120.8,,,-60.0,,,,True,False,,False,,,True
31015,39,0.0,,,,20.0,0.6,,0.0,5.6,,0.0,-39.0,,,,-19.0,-38.4,,-39.0,-33.4,,-39.0,,,,True,True,,True,True,,False
31017,62,7.0,,,,21.0,,,1.1,4.5,,24.0,-55.0,,,,-41.0,,,-60.9,-57.5,,-38.0,,,,True,,,False,False,,True
31019,882,686.0,,,,378.0,270.6,389.9,482.1,669.6,,448.0,-196.0,,,,-504.0,-611.4,-492.1,-399.9,-212.4,,-434.0,,,,False,False,False,False,False,,False
31021,37,49.0,,,,40.0,14.4,,10.3,58.5,,34.0,12.0,,,,3.0,-22.6,,-26.7,21.5,,-3.0,,,,True,False,,False,False,,True
31023,116,147.0,,,,26.0,8.1,,48.1,58.2,,154.0,31.0,,,,-90.0,-107.9,,-67.9,-57.8,,38.0,,,,False,False,,False,False,,False
31025,199,112.0,,,,116.0,15.4,258.8,83.1,124.7,,72.0,-87.0,,,,-83.0,-183.6,59.8,-115.9,-74.3,,-127.0,,,,True,False,True,False,True,,False
31027,87,35.0,,,,82.0,10.4,,4.2,32.2,,10.0,-52.0,,,,-5.0,-76.6,,-82.8,-54.8,,-77.0,,,,True,False,,False,False,,False
31029,105,0.0,,,,9.0,0.5,,1.1,,,0.0,-105.0,,,,-96.0,-104.5,,-103.9,,,-105.0,,,,True,True,,True,,,False
31031,43,98.0,,,,36.0,3.8,,1.8,38.2,,137.0,55.0,,,,-7.0,-39.2,,-41.2,-4.8,,94.0,,,,True,True,,True,True,,False
31033,42,7.0,,,,14.0,2.9,,2.7,26.8,,3.0,-35.0,,,,-28.0,-39.1,,-39.3,-15.2,,-39.0,,,,True,False,,False,True,,False
31035,67,28.0,,,,8.0,6.5,,0.0,13.6,,21.0,-39.0,,,,-59.0,-60.5,,-67.0,-53.4,,-46.0,,,,False,False,,False,False,,False
31037,135,77.0,,,,138.0,17.2,5.4,21.0,28.3,,0.0,-58.0,,,,3.0,-117.8,-129.6,-114.0,-106.7,,-135.0,,,,True,False,False,False,False,,False
31039,155,56.0,,,,71.0,8.6,,0.5,54.3,,153.0,-99.0,,,,-84.0,-146.4,,-154.5,-100.7,,-2.0,,,,True,False,,False,False,,True
31041,98,49.0,,,,56.0,5.6,,8.4,37.7,,17.0,-49.0,,,,-42.0,-92.4,,-89.7,-60.3,,-81.0,,,,True,False,,False,False,,False
31043,455,231.0,,,,202.0,43.7,11.0,141.0,206.8,,0.0,-224.0,,,,-253.0,-411.3,-444.0,-314.0,-248.2,,-455.0,,,,False,False,False,False,False,,False
31045,116,168.0,,,,138.0,22.9,,34.5,,,61.0,52.0,,,,22.0,-93.1,,-81.5,,,-55.0,,,,True,False,,False,,,False
31047,188,105.0,,,,198.0,24.8,4.1,40.4,61.6,,48.0,-83.0,,,,10.0,-163.2,-183.9,-147.6,-126.4,,-140.0,,,,True,False,False,False,False,,False
31049,5,0.0,,,,0.0,,,0.0,1.1,,0.0,-5.0,,,,-5.0,,,-5.0,-3.9,,-5.0,,,,False,,,True,True,,False
31051,88,28.0,,,,42.0,17.1,,76.3,10.6,,125.0,-60.0,,,,-46.0,-70.9,,-11.7,-77.4,,37.0,,,,True,False,,True,False,,True
31053,549,273.0,,,,290.0,77.6,4.5,71.7,193.0,,199.0,-276.0,,,,-259.0,-471.4,-544.5,-477.3,-356.0,,-350.0,,,,True,False,False,False,False,,False
31055,6461,5383.0,,,,4305.0,1925.3,292.0,3517.6,5153.2,,3557.0,-1078.0,,,,-2156.0,-4535.7,-6169.0,-2943.4,-1307.8,,-2904.0,,,,False,False,False,False,False,,False
31057,9,14.0,,,,7.0,,,2.8,11.2,,2.0,5.0,,,,-2.0,,,-6.2,2.2,,-7.0,,,,True,,,False,True,,False
31059,43,7.0,,,,7.0,7.3,,10.3,14.2,,4.0,-36.0,,,,-36.0,-35.7,,-32.7,-28.8,,-39.0,,,,False,True,,True,True,,False
31061,51,21.0,,,,7.0,0.7,,0.6,,,37.0,-30.0,,,,-44.0,-50.3,,-50.4,,,-14.0,,,,False,False,,False,,,True
31063,24,7.0,,,,7.0,0.1,,0.5,4.3,,37.0,-17.0,,,,-17.0,-23.9,,-23.6,-19.7,,13.0,,,,False,False,,False,False,,True
31065,52,56.0,,,,14.0,1.8,,7.7,,,100.0,4.0,,,,-38.0,-50.2,,-44.3,,,48.0,,,,False,False,,False,,,False
31067,289,126.0,,,,71.0,9.0,141.2,121.1,89.5,,107.0,-163.0,,,,-218.0,-280.0,-147.8,-167.9,-199.5,,-182.0,,,,False,False,True,False,False,,False
31069,10,14.0,,,,0.0,0.4,,0.2,5.1,,11.0,4.0,,,,-10.0,-9.6,,-9.8,-4.9,,1.0,,,,False,False,,False,False,,True
31071,16,0.0,,,,4.0,0.1,,0.6,5.6,,0.0,-16.0,,,,-12.0,-15.9,,-15.4,-10.4,,-16.0,,,,True,True,,True,True,,False
31073,31,7.0,,,,8.0,1.4,,4.8,4.0,,4.0,-24.0,,,,-23.0,-29.6,,-26.2,-27.0,,-27.0,,,,True,False,,False,False,,False
31075,3,0.0,,,,0.0,,,0.0,,,,-3.0,,,,-3.0,,,-3.0,,,,,,,False,,,False,,,
31077,33,14.0,,,,0.0,0.7,,2.5,15.7,,54.0,-19.0,,,,-33.0,-32.3,,-30.6,-17.3,,21.0,,,,False,False,,False,True,,False
31079,555,280.0,,,,754.0,70.3,15.0,223.9,303.0,,324.0,-275.0,,,,199.0,-484.7,-540.0,-331.1,-252.0,,-231.0,,,,True,False,False,False,True,,True
