,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
27137,1688,770.0,,,,715.0,934.2,1048.9,474.6,961.0,,953.0,-918.0,,,,-973.0,-753.8,-639.1,-1213.4,-727.0,,-735.0,,,,False,True,True,False,True,,True
27139,1147,1022.0,,,,1375.0,712.6,497.0,592.7,536.4,,757.0,-125.0,,,,228.0,-434.4,-650.0,-554.3,-610.6,,-390.0,,,,False,False,False,False,False,,False
27141,606,497.0,,,,649.0,544.3,285.8,102.5,522.6,,693.0,-109.0,,,,43.0,-61.7,-320.2,-503.5,-83.4,,87.0,,,,True,True,False,False,True,,True
27143,112,203.0,,,,98.0,172.3,83.1,379.1,116.4,,196.0,91.0,,,,-14.0,60.3,-28.9,267.1,4.4,,84.0,,,,True,True,True,False,True,,True
27145,1932,1106.0,,,,1749.0,646.8,175.7,120.1,1493.2,,944.0,-826.0,,,,-183.0,-1285.2,-1756.3,-1811.9,-438.8,,-988.0,,,,True,False,False,False,True,,False
27147,290,238.0,,,,406.0,104.5,128.2,168.7,198.2,,280.0,-52.0,,,,116.0,-185.5,-161.8,-121.3,-91.8,,-10.0,,,,False,False,False,False,False,,True
27149,122,91.0,,,,104.0,19.8,,788.6,77.3,,235.0,-31.0,,,,-18.0,-102.2,,666.6,-44.7,,113.0,,,,True,False,,False,False,,False
27151,126,14.0,,,,56.0,8.7,,3.4,33.3,,27.0,-112.0,,,,-70.0,-117.3,,-122.6,-92.7,,-99.0,,,,True,False,,False,True,,True
27153,219,42.0,,,,265.0,4.6,15.5,22.3,14.9,,47.0,-177.0,,,,46.0,-214.4,-203.5,-196.7,-204.1,,-172.0,,,,True,False,False,False,False,,True
27155,30,0.0,,,,17.0,1.1,,3.7,,,0.0,-30.0,,,,-13.0,-28.9,,-26.3,,,-30.0,,,,True,True,,True,,,False
27157,191,91.0,,,,123.0,29.6,153.6,64.8,34.3,,75.0,-100.0,,,,-68.0,-161.4,-37.4,-126.2,-156.7,,-116.0,,,,True,False,True,False,False,,False
27159,125,70.0,,,,71.0,7.4,,36.5,60.8,,152.0,-55.0,,,,-54.0,-117.6,,-88.5,-64.2,,27.0,,,,True,False,,False,False,,True
27161,650,329.0,,,,135.0,308.3,121.7,198.7,413.7,,157.0,-321.0,,,,-515.0,-341.7,-528.3,-451.2,-236.3,,-493.0,,,,False,False,False,False,True,,False
27163,2100,2436.0,,,,1819.0,2444.9,1688.9,4003.1,2001.2,,2218.0,336.0,,,,-281.0,344.9,-411.1,1903.1,-98.8,,118.0,,,,True,False,False,False,True,,True
27165,135,182.0,,,,95.0,191.8,0.5,101.1,232.3,,56.0,47.0,,,,-40.0,56.8,-134.5,-33.9,97.3,,-79.0,,,,True,False,False,True,False,,False
27167,66,49.0,,,,35.0,13.4,,24.4,38.5,,29.0,-17.0,,,,-31.0,-52.6,,-41.6,-27.5,,-37.0,,,,False,False,,False,False,,False
27169,767,658.0,,,,494.0,1881.2,198.5,144.0,314.1,,943.0,-109.0,,,,-273.0,1114.2,-568.5,-623.0,-452.9,,176.0,,,,False,False,False,False,False,,False
27171,1016,931.0,,,,1004.0,305.9,1207.8,724.8,630.6,,964.0,-85.0,,,,-12.0,-710.1,191.8,-291.2,-385.4,,-52.0,,,,True,False,False,False,False,,True
27173,185,140.0,,,,38.0,40.8,,419.3,150.4,,161.0,-45.0,,,,-147.0,-144.2,,234.3,-34.6,,-24.0,,,,False,False,,False,True,,True
28001,260,518.0,,,,645.0,106.9,77.5,39.2,360.0,,270.0,258.0,,,,385.0,-153.1,-182.5,-220.8,100.0,,10.0,,,,False,True,True,True,True,,True
28003,328,770.0,,,,654.0,451.2,140.3,53.5,942.2,,448.0,442.0,,,,326.0,123.2,-187.7,-274.6,614.2,,120.0,,,,True,True,True,True,False,,True
28005,144,91.0,,,,170.0,5.8,43.2,23.6,63.3,,34.0,-53.0,,,,26.0,-138.2,-100.8,-120.4,-80.7,,-110.0,,,,True,False,False,False,False,,False
28007,183,77.0,,,,171.0,9.7,13.2,20.7,74.6,,22.0,-106.0,,,,-12.0,-173.3,-169.8,-162.3,-108.4,,-161.0,,,,True,False,False,False,False,,False
28009,110,63.0,,,,126.0,2.8,0.0,22.1,36.4,,12.0,-47.0,,,,16.0,-107.2,-110.0,-87.9,-73.6,,-98.0,,,,True,False,False,False,False,,False
28011,517,903.0,,,,439.0,756.7,4.7,271.4,451.3,,27.0,386.0,,,,-78.0,239.7,-512.3,-245.6,-65.7,,-490.0,,,,True,True,False,True,True,,False
28013,141,147.0,,,,134.0,33.8,0.8,7.8,86.1,,75.0,6.0,,,,-7.0,-107.2,-140.2,-133.2,-54.9,,-66.0,,,,False,False,False,False,False,,False
28015,169,42.0,,,,77.0,7.2,2.4,16.4,36.1,,15.0,-127.0,,,,-92.0,-161.8,-166.6,-152.6,-132.9,,-154.0,,,,True,False,False,False,False,,False
28017,236,238.0,,,,213.0,55.7,5.3,150.1,168.3,,77.0,2.0,,,,-23.0,-180.3,-230.7,-85.9,-67.7,,-159.0,,,,False,False,False,False,False,,False
28019,49,35.0,,,,50.0,7.2,15.6,10.2,26.4,,15.0,-14.0,,,,1.0,-41.8,-33.4,-38.8,-22.6,,-34.0,,,,True,False,False,False,False,,False
28021,95,98.0,,,,102.0,18.0,0.0,2.0,47.1,,2.0,3.0,,,,7.0,-77.0,-95.0,-93.0,-47.9,,-93.0,,,,False,False,False,False,False,,False
28023,272,189.0,,,,107.0,257.3,79.0,201.5,253.2,,62.0,-83.0,,,,-165.0,-14.7,-193.0,-70.5,-18.8,,-210.0,,,,False,True,False,True,True,,False
28025,197,168.0,,,,191.0,11.5,18.6,79.2,237.7,,68.0,-29.0,,,,-6.0,-185.5,-178.4,-117.8,40.7,,-129.0,,,,True,False,False,False,False,,False
28027,260,490.0,,,,413.0,73.2,0.7,272.4,444.8,,56.0,230.0,,,,153.0,-186.8,-259.3,12.4,184.8,,-204.0,,,,True,True,False,True,True,,True
28029,277,308.0,,,,340.0,132.3,6.5,6.2,221.5,,136.0,31.0,,,,63.0,-144.7,-270.5,-270.8,-55.5,,-141.0,,,,False,False,False,False,False,,False
28031,195,161.0,,,,251.0,33.7,1.5,3.0,90.8,,66.0,-34.0,,,,56.0,-161.3,-193.5,-192.0,-104.2,,-129.0,,,,False,False,False,False,False,,False
28033,2003,2170.0,,,,1482.0,1139.1,560.5,1387.3,1107.7,,883.0,167.0,,,,-521.0,-863.9,-1442.5,-615.7,-895.3,,-1120.0,,,,False,False,False,False,False,,False
28035,808,819.0,,,,1002.0,216.0,82.2,314.4,837.4,,504.0,11.0,,,,194.0,-592.0,-725.8,-493.6,29.4,,-304.0,,,,False,False,False,False,False,,False
28037,54,77.0,,,,199.0,2.5,0.0,42.2,69.5,,20.0,23.0,,,,145.0,-51.5,-54.0,-11.8,15.5,,-34.0,,,,False,False,False,True,True,,False
28039,254,84.0,,,,313.0,25.5,0.2,15.2,257.5,,18.0,-170.0,,,,59.0,-228.5,-253.8,-238.8,3.5,,-236.0,,,,True,False,False,False,True,,False
28041,159,56.0,,,,165.0,10.8,0.0,12.2,149.1,,27.0,-103.0,,,,6.0,-148.2,-159.0,-146.8,-9.9,,-132.0,,,,True,False,False,False,True,,False
28043,262,245.0,,,,289.0,63.6,5.3,217.9,133.4,,30.0,-17.0,,,,27.0,-198.4,-256.7,-44.1,-128.6,,-232.0,,,,False,False,False,False,False,,False
28045,279,259.0,,,,505.0,145.8,159.3,95.0,135.6,,228.0,-20.0,,,,226.0,-133.2,-119.7,-184.0,-143.4,,-51.0,,,,False,False,False,False,False,,False
28047,1516,1792.0,,,,1700.0,1388.1,786.4,1155.7,1078.5,,1010.0,276.0,,,,184.0,-127.9,-729.6,-360.3,-437.5,,-506.0,,,,True,True,False,False,False,,False
28049,1258,1757.0,,,,1928.0,1199.9,383.6,406.8,974.7,,902.0,499.0,,,,670.0,-58.1,-874.4,-851.2,-283.3,,-356.0,,,,False,True,False,False,True,,True
28051,91,252.0,,,,170.0,86.7,4.3,181.3,97.6,,0.0,161.0,,,,79.0,-4.3,-86.7,90.3,6.6,,-91.0,,,,True,True,True,True,True,,True
28053,65,63.0,,,,77.0,3.7,0.2,22.1,46.8,,23.0,-2.0,,,,12.0,-61.3,-64.8,-42.9,-18.2,,-42.0,,,,False,False,False,False,False,,False
28055,10,28.0,,,,39.0,,,61.5,74.0,,0.0,18.0,,,,29.0,,,51.5,64.0,,-10.0,,,,False,,,False,False,,True
28057,542,476.0,,,,217.0,397.5,140.8,242.7,713.5,,181.0,-66.0,,,,-325.0,-144.5,-401.2,-299.3,171.5,,-361.0,,,,False,False,False,False,False,,False
28059,1345,1582.0,,,,1274.0,1120.9,585.6,551.7,693.1,,580.0,237.0,,,,-71.0,-224.1,-759.4,-793.3,-651.9,,-765.0,,,,True,True,False,False,False,,False
28061,181,154.0,,,,189.0,16.5,1.1,6.7,116.3,,46.0,-27.0,,,,8.0,-164.5,-179.9,-174.3,-64.7,,-135.0,,,,True,False,False,False,False,,False
28063,47,49.0,,,,116.0,12.7,0.0,2.6,22.7,,12.0,2.0,,,,69.0,-34.3,-47.0,-44.4,-24.3,,-35.0,,,,False,False,False,False,False,,False
28065,93,231.0,,,,129.0,56.5,43.2,23.0,290.7,,117.0,138.0,,,,36.0,-36.5,-49.8,-70.0,197.7,,24.0,,,,True,True,True,True,False,,True
28067,670,623.0,,,,925.0,131.0,68.6,21.4,629.7,,351.0,-47.0,,,,255.0,-539.0,-601.4,-648.6,-40.3,,-319.0,,,,False,False,False,False,True,,False
28069,47,84.0,,,,79.0,5.9,0.8,67.0,97.7,,60.0,37.0,,,,32.0,-41.1,-46.2,20.0,50.7,,13.0,,,,True,False,False,True,False,,True
28071,1036,1575.0,,,,804.0,2734.5,591.7,802.5,763.7,,634.0,539.0,,,,-232.0,1698.5,-444.3,-233.5,-272.3,,-402.0,,,,True,False,True,True,True,,True
28073,689,518.0,,,,749.0,118.2,123.0,136.1,471.8,,471.0,-171.0,,,,60.0,-570.8,-566.0,-552.9,-217.2,,-218.0,,,,True,False,False,False,False,,False
28075,592,854.0,,,,980.0,170.3,206.8,227.8,781.8,,424.0,262.0,,,,388.0,-421.7,-385.2,-364.2,189.8,,-168.0,,,,False,False,False,False,True,,True
28077,87,203.0,,,,148.0,17.1,0.6,43.3,92.2,,46.0,116.0,,,,61.0,-69.9,-86.4,-43.7,5.2,,-41.0,,,,True,True,True,True,True,,True
28079,240,294.0,,,,266.0,20.5,4.0,8.1,253.9,,101.0,54.0,,,,26.0,-219.5,-236.0,-231.9,13.9,,-139.0,,,,True,False,False,False,True,,False
28081,1253,1267.0,,,,1227.0,305.4,663.0,638.3,1511.9,,420.0,14.0,,,,-26.0,-947.6,-590.0,-614.7,258.9,,-833.0,,,,False,False,False,False,False,,False
28083,358,301.0,,,,528.0,25.0,1.0,30.8,240.0,,35.0,-57.0,,,,170.0,-333.0,-357.0,-327.2,-118.0,,-323.0,,,,False,False,False,False,False,,False
28085,377,315.0,,,,463.0,84.7,33.9,224.1,254.3,,129.0,-62.0,,,,86.0,-292.3,-343.1,-152.9,-122.7,,-248.0,,,,False,False,False,False,False,,False
28087,465,448.0,,,,741.0,74.5,151.5,52.9,337.9,,216.0,-17.0,,,,276.0,-390.5,-313.5,-412.1,-127.1,,-249.0,,,,False,False,False,False,False,,False
28089,771,1155.0,,,,950.0,613.1,139.8,151.8,703.1,,719.0,384.0,,,,179.0,-157.9,-631.2,-619.2,-67.9,,-52.0,,,,True,True,False,False,True,,True
28091,152,175.0,,,,369.0,63.1,2.3,10.7,163.4,,87.0,23.0,,,,217.0,-88.9,-149.7,-141.3,11.4,,-65.0,,,,False,False,False,False,True,,False
28093,367,406.0,,,,477.0,147.6,3.8,277.4,386.8,,77.0,39.0,,,,110.0,-219.4,-363.2,-89.6,19.8,,-290.0,,,,False,False,False,False,True,,False
28095,411,420.0,,,,392.0,268.9,55.3,224.5,397.0,,131.0,9.0,,,,-19.0,-142.1,-355.7,-186.5,-14.0,,-280.0,,,,False,False,False,False,False,,False
28097,122,112.0,,,,84.0,32.4,0.2,46.8,106.3,,27.0,-10.0,,,,-38.0,-89.6,-121.8,-75.2,-15.7,,-95.0,,,,False,False,False,False,False,,False
28099,377,336.0,,,,288.0,32.0,4.5,66.2,341.8,,6.0,-41.0,,,,-89.0,-345.0,-372.5,-310.8,-35.2,,-371.0,,,,False,False,False,False,True,,False
28101,182,280.0,,,,157.0,48.4,4.6,27.9,293.1,,96.0,98.0,,,,-25.0,-133.6,-177.4,-154.1,111.1,,-86.0,,,,True,False,False,False,False,,True
28103,77,98.0,,,,104.0,2.6,2.4,7.3,119.3,,0.0,21.0,,,,27.0,-74.4,-74.6,-69.7,42.3,,-77.0,,,,False,False,False,False,False,,False
28105,537,924.0,,,,742.0,309.8,0.1,507.4,840.5,,371.0,387.0,,,,205.0,-227.2,-536.9,-29.6,303.5,,-166.0,,,,True,True,False,True,True,,True
28107,359,413.0,,,,411.0,46.1,3.9,122.7,263.2,,145.0,54.0,,,,52.0,-312.9,-355.1,-236.3,-95.8,,-214.0,,,,True,False,False,False,False,,False
28109,331,497.0,,,,553.0,114.7,256.0,299.3,318.3,,296.0,166.0,,,,222.0,-216.3,-75.0,-31.7,-12.7,,-35.0,,,,False,False,True,True,True,,True
28111,186,63.0,,,,133.0,9.5,0.0,16.6,213.3,,20.0,-123.0,,,,-53.0,-176.5,-186.0,-169.4,27.3,,-166.0,,,,True,False,False,False,True,,False
28113,231,385.0,,,,702.0,160.4,4.4,102.5,520.5,,93.0,154.0,,,,471.0,-70.6,-226.6,-128.4,289.5,,-138.0,,,,False,True,False,True,False,,True
28115,381,574.0,,,,411.0,119.4,12.9,264.9,202.6,,183.0,193.0,,,,30.0,-261.6,-368.1,-116.1,-178.4,,-198.0,,,,True,False,False,True,True,,False
28117,397,378.0,,,,385.0,46.7,107.4,81.4,826.6,,139.0,-19.0,,,,-12.0,-350.3,-289.6,-315.6,429.6,,-258.0,,,,True,False,False,False,False,,False
28119,94,154.0,,,,61.0,43.8,0.3,11.1,149.4,,8.0,60.0,,,,-33.0,-50.2,-93.7,-82.9,55.4,,-86.0,,,,True,True,False,False,True,,False
28121,983,1274.0,,,,1200.0,904.5,246.9,506.6,944.7,,1086.0,291.0,,,,217.0,-78.5,-736.1,-476.4,-38.3,,103.0,,,,True,True,False,False,True,,True
28123,136,133.0,,,,340.0,39.2,2.2,22.0,119.3,,41.0,-3.0,,,,204.0,-96.8,-133.8,-114.0,-16.7,,-95.0,,,,False,False,False,False,False,,False
28125,41,112.0,,,,40.0,14.8,0.3,5.9,188.3,,0.0,71.0,,,,-1.0,-26.2,-40.7,-35.1,147.3,,-41.0,,,,True,True,True,True,False,,True
28127,241,301.0,,,,313.0,105.8,3.1,12.9,178.1,,162.0,60.0,,,,72.0,-135.2,-237.9,-228.1,-62.9,,-79.0,,,,False,False,False,False,False,,False
28129,115,84.0,,,,137.0,12.3,19.5,22.8,80.5,,49.0,-31.0,,,,22.0,-102.7,-95.5,-92.2,-34.5,,-66.0,,,,True,False,False,False,False,,False
28131,136,210.0,,,,352.0,53.0,57.7,93.2,664.7,,82.0,74.0,,,,216.0,-83.0,-78.3,-42.8,528.7,,-54.0,,,,False,False,False,True,False,,True
28133,316,490.0,,,,450.0,168.8,2.8,199.6,198.5,,1.0,174.0,,,,134.0,-147.2,-313.2,-116.4,-117.5,,-315.0,,,,True,True,False,True,True,,False
28135,195,168.0,,,,258.0,39.7,0.5,23.4,207.1,,20.0,-27.0,,,,63.0,-155.3,-194.5,-171.6,12.1,,-175.0,,,,False,False,False,False,True,,False
28137,270,189.0,,,,297.0,31.5,4.0,56.1,124.1,,72.0,-81.0,,,,27.0,-238.5,-266.0,-213.8,-145.9,,-198.0,,,,True,False,False,False,False,,False
28139,310,343.0,,,,315.0,45.1,153.9,172.4,381.6,,145.0,33.0,,,,5.0,-264.9,-156.1,-137.6,71.6,,-165.0,,,,True,False,False,False,False,,False
28141,239,301.0,,,,257.0,71.7,3.7,93.4,1021.7,,99.0,62.0,,,,18.0,-167.3,-235.3,-145.6,782.7,,-140.0,,,,True,False,False,False,False,,False
28143,71,189.0,,,,84.0,42.9,0.0,128.0,282.0,,12.0,118.0,,,,13.0,-28.1,-71.0,57.0,211.0,,-59.0,,,,True,True,True,True,False,,True
28145,262,385.0,,,,390.0,139.3,3.5,120.3,336.2,,129.0,123.0,,,,128.0,-122.7,-258.5,-141.7,74.2,,-133.0,,,,False,True,False,False,True,,False
28147,72,133.0,,,,218.0,20.0,0.5,36.4,79.0,,42.0,61.0,,,,146.0,-52.0,-71.5,-35.6,7.0,,-30.0,,,,False,True,False,True,True,,True
28149,215,427.0,,,,537.0,93.4,8.0,81.8,317.0,,166.0,212.0,,,,322.0,-121.6,-207.0,-133.2,102.0,,-49.0,,,,False,True,True,True,True,,True
28151,524,581.0,,,,561.0,120.2,9.3,102.4,365.2,,68.0,57.0,,,,37.0,-403.8,-514.7,-421.6,-158.8,,-456.0,,,,True,False,False,False,False,,False
28153,134,112.0,,,,287.0,5.3,6.0,81.6,153.6,,42.0,-22.0,,,,153.0,-128.7,-128.0,-52.4,19.6,,-92.0,,,,False,False,False,False,True,,False
28155,65,126.0,,,,87.0,10.2,11.1,6.1,120.3,,27.0,61.0,,,,22.0,-54.8,-53.9,-58.9,55.3,,-38.0,,,,True,True,True,True,True,,True
28157,54,161.0,,,,232.0,5.7,20.2,10.9,186.8,,62.0,107.0,,,,178.0,-48.3,-33.8,-43.1,132.8,,8.0,,,,False,True,True,True,False,,True
28159,123,91.0,,,,146.0,8.3,4.0,19.0,143.0,,27.0,-32.0,,,,23.0,-114.7,-119.0,-104.0,20.0,,-96.0,,,,True,False,False,False,True,,False
28161,120,105.0,,,,118.0,18.1,1.9,3.1,84.0,,34.0,-15.0,,,,-2.0,-101.9,-118.1,-116.9,-36.0,,-86.0,,,,True,False,False,False,False,,False
28163,219,168.0,,,,501.0,33.0,1.0,70.7,168.3,,93.0,-51.0,,,,282.0,-186.0,-218.0,-148.3,-50.7,,-126.0,,,,False,False,False,False,True,,False
29001,228,140.0,,,,387.0,49.5,101.7,71.4,29.5,,110.0,-88.0,,,,159.0,-178.5,-126.3,-156.6,-198.5,,-118.0,,,,False,False,False,False,False,,False
29003,262,140.0,,,,128.0,101.8,115.0,106.3,182.9,,333.0,-122.0,,,,-134.0,-160.2,-147.0,-155.7,-79.1,,71.0,,,,False,False,False,False,True,,True
29005,42,42.0,,,,26.0,4.2,,25.4,,,145.0,0.0,,,,-16.0,-37.8,,-16.6,,,103.0,,,,False,False,,False,,,False
29007,277,154.0,,,,205.0,26.9,40.7,168.4,133.1,,149.0,-123.0,,,,-72.0,-250.1,-236.3,-108.6,-143.9,,-128.0,,,,True,False,False,True,False,,False
29009,340,210.0,,,,322.0,104.0,231.7,62.1,226.7,,133.0,-130.0,,,,-18.0,-236.0,-108.3,-277.9,-113.3,,-207.0,,,,True,False,True,False,True,,False
29011,286,168.0,,,,55.0,,99.7,402.4,97.3,,374.0,-118.0,,,,-231.0,,-186.3,116.4,-188.7,,88.0,,,,False,,False,True,False,,True
29013,154,70.0,,,,99.0,18.5,,14.2,52.0,,220.0,-84.0,,,,-55.0,-135.5,,-139.8,-102.0,,66.0,,,,True,False,,False,False,,True
29015,291,98.0,,,,81.0,9.7,206.3,17.6,201.7,,67.0,-193.0,,,,-210.0,-281.3,-84.7,-273.4,-89.3,,-224.0,,,,False,False,True,False,True,,False
29017,308,189.0,,,,93.0,208.0,71.4,214.7,109.0,,229.0,-119.0,,,,-215.0,-100.0,-236.6,-93.3,-199.0,,-79.0,,,,False,True,False,True,False,,True
29019,3474,3276.0,,,,2084.0,2162.5,1309.8,3156.3,1924.0,,3319.0,-198.0,,,,-1390.0,-1311.5,-2164.2,-317.7,-1550.0,,-155.0,,,,False,False,False,False,False,,True
29021,1408,707.0,,,,1079.0,466.8,105.4,2962.6,432.9,,1230.0,-701.0,,,,-329.0,-941.2,-1302.6,1554.6,-975.1,,-178.0,,,,True,False,False,False,False,,True
29023,619,196.0,,,,514.0,48.3,183.9,18.3,304.4,,183.0,-423.0,,,,-105.0,-570.7,-435.1,-600.7,-314.6,,-436.0,,,,True,False,False,False,True,,False
29025,110,14.0,,,,54.0,8.0,,2.5,8.5,,35.0,-96.0,,,,-56.0,-102.0,,-107.5,-101.5,,-75.0,,,,True,False,,False,False,,True
29027,679,504.0,,,,379.0,443.5,261.1,282.3,651.2,,572.0,-175.0,,,,-300.0,-235.5,-417.9,-396.7,-27.8,,-107.0,,,,False,False,False,False,True,,True
29029,924,448.0,,,,259.0,394.2,428.6,93.7,278.7,,403.0,-476.0,,,,-665.0,-529.8,-495.4,-830.4,-645.3,,-521.0,,,,False,False,False,False,False,,False
29031,1474,679.0,,,,704.0,677.4,480.3,216.4,283.8,,463.0,-795.0,,,,-770.0,-796.6,-993.7,-1257.6,-1190.2,,-1011.0,,,,True,False,False,False,False,,False
29033,67,21.0,,,,82.0,0.6,15.7,0.0,25.1,,16.0,-46.0,,,,15.0,-66.4,-51.3,-67.0,-41.9,,-51.0,,,,True,False,False,False,True,,False
29035,122,70.0,,,,25.0,7.6,,9.8,,,198.0,-52.0,,,,-97.0,-114.4,,-112.2,,,76.0,,,,False,False,,False,,,False
29037,802,735.0,,,,522.0,583.9,863.3,248.0,450.7,,670.0,-67.0,,,,-280.0,-218.1,61.3,-554.0,-351.3,,-132.0,,,,False,False,True,False,False,,False
29039,159,21.0,,,,78.0,13.9,,0.1,12.7,,12.0,-138.0,,,,-81.0,-145.1,,-158.9,-146.3,,-147.0,,,,True,False,,False,False,,False
29041,33,21.0,,,,23.0,4.7,,0.0,14.5,,26.0,-12.0,,,,-10.0,-28.3,,-33.0,-18.5,,-7.0,,,,True,False,,False,False,,True
29043,1425,833.0,,,,545.0,654.2,922.3,1654.9,390.0,,885.0,-592.0,,,,-880.0,-770.8,-502.7,229.9,-1035.0,,-540.0,,,,False,False,True,True,False,,True
29045,58,56.0,,,,51.0,17.6,,7.6,,,90.0,-2.0,,,,-7.0,-40.4,,-50.4,,,32.0,,,,False,False,,False,,,False
29047,963,770.0,,,,1750.0,155.6,678.3,352.5,1177.1,,1104.0,-193.0,,,,787.0,-807.4,-284.7,-610.5,214.1,,141.0,,,,False,False,False,False,False,,True
29049,286,105.0,,,,146.0,25.6,195.2,28.8,86.1,,58.0,-181.0,,,,-140.0,-260.4,-90.8,-257.2,-199.9,,-228.0,,,,True,False,True,False,False,,False
29051,1602,826.0,,,,746.0,296.9,510.8,472.4,575.5,,396.0,-776.0,,,,-856.0,-1305.1,-1091.2,-1129.6,-1026.5,,-1206.0,,,,False,False,False,False,False,,False
29053,344,252.0,,,,131.0,100.8,135.5,0.0,286.1,,173.0,-92.0,,,,-213.0,-243.2,-208.5,-344.0,-57.9,,-171.0,,,,False,False,False,False,True,,False
29055,357,287.0,,,,150.0,100.7,164.2,63.3,361.3,,260.0,-70.0,,,,-207.0,-256.3,-192.8,-293.7,4.3,,-97.0,,,,False,False,False,False,True,,False
29057,100,35.0,,,,30.0,,,16.4,,,63.0,-65.0,,,,-70.0,,,-83.6,,,-37.0,,,,False,,,False,,,True
29059,169,140.0,,,,99.0,85.0,119.3,216.1,94.8,,193.0,-29.0,,,,-70.0,-84.0,-49.7,47.1,-74.2,,24.0,,,,False,False,False,False,False,,True
29061,176,21.0,,,,56.0,11.0,,9.0,8.1,,28.0,-155.0,,,,-120.0,-165.0,,-167.0,-167.9,,-148.0,,,,True,False,,False,False,,True
29063,175,91.0,,,,167.0,62.2,,50.2,111.4,,116.0,-84.0,,,,-8.0,-112.8,,-124.8,-63.6,,-59.0,,,,True,False,,False,True,,True
29065,198,42.0,,,,62.0,28.4,,16.6,,,18.0,-156.0,,,,-136.0,-169.6,,-181.4,,,-180.0,,,,True,False,,False,,,False
29067,153,84.0,,,,90.0,21.0,71.3,11.9,73.1,,147.0,-69.0,,,,-63.0,-132.0,-81.7,-141.1,-79.9,,-6.0,,,,True,False,False,False,False,,True
29069,518,210.0,,,,452.0,167.2,110.5,26.2,284.7,,55.0,-308.0,,,,-66.0,-350.8,-407.5,-491.8,-233.3,,-463.0,,,,True,False,False,False,True,,False
29071,1282,1106.0,,,,861.0,683.3,1048.7,835.0,707.6,,1215.0,-176.0,,,,-421.0,-598.7,-233.3,-447.0,-574.4,,-67.0,,,,False,False,False,False,False,,True
29073,138,266.0,,,,63.0,89.8,,87.4,206.5,,486.0,128.0,,,,-75.0,-48.2,,-50.6,68.5,,348.0,,,,True,True,,True,True,,False
29075,87,35.0,,,,46.0,32.1,,2.1,30.7,,109.0,-52.0,,,,-41.0,-54.9,,-84.9,-56.3,,22.0,,,,True,False,,False,False,,True
29077,5282,4431.0,,,,2122.0,9146.1,2979.4,6720.2,2857.1,,4269.0,-851.0,,,,-3160.0,3864.1,-2302.6,1438.2,-2424.9,,-1013.0,,,,False,False,False,False,False,,False
29079,197,56.0,,,,53.0,43.5,,24.9,38.7,,283.0,-141.0,,,,-144.0,-153.5,,-172.1,-158.3,,86.0,,,,False,False,,False,False,,True
29081,96,56.0,,,,53.0,34.8,,8.6,37.9,,287.0,-40.0,,,,-43.0,-61.2,,-87.4,-58.1,,191.0,,,,False,False,,False,False,,False
29083,223,42.0,,,,153.0,11.5,185.6,10.8,53.4,,42.0,-181.0,,,,-70.0,-211.5,-37.4,-212.2,-169.6,,-181.0,,,,True,False,True,False,True,,False
29085,114,84.0,,,,28.0,,,46.9,,,75.0,-30.0,,,,-86.0,,,-67.1,,,-39.0,,,,False,,,False,,,False
29087,42,49.0,,,,17.0,10.4,,13.8,,,16.0,7.0,,,,-25.0,-31.6,,-28.2,,,-26.0,,,,False,False,,False,,,False
29089,125,196.0,,,,61.0,72.4,32.2,9.9,344.6,,183.0,71.0,,,,-64.0,-52.6,-92.8,-115.1,219.6,,58.0,,,,True,True,False,False,False,,True
29091,744,301.0,,,,356.0,450.4,278.6,128.0,512.1,,553.0,-443.0,,,,-388.0,-293.6,-465.4,-616.0,-231.9,,-191.0,,,,True,True,False,False,True,,True
29093,65,49.0,,,,45.0,7.8,,30.9,,,46.0,-16.0,,,,-20.0,-57.2,,-34.1,,,-19.0,,,,False,False,,False,,,False
29095,3702,2667.0,,,,4226.0,2685.6,1369.3,403.4,1298.7,,2335.0,-1035.0,,,,524.0,-1016.4,-2332.7,-3298.6,-2403.3,,-1367.0,,,,True,True,False,False,False,,False
29097,2572,1379.0,,,,965.0,628.1,552.0,179.5,808.7,,1071.0,-1193.0,,,,-1607.0,-1943.9,-2020.0,-2392.5,-1763.3,,-1501.0,,,,False,False,False,False,False,,False
