,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
26089,24,20.0,18.6,,20.0,25.0,,,,,,26.0,,56.7,40.8,,4.0,18.2,68.2,,10.3,,,,,11.0,24.9,-4.0,-5.4,,-4.0,1.0,,,,,,2.0,,32.7,16.8,,-20.0,-5.8,44.2,,-13.7,,,,,-13.0,0.9,False,,False,True,,,,,,True,,False,False,,False,False,False,,False,,,,,False,True
26091,229,196.0,159.9,,160.0,213.0,,,,,,138.0,,232.9,360.6,,36.7,142.1,525.9,,28.2,,,,,105.0,240.8,-33.0,-69.1,,-69.0,-16.0,,,,,,-91.0,,3.9,131.6,,-192.3,-86.9,296.9,,-200.8,,,,,-124.0,11.8,False,,False,True,,,,,,False,,True,False,,False,False,False,,False,,,,,False,True
26093,432,280.0,272.4,,275.0,123.0,,,,,,311.0,,353.6,752.8,,47.6,191.0,1134.1,,35.7,298.9,138.0,,,159.0,350.7,-152.0,-159.6,,-157.0,-309.0,,,,,,-121.0,,-78.4,320.8,,-384.4,-241.0,702.1,,-396.3,-133.1,-294.0,,,-273.0,-81.3,False,,False,False,,,,,,True,,True,False,,False,False,False,,False,True,False,,,False,True
26095,27,8.0,7.9,,11.0,12.0,,,,,,43.0,,46.6,7.6,,0.2,18.6,,,0.0,,,,,3.0,39.3,-19.0,-19.1,,-16.0,-15.0,,,,,,16.0,,19.6,-19.4,,-26.8,-8.4,,,-27.0,,,,,-24.0,12.3,False,,True,True,,,,,,True,,False,False,,False,True,,,False,,,,,False,True
26097,83,12.0,11.0,,9.0,0.0,,,,,,17.0,,16.3,19.4,,1.8,8.3,,,7.0,,,,,3.0,14.8,-71.0,-72.0,,-74.0,-83.0,,,,,,-66.0,,-66.7,-63.6,,-81.2,-74.7,,,-76.0,,,,,-80.0,-68.2,False,,False,False,,,,,,True,,True,True,,False,False,,,False,,,,,False,True
26099,2899,1192.0,1220.4,1460.0,1087.0,866.0,,,,,,1198.0,,956.2,2180.1,,381.5,941.8,620.2,,90.7,1549.3,374.0,,,472.0,1958.6,-1707.0,-1678.6,-1439.0,-1812.0,-2033.0,,,,,,-1701.0,,-1942.8,-718.9,,-2517.5,-1957.2,-2278.8,,-2808.3,-1349.7,-2525.0,,,-2427.0,-940.4,True,True,False,False,,,,,,True,,False,True,,False,False,False,,False,True,False,,,False,True
26101,41,0.0,0.0,,2.0,12.0,,,,,,102.0,,55.5,20.3,,3.0,2.7,,,1.0,,,,,1.0,11.1,-41.0,-41.0,,-39.0,-29.0,,,,,,61.0,,14.5,-20.7,,-38.0,-38.3,,,-40.0,,,,,-40.0,-29.9,False,,True,True,,,,,,False,,True,True,,True,True,,,True,,,,,True,True
26103,641,124.0,125.3,,113.0,28.0,,,,,,372.0,,113.5,237.5,,45.7,108.9,283.8,,36.3,,,,,114.0,122.5,-517.0,-515.7,,-528.0,-613.0,,,,,,-269.0,,-527.5,-403.5,,-595.3,-532.1,-357.2,,-604.7,,,,,-527.0,-518.5,True,,False,False,,,,,,True,,False,True,,False,False,True,,False,,,,,False,False
26105,42,16.0,13.9,,16.0,16.0,,,,,,136.0,,61.7,45.6,,0.6,5.9,58.5,,5.7,,,,,10.0,16.1,-26.0,-28.1,,-26.0,-26.0,,,,,,94.0,,19.7,3.6,,-41.4,-36.1,16.5,,-36.3,,,,,-32.0,-25.9,False,,False,False,,,,,,False,,True,True,,False,False,True,,False,,,,,False,True
26107,170,92.0,127.1,,111.0,296.0,,,,,,213.0,,263.0,158.3,,36.1,89.6,165.1,,25.1,,,,,28.0,117.7,-78.0,-42.9,,-59.0,126.0,,,,,,43.0,,93.0,-11.7,,-133.9,-80.4,-4.9,,-144.9,,,,,-142.0,-52.3,True,,True,False,,,,,,True,,False,True,,False,False,True,,False,,,,,False,True
26109,307,140.0,159.2,,93.0,4.0,,,,,,85.0,,74.4,70.8,,105.4,93.4,80.4,,22.5,,,,,208.0,153.2,-167.0,-147.8,,-214.0,-303.0,,,,,,-222.0,,-232.6,-236.2,,-201.6,-213.6,-226.6,,-284.5,,,,,-99.0,-153.8,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,True,True
26111,247,180.0,165.5,,166.0,304.0,,,,,,333.0,,161.8,308.7,,89.4,145.8,514.0,,15.0,,,,,115.0,228.6,-67.0,-81.5,,-81.0,57.0,,,,,,86.0,,-85.2,61.7,,-157.6,-101.2,267.0,,-232.0,,,,,-132.0,-18.4,False,,False,True,,,,,,False,,False,True,,False,False,False,,False,,,,,False,True
26113,20,16.0,16.5,,8.0,0.0,,,,,,38.0,,10.6,22.2,,2.9,6.8,,,0.3,,,,,12.0,15.0,-4.0,-3.5,,-12.0,-20.0,,,,,,18.0,,-9.4,2.2,,-17.1,-13.2,,,-19.7,,,,,-8.0,-5.0,True,,False,False,,,,,,False,,False,True,,False,False,,,False,,,,,False,False
26115,337,124.0,139.5,,127.0,44.0,,,,,,276.0,,229.0,399.1,,13.5,93.7,387.4,,15.0,128.0,32.0,,,48.0,211.0,-213.0,-197.5,,-210.0,-293.0,,,,,,-61.0,,-108.0,62.1,,-323.5,-243.3,50.4,,-322.0,-209.0,-305.0,,,-289.0,-126.0,True,,True,False,,,,,,True,,True,True,,False,False,True,,False,True,False,,,False,True
26117,191,128.0,124.3,,126.0,265.0,,,,,,162.0,,152.9,163.1,,22.5,84.1,151.6,,18.2,,,,,141.0,126.4,-63.0,-66.7,,-65.0,74.0,,,,,,-29.0,,-38.1,-27.9,,-168.5,-106.9,-39.4,,-172.8,,,,,-50.0,-64.6,False,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,True,False
26119,7,4.0,4.8,,4.0,0.0,,,,,,6.0,,3.3,3.2,,0.2,2.0,,,1.0,,,,,4.0,5.5,-3.0,-2.2,,-3.0,-7.0,,,,,,-1.0,,-3.7,-3.8,,-6.8,-5.0,,,-6.0,,,,,-3.0,-1.5,True,,False,False,,,,,,True,,False,False,,False,False,,,False,,,,,False,True
26121,350,32.0,19.7,,67.0,115.0,,,,,,683.0,,161.8,222.9,,26.2,101.3,193.0,,11.6,33.7,45.0,,,18.0,77.7,-318.0,-330.3,,-283.0,-235.0,,,,,,333.0,,-188.2,-127.1,,-323.8,-248.7,-157.0,,-338.4,-316.3,-305.0,,,-332.0,-272.3,False,,True,True,,,,,,False,,True,True,,False,True,True,,False,True,True,,,False,True
26123,195,32.0,31.0,,32.0,28.0,,,,,,181.0,,74.2,83.0,,5.4,32.0,55.7,,28.4,,,,,22.0,52.2,-163.0,-164.0,,-163.0,-167.0,,,,,,-14.0,,-120.8,-112.0,,-189.6,-163.0,-139.3,,-166.6,,,,,-173.0,-142.8,False,,False,False,,,,,,True,,True,True,,False,True,True,,False,,,,,False,True
26125,3047,2144.0,2283.0,2334.9,1698.0,1903.0,,,,,,2793.0,,1738.3,3095.7,,817.1,1739.7,1286.2,,260.7,1565.7,970.0,,,835.0,3146.0,-903.0,-764.0,-712.1,-1349.0,-1144.0,,,,,,-254.0,,-1308.7,48.7,,-2229.9,-1307.3,-1760.8,,-2786.3,-1481.3,-2077.0,,,-2212.0,99.0,True,True,False,False,,,,,,True,,False,True,,False,False,False,,False,False,False,,,False,True
26127,55,48.0,46.7,,33.0,,,,,,,63.0,,74.2,26.0,,1.2,24.3,24.7,,1.4,,,,,143.0,36.7,-7.0,-8.3,,-22.0,,,,,,,8.0,,19.2,-29.0,,-53.8,-30.7,-30.3,,-53.6,,,,,88.0,-18.3,False,,False,,,,,,,False,,False,False,,False,False,False,,False,,,,,False,False
26129,23,4.0,5.6,,4.0,0.0,,,,,,16.0,,55.4,17.4,,1.7,1.7,,,0.3,,,,,1.0,4.9,-19.0,-17.4,,-19.0,-23.0,,,,,,-7.0,,32.4,-5.6,,-21.3,-21.3,,,-22.7,,,,,-22.0,-18.1,True,,False,False,,,,,,True,,False,True,,False,False,,,False,,,,,False,True
26131,27,20.0,17.6,,8.0,0.0,,,,,,8.0,,15.7,18.7,,,5.2,,,4.7,,,,,31.0,22.0,-7.0,-9.4,,-19.0,-27.0,,,,,,-19.0,,-11.3,-8.3,,,-21.8,,,-22.3,,,,,4.0,-5.0,False,,False,False,,,,,,False,,False,False,,,False,,,False,,,,,True,True
26133,33,12.0,14.2,,12.0,27.0,,,,,,36.0,,80.3,26.3,,8.1,9.8,,,8.9,,,,,5.0,15.5,-21.0,-18.8,,-21.0,-6.0,,,,,,3.0,,47.3,-6.7,,-24.9,-23.2,,,-24.1,,,,,-28.0,-17.5,True,,False,True,,,,,,True,,False,True,,False,False,,,False,,,,,False,True
26135,23,4.0,2.9,,4.0,0.0,,,,,,8.0,,2.9,3.5,,1.5,1.8,,,0.0,,,,,30.0,5.6,-19.0,-20.1,,-19.0,-23.0,,,,,,-15.0,,-20.1,-19.5,,-21.5,-21.2,,,-23.0,,,,,7.0,-17.4,False,,False,False,,,,,,True,,False,False,,False,False,,,False,,,,,True,True
26137,39,44.0,41.2,,35.0,,,,,,,36.0,,72.3,45.5,,4.1,39.5,62.7,,11.2,,,,,84.0,29.8,5.0,2.2,,-4.0,,,,,,,-3.0,,33.3,6.5,,-34.9,0.5,23.7,,-27.8,,,,,45.0,-9.2,True,,True,,,,,,,True,,False,False,,False,True,False,,False,,,,,False,False
26139,1153,1076.0,1265.5,,873.0,651.0,,,,,,1373.0,,1095.2,956.4,,313.1,820.1,1609.6,,175.7,660.8,772.0,,,439.0,1407.7,-77.0,112.5,,-280.0,-502.0,,,,,,220.0,,-57.8,-196.6,,-839.9,-332.9,456.6,,-977.3,-492.2,-381.0,,,-714.0,254.7,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,False,False,,,False,False
26141,9,12.0,11.8,,4.0,0.0,,,,,,4.0,,6.2,5.3,,0.5,5.9,,,1.6,,,,,19.0,10.2,3.0,2.8,,-5.0,-9.0,,,,,,-5.0,,-2.8,-3.7,,-8.5,-3.1,,,-7.4,,,,,10.0,1.2,True,,False,False,,,,,,False,,True,False,,False,False,,,False,,,,,False,True
26143,46,20.0,24.8,,15.0,11.0,,,,,,15.0,,63.8,45.0,,3.5,8.8,,,1.3,,,,,13.0,22.0,-26.0,-21.2,,-31.0,-35.0,,,,,,-31.0,,17.8,-1.0,,-42.5,-37.2,,,-44.7,,,,,-33.0,-24.0,True,,False,False,,,,,,False,,True,True,,False,False,,,False,,,,,False,True
26145,515,424.0,424.7,,334.0,176.0,,,,,,535.0,,372.9,581.9,,87.4,275.4,440.9,,45.8,317.0,177.0,,,221.0,514.4,-91.0,-90.3,,-181.0,-339.0,,,,,,20.0,,-142.1,66.9,,-427.6,-239.6,-74.1,,-469.2,-198.0,-338.0,,,-294.0,-0.6,True,,False,False,,,,,,True,,False,True,,False,False,True,,False,False,False,,,False,True
26147,304,92.0,92.7,,81.0,83.0,,,,,,82.0,,156.5,243.4,,24.5,65.9,92.6,,19.5,,30.0,,,109.0,126.3,-212.0,-211.3,,-223.0,-221.0,,,,,,-222.0,,-147.5,-60.6,,-279.5,-238.1,-211.4,,-284.5,,-274.0,,,-195.0,-177.7,True,,False,False,,,,,,False,,True,True,,False,False,True,,False,,False,,,True,True
26149,312,72.0,77.7,,72.0,7.0,,,,,,152.0,,127.0,63.2,,16.9,60.8,84.2,,33.4,,,,,72.0,90.0,-240.0,-234.3,,-240.0,-305.0,,,,,,-160.0,,-185.0,-248.8,,-295.1,-251.2,-227.8,,-278.6,,,,,-240.0,-222.0,True,,False,False,,,,,,True,,True,False,,False,False,True,,False,,,,,False,True
26151,23,48.0,47.4,,43.0,100.0,,,,,,11.0,,96.5,73.7,,6.1,33.2,62.5,,1.3,,,,,72.0,44.7,25.0,24.4,,20.0,77.0,,,,,,-12.0,,73.5,50.7,,-16.9,10.2,39.5,,-21.7,,,,,49.0,21.7,True,,True,False,,,,,,True,,False,False,,True,True,False,,True,,,,,False,True
26153,33,16.0,17.2,,8.0,0.0,,,,,,19.0,,12.9,12.4,,0.6,6.2,,,3.3,,,,,26.0,15.1,-17.0,-15.8,,-25.0,-33.0,,,,,,-14.0,,-20.1,-20.6,,-32.4,-26.8,,,-29.7,,,,,-7.0,-17.9,True,,False,False,,,,,,True,,False,False,,False,False,,,False,,,,,True,False
26155,121,76.0,59.9,,65.0,35.0,,,,,,135.0,,160.9,249.4,,6.1,50.3,244.0,,8.9,,,,,99.0,86.6,-45.0,-61.1,,-56.0,-86.0,,,,,,14.0,,39.9,128.4,,-114.9,-70.7,123.0,,-112.0,,,,,-22.0,-34.4,False,,False,False,,,,,,True,,True,False,,False,False,False,,False,,,,,True,True
26157,92,68.0,59.8,,49.0,9.0,,,,,,36.0,,84.9,107.8,,11.4,49.9,92.6,,12.7,,,,,151.0,98.4,-24.0,-32.2,,-43.0,-83.0,,,,,,-56.0,,-7.1,15.8,,-80.6,-42.1,0.6,,-79.3,,,,,59.0,6.4,False,,False,False,,,,,,False,,True,True,,False,False,True,,False,,,,,False,True
26159,192,152.0,196.6,,152.0,56.0,,,,,,198.0,,179.2,210.5,,40.4,116.2,201.5,,15.5,,,,,118.0,187.8,-40.0,4.6,,-40.0,-136.0,,,,,,6.0,,-12.8,18.5,,-151.6,-75.8,9.5,,-176.5,,,,,-74.0,-4.2,True,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,False,True
26161,1356,572.0,573.6,,566.0,734.0,,,,,,1319.0,,669.1,983.1,,340.1,456.6,797.4,,62.6,488.3,397.0,,,339.0,664.7,-784.0,-782.4,,-790.0,-622.0,,,,,,-37.0,,-686.9,-372.9,,-1015.9,-899.4,-558.6,,-1293.4,-867.7,-959.0,,,-1017.0,-691.3,True,,False,True,,,,,,True,,True,True,,False,False,True,,False,False,False,,,False,True
26163,4064,3324.0,3587.6,2948.6,2540.0,3059.0,,,,,,3829.0,,2173.0,4781.6,,1079.2,2536.5,882.3,,358.8,3086.4,1008.0,,,1315.0,4516.2,-740.0,-476.4,-1115.4,-1524.0,-1005.0,,,,,,-235.0,,-1891.0,717.6,,-2984.8,-1527.5,-3181.7,,-3705.2,-977.6,-3056.0,,,-2749.0,452.2,True,False,False,False,,,,,,True,,False,True,,False,False,False,,False,False,False,,,False,True
26165,29,16.0,12.0,,15.0,9.0,,,,,,153.0,,59.4,54.2,,1.6,8.6,76.6,,14.3,,,,,16.0,21.4,-13.0,-17.0,,-14.0,-20.0,,,,,,124.0,,30.4,25.2,,-27.4,-20.4,47.6,,-14.7,,,,,-13.0,-7.6,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,False,True
27001,81,20.0,23.5,,15.0,4.0,,,,,,12.0,,18.2,30.0,,6.3,21.8,,,13.1,,,,,18.0,21.2,-61.0,-57.5,,-66.0,-77.0,,,,,,-69.0,,-62.8,-51.0,,-74.7,-59.2,,,-67.9,,,,,-63.0,-59.8,True,,False,False,,,,,,False,,False,True,,False,True,,,False,,,,,False,True
27003,2162,1500.0,1503.4,,1493.0,1102.0,,,,,,829.0,,1270.8,816.4,,1194.8,1603.6,1454.6,,2604.3,1215.6,2036.0,,,1744.0,1841.0,-662.0,-658.6,,-669.0,-1060.0,,,,,,-1333.0,,-891.2,-1345.6,,-967.2,-558.4,-707.4,,442.3,-946.4,-126.0,,,-418.0,-321.0,True,,False,False,,,,,,False,,False,False,,False,True,False,,True,False,True,,,True,True
27005,230,76.0,74.6,,75.0,20.0,,,,,,149.0,,137.2,107.1,,19.6,74.3,118.4,,25.6,,,,,78.0,79.6,-154.0,-155.4,,-155.0,-210.0,,,,,,-81.0,,-92.8,-122.9,,-210.4,-155.7,-111.6,,-204.4,,,,,-152.0,-150.4,False,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,True,True
27007,365,92.0,85.9,,95.0,39.0,,,,,,97.0,,123.3,130.9,,43.0,104.5,90.5,,178.5,,,,,138.0,96.2,-273.0,-279.1,,-270.0,-326.0,,,,,,-268.0,,-241.7,-234.1,,-322.0,-260.5,-274.5,,-186.5,,,,,-227.0,-268.8,False,,True,False,,,,,,True,,True,True,,False,True,False,,True,,,,,True,True
27009,315,192.0,182.8,,180.0,82.0,,,,,,192.0,,261.6,141.1,,98.2,175.5,173.9,,141.1,,,,,308.0,207.0,-123.0,-132.2,,-135.0,-233.0,,,,,,-123.0,,-53.4,-173.9,,-216.8,-139.5,-141.1,,-173.9,,,,,-7.0,-108.0,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,True,True
27011,59,76.0,85.3,,47.0,18.0,,,,,,18.0,,94.4,12.5,,9.8,48.2,,,47.3,,,,,68.0,76.3,17.0,26.3,,-12.0,-41.0,,,,,,-41.0,,35.4,-46.5,,-49.2,-10.8,,,-11.7,,,,,9.0,17.3,False,,True,False,,,,,,False,,False,False,,False,True,,,True,,,,,True,False
27013,370,388.0,353.8,,336.0,194.0,,,,,,778.0,,319.7,211.5,,330.6,346.9,194.0,,132.7,350.4,,,,389.0,481.0,18.0,-16.2,,-34.0,-176.0,,,,,,408.0,,-50.3,-158.5,,-39.4,-23.1,-176.0,,-237.3,-19.6,,,,19.0,111.0,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False
27015,122,100.0,105.8,,101.0,93.0,,,,,,108.0,,141.7,70.0,,61.0,89.6,139.3,,196.9,,,,,228.0,95.6,-22.0,-16.2,,-21.0,-29.0,,,,,,-14.0,,19.7,-52.0,,-61.0,-32.4,17.3,,74.9,,,,,106.0,-26.4,True,,True,False,,,,,,True,,True,False,,False,False,True,,False,,,,,False,False
27017,136,96.0,94.2,,79.0,54.0,,,,,,76.0,,162.2,99.9,,28.6,78.2,114.1,,44.4,,,,,290.0,94.8,-40.0,-41.8,,-57.0,-82.0,,,,,,-60.0,,26.2,-36.1,,-107.4,-57.8,-21.9,,-91.6,,,,,154.0,-41.2,False,,False,False,,,,,,False,,True,True,,False,False,True,,False,,,,,False,False
27019,334,340.0,335.6,,345.0,254.0,,,,,,487.0,,501.0,265.5,,125.7,348.6,476.6,,598.9,326.6,,,,454.0,390.6,6.0,1.6,,11.0,-80.0,,,,,,153.0,,167.0,-68.5,,-208.3,14.6,142.6,,264.9,-7.4,,,,120.0,56.6,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False
27021,170,40.0,40.1,,38.0,25.0,,,,,,49.0,,122.2,67.2,,4.5,38.3,80.1,,11.4,,,,,69.0,36.8,-130.0,-129.9,,-132.0,-145.0,,,,,,-121.0,,-47.8,-102.8,,-165.5,-131.7,-89.9,,-158.6,,,,,-101.0,-133.2,True,,False,False,,,,,,True,,True,True,,False,False,True,,False,,,,,True,False
27023,175,84.0,93.7,,65.0,63.0,,,,,,53.0,,58.2,42.0,,44.2,68.5,34.5,,92.8,,,,,92.0,83.9,-91.0,-81.3,,-110.0,-112.0,,,,,,-122.0,,-116.8,-133.0,,-130.8,-106.5,-140.5,,-82.2,,,,,-83.0,-91.1,True,,False,False,,,,,,False,,False,False,,False,False,False,,True,,,,,True,False
27025,378,176.0,175.2,,181.0,154.0,,,,,,107.0,,343.4,232.5,,110.9,181.0,299.9,,197.6,,,,,198.0,226.1,-202.0,-202.8,,-197.0,-224.0,,,,,,-271.0,,-34.6,-145.5,,-267.1,-197.0,-78.1,,-180.4,,,,,-180.0,-151.9,False,,True,False,,,,,,False,,True,True,,False,True,True,,True,,,,,True,True
27027,734,484.0,486.7,,404.0,278.0,,,,,,313.0,,574.6,101.0,,221.4,415.7,261.1,,344.4,413.3,,,,410.0,520.6,-250.0,-247.3,,-330.0,-456.0,,,,,,-421.0,,-159.4,-633.0,,-512.6,-318.3,-472.9,,-389.6,-320.7,,,,-324.0,-213.4,True,,False,False,,,,,,False,,True,False,,False,False,False,,False,False,,,,False,True
27029,46,8.0,7.4,,8.0,0.0,,,,,,14.0,,6.2,4.5,,4.2,6.6,,,11.5,,,,,14.0,5.3,-38.0,-38.6,,-38.0,-46.0,,,,,,-32.0,,-39.8,-41.5,,-41.8,-39.4,,,-34.5,,,,,-32.0,-40.7,False,,False,False,,,,,,True,,False,False,,False,False,,,True,,,,,True,False
27031,5,0.0,0.0,,0.0,0.0,,,,,,0.0,,0.2,0.6,,,0.2,,,0.0,,,,,0.0,6.1,-5.0,-5.0,,-5.0,-5.0,,,,,,-5.0,,-4.8,-4.4,,,-4.8,,,-5.0,,,,,-5.0,1.1,False,,False,False,,,,,,False,,True,True,,,True,,,False,,,,,False,True
27033,44,32.0,31.7,,21.0,7.0,,,,,,50.0,,16.6,17.6,,9.6,41.5,0.0,,20.4,,,,,63.0,28.9,-12.0,-12.3,,-23.0,-37.0,,,,,,6.0,,-27.4,-26.4,,-34.4,-2.5,-44.0,,-23.6,,,,,19.0,-15.1,False,,False,False,,,,,,True,,False,False,,False,True,False,,False,,,,,False,False
27035,416,216.0,223.0,,212.0,92.0,,,,,,179.0,,235.1,203.1,,127.3,207.6,302.6,,324.6,,,,,406.0,249.0,-200.0,-193.0,,-204.0,-324.0,,,,,,-237.0,,-180.9,-212.9,,-288.7,-208.4,-113.4,,-91.4,,,,,-10.0,-167.0,True,,False,False,,,,,,False,,True,False,,False,False,True,,True,,,,,True,True
27037,1982,1328.0,1356.9,1290.5,1202.0,448.0,,,,,,1351.0,,1157.3,1090.0,,1150.9,1231.6,1524.0,,832.2,1192.8,864.0,,,1401.0,2029.3,-654.0,-625.1,-691.5,-780.0,-1534.0,,,,,,-631.0,,-824.7,-892.0,,-831.1,-750.4,-458.0,,-1149.8,-789.2,-1118.0,,,-581.0,47.3,True,False,False,False,,,,,,True,,False,False,,False,False,True,,False,False,False,,,True,True
27039,164,52.0,55.0,,65.0,96.0,,,,,,65.0,,167.0,43.7,,36.6,80.9,76.8,,272.6,,,,,76.0,49.5,-112.0,-109.0,,-99.0,-68.0,,,,,,-99.0,,3.0,-120.3,,-127.4,-83.1,-87.2,,108.6,,,,,-88.0,-114.5,True,,True,True,,,,,,True,,True,False,,False,True,True,,True,,,,,True,False
27041,333,156.0,164.3,,168.0,285.0,,,,,,218.0,,215.3,90.7,,111.0,164.0,220.7,,343.8,,,,,366.0,148.7,-177.0,-168.7,,-165.0,-48.0,,,,,,-115.0,,-117.7,-242.3,,-222.0,-169.0,-112.3,,10.8,,,,,33.0,-184.3,True,,True,True,,,,,,True,,True,False,,False,True,True,,True,,,,,True,False
27043,76,16.0,21.6,,19.0,18.0,,,,,,41.0,,23.3,30.7,,5.7,18.0,95.2,,6.0,,,,,15.0,20.9,-60.0,-54.4,,-57.0,-58.0,,,,,,-35.0,,-52.7,-45.3,,-70.3,-58.0,19.2,,-70.0,,,,,-61.0,-55.1,True,,True,True,,,,,,True,,True,True,,False,True,True,,False,,,,,False,True
27045,128,56.0,53.1,,56.0,38.0,,,,,,78.0,,147.7,36.6,,31.6,45.3,60.8,,92.5,,,,,153.0,48.3,-72.0,-74.9,,-72.0,-90.0,,,,,,-50.0,,19.7,-91.4,,-96.4,-82.7,-67.2,,-35.5,,,,,25.0,-79.7,False,,False,False,,,,,,True,,True,False,,False,False,True,,True,,,,,True,False
27047,114,276.0,277.9,,197.0,579.0,,,,,,183.0,,347.0,65.2,,70.8,168.2,112.0,,138.7,,,,,299.0,267.2,162.0,163.9,,83.0,465.0,,,,,,69.0,,233.0,-48.8,,-43.2,54.2,-2.0,,24.7,,,,,185.0,153.2,False,,True,False,,,,,,True,,False,True,,True,True,True,,True,,,,,False,True
27049,167,144.0,146.8,,145.0,111.0,,,,,,169.0,,260.4,120.2,,40.7,120.3,206.7,,193.5,,,,,212.0,152.4,-23.0,-20.2,,-22.0,-56.0,,,,,,2.0,,93.4,-46.8,,-126.3,-46.7,39.7,,26.5,,,,,45.0,-14.6,True,,True,False,,,,,,True,,False,False,,False,False,False,,False,,,,,False,True
27051,28,0.0,0.5,,4.0,0.0,,,,,,19.0,,3.1,4.8,,8.1,5.1,,,18.9,,,,,5.0,7.3,-28.0,-27.5,,-24.0,-28.0,,,,,,-9.0,,-24.9,-23.2,,-19.9,-22.9,,,-9.1,,,,,-23.0,-20.7,True,,True,False,,,,,,True,,True,True,,True,True,,,True,,,,,True,True
27053,6121,4068.0,4367.4,3165.6,3694.0,4458.0,,,,,,4597.0,,2516.4,2395.4,,2729.9,3851.2,1389.9,,3062.9,3603.6,5006.0,,,6769.0,5046.1,-2053.0,-1753.6,-2955.4,-2427.0,-1663.0,,,,,,-1524.0,,-3604.6,-3725.6,,-3391.1,-2269.8,-4731.1,,-3058.1,-2517.4,-1115.0,,,648.0,-1074.9,True,False,False,True,,,,,,True,,False,False,,False,False,False,,False,False,True,,,True,True
27055,72,56.0,59.7,,56.0,54.0,,,,,,69.0,,202.8,65.9,,37.2,51.4,2.5,,108.6,,,,,88.0,55.7,-16.0,-12.3,,-16.0,-18.0,,,,,,-3.0,,130.8,-6.1,,-34.8,-20.6,-69.5,,36.6,,,,,16.0,-16.3,True,,False,False,,,,,,True,,False,True,,False,False,False,,False,,,,,False,False
27057,210,96.0,89.2,,77.0,111.0,,,,,,43.0,,148.8,58.7,,19.7,77.8,,,0.0,,,,,261.0,101.5,-114.0,-120.8,,-133.0,-99.0,,,,,,-167.0,,-61.2,-151.3,,-190.3,-132.2,,,-210.0,,,,,51.0,-108.5,False,,False,True,,,,,,False,,True,False,,False,False,,,False,,,,,True,True
27059,230,160.0,181.1,,159.0,166.0,,,,,,93.0,,273.4,99.8,,250.1,173.1,144.9,,95.2,,,,,498.0,137.2,-70.0,-48.9,,-71.0,-64.0,,,,,,-137.0,,43.4,-130.2,,20.1,-56.9,-85.1,,-134.8,,,,,268.0,-92.8,True,,False,True,,,,,,False,,True,False,,True,True,False,,False,,,,,False,False
