,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
37049,911,522.0,722.0,,,,,1014.0,,550.3,215.6,434.5,255.8,362.5,,1054.0,-389.0,-189.0,,,,,103.0,,-360.7,-695.4,-476.5,-655.2,-548.5,,143.0,True,,,,,True,,True,False,False,False,False,,True
37051,1904,2352.0,4066.0,,,,,2866.0,,1583.9,2047.7,1374.3,1232.6,2240.8,,2207.0,448.0,2162.0,,,,,962.0,,-320.1,143.7,-529.7,-671.4,336.8,,303.0,False,,,,,False,,True,True,False,False,True,,True
37053,83,138.0,338.0,,,,,96.0,,92.5,12.4,166.4,8.4,77.1,,381.0,55.0,255.0,,,,,13.0,,9.5,-70.6,83.4,-74.6,-5.9,,298.0,False,,,,,True,,True,False,False,False,True,,False
37055,78,30.0,42.0,,,,,416.0,,99.6,10.7,138.1,2.0,15.3,,17.0,-48.0,-36.0,,,,,338.0,,21.6,-67.3,60.1,-76.0,-62.7,,-61.0,True,,,,,False,,True,False,False,False,False,,False
37057,1098,792.0,656.0,,,,,882.0,,675.6,368.9,428.4,352.4,436.9,,662.0,-306.0,-442.0,,,,,-216.0,,-422.4,-729.1,-669.6,-745.6,-661.1,,-436.0,False,,,,,True,,False,False,False,False,False,,False
37059,191,144.0,176.0,,,,,229.0,,138.8,18.5,94.0,11.4,111.3,,134.0,-47.0,-15.0,,,,,38.0,,-52.2,-172.5,-97.0,-179.6,-79.7,,-57.0,True,,,,,True,,False,False,False,False,False,,False
37061,396,96.0,57.0,,,,,636.0,,60.5,16.6,5.3,35.6,114.1,,56.0,-300.0,-339.0,,,,,240.0,,-335.5,-379.4,-390.7,-360.4,-281.9,,-340.0,False,,,,,True,,False,False,False,False,True,,False
37063,1362,1554.0,1305.0,,,,,2098.0,,648.1,451.1,484.8,754.2,1108.9,,1536.0,192.0,-57.0,,,,,736.0,,-713.9,-910.9,-877.2,-607.8,-253.1,,174.0,True,,,,,False,,False,False,False,False,False,,True
37065,675,744.0,795.0,,,,,318.0,,393.6,513.4,286.6,307.1,702.7,,553.0,69.0,120.0,,,,,-357.0,,-281.4,-161.6,-388.4,-367.9,27.7,,-122.0,False,,,,,False,,False,False,False,False,True,,False
37067,1652,1530.0,799.0,,,,,2039.0,,1143.7,592.2,712.7,1333.3,1086.8,,1519.0,-122.0,-853.0,,,,,387.0,,-508.3,-1059.8,-939.3,-318.7,-565.2,,-133.0,False,,,,,False,,False,False,False,False,False,,False
37069,253,384.0,628.0,,,,,349.0,,280.1,112.1,224.3,201.1,252.1,,448.0,131.0,375.0,,,,,96.0,,27.1,-140.9,-28.7,-51.9,-0.9,,195.0,False,,,,,True,,True,False,True,True,True,,False
37071,2219,1386.0,1246.0,,,,,1497.0,,1229.6,1142.8,568.5,785.2,645.2,,1189.0,-833.0,-973.0,,,,,-722.0,,-989.4,-1076.2,-1650.5,-1433.8,-1573.8,,-1030.0,False,,,,,True,,False,False,False,False,False,,False
37073,55,72.0,96.0,,,,,66.0,,63.1,10.7,,63.9,70.6,,65.0,17.0,41.0,,,,,11.0,,8.1,-44.3,,8.9,15.6,,10.0,False,,,,,True,,True,False,,True,True,,True
37075,155,132.0,336.0,,,,,52.0,,26.4,20.7,,39.1,,,254.0,-23.0,181.0,,,,,-103.0,,-128.6,-134.3,,-115.9,,,99.0,False,,,,,False,,False,False,,False,,,False
37077,305,462.0,322.0,,,,,344.0,,246.8,60.2,99.6,217.0,513.7,,255.0,157.0,17.0,,,,,39.0,,-58.2,-244.8,-205.4,-88.0,208.7,,-50.0,True,,,,,True,,True,False,False,True,False,,True
37079,388,276.0,532.0,,,,,207.0,,87.9,63.5,72.6,268.2,169.2,,305.0,-112.0,144.0,,,,,-181.0,,-300.1,-324.5,-315.4,-119.8,-218.8,,-83.0,False,,,,,False,,False,False,False,False,False,,True
37081,3016,2820.0,2213.0,,,,,2865.0,,1659.1,1019.1,1310.1,2113.6,1788.1,,3345.0,-196.0,-803.0,,,,,-151.0,,-1356.9,-1996.9,-1705.9,-902.4,-1227.9,,329.0,False,,,,,True,,False,False,False,False,False,,False
37083,333,228.0,208.0,,,,,278.0,,245.0,40.5,161.0,57.0,141.8,,164.0,-105.0,-125.0,,,,,-55.0,,-88.0,-292.5,-172.0,-276.0,-191.2,,-169.0,False,,,,,True,,True,False,False,False,False,,False
37085,894,918.0,1843.0,,,,,1180.0,,470.1,576.3,583.8,545.6,768.5,,1021.0,24.0,949.0,,,,,286.0,,-423.9,-317.7,-310.2,-348.4,-125.5,,127.0,False,,,,,False,,False,False,False,False,False,,False
37087,143,132.0,77.0,,,,,398.0,,278.3,16.7,194.5,115.4,127.4,,67.0,-11.0,-66.0,,,,,255.0,,135.3,-126.3,51.5,-27.6,-15.6,,-76.0,False,,,,,False,,False,False,False,False,False,,False
37089,540,330.0,231.0,,,,,529.0,,365.5,182.3,196.7,122.4,195.4,,171.0,-210.0,-309.0,,,,,-11.0,,-174.5,-357.7,-343.3,-417.6,-344.6,,-369.0,False,,,,,True,,True,False,False,False,False,,False
37091,217,300.0,385.0,,,,,136.0,,163.1,112.3,42.4,195.7,425.4,,190.0,83.0,168.0,,,,,-81.0,,-53.9,-104.7,-174.6,-21.3,208.4,,-27.0,False,,,,,True,,True,False,False,True,False,,True
37093,507,246.0,203.0,,,,,542.0,,162.6,55.6,284.7,91.1,170.7,,177.0,-261.0,-304.0,,,,,35.0,,-344.4,-451.4,-222.3,-415.9,-336.3,,-330.0,False,,,,,True,,False,False,True,False,False,,False
37095,63,96.0,143.0,,,,,175.0,,23.9,48.0,0.0,15.6,179.6,,42.0,33.0,80.0,,,,,112.0,,-39.1,-15.0,-63.0,-47.4,116.6,,-21.0,False,,,,,False,,False,True,False,False,False,,True
37097,834,816.0,431.0,,,,,1276.0,,762.0,323.5,522.6,0.0,429.1,,575.0,-18.0,-403.0,,,,,442.0,,-72.0,-510.5,-311.4,-834.0,-404.9,,-259.0,False,,,,,False,,False,False,False,False,False,,False
37099,241,108.0,125.0,,,,,357.0,,149.7,23.2,82.8,92.9,112.6,,177.0,-133.0,-116.0,,,,,116.0,,-91.3,-217.8,-158.2,-148.1,-128.4,,-64.0,True,,,,,True,,True,False,False,False,True,,True
37101,979,1122.0,1108.0,,,,,1706.0,,632.1,387.5,279.5,556.8,691.5,,1066.0,143.0,129.0,,,,,727.0,,-346.9,-591.5,-699.5,-422.2,-287.5,,87.0,True,,,,,False,,False,False,False,False,False,,True
37103,38,42.0,27.0,,,,,60.0,,45.4,4.4,41.7,8.6,21.1,,19.0,4.0,-11.0,,,,,22.0,,7.4,-33.6,3.7,-29.4,-16.9,,-19.0,False,,,,,False,,False,False,True,False,False,,False
37105,442,336.0,857.0,,,,,430.0,,126.7,62.0,96.5,39.4,363.9,,289.0,-106.0,415.0,,,,,-12.0,,-315.3,-380.0,-345.5,-402.6,-78.1,,-153.0,False,,,,,True,,False,False,False,False,True,,False
37107,373,414.0,401.0,,,,,503.0,,233.9,119.6,181.9,250.5,425.0,,313.0,41.0,28.0,,,,,130.0,,-139.1,-253.4,-191.1,-122.5,52.0,,-60.0,True,,,,,False,,False,False,False,False,False,,False
37109,898,588.0,698.0,,,,,588.0,,487.9,182.5,307.4,328.5,403.6,,522.0,-310.0,-200.0,,,,,-310.0,,-410.1,-715.5,-590.6,-569.5,-494.4,,-376.0,True,,,,,False,,False,False,False,False,False,,False
37111,320,204.0,379.0,,,,,299.0,,225.3,33.1,188.2,104.5,242.8,,177.0,-116.0,59.0,,,,,-21.0,,-94.7,-286.9,-131.8,-215.5,-77.2,,-143.0,True,,,,,True,,True,False,False,False,True,,False
37113,155,66.0,83.0,,,,,219.0,,143.4,2.0,43.2,14.4,52.9,,55.0,-89.0,-72.0,,,,,64.0,,-11.6,-153.0,-111.8,-140.6,-102.1,,-100.0,True,,,,,True,,True,False,False,False,False,,False
37115,64,42.0,126.0,,,,,122.0,,92.1,23.6,,7.3,34.5,,73.0,-22.0,62.0,,,,,58.0,,28.1,-40.4,,-56.7,-29.5,,9.0,False,,,,,False,,False,False,,False,False,,True
37117,206,192.0,264.0,,,,,100.0,,122.8,72.9,64.7,90.5,193.3,,206.0,-14.0,58.0,,,,,-106.0,,-83.2,-133.1,-141.3,-115.5,-12.7,,0.0,False,,,,,False,,False,False,False,False,True,,True
37119,4892,6096.0,3262.0,,,,,5918.0,,4361.3,3820.5,685.4,2850.3,3700.3,,5129.0,1204.0,-1630.0,,,,,1026.0,,-530.7,-1071.5,-4206.6,-2041.7,-1191.7,,237.0,False,,,,,True,,True,True,False,False,True,,True
37121,58,6.0,0.0,,,,,66.0,,21.9,27.0,11.2,25.5,5.3,,0.0,-52.0,-58.0,,,,,8.0,,-36.1,-31.0,-46.8,-32.5,-52.7,,-58.0,False,,,,,True,,True,True,True,True,False,,False
37123,191,366.0,292.0,,,,,276.0,,133.0,88.1,167.5,56.1,262.1,,166.0,175.0,101.0,,,,,85.0,,-58.0,-102.9,-23.5,-134.9,71.1,,-25.0,True,,,,,True,,True,True,True,True,True,,True
37125,686,498.0,337.0,,,,,564.0,,476.7,305.3,614.3,542.8,329.6,,364.0,-188.0,-349.0,,,,,-122.0,,-209.3,-380.7,-71.7,-143.2,-356.4,,-322.0,False,,,,,True,,False,False,True,True,False,,False
37127,1238,1068.0,1231.0,,,,,766.0,,711.0,464.9,511.0,584.2,659.4,,944.0,-170.0,-7.0,,,,,-472.0,,-527.0,-773.1,-727.0,-653.8,-578.6,,-294.0,True,,,,,False,,False,False,False,False,False,,False
37129,1287,2046.0,6777.0,,,,,1588.0,,1127.2,1540.7,673.9,210.7,1105.1,,3838.0,759.0,5490.0,,,,,301.0,,-159.8,253.7,-613.1,-1076.3,-181.9,,2551.0,False,,,,,True,,True,True,True,False,True,,False
37131,146,72.0,93.0,,,,,37.0,,46.0,25.4,22.0,11.8,42.3,,58.0,-74.0,-53.0,,,,,-109.0,,-100.0,-120.6,-124.0,-134.2,-103.7,,-88.0,True,,,,,False,,False,False,False,False,False,,False
37133,1156,888.0,1181.0,,,,,3149.0,,1171.7,553.5,1327.2,556.8,654.2,,811.0,-268.0,25.0,,,,,1993.0,,15.7,-602.5,171.2,-599.2,-501.8,,-345.0,True,,,,,False,,True,False,True,False,False,,False
37135,449,960.0,392.0,,,,,1685.0,,722.8,755.3,1190.3,136.0,553.3,,583.0,511.0,-57.0,,,,,1236.0,,273.8,306.3,741.3,-313.0,104.3,,134.0,True,,,,,False,,True,True,False,True,True,,True
37137,69,528.0,1081.0,,,,,102.0,,72.4,133.5,10.7,149.6,241.6,,356.0,459.0,1012.0,,,,,33.0,,3.4,64.5,-58.3,80.6,172.6,,287.0,False,,,,,True,,True,True,True,True,True,,True
37139,196,294.0,311.0,,,,,204.0,,234.3,93.9,192.0,157.2,446.5,,246.0,98.0,115.0,,,,,8.0,,38.3,-102.1,-4.0,-38.8,250.5,,50.0,False,,,,,True,,True,False,True,True,False,,True
37141,375,180.0,429.0,,,,,517.0,,243.7,30.8,185.9,82.8,108.8,,137.0,-195.0,54.0,,,,,142.0,,-131.3,-344.2,-189.1,-292.2,-266.2,,-238.0,True,,,,,True,,True,False,True,False,False,,False
37143,72,90.0,171.0,,,,,66.0,,69.5,7.2,61.1,69.1,65.5,,129.0,18.0,99.0,,,,,-6.0,,-2.5,-64.8,-10.9,-2.9,-6.5,,57.0,False,,,,,True,,True,False,True,True,True,,False
37145,191,228.0,321.0,,,,,117.0,,210.2,28.7,228.3,62.6,298.4,,262.0,37.0,130.0,,,,,-74.0,,19.2,-162.3,37.3,-128.4,107.4,,71.0,False,,,,,False,,True,False,False,False,False,,False
37147,1615,3462.0,1724.0,,,,,2214.0,,1272.3,1647.2,1400.4,1690.7,2188.3,,2366.0,1847.0,109.0,,,,,599.0,,-342.7,32.2,-214.6,75.7,573.3,,751.0,True,,,,,True,,True,True,True,True,True,,True
37149,90,60.0,46.0,,,,,65.0,,91.3,7.0,144.6,29.1,103.8,,43.0,-30.0,-44.0,,,,,-25.0,,1.3,-83.0,54.6,-60.9,13.8,,-47.0,False,,,,,True,,True,False,False,False,True,,False
37151,899,516.0,834.0,,,,,1044.0,,288.9,167.9,147.0,186.7,370.2,,582.0,-383.0,-65.0,,,,,145.0,,-610.1,-731.1,-752.0,-712.3,-528.8,,-317.0,True,,,,,True,,False,False,False,False,False,,True
37153,540,318.0,332.0,,,,,434.0,,219.6,190.6,81.3,249.6,197.5,,268.0,-222.0,-208.0,,,,,-106.0,,-320.4,-349.4,-458.7,-290.4,-342.5,,-272.0,True,,,,,True,,False,False,False,False,False,,False
37155,1607,1956.0,3414.0,,,,,1396.0,,610.0,817.7,573.2,288.5,1543.9,,1315.0,349.0,1807.0,,,,,-211.0,,-997.0,-789.3,-1033.8,-1318.5,-63.1,,-292.0,False,,,,,True,,False,False,False,False,True,,True
37157,701,1038.0,1845.0,,,,,351.0,,642.6,690.7,547.2,384.8,687.2,,1695.0,337.0,1144.0,,,,,-350.0,,-58.4,-10.3,-153.8,-316.2,-13.8,,994.0,False,,,,,False,,True,True,True,True,True,,False
37159,916,846.0,533.0,,,,,900.0,,731.9,288.3,431.7,407.4,689.6,,660.0,-70.0,-383.0,,,,,-16.0,,-184.1,-627.7,-484.3,-508.6,-226.4,,-256.0,False,,,,,True,,False,False,False,False,False,,False
37161,529,510.0,691.0,,,,,442.0,,475.1,223.5,199.1,80.5,367.7,,397.0,-19.0,162.0,,,,,-87.0,,-53.9,-305.5,-329.9,-448.5,-161.3,,-132.0,False,,,,,False,,False,False,False,False,False,,False
37163,590,336.0,457.0,,,,,770.0,,84.6,144.1,52.2,342.3,255.9,,391.0,-254.0,-133.0,,,,,180.0,,-505.4,-445.9,-537.8,-247.7,-334.1,,-199.0,True,,,,,True,,False,False,False,True,False,,True
37165,747,546.0,381.0,,,,,297.0,,283.3,264.2,51.5,364.5,385.4,,342.0,-201.0,-366.0,,,,,-450.0,,-463.7,-482.8,-695.5,-382.5,-361.6,,-405.0,False,,,,,False,,False,False,False,False,False,,False
37167,717,870.0,1104.0,,,,,445.0,,446.6,221.0,423.9,226.5,684.6,,438.0,153.0,387.0,,,,,-272.0,,-270.4,-496.0,-293.1,-490.5,-32.4,,-279.0,False,,,,,False,,False,False,False,False,True,,False
37169,254,162.0,199.0,,,,,166.0,,161.0,40.4,82.2,44.4,88.5,,302.0,-92.0,-55.0,,,,,-88.0,,-93.0,-213.6,-171.8,-209.6,-165.5,,48.0,True,,,,,True,,False,False,False,False,False,,True
37171,378,336.0,296.0,,,,,397.0,,306.3,79.6,192.9,245.5,229.0,,273.0,-42.0,-82.0,,,,,19.0,,-71.7,-298.4,-185.1,-132.5,-149.0,,-105.0,False,,,,,True,,False,False,False,False,False,,False
37173,85,30.0,0.0,,,,,82.0,,35.1,3.2,44.5,25.7,29.3,,59.0,-55.0,-85.0,,,,,-3.0,,-49.9,-81.8,-40.5,-59.3,-55.7,,-26.0,False,,,,,True,,True,False,True,False,False,,True
37175,103,144.0,226.0,,,,,141.0,,179.9,20.8,126.9,104.7,216.2,,128.0,41.0,123.0,,,,,38.0,,76.9,-82.2,23.9,1.7,113.2,,25.0,False,,,,,True,,False,False,True,True,False,,True
37177,11,6.0,0.0,,,,,101.0,,18.2,0.1,0.0,0.0,22.9,,10.0,-5.0,-11.0,,,,,90.0,,7.2,-10.9,-11.0,-11.0,11.9,,-1.0,False,,,,,False,,False,False,False,False,False,,True
37179,1350,1368.0,1171.0,,,,,1650.0,,971.9,358.4,829.8,800.9,829.7,,982.0,18.0,-179.0,,,,,300.0,,-378.1,-991.6,-520.2,-549.1,-520.3,,-368.0,False,,,,,False,,False,False,False,False,False,,False
37181,190,270.0,287.0,,,,,212.0,,118.4,43.9,88.5,232.2,211.4,,217.0,80.0,97.0,,,,,22.0,,-71.6,-146.1,-101.5,42.2,21.4,,27.0,False,,,,,True,,True,False,False,True,True,,True
37183,3868,5460.0,2888.0,,,,,6380.0,,4263.5,2886.2,3803.1,1.2,3221.2,,5024.0,1592.0,-980.0,,,,,2512.0,,395.5,-981.8,-64.9,-3866.8,-646.8,,1156.0,True,,,,,False,,True,True,True,False,True,,True
37185,94,54.0,13.0,,,,,69.0,,53.8,2.0,48.0,15.5,55.5,,29.0,-40.0,-81.0,,,,,-25.0,,-40.2,-92.0,-46.0,-78.5,-38.5,,-65.0,False,,,,,True,,False,False,False,False,True,,False
37187,44,78.0,107.0,,,,,120.0,,80.0,7.9,55.0,0.9,48.9,,39.0,34.0,63.0,,,,,76.0,,36.0,-36.1,11.0,-43.1,4.9,,-5.0,False,,,,,False,,False,False,True,False,True,,True
37189,736,360.0,570.0,,,,,775.0,,324.2,110.1,124.8,59.6,289.0,,513.0,-376.0,-166.0,,,,,39.0,,-411.8,-625.9,-611.2,-676.4,-447.0,,-223.0,True,,,,,True,,False,False,False,False,False,,True
37191,1133,618.0,280.0,,,,,1193.0,,324.5,307.1,164.0,318.7,452.1,,467.0,-515.0,-853.0,,,,,60.0,,-808.5,-825.9,-969.0,-814.3,-680.9,,-666.0,False,,,,,True,,False,False,False,False,False,,False
37193,460,336.0,282.0,,,,,438.0,,382.8,133.1,148.0,60.3,302.2,,197.0,-124.0,-178.0,,,,,-22.0,,-77.2,-326.9,-312.0,-399.7,-157.8,,-263.0,False,,,,,True,,True,False,False,False,False,,False
37195,785,624.0,932.0,,,,,713.0,,274.8,211.5,125.5,67.8,483.3,,505.0,-161.0,147.0,,,,,-72.0,,-510.2,-573.5,-659.5,-717.2,-301.7,,-280.0,True,,,,,True,,False,False,False,False,False,,False
37197,235,174.0,226.0,,,,,191.0,,112.0,17.5,78.8,83.7,111.9,,201.0,-61.0,-9.0,,,,,-44.0,,-123.0,-217.5,-156.2,-151.3,-123.1,,-34.0,True,,,,,True,,False,False,False,False,False,,True
37199,155,96.0,87.0,,,,,71.0,,39.2,14.4,34.0,23.0,41.4,,222.0,-59.0,-68.0,,,,,-84.0,,-115.8,-140.6,-121.0,-132.0,-113.6,,67.0,False,,,,,False,,False,False,False,False,False,,False
38001,46,18.0,0.0,,,,,0.0,,15.4,,,25.8,15.0,,34.0,-28.0,-46.0,,,,,-46.0,,-30.6,,,-20.2,-31.0,,-12.0,False,,,,,False,,False,,,True,False,,True
38003,152,222.0,212.0,,,,,141.0,,56.3,154.6,0.0,60.6,191.4,,246.0,70.0,60.0,,,,,-11.0,,-95.7,2.6,-152.0,-91.4,39.4,,94.0,True,,,,,True,,False,True,False,False,True,,False
38005,201,150.0,58.0,,,,,64.0,,74.1,26.2,0.0,86.7,99.3,,36.0,-51.0,-143.0,,,,,-137.0,,-126.9,-174.8,-201.0,-114.3,-101.7,,-165.0,False,,,,,False,,False,False,False,False,False,,False
38007,29,6.0,0.0,,,,,6.0,,4.0,,,2.0,6.9,,4.0,-23.0,-29.0,,,,,-23.0,,-25.0,,,-27.0,-22.1,,-25.0,False,,,,,False,,False,,,False,True,,False
38009,154,18.0,0.0,,,,,44.0,,14.5,8.1,,8.8,,,27.0,-136.0,-154.0,,,,,-110.0,,-139.5,-145.9,,-145.2,,,-127.0,False,,,,,True,,False,False,,False,,,True
38011,77,30.0,0.0,,,,,18.0,,6.9,2.6,,30.7,,,38.0,-47.0,-77.0,,,,,-59.0,,-70.1,-74.4,,-46.3,,,-39.0,False,,,,,False,,False,False,,True,,,True
38013,21,6.0,0.0,,,,,0.0,,2.6,2.1,,0.6,,,2.0,-15.0,-21.0,,,,,-21.0,,-18.4,-18.9,,-20.4,,,-19.0,False,,,,,False,,False,False,,False,,,False
38015,3147,1614.0,1211.0,,,,,1277.0,,728.7,2079.8,1028.4,1163.1,518.3,,795.0,-1533.0,-1936.0,,,,,-1870.0,,-2418.3,-1067.2,-2118.6,-1983.9,-2628.7,,-2352.0,False,,,,,False,,False,True,False,False,False,,False
38017,3592,2058.0,5092.0,,,,,3066.0,,405.1,1415.8,598.1,1360.8,1249.3,,2687.0,-1534.0,1500.0,,,,,-526.0,,-3186.9,-2176.2,-2993.9,-2231.2,-2342.7,,-905.0,True,,,,,True,,False,False,False,False,False,,True
38019,28,6.0,0.0,,,,,6.0,,4.8,,,21.0,,,13.0,-22.0,-28.0,,,,,-22.0,,-23.2,,,-7.0,,,-15.0,False,,,,,False,,False,,,True,,,True
38021,167,18.0,0.0,,,,,138.0,,13.1,11.7,,16.0,,,23.0,-149.0,-167.0,,,,,-29.0,,-153.9,-155.3,,-151.0,,,-144.0,False,,,,,True,,False,False,,False,,,True
38023,36,0.0,0.0,,,,,6.0,,3.4,1.4,,1.2,0.6,,0.0,-36.0,-36.0,,,,,-30.0,,-32.6,-34.6,,-34.8,-35.4,,-36.0,False,,,,,True,,True,True,,True,True,,False
38025,138,18.0,0.0,,,,,48.0,,7.4,8.2,,4.0,11.1,,15.0,-120.0,-138.0,,,,,-90.0,,-130.6,-129.8,,-134.0,-126.9,,-123.0,False,,,,,True,,False,False,,False,False,,False
38027,103,108.0,4.0,,,,,6.0,,5.0,6.5,,13.0,,,51.0,5.0,-99.0,,,,,-97.0,,-98.0,-96.5,,-90.0,,,-52.0,False,,,,,False,,False,False,,False,,,False
38029,231,36.0,0.0,,,,,18.0,,6.7,3.4,,0.3,,,59.0,-195.0,-231.0,,,,,-213.0,,-224.3,-227.6,,-230.7,,,-172.0,False,,,,,False,,False,False,,False,,,True
38031,94,60.0,0.0,,,,,24.0,,11.0,9.9,,170.8,,,90.0,-34.0,-94.0,,,,,-70.0,,-83.0,-84.1,,76.8,,,-4.0,False,,,,,False,,False,False,,False,,,True
38033,63,18.0,0.0,,,,,6.0,,17.7,,,8.7,,,17.0,-45.0,-63.0,,,,,-57.0,,-45.3,,,-54.3,,,-46.0,False,,,,,False,,False,,,False,,,False
38035,1256,1710.0,1020.0,,,,,1284.0,,815.3,1865.6,357.7,836.5,1321.8,,972.0,454.0,-236.0,,,,,28.0,,-440.7,609.6,-898.3,-419.5,65.8,,-284.0,True,,,,,True,,True,False,False,True,True,,True
38037,46,0.0,0.0,,,,,0.0,,1.0,0.5,,0.2,0.3,,0.0,-46.0,-46.0,,,,,-46.0,,-45.0,-45.5,,-45.8,-45.7,,-46.0,False,,,,,False,,True,True,,True,True,,False
38039,28,6.0,0.0,,,,,12.0,,3.8,8.1,,0.0,,,1.0,-22.0,-28.0,,,,,-16.0,,-24.2,-19.9,,-28.0,,,-27.0,False,,,,,True,,False,True,,False,,,False
38041,68,54.0,,,,,,6.0,,14.3,,,19.7,,,55.0,-14.0,,,,,,-62.0,,-53.7,,,-48.3,,,-13.0,,,,,,False,,False,,,False,,,True
38043,36,30.0,0.0,,,,,12.0,,14.3,,,15.7,,,28.0,-6.0,-36.0,,,,,-24.0,,-21.7,,,-20.3,,,-8.0,False,,,,,False,,False,,,False,,,False
38045,138,24.0,0.0,,,,,36.0,,0.8,,,7.8,13.5,,65.0,-114.0,-138.0,,,,,-102.0,,-137.2,,,-130.2,-124.5,,-73.0,False,,,,,True,,False,,,False,False,,True
38047,96,18.0,0.0,,,,,11.0,,7.8,,,3.2,11.2,,29.0,-78.0,-96.0,,,,,-85.0,,-88.2,,,-92.8,-84.8,,-67.0,False,,,,,False,,False,,,False,False,,True
38049,93,54.0,,,,,,47.0,,24.9,10.4,,17.6,,,72.0,-39.0,,,,,,-46.0,,-68.1,-82.6,,-75.4,,,-21.0,,,,,,False,,False,False,,False,,,True
38051,99,0.0,0.0,,,,,6.0,,9.0,9.8,,1.7,,,0.0,-99.0,-99.0,,,,,-93.0,,-90.0,-89.2,,-97.3,,,-99.0,False,,,,,True,,True,True,,True,,,False
38053,280,108.0,,,,,,215.0,,27.6,24.9,6.0,46.4,63.0,,172.0,-172.0,,,,,,-65.0,,-252.4,-255.1,-274.0,-233.6,-217.0,,-108.0,,,,,,True,,False,False,False,False,False,,True
38055,250,90.0,106.0,,,,,108.0,,53.2,29.1,0.3,31.8,138.9,,69.0,-160.0,-144.0,,,,,-142.0,,-196.8,-220.9,-249.7,-218.2,-111.1,,-181.0,True,,,,,True,,False,False,False,False,True,,False
38057,313,48.0,0.0,,,,,137.0,,26.5,10.6,,10.1,,,74.0,-265.0,-313.0,,,,,-176.0,,-286.5,-302.4,,-302.9,,,-239.0,False,,,,,True,,False,False,,False,,,True
38059,1126,726.0,994.0,,,,,229.0,,212.0,809.9,401.7,220.1,490.7,,399.0,-400.0,-132.0,,,,,-897.0,,-914.0,-316.1,-724.3,-905.9,-635.3,,-727.0,True,,,,,False,,False,True,False,False,False,,False
38061,223,54.0,1.0,,,,,117.0,,34.1,6.0,0.0,12.9,39.2,,50.0,-169.0,-222.0,,,,,-106.0,,-188.9,-217.0,-223.0,-210.1,-183.8,,-173.0,False,,,,,True,,False,False,False,False,False,,False
38063,105,36.0,,,,,,6.0,,10.0,5.0,,10.9,,,57.0,-69.0,,,,,,-99.0,,-95.0,-100.0,,-94.1,,,-48.0,,,,,,False,,False,False,,False,,,True
38065,53,0.0,0.0,,,,,61.0,,1.4,0.8,,0.9,2.0,,1.0,-53.0,-53.0,,,,,8.0,,-51.6,-52.2,,-52.1,-51.0,,-52.0,False,,,,,True,,True,True,,True,True,,True
38067,124,30.0,0.0,,,,,18.0,,20.4,7.9,,9.4,7.1,,108.0,-94.0,-124.0,,,,,-106.0,,-103.6,-116.1,,-114.6,-116.9,,-16.0,False,,,,,False,,False,False,,False,False,,True
38069,26,18.0,0.0,,,,,42.0,,15.3,7.3,,4.2,,,11.0,-8.0,-26.0,,,,,16.0,,-10.7,-18.7,,-21.8,,,-15.0,False,,,,,False,,False,False,,False,,,False
38071,242,192.0,189.0,,,,,101.0,,56.7,93.7,2.4,60.8,143.2,,174.0,-50.0,-53.0,,,,,-141.0,,-185.3,-148.3,-239.6,-181.2,-98.8,,-68.0,False,,,,,False,,False,False,False,False,False,,False
38073,77,36.0,0.0,,,,,54.0,,20.0,7.7,,8.9,24.4,,36.0,-41.0,-77.0,,,,,-23.0,,-57.0,-69.3,,-68.1,-52.6,,-41.0,False,,,,,True,,False,False,,False,False,,False
38075,87,0.0,0.0,,,,,0.0,,0.3,0.7,,1.0,,,0.0,-87.0,-87.0,,,,,-87.0,,-86.7,-86.3,,-86.0,,,-87.0,False,,,,,False,,True,True,,True,,,False
38077,182,102.0,42.0,,,,,174.0,,75.8,29.1,13.0,18.0,112.7,,176.0,-80.0,-140.0,,,,,-8.0,,-106.2,-152.9,-169.0,-164.0,-69.3,,-6.0,False,,,,,True,,False,False,False,False,True,,True
