,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18163,2641,1164.0,968.0,,,,,890.0,,1327.6,864.3,1030.2,110.2,862.8,,1016.0,-1477.0,-1673.0,,,,,-1751.0,,-1313.4,-1776.7,-1610.8,-2530.8,-1778.2,,-1625.0,False,,,,,False,,True,False,False,False,False,,False
18165,90,78.0,90.0,,,,,43.0,,117.7,20.3,148.6,59.8,95.8,,96.0,-12.0,0.0,,,,,-47.0,,27.7,-69.7,58.6,-30.2,5.8,,6.0,True,,,,,False,,False,False,False,False,True,,True
18167,955,1464.0,1496.0,,,,,687.0,,1378.4,454.7,813.6,1303.2,1498.1,,1236.0,509.0,541.0,,,,,-268.0,,423.4,-500.3,-141.4,348.2,543.1,,281.0,False,,,,,True,,True,True,True,True,False,,True
18169,145,126.0,203.0,,,,,74.0,,192.5,27.5,132.5,471.8,128.1,,159.0,-19.0,58.0,,,,,-71.0,,47.5,-117.5,-12.5,326.8,-16.9,,14.0,False,,,,,False,,False,False,True,False,True,,True
18171,35,0.0,0.0,,,,,12.0,,15.0,1.0,,0.1,29.0,,2.0,-35.0,-35.0,,,,,-23.0,,-20.0,-34.0,,-34.9,-6.0,,-33.0,False,,,,,True,,True,True,,True,True,,True
18173,979,540.0,865.0,,,,,274.0,,510.3,458.3,259.8,322.3,331.3,,540.0,-439.0,-114.0,,,,,-705.0,,-468.7,-520.7,-719.2,-656.7,-647.7,,-439.0,True,,,,,False,,False,False,False,False,False,,False
18175,104,150.0,205.0,,,,,113.0,,234.4,18.4,196.5,25.5,123.2,,138.0,46.0,101.0,,,,,9.0,,130.4,-85.6,92.5,-78.5,19.2,,34.0,False,,,,,True,,False,False,False,False,True,,True
18177,499,594.0,1005.0,,,,,314.0,,638.9,419.3,495.4,359.2,1042.6,,719.0,95.0,506.0,,,,,-185.0,,139.9,-79.7,-3.6,-139.8,543.6,,220.0,False,,,,,False,,False,True,True,False,False,,False
18179,182,60.0,42.0,,,,,121.0,,117.8,25.1,189.9,27.1,64.1,,42.0,-122.0,-140.0,,,,,-61.0,,-64.2,-156.9,7.9,-154.9,-117.9,,-140.0,False,,,,,True,,True,False,True,False,True,,False
18181,93,144.0,162.0,,,,,67.0,,160.7,28.3,134.7,96.1,130.3,,148.0,51.0,69.0,,,,,-26.0,,67.7,-64.7,41.7,3.1,37.3,,55.0,False,,,,,True,,False,False,True,True,True,,False
18183,196,108.0,153.0,,,,,106.0,,147.0,55.7,100.9,33.5,92.7,,121.0,-88.0,-43.0,,,,,-90.0,,-49.0,-140.3,-95.1,-162.5,-103.3,,-75.0,True,,,,,False,,True,False,False,False,False,,True
19001,73,0.0,0.0,,,,,24.0,,16.6,4.4,,2.4,2.6,,1.0,-73.0,-73.0,,,,,-49.0,,-56.4,-68.6,,-70.6,-70.4,,-72.0,False,,,,,True,,True,True,,True,True,,True
19003,43,18.0,0.0,,,,,12.0,,10.6,1.0,,3.3,,,17.0,-25.0,-43.0,,,,,-31.0,,-32.5,-42.0,,-39.7,,,-26.0,False,,,,,False,,False,False,,False,,,False
19005,132,90.0,126.0,,,,,96.0,,59.0,6.4,75.8,79.5,72.5,,159.0,-42.0,-6.0,,,,,-36.0,,-73.0,-125.6,-56.2,-52.5,-59.5,,27.0,True,,,,,True,,False,False,False,False,False,,True
19007,105,66.0,107.0,,,,,84.0,,79.0,8.0,,59.0,50.1,,36.0,-39.0,2.0,,,,,-21.0,,-26.0,-97.0,,-46.0,-54.9,,-69.0,True,,,,,True,,True,False,,False,False,,False
19009,90,0.0,0.0,,,,,30.0,,18.1,2.6,,1.4,5.1,,6.0,-90.0,-90.0,,,,,-60.0,,-71.9,-87.4,,-88.5,-84.9,,-84.0,False,,,,,True,,True,True,,True,True,,True
19011,271,120.0,119.0,,,,,251.0,,146.8,21.4,303.7,34.9,72.1,,304.0,-151.0,-152.0,,,,,-20.0,,-124.2,-249.6,32.7,-236.1,-198.9,,33.0,False,,,,,True,,True,False,True,False,False,,True
19013,1163,1410.0,1417.0,,,,,1857.0,,904.1,1199.6,279.9,541.5,1092.5,,1149.0,247.0,254.0,,,,,694.0,,-258.9,36.6,-883.1,-621.5,-70.5,,-14.0,False,,,,,False,,False,True,False,False,True,,True
19015,293,186.0,160.0,,,,,266.0,,203.5,57.0,176.4,183.0,133.3,,184.0,-107.0,-133.0,,,,,-27.0,,-89.5,-236.0,-116.6,-110.0,-159.7,,-109.0,False,,,,,True,,True,False,False,False,False,,False
19017,236,492.0,1460.0,,,,,288.0,,265.9,67.9,373.9,121.4,220.2,,451.0,256.0,1224.0,,,,,52.0,,29.9,-168.1,137.9,-114.6,-15.8,,215.0,False,,,,,True,,True,True,True,True,True,,True
19019,200,96.0,42.0,,,,,233.0,,127.9,14.4,184.5,27.6,57.0,,105.0,-104.0,-158.0,,,,,33.0,,-72.1,-185.6,-15.5,-172.4,-143.0,,-95.0,False,,,,,True,,True,False,True,False,False,,True
19021,334,198.0,,,,,,240.0,,57.4,30.1,2.0,265.6,69.2,,0.0,-136.0,,,,,,-94.0,,-276.6,-303.9,-332.0,-68.4,-264.8,,-334.0,,,,,,True,,False,False,False,True,False,,False
19023,118,162.0,275.0,,,,,132.0,,125.4,57.4,129.2,64.4,160.5,,75.0,44.0,157.0,,,,,14.0,,7.4,-60.6,11.2,-53.6,42.5,,-43.0,False,,,,,True,,True,False,True,False,True,,True
19025,121,240.0,361.0,,,,,74.0,,71.3,13.6,113.5,70.0,97.9,,45.0,119.0,240.0,,,,,-47.0,,-49.7,-107.4,-7.5,-51.0,-23.1,,-76.0,False,,,,,True,,True,True,True,True,True,,True
19027,535,684.0,1272.0,,,,,217.0,,157.4,371.5,343.6,103.5,354.1,,370.0,149.0,737.0,,,,,-318.0,,-377.6,-163.5,-191.4,-431.5,-180.9,,-165.0,False,,,,,False,,False,False,False,False,False,,False
19029,173,156.0,151.0,,,,,66.0,,95.1,0.1,88.9,5.8,144.8,,18.0,-17.0,-22.0,,,,,-107.0,,-77.9,-172.9,-84.1,-167.2,-28.2,,-155.0,False,,,,,False,,False,False,False,False,False,,False
19031,173,144.0,160.0,,,,,96.0,,79.2,29.9,126.8,37.3,119.1,,491.0,-29.0,-13.0,,,,,-77.0,,-93.8,-143.1,-46.2,-135.7,-53.9,,318.0,True,,,,,False,,False,False,False,False,False,,False
19033,337,402.0,625.0,,,,,734.0,,323.1,180.3,244.0,55.1,131.5,,185.0,65.0,288.0,,,,,397.0,,-13.9,-156.7,-93.0,-281.9,-205.5,,-152.0,False,,,,,False,,True,False,False,False,False,,False
19035,211,216.0,508.0,,,,,96.0,,77.3,1.4,77.9,43.1,91.5,,19.0,5.0,297.0,,,,,-115.0,,-133.7,-209.6,-133.1,-167.9,-119.5,,-192.0,False,,,,,False,,False,False,False,False,False,,False
19037,188,144.0,181.0,,,,,142.0,,96.2,122.3,188.1,81.1,78.7,,174.0,-44.0,-7.0,,,,,-46.0,,-91.8,-65.7,0.1,-106.9,-109.3,,-14.0,True,,,,,False,,False,False,True,False,False,,True
19039,65,48.0,50.0,,,,,83.0,,48.7,2.8,42.7,10.0,25.3,,16.0,-17.0,-15.0,,,,,18.0,,-16.3,-62.2,-22.3,-55.0,-39.7,,-49.0,True,,,,,False,,True,False,False,False,False,,False
19041,233,48.0,44.0,,,,,236.0,,123.6,5.4,27.6,87.7,32.5,,26.0,-185.0,-189.0,,,,,3.0,,-109.4,-227.6,-205.4,-145.3,-200.5,,-207.0,False,,,,,True,,True,False,False,True,False,,False
19043,159,72.0,127.0,,,,,102.0,,108.6,9.5,66.9,61.9,68.9,,17.0,-87.0,-32.0,,,,,-57.0,,-50.4,-149.5,-92.1,-97.1,-90.1,,-142.0,True,,,,,True,,True,False,False,False,False,,False
19045,425,672.0,381.0,,,,,316.0,,539.7,470.1,390.0,407.5,1035.7,,243.0,247.0,-44.0,,,,,-109.0,,114.7,45.1,-35.0,-17.5,610.7,,-182.0,True,,,,,True,,True,True,True,True,False,,True
19047,437,222.0,406.0,,,,,153.0,,104.1,46.0,5.8,41.8,109.1,,0.0,-215.0,-31.0,,,,,-284.0,,-332.9,-391.0,-431.2,-395.2,-327.9,,-437.0,True,,,,,False,,False,False,False,False,False,,False
19049,793,768.0,612.0,,,,,982.0,,371.6,318.6,349.5,287.4,498.1,,264.0,-25.0,-181.0,,,,,189.0,,-421.4,-474.4,-443.5,-505.6,-294.9,,-529.0,False,,,,,False,,False,False,False,False,False,,False
19051,63,138.0,159.0,,,,,75.0,,52.2,9.1,,24.1,75.2,,74.0,75.0,96.0,,,,,12.0,,-10.8,-53.9,,-38.9,12.2,,11.0,False,,,,,True,,True,True,,True,True,,True
19053,75,30.0,0.0,,,,,33.0,,58.5,5.6,,6.5,23.8,,6.0,-45.0,-75.0,,,,,-42.0,,-16.5,-69.4,,-68.5,-51.2,,-69.0,False,,,,,True,,True,False,,False,False,,False
19055,412,282.0,388.0,,,,,175.0,,194.4,218.7,203.9,124.6,292.2,,164.0,-130.0,-24.0,,,,,-237.0,,-217.6,-193.3,-208.1,-287.4,-119.8,,-248.0,True,,,,,False,,False,False,False,False,True,,False
19057,565,438.0,85.0,,,,,752.0,,421.4,87.4,532.6,0.0,413.9,,146.0,-127.0,-480.0,,,,,187.0,,-143.6,-477.6,-32.4,-565.0,-151.1,,-419.0,False,,,,,False,,False,False,True,False,False,,False
19059,237,546.0,886.0,,,,,145.0,,116.0,4.1,88.9,61.6,216.5,,59.0,309.0,649.0,,,,,-92.0,,-121.0,-232.9,-148.1,-175.3,-20.5,,-178.0,False,,,,,True,,True,True,True,True,True,,True
19061,2436,894.0,1893.0,,,,,838.0,,689.8,743.1,527.4,386.8,807.8,,987.0,-1542.0,-543.0,,,,,-1598.0,,-1746.2,-1692.9,-1908.6,-2049.2,-1628.2,,-1449.0,True,,,,,False,,False,False,False,False,False,,True
19063,161,54.0,19.0,,,,,130.0,,77.3,15.7,0.0,1.9,46.8,,29.0,-107.0,-142.0,,,,,-31.0,,-83.7,-145.3,-161.0,-159.1,-114.2,,-132.0,False,,,,,True,,True,False,False,False,False,,False
19065,175,120.0,152.0,,,,,214.0,,128.4,25.3,183.0,133.3,93.6,,85.0,-55.0,-23.0,,,,,39.0,,-46.6,-149.7,8.0,-41.7,-81.4,,-90.0,True,,,,,True,,True,False,True,True,False,,False
19067,175,144.0,98.0,,,,,206.0,,155.3,74.8,86.3,13.2,110.6,,64.0,-31.0,-77.0,,,,,31.0,,-19.7,-100.2,-88.7,-161.8,-64.4,,-111.0,False,,,,,False,,True,False,False,False,False,,False
19069,62,84.0,43.0,,,,,132.0,,80.4,23.3,0.0,27.2,66.2,,57.0,22.0,-19.0,,,,,70.0,,18.4,-38.7,-62.0,-34.8,4.2,,-5.0,True,,,,,False,,True,False,False,False,True,,True
19071,118,30.0,1.0,,,,,21.0,,45.4,5.0,,1.0,,,24.0,-88.0,-117.0,,,,,-97.0,,-72.6,-113.0,,-117.0,,,-94.0,False,,,,,False,,True,False,,False,,,False
19073,106,60.0,101.0,,,,,51.0,,37.6,13.5,,41.5,22.3,,43.0,-46.0,-5.0,,,,,-55.0,,-68.4,-92.5,,-64.5,-83.7,,-63.0,True,,,,,False,,False,False,,False,False,,False
19075,138,96.0,119.0,,,,,132.0,,98.3,15.9,127.5,25.2,63.6,,67.0,-42.0,-19.0,,,,,-6.0,,-39.7,-122.1,-10.5,-112.8,-74.4,,-71.0,True,,,,,True,,True,False,True,False,False,,False
19077,181,54.0,42.0,,,,,58.0,,87.0,5.5,87.6,11.8,27.6,,42.0,-127.0,-139.0,,,,,-123.0,,-94.0,-175.5,-93.4,-169.2,-153.4,,-139.0,False,,,,,True,,True,False,True,False,False,,False
19079,138,78.0,67.0,,,,,182.0,,52.7,10.0,54.3,29.7,25.6,,18.0,-60.0,-71.0,,,,,44.0,,-85.3,-128.0,-83.7,-108.3,-112.4,,-120.0,False,,,,,True,,False,False,False,False,False,,False
19081,108,252.0,339.0,,,,,90.0,,57.5,3.1,67.4,80.6,121.0,,29.0,144.0,231.0,,,,,-18.0,,-50.5,-104.9,-40.6,-27.4,13.0,,-79.0,False,,,,,True,,True,True,True,True,True,,True
19083,173,114.0,83.0,,,,,198.0,,136.7,51.2,142.0,64.7,78.9,,105.0,-59.0,-90.0,,,,,25.0,,-36.3,-121.8,-31.0,-108.3,-94.1,,-68.0,False,,,,,True,,True,False,True,False,False,,False
19085,396,54.0,46.0,,,,,89.0,,61.1,14.7,155.7,25.4,65.9,,39.0,-342.0,-350.0,,,,,-307.0,,-334.9,-381.3,-240.3,-370.6,-330.1,,-357.0,False,,,,,True,,True,False,True,False,True,,False
19087,574,696.0,1118.0,,,,,235.0,,158.8,348.9,156.2,280.9,457.0,,530.0,122.0,544.0,,,,,-339.0,,-415.2,-225.1,-417.8,-293.1,-117.0,,-44.0,False,,,,,False,,False,False,False,False,True,,True
19089,90,126.0,126.0,,,,,99.0,,55.4,26.6,30.7,60.8,109.6,,33.0,36.0,36.0,,,,,9.0,,-34.6,-63.4,-59.3,-29.2,19.6,,-57.0,False,,,,,True,,True,False,False,True,True,,False
19091,124,6.0,0.0,,,,,102.0,,48.0,1.5,66.3,15.1,34.7,,5.0,-118.0,-124.0,,,,,-22.0,,-76.0,-122.5,-57.7,-108.9,-89.3,,-119.0,False,,,,,True,,True,False,True,True,True,,False
19093,127,54.0,10.0,,,,,66.0,,24.0,2.2,,18.9,34.2,,57.0,-73.0,-117.0,,,,,-61.0,,-103.0,-124.8,,-108.1,-92.8,,-70.0,False,,,,,True,,False,False,,False,False,,True
19095,247,78.0,127.0,,,,,141.0,,65.1,10.6,156.3,33.8,74.1,,123.0,-169.0,-120.0,,,,,-106.0,,-181.9,-236.4,-90.7,-213.2,-172.9,,-124.0,True,,,,,True,,False,False,True,False,False,,True
19097,283,204.0,414.0,,,,,137.0,,163.2,67.0,212.2,39.3,298.8,,179.0,-79.0,131.0,,,,,-146.0,,-119.8,-216.0,-70.8,-243.7,15.8,,-104.0,False,,,,,False,,False,False,True,False,True,,False
19099,385,312.0,661.0,,,,,376.0,,245.2,159.0,116.6,126.6,214.7,,256.0,-73.0,276.0,,,,,-9.0,,-139.8,-226.0,-268.4,-258.4,-170.3,,-129.0,False,,,,,True,,False,False,False,False,False,,False
19101,65,36.0,67.0,,,,,266.0,,92.6,4.1,123.6,9.9,31.1,,9.0,-29.0,2.0,,,,,201.0,,27.6,-60.9,58.6,-55.1,-33.9,,-56.0,True,,,,,False,,True,False,False,False,False,,False
19103,1123,5052.0,1790.0,,,,,2244.0,,747.5,4318.3,2592.4,1934.8,8142.7,,1240.0,3929.0,667.0,,,,,1121.0,,-375.5,3195.3,1469.4,811.8,7019.7,,117.0,True,,,,,True,,True,True,True,True,False,,True
19105,205,138.0,203.0,,,,,191.0,,133.5,37.9,178.3,81.3,79.7,,124.0,-67.0,-2.0,,,,,-14.0,,-71.5,-167.1,-26.7,-123.7,-125.3,,-81.0,True,,,,,True,,False,False,True,False,False,,False
19107,67,72.0,132.0,,,,,101.0,,49.2,8.2,,31.5,38.8,,37.0,5.0,65.0,,,,,34.0,,-17.8,-58.8,,-35.5,-28.2,,-30.0,False,,,,,False,,False,False,,False,False,,False
19109,281,66.0,45.0,,,,,166.0,,101.8,15.2,214.9,51.8,41.3,,74.0,-215.0,-236.0,,,,,-115.0,,-179.2,-265.8,-66.1,-229.2,-239.7,,-207.0,False,,,,,True,,True,False,True,False,False,,True
19111,380,546.0,378.0,,,,,328.0,,365.4,230.3,305.1,125.7,565.4,,182.0,166.0,-2.0,,,,,-52.0,,-14.6,-149.7,-74.9,-254.3,185.4,,-198.0,True,,,,,True,,True,True,True,False,False,,False
19113,1800,1362.0,1624.0,,,,,1964.0,,1925.5,1909.2,903.1,1111.5,932.9,,1666.0,-438.0,-176.0,,,,,164.0,,125.5,109.2,-896.9,-688.5,-867.1,,-134.0,True,,,,,True,,True,True,False,False,False,,True
19115,89,24.0,0.0,,,,,65.0,,20.2,1.3,2.8,12.9,15.5,,10.0,-65.0,-89.0,,,,,-24.0,,-68.8,-87.7,-86.2,-76.1,-73.5,,-79.0,False,,,,,True,,False,False,False,False,False,,False
19117,80,42.0,0.0,,,,,66.0,,70.7,3.5,58.4,4.7,40.4,,11.0,-38.0,-80.0,,,,,-14.0,,-9.3,-76.5,-21.6,-75.3,-39.6,,-69.0,False,,,,,True,,True,False,True,False,False,,False
19119,340,108.0,102.0,,,,,95.0,,100.8,26.7,102.7,40.0,117.1,,172.0,-232.0,-238.0,,,,,-245.0,,-239.2,-313.3,-237.3,-300.0,-222.9,,-168.0,False,,,,,False,,False,False,False,False,True,,True
19121,164,60.0,39.0,,,,,120.0,,129.6,6.9,141.2,20.6,29.2,,48.0,-104.0,-125.0,,,,,-44.0,,-34.4,-157.1,-22.8,-143.4,-134.8,,-116.0,False,,,,,True,,True,False,True,False,False,,False
19123,348,240.0,166.0,,,,,251.0,,119.5,71.6,88.7,86.7,79.6,,81.0,-108.0,-182.0,,,,,-97.0,,-228.5,-276.4,-259.3,-261.3,-268.4,,-267.0,False,,,,,True,,False,False,False,False,False,,False
19125,335,684.0,700.0,,,,,342.0,,426.1,654.6,363.6,265.4,1044.8,,195.0,349.0,365.0,,,,,7.0,,91.1,319.6,28.6,-69.6,709.8,,-140.0,False,,,,,True,,True,True,True,True,False,,True
19127,202,486.0,636.0,,,,,542.0,,227.1,92.5,35.5,152.8,407.3,,118.0,284.0,434.0,,,,,340.0,,25.1,-109.5,-166.5,-49.2,205.3,,-84.0,False,,,,,False,,True,True,True,True,True,,True
19129,193,60.0,79.0,,,,,107.0,,97.8,8.2,210.1,28.6,53.1,,34.0,-133.0,-114.0,,,,,-86.0,,-95.2,-184.8,17.1,-164.4,-139.9,,-159.0,True,,,,,True,,True,False,True,False,False,,False
19131,90,186.0,298.0,,,,,106.0,,59.0,303.5,37.2,471.6,89.8,,207.0,96.0,208.0,,,,,16.0,,-31.0,213.5,-52.8,381.6,-0.2,,117.0,False,,,,,True,,True,False,True,False,True,,False
19133,116,18.0,0.0,,,,,60.0,,30.5,2.0,60.0,5.7,4.8,,6.0,-98.0,-116.0,,,,,-56.0,,-85.5,-114.0,-56.0,-110.3,-111.2,,-110.0,False,,,,,True,,True,False,True,False,False,,False
19135,117,114.0,87.0,,,,,65.0,,32.0,10.5,54.4,19.9,71.6,,72.0,-3.0,-30.0,,,,,-52.0,,-85.0,-106.5,-62.6,-97.1,-45.4,,-45.0,False,,,,,False,,False,False,False,False,False,,False
19137,68,42.0,42.0,,,,,44.0,,47.4,5.5,,4.0,80.6,,67.0,-26.0,-26.0,,,,,-24.0,,-20.6,-62.5,,-64.0,12.6,,-1.0,False,,,,,True,,True,False,,False,True,,True
19139,325,246.0,279.0,,,,,334.0,,225.7,87.0,8.5,51.7,217.3,,212.0,-79.0,-46.0,,,,,9.0,,-99.3,-238.0,-316.5,-273.3,-107.7,,-113.0,True,,,,,True,,False,False,False,False,False,,False
19141,336,186.0,333.0,,,,,166.0,,105.0,100.7,102.7,43.5,139.2,,110.0,-150.0,-3.0,,,,,-170.0,,-231.0,-235.3,-233.3,-292.5,-196.8,,-226.0,True,,,,,False,,False,False,False,False,False,,False
19143,144,18.0,0.0,,,,,53.0,,33.0,0.1,11.3,8.3,10.9,,18.0,-126.0,-144.0,,,,,-91.0,,-111.0,-143.9,-132.7,-135.7,-133.1,,-126.0,False,,,,,True,,True,False,False,False,False,,False
19145,214,90.0,85.0,,,,,105.0,,72.6,10.5,71.4,7.9,112.5,,377.0,-124.0,-129.0,,,,,-109.0,,-141.4,-203.5,-142.6,-206.1,-101.5,,163.0,False,,,,,True,,False,False,False,False,True,,False
19147,159,66.0,42.0,,,,,98.0,,78.7,13.3,101.9,37.3,45.6,,76.0,-93.0,-117.0,,,,,-61.0,,-80.3,-145.7,-57.1,-121.7,-113.4,,-83.0,False,,,,,True,,True,False,True,False,False,,True
19149,680,750.0,1232.0,,,,,224.0,,211.1,212.9,278.0,92.7,591.9,,275.0,70.0,552.0,,,,,-456.0,,-468.9,-467.1,-402.0,-587.3,-88.1,,-405.0,False,,,,,False,,False,False,False,False,False,,False
19151,63,210.0,31.0,,,,,36.0,,27.7,2.7,48.2,55.7,83.0,,34.0,147.0,-32.0,,,,,-27.0,,-35.3,-60.3,-14.8,-7.3,20.0,,-29.0,True,,,,,True,,True,True,True,True,True,,True
19153,3851,4884.0,3023.0,,,,,6500.0,,2512.3,1758.2,3474.1,1403.1,4314.2,,1639.0,1033.0,-828.0,,,,,2649.0,,-1338.7,-2092.8,-376.9,-2447.9,463.2,,-2212.0,True,,,,,False,,False,False,True,False,True,,False
19155,1212,630.0,856.0,,,,,712.0,,616.2,106.5,420.6,286.8,226.6,,682.0,-582.0,-356.0,,,,,-500.0,,-595.8,-1105.5,-791.4,-925.2,-985.4,,-530.0,True,,,,,True,,False,False,False,False,False,,True
19157,217,108.0,76.0,,,,,199.0,,94.7,40.8,115.5,41.0,77.1,,178.0,-109.0,-141.0,,,,,-18.0,,-122.3,-176.2,-101.5,-176.0,-139.9,,-39.0,False,,,,,True,,False,False,True,False,False,,True
19159,49,12.0,0.0,,,,,12.0,,21.2,4.3,,10.0,14.7,,55.0,-37.0,-49.0,,,,,-37.0,,-27.8,-44.7,,-39.0,-34.3,,6.0,False,,,,,False,,True,False,,False,True,,True
19161,235,66.0,104.0,,,,,82.0,,74.2,8.9,54.7,27.1,23.7,,96.0,-169.0,-131.0,,,,,-153.0,,-160.8,-226.1,-180.3,-207.9,-211.3,,-139.0,True,,,,,True,,True,False,False,False,False,,True
19163,1622,1098.0,1122.0,,,,,1377.0,,1354.3,776.8,926.6,373.0,905.0,,847.0,-524.0,-500.0,,,,,-245.0,,-267.7,-845.2,-695.4,-1249.0,-717.0,,-775.0,True,,,,,True,,True,False,False,False,False,,False
19165,117,54.0,57.0,,,,,77.0,,82.2,12.7,75.7,2.8,42.4,,28.0,-63.0,-60.0,,,,,-40.0,,-34.8,-104.3,-41.3,-114.2,-74.6,,-89.0,True,,,,,True,,True,False,True,False,False,,False
19167,1302,522.0,553.0,,,,,425.0,,293.2,264.0,332.9,606.3,308.9,,173.0,-780.0,-749.0,,,,,-877.0,,-1008.8,-1038.0,-969.1,-695.7,-993.1,,-1129.0,True,,,,,False,,False,False,False,True,False,,False
19169,950,3222.0,1266.0,,,,,2124.0,,828.5,2922.0,1324.6,888.0,2687.5,,760.0,2272.0,316.0,,,,,1174.0,,-121.5,1972.0,374.6,-62.0,1737.5,,-190.0,True,,,,,True,,True,True,True,True,True,,True
19171,240,186.0,234.0,,,,,168.0,,83.9,34.9,20.6,62.7,98.9,,58.0,-54.0,-6.0,,,,,-72.0,,-156.1,-205.1,-219.4,-177.3,-141.1,,-182.0,True,,,,,False,,False,False,False,False,False,,False
19173,104,24.0,3.0,,,,,26.0,,30.1,0.1,42.4,30.4,10.9,,14.0,-80.0,-101.0,,,,,-78.0,,-73.9,-103.9,-61.6,-73.6,-93.1,,-90.0,False,,,,,True,,True,False,True,True,False,,False
19175,116,0.0,0.0,,,,,73.0,,47.4,16.9,,8.2,4.8,,0.0,-116.0,-116.0,,,,,-43.0,,-68.6,-99.1,,-107.8,-111.2,,-116.0,False,,,,,True,,True,True,,True,True,,False
19177,45,42.0,38.0,,,,,60.0,,29.5,3.3,0.4,3.9,31.5,,12.0,-3.0,-7.0,,,,,15.0,,-15.5,-41.7,-44.6,-41.1,-13.5,,-33.0,False,,,,,False,,False,False,False,False,False,,False
19179,342,318.0,348.0,,,,,607.0,,324.7,52.6,3.4,118.3,329.8,,109.0,-24.0,6.0,,,,,265.0,,-17.3,-289.4,-338.6,-223.7,-12.2,,-233.0,True,,,,,False,,True,False,False,False,True,,False
19181,292,474.0,805.0,,,,,521.0,,327.0,142.1,496.2,143.9,341.5,,206.0,182.0,513.0,,,,,229.0,,35.0,-149.9,204.2,-148.1,49.5,,-86.0,False,,,,,False,,True,True,False,True,True,,True
19183,240,156.0,241.0,,,,,177.0,,81.3,29.0,82.0,126.5,101.2,,117.0,-84.0,1.0,,,,,-63.0,,-158.7,-211.0,-158.0,-113.5,-138.8,,-123.0,True,,,,,True,,False,False,False,False,False,,False
19185,50,144.0,152.0,,,,,19.0,,52.3,12.2,,38.3,,,35.0,94.0,102.0,,,,,-31.0,,2.3,-37.8,,-11.7,,,-15.0,False,,,,,True,,True,True,,True,,,True
19187,584,444.0,259.0,,,,,570.0,,161.4,36.2,406.8,34.3,703.2,,93.0,-140.0,-325.0,,,,,-14.0,,-422.6,-547.8,-177.2,-549.7,119.2,,-491.0,False,,,,,True,,False,False,False,False,True,,False
19189,245,78.0,60.0,,,,,92.0,,98.0,15.8,0.0,50.3,62.7,,31.0,-167.0,-185.0,,,,,-153.0,,-147.0,-229.2,-245.0,-194.8,-182.3,,-214.0,False,,,,,True,,True,False,False,False,False,,False
19191,186,150.0,101.0,,,,,169.0,,136.8,21.5,38.8,116.1,421.8,,56.0,-36.0,-85.0,,,,,-17.0,,-49.2,-164.5,-147.2,-69.9,235.8,,-130.0,False,,,,,True,,False,False,False,False,False,,False
19193,2435,1236.0,1870.0,,,,,1017.0,,571.6,427.2,29.0,946.2,1360.2,,608.0,-1199.0,-565.0,,,,,-1418.0,,-1863.4,-2007.8,-2406.0,-1488.8,-1074.8,,-1827.0,True,,,,,False,,False,False,False,False,True,,False
19195,46,36.0,0.0,,,,,88.0,,42.5,15.3,,5.3,25.8,,50.0,-10.0,-46.0,,,,,42.0,,-3.5,-30.7,,-40.7,-20.2,,4.0,False,,,,,False,,True,False,,False,False,,True
19197,152,60.0,33.0,,,,,143.0,,65.3,4.0,2.2,10.6,42.3,,14.0,-92.0,-119.0,,,,,-9.0,,-86.7,-148.0,-149.8,-141.4,-109.7,,-138.0,False,,,,,True,,True,False,False,False,False,,False
20001,80,24.0,24.0,,,,,17.0,,17.7,,,7.3,,,90.0,-56.0,-56.0,,,,,-63.0,,-62.3,,,-72.7,,,10.0,False,,,,,False,,False,,,False,,,True
20003,71,66.0,69.0,,,,,28.0,,17.8,10.5,,14.8,,,190.0,-5.0,-2.0,,,,,-43.0,,-53.2,-60.5,,-56.2,,,119.0,True,,,,,False,,False,False,,False,,,False
20005,241,0.0,84.0,,,,,144.0,,92.0,0.0,18.7,54.4,38.1,,111.0,-241.0,-157.0,,,,,-97.0,,-149.0,-241.0,-222.3,-186.6,-202.9,,-130.0,True,,,,,True,,True,True,True,True,True,,True
