,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
46067,145,32.0,,,37.0,5.1,81.4,,138.0,-113.0,,,-108.0,-139.9,-63.6,,-7.0,,,True,False,True,,True
46069,29,0.0,,,0.0,3.8,0.2,,0.0,-29.0,,,-29.0,-25.2,-28.8,,-29.0,,,False,True,True,,False
46071,60,8.0,,,0.0,0.7,,,59.0,-52.0,,,-60.0,-59.3,,,-1.0,,,False,False,,,True
46073,113,8.0,,,16.0,0.0,14.7,,43.0,-105.0,,,-97.0,-113.0,-98.3,,-70.0,,,True,False,True,,True
46075,23,8.0,,,0.0,0.0,4.0,,39.0,-15.0,,,-23.0,-23.0,-19.0,,16.0,,,False,False,False,,False
46077,116,24.0,,,18.0,8.6,,,127.0,-92.0,,,-98.0,-107.4,,,11.0,,,False,False,,,True
46079,185,56.0,,,84.0,7.2,63.2,,16.0,-129.0,,,-101.0,-177.8,-121.8,,-169.0,,,True,False,True,,False
46081,541,248.0,,,79.0,233.2,264.5,,449.0,-293.0,,,-462.0,-307.9,-276.5,,-92.0,,,False,False,True,,True
46083,1360,696.0,,,405.0,327.1,261.4,,562.0,-664.0,,,-955.0,-1032.9,-1098.6,,-798.0,,,False,False,False,,False
46085,118,16.0,,,5.0,38.0,23.9,,10.0,-102.0,,,-113.0,-80.0,-94.1,,-108.0,,,False,True,True,,False
46087,138,48.0,,,21.0,4.6,63.0,,41.0,-90.0,,,-117.0,-133.4,-75.0,,-97.0,,,False,False,True,,False
46089,45,16.0,,,0.0,2.7,14.3,,73.0,-29.0,,,-45.0,-42.3,-30.7,,28.0,,,False,False,False,,True
46091,43,8.0,,,43.0,6.0,,,1.0,-35.0,,,0.0,-37.0,,,-42.0,,,True,False,,,False
46093,630,440.0,,,216.0,980.2,344.3,,664.0,-190.0,,,-414.0,350.2,-285.7,,34.0,,,False,False,False,,True
46095,25,0.0,,,0.0,6.0,,,0.0,-25.0,,,-25.0,-19.0,,,-25.0,,,False,True,,,False
46097,88,0.0,,,8.0,3.1,,,0.0,-88.0,,,-80.0,-84.9,,,-88.0,,,True,True,,,False
46099,4017,2328.0,,,2024.0,1890.5,3801.6,,1932.0,-1689.0,,,-1993.0,-2126.5,-215.4,,-2085.0,,,False,False,True,,False
46101,129,24.0,,,15.0,11.2,19.2,,101.0,-105.0,,,-114.0,-117.8,-109.8,,-28.0,,,False,False,False,,True
46102,383,40.0,,,27.0,34.6,83.9,,100.0,-343.0,,,-356.0,-348.4,-299.1,,-283.0,,,False,False,True,,True
46103,2476,784.0,,,392.0,432.3,500.6,,1490.0,-1692.0,,,-2084.0,-2043.7,-1975.4,,-986.0,,,False,False,False,,True
46105,58,0.0,,,39.0,0.0,1.8,,0.0,-58.0,,,-19.0,-58.0,-56.2,,-58.0,,,True,False,True,,False
46107,79,16.0,,,0.0,4.3,7.9,,18.0,-63.0,,,-79.0,-74.7,-71.1,,-61.0,,,False,False,False,,True
46109,184,48.0,,,40.0,2.8,39.1,,36.0,-136.0,,,-144.0,-181.2,-144.9,,-148.0,,,False,False,False,,False
46111,57,0.0,,,8.0,0.0,0.1,,0.0,-57.0,,,-49.0,-57.0,-56.9,,-57.0,,,True,False,True,,False
46115,179,64.0,,,40.0,8.0,63.8,,154.0,-115.0,,,-139.0,-171.0,-115.2,,-25.0,,,False,False,False,,True
46117,49,40.0,,,0.0,7.1,13.8,,54.0,-9.0,,,-49.0,-41.9,-35.2,,5.0,,,False,False,False,,True
46119,24,24.0,,,0.0,3.2,16.8,,44.0,0.0,,,-24.0,-20.8,-7.2,,20.0,,,False,False,False,,False
46121,229,8.0,,,25.0,14.2,13.0,,1.0,-221.0,,,-204.0,-214.8,-216.0,,-228.0,,,True,True,True,,False
46123,207,0.0,,,30.0,0.0,0.3,,0.0,-207.0,,,-177.0,-207.0,-206.7,,-207.0,,,True,False,True,,False
46125,294,72.0,,,40.0,7.6,55.2,,135.0,-222.0,,,-254.0,-286.4,-238.8,,-159.0,,,False,False,False,,True
46127,414,72.0,,,110.0,4.8,32.7,,45.0,-342.0,,,-304.0,-409.2,-381.3,,-369.0,,,True,False,False,,False
46129,208,96.0,,,8.0,32.7,28.6,,146.0,-112.0,,,-200.0,-175.3,-179.4,,-62.0,,,False,False,False,,True
46135,431,272.0,,,190.0,162.0,83.8,,208.0,-159.0,,,-241.0,-269.0,-347.2,,-223.0,,,False,False,False,,False
46137,34,72.0,,,16.0,30.3,,,12.0,38.0,,,-18.0,-3.7,,,-22.0,,,True,True,,,True
47001,698,592.0,,,671.0,395.5,328.9,,388.0,-106.0,,,-27.0,-302.5,-369.1,,-310.0,,,True,False,False,,False
47003,525,584.0,,,548.0,234.6,415.0,,160.0,59.0,,,23.0,-290.4,-110.0,,-365.0,,,True,False,False,,False
47005,166,272.0,,,286.0,215.3,309.7,,154.0,106.0,,,120.0,49.3,143.7,,-12.0,,,False,True,False,,True
47007,152,136.0,,,211.0,284.5,52.5,,0.0,-16.0,,,59.0,132.5,-99.5,,-152.0,,,False,False,False,,False
47009,1326,2000.0,,,1049.0,1057.5,1126.1,,1089.0,674.0,,,-277.0,-268.5,-199.9,,-237.0,,,True,True,True,,True
47011,1035,1440.0,,,1086.0,1430.3,743.5,,549.0,405.0,,,51.0,395.3,-291.5,,-486.0,,,True,True,True,,False
47013,529,224.0,,,347.0,157.1,204.4,,153.0,-305.0,,,-182.0,-371.9,-324.6,,-376.0,,,True,False,False,,False
47015,197,136.0,,,123.0,114.0,29.1,,79.0,-61.0,,,-74.0,-83.0,-167.9,,-118.0,,,False,False,False,,False
47017,607,784.0,,,471.0,591.6,378.0,,338.0,177.0,,,-136.0,-15.4,-229.0,,-269.0,,,True,True,False,,False
47019,677,824.0,,,349.0,700.8,589.8,,487.0,147.0,,,-328.0,23.8,-87.2,,-190.0,,,False,True,True,,False
47021,263,456.0,,,293.0,124.4,421.6,,203.0,193.0,,,30.0,-138.6,158.6,,-60.0,,,True,True,True,,True
47023,383,456.0,,,291.0,207.8,148.5,,183.0,73.0,,,-92.0,-175.2,-234.5,,-200.0,,,False,False,False,,False
47025,161,264.0,,,271.0,76.9,405.0,,196.0,103.0,,,110.0,-84.1,244.0,,35.0,,,False,True,False,,True
47027,256,96.0,,,39.0,0.1,100.9,,58.0,-160.0,,,-217.0,-255.9,-155.1,,-198.0,,,False,False,True,,False
47029,308,448.0,,,307.0,128.4,186.3,,251.0,140.0,,,-1.0,-179.6,-121.7,,-57.0,,,True,False,True,,True
47031,1023,640.0,,,550.0,324.3,780.4,,387.0,-383.0,,,-473.0,-698.8,-242.6,,-636.0,,,False,False,True,,False
47033,398,416.0,,,302.0,167.2,622.1,,99.0,18.0,,,-96.0,-230.8,224.1,,-299.0,,,False,False,False,,False
47035,779,1016.0,,,519.0,662.0,1692.1,,941.0,237.0,,,-260.0,-117.0,913.1,,162.0,,,False,True,False,,True
47037,6529,7832.0,,,6353.0,2273.8,4575.4,,1458.0,1303.0,,,-176.0,-4255.2,-1953.6,,-5071.0,,,True,False,False,,False
47039,346,224.0,,,210.0,0.6,296.5,,81.0,-122.0,,,-136.0,-345.4,-49.5,,-265.0,,,False,False,True,,False
47041,250,184.0,,,200.0,60.0,388.6,,93.0,-66.0,,,-50.0,-190.0,138.6,,-157.0,,,True,False,False,,False
47043,689,528.0,,,504.0,175.3,390.4,,323.0,-161.0,,,-185.0,-513.7,-298.6,,-366.0,,,False,False,False,,False
47045,1082,808.0,,,671.0,563.0,344.4,,263.0,-274.0,,,-411.0,-519.0,-737.6,,-819.0,,,False,False,False,,False
47047,673,456.0,,,698.0,282.1,292.4,,201.0,-217.0,,,25.0,-390.9,-380.6,,-472.0,,,True,False,False,,False
47049,687,184.0,,,120.0,97.0,195.4,,250.0,-503.0,,,-567.0,-590.0,-491.6,,-437.0,,,False,False,True,,True
47051,764,408.0,,,492.0,134.2,249.9,,281.0,-356.0,,,-272.0,-629.8,-514.1,,-483.0,,,True,False,False,,False
47053,1071,1304.0,,,735.0,935.3,1063.2,,452.0,233.0,,,-336.0,-135.7,-7.8,,-619.0,,,False,True,True,,False
47055,442,160.0,,,375.0,13.7,317.5,,101.0,-282.0,,,-67.0,-428.3,-124.5,,-341.0,,,True,False,True,,False
47057,276,208.0,,,145.0,92.2,604.6,,127.0,-68.0,,,-131.0,-183.8,328.6,,-149.0,,,False,False,False,,False
47059,754,1192.0,,,510.0,217.0,602.1,,820.0,438.0,,,-244.0,-537.0,-151.9,,66.0,,,True,False,True,,True
47061,360,88.0,,,127.0,37.5,76.3,,64.0,-272.0,,,-233.0,-322.5,-283.7,,-296.0,,,True,False,False,,False
47063,731,616.0,,,592.0,500.3,391.9,,230.0,-115.0,,,-139.0,-230.7,-339.1,,-501.0,,,False,False,False,,False
47065,3610,5832.0,,,3458.0,4743.4,6505.6,,1931.0,2222.0,,,-152.0,1133.4,2895.6,,-1679.0,,,True,True,False,,True
47067,29,32.0,,,33.0,32.7,,,16.0,3.0,,,4.0,3.7,,,-13.0,,,False,False,,,False
47069,586,1072.0,,,688.0,841.0,1032.1,,20.0,486.0,,,102.0,255.0,446.1,,-566.0,,,True,True,True,,False
47071,686,696.0,,,416.0,552.6,766.2,,165.0,10.0,,,-270.0,-133.4,80.2,,-521.0,,,False,False,False,,False
47073,433,712.0,,,367.0,176.9,569.5,,477.0,279.0,,,-66.0,-256.1,136.5,,44.0,,,True,True,True,,True
47075,493,736.0,,,390.0,432.1,837.4,,66.0,243.0,,,-103.0,-60.9,344.4,,-427.0,,,True,True,False,,False
47077,563,800.0,,,413.0,178.6,854.7,,190.0,237.0,,,-150.0,-384.4,291.7,,-373.0,,,True,False,False,,False
47079,338,536.0,,,368.0,328.6,689.5,,280.0,198.0,,,30.0,-9.4,351.5,,-58.0,,,True,True,False,,True
47081,393,248.0,,,259.0,39.0,99.8,,154.0,-145.0,,,-134.0,-354.0,-293.2,,-239.0,,,True,False,False,,False
47083,305,48.0,,,80.0,21.7,37.0,,37.0,-257.0,,,-225.0,-283.3,-268.0,,-268.0,,,True,False,False,,False
47085,243,88.0,,,191.0,35.2,92.9,,84.0,-155.0,,,-52.0,-207.8,-150.1,,-159.0,,,True,False,True,,False
47087,226,352.0,,,68.0,144.9,362.2,,136.0,126.0,,,-158.0,-81.1,136.2,,-90.0,,,False,True,False,,True
47089,737,328.0,,,488.0,302.9,297.4,,289.0,-409.0,,,-249.0,-434.1,-439.6,,-448.0,,,True,False,False,,False
47091,685,504.0,,,112.0,163.8,726.5,,160.0,-181.0,,,-573.0,-521.2,41.5,,-525.0,,,False,False,True,,False
47093,5877,4472.0,,,3475.0,3418.3,2321.9,,2916.0,-1405.0,,,-2402.0,-2458.7,-3555.1,,-2961.0,,,False,False,False,,False
47095,153,128.0,,,179.0,3.4,23.9,,46.0,-25.0,,,26.0,-149.6,-129.1,,-107.0,,,False,False,False,,False
47097,648,456.0,,,588.0,199.8,248.4,,153.0,-192.0,,,-60.0,-448.2,-399.6,,-495.0,,,True,False,False,,False
47099,722,568.0,,,536.0,311.5,434.8,,286.0,-154.0,,,-186.0,-410.5,-287.2,,-436.0,,,False,False,False,,False
47101,206,264.0,,,120.0,24.1,,,160.0,58.0,,,-86.0,-181.9,,,-46.0,,,False,False,,,True
47103,403,328.0,,,421.0,193.7,233.0,,230.0,-75.0,,,18.0,-209.3,-170.0,,-173.0,,,True,False,False,,False
47105,682,504.0,,,575.0,176.2,158.0,,253.0,-178.0,,,-107.0,-505.8,-524.0,,-429.0,,,True,False,False,,False
47107,753,792.0,,,616.0,1554.5,541.5,,380.0,39.0,,,-137.0,801.5,-211.5,,-373.0,,,False,False,False,,False
47109,587,536.0,,,479.0,138.1,344.3,,189.0,-51.0,,,-108.0,-448.9,-242.7,,-398.0,,,False,False,False,,False
47111,377,104.0,,,190.0,68.2,64.5,,10.0,-273.0,,,-187.0,-308.8,-312.5,,-367.0,,,True,False,False,,False
47113,2038,1848.0,,,1514.0,1301.1,1182.0,,983.0,-190.0,,,-524.0,-736.9,-856.0,,-1055.0,,,False,False,False,,False
47115,381,368.0,,,326.0,156.5,221.0,,211.0,-13.0,,,-55.0,-224.5,-160.0,,-170.0,,,False,False,False,,False
47117,570,824.0,,,322.0,1223.1,363.1,,437.0,254.0,,,-248.0,653.1,-206.9,,-133.0,,,True,False,True,,True
47119,1370,1264.0,,,815.0,1190.2,1235.5,,648.0,-106.0,,,-555.0,-179.8,-134.5,,-722.0,,,False,False,False,,False
47121,145,152.0,,,136.0,56.9,303.8,,75.0,7.0,,,-9.0,-88.1,158.8,,-70.0,,,False,False,False,,False
47123,693,752.0,,,423.0,388.1,749.2,,456.0,59.0,,,-270.0,-304.9,56.2,,-237.0,,,False,False,True,,False
47125,1446,1408.0,,,1414.0,496.4,670.4,,1008.0,-38.0,,,-32.0,-949.6,-775.6,,-438.0,,,True,False,False,,False
47127,158,80.0,,,80.0,11.7,252.5,,55.0,-78.0,,,-78.0,-146.3,94.5,,-103.0,,,False,False,False,,False
47129,223,288.0,,,206.0,754.9,176.1,,240.0,65.0,,,-17.0,531.9,-46.9,,17.0,,,True,False,True,,True
47131,876,656.0,,,510.0,497.1,622.4,,229.0,-220.0,,,-366.0,-378.9,-253.6,,-647.0,,,False,False,False,,False
47133,747,616.0,,,155.0,310.4,177.1,,404.0,-131.0,,,-592.0,-436.6,-569.9,,-343.0,,,False,False,False,,False
47135,95,72.0,,,115.0,38.8,27.1,,43.0,-23.0,,,20.0,-56.2,-67.9,,-52.0,,,True,False,False,,False
47137,186,40.0,,,17.0,18.9,,,28.0,-146.0,,,-169.0,-167.1,,,-158.0,,,False,False,,,False
47139,162,432.0,,,167.0,83.2,319.1,,196.0,270.0,,,5.0,-78.8,157.1,,34.0,,,True,True,True,,True
47141,1933,1480.0,,,706.0,1440.5,1202.5,,367.0,-453.0,,,-1227.0,-492.5,-730.5,,-1566.0,,,False,False,False,,False
47143,411,288.0,,,375.0,39.2,437.6,,84.0,-123.0,,,-36.0,-371.8,26.6,,-327.0,,,True,False,True,,False
47145,574,456.0,,,490.0,30.4,475.0,,304.0,-118.0,,,-84.0,-543.6,-99.0,,-270.0,,,True,False,True,,False
47147,718,816.0,,,505.0,702.5,791.9,,228.0,98.0,,,-213.0,-15.5,73.9,,-490.0,,,False,True,True,,False
47149,3366,3240.0,,,2629.0,1283.1,1669.9,,1287.0,-126.0,,,-737.0,-2082.9,-1696.1,,-2079.0,,,False,False,False,,False
47151,163,128.0,,,132.0,6.9,67.3,,105.0,-35.0,,,-31.0,-156.1,-95.7,,-58.0,,,True,False,False,,False
47153,184,136.0,,,132.0,108.1,279.9,,96.0,-48.0,,,-52.0,-75.9,95.9,,-88.0,,,False,False,False,,False
47155,969,952.0,,,648.0,1402.5,513.4,,387.0,-17.0,,,-321.0,433.5,-455.6,,-582.0,,,False,False,False,,False
47157,8227,8696.0,,,10728.0,6597.6,5733.9,,2598.0,469.0,,,2501.0,-1629.4,-2493.1,,-5629.0,,,False,False,False,,False
47159,431,144.0,,,145.0,7.6,129.8,,69.0,-287.0,,,-286.0,-423.4,-301.2,,-362.0,,,True,False,False,,False
47161,215,56.0,,,102.0,4.4,74.1,,43.0,-159.0,,,-113.0,-210.6,-140.9,,-172.0,,,True,False,True,,False
47163,1635,2128.0,,,966.0,383.2,1347.3,,1480.0,493.0,,,-669.0,-1251.8,-287.7,,-155.0,,,False,False,True,,True
47165,1640,1792.0,,,1372.0,757.8,1076.4,,699.0,152.0,,,-268.0,-882.2,-563.6,,-941.0,,,False,False,False,,False
47167,842,448.0,,,949.0,298.5,299.2,,144.0,-394.0,,,107.0,-543.5,-542.8,,-698.0,,,True,False,False,,False
47169,129,64.0,,,129.0,3.6,19.1,,14.0,-65.0,,,0.0,-125.4,-109.9,,-115.0,,,True,False,False,,False
47171,138,224.0,,,152.0,0.0,352.1,,87.0,86.0,,,14.0,-138.0,214.1,,-51.0,,,True,False,False,,True
47173,286,192.0,,,118.0,76.0,178.2,,133.0,-94.0,,,-168.0,-210.0,-107.8,,-153.0,,,False,False,False,,False
47175,143,56.0,,,56.0,147.3,,,51.0,-87.0,,,-87.0,4.3,,,-92.0,,,False,True,,,False
47177,596,912.0,,,474.0,2212.0,711.3,,371.0,316.0,,,-122.0,1616.0,115.3,,-225.0,,,True,False,True,,True
47179,1424,1200.0,,,858.0,663.4,821.0,,757.0,-224.0,,,-566.0,-760.6,-603.0,,-667.0,,,False,False,False,,False
47181,1349,160.0,,,279.0,36.9,254.0,,44.0,-1189.0,,,-1070.0,-1312.1,-1095.0,,-1305.0,,,True,False,True,,False
47183,714,944.0,,,460.0,915.2,7867.4,,406.0,230.0,,,-254.0,201.2,7153.4,,-308.0,,,False,True,False,,False
47185,636,624.0,,,247.0,1672.9,689.0,,329.0,-12.0,,,-389.0,1036.9,53.0,,-307.0,,,False,False,False,,False
47187,2319,2272.0,,,1817.0,1721.7,928.5,,1071.0,-47.0,,,-502.0,-597.3,-1390.5,,-1248.0,,,False,False,False,,False
47189,1627,1360.0,,,1082.0,1096.8,627.2,,631.0,-267.0,,,-545.0,-530.2,-999.8,,-996.0,,,False,False,False,,False
48001,1637,0.0,,,1203.0,13.0,157.6,,6.0,-1637.0,,,-434.0,-1624.0,-1479.4,,-1631.0,,,True,True,True,,True
48003,191,144.0,,,130.0,107.2,126.5,,91.0,-47.0,,,-61.0,-83.8,-64.5,,-100.0,,,False,False,False,,False
48005,298,376.0,,,1429.0,232.1,376.2,,108.0,78.0,,,1131.0,-65.9,78.2,,-190.0,,,False,True,False,,False
48007,146,88.0,,,185.0,9.8,130.5,,25.0,-58.0,,,39.0,-136.2,-15.5,,-121.0,,,True,False,True,,False
48009,76,48.0,,,40.0,18.5,14.8,,79.0,-28.0,,,-36.0,-57.5,-61.2,,3.0,,,False,False,False,,True
48011,8,16.0,,,0.0,1.3,25.8,,10.0,8.0,,,-8.0,-6.7,17.8,,2.0,,,False,True,False,,True
48013,732,216.0,,,813.0,55.5,64.4,,202.0,-516.0,,,81.0,-676.5,-667.6,,-530.0,,,True,False,False,,False
48015,149,344.0,,,573.0,498.8,230.9,,335.0,195.0,,,424.0,349.8,81.9,,186.0,,,False,False,True,,True
48017,67,72.0,,,19.0,14.1,83.8,,34.0,5.0,,,-48.0,-52.9,16.8,,-33.0,,,False,False,False,,False
48019,78,48.0,,,173.0,0.0,55.6,,42.0,-30.0,,,95.0,-78.0,-22.4,,-36.0,,,False,False,True,,False
48021,423,696.0,,,1252.0,263.1,444.1,,468.0,273.0,,,829.0,-159.9,21.1,,45.0,,,False,True,True,,True
48023,32,0.0,,,16.0,14.3,,,0.0,-32.0,,,-16.0,-17.7,,,-32.0,,,True,True,,,False
48025,481,656.0,,,878.0,173.8,1101.2,,75.0,175.0,,,397.0,-307.2,620.2,,-406.0,,,False,False,False,,False
48027,1530,2024.0,,,4136.0,68.6,1091.1,,1627.0,494.0,,,2606.0,-1461.4,-438.9,,97.0,,,False,False,True,,True
48029,18360,6568.0,,,12649.0,1752.3,7596.8,,1420.0,-11792.0,,,-5711.0,-16607.7,-10763.2,,-16940.0,,,True,False,True,,False
48031,31,96.0,,,104.0,7.8,107.7,,63.0,65.0,,,73.0,-23.2,76.7,,32.0,,,False,True,False,,True
48033,1,0.0,,,0.0,0.0,,,,-1.0,,,-1.0,-1.0,,,,,,False,False,,,
48035,189,136.0,,,100.0,32.3,465.4,,43.0,-53.0,,,-89.0,-156.7,276.4,,-146.0,,,False,False,False,,False
48037,813,552.0,,,1656.0,251.5,682.9,,905.0,-261.0,,,843.0,-561.5,-130.1,,92.0,,,False,False,True,,True
48039,3493,4640.0,,,7194.0,1777.6,3170.0,,1923.0,1147.0,,,3701.0,-1715.4,-323.0,,-1570.0,,,False,False,True,,False
48041,4406,1104.0,,,2981.0,618.1,531.2,,486.0,-3302.0,,,-1425.0,-3787.9,-3874.8,,-3920.0,,,True,False,False,,False
48043,59,16.0,,,123.0,1.5,135.5,,1.0,-43.0,,,64.0,-57.5,76.5,,-58.0,,,False,False,False,,False
48045,6,0.0,,,0.0,1.6,,,0.0,-6.0,,,-6.0,-4.4,,,-6.0,,,False,True,,,False
48047,160,360.0,,,78.0,87.2,360.1,,91.0,200.0,,,-82.0,-72.8,200.1,,-69.0,,,True,True,False,,True
48049,197,216.0,,,267.0,44.4,130.0,,8.0,19.0,,,70.0,-152.6,-67.0,,-189.0,,,False,False,False,,False
48051,153,216.0,,,283.0,60.8,134.4,,231.0,63.0,,,130.0,-92.2,-18.6,,78.0,,,False,False,True,,False
48053,266,232.0,,,392.0,137.6,215.9,,40.0,-34.0,,,126.0,-128.4,-50.1,,-226.0,,,False,False,False,,False
48055,509,264.0,,,829.0,169.1,183.7,,59.0,-245.0,,,320.0,-339.9,-325.3,,-450.0,,,False,False,False,,False
48057,310,192.0,,,460.0,11.4,382.1,,26.0,-118.0,,,150.0,-298.6,72.1,,-284.0,,,False,False,True,,False
48059,72,40.0,,,32.0,6.8,18.6,,44.0,-32.0,,,-40.0,-65.2,-53.4,,-28.0,,,False,False,False,,True
48061,4661,9480.0,,,10229.0,1975.8,24845.2,,579.0,4819.0,,,5568.0,-2685.2,20184.2,,-4082.0,,,False,True,False,,True
48063,112,200.0,,,167.0,83.5,168.6,,93.0,88.0,,,55.0,-28.5,56.6,,-19.0,,,True,True,True,,True
48065,32,0.0,,,26.0,3.2,,,1.0,-32.0,,,-6.0,-28.8,,,-31.0,,,True,True,,,True
48067,238,192.0,,,346.0,86.0,176.9,,144.0,-46.0,,,108.0,-152.0,-61.1,,-94.0,,,False,False,False,,False
48069,71,40.0,,,35.0,2.1,24.8,,10.0,-31.0,,,-36.0,-68.9,-46.2,,-61.0,,,False,False,False,,False
48071,417,416.0,,,925.0,54.8,141.6,,198.0,-1.0,,,508.0,-362.2,-275.4,,-219.0,,,False,False,False,,False
48073,277,816.0,,,762.0,49.6,870.7,,219.0,539.0,,,485.0,-227.4,593.7,,-58.0,,,True,True,False,,True
48075,41,0.0,,,85.0,2.9,,,7.0,-41.0,,,44.0,-38.1,,,-34.0,,,False,True,,,True
48077,51,96.0,,,53.0,0.0,104.5,,160.0,45.0,,,2.0,-51.0,53.5,,109.0,,,True,False,False,,False
48079,47,16.0,,,0.0,34.3,,,2.0,-31.0,,,-47.0,-12.7,,,-45.0,,,False,True,,,False
48081,41,24.0,,,1.0,11.8,,,2.0,-17.0,,,-40.0,-29.2,,,-39.0,,,False,False,,,False
48083,40,88.0,,,24.0,19.0,,,86.0,48.0,,,-16.0,-21.0,,,46.0,,,True,True,,,True
48085,6411,4112.0,,,12282.0,1284.2,4005.5,,6463.0,-2299.0,,,5871.0,-5126.8,-2405.5,,52.0,,,False,False,False,,True
48087,4,16.0,,,23.0,5.1,,,11.0,12.0,,,19.0,1.1,,,7.0,,,False,True,,,True
48089,117,320.0,,,475.0,323.4,107.3,,180.0,203.0,,,358.0,206.4,-9.7,,63.0,,,False,False,True,,True
48091,552,1664.0,,,1133.0,384.7,606.7,,1426.0,1112.0,,,581.0,-167.3,54.7,,874.0,,,True,True,True,,True
48093,163,96.0,,,129.0,78.8,162.1,,0.0,-67.0,,,-34.0,-84.2,-0.9,,-163.0,,,True,False,True,,False
48095,109,16.0,,,48.0,17.2,23.4,,8.0,-93.0,,,-61.0,-91.8,-85.6,,-101.0,,,True,True,True,,False
48097,222,184.0,,,630.0,10.3,97.6,,116.0,-38.0,,,408.0,-211.7,-124.4,,-106.0,,,False,False,False,,False
48099,1226,416.0,,,619.0,323.2,513.1,,229.0,-810.0,,,-607.0,-902.8,-712.9,,-997.0,,,True,False,True,,False
48101,15,0.0,,,7.0,3.1,,,0.0,-15.0,,,-8.0,-11.9,,,-15.0,,,True,True,,,False
48103,3,0.0,,,10.0,0.0,11.2,,0.0,-3.0,,,7.0,-3.0,8.2,,-3.0,,,False,False,False,,False
48105,6,24.0,,,21.0,2.7,94.8,,1.0,18.0,,,15.0,-3.3,88.8,,-5.0,,,True,True,False,,True
48107,31,80.0,,,22.0,26.2,162.1,,46.0,49.0,,,-9.0,-4.8,131.1,,15.0,,,True,True,False,,True
48109,63,8.0,,,0.0,1.9,,,7.0,-55.0,,,-63.0,-61.1,,,-56.0,,,False,False,,,False
48111,130,48.0,,,38.0,87.8,29.0,,12.0,-82.0,,,-92.0,-42.2,-101.0,,-118.0,,,False,True,False,,False
48113,23956,75352.0,,,64886.0,39682.2,48014.2,,37176.0,51396.0,,,40930.0,15726.2,24058.2,,13220.0,,,True,True,True,,True
48115,510,120.0,,,38.0,39.6,84.3,,161.0,-390.0,,,-472.0,-470.4,-425.7,,-349.0,,,False,False,False,,True
48117,196,352.0,,,186.0,132.1,281.0,,62.0,156.0,,,-10.0,-63.9,85.0,,-134.0,,,True,True,True,,True
48119,15,8.0,,,22.0,3.1,,,2.0,-7.0,,,7.0,-11.9,,,-13.0,,,False,False,,,False
48121,6044,6360.0,,,10128.0,879.8,3749.5,,4362.0,316.0,,,4084.0,-5164.2,-2294.5,,-1682.0,,,False,False,False,,False
48123,280,296.0,,,355.0,258.4,207.8,,50.0,16.0,,,75.0,-21.6,-72.2,,-230.0,,,False,False,False,,False
48125,41,40.0,,,0.0,1.5,22.5,,94.0,-1.0,,,-41.0,-39.5,-18.5,,53.0,,,False,False,False,,False
48127,112,56.0,,,265.0,5.5,95.0,,15.0,-56.0,,,153.0,-106.5,-17.0,,-97.0,,,False,False,True,,False
48129,31,24.0,,,8.0,5.3,35.4,,6.0,-7.0,,,-23.0,-25.7,4.4,,-25.0,,,False,False,True,,False
48131,256,184.0,,,218.0,74.7,363.4,,70.0,-72.0,,,-38.0,-181.3,107.4,,-186.0,,,True,False,False,,False
48133,140,88.0,,,91.0,7.6,203.3,,54.0,-52.0,,,-49.0,-132.4,63.3,,-86.0,,,True,False,False,,False
48135,1606,1888.0,,,2115.0,96.2,1476.9,,554.0,282.0,,,509.0,-1509.8,-129.1,,-1052.0,,,False,False,True,,False
48137,35,32.0,,,24.0,15.5,,,18.0,-3.0,,,-11.0,-19.5,,,-17.0,,,False,False,,,False
48139,1243,1848.0,,,2067.0,79.9,1110.5,,658.0,605.0,,,824.0,-1163.1,-132.5,,-585.0,,,False,False,True,,True
48141,12744,9896.0,,,8482.0,8410.8,8165.1,,5273.0,-2848.0,,,-4262.0,-4333.2,-4578.9,,-7471.0,,,False,False,False,,False
48143,368,304.0,,,467.0,133.3,134.8,,110.0,-64.0,,,99.0,-234.7,-233.2,,-258.0,,,False,False,False,,False
48145,485,56.0,,,195.0,29.4,116.0,,23.0,-429.0,,,-290.0,-455.6,-369.0,,-462.0,,,True,False,True,,False
48147,371,536.0,,,333.0,2.6,239.7,,714.0,165.0,,,-38.0,-368.4,-131.3,,343.0,,,True,False,True,,False
48149,216,296.0,,,398.0,73.4,258.1,,177.0,80.0,,,182.0,-142.6,42.1,,-39.0,,,False,False,True,,True
48151,37,136.0,,,4.0,80.4,76.9,,115.0,99.0,,,-33.0,43.4,39.9,,78.0,,,True,True,True,,True
48153,23,32.0,,,26.0,51.1,39.5,,14.0,9.0,,,3.0,28.1,16.5,,-9.0,,,True,False,False,,False
