,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
30073,6,3.0,2.0,,0.0,0.0,,,,,0.0,15.9,1.7,,0.3,0.0,,0.0,,1.0,,,,,6.0,5.3,28.6,-3.0,-4.0,,-6.0,-6.0,,,,,-6.0,9.9,-4.3,,-5.7,-6.0,,-6.0,,-5.0,,,,,0.0,-0.7,22.6,False,,False,False,,,,,False,False,False,,False,False,,False,,False,,,,,True,True,False
30075,1,3.0,3.1,,0.0,0.0,,,,,0.0,21.4,4.2,,,0.0,,0.0,,0.3,,,,,2.0,4.3,75.6,2.0,2.1,,-1.0,-1.0,,,,,-1.0,20.4,3.2,,,-1.0,,-1.0,,-0.7,,,,,1.0,3.3,74.6,False,,True,True,,,,,True,False,False,,,True,,True,,True,,,,,True,False,False
30077,0,24.0,23.4,,12.0,0.0,,,,,6.0,34.0,30.5,,,0.1,,0.0,,2.6,13.4,,,,70.0,17.7,325.1,24.0,23.4,,12.0,0.0,,,,,6.0,34.0,30.5,,,0.1,,0.0,,2.6,13.4,,,,70.0,17.7,325.1,True,,True,True,,,,,True,False,False,,,True,,True,,True,True,,,,False,True,False
30079,0,0.0,0.0,,0.0,0.0,,,,,3.0,1.2,2.1,,,0.0,,0.0,,0.0,,,,,0.0,4.6,26.7,0.0,0.0,,0.0,0.0,,,,,3.0,1.2,2.1,,,0.0,,0.0,,0.0,,,,,0.0,4.6,26.7,False,,True,True,,,,,False,False,False,,,False,,True,,True,,,,,True,False,False
30081,19,45.0,45.8,,43.0,36.0,,,,,51.0,45.3,76.1,,17.0,26.8,31.6,42.0,,57.8,52.7,,,,35.0,34.4,108.6,26.0,26.8,,24.0,17.0,,,,,32.0,26.3,57.1,,-2.0,7.8,12.6,23.0,,38.8,33.7,,,,16.0,15.4,89.6,False,,True,True,,,,,False,False,False,,True,True,True,True,,False,False,,,,True,True,False
30083,15,12.0,13.0,,7.0,0.0,,,,,54.0,19.0,15.7,,4.4,3.6,,21.0,,0.0,6.3,,,,13.0,13.5,40.8,-3.0,-2.0,,-8.0,-15.0,,,,,39.0,4.0,0.7,,-10.6,-11.4,,6.0,,-15.0,-8.7,,,,-2.0,-1.5,25.8,True,,False,False,,,,,False,False,True,,False,False,,False,,False,False,,,,True,True,False
30085,113,0.0,1.2,,0.0,0.0,,,,,43.0,13.9,7.1,,1.1,0.6,,12.0,,9.0,,,,,7.0,8.1,19.3,-113.0,-111.8,,-113.0,-113.0,,,,,-70.0,-99.1,-105.9,,-111.9,-112.4,,-101.0,,-104.0,,,,,-106.0,-104.9,-93.7,True,,False,False,,,,,True,True,True,,True,True,,True,,True,,,,,True,True,True
30087,328,294.0,293.5,,260.0,22.0,,,,,54.0,766.8,30.6,,871.2,277.6,0.2,,,275.7,241.3,,,,148.0,296.0,1346.8,-34.0,-34.5,,-68.0,-306.0,,,,,-274.0,438.8,-297.4,,543.2,-50.4,-327.8,,,-52.3,-86.7,,,,-180.0,-32.0,1018.8,False,,False,False,,,,,False,False,False,,False,False,False,,,False,False,,,,False,True,False
30089,14,9.0,6.5,,6.0,3.0,,,,,2.0,64.1,10.9,,,0.2,,12.0,,11.0,,,,,26.0,11.3,119.4,-5.0,-7.5,,-8.0,-11.0,,,,,-12.0,50.1,-3.1,,,-13.8,,-2.0,,-3.0,,,,,12.0,-2.7,105.4,False,,False,False,,,,,False,False,True,,,False,,True,,True,,,,,False,True,False
30091,4,0.0,0.1,,0.0,0.0,,,,,3.0,4.0,1.5,,,0.0,,0.0,,0.0,0.1,,,,0.0,4.4,29.9,-4.0,-3.9,,-4.0,-4.0,,,,,-1.0,-0.0,-2.5,,,-4.0,,-4.0,,-4.0,-3.9,,,,-4.0,0.4,25.9,True,,False,False,,,,,True,True,True,,,True,,False,,False,True,,,,False,True,False
30093,98,3.0,4.2,,3.0,0.0,,,,,54.0,29.0,16.9,,1.6,3.7,17.6,,,0.1,20.1,,,,10.0,15.2,31.9,-95.0,-93.8,,-95.0,-98.0,,,,,-44.0,-69.0,-81.1,,-96.4,-94.3,-80.4,,,-97.9,-77.9,,,,-88.0,-82.8,-66.1,True,,False,False,,,,,True,True,True,,False,True,True,,,False,True,,,,True,True,True
30095,15,9.0,8.6,,7.0,0.0,,,,,9.0,22.1,15.3,,2.0,1.1,,19.0,,0.5,12.8,,,,8.0,9.1,53.3,-6.0,-6.4,,-8.0,-15.0,,,,,-6.0,7.1,0.3,,-13.0,-13.9,,4.0,,-14.5,-2.2,,,,-7.0,-5.9,38.3,False,,False,False,,,,,False,False,True,,False,False,,True,,False,True,,,,False,True,False
30097,25,12.0,11.5,,8.0,0.0,,,,,3.0,10.5,8.2,,,5.9,,,,8.7,9.1,,,,13.0,9.7,49.6,-13.0,-13.5,,-17.0,-25.0,,,,,-22.0,-14.5,-16.8,,,-19.1,,,,-16.3,-15.9,,,,-12.0,-15.3,24.6,False,,False,False,,,,,False,False,False,,,False,,,,False,False,,,,True,False,False
30099,2,6.0,6.0,,2.0,0.0,,,,,2.0,16.0,0.7,,,0.0,,0.0,,0.4,3.4,,,,3.0,7.1,41.8,4.0,4.0,,0.0,-2.0,,,,,0.0,14.0,-1.3,,,-2.0,,-2.0,,-1.6,1.4,,,,1.0,5.1,39.8,False,,True,True,,,,,True,False,True,,,True,,True,,True,True,,,,True,False,False
30101,23,0.0,5.3,,0.0,0.0,,,,,6.0,2.1,0.1,,1.8,0.0,,14.0,,0.4,3.6,,,,1.0,6.1,7.3,-23.0,-17.7,,-23.0,-23.0,,,,,-17.0,-20.9,-22.9,,-21.2,-23.0,,-9.0,,-22.6,-19.4,,,,-22.0,-16.9,-15.7,True,,False,False,,,,,True,True,True,,True,True,,True,,True,True,,,,True,True,True
30103,0,0.0,0.0,,0.0,0.0,,,,,9.0,23.3,0.8,,,0.0,,0.0,,0.0,0.0,,,,1.0,3.7,54.6,0.0,0.0,,0.0,0.0,,,,,9.0,23.3,0.8,,,0.0,,0.0,,0.0,0.0,,,,1.0,3.7,54.6,True,,True,True,,,,,False,False,False,,,False,,True,,True,False,,,,False,False,False
30105,18,12.0,13.6,,12.0,0.0,,,,,139.0,10.6,20.2,,,1.3,,19.0,,28.5,,,,,12.0,20.3,44.7,-6.0,-4.4,,-6.0,-18.0,,,,,121.0,-7.4,2.2,,,-16.7,,1.0,,10.5,,,,,-6.0,2.3,26.7,True,,False,False,,,,,False,False,True,,,False,,True,,False,,,,,False,True,False
30107,6,0.0,0.1,,0.0,0.0,,,,,6.0,1.0,0.5,,0.0,0.0,,0.0,,0.0,0.1,,,,0.0,4.2,15.3,-6.0,-5.9,,-6.0,-6.0,,,,,0.0,-5.0,-5.5,,-6.0,-6.0,,-6.0,,-6.0,-5.9,,,,-6.0,-1.8,9.3,True,,False,False,,,,,True,True,True,,True,True,,False,,False,True,,,,False,True,False
30109,4,0.0,0.2,,0.0,0.0,,,,,3.0,6.2,3.8,,,0.0,,0.0,,2.1,0.3,,,,2.0,4.9,25.7,-4.0,-3.8,,-4.0,-4.0,,,,,-1.0,2.2,-0.2,,,-4.0,,-4.0,,-1.9,-3.7,,,,-2.0,0.9,21.7,True,,False,False,,,,,True,True,True,,,True,,False,,True,True,,,,True,True,False
30111,785,717.0,734.7,,726.0,804.0,,,,,617.0,759.7,1002.7,,958.4,700.1,484.1,816.0,,916.0,524.5,983.0,,,706.0,1007.7,919.1,-68.0,-50.3,,-59.0,19.0,,,,,-168.0,-25.3,217.7,,173.4,-84.9,-300.9,31.0,,131.0,-260.5,198.0,,,-79.0,222.7,134.1,True,,True,True,,,,,False,True,False,,False,False,False,True,,False,False,False,,,False,False,False
31001,105,60.0,58.4,,58.0,71.0,,,,,96.0,61.5,82.9,,20.0,52.6,23.3,75.0,,174.4,50.2,,,,45.0,56.3,87.7,-45.0,-46.6,,-47.0,-34.0,,,,,-9.0,-43.5,-22.1,,-85.0,-52.4,-81.7,-30.0,,69.4,-54.8,,,,-60.0,-48.7,-17.3,False,,False,True,,,,,True,True,True,,False,False,False,True,,False,False,,,,False,False,True
31003,29,6.0,5.8,,4.0,0.0,,,,,15.0,11.9,9.2,,2.1,1.9,,0.0,,2.7,6.1,,,,17.0,4.9,37.5,-23.0,-23.2,,-25.0,-29.0,,,,,-14.0,-17.1,-19.8,,-26.9,-27.1,,-29.0,,-26.4,-22.9,,,,-12.0,-24.1,8.5,False,,False,False,,,,,True,True,True,,False,False,,False,,False,True,,,,True,False,True
31005,0,0.0,0.1,,0.0,0.0,,,,,0.0,0.4,1.6,,,0.0,,0.0,,0.0,,,,,0.0,3.0,24.5,0.0,0.1,,0.0,0.0,,,,,0.0,0.4,1.6,,,0.0,,0.0,,0.0,,,,,0.0,3.0,24.5,False,,True,True,,,,,True,False,False,,,True,,True,,True,,,,,True,False,False
31007,0,0.0,0.0,,0.0,0.0,,,,,3.0,5.8,0.1,,,0.0,,0.0,,0.0,0.0,,,,0.0,3.0,49.2,0.0,0.0,,0.0,0.0,,,,,3.0,5.8,0.1,,,0.0,,0.0,,0.0,0.0,,,,0.0,3.0,49.2,True,,True,True,,,,,False,False,False,,,False,,True,,True,True,,,,True,False,False
31009,0,0.0,0.0,,0.0,0.0,,,,,0.0,1.6,0.0,,,0.0,,0.0,,0.0,,,,,,3.0,17.8,0.0,0.0,,0.0,0.0,,,,,0.0,1.6,0.0,,,0.0,,0.0,,0.0,,,,,,3.0,17.8,True,,True,True,,,,,True,False,True,,,True,,True,,True,,,,,,False,False
31011,41,18.0,17.8,,9.0,,,,,,6.0,52.6,12.6,,3.1,11.5,,,,3.0,,,,,13.0,18.0,152.1,-23.0,-23.2,,-32.0,,,,,,-35.0,11.6,-28.4,,-37.9,-29.5,,,,-38.0,,,,,-28.0,-23.0,111.1,False,,False,,,,,,False,True,False,,False,False,,,,False,,,,,False,True,False
31013,30,12.0,12.5,,5.0,0.0,,,,,40.0,32.7,9.2,,1.5,1.1,,6.0,,4.6,,,,,19.0,9.9,54.7,-18.0,-17.5,,-25.0,-30.0,,,,,10.0,2.7,-20.9,,-28.5,-28.9,,-24.0,,-25.4,,,,,-11.0,-20.1,24.7,True,,False,False,,,,,True,True,False,,False,False,,False,,False,,,,,True,False,False
31015,7,0.0,0.0,,0.0,0.0,,,,,8.0,3.7,3.2,,0.4,0.0,,0.0,,0.0,1.2,,,,0.0,9.2,34.7,-7.0,-7.0,,-7.0,-7.0,,,,,1.0,-3.3,-3.8,,-6.6,-7.0,,-7.0,,-7.0,-5.8,,,,-7.0,2.2,27.7,False,,False,False,,,,,True,True,True,,True,True,,False,,True,True,,,,False,True,False
31017,14,3.0,3.1,,3.0,0.0,,,,,9.0,4.1,11.9,,,0.0,,0.0,,1.0,2.1,,,,5.0,4.1,17.6,-11.0,-10.9,,-11.0,-14.0,,,,,-5.0,-9.9,-2.1,,,-14.0,,-14.0,,-12.9,-11.9,,,,-9.0,-9.9,3.6,True,,False,False,,,,,True,True,True,,,False,,False,,False,False,,,,True,True,True
31019,289,294.0,303.6,,265.0,319.0,,,,,167.0,417.3,341.8,,195.5,260.2,183.1,189.0,,253.7,308.0,,,,272.0,425.6,525.3,5.0,14.6,,-24.0,30.0,,,,,-122.0,128.3,52.8,,-93.5,-28.8,-105.9,-100.0,,-35.3,19.0,,,,-17.0,136.6,236.3,False,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,,,,False,False,False
31021,11,21.0,25.8,,18.0,18.0,,,,,17.0,28.3,25.0,,7.0,11.1,,21.0,,8.2,21.3,,,,19.0,22.3,87.3,10.0,14.8,,7.0,7.0,,,,,6.0,17.3,14.0,,-4.0,0.1,,10.0,,-2.8,10.3,,,,8.0,11.3,76.3,False,,True,True,,,,,True,False,False,,True,True,,False,,True,False,,,,True,False,False
31023,12,63.0,67.4,,32.0,,,,,,13.0,54.8,38.0,,6.8,35.4,,,,32.3,37.0,,,,94.0,74.3,461.2,51.0,55.4,,20.0,,,,,,1.0,42.8,26.0,,-5.2,23.4,,,,20.3,25.0,,,,82.0,62.3,449.2,False,,True,,,,,,True,True,True,,True,True,,,,True,True,,,,False,False,False
31025,53,48.0,45.7,,48.0,44.0,,,,,52.0,146.3,97.2,,11.9,46.1,109.6,54.0,,37.0,54.5,,,,43.0,79.1,378.2,-5.0,-7.3,,-5.0,-9.0,,,,,-1.0,93.3,44.2,,-41.1,-6.9,56.6,1.0,,-16.0,1.5,,,,-10.0,26.1,325.2,False,,False,False,,,,,True,False,False,,False,False,False,True,,False,True,,,,False,False,False
31027,30,15.0,15.2,,15.0,21.0,,,,,34.0,74.4,15.9,,5.6,11.3,,0.0,,3.1,13.3,,,,9.0,15.2,49.2,-15.0,-14.8,,-15.0,-9.0,,,,,4.0,44.4,-14.1,,-24.4,-18.7,,-30.0,,-26.9,-16.7,,,,-21.0,-14.8,19.2,True,,False,True,,,,,True,False,True,,False,False,,False,,False,False,,,,False,True,False
31029,9,0.0,1.6,,0.0,0.0,,,,,4.0,1.2,3.5,,0.4,0.0,,0.0,,0.7,,,,,0.0,4.9,12.1,-9.0,-7.4,,-9.0,-9.0,,,,,-5.0,-7.8,-5.5,,-8.6,-9.0,,-9.0,,-8.3,,,,,-9.0,-4.1,3.1,True,,False,False,,,,,True,True,True,,True,True,,False,,True,,,,,False,True,True
31031,23,42.0,39.6,,13.0,5.0,,,,,15.0,49.4,3.2,,3.1,10.2,,,,1.1,23.9,,,,70.0,46.0,269.1,19.0,16.6,,-10.0,-18.0,,,,,-8.0,26.4,-19.8,,-19.9,-12.8,,,,-21.9,0.9,,,,47.0,23.0,246.1,True,,True,True,,,,,True,False,False,,False,True,,,,False,True,,,,False,False,False
31033,8,3.0,3.4,,3.0,0.0,,,,,6.0,5.1,5.8,,1.8,0.0,,0.0,,1.7,7.1,,,,2.0,3.7,28.6,-5.0,-4.6,,-5.0,-8.0,,,,,-2.0,-2.9,-2.2,,-6.2,-8.0,,-8.0,,-6.3,-0.9,,,,-6.0,-4.3,20.6,True,,False,False,,,,,True,True,True,,False,False,,False,,False,True,,,,False,True,False
31035,10,12.0,11.9,,4.0,0.0,,,,,4.0,14.3,11.7,,4.4,2.5,,14.0,,0.0,8.0,,,,11.0,13.5,29.1,2.0,1.9,,-6.0,-10.0,,,,,-6.0,4.3,1.7,,-5.6,-7.5,,4.0,,-10.0,-2.0,,,,1.0,3.5,19.1,True,,False,False,,,,,False,False,True,,False,False,,False,,False,True,,,,True,False,False
31037,37,33.0,31.1,,16.0,0.0,,,,,66.0,13.7,17.8,,13.6,28.6,2.9,113.0,,10.5,19.0,,,,0.0,36.3,133.9,-4.0,-5.9,,-21.0,-37.0,,,,,29.0,-23.3,-19.2,,-23.4,-8.4,-34.1,76.0,,-26.5,-18.0,,,,-37.0,-0.7,96.9,False,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,,,,False,True,False
31039,39,24.0,22.2,,14.0,0.0,,,,,30.0,17.9,31.0,,7.0,10.1,,21.0,,0.4,25.0,,,,47.0,21.1,76.8,-15.0,-16.8,,-25.0,-39.0,,,,,-9.0,-21.1,-8.0,,-32.0,-28.9,,-18.0,,-38.6,-14.0,,,,8.0,-17.9,37.8,False,,False,False,,,,,True,False,True,,False,False,,False,,False,True,,,,True,False,False
31041,8,21.0,22.6,,17.0,,,,,,24.0,34.4,14.7,,4.8,14.6,,21.0,,7.3,16.2,,,,12.0,28.6,107.4,13.0,14.6,,9.0,,,,,,16.0,26.4,6.7,,-3.2,6.6,,13.0,,-0.7,8.2,,,,4.0,20.6,99.4,False,,True,,,,,,False,False,True,,True,True,,False,,True,True,,,,True,False,False
31043,148,99.0,103.5,,65.0,0.0,,,,,97.0,34.5,51.0,,37.7,99.9,6.2,314.0,,64.9,101.4,,,,0.0,104.0,287.8,-49.0,-44.5,,-83.0,-148.0,,,,,-51.0,-113.5,-97.0,,-110.3,-48.1,-141.8,166.0,,-83.1,-46.6,,,,-148.0,-44.0,139.8,True,,False,False,,,,,False,False,False,,False,True,False,False,,False,True,,,,False,True,False
31045,41,72.0,76.7,,53.0,58.0,,,,,59.0,769.8,25.0,,9.7,39.1,,39.0,,27.6,,,,,48.0,72.3,355.9,31.0,35.7,,12.0,17.0,,,,,18.0,728.8,-16.0,,-31.3,-1.9,,-2.0,,-13.4,,,,,7.0,31.3,314.9,False,,True,True,,,,,True,False,True,,False,True,,True,,True,,,,,True,False,False
31047,66,45.0,38.9,,30.0,17.0,,,,,93.0,63.8,68.9,,15.4,35.1,2.1,160.0,,23.3,33.6,,,,34.0,53.1,144.9,-21.0,-27.1,,-36.0,-49.0,,,,,27.0,-2.2,2.9,,-50.6,-30.9,-63.9,94.0,,-42.7,-32.4,,,,-32.0,-12.9,78.9,False,,False,False,,,,,False,True,True,,False,False,False,False,,False,False,,,,False,True,False
31049,2,0.0,0.0,,0.0,0.0,,,,,0.0,0.7,1.8,,,0.0,,0.0,,0.0,0.2,,,,0.0,4.1,17.7,-2.0,-2.0,,-2.0,-2.0,,,,,-2.0,-1.3,-0.2,,,-2.0,,-2.0,,-2.0,-1.8,,,,-2.0,2.1,15.7,True,,False,False,,,,,False,True,True,,,True,,False,,True,True,,,,False,False,False
31051,22,12.0,9.3,,9.0,0.0,,,,,18.0,16.8,2.7,,7.3,1.8,,,,46.5,7.0,,,,36.0,19.7,61.9,-10.0,-12.7,,-13.0,-22.0,,,,,-4.0,-5.2,-19.3,,-14.7,-20.2,,,,24.5,-15.0,,,,14.0,-2.3,39.9,False,,False,False,,,,,True,True,False,,False,False,,,,False,False,,,,False,True,False
31053,172,117.0,119.3,,112.0,115.0,,,,,134.0,121.4,91.0,,58.5,121.6,3.0,168.0,,45.4,96.2,,,,109.0,128.5,606.6,-55.0,-52.7,,-60.0,-57.0,,,,,-38.0,-50.6,-81.0,,-113.5,-50.4,-169.0,-4.0,,-126.6,-75.8,,,,-63.0,-43.5,434.6,True,,False,False,,,,,True,True,False,,False,True,False,True,,False,False,,,,False,True,False
31055,1769,2307.0,2234.9,2122.2,1968.0,4453.0,,,,,1938.0,1600.1,1221.3,,1451.0,2277.5,215.9,2576.0,,1821.6,2360.7,1959.0,,,2111.0,2750.0,5583.0,538.0,465.9,353.2,199.0,2684.0,,,,,169.0,-168.9,-547.7,,-318.0,508.5,-1553.1,807.0,,52.6,591.7,190.0,,,342.0,981.0,3814.0,True,True,True,False,,,,,True,True,False,,True,True,False,False,,True,False,True,,,True,False,False
31057,4,6.0,6.5,,5.0,0.0,,,,,3.0,21.1,17.1,,,1.1,,0.0,,2.7,4.9,,,,2.0,5.5,89.5,2.0,2.5,,1.0,-4.0,,,,,-1.0,17.1,13.1,,,-2.9,,-4.0,,-1.3,0.9,,,,-2.0,1.5,85.5,False,,True,False,,,,,True,False,False,,,False,,False,,True,True,,,,False,True,False
31059,20,3.0,1.7,,3.0,0.0,,,,,3.0,6.9,10.6,,2.9,0.0,,0.0,,4.6,4.3,,,,2.0,4.9,54.6,-17.0,-18.3,,-17.0,-20.0,,,,,-17.0,-13.1,-9.4,,-17.1,-20.0,,-20.0,,-15.4,-15.7,,,,-18.0,-15.1,34.6,False,,False,False,,,,,False,True,True,,False,False,,False,,True,True,,,,False,True,False
31061,3,9.0,9.8,,0.0,0.0,,,,,3.0,7.8,5.4,,0.6,0.2,,0.0,,0.6,,,,,13.0,8.5,19.9,6.0,6.8,,-3.0,-3.0,,,,,0.0,4.8,2.4,,-2.4,-2.8,,-3.0,,-2.4,,,,,10.0,5.5,16.9,False,,True,True,,,,,True,True,True,,True,True,,True,,True,,,,,False,True,False
31063,2,3.0,3.0,,1.0,0.0,,,,,3.0,21.4,2.9,,0.1,0.0,,0.0,,0.4,2.1,,,,10.0,4.7,69.6,1.0,1.0,,-1.0,-2.0,,,,,1.0,19.4,0.9,,-1.9,-2.0,,-2.0,,-1.6,0.1,,,,8.0,2.7,67.6,False,,False,False,,,,,False,False,True,,False,False,,False,,False,True,,,,False,False,False
31065,9,24.0,24.7,,6.0,,,,,,6.0,18.5,8.3,,1.3,3.6,,,,4.0,,,,,44.0,21.8,71.8,15.0,15.7,,-3.0,,,,,,-3.0,9.5,-0.7,,-7.7,-5.4,,,,-5.0,,,,,35.0,12.8,62.8,False,,True,,,,,,True,True,True,,True,True,,,,True,,,,,False,True,False
31067,72,54.0,52.8,,53.0,87.0,,,,,31.0,84.8,47.0,,6.5,33.0,49.3,30.0,,79.6,43.9,,,,51.0,53.5,276.4,-18.0,-19.2,,-19.0,15.0,,,,,-41.0,12.8,-25.0,,-65.5,-39.0,-22.7,-42.0,,7.6,-28.1,,,,-21.0,-18.5,204.4,False,,False,True,,,,,False,True,False,,False,False,False,False,,True,False,,,,False,False,False
31069,2,6.0,6.0,,0.0,0.0,,,,,0.0,7.4,3.2,,0.2,0.0,,0.0,,0.2,3.3,,,,5.0,4.3,39.0,4.0,4.0,,-2.0,-2.0,,,,,-2.0,5.4,1.2,,-1.8,-2.0,,-2.0,,-1.8,1.3,,,,3.0,2.3,37.0,True,,True,True,,,,,True,False,True,,True,True,,True,,True,True,,,,True,True,False
31071,1,0.0,0.4,,0.0,0.0,,,,,2.0,0.9,1.7,,0.1,0.0,,0.0,,0.4,1.2,,,,0.0,4.5,14.6,-1.0,-0.6,,-1.0,-1.0,,,,,1.0,-0.1,0.7,,-0.9,-1.0,,-1.0,,-0.6,0.2,,,,-1.0,3.5,13.6,True,,False,False,,,,,False,True,True,,True,True,,False,,True,True,,,,False,False,False
31073,9,3.0,2.2,,3.0,0.0,,,,,4.0,4.4,1.1,,1.0,0.0,,0.0,,2.3,2.3,,,,2.0,5.2,34.5,-6.0,-6.8,,-6.0,-9.0,,,,,-5.0,-4.6,-7.9,,-8.0,-9.0,,-9.0,,-6.7,-6.7,,,,-7.0,-3.8,25.5,False,,False,False,,,,,True,True,False,,False,False,,False,,False,False,,,,False,True,False
31075,1,0.0,0.0,,0.0,0.0,,,,,0.0,1.6,0.0,,,0.0,,0.0,,0.0,,,,,,3.0,17.3,-1.0,-1.0,,-1.0,-1.0,,,,,-1.0,0.6,-1.0,,,-1.0,,-1.0,,-1.0,,,,,,2.0,16.3,False,,False,False,,,,,False,True,False,,,True,,False,,False,,,,,,False,False
31077,10,6.0,6.2,,0.0,0.0,,,,,0.0,6.2,0.8,,0.5,0.0,,0.0,,1.2,5.8,,,,15.0,4.9,23.5,-4.0,-3.8,,-10.0,-10.0,,,,,-10.0,-3.8,-9.2,,-9.5,-10.0,,-10.0,,-8.8,-4.2,,,,5.0,-5.1,13.5,True,,False,False,,,,,False,True,False,,False,False,,False,,False,False,,,,False,False,False
31079,120,120.0,123.9,,119.0,145.0,,,,,343.0,124.7,129.6,,53.0,118.5,7.4,303.0,,113.6,127.8,,,,157.0,134.6,275.7,0.0,3.9,,-1.0,25.0,,,,,223.0,4.7,9.6,,-67.0,-1.5,-112.6,183.0,,-6.4,7.8,,,,37.0,14.6,155.7,False,,False,False,,,,,False,False,False,,False,False,False,False,,False,False,,,,False,False,False
31081,14,9.0,9.4,,5.0,0.0,,,,,10.0,4.6,15.2,,0.3,2.4,17.3,19.0,,2.6,6.9,,,,2.0,5.9,30.4,-5.0,-4.6,,-9.0,-14.0,,,,,-4.0,-9.4,1.2,,-13.7,-11.6,3.3,5.0,,-11.4,-7.1,,,,-12.0,-8.1,16.4,True,,False,False,,,,,True,False,True,,False,False,True,False,,False,False,,,,False,False,False
31083,10,6.0,6.5,,3.0,0.0,,,,,3.0,9.9,6.8,,1.1,1.1,,0.0,,0.3,4.5,,,,12.0,4.3,44.3,-4.0,-3.5,,-7.0,-10.0,,,,,-7.0,-0.1,-3.2,,-8.9,-8.9,,-10.0,,-9.7,-5.5,,,,2.0,-5.7,34.3,True,,False,False,,,,,False,True,True,,False,False,,False,,False,False,,,,True,False,False
31085,0,0.0,0.0,,0.0,0.0,,,,,0.0,2.9,0.0,,,0.0,,0.0,,0.0,,,,,,3.0,27.1,0.0,0.0,,0.0,0.0,,,,,0.0,2.9,0.0,,,0.0,,0.0,,0.0,,,,,,3.0,27.1,True,,True,True,,,,,True,False,True,,,True,,True,,True,,,,,,False,False
31087,2,0.0,0.3,,0.0,0.0,,,,,3.0,2.8,3.5,,0.0,0.0,,0.0,,0.0,0.0,,,,7.0,4.1,21.1,-2.0,-1.7,,-2.0,-2.0,,,,,1.0,0.8,1.5,,-2.0,-2.0,,-2.0,,-2.0,-2.0,,,,5.0,2.1,19.1,True,,False,False,,,,,True,True,True,,True,True,,False,,False,True,,,,False,False,False
31089,30,12.0,11.8,,3.0,0.0,,,,,33.0,13.4,9.3,,1.5,0.6,,1.0,,3.4,,,,,25.0,9.8,25.6,-18.0,-18.2,,-27.0,-30.0,,,,,3.0,-16.6,-20.7,,-28.5,-29.4,,-29.0,,-26.6,,,,,-5.0,-20.2,-4.4,False,,False,False,,,,,True,True,False,,False,False,,False,,False,,,,,True,False,True
31091,3,0.0,0.0,,0.0,0.0,,,,,0.0,0.9,0.2,,,0.0,,0.0,,0.0,0.1,,,,0.0,4.8,12.7,-3.0,-3.0,,-3.0,-3.0,,,,,-3.0,-2.1,-2.8,,,-3.0,,-3.0,,-3.0,-2.9,,,,-3.0,1.8,9.7,False,,False,False,,,,,False,True,True,,,True,,False,,False,True,,,,False,True,False
31093,25,12.0,13.7,,8.0,0.0,,,,,9.0,20.2,13.9,,4.0,1.4,,21.0,,8.2,7.8,,,,15.0,9.4,55.0,-13.0,-11.3,,-17.0,-25.0,,,,,-16.0,-4.8,-11.1,,-21.0,-23.6,,-4.0,,-16.8,-17.2,,,,-10.0,-15.6,30.0,True,,False,False,,,,,False,True,True,,False,False,,True,,False,False,,,,True,False,False
