,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
50025,18,15.0,,0.0,,,,9.0,86.1,,0.1,2.7,,3.4,8.5,,28.0,-3.0,,-18.0,,,,-9.0,68.1,,-17.9,-15.3,,-14.6,-9.5,,10.0,,False,,,,False,False,,False,False,,False,False,,False
50027,9,15.0,0.0,0.0,,,,39.0,59.7,,1.7,,,7.2,12.3,,25.0,6.0,-9.0,-9.0,,,,30.0,50.7,,-7.3,,,-1.8,3.3,,16.0,False,False,,,,False,False,,False,,,True,True,,False
51001,47,125.0,,27.0,,,,70.0,175.5,,21.0,5.8,,211.7,69.7,,169.0,78.0,,-20.0,,,,23.0,128.5,,-26.0,-41.2,,164.7,22.7,,122.0,,True,,,,True,False,,True,True,,False,True,,False
51003,285,285.0,784.1,258.0,,,,146.0,451.1,,98.6,332.2,,373.9,174.0,,234.0,0.0,499.1,-27.0,,,,-139.0,166.1,,-186.4,47.2,,88.9,-111.0,,-51.0,False,False,,,,False,False,,False,False,,False,False,,False
51005,22,0.0,,0.0,,,,19.0,26.0,,5.0,,,10.1,24.2,,0.0,-22.0,,-22.0,,,,-3.0,4.0,,-17.0,,,-11.9,2.2,,-22.0,,False,,,,True,True,,True,,,True,True,,False
51007,41,20.0,,34.0,,,,17.0,54.1,,14.0,,,10.2,13.9,,12.0,-21.0,,-7.0,,,,-24.0,13.1,,-27.0,,,-30.8,-27.1,,-29.0,,True,,,,False,True,,False,,,False,False,,False
51009,167,205.0,,259.0,,,,46.0,275.1,,86.8,97.6,,238.3,361.6,,159.0,38.0,,92.0,,,,-121.0,108.1,,-80.2,-69.4,,71.3,194.6,,-8.0,,False,,,,False,False,,False,False,,False,False,,True
51011,106,90.0,,169.0,,,,22.0,119.4,,20.0,46.4,,45.5,110.9,,75.0,-16.0,,63.0,,,,-84.0,13.4,,-86.0,-59.6,,-60.5,4.9,,-31.0,,False,,,,False,True,,False,False,,False,True,,False
51013,639,670.0,450.3,559.0,,,,512.0,703.2,,288.6,198.9,,956.7,915.0,,574.0,31.0,-188.7,-80.0,,,,-127.0,64.2,,-350.4,-440.1,,317.7,276.0,,-65.0,False,False,,,,False,False,,False,False,,False,False,,False
51015,155,155.0,136.4,308.0,,,,111.0,425.2,,40.7,188.3,,90.3,123.5,,423.0,0.0,-18.6,153.0,,,,-44.0,270.2,,-114.3,33.3,,-64.7,-31.5,,268.0,False,False,,,,False,False,,False,False,,False,False,,False
51017,2,0.0,,0.0,,,,0.0,6.3,,,,,0.2,0.7,,0.0,-2.0,,-2.0,,,,-2.0,4.3,,,,,-1.8,-1.3,,-2.0,,False,,,,False,False,,,,,True,True,,False
51019,302,250.0,436.9,161.0,,,,141.0,607.0,,123.1,176.0,,213.8,297.9,,191.0,-52.0,134.9,-141.0,,,,-161.0,305.0,,-178.9,-126.0,,-88.2,-4.1,,-111.0,False,False,,,,False,False,,False,False,,False,True,,False
51021,35,95.0,,136.0,,,,12.0,41.7,,,,,16.4,,,104.0,60.0,,101.0,,,,-23.0,6.7,,,,,-18.6,,,69.0,,False,,,,True,True,,,,,True,,,False
51023,69,40.0,,57.0,,,,46.0,113.3,,2.9,50.2,,27.7,96.6,,17.0,-29.0,,-12.0,,,,-23.0,44.3,,-66.1,-18.8,,-41.3,27.6,,-52.0,,True,,,,True,False,,False,True,,False,True,,False
51025,97,100.0,,105.0,,,,58.0,151.5,,10.6,98.9,,56.0,98.5,,53.0,3.0,,8.0,,,,-39.0,54.5,,-86.4,1.9,,-41.0,1.5,,-44.0,,False,,,,False,False,,False,True,,False,True,,False
51027,43,30.0,,22.0,,,,71.0,70.5,,7.2,,,27.0,28.4,,13.0,-13.0,,-21.0,,,,28.0,27.5,,-35.8,,,-16.0,-14.6,,-30.0,,False,,,,False,False,,False,,,False,False,,False
51029,60,55.0,,48.0,,,,52.0,39.4,,8.4,3.1,,29.2,37.9,,67.0,-5.0,,-12.0,,,,-8.0,-20.6,,-51.6,-56.9,,-30.8,-22.1,,7.0,,False,,,,False,False,,False,False,,False,False,,False
51031,158,190.0,228.4,185.0,,,,101.0,476.2,,202.2,290.2,,0.0,248.7,,199.0,32.0,70.4,27.0,,,,-57.0,318.2,,44.2,132.2,,-158.0,90.7,,41.0,False,True,,,,False,False,,False,False,,False,False,,False
51033,108,90.0,,136.0,,,,46.0,216.4,,15.3,65.0,,91.6,78.6,,133.0,-18.0,,28.0,,,,-62.0,108.4,,-92.7,-43.0,,-16.4,-29.4,,25.0,,False,,,,False,False,,False,False,,True,False,,False
51035,134,65.0,,99.0,,,,119.0,84.5,,5.7,90.0,,66.6,55.6,,97.0,-69.0,,-35.0,,,,-15.0,-49.5,,-128.3,-44.0,,-67.4,-78.4,,-37.0,,True,,,,True,True,,False,True,,True,False,,True
51036,29,10.0,,1.0,,,,11.0,21.7,,7.0,,,6.1,8.3,,19.0,-19.0,,-28.0,,,,-18.0,-7.3,,-22.0,,,-22.9,-20.7,,-10.0,,False,,,,True,True,,False,,,False,False,,True
51037,43,20.0,,27.0,,,,19.0,57.5,,3.9,,,4.2,18.0,,32.0,-23.0,,-16.0,,,,-24.0,14.5,,-39.1,,,-38.8,-25.0,,-11.0,,True,,,,False,True,,False,,,False,False,,True
51041,1128,1230.0,1950.6,621.0,,,,948.0,1340.3,,458.1,571.2,,869.5,1386.0,,904.0,102.0,822.6,-507.0,,,,-180.0,212.3,,-669.9,-556.8,,-258.5,258.0,,-224.0,False,False,,,,False,False,,False,False,,False,False,,False
51043,18,10.0,,0.0,,,,15.0,39.5,,12.3,,,13.8,8.2,,24.0,-8.0,,-18.0,,,,-3.0,21.5,,-5.7,,,-4.2,-9.8,,6.0,,False,,,,True,False,,True,,,True,False,,True
51045,11,10.0,,0.0,,,,4.0,17.6,,0.6,,,1.9,,,8.0,-1.0,,-11.0,,,,-7.0,6.6,,-10.4,,,-9.1,,,-3.0,,False,,,,False,False,,False,,,False,,,False
51047,147,185.0,57.9,260.0,,,,112.0,242.8,,34.9,33.7,,148.3,188.8,,132.0,38.0,-89.1,113.0,,,,-35.0,95.8,,-112.1,-113.3,,1.3,41.8,,-15.0,False,False,,,,True,False,,False,False,,True,False,,True
51049,22,20.0,,23.0,,,,13.0,46.9,,7.6,,,13.2,10.4,,9.0,-2.0,,1.0,,,,-9.0,24.9,,-14.4,,,-8.8,-11.6,,-13.0,,True,,,,False,False,,False,,,False,False,,False
51051,35,60.0,,114.0,,,,63.0,164.1,,,,,12.4,,,32.0,25.0,,79.0,,,,28.0,129.1,,,,,-22.6,,,-3.0,,False,,,,False,False,,,,,True,,,True
51053,130,75.0,,74.0,,,,72.0,137.6,,20.9,37.3,,58.0,77.4,,107.0,-55.0,,-56.0,,,,-58.0,7.6,,-109.1,-92.7,,-72.0,-52.6,,-23.0,,False,,,,False,True,,False,False,,False,True,,True
51057,62,45.0,,123.0,,,,19.0,54.1,,2.2,17.6,,26.8,31.3,,36.0,-17.0,,61.0,,,,-43.0,-7.9,,-59.8,-44.4,,-35.2,-30.7,,-26.0,,False,,,,False,True,,False,False,,False,False,,False
51059,3273,2900.0,735.9,2346.0,,,,2374.0,3469.2,,1148.9,1080.6,,3.8,2994.5,,2374.0,-373.0,-2537.1,-927.0,,,,-899.0,196.2,,-2124.1,-2192.4,,-3269.2,-278.5,,-899.0,False,False,,,,False,True,,False,False,,False,True,,False
51061,269,90.0,206.2,114.0,,,,116.0,168.7,,20.1,54.5,,137.8,62.5,,69.0,-179.0,-62.8,-155.0,,,,-153.0,-100.3,,-248.9,-214.5,,-131.2,-206.5,,-200.0,True,True,,,,True,True,,False,False,,True,False,,False
51063,82,270.0,,522.0,,,,26.0,138.7,,279.3,1.5,,0.0,161.0,,259.0,188.0,,440.0,,,,-56.0,56.7,,197.3,-80.5,,-82.0,79.0,,177.0,,False,,,,True,True,,False,True,,True,True,,True
51065,158,65.0,,112.0,,,,31.0,133.0,,17.1,36.3,,48.4,35.1,,82.0,-93.0,,-46.0,,,,-127.0,-25.0,,-140.9,-121.7,,-109.6,-122.9,,-76.0,,True,,,,False,True,,False,False,,False,False,,True
51067,216,70.0,248.5,72.0,,,,117.0,218.0,,11.2,73.9,,0.0,59.5,,59.0,-146.0,32.5,-144.0,,,,-99.0,2.0,,-204.8,-142.1,,-216.0,-156.5,,-157.0,True,True,,,,True,True,,False,True,,False,False,,False
51069,144,75.0,194.2,31.0,,,,152.0,191.2,,15.1,62.0,,37.1,54.9,,34.0,-69.0,50.2,-113.0,,,,8.0,47.2,,-128.9,-82.0,,-106.9,-89.1,,-110.0,True,False,,,,True,True,,False,False,,False,False,,False
51071,54,30.0,,31.0,,,,27.0,45.4,,5.7,,,14.8,20.3,,156.0,-24.0,,-23.0,,,,-27.0,-8.6,,-48.3,,,-39.2,-33.7,,102.0,,True,,,,False,True,,False,,,False,False,,False
51073,55,95.0,,94.0,,,,56.0,204.1,,35.1,64.4,,7.9,58.6,,186.0,40.0,,39.0,,,,1.0,149.1,,-19.9,9.4,,-47.1,3.6,,131.0,,True,,,,True,False,,True,True,,False,True,,False
51075,84,50.0,,138.0,,,,47.0,58.8,,9.4,50.3,,43.9,30.4,,47.0,-34.0,,54.0,,,,-37.0,-25.2,,-74.6,-33.7,,-40.1,-53.6,,-37.0,,False,,,,False,True,,False,True,,False,False,,False
51077,130,60.0,,126.0,,,,84.0,105.1,,13.7,116.3,,33.7,51.0,,37.0,-70.0,,-4.0,,,,-46.0,-24.9,,-116.3,-13.7,,-96.3,-79.0,,-93.0,,True,,,,True,True,,False,True,,False,False,,False
51079,35,110.0,,106.0,,,,22.0,130.1,,14.3,32.4,,40.4,176.3,,92.0,75.0,,71.0,,,,-13.0,95.1,,-20.7,-2.6,,5.4,141.3,,57.0,,True,,,,True,False,,True,True,,True,False,,True
51081,195,530.0,,0.0,,,,107.0,143.3,,128.0,5.3,,166.6,270.9,,0.0,335.0,,-195.0,,,,-88.0,-51.7,,-67.0,-189.7,,-28.4,75.9,,-195.0,,True,,,,True,True,,True,True,,True,True,,True
51083,151,70.0,,70.0,,,,120.0,179.7,,20.7,66.4,,71.9,48.1,,44.0,-81.0,,-81.0,,,,-31.0,28.7,,-130.3,-84.6,,-79.1,-102.9,,-107.0,,False,,,,True,True,,False,False,,True,False,,False
51085,517,270.0,119.0,423.0,,,,208.0,560.6,,166.2,119.5,,255.7,113.2,,225.0,-247.0,-398.0,-94.0,,,,-309.0,43.6,,-350.8,-397.5,,-261.3,-403.8,,-292.0,False,True,,,,False,True,,False,False,,False,False,,False
51087,1156,1145.0,317.3,1106.0,,,,1042.0,1560.6,,479.2,550.2,,729.6,966.2,,842.0,-11.0,-838.7,-50.0,,,,-114.0,404.6,,-676.8,-605.8,,-426.4,-189.8,,-314.0,False,False,,,,False,False,,False,False,,False,False,,False
51089,324,465.0,370.1,791.0,,,,221.0,479.6,,213.2,224.0,,54.6,349.4,,304.0,141.0,46.1,467.0,,,,-103.0,155.6,,-110.8,-100.0,,-269.4,25.4,,-20.0,True,False,,,,True,False,,True,True,,False,True,,True
51091,0,0.0,,0.0,,,,0.0,7.1,,0.1,,,0.2,0.3,,0.0,0.0,,0.0,,,,0.0,7.1,,0.1,,,0.2,0.3,,0.0,,True,,,,True,False,,False,,,False,False,,True
51093,266,230.0,,303.0,,,,93.0,314.6,,87.1,107.5,,105.3,154.2,,152.0,-36.0,,37.0,,,,-173.0,48.6,,-178.9,-158.5,,-160.7,-111.8,,-114.0,,False,,,,False,False,,False,False,,False,False,,False
51095,188,175.0,288.7,132.0,,,,189.0,258.0,,48.3,125.6,,69.6,76.2,,106.0,-13.0,100.7,-56.0,,,,1.0,70.0,,-139.7,-62.4,,-118.4,-111.8,,-82.0,False,False,,,,True,False,,False,False,,False,False,,False
51097,24,15.0,,0.0,,,,10.0,18.8,,1.7,,,11.5,26.3,,8.0,-9.0,,-24.0,,,,-14.0,-5.2,,-22.3,,,-12.5,2.3,,-16.0,,False,,,,False,True,,False,,,False,True,,False
51099,63,115.0,,328.0,,,,38.0,136.5,,40.7,17.0,,167.8,67.8,,161.0,52.0,,265.0,,,,-25.0,73.5,,-22.3,-46.0,,104.8,4.8,,98.0,,False,,,,True,False,,True,True,,False,True,,False
51101,49,70.0,,132.0,,,,27.0,97.3,,12.6,53.4,,69.2,48.9,,140.0,21.0,,83.0,,,,-22.0,48.3,,-36.4,4.4,,20.2,-0.1,,91.0,,False,,,,False,False,,False,True,,True,True,,False
51103,83,65.0,,145.0,,,,10.0,78.0,,2.3,,,29.2,63.4,,113.0,-18.0,,62.0,,,,-73.0,-5.0,,-80.7,,,-53.8,-19.6,,30.0,,False,,,,False,True,,False,,,False,False,,False
51105,114,150.0,,214.0,,,,126.0,161.1,,40.2,54.8,,0.0,154.6,,182.0,36.0,,100.0,,,,12.0,47.1,,-73.8,-59.2,,-114.0,40.6,,68.0,,False,,,,True,False,,False,False,,False,False,,False
51107,1151,1140.0,323.6,1085.0,,,,737.0,726.3,,410.6,525.9,,1.9,888.4,,1348.0,-11.0,-827.4,-66.0,,,,-414.0,-424.7,,-740.4,-625.1,,-1149.1,-262.6,,197.0,False,False,,,,False,False,,False,False,,False,False,,False
51109,77,105.0,,187.0,,,,56.0,168.9,,12.8,60.0,,54.3,70.8,,105.0,28.0,,110.0,,,,-21.0,91.9,,-64.2,-17.0,,-22.7,-6.2,,28.0,,False,,,,True,False,,False,True,,True,True,,False
51111,43,25.0,,34.0,,,,24.0,63.3,,11.4,,,12.0,29.6,,32.0,-18.0,,-9.0,,,,-19.0,20.3,,-31.6,,,-31.0,-13.4,,-11.0,,True,,,,False,False,,False,,,False,True,,True
51113,31,20.0,,34.0,,,,12.0,46.5,,3.4,,,8.6,25.5,,18.0,-11.0,,3.0,,,,-19.0,15.5,,-27.6,,,-22.4,-5.5,,-13.0,,True,,,,False,False,,False,,,False,True,,False
51115,12,25.0,,88.0,,,,5.0,27.3,,0.9,,,14.6,,,32.0,13.0,,76.0,,,,-7.0,15.3,,-11.1,,,2.6,,,20.0,,False,,,,True,False,,True,,,True,,,False
51117,206,90.0,,368.0,,,,124.0,132.8,,10.1,67.9,,121.2,59.9,,153.0,-116.0,,162.0,,,,-82.0,-73.2,,-195.9,-138.1,,-84.8,-146.1,,-53.0,,False,,,,True,True,,False,False,,True,False,,True
51119,57,70.0,,225.0,,,,8.0,52.5,,3.0,,,13.2,43.0,,88.0,13.0,,168.0,,,,-49.0,-4.5,,-54.0,,,-43.8,-14.0,,31.0,,False,,,,False,True,,False,,,False,False,,False
51121,1358,100.0,299.1,45.0,,,,196.0,306.1,,38.6,95.2,,89.7,81.3,,50.0,-1258.0,-1058.9,-1313.0,,,,-1162.0,-1051.9,,-1319.4,-1262.8,,-1268.3,-1276.7,,-1308.0,True,False,,,,True,True,,False,False,,False,False,,False
51125,38,80.0,,194.0,,,,12.0,83.5,,10.1,,,210.3,54.4,,164.0,42.0,,156.0,,,,-26.0,45.5,,-27.9,,,172.3,16.4,,126.0,,False,,,,True,False,,True,,,False,True,,False
51127,48,35.0,,27.0,,,,41.0,86.7,,7.0,41.0,,15.4,23.9,,40.0,-13.0,,-21.0,,,,-7.0,38.7,,-41.0,-7.0,,-32.6,-24.1,,-8.0,,False,,,,True,False,,False,True,,False,False,,True
51131,7,10.0,,0.0,,,,23.0,29.2,,1.2,4.7,,5.8,10.6,,11.0,3.0,,-7.0,,,,16.0,22.2,,-5.8,-2.3,,-1.2,3.6,,4.0,,False,,,,False,False,,False,True,,True,False,,False
51133,62,40.0,,59.0,,,,12.0,80.4,,6.2,,,21.2,64.7,,42.0,-22.0,,-3.0,,,,-50.0,18.4,,-55.8,,,-40.8,2.7,,-20.0,,True,,,,False,True,,False,,,False,True,,True
51135,64,5.0,,38.0,,,,53.0,56.3,,0.1,0.0,,12.8,17.5,,3.0,-59.0,,-26.0,,,,-11.0,-7.7,,-63.9,-64.0,,-51.2,-46.5,,-61.0,,True,,,,True,True,,False,False,,True,True,,False
51137,75,10.0,,7.0,,,,52.0,89.6,,5.4,63.8,,18.7,7.3,,9.0,-65.0,,-68.0,,,,-23.0,14.6,,-69.6,-11.2,,-56.3,-67.7,,-66.0,,False,,,,True,True,,False,True,,True,False,,False
51139,29,45.0,,51.0,,,,46.0,64.9,,5.2,22.4,,39.3,23.5,,116.0,16.0,,22.0,,,,17.0,35.9,,-23.8,-6.6,,10.3,-5.5,,87.0,,False,,,,False,False,,False,True,,True,True,,False
51141,94,110.0,,118.0,,,,50.0,217.4,,32.6,142.9,,49.0,151.4,,159.0,16.0,,24.0,,,,-44.0,123.4,,-61.4,48.9,,-45.0,57.4,,65.0,,False,,,,False,False,,False,False,,False,False,,False
51143,381,680.0,455.6,1090.0,,,,191.0,789.7,,226.2,519.6,,234.7,999.4,,538.0,299.0,74.6,709.0,,,,-190.0,408.7,,-154.8,138.6,,-146.3,618.4,,157.0,True,False,,,,True,False,,True,True,,True,False,,True
51145,50,85.0,,127.0,,,,43.0,156.4,,72.4,44.2,,71.0,66.2,,72.0,35.0,,77.0,,,,-7.0,106.4,,22.4,-5.8,,21.0,16.2,,22.0,,False,,,,True,False,,True,True,,True,True,,True
51147,116,180.0,,193.0,,,,84.0,154.4,,51.4,0.0,,134.0,113.2,,85.0,64.0,,77.0,,,,-32.0,38.4,,-64.6,-116.0,,18.0,-2.8,,-31.0,,False,,,,True,True,,False,False,,True,True,,True
51149,267,370.0,,936.0,,,,120.0,257.7,,68.6,65.9,,116.9,227.4,,303.0,103.0,,669.0,,,,-147.0,-9.3,,-198.4,-201.1,,-150.1,-39.6,,36.0,,False,,,,False,True,,False,False,,False,True,,True
51153,2203,1980.0,2075.9,988.0,,,,1253.0,1640.6,,816.2,822.5,,1866.1,1925.8,,1427.0,-223.0,-127.1,-1215.0,,,,-950.0,-562.4,,-1386.8,-1380.5,,-336.9,-277.2,,-776.0,True,False,,,,False,False,,False,False,,False,False,,False
51155,118,15.0,,25.0,,,,96.0,117.9,,13.1,,,3.7,37.9,,14.0,-103.0,,-93.0,,,,-22.0,-0.1,,-104.9,,,-114.3,-80.1,,-104.0,,True,,,,True,True,,False,,,False,True,,False
51157,20,15.0,,0.0,,,,2.0,22.1,,2.8,,,14.0,19.1,,39.0,-5.0,,-20.0,,,,-18.0,2.1,,-17.2,,,-6.0,-0.9,,19.0,,False,,,,False,True,,False,,,False,True,,False
51159,47,20.0,,0.0,,,,36.0,17.7,,1.4,0.4,,0.0,19.6,,39.0,-27.0,,-47.0,,,,-11.0,-29.3,,-45.6,-46.6,,-47.0,-27.4,,-8.0,,False,,,,True,False,,False,False,,False,False,,True
51161,271,110.0,,29.0,,,,234.0,411.6,,26.1,311.8,,106.0,105.4,,31.0,-161.0,,-242.0,,,,-37.0,140.6,,-244.9,40.8,,-165.0,-165.6,,-240.0,,False,,,,True,True,,False,True,,False,False,,False
51163,29,40.0,,33.0,,,,19.0,77.1,,15.4,,,71.8,49.2,,358.0,11.0,,4.0,,,,-10.0,48.1,,-13.6,,,42.8,20.2,,329.0,,True,,,,True,False,,False,,,False,False,,False
51165,384,150.0,242.2,115.0,,,,169.0,208.8,,43.0,95.6,,201.0,121.9,,96.0,-234.0,-141.8,-269.0,,,,-215.0,-175.2,,-341.0,-288.4,,-183.0,-262.1,,-288.0,True,False,,,,True,True,,False,False,,True,False,,False
51167,84,165.0,,308.0,,,,130.0,331.8,,62.7,72.2,,98.7,161.1,,123.0,81.0,,224.0,,,,46.0,247.8,,-21.3,-11.8,,14.7,77.1,,39.0,,False,,,,True,False,,True,True,,True,True,,True
51169,65,120.0,,193.0,,,,91.0,168.5,,8.8,20.8,,51.6,186.4,,82.0,55.0,,128.0,,,,26.0,103.5,,-56.2,-44.2,,-13.4,121.4,,17.0,,False,,,,True,False,,False,True,,True,False,,True
51171,63,180.0,,139.0,,,,77.0,119.1,,39.6,37.1,,115.7,134.8,,304.0,117.0,,76.0,,,,14.0,56.1,,-23.4,-25.9,,52.7,71.8,,241.0,,True,,,,True,True,,True,True,,True,True,,False
51173,255,90.0,,128.0,,,,131.0,226.2,,73.2,62.0,,113.2,162.4,,65.0,-165.0,,-127.0,,,,-124.0,-28.8,,-181.8,-193.0,,-141.8,-92.6,,-190.0,,True,,,,True,True,,False,False,,True,True,,False
51175,229,185.0,,0.0,,,,61.0,170.2,,89.4,56.7,,175.0,136.9,,174.0,-44.0,,-229.0,,,,-168.0,-58.8,,-139.6,-172.3,,-54.0,-92.1,,-55.0,,False,,,,False,False,,False,False,,False,False,,False
51177,478,635.0,836.3,507.0,,,,287.0,775.3,,207.3,216.0,,304.8,482.3,,452.0,157.0,358.3,29.0,,,,-191.0,297.3,,-270.7,-262.0,,-173.2,4.3,,-26.0,False,True,,,,False,False,,False,False,,False,True,,True
51179,454,570.0,426.9,723.0,,,,296.0,733.6,,313.9,205.4,,684.1,530.2,,550.0,116.0,-27.1,269.0,,,,-158.0,279.6,,-140.1,-248.6,,230.1,76.2,,96.0,True,False,,,,False,False,,False,False,,False,True,,True
51181,58,10.0,,38.0,,,,10.0,22.7,,5.4,,,5.1,24.5,,5.0,-48.0,,-20.0,,,,-48.0,-35.3,,-52.6,,,-52.9,-33.5,,-53.0,,True,,,,False,True,,False,,,False,True,,False
51183,72,95.0,,61.0,,,,61.0,90.9,,5.3,6.4,,54.8,99.5,,79.0,23.0,,-11.0,,,,-11.0,18.9,,-66.7,-65.6,,-17.2,27.5,,7.0,,True,,,,True,True,,False,False,,True,False,,True
51185,122,65.0,,45.0,,,,127.0,257.0,,11.0,66.7,,9.2,86.9,,27.0,-57.0,,-77.0,,,,5.0,135.0,,-111.0,-55.3,,-112.8,-35.1,,-95.0,,False,,,,True,False,,False,True,,False,True,,False
51187,50,60.0,,34.0,,,,71.0,84.6,,9.3,13.5,,38.3,38.5,,91.0,10.0,,-16.0,,,,21.0,34.6,,-40.7,-36.5,,-11.7,-11.5,,41.0,,False,,,,False,False,,False,False,,False,False,,False
51191,272,220.0,195.5,299.0,,,,238.0,527.9,,167.2,204.6,,138.2,165.7,,191.0,-52.0,-76.5,27.0,,,,-34.0,255.9,,-104.8,-67.4,,-133.8,-106.3,,-81.0,False,True,,,,True,False,,False,False,,False,False,,False
51193,40,35.0,,2.0,,,,33.0,55.5,,1.2,18.9,,29.2,22.1,,67.0,-5.0,,-38.0,,,,-7.0,15.5,,-38.8,-21.1,,-10.8,-17.9,,27.0,,False,,,,False,False,,False,False,,False,False,,False
51195,160,515.0,,1798.0,,,,203.0,408.5,,363.8,82.3,,298.5,269.0,,583.0,355.0,,1638.0,,,,43.0,248.5,,203.8,-77.7,,138.5,109.0,,423.0,,False,,,,True,True,,True,True,,True,True,,False
51197,95,50.0,,35.0,,,,91.0,180.1,,18.6,45.4,,21.4,38.5,,67.0,-45.0,,-60.0,,,,-4.0,85.1,,-76.4,-49.6,,-73.6,-56.5,,-28.0,,False,,,,True,False,,False,False,,False,False,,True
51199,123,195.0,506.9,199.0,,,,132.0,438.7,,53.0,234.9,,217.4,111.5,,131.0,72.0,383.9,76.0,,,,9.0,315.7,,-70.0,111.9,,94.4,-11.5,,8.0,False,False,,,,True,False,,True,False,,False,True,,True
51510,602,665.0,440.7,771.0,,,,481.0,733.3,,239.5,110.5,,698.9,749.2,,709.0,63.0,-161.3,169.0,,,,-121.0,131.3,,-362.5,-491.5,,96.9,147.2,,107.0,False,False,,,,False,False,,False,False,,False,False,,False
51520,88,75.0,,131.0,,,,148.0,158.3,,4.9,,,12.1,,,42.0,-13.0,,43.0,,,,60.0,70.3,,-83.1,,,-75.8,,,-46.0,,False,,,,False,False,,False,,,False,,,False
51530,15,70.0,,211.0,,,,11.0,30.0,,4.9,,,25.2,72.8,,90.0,55.0,,196.0,,,,-4.0,15.0,,-10.1,,,10.2,57.8,,75.0,,False,,,,True,True,,True,,,True,False,,False
51540,490,105.0,,29.0,,,,122.0,181.6,,29.4,50.4,,84.9,166.0,,89.0,-385.0,,-461.0,,,,-368.0,-308.4,,-460.6,-439.6,,-405.1,-324.0,,-401.0,,False,,,,True,True,,False,False,,False,True,,False
51550,987,1625.0,2616.1,2167.0,,,,884.0,1830.4,,1834.8,670.0,,835.4,1413.1,,1016.0,638.0,1629.1,1180.0,,,,-103.0,843.4,,847.8,-317.0,,-151.6,426.1,,29.0,False,False,,,,True,False,,False,True,,True,True,,True
51570,41,40.0,,82.0,,,,51.0,83.7,,7.1,48.9,,40.4,42.8,,23.0,-1.0,,41.0,,,,10.0,42.7,,-33.9,7.9,,-0.6,1.8,,-18.0,,False,,,,False,False,,False,False,,True,False,,False
51580,17,0.0,,0.0,,,,6.0,3.9,,0.4,,,0.2,,,0.0,-17.0,,-17.0,,,,-11.0,-13.1,,-16.6,,,-16.8,,,-17.0,,False,,,,True,True,,True,,,True,,,False
51590,361,280.0,,188.0,,,,299.0,505.7,,169.4,98.0,,40.9,193.9,,163.0,-81.0,,-173.0,,,,-62.0,144.7,,-191.6,-263.0,,-320.1,-167.1,,-198.0,,False,,,,True,False,,False,False,,False,False,,False
51595,58,70.0,,55.0,,,,36.0,32.8,,21.6,0.0,,28.4,36.4,,29.0,12.0,,-3.0,,,,-22.0,-25.2,,-36.4,-58.0,,-29.6,-21.6,,-29.0,,True,,,,False,False,,False,False,,False,False,,False
51600,39,65.0,,711.0,,,,24.0,103.0,,15.6,12.0,,77.0,63.9,,198.0,26.0,,672.0,,,,-15.0,64.0,,-23.4,-27.0,,38.0,24.9,,159.0,,False,,,,True,False,,True,False,,False,True,,False
51610,8,10.0,,0.0,,,,19.0,9.5,,2.8,,,13.5,3.9,,8.0,2.0,,-8.0,,,,11.0,1.5,,-5.2,,,5.5,-4.1,,0.0,,False,,,,False,True,,False,,,False,False,,True
51620,180,135.0,,243.0,,,,51.0,111.9,,27.5,10.3,,157.6,180.9,,40.0,-45.0,,63.0,,,,-129.0,-68.1,,-152.5,-169.7,,-22.4,0.9,,-140.0,,False,,,,False,False,,False,False,,True,True,,False
51630,102,130.0,,54.0,,,,95.0,175.0,,21.1,33.0,,48.6,167.6,,55.0,28.0,,-48.0,,,,-7.0,73.0,,-80.9,-69.0,,-53.4,65.6,,-47.0,,False,,,,True,False,,False,False,,False,False,,False
51640,54,35.0,,2.0,,,,87.0,26.1,,2.9,0.0,,18.9,24.9,,0.0,-19.0,,-52.0,,,,33.0,-27.9,,-51.1,-54.0,,-35.1,-29.1,,-54.0,,False,,,,False,False,,False,False,,False,False,,False
