,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,LANL-GrowthRate,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29045,39,42.0,,43.0,,,,3.6,,,24.0,3.0,,4.0,,,,-35.4,,,-15.0,,False,,,,False,,,False
29047,703,690.0,903.6,251.0,,,,211.5,825.7,,250.0,-13.0,200.6,-452.0,,,,-491.5,122.7,,-453.0,False,False,,,,False,False,,False
29049,125,108.0,,168.0,,,,18.9,158.0,,116.0,-17.0,,43.0,,,,-106.1,33.0,,-9.0,,False,,,,False,False,,True
29051,978,414.0,402.8,287.0,,,,253.3,1949.6,,302.0,-564.0,-575.2,-691.0,,,,-724.7,971.6,,-676.0,False,False,,,,False,False,,False
29053,257,150.0,,173.0,,,,90.2,203.9,,58.0,-107.0,,-84.0,,,,-166.8,-53.1,,-199.0,,True,,,,False,True,,False
29055,278,114.0,,258.0,,,,18.3,66.2,,129.0,-164.0,,-20.0,,,,-259.7,-211.8,,-149.0,,True,,,,False,False,,True
29057,33,6.0,,46.0,,,,,,,1.0,-27.0,,13.0,,,,,,,-32.0,,True,,,,,,,False
29059,109,72.0,,103.0,,,,34.4,31.9,,63.0,-37.0,,-6.0,,,,-74.6,-77.1,,-46.0,,True,,,,False,False,,False
29061,67,0.0,,0.0,,,,3.4,,,0.0,-67.0,,-67.0,,,,-63.6,,,-67.0,,False,,,,True,,,False
29063,76,18.0,,0.0,,,,14.7,129.6,,4.0,-58.0,,-76.0,,,,-61.3,53.6,,-72.0,,False,,,,False,True,,False
29065,112,6.0,,0.0,,,,3.5,4.8,,377.0,-106.0,,-112.0,,,,-108.5,-107.2,,265.0,,False,,,,False,False,,False
29067,82,60.0,,63.0,,,,30.3,,,25.0,-22.0,,-19.0,,,,-51.7,,,-57.0,,True,,,,False,,,False
29069,432,348.0,,580.0,,,,311.8,528.9,,247.0,-84.0,,148.0,,,,-120.2,96.9,,-185.0,,False,,,,False,False,,False
29071,906,444.0,516.5,380.0,,,,232.6,594.8,,266.0,-462.0,-389.5,-526.0,,,,-673.4,-311.2,,-640.0,True,False,,,,False,True,,False
29073,143,6.0,,43.0,,,,10.0,1.5,,2.0,-137.0,,-100.0,,,,-133.0,-141.5,,-141.0,,True,,,,True,False,,False
29075,34,24.0,,0.0,,,,20.1,25.7,,5.0,-10.0,,-34.0,,,,-13.9,-8.3,,-29.0,,False,,,,False,True,,False
29077,3846,1416.0,3917.7,534.0,,,,2497.3,10320.7,,483.0,-2430.0,71.7,-3312.0,,,,-1348.7,6474.7,,-3363.0,True,False,,,,True,False,,False
29079,140,6.0,,0.0,,,,13.9,3.0,,39.0,-134.0,,-140.0,,,,-126.1,-137.0,,-101.0,,False,,,,True,False,,True
29081,40,0.0,,27.0,,,,18.8,16.8,,1.0,-40.0,,-13.0,,,,-21.2,-23.2,,-39.0,,True,,,,True,True,,True
29083,85,42.0,,83.0,,,,44.0,32.3,,8.0,-43.0,,-2.0,,,,-41.0,-52.7,,-77.0,,True,,,,True,False,,False
29085,59,72.0,,120.0,,,,,,,94.0,13.0,,61.0,,,,,,,35.0,,False,,,,,,,False
29087,67,12.0,,0.0,,,,0.4,3.0,,2.0,-55.0,,-67.0,,,,-66.6,-64.0,,-65.0,,False,,,,False,False,,False
29089,126,24.0,,7.0,,,,11.4,,,7.0,-102.0,,-119.0,,,,-114.6,,,-119.0,,False,,,,False,,,False
29091,347,114.0,,165.0,,,,27.9,275.3,,52.0,-233.0,,-182.0,,,,-319.1,-71.7,,-295.0,,True,,,,False,True,,False
29093,43,42.0,,54.0,,,,2.7,,,67.0,-1.0,,11.0,,,,-40.3,,,24.0,,False,,,,False,,,False
29095,3078,3078.0,7120.4,1334.0,,,,2940.0,15299.0,,986.0,0.0,4042.4,-1744.0,,,,-138.0,12221.0,,-2092.0,False,False,,,,False,False,,False
29097,1754,552.0,766.9,146.0,,,,225.1,3783.9,,181.0,-1202.0,-987.1,-1608.0,,,,-1528.9,2029.9,,-1573.0,True,False,,,,False,False,,False
29099,2239,1296.0,2245.4,484.0,,,,1594.1,488.9,,426.0,-943.0,6.4,-1755.0,,,,-644.9,-1750.1,,-1813.0,True,False,,,,True,False,,False
29101,489,138.0,493.7,45.0,,,,32.6,95.5,,63.0,-351.0,4.7,-444.0,,,,-456.4,-393.5,,-426.0,True,False,,,,False,False,,False
29103,21,96.0,,69.0,,,,,,,87.0,75.0,,48.0,,,,,,,66.0,,True,,,,,,,True
29105,303,6.0,,9.0,,,,10.8,70.6,,6.0,-297.0,,-294.0,,,,-292.2,-232.4,,-297.0,,True,,,,True,True,,False
29107,233,144.0,,282.0,,,,18.2,191.4,,73.0,-89.0,,49.0,,,,-214.8,-41.6,,-160.0,,True,,,,False,True,,False
29109,296,162.0,,74.0,,,,228.3,971.2,,46.0,-134.0,,-222.0,,,,-67.7,675.2,,-250.0,,False,,,,True,False,,False
29111,33,48.0,,2.0,,,,12.6,,,60.0,15.0,,-31.0,,,,-20.4,,,27.0,,False,,,,False,,,False
29113,344,402.0,251.8,323.0,,,,108.0,478.1,,175.0,58.0,-92.2,-21.0,,,,-236.0,134.1,,-169.0,False,True,,,,False,False,,False
29115,42,0.0,,0.0,,,,12.0,5.8,,0.0,-42.0,,-42.0,,,,-30.0,-36.2,,-42.0,,False,,,,True,True,,False
29117,319,42.0,,102.0,,,,25.5,106.4,,15.0,-277.0,,-217.0,,,,-293.5,-212.6,,-304.0,,True,,,,False,True,,False
29119,94,144.0,,14.0,,,,8.1,580.6,,27.0,50.0,,-80.0,,,,-85.9,486.6,,-67.0,,False,,,,False,False,,False
29121,83,24.0,,6.0,,,,11.9,,,7.0,-59.0,,-77.0,,,,-71.1,,,-76.0,,False,,,,False,,,False
29123,245,42.0,,76.0,,,,4.3,,,108.0,-203.0,,-169.0,,,,-240.7,,,-137.0,,True,,,,False,,,True
29125,49,36.0,,12.0,,,,12.4,,,136.0,-13.0,,-37.0,,,,-36.6,,,87.0,,False,,,,False,,,False
29127,445,186.0,,118.0,,,,380.4,183.2,,78.0,-259.0,,-327.0,,,,-64.6,-261.8,,-367.0,,False,,,,True,False,,False
29129,18,12.0,,0.0,,,,2.8,4.8,,65.0,-6.0,,-18.0,,,,-15.2,-13.2,,47.0,,False,,,,False,False,,False
29131,315,126.0,,248.0,,,,126.3,119.7,,59.0,-189.0,,-67.0,,,,-188.7,-195.3,,-256.0,,True,,,,True,False,,False
29133,148,30.0,,43.0,,,,2.8,78.6,,7.0,-118.0,,-105.0,,,,-145.2,-69.4,,-141.0,,True,,,,False,True,,False
29135,136,108.0,,136.0,,,,28.1,35.2,,79.0,-28.0,,0.0,,,,-107.9,-100.8,,-57.0,,True,,,,False,False,,False
29137,59,60.0,,0.0,,,,10.9,,,86.0,1.0,,-59.0,,,,-48.1,,,27.0,,False,,,,False,,,False
29139,41,48.0,,75.0,,,,10.6,57.5,,38.0,7.0,,34.0,,,,-30.4,16.5,,-3.0,,False,,,,False,False,,True
29141,204,96.0,,162.0,,,,32.7,28.6,,33.0,-108.0,,-42.0,,,,-171.3,-175.4,,-171.0,,True,,,,False,False,,False
29143,273,306.0,,250.0,,,,451.4,252.8,,149.0,33.0,,-23.0,,,,178.4,-20.2,,-124.0,,True,,,,False,True,,False
29145,458,414.0,1256.7,321.0,,,,48.5,256.0,,236.0,-44.0,798.7,-137.0,,,,-409.5,-202.0,,-222.0,False,False,,,,False,False,,False
29147,538,132.0,,111.0,,,,31.5,69.3,,29.0,-406.0,,-427.0,,,,-506.5,-468.7,,-509.0,,False,,,,False,False,,False
29149,86,6.0,,3.0,,,,5.5,,,2.0,-80.0,,-83.0,,,,-80.5,,,-84.0,,False,,,,False,,,False
29151,80,48.0,,64.0,,,,10.6,,,35.0,-32.0,,-16.0,,,,-69.4,,,-45.0,,True,,,,False,,,False
29153,99,36.0,,0.0,,,,,19.2,,143.0,-63.0,,-99.0,,,,,-79.8,,44.0,,False,,,,,False,,True
29155,230,180.0,,175.0,,,,22.0,184.8,,125.0,-50.0,,-55.0,,,,-208.0,-45.2,,-105.0,,False,,,,False,True,,False
29157,348,126.0,,154.0,,,,25.6,218.2,,103.0,-222.0,,-194.0,,,,-322.4,-129.8,,-245.0,,True,,,,False,True,,False
29159,505,480.0,,381.0,,,,339.9,2257.4,,113.0,-25.0,,-124.0,,,,-165.1,1752.4,,-392.0,,False,,,,False,False,,False
29161,320,36.0,,68.0,,,,54.0,43.5,,18.0,-284.0,,-252.0,,,,-266.0,-276.5,,-302.0,,True,,,,True,True,,False
29163,149,156.0,,330.0,,,,31.4,107.7,,356.0,7.0,,181.0,,,,-117.6,-41.3,,207.0,,False,,,,False,False,,False
29165,283,210.0,591.2,93.0,,,,166.2,65.7,,74.0,-73.0,308.2,-190.0,,,,-116.8,-217.3,,-209.0,False,False,,,,False,False,,False
29167,255,120.0,,9.0,,,,67.2,54.9,,26.0,-135.0,,-246.0,,,,-187.8,-200.1,,-229.0,,False,,,,False,False,,False
29169,352,108.0,142.4,125.0,,,,138.0,106.1,,157.0,-244.0,-209.6,-227.0,,,,-214.0,-245.9,,-195.0,True,True,,,,True,False,,True
29171,18,18.0,,0.0,,,,,26.1,,16.0,0.0,,-18.0,,,,,8.1,,-2.0,,False,,,,,False,,False
29173,110,48.0,,81.0,,,,8.9,,,46.0,-62.0,,-29.0,,,,-101.1,,,-64.0,,True,,,,False,,,False
29175,149,72.0,,96.0,,,,13.4,31.9,,23.0,-77.0,,-53.0,,,,-135.6,-117.1,,-126.0,,True,,,,False,False,,False
29177,47,156.0,,199.0,,,,28.6,234.2,,56.0,109.0,,152.0,,,,-18.4,187.2,,9.0,,False,,,,True,False,,True
29179,18,0.0,,0.0,,,,1.4,,,0.0,-18.0,,-18.0,,,,-16.6,,,-18.0,,False,,,,True,,,False
29181,92,60.0,,143.0,,,,20.8,32.4,,65.0,-32.0,,51.0,,,,-71.2,-59.6,,-27.0,,False,,,,False,False,,True
29183,3112,2676.0,6068.2,879.0,,,,1467.9,2074.5,,731.0,-436.0,2956.2,-2233.0,,,,-1644.1,-1037.5,,-2381.0,False,False,,,,False,False,,False
29185,26,0.0,,0.0,,,,2.6,,,1.0,-26.0,,-26.0,,,,-23.4,,,-25.0,,False,,,,True,,,True
29186,122,60.0,,133.0,,,,18.3,100.6,,15.0,-62.0,,11.0,,,,-103.7,-21.4,,-107.0,,True,,,,False,True,,False
29187,1545,318.0,347.5,429.0,,,,312.1,230.1,,204.0,-1227.0,-1197.5,-1116.0,,,,-1232.9,-1314.9,,-1341.0,True,True,,,,False,False,,False
29189,8063,9024.0,8629.2,4436.0,,,,5743.3,46268.3,,3485.0,961.0,566.2,-3627.0,,,,-2319.7,38205.3,,-4578.0,True,False,,,,False,False,,False
29195,236,90.0,,95.0,,,,15.0,110.9,,21.0,-146.0,,-141.0,,,,-221.0,-125.1,,-215.0,,True,,,,False,True,,False
29197,14,6.0,,0.0,,,,3.1,7.1,,37.0,-8.0,,-14.0,,,,-10.9,-6.9,,23.0,,False,,,,False,True,,False
29199,17,12.0,,0.0,,,,2.1,4.2,,31.0,-5.0,,-17.0,,,,-14.9,-12.8,,14.0,,False,,,,False,False,,False
29201,421,240.0,,217.0,,,,74.8,1105.3,,71.0,-181.0,,-204.0,,,,-346.2,684.3,,-350.0,,False,,,,False,False,,False
29203,38,0.0,,0.0,,,,14.1,85.5,,0.0,-38.0,,-38.0,,,,-23.9,47.5,,-38.0,,False,,,,True,False,,False
29205,32,12.0,,56.0,,,,22.5,,,101.0,-20.0,,24.0,,,,-9.5,,,69.0,,False,,,,True,,,False
29207,215,102.0,,152.0,,,,26.7,89.8,,35.0,-113.0,,-63.0,,,,-188.3,-125.2,,-180.0,,True,,,,False,False,,False
29209,264,246.0,,448.0,,,,382.3,141.9,,349.0,-18.0,,184.0,,,,118.3,-122.1,,85.0,,False,,,,False,False,,False
29211,46,42.0,,7.0,,,,12.4,55.0,,12.0,-4.0,,-39.0,,,,-33.6,9.0,,-34.0,,False,,,,False,False,,False
29213,568,870.0,676.6,823.0,,,,1322.2,957.9,,332.0,302.0,108.6,255.0,,,,754.2,389.9,,-236.0,True,True,,,,False,False,,True
29215,222,90.0,,178.0,,,,29.5,,,80.0,-132.0,,-44.0,,,,-192.5,,,-142.0,,True,,,,False,,,False
29217,102,30.0,,1.0,,,,22.6,15.2,,362.0,-72.0,,-101.0,,,,-79.4,-86.8,,260.0,,False,,,,False,False,,False
29219,246,204.0,,231.0,,,,43.7,1562.0,,106.0,-42.0,,-15.0,,,,-202.3,1316.0,,-140.0,,True,,,,False,False,,False
29221,261,90.0,,145.0,,,,28.2,102.8,,91.0,-171.0,,-116.0,,,,-232.8,-158.2,,-170.0,,True,,,,False,True,,True
29223,113,126.0,,232.0,,,,,,,73.0,13.0,,119.0,,,,,,,-40.0,,False,,,,,,,False
29225,372,90.0,,125.0,,,,40.7,149.7,,52.0,-282.0,,-247.0,,,,-331.3,-222.3,,-320.0,,True,,,,False,True,,False
29227,10,6.0,,0.0,,,,0.4,9.4,,1.0,-4.0,,-10.0,,,,-9.6,-0.6,,-9.0,,False,,,,False,True,,False
29229,173,18.0,,0.0,,,,12.8,79.2,,41.0,-155.0,,-173.0,,,,-160.2,-93.8,,-132.0,,False,,,,False,True,,True
29510,1658,3360.0,2431.3,2502.0,,,,2294.3,2690.4,,1496.0,1702.0,773.3,844.0,,,,636.3,1032.4,,-162.0,True,True,,,,True,True,,True
30001,15,90.0,,13.0,,,,26.1,,,50.0,75.0,,-2.0,,,,11.1,,,35.0,,True,,,,True,,,True
30003,411,612.0,,0.0,,,,423.9,950.7,,100.0,201.0,,-411.0,,,,12.9,539.7,,-311.0,,False,,,,True,False,,False
30005,7,12.0,,0.0,,,,,17.6,,77.0,5.0,,-7.0,,,,,10.6,,70.0,,False,,,,,False,,False
30007,6,6.0,,0.0,,,,4.3,6.7,,5.0,0.0,,-6.0,,,,-1.7,0.7,,-1.0,,False,,,,False,False,,False
30009,39,66.0,,0.0,,,,54.9,100.3,,45.0,27.0,,-39.0,,,,15.9,61.3,,6.0,,False,,,,True,False,,True
30011,0,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,True,,,,,,,
30013,359,120.0,114.8,65.0,,,,42.3,389.5,,61.0,-239.0,-244.2,-294.0,,,,-316.7,30.5,,-298.0,False,False,,,,False,True,,False
30015,9,24.0,,0.0,,,,,13.5,,37.0,15.0,,-9.0,,,,,4.5,,28.0,,True,,,,,True,,False
30017,41,54.0,,0.0,,,,,92.8,,33.0,13.0,,-41.0,,,,,51.8,,-8.0,,False,,,,,False,,True
30019,0,6.0,,0.0,,,,,,,1.0,6.0,,0.0,,,,,,,1.0,,True,,,,,,,True
30021,51,6.0,,0.0,,,,,,,5.0,-45.0,,-51.0,,,,,,,-46.0,,False,,,,,,,False
30023,89,30.0,,0.0,,,,6.3,,,8.0,-59.0,,-89.0,,,,-82.7,,,-81.0,,False,,,,False,,,False
30025,3,0.0,,0.0,,,,,,,0.0,-3.0,,-3.0,,,,,,,-3.0,,False,,,,,,,False
30027,47,18.0,,0.0,,,,,16.2,,15.0,-29.0,,-47.0,,,,,-30.8,,-32.0,,False,,,,,False,,False
30029,498,462.0,489.5,771.0,,,,686.6,2831.1,,524.0,-36.0,-8.5,273.0,,,,188.6,2333.1,,26.0,True,False,,,,False,False,,True
30031,271,396.0,950.5,113.0,,,,359.4,591.0,,170.0,125.0,679.5,-158.0,,,,88.4,320.0,,-101.0,False,False,,,,True,False,,True
30033,5,0.0,,0.0,,,,,,,0.0,-5.0,,-5.0,,,,,,,-5.0,,False,,,,,,,False
30035,104,108.0,,0.0,,,,68.6,256.0,,176.0,4.0,,-104.0,,,,-35.4,152.0,,72.0,,False,,,,False,False,,False
30037,0,0.0,,0.0,,,,0.1,,,0.0,0.0,,0.0,,,,0.1,,,0.0,,True,,,,False,,,True
30039,6,54.0,,0.0,,,,,23.5,,91.0,48.0,,-6.0,,,,,17.5,,85.0,,True,,,,,True,,False
30041,89,12.0,,0.0,,,,15.5,,,0.0,-77.0,,-89.0,,,,-73.5,,,-89.0,,False,,,,True,,,False
30043,27,18.0,,0.0,,,,3.9,,,37.0,-9.0,,-27.0,,,,-23.1,,,10.0,,False,,,,False,,,False
30045,3,0.0,,0.0,,,,,,,0.0,-3.0,,-3.0,,,,,,,-3.0,,False,,,,,,,False
30047,77,84.0,,25.0,,,,27.7,72.7,,16.0,7.0,,-52.0,,,,-49.3,-4.3,,-61.0,,False,,,,False,True,,False
30049,67,162.0,123.9,153.0,,,,37.1,100.9,,176.0,95.0,56.9,86.0,,,,-29.9,33.9,,109.0,True,True,,,,True,True,,False
30051,15,0.0,,0.0,,,,0.0,,,0.0,-15.0,,-15.0,,,,-15.0,,,-15.0,,False,,,,True,,,False
30053,30,42.0,,3.0,,,,21.1,,,22.0,12.0,,-27.0,,,,-8.9,,,-8.0,,False,,,,True,,,True
30055,16,12.0,,0.0,,,,,,,10.0,-4.0,,-16.0,,,,,,,-6.0,,False,,,,,,,False
30057,15,78.0,,0.0,,,,21.0,117.5,,37.0,63.0,,-15.0,,,,6.0,102.5,,22.0,,True,,,,True,False,,True
30059,20,0.0,,0.0,,,,0.2,,,0.0,-20.0,,-20.0,,,,-19.8,,,-20.0,,False,,,,True,,,False
30061,2,0.0,,0.0,,,,,,,,-2.0,,-2.0,,,,,,,,,False,,,,,,,
30063,248,432.0,533.2,957.0,,,,128.9,1042.5,,459.0,184.0,285.2,709.0,,,,-119.1,794.5,,211.0,False,False,,,,True,False,,False
30065,29,6.0,,0.0,,,,0.3,,,3.0,-23.0,,-29.0,,,,-28.7,,,-26.0,,False,,,,False,,,False
30067,33,48.0,,5.0,,,,19.6,49.2,,16.0,15.0,,-28.0,,,,-13.4,16.2,,-17.0,,False,,,,True,False,,False
30069,0,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,True,,,,,,,
30071,89,168.0,,52.0,,,,,,,111.0,79.0,,-37.0,,,,,,,22.0,,True,,,,,,,True
30073,11,12.0,,0.0,,,,1.2,8.7,,16.0,1.0,,-11.0,,,,-9.8,-2.3,,5.0,,False,,,,False,False,,False
30075,2,0.0,,0.0,,,,,,,0.0,-2.0,,-2.0,,,,,,,-2.0,,False,,,,,,,False
30077,8,0.0,,0.0,,,,,,,0.0,-8.0,,-8.0,,,,,,,-8.0,,False,,,,,,,False
30079,0,6.0,,0.0,,,,,,,0.0,6.0,,0.0,,,,,,,0.0,,True,,,,,,,True
30081,44,60.0,,83.0,,,,100.9,43.6,,118.0,16.0,,39.0,,,,56.9,-0.4,,74.0,,False,,,,False,True,,False
30083,26,6.0,,0.0,,,,35.3,41.6,,2.0,-20.0,,-26.0,,,,9.3,15.6,,-24.0,,False,,,,True,True,,False
30085,130,24.0,,0.0,,,,3.7,,,14.0,-106.0,,-130.0,,,,-126.3,,,-116.0,,False,,,,False,,,False
30087,527,66.0,,8.0,,,,17.8,,,106.0,-461.0,,-519.0,,,,-509.2,,,-421.0,,False,,,,False,,,True
30089,36,0.0,,0.0,,,,,2.5,,0.0,-36.0,,-36.0,,,,,-33.5,,-36.0,,False,,,,,True,,False
30091,4,12.0,,0.0,,,,,,,63.0,8.0,,-4.0,,,,,,,59.0,,True,,,,,,,False
30093,126,126.0,,294.0,,,,53.8,430.3,,90.0,0.0,,168.0,,,,-72.2,304.3,,-36.0,,False,,,,False,False,,False
30095,28,24.0,,0.0,,,,15.3,,,41.0,-4.0,,-28.0,,,,-12.7,,,13.0,,False,,,,False,,,False
30097,33,6.0,,0.0,,,,,,,30.0,-27.0,,-33.0,,,,,,,-3.0,,False,,,,,,,True
30099,5,0.0,,0.0,,,,,,,0.0,-5.0,,-5.0,,,,,,,-5.0,,False,,,,,,,False
30101,26,84.0,,,,,,9.6,33.1,,114.0,58.0,,,,,,-16.4,7.1,,88.0,,,,,,True,True,,False
30103,1,0.0,,0.0,,,,,,,0.0,-1.0,,-1.0,,,,,,,-1.0,,False,,,,,,,False
30105,44,18.0,,0.0,,,,,,,6.0,-26.0,,-44.0,,,,,,,-38.0,,False,,,,,,,False
30107,6,0.0,,0.0,,,,0.1,,,0.0,-6.0,,-6.0,,,,-5.9,,,-6.0,,False,,,,True,,,False
30109,6,0.0,,0.0,,,,,,,22.0,-6.0,,-6.0,,,,,,,16.0,,False,,,,,,,False
30111,1536,1278.0,1530.0,2322.0,,,,1830.3,713.8,,954.0,-258.0,-6.0,786.0,,,,294.3,-822.2,,-582.0,True,False,,,,False,False,,False
31001,153,78.0,,150.0,,,,9.9,50.5,,39.0,-75.0,,-3.0,,,,-143.1,-102.5,,-114.0,,True,,,,False,False,,False
31003,36,6.0,,0.0,,,,0.6,,,3.0,-30.0,,-36.0,,,,-35.4,,,-33.0,,False,,,,False,,,False
31005,0,6.0,,0.0,,,,,,,0.0,6.0,,0.0,,,,,,,0.0,,True,,,,,,,True
31007,1,6.0,,0.0,,,,,,,18.0,5.0,,-1.0,,,,,,,17.0,,True,,,,,,,False
31009,0,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,True,,,,,,,
31011,55,6.0,,0.0,,,,0.2,2.1,,64.0,-49.0,,-55.0,,,,-54.8,-52.9,,9.0,,False,,,,False,False,,True
31013,41,6.0,,0.0,,,,0.7,,,34.0,-35.0,,-41.0,,,,-40.3,,,-7.0,,False,,,,False,,,True
31015,13,18.0,,0.0,,,,0.1,,,45.0,5.0,,-13.0,,,,-12.9,,,32.0,,False,,,,False,,,False
31017,17,0.0,,0.0,,,,,,,,-17.0,,-17.0,,,,,,,,,False,,,,,,,
31019,547,438.0,,777.0,,,,154.9,311.9,,284.0,-109.0,,230.0,,,,-392.1,-235.1,,-263.0,,False,,,,False,False,,False
31021,44,54.0,,0.0,,,,5.4,32.2,,100.0,10.0,,-44.0,,,,-38.6,-11.8,,56.0,,False,,,,False,False,,False
31023,46,24.0,,0.0,,,,2.9,9.3,,21.0,-22.0,,-46.0,,,,-43.1,-36.7,,-25.0,,False,,,,False,False,,False
31025,128,120.0,,128.0,,,,33.6,105.9,,79.0,-8.0,,0.0,,,,-94.4,-22.1,,-49.0,,True,,,,False,False,,False
31027,53,6.0,,0.0,,,,2.0,4.6,,2.0,-47.0,,-53.0,,,,-51.0,-48.4,,-51.0,,False,,,,False,False,,False
31029,14,0.0,,0.0,,,,0.2,1.2,,0.0,-14.0,,-14.0,,,,-13.8,-12.8,,-14.0,,False,,,,True,True,,False
31031,38,0.0,,0.0,,,,0.1,,,0.0,-38.0,,-38.0,,,,-37.9,,,-38.0,,False,,,,True,,,False
31033,11,0.0,,0.0,,,,1.6,10.8,,0.0,-11.0,,-11.0,,,,-9.4,-0.2,,-11.0,,False,,,,True,True,,False
31035,18,18.0,,0.0,,,,3.7,9.1,,8.0,0.0,,-18.0,,,,-14.3,-8.9,,-10.0,,False,,,,False,False,,False
31037,58,54.0,,0.0,,,,4.2,39.4,,0.0,-4.0,,-58.0,,,,-53.8,-18.6,,-58.0,,False,,,,False,False,,False
31039,53,60.0,,87.0,,,,4.1,41.6,,30.0,7.0,,34.0,,,,-48.9,-11.4,,-23.0,,False,,,,False,False,,False
31041,36,12.0,,0.0,,,,3.0,3.9,,15.0,-24.0,,-36.0,,,,-33.0,-32.1,,-21.0,,False,,,,False,False,,True
31043,217,138.0,,0.0,,,,16.9,211.5,,0.0,-79.0,,-217.0,,,,-200.1,-5.5,,-217.0,,False,,,,False,True,,False
31045,104,12.0,,0.0,,,,0.7,13.0,,5.0,-92.0,,-104.0,,,,-103.3,-91.0,,-99.0,,False,,,,False,True,,False
31047,111,78.0,,11.0,,,,13.3,98.1,,14.0,-33.0,,-100.0,,,,-97.7,-12.9,,-97.0,,False,,,,False,True,,False
31049,3,6.0,,0.0,,,,,,,29.0,3.0,,-3.0,,,,,,,26.0,,False,,,,,,,False
31051,27,12.0,,0.0,,,,9.6,6.9,,76.0,-15.0,,-27.0,,,,-17.4,-20.1,,49.0,,False,,,,False,False,,False
31053,277,246.0,,546.0,,,,47.0,117.1,,298.0,-31.0,,269.0,,,,-230.0,-159.9,,21.0,,False,,,,False,False,,True
31055,3917,5100.0,7162.5,4731.0,,,,1727.5,6836.1,,2806.0,1183.0,3245.5,814.0,,,,-2189.5,2919.1,,-1111.0,False,True,,,,False,False,,True
31057,11,0.0,,0.0,,,,,,,0.0,-11.0,,-11.0,,,,,,,-11.0,,False,,,,,,,False
31059,27,6.0,,0.0,,,,2.9,5.7,,12.0,-21.0,,-27.0,,,,-24.1,-21.3,,-15.0,,False,,,,False,False,,True
31061,10,18.0,,0.0,,,,0.3,7.6,,34.0,8.0,,-10.0,,,,-9.7,-2.4,,24.0,,False,,,,False,True,,False
31063,5,0.0,,0.0,,,,0.0,,,0.0,-5.0,,-5.0,,,,-5.0,,,-5.0,,False,,,,True,,,False
31065,20,0.0,,0.0,,,,0.5,,,0.0,-20.0,,-20.0,,,,-19.5,,,-20.0,,False,,,,True,,,False
31067,113,48.0,,70.0,,,,8.6,45.6,,29.0,-65.0,,-43.0,,,,-104.4,-67.4,,-84.0,,True,,,,False,False,,False
31069,5,0.0,,0.0,,,,0.1,,,0.0,-5.0,,-5.0,,,,-4.9,,,-5.0,,False,,,,True,,,False
31071,4,0.0,,0.0,,,,0.0,,,0.0,-4.0,,-4.0,,,,-4.0,,,-4.0,,False,,,,True,,,False
31073,13,24.0,,0.0,,,,0.7,9.1,,17.0,11.0,,-13.0,,,,-12.3,-3.9,,4.0,,False,,,,False,True,,True
31075,1,0.0,,0.0,,,,,,,,-1.0,,-1.0,,,,,,,,,False,,,,,,,
31077,12,12.0,,0.0,,,,0.3,6.0,,24.0,0.0,,-12.0,,,,-11.7,-6.0,,12.0,,False,,,,False,False,,False
31079,218,198.0,2.1,299.0,,,,33.0,217.9,,86.0,-20.0,-215.9,81.0,,,,-185.0,-0.1,,-132.0,False,False,,,,False,True,,False
31081,23,24.0,,37.0,,,,2.3,49.7,,4.0,1.0,,14.0,,,,-20.7,26.7,,-19.0,,False,,,,False,False,,False
31083,13,0.0,,0.0,,,,0.0,,,0.0,-13.0,,-13.0,,,,-13.0,,,-13.0,,False,,,,True,,,False
31085,0,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,True,,,,,,,
31087,3,0.0,,0.0,,,,0.0,,,0.0,-3.0,,-3.0,,,,-3.0,,,-3.0,,False,,,,True,,,False
31089,37,36.0,,,,,,1.2,20.8,,92.0,-1.0,,,,,,-35.8,-16.2,,55.0,,,,,,False,False,,False
31091,3,0.0,,0.0,,,,,,,0.0,-3.0,,-3.0,,,,,,,-3.0,,False,,,,,,,False
31093,34,0.0,,0.0,,,,2.9,1.4,,0.0,-34.0,,-34.0,,,,-31.1,-32.6,,-34.0,,False,,,,True,True,,False
31095,13,12.0,,0.0,,,,1.9,,,10.0,-1.0,,-13.0,,,,-11.1,,,-3.0,,False,,,,False,,,False
31097,27,12.0,,0.0,,,,0.4,,,31.0,-15.0,,-27.0,,,,-26.6,,,4.0,,False,,,,False,,,True
