,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
37041,28,35.0,,34.4,,37.0,93.0,51.0,,,,28.1,,,30.9,,,41.0,32.2,,49.0,,,23.0,27.7,,,,53.0,37.0,56.4,,,,,,,,,39.8,50.3,7.0,,6.4,,9.0,65.0,23.0,,,,0.1,,,2.9,,,13.0,4.2,,21.0,,,-5.0,-0.3,,,,25.0,9.0,28.4,,,,,,,,,11.8,22.3,,True,,False,False,False,,,,True,,,True,,,False,True,,False,,,True,True,,,,False,False,False,,,,,,,,,False,False
37043,17,12.0,,12.6,,13.0,64.0,12.0,,,,11.8,,,15.2,,,23.0,13.3,,17.9,,,9.0,12.5,,,,14.0,14.0,34.1,,,,,,,,,10.7,36.1,-5.0,,-4.4,,-4.0,47.0,-5.0,,,,-5.2,,,-1.8,,,6.0,-3.7,,0.9,,,-8.0,-4.5,,,,-3.0,-3.0,17.1,,,,,,,,,-6.3,19.1,,True,,True,False,False,,,,False,,,True,,,False,True,,True,,,False,True,,,,True,True,False,,,,,,,,,False,False
37045,216,234.0,,251.0,,221.0,425.0,168.0,,,,168.1,,,217.1,,,363.0,129.7,,226.1,118.5,,149.0,216.1,,,,207.0,211.0,351.1,,,,,,,,,225.9,407.9,18.0,,35.0,,5.0,209.0,-48.0,,,,-47.9,,,1.1,,,147.0,-86.3,,10.1,-97.5,,-67.0,0.1,,,,-9.0,-5.0,135.1,,,,,,,,,9.9,191.9,,False,,True,False,False,,,,False,,,True,,,False,False,,True,False,,False,True,,,,True,True,False,,,,,,,,,True,False
37047,149,165.0,,171.7,,160.0,330.0,160.0,,,,96.0,,,184.7,,,198.0,220.1,,148.6,59.0,,100.0,135.9,,,,185.0,157.0,160.4,,,,,,,,,167.9,217.2,16.0,,22.7,,11.0,181.0,11.0,,,,-53.0,,,35.7,,,49.0,71.1,,-0.4,-90.0,,-49.0,-13.1,,,,36.0,8.0,11.4,,,,,,,,,18.9,68.2,,False,,True,False,True,,,,False,,,False,,,False,False,,True,False,,False,True,,,,False,True,True,,,,,,,,,False,False
37049,226,331.0,,344.9,,319.0,503.0,338.0,,,,167.0,,,297.4,,,341.0,343.7,,279.7,111.5,,209.0,247.0,,,,356.0,317.0,329.3,,,,,,,,,333.7,301.8,105.0,,118.9,,93.0,277.0,112.0,,,,-59.0,,,71.4,,,115.0,117.7,,53.7,-114.5,,-17.0,21.0,,,,130.0,91.0,103.3,,,,,,,,,107.7,75.8,,False,,True,False,False,,,,True,,,True,,,False,False,,True,False,,True,True,,,,False,True,True,,,,,,,,,False,True
37051,723,965.0,,1101.9,,920.0,1510.0,874.0,,,,497.9,,,943.8,,1064.8,1068.0,1864.3,,949.1,484.0,,641.0,749.0,,,,1231.0,843.0,1187.4,,,,,,616.0,,,1310.1,1190.3,242.0,,378.9,,197.0,787.0,151.0,,,,-225.1,,,220.8,,341.8,345.0,1141.3,,226.1,-239.0,,-82.0,26.0,,,,508.0,120.0,464.4,,,,,,-107.0,,,587.1,467.3,,False,,True,False,True,,,,True,,,True,,False,False,False,,True,True,,True,True,,,,False,True,False,,,,,,True,,,False,False
37053,91,81.0,,79.3,,65.0,132.0,53.0,,,,29.8,,,111.3,,,78.0,38.9,,50.0,,,48.0,61.9,,,,87.0,68.0,88.4,,,,,,,,,81.6,65.2,-10.0,,-11.7,,-26.0,41.0,-38.0,,,,-61.2,,,20.3,,,-13.0,-52.1,,-41.0,,,-43.0,-29.1,,,,-4.0,-23.0,-2.6,,,,,,,,,-9.4,-25.8,,False,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,False,,,,True,False,True,,,,,,,,,True,False
37055,33,46.0,,41.3,,46.0,127.0,40.0,,,,35.5,,,67.0,,,114.0,51.1,,70.3,18.0,,28.0,39.5,,,,57.0,47.0,71.0,,,,,,,,,53.6,74.2,13.0,,8.3,,13.0,94.0,7.0,,,,2.5,,,34.0,,,81.0,18.1,,37.3,-15.0,,-5.0,6.5,,,,24.0,14.0,38.0,,,,,,,,,20.6,41.2,,True,,False,False,True,,,,True,,,False,,,False,False,,False,False,,True,True,,,,False,False,False,,,,,,,,,False,False
37057,351,465.0,,449.8,,422.0,751.0,422.0,,,,276.8,,,394.0,,,586.0,475.6,,445.4,221.0,,276.0,418.7,,,,496.0,415.0,833.1,,,,,,320.0,,,460.8,539.4,114.0,,98.8,,71.0,400.0,71.0,,,,-74.2,,,43.0,,,235.0,124.6,,94.4,-130.0,,-75.0,67.7,,,,145.0,64.0,482.1,,,,,,-31.0,,,109.8,188.4,,True,,True,False,True,,,,True,,,True,,,False,False,,True,False,,True,True,,,,False,True,False,,,,,,True,,,True,False
37059,100,131.0,,116.6,,121.0,250.0,166.0,,,,60.8,,,89.6,,,141.0,251.5,,105.9,28.5,,106.0,100.5,,,,176.0,122.0,149.3,,,,,,,,,135.5,165.9,31.0,,16.6,,21.0,150.0,66.0,,,,-39.2,,,-10.4,,,41.0,151.5,,5.9,-71.5,,6.0,0.5,,,,76.0,22.0,49.3,,,,,,,,,35.5,65.9,,True,,True,False,False,,,,False,,,True,,,False,False,,True,False,,True,True,,,,False,True,False,,,,,,,,,False,False
37061,78,130.0,,131.0,,115.0,247.0,99.0,,,,83.7,,,127.7,,,219.0,78.2,,106.8,43.5,,47.0,89.0,,,,118.0,104.0,192.6,,,,,,,,,129.7,148.8,52.0,,53.0,,37.0,169.0,21.0,,,,5.7,,,49.7,,,141.0,0.2,,28.8,-34.5,,-31.0,11.0,,,,40.0,26.0,114.6,,,,,,,,,51.7,70.8,,False,,True,False,True,,,,True,,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,True,False
37063,481,627.0,,640.8,,573.0,953.0,541.0,,,,399.0,,,609.2,,554.4,916.0,659.7,,622.2,371.0,,398.0,477.9,,,,647.0,464.0,734.0,,,,,,468.0,,,680.4,757.7,146.0,,159.8,,92.0,472.0,60.0,,,,-82.0,,,128.2,,73.4,435.0,178.7,,141.2,-110.0,,-83.0,-3.1,,,,166.0,-17.0,253.0,,,,,,-13.0,,,199.4,276.7,,False,,True,False,True,,,,True,,,True,,True,False,False,,True,True,,True,True,,,,False,True,False,,,,,,True,,,False,False
37065,135,207.0,,206.3,,170.0,358.0,190.0,,,,81.7,,,162.6,,,186.0,427.7,,129.7,48.0,,145.0,165.6,,,,232.0,163.0,234.4,,,,,,,,,194.7,145.5,72.0,,71.3,,35.0,223.0,55.0,,,,-53.3,,,27.6,,,51.0,292.7,,-5.3,-87.0,,10.0,30.6,,,,97.0,28.0,99.4,,,,,,,,,59.7,10.5,,True,,True,False,True,,,,True,,,True,,,True,False,,True,False,,True,True,,,,False,True,False,,,,,,,,,True,True
37067,766,1230.0,,1118.3,1017.7,1092.0,1578.0,1211.0,,,,590.5,,,1056.7,,,1135.0,1316.8,,849.5,468.5,,832.0,877.5,,,,1290.0,962.0,1183.7,,,,,,1070.0,,,1361.2,1121.5,464.0,,352.3,251.7,326.0,812.0,445.0,,,,-175.5,,,290.7,,,369.0,550.8,,83.5,-297.5,,66.0,111.5,,,,524.0,196.0,417.7,,,,,,304.0,,,595.2,355.5,,True,True,True,False,True,,,,True,,,True,,,True,False,,True,True,,True,True,,,,False,True,True,,,,,,True,,,False,True
37069,121,189.0,,166.4,,165.0,302.0,168.0,,,,96.5,,,184.4,,,208.0,164.3,,166.1,73.5,,104.0,137.3,,,,202.0,148.0,273.8,,,,,,,,,195.7,241.6,68.0,,45.4,,44.0,181.0,47.0,,,,-24.5,,,63.4,,,87.0,43.3,,45.1,-47.5,,-17.0,16.3,,,,81.0,27.0,152.8,,,,,,,,,74.7,120.6,,True,,True,False,True,,,,True,,,True,,,False,True,,True,True,,True,True,,,,False,True,False,,,,,,,,,False,False
37071,548,614.0,,605.0,,546.0,958.0,573.0,,,,399.4,,,463.8,,,934.0,493.9,,527.2,99.0,,404.0,506.0,,,,588.0,532.0,1012.1,,,,,,499.0,,,709.5,546.4,66.0,,57.0,,-2.0,410.0,25.0,,,,-148.6,,,-84.2,,,386.0,-54.1,,-20.8,-449.0,,-144.0,-42.0,,,,40.0,-16.0,464.1,,,,,,-49.0,,,161.5,-1.6,,True,,True,False,True,,,,False,,,False,,,False,True,,True,False,,False,True,,,,True,True,False,,,,,,True,,,False,True
37073,44,46.0,,47.9,,35.0,77.0,34.0,,,,14.4,,,39.6,,,34.0,39.2,,22.7,,,41.0,32.9,,,,48.0,35.0,29.1,,,,,,,,,41.5,39.6,2.0,,3.9,,-9.0,33.0,-10.0,,,,-29.6,,,-4.4,,,-10.0,-4.8,,-21.3,,,-3.0,-11.1,,,,4.0,-9.0,-14.9,,,,,,,,,-2.5,-4.4,,False,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
37075,4,9.0,,9.2,,8.0,38.0,7.0,,,,9.0,,,6.5,,,24.0,5.0,,9.1,,,4.0,6.8,,,,9.0,8.0,34.3,,,,,,,,,7.5,18.2,5.0,,5.2,,4.0,34.0,3.0,,,,5.0,,,2.5,,,20.0,1.0,,5.1,,,0.0,2.8,,,,5.0,4.0,30.3,,,,,,,,,3.5,14.2,,False,,True,False,True,,,,True,,,True,,,False,True,,False,,,True,True,,,,False,True,False,,,,,,,,,True,False
37077,107,122.0,,127.8,,122.0,287.0,123.0,,,,87.9,,,105.2,,,175.0,187.4,,135.6,49.5,,90.0,107.6,,,,143.0,104.0,228.9,,,,,,,,,116.1,199.8,15.0,,20.8,,15.0,180.0,16.0,,,,-19.1,,,-1.8,,,68.0,80.4,,28.6,-57.5,,-17.0,0.6,,,,36.0,-3.0,121.9,,,,,,,,,9.1,92.8,,False,,False,False,False,,,,False,,,True,,,False,False,,False,False,,False,True,,,,False,True,False,,,,,,,,,True,False
37079,30,53.0,,53.1,,53.0,119.0,67.0,,,,37.1,,,41.4,,,81.0,52.9,,62.0,,,31.0,37.1,,,,65.0,47.0,76.9,,,,,,,,,65.0,65.5,23.0,,23.1,,23.0,89.0,37.0,,,,7.1,,,11.4,,,51.0,22.9,,32.0,,,1.0,7.1,,,,35.0,17.0,46.9,,,,,,,,,35.0,35.5,,False,,False,False,False,,,,True,,,True,,,False,True,,False,,,True,True,,,,False,True,False,,,,,,,,,False,False
37081,929,1290.0,,1397.4,1144.9,1178.0,1856.0,1013.0,,,,738.9,,,1231.3,,1178.3,1545.0,1458.7,,1136.5,740.5,,789.0,1033.7,,,,1454.0,1186.0,1861.2,,,,,,1292.0,,,1264.5,1556.5,361.0,,468.4,215.9,249.0,927.0,84.0,,,,-190.1,,,302.3,,249.3,616.0,529.7,,207.5,-188.5,,-140.0,104.7,,,,525.0,257.0,932.2,,,,,,363.0,,,335.5,627.5,,False,True,True,False,True,,,,True,,,True,,True,False,False,,True,True,,True,True,,,,False,True,False,,,,,,False,,,True,False
37083,70,176.0,,191.4,,165.0,429.0,176.0,,,,99.7,,,135.2,,,145.0,744.7,,161.6,65.5,,36.0,121.5,,,,252.0,161.0,195.3,,,,,,,,,169.4,198.8,106.0,,121.4,,95.0,359.0,106.0,,,,29.7,,,65.2,,,75.0,674.7,,91.6,-4.5,,-34.0,51.5,,,,182.0,91.0,125.3,,,,,,,,,99.4,128.8,,False,,True,False,False,,,,True,,,True,,,True,False,,True,True,,True,True,,,,False,True,False,,,,,,,,,True,False
37085,287,328.0,,365.6,,304.0,569.0,304.0,,,,180.2,,,351.7,,,455.0,499.6,,322.7,170.0,,271.0,277.9,,,,374.0,296.0,504.5,,,,,,252.0,,,334.7,328.5,41.0,,78.6,,17.0,282.0,17.0,,,,-106.8,,,64.7,,,168.0,212.6,,35.7,-117.0,,-16.0,-9.1,,,,87.0,9.0,217.5,,,,,,-35.0,,,47.7,41.5,,False,,True,False,True,,,,False,,,False,,,False,False,,True,False,,True,True,,,,False,True,False,,,,,,True,,,False,False
37087,114,118.0,,105.9,,109.0,224.0,112.0,,,,72.2,,,140.1,,,183.0,126.9,,138.7,36.5,,76.0,97.0,,,,150.0,115.0,253.1,,,,,,,,,95.0,160.2,4.0,,-8.1,,-5.0,110.0,-2.0,,,,-41.8,,,26.1,,,69.0,12.9,,24.7,-77.5,,-38.0,-17.0,,,,36.0,1.0,139.1,,,,,,,,,-19.0,46.2,,False,,False,False,True,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,True,False,,,,,,,,,False,False
37089,169,257.0,,274.7,,252.0,518.0,250.0,,,,168.3,,,239.6,,,348.0,615.5,,232.4,98.0,,127.0,183.9,,,,341.0,248.0,359.5,,,,,,,,,122.3,368.8,88.0,,105.7,,83.0,349.0,81.0,,,,-0.7,,,70.6,,,179.0,446.5,,63.4,-71.0,,-42.0,14.9,,,,172.0,79.0,190.5,,,,,,,,,-46.7,199.8,,False,,True,False,True,,,,True,,,True,,,False,False,,True,True,,True,True,,,,False,True,False,,,,,,,,,True,False
37091,40,38.0,,38.9,,37.0,91.0,32.0,,,,33.1,,,27.0,,,67.0,26.0,,49.3,,,23.0,31.3,,,,40.0,36.0,56.6,,,,,,,,,30.7,46.4,-2.0,,-1.1,,-3.0,51.0,-8.0,,,,-6.9,,,-13.0,,,27.0,-14.0,,9.3,,,-17.0,-8.7,,,,0.0,-4.0,16.6,,,,,,,,,-9.3,6.4,,True,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,False,False
37093,95,129.0,,127.2,,116.0,225.0,121.0,,,,72.2,,,120.8,,,188.0,110.6,,112.9,54.0,,90.0,106.4,,,,130.0,102.0,208.2,,,,,,,,,147.8,135.5,34.0,,32.2,,21.0,130.0,26.0,,,,-22.8,,,25.8,,,93.0,15.6,,17.9,-41.0,,-5.0,11.4,,,,35.0,7.0,113.2,,,,,,,,,52.8,40.5,,True,,True,False,True,,,,True,,,True,,,False,True,,True,False,,True,True,,,,False,True,False,,,,,,,,,False,False
37095,5,13.0,,12.2,,12.0,50.0,9.0,,,,10.8,,,5.1,,,21.0,12.7,,8.9,,,0.0,5.9,,,,16.0,12.0,29.3,,,,,,,,,9.7,18.6,8.0,,7.2,,7.0,45.0,4.0,,,,5.8,,,0.1,,,16.0,7.7,,3.9,,,-5.0,0.9,,,,11.0,7.0,24.3,,,,,,,,,4.7,13.6,,True,,True,False,True,,,,True,,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,,,True,False
37097,447,496.0,,674.5,,494.0,866.0,431.0,,,,312.5,,,415.1,,,614.0,885.0,,514.8,255.5,,244.0,384.7,,,,646.0,490.0,807.3,,,,,,325.0,,,739.5,573.3,49.0,,227.5,,47.0,419.0,-16.0,,,,-134.5,,,-31.9,,,167.0,438.0,,67.8,-191.5,,-203.0,-62.3,,,,199.0,43.0,360.3,,,,,,-122.0,,,292.5,126.3,,False,,True,False,True,,,,False,,,True,,,False,False,,False,False,,False,False,,,,False,True,False,,,,,,False,,,False,False
37099,104,65.0,,65.7,,56.0,155.0,56.0,,,,52.2,,,44.8,,,125.0,39.2,,84.8,30.5,,39.0,43.3,,,,59.0,54.0,157.4,,,,,,,,,49.0,87.8,-39.0,,-38.3,,-48.0,51.0,-48.0,,,,-51.8,,,-59.2,,,21.0,-64.8,,-19.2,-73.5,,-65.0,-60.7,,,,-45.0,-50.0,53.4,,,,,,,,,-55.0,-16.2,,True,,False,False,False,,,,False,,,False,,,True,False,,True,False,,False,False,,,,False,False,False,,,,,,,,,False,True
37101,458,607.0,,671.1,,578.0,1017.0,640.0,,,,319.0,,,532.7,,637.1,718.0,1180.3,,520.8,240.5,,383.0,509.6,,,,735.0,508.0,839.9,,,,,,450.0,,,548.6,619.7,149.0,,213.1,,120.0,559.0,182.0,,,,-139.0,,,74.7,,179.1,260.0,722.3,,62.8,-217.5,,-75.0,51.6,,,,277.0,50.0,381.9,,,,,,-8.0,,,90.6,161.7,,False,,True,False,False,,,,True,,,True,,False,False,False,,True,False,,True,True,,,,False,True,False,,,,,,True,,,True,False
37103,30,42.0,,42.6,,31.0,77.0,27.0,,,,13.9,,,42.5,,,35.0,30.8,,22.2,,,30.0,31.2,,,,44.0,38.0,24.7,,,,,,,,,39.2,35.8,12.0,,12.6,,1.0,47.0,-3.0,,,,-16.1,,,12.5,,,5.0,0.8,,-7.8,,,0.0,1.2,,,,14.0,8.0,-5.3,,,,,,,,,9.2,5.8,,False,,True,False,True,,,,False,,,False,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,,,True,True
37105,145,145.0,,149.7,,141.0,319.0,125.0,,,,97.6,,,158.3,,155.0,198.0,152.5,,146.3,60.5,,103.0,160.5,,,,160.0,130.0,115.7,,,,,,,,,140.2,211.3,0.0,,4.7,,-4.0,174.0,-20.0,,,,-47.4,,,13.3,,10.0,53.0,7.5,,1.3,-84.5,,-42.0,15.5,,,,15.0,-15.0,-29.3,,,,,,,,,-4.8,66.3,,False,,False,False,False,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,False
37107,167,243.0,,287.4,,214.0,424.0,247.0,,,,103.9,,,204.1,,,206.0,425.7,,161.2,57.0,,185.0,188.6,,,,287.0,212.0,278.5,,,,,,,,,221.1,217.0,76.0,,120.4,,47.0,257.0,80.0,,,,-63.1,,,37.1,,,39.0,258.7,,-5.8,-110.0,,18.0,21.6,,,,120.0,45.0,111.5,,,,,,,,,54.1,50.0,,False,,True,False,False,,,,True,,,True,,,True,False,,True,False,,True,True,,,,False,True,False,,,,,,,,,True,True
37109,194,262.0,,258.7,,234.0,408.0,214.0,,,,155.8,,,174.3,,,344.0,210.5,,235.4,117.0,,145.0,195.0,,,,258.0,235.0,412.4,,,,,,,,,311.4,330.2,68.0,,64.7,,40.0,214.0,20.0,,,,-38.2,,,-19.7,,,150.0,16.5,,41.4,-77.0,,-49.0,1.0,,,,64.0,41.0,218.4,,,,,,,,,117.4,136.2,,True,,True,False,True,,,,True,,,True,,,False,True,,True,False,,True,True,,,,True,True,False,,,,,,,,,False,False
37111,114,151.0,,149.6,,116.0,235.0,95.0,,,,78.0,,,105.5,,,163.0,73.9,,105.2,25.0,,82.0,114.2,,,,137.0,122.0,204.7,,,,,,,,,116.9,176.0,37.0,,35.6,,2.0,121.0,-19.0,,,,-36.0,,,-8.5,,,49.0,-40.1,,-8.8,-89.0,,-32.0,0.2,,,,23.0,8.0,90.7,,,,,,,,,2.9,62.0,,True,,True,False,True,,,,True,,,True,,,False,False,,True,False,,True,True,,,,True,True,False,,,,,,,,,True,False
37113,40,139.0,,133.6,,98.0,212.0,103.0,,,,49.6,,,99.8,,,83.0,93.1,,92.2,9.5,,71.0,88.6,,,,133.0,107.0,127.0,,,,,,,,,136.8,149.1,99.0,,93.6,,58.0,172.0,63.0,,,,9.6,,,59.8,,,43.0,53.1,,52.2,-30.5,,31.0,48.6,,,,93.0,67.0,87.0,,,,,,,,,96.8,109.1,,True,,True,False,True,,,,True,,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,True,False
37115,37,47.0,,47.3,,36.0,89.0,32.0,,,,23.4,,,40.8,,,64.0,18.4,,38.5,,,17.0,25.7,,,,38.0,35.0,88.2,,,,,,,,,48.1,50.2,10.0,,10.3,,-1.0,52.0,-5.0,,,,-13.6,,,3.8,,,27.0,-18.6,,1.5,,,-20.0,-11.3,,,,1.0,-2.0,51.2,,,,,,,,,11.1,13.2,,False,,True,False,True,,,,False,,,True,,,False,False,,True,,,False,False,,,,True,True,False,,,,,,,,,False,False
37117,56,53.0,,49.4,,48.0,116.0,32.0,,,,33.2,,,50.5,,,73.0,34.9,,42.9,,,27.0,38.3,,,,55.0,42.0,86.5,,,,,,,,,49.8,93.8,-3.0,,-6.6,,-8.0,60.0,-24.0,,,,-22.8,,,-5.5,,,17.0,-21.1,,-13.1,,,-29.0,-17.7,,,,-1.0,-14.0,30.5,,,,,,,,,-6.2,37.8,,False,,False,False,False,,,,False,,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,False,False
37119,2181,2930.0,,2915.4,2499.1,2427.0,3812.0,2415.0,,,,1744.9,,,2417.4,,2427.1,3622.0,2236.1,,2877.4,1569.5,,1741.0,2339.4,,,,3021.0,2521.0,4597.7,,,,,,2008.0,,,2277.0,3005.4,749.0,,734.4,318.1,246.0,1631.0,234.0,,,,-436.1,,,236.4,,246.1,1441.0,55.1,,696.4,-611.5,,-440.0,158.4,,,,840.0,340.0,2416.7,,,,,,-173.0,,,96.0,824.4,,True,True,True,False,True,,,,True,,,True,,True,False,True,,True,True,,True,True,,,,False,True,False,,,,,,True,,,True,False
37121,13,35.0,,30.8,,35.0,101.0,50.0,,,,18.4,,,33.4,,,41.0,45.2,,32.9,,,28.0,31.1,,,,39.0,34.0,64.8,,,,,,,,,30.2,39.1,22.0,,17.8,,22.0,88.0,37.0,,,,5.4,,,20.4,,,28.0,32.2,,19.9,,,15.0,18.1,,,,26.0,21.0,51.8,,,,,,,,,17.2,26.1,,True,,False,False,False,,,,True,,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,,,True,False
37123,68,106.0,,107.9,,84.0,175.0,76.0,,,,54.4,,,81.2,,,102.0,40.4,,74.1,,,57.0,73.8,,,,82.0,81.0,137.2,,,,,,,,,94.3,116.7,38.0,,39.9,,16.0,107.0,8.0,,,,-13.6,,,13.2,,,34.0,-27.6,,6.1,,,-11.0,5.8,,,,14.0,13.0,69.2,,,,,,,,,26.3,48.7,,False,,True,False,True,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,,,,True,False
37125,169,220.0,,190.7,,191.0,391.0,186.0,,,,145.2,,,182.8,,191.3,319.0,190.1,,239.5,54.0,,108.0,165.0,,,,232.0,206.0,279.0,,,,,,,,,221.9,331.5,51.0,,21.7,,22.0,222.0,17.0,,,,-23.8,,,13.8,,22.3,150.0,21.1,,70.5,-115.0,,-61.0,-4.0,,,,63.0,37.0,110.0,,,,,,,,,52.9,162.5,,True,,True,False,True,,,,True,,,True,,True,False,True,,False,False,,False,True,,,,False,True,False,,,,,,,,,False,False
37127,299,307.0,,329.9,,317.0,714.0,443.0,,,,188.1,,,276.7,,,320.0,1202.2,,365.5,104.0,,185.0,268.7,,,,503.0,319.0,428.7,,,,,,,,,316.5,409.7,8.0,,30.9,,18.0,415.0,144.0,,,,-110.9,,,-22.3,,,21.0,903.2,,66.5,-195.0,,-114.0,-30.3,,,,204.0,20.0,129.7,,,,,,,,,17.5,110.7,,False,,False,False,False,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,False
37129,586,753.0,,891.4,,633.0,1036.0,680.0,,,,334.7,,,768.8,,,772.0,575.9,,594.7,314.5,,527.5,620.9,,,,794.0,628.0,710.1,,,,,,488.0,,,750.2,759.4,167.0,,305.4,,47.0,450.0,94.0,,,,-251.3,,,182.8,,,186.0,-10.1,,8.7,-271.5,,-58.5,34.9,,,,208.0,42.0,124.1,,,,,,-98.0,,,164.2,173.4,,False,,True,False,True,,,,False,,,False,,,False,True,,True,False,,True,True,,,,False,True,True,,,,,,True,,,True,False
37131,18,32.0,,37.5,,39.0,113.0,68.0,,,,31.2,,,36.4,,,46.0,100.8,,53.1,,,9.0,23.6,,,,57.0,35.0,86.6,,,,,,,,,42.2,55.1,14.0,,19.5,,21.0,95.0,50.0,,,,13.2,,,18.4,,,28.0,82.8,,35.1,,,-9.0,5.6,,,,39.0,17.0,68.6,,,,,,,,,24.2,37.1,,False,,False,False,False,,,,True,,,False,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,,,False,False
37133,276,377.0,,392.6,,393.0,733.0,359.0,,,,276.5,,,444.2,,,720.0,710.9,,568.2,237.0,,145.0,252.4,,,,486.0,419.0,542.8,,,,,,229.0,,,399.7,507.9,101.0,,116.6,,117.0,457.0,83.0,,,,0.5,,,168.2,,,444.0,434.9,,292.2,-39.0,,-131.0,-23.6,,,,210.0,143.0,266.8,,,,,,-47.0,,,123.7,231.9,,False,,False,False,True,,,,True,,,False,,,False,False,,False,True,,False,True,,,,False,False,False,,,,,,True,,,False,False
