,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
29099,1101,2300.0,,2541.5,,2144.0,2793.0,,,,,1580.6,,1313.8,,,2111.0,588.9,1754.9,7073.0,,1396.0,1538.4,,,,2647.0,3286.3,,,,,,2316.8,1076.0,,,1349.4,2565.6,1199.0,,1440.5,,1043.0,1692.0,,,,,479.6,,212.8,,,1010.0,-512.1,653.9,5972.0,,295.0,437.4,,,,1546.0,2185.3,,,,,,1215.8,-25.0,,,248.4,1464.6,,False,,True,False,,,,,True,,True,,,True,True,True,False,,True,True,,,,False,False,,,,,,False,True,,,True,False
29101,242,332.0,,333.3,,291.0,132.0,,,,,224.4,,254.4,,,696.0,82.5,329.0,294.5,,169.0,261.8,,,,538.0,433.5,,,,,,422.3,,,,370.3,229.9,90.0,,91.3,,49.0,-110.0,,,,,-17.6,,12.4,,,454.0,-159.5,87.0,52.5,,-73.0,19.8,,,,296.0,191.5,,,,,,180.3,,,,128.3,-12.1,,False,,True,False,,,,,True,,True,,,False,False,True,True,,True,True,,,,False,False,,,,,,False,,,,False,True
29103,7,32.0,,30.9,,18.0,0.0,,,,,8.5,,18.1,,,44.0,22.7,19.1,,,16.0,15.3,,,,32.0,12.6,,,,,,,,,,36.2,,25.0,,23.9,,11.0,-7.0,,,,,1.5,,11.1,,,37.0,15.7,12.1,,,9.0,8.3,,,,25.0,5.6,,,,,,,,,,29.2,,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,,,,,,,,,,False,
29105,140,180.0,,162.2,,195.0,57.0,,,,,199.5,,144.6,,,352.0,54.0,263.3,221.5,,126.0,151.1,,,,343.0,228.6,,,,,,,,,,229.4,294.2,40.0,,22.2,,55.0,-83.0,,,,,59.5,,4.6,,,212.0,-86.0,123.3,81.5,,-14.0,11.1,,,,203.0,88.6,,,,,,,,,,89.4,154.2,,True,,False,False,,,,,False,,True,,,False,False,False,False,,True,True,,,,False,False,,,,,,,,,,False,False
29107,184,284.0,,286.4,,232.0,250.0,,,,,169.3,,198.3,,,432.0,56.2,218.4,219.0,,205.0,204.0,,,,359.0,283.9,,,,,,225.9,,,,369.0,261.1,100.0,,102.4,,48.0,66.0,,,,,-14.7,,14.3,,,248.0,-127.8,34.4,35.0,,21.0,20.0,,,,175.0,99.9,,,,,,41.9,,,,185.0,77.1,,False,,True,True,,,,,True,,True,,,False,False,True,True,,True,True,,,,False,True,,,,,,True,,,,False,True
29109,151,224.0,,279.0,,220.0,50.0,,,,,175.7,,163.5,,,609.0,7.4,222.0,227.5,,190.0,180.9,,,,346.0,220.2,,,,,,,,,,255.5,331.6,73.0,,128.0,,69.0,-101.0,,,,,24.7,,12.5,,,458.0,-143.6,71.0,76.5,,39.0,29.9,,,,195.0,69.2,,,,,,,,,,104.5,180.6,,False,,True,False,,,,,True,,True,,,False,False,True,False,,True,True,,,,False,True,,,,,,,,,,False,False
29111,16,56.0,,65.3,,46.0,20.0,,,,,33.9,,63.1,,,90.0,32.6,49.7,,,29.0,38.4,,,,84.0,52.8,,,,,,,,,,83.5,85.7,40.0,,49.3,,30.0,4.0,,,,,17.9,,47.1,,,74.0,16.6,33.7,,,13.0,22.4,,,,68.0,36.8,,,,,,,,,,67.5,69.7,,False,,True,True,,,,,True,,False,,,False,True,True,,,True,True,,,,False,True,,,,,,,,,,False,False
29113,288,376.0,,413.8,,335.0,160.0,,,,,270.2,,244.8,,,426.0,83.5,340.3,387.0,,227.0,252.4,,,,619.0,637.2,,,,,,483.1,,,,280.5,304.9,88.0,,125.8,,47.0,-128.0,,,,,-17.8,,-43.2,,,138.0,-204.5,52.3,99.0,,-61.0,-35.6,,,,331.0,349.2,,,,,,195.1,,,,-7.5,16.9,,False,,True,False,,,,,True,,True,,,False,False,True,False,,True,True,,,,False,False,,,,,,False,,,,True,True
29115,37,84.0,,85.5,,75.0,35.0,,,,,30.9,,77.3,,,136.0,21.4,72.7,,,78.0,76.8,,,,109.0,73.8,,,,,,,,,,100.7,84.8,47.0,,48.5,,38.0,-2.0,,,,,-6.1,,40.3,,,99.0,-15.6,35.7,,,41.0,39.8,,,,72.0,36.8,,,,,,,,,,63.7,47.8,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,,,,,,,,,,False,False
29117,93,192.0,,189.4,,181.0,86.0,,,,,92.8,,129.4,,,222.0,45.5,152.1,,,218.0,122.0,,,,183.0,179.7,,,,,,,,,,264.8,392.2,99.0,,96.4,,88.0,-7.0,,,,,-0.2,,36.4,,,129.0,-47.5,59.1,,,125.0,29.0,,,,90.0,86.7,,,,,,,,,,171.8,299.2,,True,,True,True,,,,,True,,True,,,False,True,True,,,False,True,,,,True,True,,,,,,,,,,False,False
29119,67,128.0,,141.5,,166.0,45.0,,,,,197.8,,115.2,,,492.0,64.4,169.9,,,174.0,115.4,,,,214.0,152.2,,,,,,,,,,240.7,300.7,61.0,,74.5,,99.0,-22.0,,,,,130.8,,48.2,,,425.0,-2.6,102.9,,,107.0,48.4,,,,147.0,85.2,,,,,,,,,,173.7,233.7,,False,,False,True,,,,,False,,True,,,False,True,False,,,False,True,,,,False,False,,,,,,,,,,False,False
29121,77,276.0,,269.1,,192.0,276.0,,,,,72.3,,165.2,,,167.0,58.5,112.1,182.0,,223.0,190.4,,,,210.0,96.4,,,,,,,,,,239.2,288.9,199.0,,192.1,,115.0,199.0,,,,,-4.7,,88.2,,,90.0,-18.5,35.1,105.0,,146.0,113.4,,,,133.0,19.4,,,,,,,,,,162.2,211.9,,True,,True,False,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,True,,,,,,,,,,True,False
29123,30,100.0,,106.4,,97.0,8.0,,,,,79.3,,63.9,,,142.0,5.3,86.4,,,32.0,57.4,,,,129.0,174.3,,,,,,,,,,122.8,126.8,70.0,,76.4,,67.0,-22.0,,,,,49.3,,33.9,,,112.0,-24.7,56.4,,,2.0,27.4,,,,99.0,144.3,,,,,,,,,,92.8,96.8,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,False,False
29125,21,44.0,,50.0,,43.0,9.0,,,,,27.1,,40.8,,,74.0,24.2,29.9,,,31.0,33.3,,,,77.0,58.3,,,,,,,,,,67.3,67.4,23.0,,29.0,,22.0,-12.0,,,,,6.1,,19.8,,,53.0,3.2,8.9,,,10.0,12.3,,,,56.0,37.3,,,,,,,,,,46.3,46.4,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,False,False
29127,83,212.0,,229.5,,169.0,61.0,,,,,154.7,,139.2,,,270.0,31.1,169.0,,,132.0,138.0,,,,329.0,252.6,,,,,,,,,,202.2,189.6,129.0,,146.5,,86.0,-22.0,,,,,71.7,,56.2,,,187.0,-51.9,86.0,,,49.0,55.0,,,,246.0,169.6,,,,,,,,,,119.2,106.6,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,True,True
29129,20,12.0,,12.9,,11.0,0.0,,,,,10.2,,17.4,,,45.0,4.7,13.3,,,5.0,11.1,,,,25.0,24.7,,,,,,,,,,23.5,,-8.0,,-7.1,,-9.0,-20.0,,,,,-9.8,,-2.6,,,25.0,-15.3,-6.7,,,-15.0,-8.9,,,,5.0,4.7,,,,,,,,,,3.5,,,True,,False,False,,,,,False,,True,,,False,False,True,,,False,False,,,,True,True,,,,,,,,,,True,
29131,63,152.0,,168.2,,154.0,52.0,,,,,144.7,,102.2,,,245.0,30.0,175.6,,,85.0,116.0,,,,290.0,238.9,,,,,,,,,,165.0,202.1,89.0,,105.2,,91.0,-11.0,,,,,81.7,,39.2,,,182.0,-33.0,112.6,,,22.0,53.0,,,,227.0,175.9,,,,,,,,,,102.0,139.1,,False,,False,True,,,,,True,,True,,,False,True,False,,,True,True,,,,False,False,,,,,,,,,,False,False
29133,61,72.0,,79.5,,81.0,9.0,,,,,68.1,,69.5,,,152.0,8.0,46.6,,,63.0,46.4,,,,110.0,132.0,,,,,,,,,,100.8,117.8,11.0,,18.5,,20.0,-52.0,,,,,7.1,,8.5,,,91.0,-53.0,-14.4,,,2.0,-14.6,,,,49.0,71.0,,,,,,,,,,39.8,56.8,,False,,False,False,,,,,True,,True,,,False,False,False,,,True,False,,,,False,False,,,,,,,,,,False,False
29135,40,108.0,,124.3,,86.0,34.0,,,,,86.3,,76.4,,,175.0,23.5,113.2,,,50.0,68.6,,,,205.0,69.3,,,,,,,,,,130.0,128.8,68.0,,84.3,,46.0,-6.0,,,,,46.3,,36.4,,,135.0,-16.5,73.2,,,10.0,28.6,,,,165.0,29.3,,,,,,,,,,90.0,88.8,,False,,True,True,,,,,True,,True,,,False,True,False,,,True,True,,,,False,True,,,,,,,,,,False,False
29137,21,24.0,,26.7,,25.0,7.0,,,,,29.3,,26.9,,,76.0,2.7,39.1,,,6.0,21.9,,,,64.0,60.6,,,,,,,,,,44.4,,3.0,,5.7,,4.0,-14.0,,,,,8.3,,5.9,,,55.0,-18.3,18.1,,,-15.0,0.9,,,,43.0,39.6,,,,,,,,,,23.4,,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,True,,,,False,False,,,,,,,,,,False,
29139,21,16.0,,13.7,,26.0,7.0,,,,,31.1,,38.7,,,75.0,7.3,43.6,,,0.0,19.7,,,,79.0,66.5,,,,,,,,,,33.5,60.0,-5.0,,-7.3,,5.0,-14.0,,,,,10.1,,17.7,,,54.0,-13.7,22.6,,,-21.0,-1.3,,,,58.0,45.5,,,,,,,,,,12.5,39.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,True,,,,False,False,,,,,,,,,,False,False
29141,47,40.0,,52.8,,67.0,23.0,,,,,98.4,,77.9,,,185.0,19.1,94.1,,,18.0,55.1,,,,164.0,148.4,,,,,,,,,,66.1,119.8,-7.0,,5.8,,20.0,-24.0,,,,,51.4,,30.9,,,138.0,-27.9,47.1,,,-29.0,8.1,,,,117.0,101.4,,,,,,,,,,19.1,72.8,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,,,,,,,,,,False,False
29143,43,88.0,,92.3,,106.0,0.0,,,,,117.5,,47.9,,,190.0,9.7,102.3,,,10.0,59.4,,,,158.0,176.0,,,,,,,,,,150.1,144.0,45.0,,49.3,,63.0,-43.0,,,,,74.5,,4.9,,,147.0,-33.3,59.3,,,-33.0,16.4,,,,115.0,133.0,,,,,,,,,,107.1,101.0,,False,,False,True,,,,,False,,True,,,False,True,False,,,True,True,,,,False,False,,,,,,,,,,False,False
29145,204,276.0,,269.2,,278.0,59.0,,,,,345.6,,159.3,,,1263.0,76.0,365.5,372.5,,175.0,210.3,,,,540.0,352.0,,,,,,204.1,,,,333.5,523.6,72.0,,65.2,,74.0,-145.0,,,,,141.6,,-44.7,,,1059.0,-128.0,161.5,168.5,,-29.0,6.3,,,,336.0,148.0,,,,,,0.1,,,,129.5,319.6,,True,,False,False,,,,,False,,True,,,False,False,False,False,,True,True,,,,False,False,,,,,,True,,,,False,False
29147,63,140.0,,134.7,,145.0,62.0,,,,,114.4,,57.1,,,274.0,14.8,129.2,,,161.0,97.4,,,,257.0,225.4,,,,,,,,,,179.1,346.2,77.0,,71.7,,82.0,-1.0,,,,,51.4,,-5.9,,,211.0,-48.2,66.2,,,98.0,34.4,,,,194.0,162.4,,,,,,,,,,116.1,283.2,,True,,False,True,,,,,True,,True,,,False,True,True,,,False,True,,,,False,False,,,,,,,,,,False,False
29149,28,56.0,,67.2,,63.0,21.0,,,,,47.3,,42.3,,,137.0,11.7,51.2,,,39.0,45.7,,,,97.0,88.9,,,,,,,,,,85.5,85.4,28.0,,39.2,,35.0,-7.0,,,,,19.3,,14.3,,,109.0,-16.3,23.2,,,11.0,17.7,,,,69.0,60.9,,,,,,,,,,57.5,57.4,,False,,False,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,False,False
29151,66,112.0,,114.0,,99.0,36.0,,,,,70.4,,69.6,,,135.0,28.1,109.7,,,106.0,80.7,,,,172.0,85.3,,,,,,,,,,166.7,240.6,46.0,,48.0,,33.0,-30.0,,,,,4.4,,3.6,,,69.0,-37.9,43.7,,,40.0,14.7,,,,106.0,19.3,,,,,,,,,,100.7,174.6,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,,,,,,,,,,False,False
29153,45,88.0,,102.1,,100.0,62.0,,,,,40.6,,66.1,,,101.0,106.8,109.0,,,108.0,100.7,,,,111.0,113.0,,,,,,,,,,85.2,,43.0,,57.1,,55.0,17.0,,,,,-4.4,,21.1,,,56.0,61.8,64.0,,,63.0,55.7,,,,66.0,68.0,,,,,,,,,,40.2,,,False,,False,True,,,,,True,,True,,,False,False,False,,,False,False,,,,False,False,,,,,,,,,,True,
29155,44,76.0,,70.9,,83.0,25.0,,,,,88.0,,60.4,,,251.0,12.9,75.1,,,68.0,57.5,,,,134.0,138.1,,,,,,,,,,115.2,133.7,32.0,,26.9,,39.0,-19.0,,,,,44.0,,16.4,,,207.0,-31.1,31.1,,,24.0,13.5,,,,90.0,94.1,,,,,,,,,,71.2,89.7,,True,,False,True,,,,,False,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,False,False
29157,63,88.0,,80.3,,105.0,27.0,,,,,107.3,,77.7,,,223.0,14.7,96.4,,,29.0,69.6,,,,227.0,203.0,,,,,,,,,,153.2,190.6,25.0,,17.3,,42.0,-36.0,,,,,44.3,,14.7,,,160.0,-48.3,33.4,,,-34.0,6.6,,,,164.0,140.0,,,,,,,,,,90.2,127.6,,True,,False,False,,,,,False,,True,,,False,False,False,,,False,True,,,,False,False,,,,,,,,,,False,False
29159,214,348.0,,236.0,,373.0,317.0,,,,,289.2,,244.2,,,625.0,66.4,360.3,501.5,,102.0,227.1,,,,457.0,548.2,,,,,,476.2,,,,335.3,718.3,134.0,,22.0,,159.0,103.0,,,,,75.2,,30.2,,,411.0,-147.6,146.3,287.5,,-112.0,13.1,,,,243.0,334.2,,,,,,262.2,,,,121.3,504.3,,True,,False,True,,,,,True,,True,,,False,False,False,False,,True,True,,,,False,False,,,,,,False,,,,True,False
29161,140,276.0,,259.0,,267.0,99.0,,,,,194.5,,267.6,,,362.0,174.3,269.1,297.5,,147.0,203.0,,,,418.0,383.6,,,,,,,,,,343.5,410.4,136.0,,119.0,,127.0,-41.0,,,,,54.5,,127.6,,,222.0,34.3,129.1,157.5,,7.0,63.0,,,,278.0,243.6,,,,,,,,,,203.5,270.4,,True,,True,True,,,,,True,,True,,,False,True,True,False,,True,True,,,,False,False,,,,,,,,,,False,False
29163,60,128.0,,128.1,,116.0,42.0,,,,,74.4,,95.4,,,145.0,55.0,105.4,,,69.0,92.6,,,,203.0,194.7,,,,,,,,,,177.9,152.6,68.0,,68.1,,56.0,-18.0,,,,,14.4,,35.4,,,85.0,-5.0,45.4,,,9.0,32.6,,,,143.0,134.7,,,,,,,,,,117.9,92.6,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,False,False
29165,240,228.0,,272.4,,293.0,43.0,,,,,244.5,,295.8,,,1171.0,112.6,546.7,458.5,,193.0,255.7,,,,517.0,424.4,,,,,,503.4,,,,306.2,308.0,-12.0,,32.4,,53.0,-197.0,,,,,4.5,,55.8,,,931.0,-127.4,306.7,218.5,,-47.0,15.7,,,,277.0,184.4,,,,,,263.4,,,,66.2,68.0,,False,,False,False,,,,,True,,False,,,False,False,False,False,,False,False,,,,False,False,,,,,,False,,,,False,False
29167,106,80.0,,78.2,,142.0,27.0,,,,,261.0,,109.2,,,371.0,26.2,201.0,1967.0,,6.0,87.9,,,,217.0,211.4,,,,,,,,,,145.8,233.9,-26.0,,-27.8,,36.0,-79.0,,,,,155.0,,3.2,,,265.0,-79.8,95.0,1861.0,,-100.0,-18.1,,,,111.0,105.4,,,,,,,,,,39.8,127.9,,False,,False,False,,,,,False,,True,,,False,False,False,False,,False,True,,,,False,False,,,,,,,,,,False,False
29169,92,164.0,,83.4,,167.0,33.0,,,,,211.9,,135.5,,,467.0,23.6,263.0,160.0,,30.0,156.8,,,,274.0,322.8,,,,,,455.5,,,,178.7,261.8,72.0,,-8.6,,75.0,-59.0,,,,,119.9,,43.5,,,375.0,-68.4,171.0,68.0,,-62.0,64.8,,,,182.0,230.8,,,,,,363.5,,,,86.7,169.8,,True,,False,True,,,,,False,,True,,,False,True,False,True,,True,True,,,,False,False,,,,,,False,,,,False,False
29171,9,32.0,,35.1,,17.0,0.0,,,,,10.4,,19.9,,,62.0,13.3,13.9,,,3.0,20.8,,,,40.0,21.9,,,,,,,,,,36.3,,23.0,,26.1,,8.0,-9.0,,,,,1.4,,10.9,,,53.0,4.3,4.9,,,-6.0,11.8,,,,31.0,12.9,,,,,,,,,,27.3,,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,,,,,,,,,,False,
29173,28,52.0,,44.6,,40.0,12.0,,,,,40.8,,41.0,,,82.0,3.3,47.4,,,11.0,34.9,,,,101.0,84.3,,,,,,,,,,56.3,77.8,24.0,,16.6,,12.0,-16.0,,,,,12.8,,13.0,,,54.0,-24.7,19.4,,,-17.0,6.9,,,,73.0,56.3,,,,,,,,,,28.3,49.8,,True,,True,True,,,,,True,,True,,,False,False,True,,,True,True,,,,False,False,,,,,,,,,,False,False
29175,36,72.0,,80.6,,113.0,52.0,,,,,110.2,,111.0,,,265.0,86.5,118.8,,,63.0,90.5,,,,176.0,197.0,,,,,,,,,,172.6,226.7,36.0,,44.6,,77.0,16.0,,,,,74.2,,75.0,,,229.0,50.5,82.8,,,27.0,54.5,,,,140.0,161.0,,,,,,,,,,136.6,190.7,,False,,False,True,,,,,False,,False,,,False,False,False,,,True,False,,,,False,False,,,,,,,,,,False,False
29177,143,224.0,,217.2,,170.0,91.0,,,,,99.2,,144.5,,,301.0,45.5,179.6,,,170.0,167.4,,,,244.0,151.9,,,,,,,,,,291.3,306.9,81.0,,74.2,,27.0,-52.0,,,,,-43.8,,1.5,,,158.0,-97.5,36.6,,,27.0,24.4,,,,101.0,8.9,,,,,,,,,,148.3,163.9,,True,,True,True,,,,,True,,True,,,False,False,True,,,True,True,,,,False,True,,,,,,,,,,False,False
29179,7,12.0,,17.0,,18.0,3.0,,,,,25.3,,28.6,,,74.0,10.0,16.5,,,0.0,13.9,,,,51.0,21.6,,,,,,,,,,24.3,22.9,5.0,,10.0,,11.0,-4.0,,,,,18.3,,21.6,,,67.0,3.0,9.5,,,-7.0,6.9,,,,44.0,14.6,,,,,,,,,,17.3,15.9,,False,,False,True,,,,,False,,False,,,False,True,False,,,False,False,,,,False,False,,,,,,,,,,False,False
29181,87,72.0,,68.7,,69.0,27.0,,,,,50.4,,72.4,,,158.0,21.6,71.7,,,85.0,67.1,,,,142.0,90.4,,,,,,,,,,93.5,54.5,-15.0,,-18.3,,-18.0,-60.0,,,,,-36.6,,-14.6,,,71.0,-65.4,-15.3,,,-2.0,-19.9,,,,55.0,3.4,,,,,,,,,,6.5,-32.5,,False,,False,False,,,,,False,,True,,,False,False,False,,,True,False,,,,False,True,,,,,,,,,,True,False
29183,1752,3288.0,,3249.3,7151.7,3231.0,2734.0,,,,,2124.7,,1771.3,,2510.0,3547.0,865.3,2796.3,7894.0,,2138.0,2245.6,,,,3861.0,4706.1,,,,,,4120.5,1991.0,,,5339.3,4010.6,1536.0,,1497.3,5399.7,1479.0,982.0,,,,,372.7,,19.3,,758.0,1795.0,-886.7,1044.3,6142.0,,386.0,493.6,,,,2109.0,2954.1,,,,,,2368.5,239.0,,,3587.3,2258.6,,True,False,True,True,,,,,True,,True,,True,False,True,True,False,,True,True,,,,False,False,,,,,,False,True,,,False,False
29185,44,88.0,,97.2,,58.0,24.0,,,,,29.7,,88.3,,,111.0,9.3,47.5,,,52.0,55.0,,,,99.0,51.2,,,,,,,,,,112.9,121.1,44.0,,53.2,,14.0,-20.0,,,,,-14.3,,44.3,,,67.0,-34.7,3.5,,,8.0,11.0,,,,55.0,7.2,,,,,,,,,,68.9,77.1,,False,,True,True,,,,,True,,False,,,False,True,True,,,True,True,,,,False,True,,,,,,,,,,False,False
29186,72,100.0,,94.3,,94.0,21.0,,,,,78.4,,113.0,,,201.0,12.9,104.2,,,43.0,70.5,,,,181.0,174.0,,,,,,,,,,113.2,173.4,28.0,,22.3,,22.0,-51.0,,,,,6.4,,41.0,,,129.0,-59.1,32.2,,,-29.0,-1.5,,,,109.0,102.0,,,,,,,,,,41.2,101.4,,True,,True,False,,,,,True,,False,,,False,False,False,,,False,True,,,,False,False,,,,,,,,,,False,False
29187,292,488.0,,419.4,,424.0,132.0,,,,,487.9,,282.9,,,700.0,76.1,570.0,469.0,,257.0,320.2,,,,759.0,909.5,,,,,,559.8,,,,419.1,720.2,196.0,,127.4,,132.0,-160.0,,,,,195.9,,-9.1,,,408.0,-215.9,278.0,177.0,,-35.0,28.2,,,,467.0,617.5,,,,,,267.8,,,,127.1,428.2,,True,,True,True,,,,,True,,True,,,False,False,False,True,,True,True,,,,False,False,,,,,,False,,,,True,False
29189,6574,10988.0,,10934.9,13515.5,8444.0,8403.0,,,,,5538.1,,6997.0,,8666.5,7976.0,3149.6,8839.8,9909.5,,7538.0,8063.4,,,,8844.0,15185.4,,,,,,12599.5,6703.0,,,16003.4,,4414.0,,4360.9,6941.5,1870.0,1829.0,,,,,-1035.9,,423.0,,2092.5,1402.0,-3424.4,2265.8,3335.5,,964.0,1489.4,,,,2270.0,8611.4,,,,,,6025.5,129.0,,,9429.4,,,True,False,True,True,,,,,True,,True,,True,True,True,True,True,,True,True,,,,True,False,,,,,,False,True,,,False,
29195,126,224.0,,243.0,,166.0,105.0,,,,,133.2,,150.0,,,336.0,44.1,188.5,,,102.0,143.3,,,,297.0,338.2,,,,,,151.7,,,,342.2,281.5,98.0,,117.0,,40.0,-21.0,,,,,7.2,,24.0,,,210.0,-81.9,62.5,,,-24.0,17.3,,,,171.0,212.2,,,,,,25.7,,,,216.2,155.5,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,True,,,,False,False
29197,13,56.0,,60.7,,25.0,7.0,,,,,16.3,,30.4,,,52.0,7.3,30.8,,,6.0,22.7,,,,52.0,45.9,,,,,,,,,,60.2,,43.0,,47.7,,12.0,-6.0,,,,,3.3,,17.4,,,39.0,-5.7,17.8,,,-7.0,9.7,,,,39.0,32.9,,,,,,,,,,47.2,,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,False,
29199,22,4.0,,4.6,,9.0,0.0,,,,,10.6,,15.6,,,70.0,1.2,10.2,,,11.0,3.2,,,,32.0,22.3,,,,,,,,,,7.1,27.4,-18.0,,-17.4,,-13.0,-22.0,,,,,-11.4,,-6.4,,,48.0,-20.8,-11.8,,,-11.0,-18.8,,,,10.0,0.3,,,,,,,,,,-14.9,5.4,,True,,True,False,,,,,True,,True,,,False,False,True,,,True,False,,,,True,True,,,,,,,,,,True,True
29201,167,196.0,,216.4,,227.0,45.0,,,,,236.8,,179.1,,,483.0,49.0,213.0,247.0,,102.0,147.2,,,,375.0,418.8,,,,,,246.7,,,,260.8,385.8,29.0,,49.4,,60.0,-122.0,,,,,69.8,,12.1,,,316.0,-118.0,46.0,80.0,,-65.0,-19.8,,,,208.0,251.8,,,,,,79.7,,,,93.8,218.8,,False,,False,False,,,,,False,,True,,,False,False,False,False,,False,True,,,,False,False,,,,,,False,,,,False,False
29203,27,8.0,,10.3,,21.0,6.0,,,,,28.7,,19.9,,,81.0,11.2,29.5,,,1.0,21.3,,,,48.0,33.9,,,,,,,,,,25.8,,-19.0,,-16.7,,-6.0,-21.0,,,,,1.7,,-7.1,,,54.0,-15.8,2.5,,,-26.0,-5.7,,,,21.0,6.9,,,,,,,,,,-1.2,,,True,,True,False,,,,,True,,True,,,False,True,True,,,False,True,,,,False,True,,,,,,,,,,True,
29205,14,40.0,,38.6,,27.0,7.0,,,,,18.4,,24.4,,,57.0,8.1,26.7,,,19.0,22.8,,,,63.0,43.1,,,,,,,,,,62.3,32.3,26.0,,24.6,,13.0,-7.0,,,,,4.4,,10.4,,,43.0,-5.9,12.7,,,5.0,8.8,,,,49.0,29.1,,,,,,,,,,48.3,18.3,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,False,True
