,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
32011,6,0.0,,1.2,,0.0,3.0,0.0,,,,,2.2,,5.0,,,9.0,0.3,,2.3,,,7.0,0.2,,,,1.0,0.0,,,,,,,,,,,0.4,,-6.0,,-4.8,,-6.0,-3.0,-6.0,,,,,-3.8,,-1.0,,,3.0,-5.7,,-3.7,,,1.0,-5.8,,,,-5.0,-6.0,,,,,,,,,,,-5.6,,,True,,False,True,False,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,,True,
32013,40,207.0,,193.2,,86.0,107.0,0.0,,,,,56.7,,71.6,,,111.0,0.1,,61.3,,,110.0,55.9,,,,,107.0,79.9,,,,,,,,,,94.8,148.8,167.0,,153.2,,46.0,67.0,-40.0,,,,,16.7,,31.6,,,71.0,-39.9,,21.3,,,70.0,15.9,,,,,67.0,39.9,,,,,,,,,,54.8,108.8,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,,True,True,,,,,,,,,,True,True
32015,8,18.0,,21.8,,19.0,23.0,0.0,,,,,21.0,,22.4,,,42.0,44.9,,19.1,,,0.0,12.7,,,,21.0,5.0,40.8,,,,,,,,,,13.2,47.0,10.0,,13.8,,11.0,15.0,-8.0,,,,,13.0,,14.4,,,34.0,36.9,,11.1,,,-8.0,4.7,,,,13.0,-3.0,32.8,,,,,,,,,,5.2,39.0,,False,,False,False,True,,,,,False,,False,,,False,False,,False,,,True,True,,,,False,True,False,,,,,,,,,,True,False
32017,2,21.0,,20.3,,26.0,44.0,0.0,,,,,22.8,,27.4,,,26.0,38.6,,17.5,,,43.0,13.3,,,,27.0,6.0,43.7,,,,,,,,,,25.4,91.4,19.0,,18.3,,24.0,42.0,-2.0,,,,,20.8,,25.4,,,24.0,36.6,,15.5,,,41.0,11.3,,,,25.0,4.0,41.7,,,,,,,,,,23.4,89.4,,True,,False,False,True,,,,,False,,False,,,False,False,,True,,,False,True,,,,False,True,False,,,,,,,,,,False,False
32019,118,216.0,,222.9,,173.0,175.0,158.0,,,,,155.6,,232.5,,,390.0,148.2,,168.6,220.0,,129.0,136.1,,,,210.0,93.0,250.7,,,,,,312.7,,,,174.8,221.3,98.0,,104.9,,55.0,57.0,40.0,,,,,37.6,,114.5,,,272.0,30.2,,50.6,102.0,,11.0,18.1,,,,92.0,-25.0,132.7,,,,,,194.7,,,,56.8,103.3,,False,,True,True,True,,,,,True,,False,,,False,True,,True,False,,True,True,,,,True,True,False,,,,,,False,,,,True,False
32021,55,18.0,,17.3,,19.0,32.0,0.0,,,,,15.2,,15.9,,,37.0,34.1,,10.5,,,31.0,76.7,,,,19.0,5.0,,,,,,,,,,,17.2,33.9,-37.0,,-37.7,,-36.0,-23.0,-55.0,,,,,-39.8,,-39.1,,,-18.0,-20.9,,-44.5,,,-24.0,21.7,,,,-36.0,-50.0,,,,,,,,,,,-37.8,-21.1,,False,,True,True,False,,,,,False,,False,,,True,True,,False,,,True,True,,,,True,False,,,,,,,,,,,False,True
32023,180,291.0,,261.5,,239.0,246.0,0.0,,,,,180.0,,159.2,,,225.0,142.8,,214.4,281.5,,314.0,174.1,,,,369.0,143.0,377.8,,,,,,278.4,,,,256.7,266.1,111.0,,81.5,,59.0,66.0,-180.0,,,,,-0.0,,-20.8,,,45.0,-37.2,,34.4,101.5,,134.0,-5.9,,,,189.0,-37.0,197.8,,,,,,98.4,,,,76.7,86.1,,True,,True,True,False,,,,,True,,True,,,True,True,,True,True,,False,True,,,,False,True,False,,,,,,True,,,,True,True
32027,29,132.0,,49.8,,32.0,44.0,0.0,,,,,71.0,,300.8,,,47.0,1.8,,35.3,,,48.0,53.6,,,,152.0,50.0,,,,,,,,,,,0.0,,103.0,,20.8,,3.0,15.0,-29.0,,,,,42.0,,271.8,,,18.0,-27.2,,6.3,,,19.0,24.6,,,,123.0,21.0,,,,,,,,,,,-29.0,,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,False,True,,,,,,,,,,,True,
32029,6,3.0,,2.4,,3.0,3.0,0.0,,,,,1.7,,4.6,,,21.0,3.7,,1.3,,,3.0,1.4,,,,3.0,0.0,,,,,,,,,,,5.6,8.3,-3.0,,-3.6,,-3.0,-3.0,-6.0,,,,,-4.3,,-1.4,,,15.0,-2.3,,-4.7,,,-3.0,-4.6,,,,-3.0,-6.0,,,,,,,,,,,-0.4,2.3,,False,,False,False,False,,,,,False,,True,,,False,True,,False,,,False,False,,,,False,False,,,,,,,,,,,True,True
32031,1422,2709.0,,2556.6,3067.6,1862.0,2234.0,1690.0,,,,,2168.0,,2957.3,,1654.7,3368.0,1105.5,,2301.7,2324.5,,1513.5,1933.6,,,,1930.0,889.0,4225.6,,,,,,3641.6,1692.0,,,1251.2,2631.6,1287.0,,1134.6,1645.6,440.0,812.0,268.0,,,,,746.0,,1535.3,,232.7,1946.0,-316.5,,879.7,902.5,,91.5,511.6,,,,508.0,-533.0,2803.6,,,,,,2219.6,270.0,,,-170.8,1209.6,,True,False,True,True,True,,,,,True,,False,,True,False,True,,True,True,,True,True,,,,True,True,False,,,,,,False,True,,,True,True
32033,88,45.0,,41.1,,41.0,37.0,,,,,,22.5,,52.6,,,42.0,86.4,,29.2,,,59.0,38.7,,,,58.0,21.0,60.3,,,,,,,,,,41.1,16.4,-43.0,,-46.9,,-47.0,-51.0,,,,,,-65.5,,-35.4,,,-46.0,-1.6,,-58.8,,,-29.0,-49.3,,,,-30.0,-67.0,-27.7,,,,,,,,,,-46.9,-71.6,,False,,False,False,,,,,,False,,True,,,False,True,,False,,,True,False,,,,True,False,True,,,,,,,,,,False,False
32510,140,222.0,,233.4,,172.0,194.0,184.0,,,,,339.8,,344.0,,,450.0,106.1,,239.0,264.0,,55.0,180.6,,,,188.0,120.0,319.4,,,,,,234.7,,,,152.5,,82.0,,93.4,,32.0,54.0,44.0,,,,,199.8,,204.0,,,310.0,-33.9,,99.0,124.0,,-85.0,40.6,,,,48.0,-20.0,179.4,,,,,,94.7,,,,12.5,,,False,,True,True,True,,,,,False,,False,,,False,True,,False,False,,False,True,,,,True,True,False,,,,,,False,,,,True,
33001,252,558.0,,574.9,,486.0,429.0,577.0,,,,,280.7,,392.6,,,419.0,593.5,,317.9,361.0,,374.0,351.2,,,,572.0,568.0,465.7,,,,,,551.1,,,,525.4,389.0,306.0,,322.9,,234.0,177.0,325.0,,,,,28.7,,140.6,,,167.0,341.5,,65.9,109.0,,122.0,99.2,,,,320.0,316.0,213.7,,,,,,299.1,,,,273.4,137.0,,False,,True,True,False,,,,,True,,True,,,True,False,,True,True,,True,True,,,,False,False,True,,,,,,True,,,,True,True
33003,167,399.0,,410.4,,305.0,328.0,342.0,,,,,155.6,,280.4,,,244.0,744.5,,290.4,276.0,,284.0,254.7,,,,479.0,396.0,404.9,,,,,,,,,,269.6,298.2,232.0,,243.4,,138.0,161.0,175.0,,,,,-11.4,,113.4,,,77.0,577.5,,123.4,109.0,,117.0,87.7,,,,312.0,229.0,237.9,,,,,,,,,,102.6,131.2,,False,,True,True,True,,,,,True,,True,,,True,False,,True,True,,True,True,,,,False,True,False,,,,,,,,,,True,True
33005,298,423.0,,448.8,,425.0,424.0,161.0,,,,,315.6,,452.0,,,549.0,491.1,,480.6,313.0,,278.0,303.6,,,,273.0,514.0,636.9,,,,,,540.5,,,,489.6,463.4,125.0,,150.8,,127.0,126.0,-137.0,,,,,17.6,,154.0,,,251.0,193.1,,182.6,15.0,,-20.0,5.6,,,,-25.0,216.0,338.9,,,,,,242.5,,,,191.6,165.4,,False,,False,False,False,,,,,True,,False,,,False,False,,False,True,,True,True,,,,True,False,False,,,,,,False,,,,False,False
33007,118,207.0,,228.8,,192.0,193.0,162.0,,,,,122.4,,193.4,,,154.0,846.3,,201.8,208.5,,152.0,161.3,,,,410.0,248.0,238.2,,,,,,,,,,276.1,164.1,89.0,,110.8,,74.0,75.0,44.0,,,,,4.4,,75.4,,,36.0,728.3,,83.8,90.5,,34.0,43.3,,,,292.0,130.0,120.2,,,,,,,,,,158.1,46.1,,False,,True,True,True,,,,,True,,True,,,True,False,,True,False,,True,True,,,,False,False,False,,,,,,,,,,False,True
33009,535,504.0,,506.4,,492.0,508.0,379.0,,,,,196.0,,460.3,,,486.0,1770.6,,585.8,419.5,,578.0,369.6,,,,799.0,573.0,569.1,,,,,,,,,,503.0,466.0,-31.0,,-28.6,,-43.0,-27.0,-156.0,,,,,-339.0,,-74.7,,,-49.0,1235.6,,50.8,-115.5,,43.0,-165.4,,,,264.0,38.0,34.1,,,,,,,,,,-32.0,-69.0,,True,,False,True,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,,False,False
33011,2402,3870.0,,3810.8,,3216.0,3566.0,2472.0,,,,,2653.8,,3684.1,,2812.1,3334.0,5099.8,,2950.7,3340.5,,2533.0,2413.4,,,,3967.0,3533.0,5316.8,,,,,,3033.8,2547.0,,,4107.5,4331.6,1468.0,,1408.8,,814.0,1164.0,70.0,,,,,251.8,,1282.1,,410.1,932.0,2697.8,,548.7,938.5,,131.0,11.4,,,,1565.0,1131.0,2914.8,,,,,,631.8,145.0,,,1705.5,1929.6,,True,,True,True,True,,,,,True,,True,,True,True,False,,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,False,False
33013,640,990.0,,991.1,,839.0,822.0,950.0,,,,,664.4,,1107.2,,,1090.0,661.2,,745.8,741.0,,530.0,660.5,,,,973.0,1128.0,1058.2,,,,,,1105.9,500.0,,,632.3,862.3,350.0,,351.1,,199.0,182.0,310.0,,,,,24.4,,467.2,,,450.0,21.2,,105.8,101.0,,-110.0,20.5,,,,333.0,488.0,418.2,,,,,,465.9,-140.0,,,-7.7,222.3,,False,,True,True,True,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,False,False,,,,,,False,True,,,True,True
33015,2025,2781.0,,2750.9,,2426.0,2659.0,1723.0,,,,,1771.8,,3825.9,,2261.7,2568.0,5638.0,,2095.8,1902.0,,2058.0,1940.4,,,,3331.0,2553.0,4497.7,,,,,,2722.4,1725.0,,,3114.7,2836.9,756.0,,725.9,,401.0,634.0,-302.0,,,,,-253.2,,1800.9,,236.7,543.0,3613.0,,70.8,-123.0,,33.0,-84.6,,,,1306.0,528.0,2472.7,,,,,,697.4,-300.0,,,1089.7,811.9,,True,,True,True,True,,,,,True,,False,,True,True,False,,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,False,False
33017,1135,1284.0,,1251.5,,1056.0,1009.0,1094.0,,,,,629.6,,1345.5,,,1041.0,1216.1,,1034.1,952.5,,824.0,812.7,,,,1441.0,1043.0,1206.7,,,,,,1241.7,944.0,,,1227.5,1157.2,149.0,,116.5,,-79.0,-126.0,-41.0,,,,,-505.4,,210.5,,,-94.0,81.1,,-100.9,-182.5,,-311.0,-322.3,,,,306.0,-92.0,71.7,,,,,,106.7,-191.0,,,92.5,22.2,,True,,True,True,True,,,,,False,,False,,,True,True,,True,False,,False,False,,,,False,True,True,,,,,,True,False,,,True,True
33019,209,375.0,,358.5,,321.0,318.0,255.0,,,,,155.3,,341.3,,,274.0,433.0,,337.4,296.5,,365.0,301.2,,,,693.0,388.0,295.0,,,,,,,,,,399.2,273.0,166.0,,149.5,,112.0,109.0,46.0,,,,,-53.7,,132.3,,,65.0,224.0,,128.4,87.5,,156.0,92.2,,,,484.0,179.0,86.0,,,,,,,,,,190.2,64.0,,True,,True,True,True,,,,,True,,True,,,True,False,,True,True,,True,True,,,,False,False,True,,,,,,,,,,False,True
34001,2588,3771.0,,3696.2,,3041.0,3105.0,2628.0,,,,,2454.4,,2503.8,,,3154.0,3196.6,,2522.0,5296.0,,2434.0,2947.7,,,,3757.0,2793.0,3846.8,,,,,,2956.3,2366.0,,,3693.4,3671.4,1183.0,,1108.2,,453.0,517.0,40.0,,,,,-133.6,,-84.2,,,566.0,608.6,,-66.0,2708.0,,-154.0,359.7,,,,1169.0,205.0,1258.8,,,,,,368.3,-222.0,,,1105.4,1083.4,,True,,True,True,True,,,,,True,,True,,,True,True,,True,False,,True,True,,,,True,True,False,,,,,,True,True,,,True,True
34003,7635,9819.0,,9726.8,12939.2,8762.0,8553.0,8931.0,,,,,7258.0,,9416.3,,8930.2,10982.0,6837.1,,6568.3,12944.0,,8141.0,8240.7,,,,9605.0,7506.0,9215.3,,,,,,9366.1,7032.0,,,9002.2,9708.1,2184.0,,2091.8,5304.2,1127.0,918.0,1296.0,,,,,-377.0,,1781.3,,1295.2,3347.0,-797.9,,-1066.7,5309.0,,506.0,605.7,,,,1970.0,-129.0,1580.3,,,,,,1731.1,-603.0,,,1367.2,2073.1,,True,False,True,True,True,,,,,True,,True,,True,False,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,,,True,True
34005,3114,4782.0,,4690.7,3913.3,3959.0,4003.0,4361.0,,,,,3142.1,,2762.3,,3920.9,5206.0,2263.5,,3659.7,5279.0,,3884.0,3967.7,,,,4714.0,3506.0,4634.4,,,,,,4137.9,3626.0,,,4269.8,4266.0,1668.0,,1576.7,799.3,845.0,889.0,1247.0,,,,,28.1,,-351.7,,806.9,2092.0,-850.5,,545.7,2165.0,,770.0,853.7,,,,1600.0,392.0,1520.4,,,,,,1023.9,512.0,,,1155.8,1152.0,,True,True,True,True,True,,,,,True,,True,,True,False,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,,,True,True
34007,2968,5355.0,,5387.8,7136.2,4247.0,4490.0,4577.0,,,,,3716.0,,4580.7,,4265.8,5652.0,3288.1,,3634.7,7184.0,,4109.0,3938.9,,,,4882.0,3966.0,5244.6,,,,,,3394.5,3942.0,,,4130.8,5361.9,2387.0,,2419.8,4168.2,1279.0,1522.0,1609.0,,,,,748.0,,1612.7,,1297.8,2684.0,320.1,,666.7,4216.0,,1141.0,970.9,,,,1914.0,998.0,2276.6,,,,,,426.5,974.0,,,1162.8,2393.9,,False,False,True,True,True,,,,,True,,True,,True,False,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,,,True,False
34009,760,987.0,,920.8,,868.0,844.0,765.0,,,,,767.0,,696.3,,,915.0,1089.9,,632.2,1727.0,,701.0,814.0,,,,1058.0,859.0,1113.5,,,,,,846.1,,,,724.3,878.1,227.0,,160.8,,108.0,84.0,5.0,,,,,7.0,,-63.7,,,155.0,329.9,,-127.8,967.0,,-59.0,54.0,,,,298.0,99.0,353.5,,,,,,86.1,,,,-35.7,118.1,,True,,True,True,True,,,,,True,,True,,,True,False,,True,False,,True,True,,,,False,True,False,,,,,,True,,,,True,True
34011,1173,2115.0,,2142.4,,1755.0,1747.0,1700.0,,,,,1460.7,,1218.1,,,1724.0,1905.2,,1297.2,2372.0,,1641.0,1553.9,,,,2173.0,1668.0,2005.7,,,,,,1070.3,1328.0,,,1925.0,1990.3,942.0,,969.4,,582.0,574.0,527.0,,,,,287.7,,45.1,,,551.0,732.2,,124.2,1199.0,,468.0,380.9,,,,1000.0,495.0,832.7,,,,,,-102.7,155.0,,,752.0,817.3,,False,,True,True,True,,,,,True,,True,,,True,True,,True,False,,True,True,,,,False,True,True,,,,,,True,True,,,True,True
34013,6694,10122.0,,10085.0,9397.2,8120.0,7635.0,12043.0,,,,,6710.1,,9342.2,,9549.8,8030.0,5614.7,,5487.6,13444.5,,7739.5,8240.1,,,,8292.0,6989.0,7415.0,,,,,,8968.9,7543.0,,,6113.4,7860.9,3428.0,,3391.0,2703.2,1426.0,941.0,5349.0,,,,,16.1,,2648.2,,2855.8,1336.0,-1079.3,,-1206.4,6750.5,,1045.5,1546.1,,,,1598.0,295.0,721.0,,,,,,2274.9,849.0,,,-580.6,1166.9,,True,True,True,True,False,,,,,True,,True,,True,True,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,,,True,True
34015,1799,3654.0,,3594.0,,2945.0,3005.0,3367.0,,,,,2290.0,,2421.6,,3031.6,3412.0,2575.9,,2278.9,4542.0,,3061.5,2704.8,,,,3462.0,2584.0,3388.1,,,,,,2680.5,2260.0,,,2910.2,3413.0,1855.0,,1795.0,,1146.0,1206.0,1568.0,,,,,491.0,,622.6,,1232.6,1613.0,776.9,,479.9,2743.0,,1262.5,905.8,,,,1663.0,785.0,1589.1,,,,,,881.5,461.0,,,1111.2,1614.0,,True,,True,True,True,,,,,True,,True,,True,True,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,,,True,True
34017,5907,8541.0,,8368.7,8776.4,7226.0,6730.0,8454.0,,,,,6306.6,,7597.4,,7527.9,7659.0,6473.9,,5678.4,11181.0,,7159.5,6808.2,,,,7160.0,5960.0,6957.0,,,,,,8219.7,4508.0,,,7977.8,6845.8,2634.0,,2461.7,2869.4,1319.0,823.0,2547.0,,,,,399.6,,1690.4,,1620.9,1752.0,566.9,,-228.6,5274.0,,1252.5,901.2,,,,1253.0,53.0,1050.0,,,,,,2312.7,-1399.0,,,2070.8,938.8,,True,False,True,True,True,,,,,True,,True,,True,True,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,,,True,True
34019,804,909.0,,927.0,,767.0,837.0,502.0,,,,,598.8,,590.2,,759.3,1255.0,630.5,,819.0,1214.5,,704.0,767.0,,,,1031.0,759.0,1105.9,,,,,,627.6,,,,771.9,954.9,105.0,,123.0,,-37.0,33.0,-302.0,,,,,-205.2,,-213.8,,-44.7,451.0,-173.5,,15.0,410.5,,-100.0,-37.0,,,,227.0,-45.0,301.9,,,,,,-176.4,,,,-32.1,150.9,,False,,True,True,False,,,,,False,,False,,True,False,False,,True,False,,True,True,,,,False,True,False,,,,,,False,,,,True,False
34021,2168,3468.0,,3416.2,,2922.0,2892.0,3272.0,,,,,2386.6,,2718.0,,3010.7,4123.0,2225.5,,2424.5,4350.0,,2884.0,2686.9,,,,3385.0,2559.0,3239.4,,,,,,2359.1,2232.0,,,3223.3,3211.1,1300.0,,1248.2,,754.0,724.0,1104.0,,,,,218.6,,550.0,,842.7,1955.0,57.5,,256.5,2182.0,,716.0,518.9,,,,1217.0,391.0,1071.4,,,,,,191.1,64.0,,,1055.3,1043.1,,True,,True,True,True,,,,,True,,True,,True,False,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,,,True,True
34023,6884,10605.0,,11020.3,9797.0,8805.0,8638.0,14357.0,,,,,6937.8,,9475.4,,8797.8,10158.0,5409.1,,7333.7,11403.0,,8078.5,7794.6,,,,9612.0,7574.0,10814.6,,,,,,10545.3,6811.0,,,9110.8,9285.1,3721.0,,4136.3,2913.0,1921.0,1754.0,7473.0,,,,,53.8,,2591.4,,1913.8,3274.0,-1474.9,,449.7,4519.0,,1194.5,910.6,,,,2728.0,690.0,3930.6,,,,,,3661.3,-73.0,,,2226.8,2401.1,,False,True,True,True,False,,,,,True,,True,,True,True,True,,True,False,,True,True,,,,True,True,False,,,,,,True,True,,,True,True
34025,5876,8817.0,,8633.2,9612.6,7215.0,7026.0,9536.0,,,,,5527.6,,7078.1,,7288.3,8083.0,6350.1,,4790.8,10087.5,,5974.5,6784.6,,,,8515.0,5785.0,8268.2,,,,,,8335.5,5036.0,,,8054.2,8270.6,2941.0,,2757.2,3736.6,1339.0,1150.0,3660.0,,,,,-348.4,,1202.1,,1412.3,2207.0,474.1,,-1085.2,4211.5,,98.5,908.6,,,,2639.0,-91.0,2392.2,,,,,,2459.5,-840.0,,,2178.2,2394.6,,True,False,True,True,False,,,,,True,,True,,True,True,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,,,True,True
34027,4168,6513.0,,6580.1,6840.4,5552.0,5121.0,7792.0,,,,,3754.0,,4576.8,,6675.5,5525.0,3410.5,,3951.9,8756.5,,5764.0,5669.7,,,,6523.0,4385.0,4408.1,,,,,,5945.5,4677.0,,,5823.0,5299.3,2345.0,,2412.1,2672.4,1384.0,953.0,3624.0,,,,,-414.0,,408.8,,2507.5,1357.0,-757.5,,-216.1,4588.5,,1596.0,1501.7,,,,2355.0,217.0,240.1,,,,,,1777.5,509.0,,,1655.0,1131.3,,False,False,True,True,False,,,,,True,,True,,False,True,True,,True,False,,True,True,,,,False,True,True,,,,,,True,True,,,True,True
34029,6599,9141.0,,8930.0,8954.3,7414.0,7088.0,7621.0,,,,,5796.6,,7425.3,,8442.9,8186.0,5424.6,,5628.8,10790.0,,7201.0,7506.0,,,,8617.0,6933.0,7167.2,,,,,,8816.7,5076.0,,,8539.6,7079.9,2542.0,,2331.0,2355.3,815.0,489.0,1022.0,,,,,-802.4,,826.3,,1843.9,1587.0,-1174.4,,-970.2,4191.0,,602.0,907.0,,,,2018.0,334.0,568.2,,,,,,2217.7,-1523.0,,,1940.6,480.9,,True,True,True,True,True,,,,,True,,True,,True,True,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,,,True,True
34031,4553,5148.0,,5133.8,6386.5,4816.0,4740.0,3062.0,,,,,4630.8,,4789.3,,5065.3,6332.0,3433.0,,2698.0,8777.0,,4957.0,4692.9,,,,4596.0,4249.0,5440.9,,,,,,4042.2,3864.0,,,4352.0,5085.8,595.0,,580.8,1833.5,263.0,187.0,-1491.0,,,,,77.8,,236.3,,512.3,1779.0,-1120.0,,-1855.0,4224.0,,404.0,139.9,,,,43.0,-304.0,887.9,,,,,,-510.8,-689.0,,,-201.0,532.8,,True,False,True,True,False,,,,,True,,True,,True,False,False,,False,False,,True,True,,,,True,True,False,,,,,,True,False,,,True,True
34033,274,636.0,,625.0,,519.0,598.0,422.0,,,,,462.3,,387.3,,,672.0,305.7,,382.9,860.0,,476.0,482.2,,,,630.0,497.0,898.9,,,,,,366.3,,,,530.0,763.2,362.0,,351.0,,245.0,324.0,148.0,,,,,188.3,,113.3,,,398.0,31.7,,108.9,586.0,,202.0,208.2,,,,356.0,223.0,624.9,,,,,,92.3,,,,256.0,489.2,,True,,True,True,True,,,,,True,,True,,,False,True,,True,False,,True,True,,,,True,True,False,,,,,,True,,,,True,False
34035,2232,2832.0,,3029.9,,2385.0,2412.0,2332.0,,,,,2226.9,,1969.8,,2501.9,3669.0,1994.8,,1769.8,5406.5,,2164.0,2424.3,,,,2666.0,2227.0,3095.2,,,,,,2159.7,2183.0,,,2594.6,2479.7,600.0,,797.9,,153.0,180.0,100.0,,,,,-5.1,,-262.2,,269.9,1437.0,-237.2,,-462.2,3174.5,,-68.0,192.3,,,,434.0,-5.0,863.2,,,,,,-72.3,-49.0,,,362.6,247.7,,False,,True,True,True,,,,,True,,True,,True,False,True,,True,False,,True,True,,,,True,True,False,,,,,,True,True,,,True,True
34037,996,1542.0,,1571.5,,1201.0,1329.0,1026.0,,,,,967.8,,1076.9,,1106.9,1483.0,1299.0,,1146.0,1885.5,,1031.0,1122.3,,,,1622.0,1273.0,1801.8,,,,,,1315.0,596.0,,,1284.9,1604.2,546.0,,575.5,,205.0,333.0,30.0,,,,,-28.2,,80.9,,110.9,487.0,303.0,,150.0,889.5,,35.0,126.3,,,,626.0,277.0,805.8,,,,,,319.0,-400.0,,,288.9,608.2,,False,,True,True,True,,,,,True,,True,,True,True,True,,True,False,,True,True,,,,False,True,False,,,,,,True,True,,,True,False
34039,4241,5481.0,,5673.9,7068.7,5109.0,5120.0,7753.0,,,,,4930.3,,6094.7,,4781.6,6738.0,3170.8,,3207.7,11248.0,,4070.0,4808.6,,,,5085.0,4387.0,5490.1,,,,,,5235.8,4258.0,,,4807.0,6283.6,1240.0,,1432.9,2827.7,868.0,879.0,3512.0,,,,,689.3,,1853.7,,540.6,2497.0,-1070.2,,-1033.3,7007.0,,-171.0,567.6,,,,844.0,146.0,1249.1,,,,,,994.8,17.0,,,566.0,2042.6,,False,False,True,True,False,,,,,True,,False,,True,False,True,,True,False,,True,True,,,,True,True,False,,,,,,True,True,,,True,False
34041,720,1062.0,,1061.6,,843.0,907.0,944.0,,,,,677.2,,842.6,,838.8,1144.0,647.2,,831.8,1324.0,,821.0,821.4,,,,1110.0,773.0,1100.4,,,,,,700.6,,,,882.2,1057.3,342.0,,341.6,,123.0,187.0,224.0,,,,,-42.8,,122.6,,118.8,424.0,-72.8,,111.8,604.0,,101.0,101.4,,,,390.0,53.0,380.4,,,,,,-19.4,,,,162.2,337.3,,True,,True,True,True,,,,,True,,True,,True,False,True,,True,False,,True,True,,,,False,True,False,,,,,,True,,,,True,True
