,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
35001,2645,4518.0,,4222.0,4736.0,3246.0,3393.0,6139.0,,,,,2555.7,,4331.7,,3105.4,4456.0,1703.2,,3157.4,3773.0,,2313.5,3183.6,,,,3923.0,2383.0,4290.3,,,,,,4713.6,2625.0,,,2793.2,4478.3,1873.0,,1577.0,2091.0,601.0,748.0,3494.0,,,,,-89.3,,1686.7,,460.4,1811.0,-941.8,,512.4,1128.0,,-331.5,538.6,,,,1278.0,-262.0,1645.3,,,,,,2068.6,-20.0,,,148.2,1833.3,,True,False,True,True,False,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,True,True
35003,12,3.0,,2.9,,3.0,6.0,0.0,,,,,4.0,,5.9,,,6.0,0.7,,3.3,,,9.0,0.6,,,,,3.0,,,,,,,,,,,2.5,9.4,-9.0,,-9.1,,-9.0,-6.0,-12.0,,,,,-8.0,,-6.1,,,-6.0,-11.3,,-8.7,,,-3.0,-11.4,,,,,-9.0,,,,,,,,,,,-9.5,-2.6,,False,,False,True,False,,,,,True,,True,,,True,False,,True,,,True,False,,,,,False,,,,,,,,,,,False,True
35005,340,567.0,,568.9,,449.0,430.0,462.0,,,,,485.1,,367.5,,,625.0,230.6,,585.3,697.0,,241.5,360.6,,,,421.0,369.0,602.3,,,,,,444.2,,,,133.8,576.0,227.0,,228.9,,109.0,90.0,122.0,,,,,145.1,,27.5,,,285.0,-109.4,,245.3,357.0,,-98.5,20.6,,,,81.0,29.0,262.3,,,,,,104.2,,,,-206.2,236.0,,False,,True,True,True,,,,,True,,True,,,False,True,,False,False,,True,True,,,,True,True,False,,,,,,True,,,,True,False
35006,135,99.0,,71.8,,93.0,121.0,95.0,,,,,149.6,,154.8,,,236.0,71.9,,143.5,,,77.0,95.8,,,,74.0,63.0,164.9,,,,,,229.7,,,,23.7,190.7,-36.0,,-63.2,,-42.0,-14.0,-40.0,,,,,14.6,,19.8,,,101.0,-63.1,,8.5,,,-58.0,-39.2,,,,-61.0,-72.0,29.9,,,,,,94.7,,,,-111.3,55.7,,False,,False,True,False,,,,,True,,True,,,False,False,,True,,,False,False,,,,False,False,True,,,,,,False,,,,False,False
35007,30,54.0,,68.7,,28.0,42.0,,,,,,47.9,,58.4,,,78.0,11.6,,34.6,,,6.0,27.5,,,,40.0,33.0,35.3,,,,,,,,,,16.9,79.4,24.0,,38.7,,-2.0,12.0,,,,,,17.9,,28.4,,,48.0,-18.4,,4.6,,,-24.0,-2.5,,,,10.0,3.0,5.3,,,,,,,,,,-13.1,49.4,,False,,True,True,,,,,,True,,False,,,False,True,,True,,,False,True,,,,True,True,True,,,,,,,,,,True,False
35009,138,267.0,,265.3,,231.0,208.0,172.0,,,,,242.2,,303.4,,,652.0,200.6,,235.4,322.0,,93.0,178.1,,,,235.0,166.0,234.1,,,,,,300.2,,,,236.7,307.1,129.0,,127.3,,93.0,70.0,34.0,,,,,104.2,,165.4,,,514.0,62.6,,97.4,184.0,,-45.0,40.1,,,,97.0,28.0,96.1,,,,,,162.2,,,,98.7,169.1,,True,,True,True,True,,,,,True,,False,,,False,True,,True,False,,True,True,,,,True,True,True,,,,,,False,,,,True,False
35011,5,12.0,,12.1,,4.0,6.0,0.0,,,,,8.2,,13.6,,,18.0,1.8,,7.9,,,0.0,3.6,,,,7.0,5.0,,,,,,,,,,,11.1,,7.0,,7.1,,-1.0,1.0,-5.0,,,,,3.2,,8.6,,,13.0,-3.2,,2.9,,,-5.0,-1.4,,,,2.0,0.0,,,,,,,,,,,6.1,,,False,,True,True,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,True,True,,,,,,,,,,,True,
35013,1336,1716.0,,1600.5,,1173.0,1120.0,1016.0,,,,,1201.5,,1485.1,,,1569.0,1083.4,,1430.5,1883.0,,993.0,1094.5,,,,1474.0,825.0,1195.3,,,,,,1261.6,887.0,,,1484.1,,380.0,,264.5,,-163.0,-216.0,-320.0,,,,,-134.5,,149.1,,,233.0,-252.6,,94.5,547.0,,-343.0,-241.5,,,,138.0,-511.0,-140.7,,,,,,-74.4,-449.0,,,148.1,,,True,,True,True,True,,,,,True,,True,,,True,True,,True,False,,True,True,,,,True,False,True,,,,,,True,False,,,True,
35015,304,678.0,,670.4,,505.0,502.0,562.0,,,,,454.4,,527.3,,,535.0,280.2,,577.1,540.0,,337.0,395.6,,,,548.0,401.0,526.4,,,,,,600.3,,,,604.7,683.6,374.0,,366.4,,201.0,198.0,258.0,,,,,150.4,,223.3,,,231.0,-23.8,,273.1,236.0,,33.0,91.6,,,,244.0,97.0,222.4,,,,,,296.3,,,,300.7,379.6,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True,False
35017,176,132.0,,136.5,,107.0,128.0,86.0,,,,,109.1,,112.2,,,91.0,50.8,,110.5,,,79.0,104.5,,,,141.0,96.0,117.4,,,,,,,,,,120.6,195.9,-44.0,,-39.5,,-69.0,-48.0,-90.0,,,,,-66.9,,-63.8,,,-85.0,-125.2,,-65.5,,,-97.0,-71.5,,,,-35.0,-80.0,-58.6,,,,,,,,,,-55.4,19.9,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,,False,True
35019,18,27.0,,29.8,,16.0,27.0,0.0,,,,,34.4,,21.5,,,39.0,3.9,,13.1,,,7.0,24.5,,,,16.0,13.0,15.5,,,,,,,,,,13.0,36.5,9.0,,11.8,,-2.0,9.0,-18.0,,,,,16.4,,3.5,,,21.0,-14.1,,-4.9,,,-11.0,6.5,,,,-2.0,-5.0,-2.5,,,,,,,,,,-5.0,18.5,,False,,True,False,False,,,,,False,,True,,,False,False,,True,,,False,True,,,,True,True,True,,,,,,,,,,True,False
35021,0,0.0,,0.0,,0.0,2.0,0.0,,,,,0.0,,0.7,,,13.0,0.1,,0.1,,,,0.0,,,,0.0,0.0,,,,,,,,,,,2.8,,0.0,,0.0,,0.0,2.0,0.0,,,,,0.0,,0.7,,,13.0,0.1,,0.1,,,,0.0,,,,0.0,0.0,,,,,,,,,,,2.8,,,True,,True,False,True,,,,,True,,False,,,False,False,,False,,,,False,,,,True,True,,,,,,,,,,,False,
35023,28,21.0,,12.4,,22.0,25.0,0.0,,,,,22.9,,16.7,,,23.0,50.5,,24.4,,,12.0,24.4,,,,,13.0,,,,,,,,,,,48.3,33.2,-7.0,,-15.6,,-6.0,-3.0,-28.0,,,,,-5.1,,-11.3,,,-5.0,22.5,,-3.6,,,-16.0,-3.6,,,,,-15.0,,,,,,,,,,,20.3,5.2,,False,,True,True,False,,,,,True,,False,,,True,False,,True,,,False,True,,,,,False,,,,,,,,,,,False,True
35025,209,408.0,,415.1,,304.0,380.0,279.0,,,,,477.2,,442.8,,,790.0,98.0,,447.6,746.0,,198.0,308.9,,,,262.0,200.0,625.6,,,,,,295.5,,,,103.8,607.9,199.0,,206.1,,95.0,171.0,70.0,,,,,268.2,,233.8,,,581.0,-111.0,,238.6,537.0,,-11.0,99.9,,,,53.0,-9.0,416.6,,,,,,86.5,,,,-105.2,398.9,,False,,True,True,True,,,,,False,,False,,,False,True,,False,False,,True,True,,,,True,True,False,,,,,,True,,,,True,False
35027,77,237.0,,224.0,,181.0,168.0,314.0,,,,,112.5,,171.9,,,141.0,376.9,,165.3,,,177.0,171.2,,,,309.0,145.0,101.5,,,,,,,,,,209.7,181.0,160.0,,147.0,,104.0,91.0,237.0,,,,,35.5,,94.9,,,64.0,299.9,,88.3,,,100.0,94.2,,,,232.0,68.0,24.5,,,,,,,,,,132.7,104.0,,True,,True,True,False,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,True,True,,,,,,,,,,True,True
35028,31,72.0,,77.8,,52.0,58.0,34.0,,,,,39.1,,51.1,,,147.0,83.7,,60.0,,,37.0,53.1,,,,91.0,30.0,47.2,,,,,,,,,,75.8,79.9,41.0,,46.8,,21.0,27.0,3.0,,,,,8.1,,20.1,,,116.0,52.7,,29.0,,,6.0,22.1,,,,60.0,-1.0,16.2,,,,,,,,,,44.8,48.9,,False,,True,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,,,,False,False
35029,142,345.0,,328.4,,280.0,258.0,273.0,,,,,174.3,,112.7,,,97.0,591.3,,308.2,,,217.0,288.2,,,,374.0,213.0,133.1,,,,,,,,,,424.8,320.9,203.0,,186.4,,138.0,116.0,131.0,,,,,32.3,,-29.3,,,-45.0,449.3,,166.2,,,75.0,146.2,,,,232.0,71.0,-8.9,,,,,,,,,,282.8,178.9,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,True,True,,,,,,,,,,False,True
35031,467,861.0,,893.3,,641.0,698.0,503.0,,,,,717.6,,696.8,,632.0,728.0,296.1,,597.2,1021.0,,506.0,575.5,,,,,602.0,951.3,,,,,,575.3,,,,766.0,911.7,394.0,,426.3,,174.0,231.0,36.0,,,,,250.6,,229.8,,165.0,261.0,-170.9,,130.2,554.0,,39.0,108.5,,,,,135.0,484.3,,,,,,108.3,,,,299.0,444.7,,False,,True,True,True,,,,,True,,True,,True,True,True,,True,False,,True,True,,,,,True,False,,,,,,True,,,,True,False
35033,7,12.0,,11.3,,5.0,10.0,0.0,,,,,10.1,,29.0,,,36.0,1.0,,5.7,,,20.0,5.3,,,,7.0,5.0,,,,,,,,,,,1.3,,5.0,,4.3,,-2.0,3.0,-7.0,,,,,3.1,,22.0,,,29.0,-6.0,,-1.3,,,13.0,-1.7,,,,0.0,-2.0,,,,,,,,,,,-5.7,,,True,,True,True,False,,,,,True,,False,,,False,False,,True,,,False,True,,,,True,True,,,,,,,,,,,False,
35035,319,390.0,,401.6,,313.0,309.0,450.0,,,,,238.3,,389.2,,,428.0,260.8,,275.7,1814.5,,278.0,278.5,,,,450.0,213.0,371.4,,,,,,226.0,,,,378.2,353.3,71.0,,82.6,,-6.0,-10.0,131.0,,,,,-80.7,,70.2,,,109.0,-58.2,,-43.3,1495.5,,-41.0,-40.5,,,,131.0,-106.0,52.4,,,,,,-93.0,,,,59.2,34.3,,False,,True,True,False,,,,,False,,True,,,False,True,,True,False,,True,True,,,,False,False,True,,,,,,False,,,,True,True
35037,17,15.0,,10.6,,13.0,21.0,0.0,,,,,18.2,,31.5,,,70.0,17.8,,18.1,,,0.0,11.0,,,,21.0,9.0,37.4,,,,,,,,,,16.6,27.4,-2.0,,-6.4,,-4.0,4.0,-17.0,,,,,1.2,,14.5,,,53.0,0.8,,1.1,,,-17.0,-6.0,,,,4.0,-8.0,20.4,,,,,,,,,,-0.4,10.4,,False,,False,False,False,,,,,True,,False,,,False,True,,True,,,False,False,,,,False,False,False,,,,,,,,,,True,False
35039,185,348.0,,339.9,,279.0,275.0,309.0,,,,,232.5,,341.2,,,203.0,200.8,,249.3,,,240.5,255.1,,,,380.0,208.0,,,,,,,430.9,,,,267.0,320.5,163.0,,154.9,,94.0,90.0,124.0,,,,,47.5,,156.2,,,18.0,15.8,,64.3,,,55.5,70.1,,,,195.0,23.0,,,,,,,245.9,,,,82.0,135.5,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,,,,,,,False,,,,True,True
35041,69,87.0,,85.8,,65.0,86.0,71.0,,,,,87.2,,122.7,,,236.0,44.2,,101.6,,,35.0,62.8,,,,55.0,60.0,145.8,,,,,,,,,,22.5,131.1,18.0,,16.8,,-4.0,17.0,2.0,,,,,18.2,,53.7,,,167.0,-24.8,,32.6,,,-34.0,-6.2,,,,-14.0,-9.0,76.8,,,,,,,,,,-46.5,62.1,,True,,True,True,True,,,,,False,,False,,,False,False,,False,,,False,True,,,,True,True,False,,,,,,,,,,False,False
35043,629,870.0,,935.3,,706.0,692.0,417.0,,,,,606.4,,731.5,,,1017.0,334.8,,635.0,811.5,,518.5,639.9,,,,775.0,426.0,1113.3,,,,,,1405.3,626.0,,,644.5,831.3,241.0,,306.3,,77.0,63.0,-212.0,,,,,-22.6,,102.5,,,388.0,-294.2,,6.0,182.5,,-110.5,10.9,,,,146.0,-203.0,484.3,,,,,,776.3,-3.0,,,15.5,202.3,,False,,True,True,True,,,,,True,,True,,,False,False,,True,True,,True,True,,,,True,True,False,,,,,,False,True,,,True,True
35045,534,1068.0,,1077.8,,1107.0,992.0,658.0,,,,,1032.7,,903.0,,,1281.0,393.4,,815.6,1215.5,,603.0,723.9,,,,733.0,645.0,1307.7,,,,,,1141.5,,,,1270.8,1504.4,534.0,,543.8,,573.0,458.0,124.0,,,,,498.7,,369.0,,,747.0,-140.6,,281.6,681.5,,69.0,189.9,,,,199.0,111.0,773.7,,,,,,607.5,,,,736.8,970.4,,False,,False,True,True,,,,,True,,True,,,False,True,,True,False,,True,True,,,,True,True,False,,,,,,False,,,,False,False
35047,82,162.0,,159.9,,106.0,113.0,127.0,,,,,86.5,,117.1,,,295.0,90.0,,118.3,,,90.0,103.2,,,,166.0,92.0,113.4,,,,,,,,,,107.1,140.3,80.0,,77.9,,24.0,31.0,45.0,,,,,4.5,,35.1,,,213.0,8.0,,36.3,,,8.0,21.2,,,,84.0,10.0,31.4,,,,,,,,,,25.1,58.3,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,True,,,,,,,,,,True,True
35049,416,948.0,,953.9,,715.0,755.0,797.0,,,,,509.7,,724.6,,736.6,1046.0,407.9,,779.4,1059.5,,635.0,601.9,,,,918.0,578.0,834.4,,,,,,1319.5,561.0,,,785.0,927.0,532.0,,537.9,,299.0,339.0,381.0,,,,,93.7,,308.6,,320.6,630.0,-8.1,,363.4,643.5,,219.0,185.9,,,,502.0,162.0,418.4,,,,,,903.5,145.0,,,369.0,511.0,,False,,True,True,True,,,,,True,,True,,True,False,True,,True,False,,True,True,,,,True,True,True,,,,,,False,True,,,True,True
35051,17,30.0,,29.8,,19.0,34.0,0.0,,,,,35.7,,59.7,,,42.0,5.8,,38.1,,,0.0,17.2,,,,24.0,22.0,44.3,,,,,,,,,,7.2,73.6,13.0,,12.8,,2.0,17.0,-17.0,,,,,18.7,,42.7,,,25.0,-11.2,,21.1,,,-17.0,0.2,,,,7.0,5.0,27.3,,,,,,,,,,-9.8,56.6,,True,,True,False,False,,,,,False,,False,,,False,True,,False,,,False,True,,,,True,True,False,,,,,,,,,,True,False
35053,91,105.0,,107.3,,96.0,87.0,0.0,,,,,72.7,,133.8,,,139.0,151.4,,65.7,,,103.0,91.5,,,,101.0,54.0,106.8,,,,,,,,,,110.3,85.6,14.0,,16.3,,5.0,-4.0,-91.0,,,,,-18.3,,42.8,,,48.0,60.4,,-25.3,,,12.0,0.5,,,,10.0,-37.0,15.8,,,,,,,,,,19.3,-5.4,,False,,True,True,False,,,,,False,,False,,,False,False,,False,,,True,True,,,,True,False,False,,,,,,,,,,False,True
35055,45,147.0,,143.7,,130.0,115.0,141.0,,,,,93.8,,178.7,,,181.0,164.4,,99.5,134.5,,65.0,98.0,,,,172.0,69.0,136.9,,,,,,,,,,156.5,166.4,102.0,,98.7,,85.0,70.0,96.0,,,,,48.8,,133.7,,,136.0,119.4,,54.5,89.5,,20.0,53.0,,,,127.0,24.0,91.9,,,,,,,,,,111.5,121.4,,True,,True,True,True,,,,,True,,False,,,False,False,,True,True,,True,True,,,,False,True,True,,,,,,,,,,False,False
35057,34,72.0,,71.6,,47.0,50.0,56.0,,,,,33.6,,46.1,,,124.0,29.7,,33.2,,,42.0,46.7,,,,77.0,36.0,81.5,,,,,,,,,,46.4,56.7,38.0,,37.6,,13.0,16.0,22.0,,,,,-0.4,,12.1,,,90.0,-4.3,,-0.8,,,8.0,12.7,,,,43.0,2.0,47.5,,,,,,,,,,12.4,22.7,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,,,,True,True
35059,8,3.0,,3.4,,4.0,8.0,0.0,,,,,15.5,,19.3,,,19.0,1.9,,4.5,,,11.0,1.6,,,,,1.0,12.4,,,,,,,,,,4.1,11.5,-5.0,,-4.6,,-4.0,0.0,-8.0,,,,,7.5,,11.3,,,11.0,-6.1,,-3.5,,,3.0,-6.4,,,,,-7.0,4.4,,,,,,,,,,-3.9,3.5,,True,,True,True,False,,,,,False,,False,,,False,False,,True,,,True,False,,,,,False,True,,,,,,,,,,True,True
35061,277,423.0,,469.0,,337.0,362.0,268.0,,,,,317.0,,471.4,,,635.0,265.1,,315.0,636.5,,212.0,283.8,,,,374.0,235.0,363.0,,,,,,835.6,,,,288.1,534.8,146.0,,192.0,,60.0,85.0,-9.0,,,,,40.0,,194.4,,,358.0,-11.9,,38.0,359.5,,-65.0,6.8,,,,97.0,-42.0,86.0,,,,,,558.6,,,,11.1,257.8,,False,,True,True,True,,,,,True,,False,,,False,True,,True,False,,True,True,,,,True,True,True,,,,,,False,,,,True,False
36001,1817,3696.0,,3546.2,,2984.0,3172.0,3619.0,,,,,2380.6,,2786.1,,3058.5,3490.0,2691.7,,3104.4,3280.0,,2848.0,2962.0,,,,4135.0,2403.0,4511.0,,,,,,3024.4,2414.0,,,2884.0,3671.9,1879.0,,1729.2,,1167.0,1355.0,1802.0,,,,,563.6,,969.1,,1241.5,1673.0,874.7,,1287.4,1463.0,,1031.0,1145.0,,,,2318.0,586.0,2694.0,,,,,,1207.4,597.0,,,1067.0,1854.9,,True,,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,True,True
36003,279,333.0,,325.1,,284.0,316.0,202.0,,,,,248.5,,369.7,,,479.0,131.9,,255.8,307.5,,247.0,271.5,,,,323.0,301.0,424.0,,,,,,235.7,,,,222.1,388.0,54.0,,46.1,,5.0,37.0,-77.0,,,,,-30.5,,90.7,,,200.0,-147.1,,-23.2,28.5,,-32.0,-7.5,,,,44.0,22.0,145.0,,,,,,-43.3,,,,-56.9,109.0,,True,,True,True,False,,,,,True,,False,,,False,False,,True,True,,True,True,,,,True,True,False,,,,,,True,,,,False,False
36005,19090,23871.0,,23394.7,21629.3,19241.0,19066.0,16867.0,,,,,20116.3,,19464.9,,23966.8,,31883.7,,20392.0,18526.0,,21622.0,19796.6,,,,22968.0,15970.0,19107.8,,,,,,12433.2,16382.0,,,18842.9,,4781.0,,4304.7,2539.3,151.0,-24.0,-2223.0,,,,,1026.3,,374.9,,4876.8,,12793.7,,1302.0,-564.0,,2532.0,706.6,,,,3878.0,-3120.0,17.8,,,,,,-6656.8,-2708.0,,,-247.1,,,True,True,True,True,True,,,,,True,,True,,False,,False,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,True,
36007,1494,2541.0,,2432.8,,1942.0,1877.0,2291.0,,,,,1495.9,,2190.3,,,2148.0,2011.1,,1763.5,2181.5,,1609.5,1928.7,,,,2839.0,1973.0,2088.2,,,,,,2126.5,1641.0,,,1868.6,1896.6,1047.0,,938.8,,448.0,383.0,797.0,,,,,1.9,,696.3,,,654.0,517.1,,269.5,687.5,,115.5,434.7,,,,1345.0,479.0,594.2,,,,,,632.5,147.0,,,374.6,402.6,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,True,True
36009,511,531.0,,535.4,,467.0,533.0,316.0,,,,,415.4,,345.9,,,837.0,427.3,,489.8,568.0,,437.0,457.4,,,,628.0,468.0,987.3,,,,,,762.9,,,,378.1,540.0,20.0,,24.4,,-44.0,22.0,-195.0,,,,,-95.6,,-165.1,,,326.0,-83.7,,-21.2,57.0,,-74.0,-53.6,,,,117.0,-43.0,476.3,,,,,,251.9,,,,-132.9,29.0,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,,False,False
36011,372,645.0,,687.4,,573.0,674.0,308.0,,,,,632.5,,673.7,,,818.0,525.5,,580.7,658.5,,337.0,494.6,,,,723.0,574.0,1088.7,,,,,,687.1,,,,353.9,945.0,273.0,,315.4,,201.0,302.0,-64.0,,,,,260.5,,301.7,,,446.0,153.5,,208.7,286.5,,-35.0,122.6,,,,351.0,202.0,716.7,,,,,,315.1,,,,-18.1,573.0,,False,,True,False,True,,,,,True,,False,,,False,True,,True,False,,True,True,,,,False,True,False,,,,,,False,,,,True,False
36013,761,1332.0,,1409.5,,1112.0,1236.0,1120.0,,,,,874.0,,990.5,,,1441.0,834.5,,1126.6,1375.5,,1120.0,1058.1,,,,1565.0,1065.0,1908.7,,,,,,1316.1,,,,954.6,1310.6,571.0,,648.5,,351.0,475.0,359.0,,,,,113.0,,229.5,,,680.0,73.5,,365.6,614.5,,359.0,297.1,,,,804.0,304.0,1147.7,,,,,,555.1,,,,193.6,549.6,,False,,True,True,True,,,,,True,,True,,,False,True,,True,False,,True,True,,,,False,True,False,,,,,,True,,,,True,True
36015,332,708.0,,701.0,,589.0,618.0,487.0,,,,,550.7,,607.4,,,910.0,444.6,,479.0,715.0,,502.0,438.2,,,,693.0,598.0,1053.4,,,,,,423.9,,,,506.1,651.4,376.0,,369.0,,257.0,286.0,155.0,,,,,218.7,,275.4,,,578.0,112.6,,147.0,383.0,,170.0,106.2,,,,361.0,266.0,721.4,,,,,,91.9,,,,174.1,319.4,,True,,True,True,True,,,,,True,,True,,,False,True,,True,False,,True,True,,,,True,True,False,,,,,,True,,,,True,True
36017,281,570.0,,564.5,,449.0,449.0,443.0,,,,,258.4,,389.8,,,449.0,526.4,,429.7,374.0,,485.0,436.0,,,,636.0,437.0,461.8,,,,,,,,,,518.6,427.9,289.0,,283.5,,168.0,168.0,162.0,,,,,-22.6,,108.8,,,168.0,245.4,,148.7,93.0,,204.0,155.0,,,,355.0,156.0,180.8,,,,,,,,,,237.6,146.9,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,,,,,True,True
36019,699,930.0,,985.2,,690.0,699.0,692.0,,,,,376.0,,738.4,,,734.0,669.5,,717.2,931.5,,668.0,689.2,,,,688.0,736.0,781.9,,,,,,1083.7,,,,657.5,704.1,231.0,,286.2,,-9.0,0.0,-7.0,,,,,-323.0,,39.4,,,35.0,-29.5,,18.2,232.5,,-31.0,-9.8,,,,-11.0,37.0,82.9,,,,,,384.7,,,,-41.5,5.1,,False,,True,True,True,,,,,False,,True,,,True,True,,True,False,,True,True,,,,True,True,True,,,,,,False,,,,True,True
36021,358,783.0,,767.1,,602.0,639.0,436.0,,,,,374.8,,613.8,,,646.0,1008.5,,598.6,545.0,,608.0,564.0,,,,1022.0,605.0,719.3,,,,,,1197.0,,,,581.1,754.2,425.0,,409.1,,244.0,281.0,78.0,,,,,16.8,,255.8,,,288.0,650.5,,240.6,187.0,,250.0,206.0,,,,664.0,247.0,361.3,,,,,,839.0,,,,223.1,396.2,,True,,True,True,True,,,,,True,,True,,,True,False,,True,True,,True,True,,,,False,True,True,,,,,,False,,,,True,True
36023,242,282.0,,275.4,,220.0,278.0,139.0,,,,,267.6,,315.6,,,548.0,179.8,,244.2,231.0,,171.0,230.7,,,,291.0,280.0,620.9,,,,,,399.2,,,,140.4,273.9,40.0,,33.4,,-22.0,36.0,-103.0,,,,,25.6,,73.6,,,306.0,-62.2,,2.2,-11.0,,-71.0,-11.3,,,,49.0,38.0,378.9,,,,,,157.2,,,,-101.6,31.9,,True,,True,True,False,,,,,True,,False,,,False,False,,True,True,,False,True,,,,False,True,False,,,,,,False,,,,False,True
36025,233,315.0,,325.8,,272.0,269.0,287.0,,,,,151.5,,198.9,,,434.0,246.1,,292.3,310.0,,269.0,226.4,,,,417.0,319.0,385.4,,,,,,,,,,261.9,215.7,82.0,,92.8,,39.0,36.0,54.0,,,,,-81.5,,-34.1,,,201.0,13.1,,59.3,77.0,,36.0,-6.6,,,,184.0,86.0,152.4,,,,,,,,,,28.9,-17.3,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,False,False,,,,,,,,,,True,True
