,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
37011,206,385.0,209.0,,,,,499.0,1702.2,311.0,,160.0,,,,,,179.0,3.0,,,,,293.0,1496.2,105.0,,-46.0,,,,,,True,,,,,False,False,True,,True,,,,,
37013,761,1285.0,443.0,,,,,1508.0,1953.5,1085.6,,1036.0,,,852.2,,,524.0,-318.0,,,,,747.0,1192.5,324.6,,275.0,,,91.2,,,True,,,,,False,False,True,,True,,,True,,
37015,197,405.0,388.0,,,,,405.0,356.5,340.9,,332.0,,,,,,208.0,191.0,,,,,208.0,159.5,143.9,,135.0,,,,,,True,,,,,False,True,True,,True,,,,,
37017,610,860.0,496.0,,,,,952.0,1072.2,721.0,,766.0,,,591.4,,,250.0,-114.0,,,,,342.0,462.2,111.0,,156.0,,,-18.6,,,True,,,,,False,False,True,,True,,,True,,
37019,2128,2570.0,1090.0,,,,,2699.0,3482.7,2331.5,,2430.0,,,2427.5,3259.0,,442.0,-1038.0,,,,,571.0,1354.7,203.5,,302.0,,,299.5,1131.0,,False,,,,,False,False,True,,True,,,True,False,
37021,3270,5400.0,1803.0,,,,,7612.0,3742.8,4041.5,,4465.5,,,2896.1,4846.0,,2130.0,-1467.0,,,,,4342.0,472.8,771.5,,1195.5,,,-373.9,1576.0,,True,,,,,False,True,True,,True,,,True,True,
37023,1563,3350.0,5209.0,,,,,3343.0,1757.7,2110.6,,2550.5,,,2684.1,,,1787.0,3646.0,,,,,1780.0,194.7,547.6,,987.5,,,1121.1,,,False,,,,,True,True,True,,True,,,True,,
37025,3882,6230.0,2770.0,,,,,7472.0,6039.8,5115.5,,5173.0,,,5495.6,3961.0,,2348.0,-1112.0,,,,,3590.0,2157.8,1233.5,,1291.0,,,1613.6,79.0,,True,,,,,False,True,True,,True,,,True,True,
37027,1279,2505.0,1170.0,,,,,2919.0,1462.6,1888.3,,1753.0,,,1398.3,,,1226.0,-109.0,,,,,1640.0,183.6,609.3,,474.0,,,119.3,,,True,,,,,False,True,True,,True,,,True,,
37029,152,280.0,402.0,,,,,179.0,420.4,225.4,,313.0,,,,,,128.0,250.0,,,,,27.0,268.4,73.4,,161.0,,,,,,False,,,,,True,False,True,,False,,,,,
37031,962,1365.0,1086.0,,,,,2129.0,1376.4,1157.7,,1292.0,,,812.0,,,403.0,124.0,,,,,1167.0,414.4,195.7,,330.0,,,-150.0,,,True,,,,,False,False,True,,True,,,True,,
37033,415,795.0,1078.0,,,,,559.0,848.8,612.1,,849.0,,,,,,380.0,663.0,,,,,144.0,433.8,197.1,,434.0,,,,,,False,,,,,True,False,True,,False,,,,,
37035,3395,5975.0,13691.0,,,,,5587.0,4596.5,3324.7,,4122.5,,,2856.7,3591.0,,2580.0,10296.0,,,,,2192.0,1201.5,-70.3,,727.5,,,-538.3,196.0,,False,,,,,True,True,True,,True,,,True,True,
37037,743,1055.0,1378.0,,,,,1636.0,788.2,967.9,,866.0,,,504.3,,,312.0,635.0,,,,,893.0,45.2,224.9,,123.0,,,-238.7,,,False,,,,,False,True,True,,True,,,True,,
37039,410,725.0,308.0,,,,,690.0,1325.6,591.4,,1063.0,,,,,,315.0,-102.0,,,,,280.0,915.6,181.4,,653.0,,,,,,True,,,,,True,False,True,,False,,,,,
37041,317,430.0,429.0,,,,,309.0,689.7,319.2,,443.5,,,,,,113.0,112.0,,,,,-8.0,372.7,2.2,,126.5,,,,,,True,,,,,True,False,True,,False,,,,,
37043,115,240.0,72.0,,,,,254.0,668.2,244.0,,362.0,,,,,,125.0,-43.0,,,,,139.0,553.2,129.0,,247.0,,,,,,True,,,,,False,False,False,,False,,,,,
37045,1639,3210.0,5824.0,,,,,3383.0,3428.9,2306.0,,2627.5,,,3187.2,,,1571.0,4185.0,,,,,1744.0,1789.9,667.0,,988.5,,,1548.2,,,False,,,,,False,False,True,,True,,,True,,
37047,1179,1580.0,1904.0,,,,,1685.0,2663.2,1384.9,,1271.5,,,964.3,,,401.0,725.0,,,,,506.0,1484.2,205.9,,92.5,,,-214.7,,,False,,,,,False,False,True,,True,,,True,,
37049,1736,2440.0,1298.0,,,,,2973.0,3078.0,1990.7,,1831.0,,,1679.3,,,704.0,-438.0,,,,,1237.0,1342.0,254.7,,95.0,,,-56.7,,,True,,,,,False,False,True,,True,,,True,,
37051,6035,7775.0,4414.0,,,,,9367.0,11756.3,7141.3,,8807.5,,,7867.3,10706.0,,1740.0,-1621.0,,,,,3332.0,5721.3,1106.3,,2772.5,,,1832.3,4671.0,,True,,,,,False,False,True,,False,,,False,False,
37053,435,600.0,493.0,,,,,454.0,800.8,462.7,,707.5,,,,,,165.0,58.0,,,,,19.0,365.8,27.7,,272.5,,,,,,True,,,,,True,False,True,,False,,,,,
37055,397,875.0,542.0,,,,,841.0,873.0,693.7,,740.0,,,,,,478.0,145.0,,,,,444.0,476.0,296.7,,343.0,,,,,,True,,,,,True,True,True,,True,,,,,
37057,3098,5370.0,2670.0,,,,,5521.0,4681.6,3504.9,,5072.5,,,4830.9,6362.0,,2272.0,-428.0,,,,,2423.0,1583.6,406.9,,1974.5,,,1732.9,3264.0,,True,,,,,False,True,True,,True,,,True,False,
37059,801,1080.0,554.0,,,,,1252.0,720.9,684.2,,1068.0,,,951.7,,,279.0,-247.0,,,,,451.0,-80.1,-116.8,,267.0,,,150.7,,,True,,,,,False,True,True,,True,,,True,,
37061,730,1335.0,730.0,,,,,2037.0,1215.4,1213.1,,1135.0,,,840.0,,,605.0,0.0,,,,,1307.0,485.4,483.1,,405.0,,,110.0,,,True,,,,,False,True,True,,True,,,True,,
37063,3655,5510.0,2143.0,,,,,6951.0,8174.4,5076.4,,5237.5,,,3102.9,11564.0,,1855.0,-1512.0,,,,,3296.0,4519.4,1421.4,,1582.5,,,-552.1,7909.0,,True,,,,,False,False,True,,True,,,True,False,
37065,843,940.0,614.0,,,,,1482.0,1532.5,759.2,,914.0,,,538.3,,,97.0,-229.0,,,,,639.0,689.5,-83.8,,71.0,,,-304.7,,,False,,,,,False,False,True,,True,,,False,,
37067,6365,8710.0,7786.0,,,,,9900.0,7412.7,6644.0,,7798.5,,,6737.1,10112.0,,2345.0,1421.0,,,,,3535.0,1047.7,279.0,,1433.5,,,372.1,3747.0,,True,,,,,False,True,True,,True,,,True,False,
37069,1134,1705.0,875.0,,,,,1753.0,1673.5,1502.5,,1853.0,,,1417.2,,,571.0,-259.0,,,,,619.0,539.5,368.5,,719.0,,,283.2,,,True,,,,,False,True,True,,False,,,True,,
37071,3972,7795.0,13972.0,,,,,8182.0,5950.9,4750.6,,6125.0,,,5743.8,6134.0,,3823.0,10000.0,,,,,4210.0,1978.9,778.6,,2153.0,,,1771.8,2162.0,,False,,,,,False,True,True,,True,,,True,True,
37073,202,240.0,349.0,,,,,246.0,358.4,181.2,,174.0,,,,,,38.0,147.0,,,,,44.0,156.4,-20.8,,-28.0,,,,,,False,,,,,False,False,True,,True,,,,,
37075,60,125.0,53.0,,,,,218.0,120.5,154.9,,82.0,,,,,,65.0,-7.0,,,,,158.0,60.5,94.9,,22.0,,,,,,True,,,,,False,True,False,,True,,,,,
37077,811,975.0,387.0,,,,,1505.0,1993.5,993.3,,1187.5,,,1130.1,,,164.0,-424.0,,,,,694.0,1182.5,182.3,,376.5,,,319.1,,,False,,,,,False,False,False,,False,,,False,,
37079,370,465.0,653.0,,,,,620.0,448.5,356.3,,463.5,,,,,,95.0,283.0,,,,,250.0,78.5,-13.7,,93.5,,,,,,False,,,,,False,True,True,,True,,,,,
37081,8341,12590.0,4491.0,,,,,13172.0,15880.0,10480.5,,12702.5,,,8787.1,15096.0,,4249.0,-3850.0,,,,,4831.0,7539.0,2139.5,,4361.5,,,446.1,6755.0,,True,,,,,False,False,True,,False,,,True,False,
37083,1168,2065.0,2617.0,,,,,1185.0,1867.9,1301.3,,1470.0,,,1011.1,,,897.0,1449.0,,,,,17.0,699.9,133.3,,302.0,,,-156.9,,,False,,,,,True,True,True,,True,,,True,,
37085,2030,3210.0,2943.0,,,,,3951.0,3165.5,2436.5,,2998.0,,,2741.2,2898.0,,1180.0,913.0,,,,,1921.0,1135.5,406.5,,968.0,,,711.2,868.0,,True,,,,,False,True,True,,True,,,True,True,
37087,888,1280.0,419.0,,,,,2162.0,1474.8,1128.1,,1376.5,,,745.0,,,392.0,-469.0,,,,,1274.0,586.8,240.1,,488.5,,,-143.0,,,False,,,,,False,False,True,,False,,,True,,
37089,1737,3175.0,2547.0,,,,,3681.0,3290.6,2415.0,,3710.0,,,2417.3,,,1438.0,810.0,,,,,1944.0,1553.6,678.0,,1973.0,,,680.3,,,True,,,,,False,False,True,,False,,,True,,
37091,301,505.0,464.0,,,,,519.0,375.9,352.1,,398.0,,,,,,204.0,163.0,,,,,218.0,74.9,51.1,,97.0,,,,,,True,,,,,False,True,True,,True,,,,,
37093,733,1215.0,952.0,,,,,1619.0,1048.3,1062.3,,1084.0,,,931.1,,,482.0,219.0,,,,,886.0,315.3,329.3,,351.0,,,198.1,,,True,,,,,False,True,True,,True,,,True,,
37095,65,500.0,365.0,,,,,185.0,407.8,224.8,,322.0,,,,,,435.0,300.0,,,,,120.0,342.8,159.8,,257.0,,,,,,True,,,,,True,True,True,,True,,,,,
37097,4055,5770.0,3748.0,,,,,5601.0,5867.3,3870.4,,5347.5,,,4717.0,4915.0,,1715.0,-307.0,,,,,1546.0,1812.3,-184.6,,1292.5,,,662.0,860.0,,True,,,,,True,False,True,,True,,,True,True,
37099,536,760.0,412.0,,,,,1506.0,628.8,610.7,,864.0,,,537.0,,,224.0,-124.0,,,,,970.0,92.8,74.7,,328.0,,,1.0,,,True,,,,,False,True,True,,False,,,True,,
37101,3452,4980.0,3490.0,,,,,5898.0,2961.2,4488.9,,3885.5,,,2107.5,4278.0,,1528.0,38.0,,,,,2446.0,-490.8,1036.9,,433.5,,,-1344.5,826.0,,True,,,,,False,True,True,,True,,,True,True,
37103,187,245.0,310.0,,,,,266.0,114.0,145.9,,139.0,,,,,,58.0,123.0,,,,,79.0,-73.0,-41.1,,-48.0,,,,,,False,,,,,False,False,True,,True,,,,,
37105,1015,1615.0,890.0,,,,,1673.0,1946.4,1310.6,,1442.5,,,860.1,,,600.0,-125.0,,,,,658.0,931.4,295.6,,427.5,,,-154.9,,,True,,,,,False,False,True,,True,,,True,,
37107,1198,1880.0,1530.0,,,,,1728.0,2983.9,1364.9,,1399.5,,,1227.0,,,682.0,332.0,,,,,530.0,1785.9,166.9,,201.5,,,29.0,,,True,,,,,True,False,True,,True,,,True,,
37109,1734,3225.0,4737.0,,,,,3054.0,3235.5,2318.2,,3231.5,,,2707.3,,,1491.0,3003.0,,,,,1320.0,1501.5,584.2,,1497.5,,,973.3,,,False,,,,,True,False,True,,False,,,True,,
37111,825,1570.0,1281.0,,,,,1626.0,1291.6,1037.2,,1497.5,,,614.6,,,745.0,456.0,,,,,801.0,466.6,212.2,,672.5,,,-210.4,,,True,,,,,False,True,True,,True,,,True,,
37113,561,1020.0,338.0,,,,,896.0,1526.3,1062.6,,988.0,,,,,,459.0,-223.0,,,,,335.0,965.3,501.6,,427.0,,,,,,True,,,,,True,False,False,,True,,,,,
37115,278,510.0,416.0,,,,,710.0,1097.9,372.2,,466.5,,,,,,232.0,138.0,,,,,432.0,819.9,94.2,,188.5,,,,,,True,,,,,False,False,True,,True,,,,,
37117,341,440.0,125.0,,,,,563.0,494.3,409.9,,299.0,,,,,,99.0,-216.0,,,,,222.0,153.3,68.9,,-42.0,,,,,,False,,,,,False,False,True,,True,,,,,
37119,18455,30195.0,12799.0,,,,,30210.0,28540.1,28409.6,,28458.0,,,24780.0,24667.0,,11740.0,-5656.0,,,,,11755.0,10085.1,9954.6,,10003.0,,,6325.0,6212.0,,True,,,,,False,True,True,,True,,,True,True,
37121,245,215.0,149.0,,,,,431.0,112.5,168.0,,103.0,,,,,,-30.0,-96.0,,,,,186.0,-132.5,-77.0,,-142.0,,,,,,False,,,,,False,False,False,,False,,,,,
37123,551,985.0,1116.0,,,,,1009.0,2078.5,717.1,,847.0,,,359.8,,,434.0,565.0,,,,,458.0,1527.5,166.1,,296.0,,,-191.2,,,False,,,,,False,False,True,,True,,,True,,
37125,1618,2470.0,1435.0,,,,,2933.0,2272.8,2014.1,,1996.0,,,1965.9,,,852.0,-183.0,,,,,1315.0,654.8,396.1,,378.0,,,347.9,,,True,,,,,False,True,True,,True,,,True,,
37127,2392,1995.0,1652.0,,,,,2589.0,1776.7,1549.8,,1608.0,,,1189.2,,,-397.0,-740.0,,,,,197.0,-615.3,-842.2,,-784.0,,,-1202.8,,,False,,,,,True,False,False,,False,,,False,,
37129,4413,3430.0,1968.0,,,,,5711.0,4088.1,3064.0,,3377.0,,,2310.9,2588.0,,-983.0,-2445.0,,,,,1298.0,-324.9,-1349.0,,-1036.0,,,-2102.1,-1825.0,,False,,,,,False,True,False,,False,,,False,False,
37131,334,645.0,478.0,,,,,353.0,591.3,412.7,,627.0,,,,,,311.0,144.0,,,,,19.0,257.3,78.7,,293.0,,,,,,True,,,,,True,True,True,,True,,,,,
37133,3168,4520.0,1545.0,,,,,6284.0,5677.1,3603.0,,4283.5,,,3297.8,3780.0,,1352.0,-1623.0,,,,,3116.0,2509.1,435.0,,1115.5,,,129.8,612.0,,False,,,,,False,False,True,,True,,,True,True,
37135,1539,2010.0,998.0,,,,,3354.0,3121.5,2186.3,,2228.0,,,1696.5,2005.0,,471.0,-541.0,,,,,1815.0,1582.5,647.3,,689.0,,,157.5,466.0,,False,,,,,False,False,False,,False,,,True,True,
37137,263,260.0,281.0,,,,,336.0,980.0,164.7,,403.0,,,,,,-3.0,18.0,,,,,73.0,717.0,-98.3,,140.0,,,,,,False,,,,,False,False,False,,False,,,,,
37139,651,1245.0,786.0,,,,,745.0,827.3,782.2,,1109.5,,,1003.1,,,594.0,135.0,,,,,94.0,176.3,131.2,,458.5,,,352.1,,,True,,,,,True,True,True,,True,,,True,,
37141,1048,1395.0,1035.0,,,,,1641.0,1630.4,1181.2,,1495.5,,,994.3,,,347.0,-13.0,,,,,593.0,582.4,133.2,,447.5,,,-53.7,,,True,,,,,False,False,True,,False,,,True,,
37143,192,310.0,209.0,,,,,252.0,132.8,232.8,,242.0,,,,,,118.0,17.0,,,,,60.0,-59.2,40.8,,50.0,,,,,,True,,,,,True,True,True,,True,,,,,
37145,733,1065.0,764.0,,,,,1015.0,949.8,652.3,,1210.0,,,,,,332.0,31.0,,,,,282.0,216.8,-80.7,,477.0,,,,,,True,,,,,True,True,True,,False,,,,,
37147,3273,4295.0,3425.0,,,,,5258.0,3620.8,3506.8,,2173.5,,,5070.7,3827.0,,1022.0,152.0,,,,,1985.0,347.8,233.8,,-1099.5,,,1797.7,554.0,,True,,,,,False,True,True,,False,,,False,True,
37149,289,695.0,545.0,,,,,659.0,793.6,519.7,,849.0,,,,,,406.0,256.0,,,,,370.0,504.6,230.7,,560.0,,,,,,True,,,,,True,False,True,,False,,,,,
37151,2931,3480.0,3122.0,,,,,4926.0,2736.3,2649.7,,3377.0,,,2511.0,3008.0,,549.0,191.0,,,,,1995.0,-194.7,-281.3,,446.0,,,-420.0,77.0,,True,,,,,False,True,True,,True,,,True,True,
37153,860,1135.0,1374.0,,,,,1544.0,3114.9,901.9,,1142.0,,,615.1,,,275.0,514.0,,,,,684.0,2254.9,41.9,,282.0,,,-244.9,,,False,,,,,False,False,True,,False,,,True,,
37155,2911,4465.0,4228.0,,,,,4090.0,3173.2,3484.9,,4315.0,,,2152.8,4279.0,,1554.0,1317.0,,,,,1179.0,262.2,573.9,,1404.0,,,-758.2,1368.0,,True,,,,,True,True,True,,True,,,True,True,
37157,1064,2685.0,1884.0,,,,,2246.0,3757.1,1867.7,,2370.0,,,1622.1,,,1621.0,820.0,,,,,1182.0,2693.1,803.7,,1306.0,,,558.1,,,True,,,,,True,False,True,,True,,,True,,
37159,3055,5005.0,6075.0,,,,,4597.0,3129.0,2974.4,,4706.5,,,4798.5,6764.0,,1950.0,3020.0,,,,,1542.0,74.0,-80.6,,1651.5,,,1743.5,3709.0,,False,,,,,True,True,True,,True,,,True,False,
37161,1091,2705.0,4413.0,,,,,2725.0,1675.7,1675.7,,1742.0,,,1533.6,,,1614.0,3322.0,,,,,1634.0,584.7,584.7,,651.0,,,442.6,,,False,,,,,False,True,True,,True,,,True,,
37163,863,1750.0,2079.0,,,,,2276.0,1083.1,1263.9,,1541.0,,,1219.2,,,887.0,1216.0,,,,,1413.0,220.1,400.9,,678.0,,,356.2,,,False,,,,,False,True,True,,True,,,True,,
37165,480,875.0,719.0,,,,,936.0,882.2,634.9,,627.0,,,523.4,,,395.0,239.0,,,,,456.0,402.2,154.9,,147.0,,,43.4,,,True,,,,,False,False,True,,True,,,True,,
37167,1240,2180.0,1432.0,,,,,2235.0,1788.3,1436.2,,1588.5,,,1584.8,,,940.0,192.0,,,,,995.0,548.3,196.2,,348.5,,,344.8,,,True,,,,,False,True,True,,True,,,True,,
37169,942,1240.0,627.0,,,,,1285.0,1344.3,803.2,,1445.0,,,1232.3,,,298.0,-315.0,,,,,343.0,402.3,-138.8,,503.0,,,290.3,,,False,,,,,False,False,True,,False,,,True,,
37171,1654,2220.0,1785.0,,,,,2104.0,2316.2,1681.6,,2291.0,,,1202.4,,,566.0,131.0,,,,,450.0,662.2,27.6,,637.0,,,-451.6,,,True,,,,,True,False,True,,False,,,True,,
37173,212,530.0,486.0,,,,,366.0,546.0,366.1,,475.0,,,,,,318.0,274.0,,,,,154.0,334.0,154.1,,263.0,,,,,,True,,,,,True,False,True,,True,,,,,
37175,515,1095.0,1549.0,,,,,1039.0,1616.2,735.2,,688.5,,,,,,580.0,1034.0,,,,,524.0,1101.2,220.2,,173.5,,,,,,False,,,,,True,False,True,,True,,,,,
37177,84,90.0,0.0,,,,,82.0,219.8,73.9,,123.0,,,,,,6.0,-84.0,,,,,-2.0,135.8,-10.1,,39.0,,,,,,False,,,,,True,False,False,,False,,,,,
37179,4164,7360.0,2616.0,,,,,8474.0,6342.2,5625.8,,5775.0,,,6196.8,5025.0,,3196.0,-1548.0,,,,,4310.0,2178.2,1461.8,,1611.0,,,2032.8,861.0,,True,,,,,False,True,True,,True,,,True,True,
37181,859,1370.0,1372.0,,,,,1125.0,1679.9,926.1,,1304.0,,,431.6,,,511.0,513.0,,,,,266.0,820.9,67.1,,445.0,,,-427.4,,,False,,,,,True,False,True,,True,,,True,,
37183,16293,28070.0,11253.0,,,,,27095.0,34643.8,25176.1,,27010.5,,,26367.1,39162.0,,11777.0,-5040.0,,,,,10802.0,18350.8,8883.1,,10717.5,,,10074.1,22869.0,,True,,,,,True,False,True,,True,,,True,False,
37185,286,415.0,1665.0,,,,,358.0,522.7,264.6,,370.0,,,,,,129.0,1379.0,,,,,72.0,236.7,-21.4,,84.0,,,,,,False,,,,,True,False,True,,True,,,,,
37187,315,375.0,328.0,,,,,336.0,283.4,224.5,,639.5,,,,,,60.0,13.0,,,,,21.0,-31.6,-90.5,,324.5,,,,,,True,,,,,True,True,False,,False,,,,,
37189,727,720.0,162.0,,,,,1540.0,959.6,916.3,,636.0,,,,,,-7.0,-565.0,,,,,813.0,232.6,189.3,,-91.0,,,,,,False,,,,,False,False,False,,False,,,,,
37191,1722,1910.0,1129.0,,,,,4176.0,1333.1,1861.1,,1815.0,,,1008.1,,,188.0,-593.0,,,,,2454.0,-388.9,139.1,,93.0,,,-713.9,,,False,,,,,False,False,True,,True,,,False,,
37193,1102,1670.0,933.0,,,,,2250.0,1560.2,1211.7,,1541.0,,,1002.9,,,568.0,-169.0,,,,,1148.0,458.2,109.7,,439.0,,,-99.1,,,True,,,,,False,True,True,,True,,,True,,
37195,1444,2685.0,4892.0,,,,,2447.0,3714.1,1664.4,,2074.5,,,1414.7,,,1241.0,3448.0,,,,,1003.0,2270.1,220.4,,630.5,,,-29.3,,,False,,,,,True,False,True,,True,,,True,,
37197,601,990.0,392.0,,,,,1103.0,1357.9,631.0,,838.0,,,415.9,,,389.0,-209.0,,,,,502.0,756.9,30.0,,237.0,,,-185.1,,,True,,,,,False,False,True,,True,,,True,,
37199,216,390.0,667.0,,,,,451.0,310.0,216.6,,94.0,,,,,,174.0,451.0,,,,,235.0,94.0,0.6,,-122.0,,,,,,False,,,,,False,True,True,,True,,,,,
38001,39,130.0,17.0,,,,,48.0,268.4,61.2,,54.0,,,,,,91.0,-22.0,,,,,9.0,229.4,22.2,,15.0,,,,,,True,,,,,True,False,True,,True,,,,,
38003,17,0.0,7.0,,,,,75.0,14.3,37.4,,12.0,,,,,,-17.0,-10.0,,,,,58.0,-2.7,20.4,,-5.0,,,,,,True,,,,,False,True,False,,True,,,,,
38005,13,50.0,6.0,,,,,30.0,2.0,57.8,,9.0,,,,,,37.0,-7.0,,,,,17.0,-11.0,44.8,,-4.0,,,,,,True,,,,,True,True,False,,True,,,,,
38007,1,10.0,0.0,,,,,23.0,15.0,9.4,,5.0,,,,,,9.0,-1.0,,,,,22.0,14.0,8.4,,4.0,,,,,,True,,,,,False,False,True,,True,,,,,
38009,49,25.0,0.0,,,,,98.0,1.8,25.7,,0.0,,,,,,-24.0,-49.0,,,,,49.0,-47.2,-23.3,,-49.0,,,,,,False,,,,,False,False,True,,False,,,,,
38011,45,95.0,,,,,,66.0,34.5,26.7,,19.0,,,,,,50.0,,,,,,21.0,-10.5,-18.3,,-26.0,,,,,,,,,,,True,True,True,,True,,,,,
38013,18,20.0,0.0,,,,,50.0,0.1,7.9,,15.0,,,,,,2.0,-18.0,,,,,32.0,-17.9,-10.1,,-3.0,,,,,,False,,,,,False,False,False,,False,,,,,
38015,555,690.0,573.0,,,,,1374.0,87.6,643.1,,610.5,,,1124.7,,,135.0,18.0,,,,,819.0,-467.4,88.1,,55.5,,,569.7,,,True,,,,,False,False,True,,True,,,False,,
38017,673,1295.0,1125.0,,,,,1710.0,221.5,1351.5,,868.0,,,1135.0,635.0,,622.0,452.0,,,,,1037.0,-451.5,678.5,,195.0,,,462.0,-38.0,,True,,,,,False,True,False,,True,,,True,True,
38019,4,10.0,0.0,,,,,34.0,1.5,11.7,,11.0,,,,,,6.0,-4.0,,,,,30.0,-2.5,7.7,,7.0,,,,,,True,,,,,False,True,False,,False,,,,,
38021,22,25.0,6.0,,,,,42.0,3.0,58.3,,4.0,,,,,,3.0,-16.0,,,,,20.0,-19.0,36.3,,-18.0,,,,,,False,,,,,False,False,False,,False,,,,,
38023,8,5.0,0.0,,,,,43.0,222.0,7.2,,14.0,,,,,,-3.0,-8.0,,,,,35.0,214.0,-0.8,,6.0,,,,,,False,,,,,False,False,True,,False,,,,,
38025,7,0.0,0.0,,,,,43.0,2.7,13.5,,19.0,,,,,,-7.0,-7.0,,,,,36.0,-4.3,6.5,,12.0,,,,,,False,,,,,False,True,True,,False,,,,,
38027,36,20.0,0.0,,,,,15.0,0.5,17.8,,26.0,,,,,,-16.0,-36.0,,,,,-21.0,-35.5,-18.2,,-10.0,,,,,,False,,,,,False,False,False,,True,,,,,
38029,6,15.0,0.0,,,,,30.0,32.3,28.6,,15.0,,,,,,9.0,-6.0,,,,,24.0,26.3,22.6,,9.0,,,,,,True,,,,,False,False,False,,False,,,,,
38031,20,15.0,0.0,,,,,25.0,2.4,5.1,,1.0,,,,,,-5.0,-20.0,,,,,5.0,-17.6,-14.9,,-19.0,,,,,,False,,,,,False,False,False,,False,,,,,
38033,6,130.0,,,,,,34.0,21.6,61.9,,119.0,,,,,,124.0,,,,,,28.0,15.6,55.9,,113.0,,,,,,,,,,,True,True,True,,True,,,,,
38035,303,455.0,602.0,,,,,697.0,93.1,479.1,,418.0,,,602.4,,,152.0,299.0,,,,,394.0,-209.9,176.1,,115.0,,,299.4,,,False,,,,,False,False,False,,True,,,False,,
38037,7,0.0,0.0,,,,,27.0,164.7,6.6,,11.0,,,,,,-7.0,-7.0,,,,,20.0,157.7,-0.4,,4.0,,,,,,False,,,,,False,False,True,,True,,,,,
38039,2,0.0,0.0,,,,,14.0,0.6,9.4,,1.0,,,,,,-2.0,-2.0,,,,,12.0,-1.4,7.4,,-1.0,,,,,,False,,,,,False,True,False,,True,,,,,
38041,31,10.0,0.0,,,,,32.0,11.3,6.8,,14.5,,,,,,-21.0,-31.0,,,,,1.0,-19.7,-24.2,,-16.5,,,,,,False,,,,,True,True,False,,True,,,,,
38043,2,10.0,0.0,,,,,24.0,2.5,6.2,,13.0,,,,,,8.0,-2.0,,,,,22.0,0.5,4.2,,11.0,,,,,,True,,,,,False,True,True,,False,,,,,
38045,3,10.0,2.0,,,,,15.0,12.5,32.9,,9.0,,,,,,7.0,-1.0,,,,,12.0,9.5,29.9,,6.0,,,,,,True,,,,,False,False,False,,True,,,,,
38047,1,0.0,0.0,,,,,25.0,1.8,8.7,,20.0,,,,,,-1.0,-1.0,,,,,24.0,0.8,7.7,,19.0,,,,,,False,,,,,False,True,False,,False,,,,,
38049,32,15.0,0.0,,,,,37.0,28.3,21.0,,0.0,,,,,,-17.0,-32.0,,,,,5.0,-3.7,-11.0,,-32.0,,,,,,False,,,,,True,True,True,,False,,,,,
38051,4,0.0,0.0,,,,,37.0,3.6,10.8,,20.0,,,,,,-4.0,-4.0,,,,,33.0,-0.4,6.8,,16.0,,,,,,False,,,,,False,True,False,,False,,,,,
38053,67,110.0,0.0,,,,,231.0,211.8,73.6,,98.0,,,,,,43.0,-67.0,,,,,164.0,144.8,6.6,,31.0,,,,,,False,,,,,False,False,True,,True,,,,,
38055,58,35.0,,,,,,114.0,9.3,33.4,,20.0,,,,,,-23.0,,,,,,56.0,-48.7,-24.6,,-38.0,,,,,,,,,,,False,False,False,,False,,,,,
38057,36,25.0,4.0,,,,,51.0,7.7,37.4,,1.0,,,,,,-11.0,-32.0,,,,,15.0,-28.3,1.4,,-35.0,,,,,,False,,,,,False,False,True,,False,,,,,
38059,157,295.0,48.0,,,,,372.0,39.9,233.2,,211.0,,,316.4,,,138.0,-109.0,,,,,215.0,-117.1,76.2,,54.0,,,159.4,,,True,,,,,False,True,True,,True,,,False,,
38061,38,60.0,1.0,,,,,137.0,9.3,68.6,,27.5,,,,,,22.0,-37.0,,,,,99.0,-28.7,30.6,,-10.5,,,,,,False,,,,,False,False,False,,True,,,,,
38063,12,60.0,0.0,,,,,10.0,5.7,33.2,,19.0,,,,,,48.0,-12.0,,,,,-2.0,-6.3,21.2,,7.0,,,,,,True,,,,,True,True,True,,True,,,,,
