,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
29169,35,64.0,,53.0,,56.0,55.0,19.0,,,,,78.6,,43.4,,,190.0,10.9,,81.1,30.5,,15.0,42.2,,,,44.0,60.0,99.3,,,,,,126.4,60.4,,,,94.8,29.0,,18.0,,21.0,20.0,-16.0,,,,,43.6,,8.4,,,155.0,-24.1,,46.1,-4.5,,-20.0,7.2,,,,9.0,25.0,64.3,,,,,,91.4,25.4,,,,59.8,,True,,True,True,True,,,,,False,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,False,True,,,,False
29171,4,4.0,,3.9,,4.0,11.0,0.0,,,,,4.8,,3.7,,,25.0,3.1,,4.8,,,9.0,4.1,,,,,5.0,25.1,,,,,,,19.3,,,,,0.0,,-0.1,,0.0,7.0,-4.0,,,,,0.8,,-0.3,,,21.0,-0.9,,0.8,,,5.0,0.1,,,,,1.0,21.1,,,,,,,15.3,,,,,,False,,True,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,,False,False,,,,,,,False,,,,
29173,12,10.0,,15.4,,15.0,15.0,2.0,,,,,18.5,,5.9,,,39.0,13.6,,12.4,,,0.0,9.6,,,,9.0,24.0,35.4,,,,,,,16.8,,,,19.1,-2.0,,3.4,,3.0,3.0,-10.0,,,,,6.5,,-6.1,,,27.0,1.6,,0.4,,,-12.0,-2.4,,,,-3.0,12.0,23.4,,,,,,,4.8,,,,7.1,,False,,False,False,False,,,,,False,,False,,,False,True,,True,,,False,False,,,,False,False,False,,,,,,,False,,,,False
29175,11,22.0,,21.6,,23.0,35.0,13.0,,,,,42.2,,21.1,,,96.0,2.5,,36.9,,,3.0,21.5,,,,17.0,45.0,71.2,,,,,,,50.9,,,,51.0,11.0,,10.6,,12.0,24.0,2.0,,,,,31.2,,10.1,,,85.0,-8.5,,25.9,,,-8.0,10.5,,,,6.0,34.0,60.2,,,,,,,39.9,,,,40.0,,True,,False,False,True,,,,,False,,True,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,False,,,,False
29177,63,58.0,,60.9,,56.0,63.0,52.0,,,,,53.8,,43.3,,,98.0,80.5,,50.8,,,40.0,50.3,,,,61.0,68.0,38.6,,,,,,,99.3,,,,82.9,-5.0,,-2.1,,-7.0,0.0,-11.0,,,,,-9.2,,-19.7,,,35.0,17.5,,-12.2,,,-23.0,-12.7,,,,-2.0,5.0,-24.4,,,,,,,36.3,,,,19.9,,True,,False,True,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False
29179,2,4.0,,2.7,,4.0,7.0,0.0,,,,,12.7,,4.9,,,32.0,0.3,,3.7,,,11.0,1.3,,,,2.0,15.0,5.2,,,,,,,8.4,,,,8.1,2.0,,0.7,,2.0,5.0,-2.0,,,,,10.7,,2.9,,,30.0,-1.7,,1.7,,,9.0,-0.7,,,,0.0,13.0,3.2,,,,,,,6.4,,,,6.1,,True,,False,False,False,,,,,False,,False,,,False,True,,True,,,False,True,,,,True,False,False,,,,,,,False,,,,False
29181,29,74.0,,77.7,,54.0,48.0,45.0,,,,,29.6,,28.6,,,56.0,40.1,,35.6,,,55.0,54.2,,,,73.0,60.0,34.7,,,,,,,50.6,,,,64.7,45.0,,48.7,,25.0,19.0,16.0,,,,,0.6,,-0.4,,,27.0,11.1,,6.6,,,26.0,25.2,,,,44.0,31.0,5.7,,,,,,,21.6,,,,35.7,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True
29183,760,890.0,,853.2,1394.9,1026.0,965.0,1330.0,,,,,958.0,,538.2,,557.2,1282.0,429.3,,1102.0,2577.5,,438.5,662.4,,,,743.0,1083.0,1296.7,,,,,,1217.7,1369.4,494.0,,,1164.2,130.0,,93.2,634.9,266.0,205.0,570.0,,,,,198.0,,-221.8,,-202.8,522.0,-330.7,,342.0,1817.5,,-321.5,-97.6,,,,-17.0,323.0,536.7,,,,,,457.7,609.4,-266.0,,,404.2,,True,False,False,False,False,,,,,False,,False,,False,False,False,,False,False,,False,True,,,,True,False,False,,,,,,False,False,False,,,False
29185,6,32.0,,32.2,,32.0,23.0,30.0,,,,,19.7,,22.9,,,41.0,114.9,,21.5,,,14.0,18.6,,,,36.0,35.0,12.5,,,,,,,22.0,,,,41.0,26.0,,26.2,,26.0,17.0,24.0,,,,,13.7,,16.9,,,35.0,108.9,,15.5,,,8.0,12.6,,,,30.0,29.0,6.5,,,,,,,16.0,,,,35.0,,False,,False,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,False,True,,,,,,,True,,,,False
29186,24,42.0,,43.1,,43.0,37.0,29.0,,,,,39.5,,29.3,,,67.0,51.5,,40.1,,,22.0,29.2,,,,39.0,50.0,45.7,,,,,,,44.2,,,,48.4,18.0,,19.1,,19.0,13.0,5.0,,,,,15.5,,5.3,,,43.0,27.5,,16.1,,,-2.0,5.2,,,,15.0,26.0,21.7,,,,,,,20.2,,,,24.4,,False,,False,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,True,False,False,,,,,,,False,,,,False
29187,106,202.0,,179.1,,191.0,176.0,155.0,,,,,221.0,,81.1,,,229.0,55.3,,231.8,116.0,,108.0,153.9,,,,147.0,222.0,281.4,,,,,,262.6,188.5,,,,261.2,96.0,,73.1,,85.0,70.0,49.0,,,,,115.0,,-24.9,,,123.0,-50.7,,125.8,10.0,,2.0,47.9,,,,41.0,116.0,175.4,,,,,,156.6,82.5,,,,155.2,,True,,True,True,True,,,,,False,,True,,,False,True,,False,True,,True,True,,,,True,False,False,,,,,,False,True,,,,False
29189,2283,3432.0,,3460.9,3368.2,2879.0,2729.0,2880.0,,,,,2837.4,,1801.3,,2500.6,2910.0,3015.5,,3604.7,2736.5,,1711.0,2665.1,,,,3338.0,2895.0,4827.4,,,,,,4653.2,3013.8,2012.0,,,,1149.0,,1177.9,1085.2,596.0,446.0,597.0,,,,,554.4,,-481.7,,217.6,627.0,732.5,,1321.7,453.5,,-572.0,382.1,,,,1055.0,612.0,2544.4,,,,,,2370.2,730.8,-271.0,,,,,False,True,True,True,True,,,,,True,,True,,True,True,True,,False,True,,True,True,,,,True,True,False,,,,,,False,True,True,,,
29195,34,96.0,,92.2,,83.0,89.0,70.0,,,,,70.4,,46.3,,,108.0,37.0,,75.3,,,50.0,67.5,,,,81.0,97.0,139.2,,,,,,85.1,152.6,,,,107.2,62.0,,58.2,,49.0,55.0,36.0,,,,,36.4,,12.3,,,74.0,3.0,,41.3,,,16.0,33.5,,,,47.0,63.0,105.2,,,,,,51.1,118.6,,,,73.2,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,True,False,,,,False
29197,0,6.0,,10.4,,7.0,6.0,3.0,,,,,9.5,,5.0,,,25.0,14.7,,9.1,,,0.0,3.7,,,,8.0,7.0,24.2,,,,,,,6.8,,,,,6.0,,10.4,,7.0,6.0,3.0,,,,,9.5,,5.0,,,25.0,14.7,,9.1,,,0.0,3.7,,,,8.0,7.0,24.2,,,,,,,6.8,,,,,,False,,False,False,True,,,,,False,,True,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,False,,,,
29199,17,4.0,,4.1,,5.0,6.0,0.0,,,,,4.8,,3.0,,,30.0,20.1,,3.3,,,6.0,4.0,,,,,7.0,5.7,,,,,,,7.2,,,,9.0,-13.0,,-12.9,,-12.0,-11.0,-17.0,,,,,-12.2,,-14.0,,,13.0,3.1,,-13.7,,,-11.0,-13.0,,,,,-10.0,-11.3,,,,,,,-9.8,,,,-8.0,,True,,True,True,False,,,,,True,,False,,,False,True,,False,,,True,True,,,,,True,True,,,,,,,True,,,,True
29201,83,78.0,,80.1,,81.0,90.0,35.0,,,,,94.7,,75.6,,,157.0,35.0,,86.2,36.0,,59.0,92.1,,,,71.0,101.0,123.5,,,,,,100.7,124.8,,,,109.9,-5.0,,-2.9,,-2.0,7.0,-48.0,,,,,11.7,,-7.4,,,74.0,-48.0,,3.2,-47.0,,-24.0,9.1,,,,-12.0,18.0,40.5,,,,,,17.7,41.8,,,,26.9,,True,,True,False,False,,,,,False,,False,,,False,False,,True,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False
29203,4,32.0,,31.6,,17.0,21.0,10.0,,,,,17.2,,10.8,,,33.0,4.0,,14.9,,,35.0,15.9,,,,15.0,24.0,22.6,,,,,,,22.3,,,,,28.0,,27.6,,13.0,17.0,6.0,,,,,13.2,,6.8,,,29.0,0.0,,10.9,,,31.0,11.9,,,,11.0,20.0,18.6,,,,,,,18.3,,,,,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,True,True,,,,,,,True,,,,
29205,0,4.0,,4.0,,7.0,9.0,0.0,,,,,9.5,,5.1,,,25.0,17.2,,8.7,,,0.0,5.8,,,,,14.0,24.0,,,,,,,12.8,,,,12.5,4.0,,4.0,,7.0,9.0,0.0,,,,,9.5,,5.1,,,25.0,17.2,,8.7,,,0.0,5.8,,,,,14.0,24.0,,,,,,,12.8,,,,12.5,,False,,False,False,True,,,,,False,,False,,,False,False,,False,,,True,False,,,,,False,False,,,,,,,False,,,,False
29207,27,82.0,,82.9,,69.0,81.0,72.0,,,,,57.9,,53.7,,,129.0,51.6,,57.2,25.0,,28.0,56.0,,,,79.0,101.0,90.9,,,,,,77.8,133.8,,,,107.4,55.0,,55.9,,42.0,54.0,45.0,,,,,30.9,,26.7,,,102.0,24.6,,30.2,-2.0,,1.0,29.0,,,,52.0,74.0,63.9,,,,,,50.8,106.8,,,,80.4,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,False,,,,,,True,False,,,,False
29209,42,92.0,,92.6,,74.0,75.0,56.0,,,,,69.9,,62.0,,,165.0,52.1,,68.7,53.0,,49.0,66.1,,,,91.0,87.0,118.2,,,,,,,81.6,,,,108.7,50.0,,50.6,,32.0,33.0,14.0,,,,,27.9,,20.0,,,123.0,10.1,,26.7,11.0,,7.0,24.1,,,,49.0,45.0,76.2,,,,,,,39.6,,,,66.7,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,,True,,,,False
29211,4,4.0,,5.0,,7.0,11.0,4.0,,,,,16.8,,2.6,,,37.0,1.5,,14.4,,,0.0,2.3,,,,6.0,11.0,31.4,,,,,,,11.3,,,,31.0,0.0,,1.0,,3.0,7.0,0.0,,,,,12.8,,-1.4,,,33.0,-2.5,,10.4,,,-4.0,-1.7,,,,2.0,7.0,27.4,,,,,,,7.3,,,,27.0,,False,,False,False,True,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False
29213,75,128.0,,127.5,,123.0,118.0,127.0,,,,,152.6,,46.7,,,284.0,95.7,,159.5,118.0,,88.0,115.7,,,,126.0,153.0,214.3,,,,,,111.6,112.6,,,,125.5,53.0,,52.5,,48.0,43.0,52.0,,,,,77.6,,-28.3,,,209.0,20.7,,84.5,43.0,,13.0,40.7,,,,51.0,78.0,139.3,,,,,,36.6,37.6,,,,50.5,,True,,True,True,True,,,,,False,,True,,,False,True,,False,True,,True,True,,,,True,False,False,,,,,,True,True,,,,True
29215,16,44.0,,41.5,,43.0,39.0,14.0,,,,,49.4,,24.8,,,99.0,6.8,,36.5,,,14.0,25.2,,,,44.0,70.0,109.7,,,,,,,29.0,,,,65.5,28.0,,25.5,,27.0,23.0,-2.0,,,,,33.4,,8.8,,,83.0,-9.2,,20.5,,,-2.0,9.2,,,,28.0,54.0,93.7,,,,,,,13.0,,,,49.5,,True,,True,True,True,,,,,False,,True,,,False,True,,True,,,True,True,,,,False,False,False,,,,,,,True,,,,False
29217,33,48.0,,50.7,,47.0,40.0,15.0,,,,,47.0,,48.1,,,103.0,10.7,,43.1,,,32.0,43.9,,,,38.0,55.0,45.6,,,,,,,42.3,,,,50.6,15.0,,17.7,,14.0,7.0,-18.0,,,,,14.0,,15.1,,,70.0,-22.3,,10.1,,,-1.0,10.9,,,,5.0,22.0,12.6,,,,,,,9.3,,,,17.6,,False,,True,True,False,,,,,True,,False,,,False,False,,True,,,True,True,,,,True,False,True,,,,,,,True,,,,False
29219,56,80.0,,82.3,,83.0,80.0,60.0,,,,,95.0,,40.0,,,110.0,72.6,,70.2,393.0,,49.0,70.4,,,,81.0,112.0,99.7,,,,,,,108.9,,,,102.9,24.0,,26.3,,27.0,24.0,4.0,,,,,39.0,,-16.0,,,54.0,16.6,,14.2,337.0,,-7.0,14.4,,,,25.0,56.0,43.7,,,,,,,52.9,,,,46.9,,False,,False,False,True,,,,,False,,True,,,False,True,,True,False,,True,True,,,,False,False,False,,,,,,,False,,,,False
29221,29,44.0,,41.9,,44.0,52.0,7.0,,,,,61.7,,32.4,,,92.0,36.4,,61.8,,,21.0,40.8,,,,40.0,89.0,91.3,,,,,,,46.4,,,,96.9,15.0,,12.9,,15.0,23.0,-22.0,,,,,32.7,,3.4,,,63.0,7.4,,32.8,,,-8.0,11.8,,,,11.0,60.0,62.3,,,,,,,17.4,,,,67.9,,True,,False,False,False,,,,,False,,True,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,False,,,,False
29223,14,26.0,,25.8,,26.0,19.0,19.0,,,,,28.5,,40.1,,,49.0,13.1,,26.1,,,0.0,16.8,,,,24.0,34.0,42.9,,,,,,,18.1,,,,,12.0,,11.8,,12.0,5.0,5.0,,,,,14.5,,26.1,,,35.0,-0.9,,12.1,,,-14.0,2.8,,,,10.0,20.0,28.9,,,,,,,4.1,,,,,,True,,False,True,True,,,,,False,,False,,,False,True,,False,,,False,True,,,,True,False,False,,,,,,,True,,,,
29225,35,56.0,,59.7,,63.0,73.0,41.0,,,,,112.3,,57.3,,,166.0,60.1,,88.0,58.5,,40.0,69.9,,,,64.0,122.0,119.8,,,,,,59.6,55.2,,,,124.6,21.0,,24.7,,28.0,38.0,6.0,,,,,77.3,,22.3,,,131.0,25.1,,53.0,23.5,,5.0,34.9,,,,29.0,87.0,84.8,,,,,,24.6,20.2,,,,89.6,,False,,False,False,True,,,,,False,,False,,,False,False,,False,False,,True,False,,,,False,False,False,,,,,,False,True,,,,False
29227,4,0.0,,0.3,,3.0,4.0,0.0,,,,,3.6,,2.1,,,11.0,3.9,,2.3,,,6.0,1.4,,,,1.0,3.0,3.6,,,,,,,3.5,,,,5.4,-4.0,,-3.7,,-1.0,0.0,-4.0,,,,,-0.4,,-1.9,,,7.0,-0.1,,-1.7,,,2.0,-2.6,,,,-3.0,-1.0,-0.4,,,,,,,-0.5,,,,1.4,,True,,True,True,False,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True
29229,17,44.0,,43.1,,39.0,40.0,22.0,,,,,58.3,,37.0,,,84.0,18.1,,48.9,,,25.0,36.7,,,,47.0,64.0,35.2,,,,,,,40.3,,,,62.6,27.0,,26.1,,22.0,23.0,5.0,,,,,41.3,,20.0,,,67.0,1.1,,31.9,,,8.0,19.7,,,,30.0,47.0,18.2,,,,,,,23.3,,,,45.6,,True,,True,True,True,,,,,False,,True,,,False,True,,False,,,True,True,,,,False,False,True,,,,,,,True,,,,False
29510,500,900.0,,950.9,,838.0,755.0,2130.0,,,,,743.1,,592.4,,832.0,844.0,172.0,,696.7,1147.5,,621.0,615.3,,,,795.0,,995.9,,,,,,1047.3,865.1,754.0,,,,400.0,,450.9,,338.0,255.0,1630.0,,,,,243.1,,92.4,,332.0,344.0,-328.0,,196.7,647.5,,121.0,115.3,,,,295.0,,495.9,,,,,,547.3,365.1,254.0,,,,,False,,True,True,False,,,,,True,,True,,True,True,True,,True,False,,True,True,,,,True,,False,,,,,,False,True,True,,,
30001,7,4.0,,6.9,,6.0,77.0,0.0,,,,,18.0,,10.6,,,16.0,4.5,,9.8,,,0.0,4.3,,,,,28.0,64.7,,,,,,,241.1,,,,26.5,-3.0,,-0.1,,-1.0,70.0,-7.0,,,,,11.0,,3.6,,,9.0,-2.5,,2.8,,,-7.0,-2.7,,,,,21.0,57.7,,,,,,,234.1,,,,19.5,,True,,True,False,False,,,,,False,,False,,,False,True,,True,,,False,True,,,,,False,False,,,,,,,False,,,,False
30003,35,96.0,,84.2,,59.0,58.0,0.0,,,,,57.6,,48.3,,,54.0,2.2,,51.8,,,40.0,66.4,,,,50.0,76.0,77.2,,,,,,,66.7,,,,93.7,61.0,,49.2,,24.0,23.0,-35.0,,,,,22.6,,13.3,,,19.0,-32.8,,16.8,,,5.0,31.4,,,,15.0,41.0,42.2,,,,,,,31.7,,,,58.7,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True
30005,4,40.0,,30.4,,31.0,73.0,0.0,,,,,16.9,,12.8,,,37.0,2173.5,,43.4,,,20.0,24.5,,,,59.0,45.0,41.9,,,,,,,34.6,,,,,36.0,,26.4,,27.0,69.0,-4.0,,,,,12.9,,8.8,,,33.0,2169.5,,39.4,,,16.0,20.5,,,,55.0,41.0,37.9,,,,,,,30.6,,,,,,True,,True,False,True,,,,,True,,True,,,True,False,,False,,,True,True,,,,False,False,False,,,,,,,True,,,,
30007,26,38.0,,40.6,,21.0,26.0,14.0,,,,,10.7,,30.0,,,25.0,14.4,,12.2,,,10.0,16.4,,,,41.0,35.0,31.6,,,,,,,42.9,,,,28.6,12.0,,14.6,,-5.0,0.0,-12.0,,,,,-15.3,,4.0,,,-1.0,-11.6,,-13.8,,,-16.0,-9.6,,,,15.0,9.0,5.6,,,,,,,16.9,,,,2.6,,False,,True,True,False,,,,,False,,True,,,True,True,,False,,,False,True,,,,False,True,True,,,,,,,False,,,,True
30009,37,32.0,,28.2,,25.0,30.0,28.0,,,,,18.0,,31.8,,,24.0,14.5,,25.8,,,12.0,21.9,,,,35.0,46.0,62.4,,,,,,,39.0,,,,38.3,-5.0,,-8.8,,-12.0,-7.0,-9.0,,,,,-19.0,,-5.2,,,-13.0,-22.5,,-11.2,,,-25.0,-15.1,,,,-2.0,9.0,25.4,,,,,,,2.0,,,,1.3,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,True,,,,True
30011,5,0.0,,0.0,,0.0,2.0,0.0,,,,,1.7,,0.6,,,4.0,0.0,,0.5,,,0.0,0.1,,,,0.0,3.0,7.3,,,,,,,1.9,,,,,-5.0,,-5.0,,-5.0,-3.0,-5.0,,,,,-3.3,,-4.4,,,-1.0,-5.0,,-4.5,,,-5.0,-4.9,,,,-5.0,-2.0,2.3,,,,,,,-3.1,,,,,,False,,False,True,False,,,,,True,,True,,,True,False,,True,,,False,True,,,,False,True,True,,,,,,,True,,,,
30013,272,222.0,,248.8,,174.0,246.0,142.0,,,,,154.3,,110.2,,,382.0,25.8,,219.7,110.0,,68.0,163.7,,,,159.0,288.0,411.6,,,,,,305.7,374.8,,,,335.0,-50.0,,-23.2,,-98.0,-26.0,-130.0,,,,,-117.7,,-161.8,,,110.0,-246.2,,-52.3,-162.0,,-204.0,-108.3,,,,-113.0,16.0,139.6,,,,,,33.7,102.8,,,,63.0,,True,,False,True,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,True,False,,,,,,True,False,,,,False
30015,15,56.0,,57.6,,22.0,31.0,0.0,,,,,13.7,,44.9,,,22.0,9.2,,25.8,,,20.5,27.3,,,,60.0,43.0,34.5,,,,,,,44.9,,,,,41.0,,42.6,,7.0,16.0,-15.0,,,,,-1.3,,29.9,,,7.0,-5.8,,10.8,,,5.5,12.3,,,,45.0,28.0,19.5,,,,,,,29.9,,,,,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,
30017,3,10.0,,15.6,,16.0,32.0,0.0,,,,,26.6,,14.4,,,44.0,73.6,,31.0,,,0.0,12.6,,,,,33.0,70.4,,,,,,,59.3,,,,,7.0,,12.6,,13.0,29.0,-3.0,,,,,23.6,,11.4,,,41.0,70.6,,28.0,,,-3.0,9.6,,,,,30.0,67.4,,,,,,,56.3,,,,,,False,,False,False,True,,,,,False,,False,,,False,False,,False,,,True,False,,,,,False,False,,,,,,,False,,,,
30019,2,6.0,,5.7,,5.0,8.0,0.0,,,,,5.2,,2.2,,,10.0,5.5,,8.8,,,0.0,3.1,,,,,9.0,9.4,,,,,,,12.9,,,,,4.0,,3.7,,3.0,6.0,-2.0,,,,,3.2,,0.2,,,8.0,3.5,,6.8,,,-2.0,1.1,,,,,7.0,7.4,,,,,,,10.9,,,,,,True,,True,False,True,,,,,True,,True,,,False,True,,False,,,True,True,,,,,False,False,,,,,,,False,,,,
30021,23,18.0,,21.8,,21.0,30.0,20.0,,,,,22.5,,25.2,,,18.0,80.4,,24.4,,,4.0,15.4,,,,33.0,36.0,50.5,,,,,,,53.5,,,,,-5.0,,-1.2,,-2.0,7.0,-3.0,,,,,-0.5,,2.2,,,-5.0,57.4,,1.4,,,-19.0,-7.6,,,,10.0,13.0,27.5,,,,,,,30.5,,,,,,True,,True,False,True,,,,,True,,True,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,False,,,,
30023,25,50.0,,50.8,,44.0,49.0,16.0,,,,,26.6,,10.7,,,20.0,56.8,,29.5,,,40.0,29.1,,,,54.0,51.0,54.2,,,,,,,87.8,,,,53.6,25.0,,25.8,,19.0,24.0,-9.0,,,,,1.6,,-14.3,,,-5.0,31.8,,4.5,,,15.0,4.1,,,,29.0,26.0,29.2,,,,,,,62.8,,,,28.6,,False,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,False,False,,,,,,,False,,,,False
30025,5,0.0,,0.1,,0.0,3.0,0.0,,,,,2.8,,1.6,,,10.0,11.3,,1.0,,,0.0,0.3,,,,1.0,6.0,5.8,,,,,,,4.5,,,,,-5.0,,-4.9,,-5.0,-2.0,-5.0,,,,,-2.2,,-3.4,,,5.0,6.3,,-4.0,,,-5.0,-4.7,,,,-4.0,1.0,0.8,,,,,,,-0.5,,,,,,True,,False,True,False,,,,,True,,True,,,False,False,,True,,,False,True,,,,True,True,True,,,,,,,True,,,,
30027,32,40.0,,35.9,,30.0,48.0,0.0,,,,,21.5,,53.7,,,25.0,66.7,,35.4,,,8.0,24.6,,,,45.0,55.0,80.4,,,,,,,87.4,,,,48.8,8.0,,3.9,,-2.0,16.0,-32.0,,,,,-10.5,,21.7,,,-7.0,34.7,,3.4,,,-24.0,-7.4,,,,13.0,23.0,48.4,,,,,,,55.4,,,,16.8,,True,,True,False,False,,,,,False,,False,,,True,False,,True,,,False,True,,,,False,False,False,,,,,,,False,,,,False
30029,369,564.0,,581.5,,439.0,404.0,545.0,,,,,272.7,,432.6,,506.6,421.0,388.0,,354.4,364.0,,420.0,415.9,,,,538.0,599.0,667.5,,,,,,429.2,357.9,,,,419.8,195.0,,212.5,,70.0,35.0,176.0,,,,,-96.3,,63.6,,137.6,52.0,19.0,,-14.6,-5.0,,51.0,46.9,,,,169.0,230.0,298.5,,,,,,60.2,-11.1,,,,50.8,,False,,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,False,False,,,,,,True,True,,,,True
30031,461,488.0,,490.4,,334.0,409.0,281.0,,,,,293.9,,428.8,,315.3,273.0,249.3,,379.4,464.0,,219.0,343.2,,,,494.0,585.0,784.5,,,,,,603.2,354.9,,,,533.1,27.0,,29.4,,-127.0,-52.0,-180.0,,,,,-167.1,,-32.2,,-145.7,-188.0,-211.7,,-81.6,3.0,,-242.0,-117.8,,,,33.0,124.0,323.5,,,,,,142.2,-106.1,,,,72.1,,False,,False,False,False,,,,,False,,False,,False,False,False,,False,True,,False,False,,,,False,False,False,,,,,,False,False,,,,False
30033,1,0.0,,0.1,,0.0,2.0,0.0,,,,,0.9,,0.9,,,26.0,2.1,,0.9,,,0.0,0.1,,,,1.0,3.0,3.6,,,,,,,2.8,,,,,-1.0,,-0.9,,-1.0,1.0,-1.0,,,,,-0.1,,-0.1,,,25.0,1.1,,-0.1,,,-1.0,-0.9,,,,0.0,2.0,2.6,,,,,,,1.8,,,,,,True,,False,False,False,,,,,True,,True,,,False,False,,True,,,False,True,,,,True,False,False,,,,,,,False,,,,
