,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
30035,26,66.0,,69.8,,67.0,63.0,48.0,,,,,50.6,,41.9,,,67.0,84.0,,59.4,,,42.0,61.2,,,,78.0,72.0,91.9,,,,,,,73.6,,,,121.7,40.0,,43.8,,41.0,37.0,22.0,,,,,24.6,,15.9,,,41.0,58.0,,33.4,,,16.0,35.2,,,,52.0,46.0,65.9,,,,,,,47.6,,,,95.7,,False,,False,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,False,False,,,,,,,False,,,,False
30037,0,0.0,,0.0,,0.0,2.0,0.0,,,,,1.0,,1.2,,,0.0,5.9,,0.6,,,2.0,0.1,,,,1.0,3.0,3.6,,,,,,,3.2,,,,,0.0,,0.0,,0.0,2.0,0.0,,,,,1.0,,1.2,,,0.0,5.9,,0.6,,,2.0,0.1,,,,1.0,3.0,3.6,,,,,,,3.2,,,,,,True,,True,False,True,,,,,False,,False,,,True,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,
30039,1,4.0,,5.6,,6.0,7.0,0.0,,,,,4.3,,5.3,,,10.0,8.6,,6.0,,,7.0,1.8,,,,5.0,12.0,18.0,,,,,,,8.0,,,,,3.0,,4.6,,5.0,6.0,-1.0,,,,,3.3,,4.3,,,9.0,7.6,,5.0,,,6.0,0.8,,,,4.0,11.0,17.0,,,,,,,7.0,,,,,,False,,False,False,True,,,,,False,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,False,,,,
30041,43,56.0,,42.5,,45.0,53.0,30.0,,,,,44.8,,57.7,,,131.0,21.5,,31.9,,,32.0,38.6,,,,51.0,76.0,88.3,,,,,,,61.4,,,,97.6,13.0,,-0.5,,2.0,10.0,-13.0,,,,,1.8,,14.7,,,88.0,-21.5,,-11.1,,,-11.0,-4.4,,,,8.0,33.0,45.3,,,,,,,18.4,,,,54.6,,True,,True,True,False,,,,,True,,False,,,False,False,,True,,,True,True,,,,True,False,False,,,,,,,False,,,,False
30043,24,50.0,,45.1,,39.0,43.0,31.0,,,,,27.4,,54.8,,,42.0,28.9,,29.8,,,28.0,37.1,,,,48.0,57.0,67.5,,,,,,,51.4,,,,55.5,26.0,,21.1,,15.0,19.0,7.0,,,,,3.4,,30.8,,,18.0,4.9,,5.8,,,4.0,13.1,,,,24.0,33.0,43.5,,,,,,,27.4,,,,31.5,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,True,False,False,,,,,,,False,,,,False
30045,1,2.0,,1.7,,2.0,3.0,0.0,,,,,1.0,,2.4,,,4.0,1.8,,1.7,,,2.0,0.3,,,,1.0,7.0,4.9,,,,,,,5.0,,,,,1.0,,0.7,,1.0,2.0,-1.0,,,,,-0.0,,1.4,,,3.0,0.8,,0.7,,,1.0,-0.7,,,,0.0,6.0,3.9,,,,,,,4.0,,,,,,True,,False,False,False,,,,,True,,False,,,False,True,,True,,,False,True,,,,True,False,False,,,,,,,False,,,,
30047,48,62.0,,52.9,,53.0,67.0,38.0,,,,,58.5,,69.9,,,88.0,40.7,,64.8,33.0,,21.0,54.1,,,,60.0,128.0,139.1,,,,,,,60.3,,,,101.8,14.0,,4.9,,5.0,19.0,-10.0,,,,,10.5,,21.9,,,40.0,-7.3,,16.8,-15.0,,-27.0,6.1,,,,12.0,80.0,91.1,,,,,,,12.3,,,,53.8,,True,,True,False,True,,,,,True,,False,,,False,True,,False,False,,False,True,,,,True,False,False,,,,,,,True,,,,False
30049,217,306.0,,319.2,,255.0,253.0,251.0,,,,,178.7,,291.0,,,275.0,245.7,,181.1,198.5,,137.0,217.3,,,,295.0,346.0,347.0,,,,,,406.2,291.1,,,,265.4,89.0,,102.2,,38.0,36.0,34.0,,,,,-38.3,,74.0,,,58.0,28.7,,-35.9,-18.5,,-80.0,0.3,,,,78.0,129.0,130.0,,,,,,189.2,74.1,,,,48.4,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,False,,,,,,False,True,,,,True
30051,12,0.0,,0.1,,2.0,5.0,0.0,,,,,1.3,,2.2,,,15.0,92.7,,0.9,,,2.0,0.4,,,,2.0,7.0,6.6,,,,,,,3.1,,,,,-12.0,,-11.9,,-10.0,-7.0,-12.0,,,,,-10.7,,-9.8,,,3.0,80.7,,-11.1,,,-10.0,-11.6,,,,-10.0,-5.0,-5.4,,,,,,,-8.9,,,,,,True,,True,True,False,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,
30053,51,66.0,,69.0,,66.0,57.0,78.0,,,,,46.1,,62.4,,,70.0,36.6,,42.9,,,17.0,38.0,,,,58.0,89.0,107.7,,,,,,,69.2,,,,79.7,15.0,,18.0,,15.0,6.0,27.0,,,,,-4.9,,11.4,,,19.0,-14.4,,-8.1,,,-34.0,-13.0,,,,7.0,38.0,56.7,,,,,,,18.2,,,,28.7,,False,,False,True,False,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,False,False,,,,,,,False,,,,False
30055,8,16.0,,14.7,,10.0,13.0,,,,,,4.3,,9.3,,,6.0,62.6,,11.2,,,9.0,9.2,,,,,14.0,11.4,,,,,,,17.5,,,,,8.0,,6.7,,2.0,5.0,,,,,,-3.7,,1.3,,,-2.0,54.6,,3.2,,,1.0,1.2,,,,,6.0,3.4,,,,,,,9.5,,,,,,True,,True,True,,,,,,True,,True,,,True,False,,True,,,True,True,,,,,True,True,,,,,,,False,,,,
30057,27,26.0,,25.4,,23.0,26.0,0.0,,,,,19.8,,17.0,,,26.0,4.0,,21.0,,,11.0,22.4,,,,17.0,36.0,54.4,,,,,,,32.3,,,,34.0,-1.0,,-1.6,,-4.0,-1.0,-27.0,,,,,-7.2,,-10.0,,,-1.0,-23.0,,-6.0,,,-16.0,-4.6,,,,-10.0,9.0,27.4,,,,,,,5.3,,,,7.0,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False
30059,6,4.0,,3.5,,4.0,5.0,0.0,,,,,1.5,,8.5,,,5.0,47.0,,0.9,,,2.0,1.4,,,,3.0,6.0,12.3,,,,,,,7.6,,,,8.0,-2.0,,-2.5,,-2.0,-1.0,-6.0,,,,,-4.5,,2.5,,,-1.0,41.0,,-5.1,,,-4.0,-4.6,,,,-3.0,0.0,6.3,,,,,,,1.6,,,,2.0,,False,,False,True,False,,,,,False,,False,,,True,False,,False,,,False,False,,,,False,True,False,,,,,,,True,,,,False
30061,11,2.0,,0.5,,2.0,7.0,0.0,,,,,6.9,,9.2,,,12.0,1.2,,3.1,,,10.0,0.5,,,,,12.0,11.5,,,,,,,9.5,,,,,-9.0,,-10.5,,-9.0,-4.0,-11.0,,,,,-4.1,,-1.8,,,1.0,-9.8,,-7.9,,,-1.0,-10.5,,,,,1.0,0.5,,,,,,,-1.5,,,,,,False,,False,True,False,,,,,True,,True,,,True,False,,True,,,True,False,,,,,True,True,,,,,,,True,,,,
30063,237,294.0,,294.8,,272.0,271.0,209.0,,,,,229.4,,277.8,,,386.0,249.2,,248.5,243.0,,140.0,199.8,,,,294.0,402.0,608.5,,,,,,206.4,292.5,,,,395.8,57.0,,57.8,,35.0,34.0,-28.0,,,,,-7.6,,40.8,,,149.0,12.2,,11.5,6.0,,-97.0,-37.2,,,,57.0,165.0,371.5,,,,,,-30.6,55.5,,,,158.8,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,False,True,,,,False,False,False,,,,,,True,True,,,,False
30065,16,2.0,,0.8,,8.0,9.0,0.0,,,,,5.5,,5.9,,,24.0,22.5,,4.7,,,10.0,1.3,,,,,14.0,19.4,,,,,,,10.2,,,,10.3,-14.0,,-15.2,,-8.0,-7.0,-16.0,,,,,-10.5,,-10.1,,,8.0,6.5,,-11.3,,,-6.0,-14.7,,,,,-2.0,3.4,,,,,,,-5.8,,,,-5.7,,False,,True,True,False,,,,,True,,True,,,True,True,,True,,,True,False,,,,,True,True,,,,,,,True,,,,True
30067,43,56.0,,50.5,,36.0,48.0,40.0,,,,,29.2,,121.7,,,30.0,20.2,,34.2,,,3.0,32.7,,,,61.0,72.0,80.3,,,,,,,73.4,,,,59.6,13.0,,7.5,,-7.0,5.0,-3.0,,,,,-13.8,,78.7,,,-13.0,-22.8,,-8.8,,,-40.0,-10.3,,,,18.0,29.0,37.3,,,,,,,30.4,,,,16.6,,True,,True,True,True,,,,,False,,False,,,False,False,,True,,,False,True,,,,False,False,False,,,,,,,False,,,,False
30069,0,0.0,,0.0,,0.0,5.0,0.0,,,,,0.0,,0.5,,,4.0,139.9,,1.0,,,0.0,0.0,,,,1.0,2.0,1.5,,,,,,,2.0,,,,,0.0,,0.0,,0.0,5.0,0.0,,,,,0.0,,0.5,,,4.0,139.9,,1.0,,,0.0,0.0,,,,1.0,2.0,1.5,,,,,,,2.0,,,,,,False,,True,False,True,,,,,True,,False,,,False,False,,False,,,True,False,,,,False,False,False,,,,,,,False,,,,
30071,11,10.0,,7.8,,14.0,15.0,0.0,,,,,13.2,,3.4,,,28.0,68.5,,8.2,,,17.0,9.6,,,,13.0,17.0,27.6,,,,,,,13.4,,,,,-1.0,,-3.2,,3.0,4.0,-11.0,,,,,2.2,,-7.6,,,17.0,57.5,,-2.8,,,6.0,-1.4,,,,2.0,6.0,16.6,,,,,,,2.4,,,,,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,
30073,6,16.0,,17.5,,16.0,25.0,7.0,,,,,11.5,,9.8,,,34.0,33.1,,13.8,,,9.0,12.2,,,,17.0,31.0,32.4,,,,,,,43.5,,,,19.5,10.0,,11.5,,10.0,19.0,1.0,,,,,5.5,,3.8,,,28.0,27.1,,7.8,,,3.0,6.2,,,,11.0,25.0,26.4,,,,,,,37.5,,,,13.5,,False,,False,False,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,False,False,,,,,,,False,,,,False
30075,1,0.0,,0.3,,2.0,3.0,0.0,,,,,1.6,,1.5,,,10.0,2.2,,1.5,,,2.0,0.2,,,,1.0,5.0,6.9,,,,,,,4.5,,,,,-1.0,,-0.7,,1.0,2.0,-1.0,,,,,0.6,,0.5,,,9.0,1.2,,0.5,,,1.0,-0.8,,,,0.0,4.0,5.9,,,,,,,3.5,,,,,,True,,False,False,False,,,,,True,,True,,,False,False,,True,,,False,True,,,,True,False,False,,,,,,,False,,,,
30077,14,18.0,,17.6,,17.0,26.0,0.0,,,,,17.3,,14.3,,,24.0,17.1,,20.5,,,1.0,10.5,,,,17.0,31.0,21.7,,,,,,,57.5,,,,,4.0,,3.6,,3.0,12.0,-14.0,,,,,3.3,,0.3,,,10.0,3.1,,6.5,,,-13.0,-3.5,,,,3.0,17.0,7.7,,,,,,,43.5,,,,,,True,,True,False,False,,,,,True,,True,,,False,True,,False,,,False,True,,,,True,False,False,,,,,,,False,,,,
30079,3,0.0,,0.0,,0.0,2.0,0.0,,,,,1.5,,0.9,,,1.0,0.1,,0.1,,,0.0,0.0,,,,0.0,2.0,6.1,,,,,,,3.9,,,,,-3.0,,-3.0,,-3.0,-1.0,-3.0,,,,,-1.5,,-2.1,,,-2.0,-2.9,,-2.9,,,-3.0,-3.0,,,,-3.0,-1.0,3.1,,,,,,,0.9,,,,,,True,,False,True,False,,,,,True,,True,,,True,True,,True,,,False,True,,,,False,True,False,,,,,,,True,,,,
30081,91,124.0,,123.3,,97.0,99.0,104.0,,,,,62.3,,184.6,,,85.0,97.2,,67.4,63.0,,47.0,89.6,,,,161.0,175.0,175.0,,,,,,,92.8,,,,151.0,33.0,,32.3,,6.0,8.0,13.0,,,,,-28.7,,93.6,,,-6.0,6.2,,-23.6,-28.0,,-44.0,-1.4,,,,70.0,84.0,84.0,,,,,,,1.8,,,,60.0,,True,,True,True,True,,,,,True,,False,,,True,True,,True,True,,False,True,,,,False,False,False,,,,,,,True,,,,False
30083,54,34.0,,32.5,,25.0,33.0,14.0,,,,,28.1,,30.6,,,20.0,13.6,,22.8,,,9.0,19.9,,,,18.0,41.0,62.4,,,,,,,41.2,,,,64.8,-20.0,,-21.5,,-29.0,-21.0,-40.0,,,,,-25.9,,-23.4,,,-34.0,-40.4,,-31.2,,,-45.0,-34.1,,,,-36.0,-13.0,8.4,,,,,,,-12.8,,,,10.8,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,True,True,,,,,,,True,,,,True
30085,41,62.0,,58.9,,60.0,65.0,14.0,,,,,36.9,,13.5,,,33.0,357.8,,35.4,,,82.0,46.9,,,,35.0,66.0,84.1,,,,,,,59.7,,,,120.5,21.0,,17.9,,19.0,24.0,-27.0,,,,,-4.1,,-27.5,,,-8.0,316.8,,-5.6,,,41.0,5.9,,,,-6.0,25.0,43.1,,,,,,,18.7,,,,79.5,,True,,True,False,False,,,,,True,,False,,,True,False,,True,,,False,True,,,,True,False,False,,,,,,,True,,,,False
30087,10,16.0,,26.8,,25.0,30.0,0.0,,,,,36.7,,15.7,,,135.0,371.4,,26.3,,,0.0,12.2,,,,12.0,29.0,58.2,,,,,,,25.9,,,,,6.0,,16.8,,15.0,20.0,-10.0,,,,,26.7,,5.7,,,125.0,361.4,,16.3,,,-10.0,2.2,,,,2.0,19.0,48.2,,,,,,,15.9,,,,,,False,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,False,,,,
30089,19,22.0,,18.4,,18.0,18.0,0.0,,,,,16.3,,31.2,,,39.0,38.6,,15.5,,,0.0,7.0,,,,19.0,43.0,30.3,,,,,,,18.7,,,,,3.0,,-0.6,,-1.0,-1.0,-19.0,,,,,-2.7,,12.2,,,20.0,19.6,,-3.5,,,-19.0,-12.0,,,,0.0,24.0,11.3,,,,,,,-0.3,,,,,,True,,True,True,False,,,,,True,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,True,,,,
30091,0,6.0,,7.0,,6.0,7.0,0.0,,,,,6.6,,2.6,,,17.0,14.3,,7.6,,,2.0,2.5,,,,7.0,13.0,1.9,,,,,,,11.7,,,,,6.0,,7.0,,6.0,7.0,0.0,,,,,6.6,,2.6,,,17.0,14.3,,7.6,,,2.0,2.5,,,,7.0,13.0,1.9,,,,,,,11.7,,,,,,False,,False,False,True,,,,,False,,True,,,False,False,,False,,,True,True,,,,False,False,True,,,,,,,False,,,,
30093,144,186.0,,164.7,,143.0,200.0,97.0,,,,,82.3,,168.8,,,110.0,257.6,,74.7,85.5,,107.0,136.0,,,,199.0,205.0,189.8,,,,,,244.3,361.9,,,,183.0,42.0,,20.7,,-1.0,56.0,-47.0,,,,,-61.7,,24.8,,,-34.0,113.6,,-69.3,-58.5,,-37.0,-8.0,,,,55.0,61.0,45.8,,,,,,100.3,217.9,,,,39.0,,True,,True,False,False,,,,,False,,True,,,True,False,,False,False,,True,True,,,,False,False,False,,,,,,False,False,,,,True
30095,23,54.0,,50.2,,36.0,38.0,28.0,,,,,19.4,,25.9,,,16.0,99.3,,29.5,,,9.0,28.3,,,,73.0,54.0,61.7,,,,,,,50.1,,,,43.3,31.0,,27.2,,13.0,15.0,5.0,,,,,-3.6,,2.9,,,-7.0,76.3,,6.5,,,-14.0,5.3,,,,50.0,31.0,38.7,,,,,,,27.1,,,,20.3,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,False,False,,,,,,,True,,,,True
30097,22,4.0,,3.0,,4.0,7.0,0.0,,,,,4.5,,3.3,,,7.0,2.6,,3.8,,,7.0,1.2,,,,,10.0,13.4,,,,,,,11.4,,,,,-18.0,,-19.0,,-18.0,-15.0,-22.0,,,,,-17.5,,-18.7,,,-15.0,-19.4,,-18.2,,,-15.0,-20.8,,,,,-12.0,-8.6,,,,,,,-10.6,,,,,,False,,False,True,False,,,,,True,,False,,,True,False,,False,,,True,False,,,,,True,True,,,,,,,True,,,,
30099,19,20.0,,22.7,,20.0,18.0,0.0,,,,,13.1,,28.5,,,33.0,43.4,,21.3,,,12.0,14.8,,,,32.0,30.0,37.1,,,,,,,16.4,,,,,1.0,,3.7,,1.0,-1.0,-19.0,,,,,-5.9,,9.5,,,14.0,24.4,,2.3,,,-7.0,-4.2,,,,13.0,11.0,18.1,,,,,,,-2.6,,,,,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,
30101,4,10.0,,10.5,,14.0,18.0,0.0,,,,,15.3,,8.6,,,49.0,16.2,,10.6,,,2.0,7.1,,,,8.0,18.0,25.0,,,,,,,37.8,,,,19.4,6.0,,6.5,,10.0,14.0,-4.0,,,,,11.3,,4.6,,,45.0,12.2,,6.6,,,-2.0,3.1,,,,4.0,14.0,21.0,,,,,,,33.8,,,,15.4,,False,,False,False,True,,,,,False,,True,,,False,False,,False,,,True,True,,,,True,False,False,,,,,,,False,,,,False
30103,2,0.0,,0.2,,2.0,2.0,0.0,,,,,1.1,,1.3,,,10.0,3.2,,1.6,,,4.0,0.0,,,,1.0,2.0,4.3,,,,,,,3.5,,,,,-2.0,,-1.8,,0.0,0.0,-2.0,,,,,-0.9,,-0.7,,,8.0,1.2,,-0.4,,,2.0,-2.0,,,,-1.0,0.0,2.3,,,,,,,1.5,,,,,,True,,True,True,False,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,True,False,,,,,,,True,,,,
30105,21,62.0,,69.0,,52.0,52.0,0.0,,,,,22.7,,32.0,,,114.0,193.3,,57.2,,,52.0,44.1,,,,106.0,57.0,46.8,,,,,,,62.0,,,,,41.0,,48.0,,31.0,31.0,-21.0,,,,,1.7,,11.0,,,93.0,172.3,,36.2,,,31.0,23.1,,,,85.0,36.0,25.8,,,,,,,41.0,,,,,,False,,True,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,
30107,8,4.0,,4.0,,4.0,8.0,0.0,,,,,3.8,,3.0,,,4.0,49.9,,2.3,,,5.0,1.2,,,,,9.0,9.5,,,,,,,9.0,,,,23.7,-4.0,,-4.0,,-4.0,0.0,-8.0,,,,,-4.2,,-5.0,,,-4.0,41.9,,-5.7,,,-3.0,-6.8,,,,,1.0,1.5,,,,,,,1.0,,,,15.7,,False,,False,True,False,,,,,False,,False,,,False,False,,False,,,True,False,,,,,True,True,,,,,,,True,,,,False
30109,3,2.0,,2.0,,2.0,2.0,0.0,,,,,1.5,,0.8,,,2.0,0.0,,0.4,,,0.0,0.2,,,,1.0,3.0,7.5,,,,,,,4.1,,,,,-1.0,,-1.0,,-1.0,-1.0,-3.0,,,,,-1.5,,-2.2,,,-1.0,-3.0,,-2.6,,,-3.0,-2.8,,,,-2.0,0.0,4.5,,,,,,,1.1,,,,,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,True,False,,,,,,,False,,,,
30111,365,584.0,,631.5,,591.0,543.0,716.0,,,,,416.2,,367.2,,634.5,632.0,1553.5,,400.5,444.5,,393.0,539.4,,,,670.0,778.0,863.8,,,,,,401.8,624.1,,,,574.8,219.0,,266.5,,226.0,178.0,351.0,,,,,51.2,,2.2,,269.5,267.0,1188.5,,35.5,79.5,,28.0,174.4,,,,305.0,413.0,498.8,,,,,,36.8,259.1,,,,209.8,,False,,False,True,False,,,,,True,,True,,False,False,False,,True,True,,True,True,,,,False,False,False,,,,,,True,False,,,,True
31001,41,52.0,,61.9,,63.0,83.0,80.0,,,,,64.5,,54.2,,,64.0,54.9,,83.5,58.5,,23.5,47.7,,,,65.0,80.0,117.2,,,,,,65.4,145.7,,,,96.0,11.0,,20.9,,22.0,42.0,39.0,,,,,23.5,,13.2,,,23.0,13.9,,42.5,17.5,,-17.5,6.7,,,,24.0,39.0,76.2,,,,,,24.4,104.7,,,,55.0,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,True,,,,False,False,False,,,,,,False,False,,,,False
31003,5,0.0,,0.6,,8.0,8.0,0.0,,,,,9.2,,7.3,,,14.0,6.1,,9.6,,,11.0,1.7,,,,6.0,13.0,26.0,,,,,,,4.4,,,,9.0,-5.0,,-4.4,,3.0,3.0,-5.0,,,,,4.2,,2.3,,,9.0,1.1,,4.6,,,6.0,-3.3,,,,1.0,8.0,21.0,,,,,,,-0.6,,,,4.0,,True,,True,True,False,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,False,False,,,,,,,True,,,,True
31005,0,0.0,,1.0,,0.0,2.0,0.0,,,,,0.2,,0.7,,,2.0,54.3,,1.5,,,0.0,0.1,,,,1.0,1.0,0.8,,,,,,,3.8,,,,,0.0,,1.0,,0.0,2.0,0.0,,,,,0.2,,0.7,,,2.0,54.3,,1.5,,,0.0,0.1,,,,1.0,1.0,0.8,,,,,,,3.8,,,,,,False,,True,False,True,,,,,False,,False,,,False,False,,False,,,True,False,,,,False,False,False,,,,,,,False,,,,
31007,1,4.0,,4.1,,2.0,2.0,0.0,,,,,0.3,,1.1,,,2.0,5.8,,1.6,,,0.0,0.4,,,,2.0,4.0,2.1,,,,,,,5.3,,,,,3.0,,3.1,,1.0,1.0,-1.0,,,,,-0.7,,0.1,,,1.0,4.8,,0.6,,,-1.0,-0.6,,,,1.0,3.0,1.1,,,,,,,4.3,,,,,,False,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,False,True,,,,,,,False,,,,
31009,0,0.0,,0.0,,0.0,1.0,0.0,,,,,0.2,,0.7,,,0.0,0.0,,0.7,,,2.0,0.0,,,,0.0,1.0,0.9,,,,,,,1.2,,,,,0.0,,0.0,,0.0,1.0,0.0,,,,,0.2,,0.7,,,0.0,0.0,,0.7,,,2.0,0.0,,,,0.0,1.0,0.9,,,,,,,1.2,,,,,,True,,True,False,True,,,,,False,,False,,,True,False,,False,,,False,False,,,,True,False,False,,,,,,,False,,,,
31011,20,10.0,,6.8,,9.0,10.0,0.0,,,,,11.5,,20.5,,,12.0,2.9,,12.9,,,1.0,5.6,,,,10.0,14.0,17.9,,,,,,,11.4,,,,14.3,-10.0,,-13.2,,-11.0,-10.0,-20.0,,,,,-8.5,,0.5,,,-8.0,-17.1,,-7.1,,,-19.0,-14.4,,,,-10.0,-6.0,-2.1,,,,,,,-8.6,,,,-5.7,,False,,False,False,False,,,,,True,,True,,,True,False,,True,,,False,False,,,,False,True,True,,,,,,,True,,,,True
31013,13,18.0,,18.8,,18.0,22.0,2.0,,,,,17.4,,21.3,,,22.0,74.4,,18.3,,,5.0,12.6,,,,20.0,30.0,38.1,,,,,,,26.0,,,,37.8,5.0,,5.8,,5.0,9.0,-11.0,,,,,4.4,,8.3,,,9.0,61.4,,5.3,,,-8.0,-0.4,,,,7.0,17.0,25.1,,,,,,,13.0,,,,24.8,,False,,False,False,False,,,,,True,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False
31015,2,0.0,,0.1,,0.0,2.0,0.0,,,,,2.9,,2.0,,,6.0,0.4,,1.7,,,5.0,0.4,,,,2.0,3.0,5.7,,,,,,,3.0,,,,,-2.0,,-1.9,,-2.0,0.0,-2.0,,,,,0.9,,0.0,,,4.0,-1.6,,-0.3,,,3.0,-1.6,,,,0.0,1.0,3.7,,,,,,,1.0,,,,,,True,,False,True,False,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,True,False,,,,,,,True,,,,
31017,3,0.0,,0.0,,1.0,3.0,0.0,,,,,3.1,,2.5,,,8.0,0.0,,0.7,,,3.0,1.7,,,,0.0,5.0,8.3,,,,,,,2.5,,,,,-3.0,,-3.0,,-2.0,0.0,-3.0,,,,,0.1,,-0.5,,,5.0,-3.0,,-2.3,,,0.0,-1.3,,,,-3.0,2.0,5.3,,,,,,,-0.5,,,,,,True,,True,True,False,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,
